"gene","mean_formula","var_formula"
"KHDRBS1",0.00496727565617105,0.00239039280840239
"KPNA6",0.000100049014049787,9.60224758254683e-05
"TXLNA",0.00047444853706792,0.000398645921184578
"EIF3I",0.00246159691926427,0.00567178140199174
"LCK",0.414867863493944,0.401262745781263
"HDAC1",0.0268275792970307,0.0763871328129043
"MARCKSL1",0.356585311311774,0.409172235478113
"BSDC1",0.00794409551366159,0.00437947291906753
"ZBTB8OS",0.399005407061136,0.250215855760092
"RBBP4",0.000499948514925833,0.000320237052583637
"SYNC",0.0628107379358542,0.0552558099376977
"YARS",0.0624757780532321,0.0508681282056291
"S100PBP",0.000324673062628235,0.000263490014463539
"AK2",0.0196029560230484,0.0160561632660552
"PHC2",0.531292349199952,0.241033723669863
"SMIM12",0.353292067112471,0.632103906052268
"SFPQ",1.36285655064869e-05,1.01443255105162e-05
"ZMYM4",7.84639720011518e-05,7.43509574692347e-05
"PSMB2",0.400127996225045,0.496107717445206
"AGO4",0.00014608679744694,0.000105881751449836
"AGO1",1.55185738734744e-05,1.3550134488321e-05
"AGO3",4.05462685308334e-05,2.86653699894022e-05
"TRAPPC3",0.766007305185811,0.985907292078791
"MAP7D1",0.00318309183977329,0.0026302875641185
"THRAP3",0.00305842206127311,0.00153863187274548
"LSM10",0.805606806914107,0.769567574426489
"MRPS15",0.000440335344850279,0.00120166745732321
"ZC3H12A",0.13130994614578,0.170342388123905
"MEAF6",0.171576495451347,0.0526014798119327
"YRDC",0.38115767036993,0.491038768736986
"C1orf122",3.97249060565364e-05,8.55554544232485e-05
"SF3A3",0.00489867731897935,0.00378016079840596
"RRAGC",0.0849887132838185,0.0362137955754647
"AKIRIN1",0.00194828830088701,0.00142382757785682
"NDUFS5",0.00527444600022106,0.0582010027488202
"MACF1",3.81372165945565e-05,2.32368404574629e-05
"PABPC4",0.105481681562764,0.066223159925835
"PPIE",0.165033670895736,0.104078388036985
"CAP1",0.732808929874538,0.574400975487202
"PPT1",0.613775073696532,0.409297699223172
"RLF",0.00413521070214992,0.00297729758600503
"SMAP2",0.903457223845015,0.590868710740815
"NFYC",0.0138244663694621,0.0117375536248069
"CTPS1",0.00637456884569605,0.00473445643962369
"HIVEP3",0.037612554002618,0.0214143192070368
"FOXJ3",6.47020211462051e-05,6.93847548045118e-05
"PPCS",0.129933578543212,0.0465720044515283
"PPIH",0.0592914187969237,0.172469826061814
"YBX1",0.00262534903197749,0.0390038833358987
"EBNA1BP2",0.0404392027874792,0.0850405226029431
"ELOVL1",0.123347921011116,0.210963400923098
"MED8",0.417435882368764,0.323966296236733
"ATP6V0B",0.0249732354423524,0.115513062136508
"DMAP1",0.0566652681273011,0.0329064509622211
"ERI3",0.000341467303192431,0.000570017896123055
"RNF220",0.691932588230556,0.448957118071832
"RPS8",0.0229991997953751,0.219759314700921
"PLK3",0.463737225025893,0.337612538679211
"UROD",0.294551077976862,0.401530843510678
"PRDX1",0.111797976222038,0.291110688714519
"AKR1A1",0.0364371549955393,0.0623280579892903
"NASP",0.0125184491472485,0.0117608092506033
"GPBP1L1",0.000103328946900559,0.000101742130419578
"POMGNT1",0.0346332648732049,0.0281067412829877
"UQCRH",0.000214575318595063,0.00351231993500157
"MKNK1",0.184785966515408,0.130182839252899
"ATPAF1",0.487616315993183,0.794038289695937
"EFCAB14",0.000641039875453947,0.000397513923190675
"CMPK1",0.0535392518097931,0.0127213495370531
"FAF1",0.00829445006978663,0.00553683936054251
"RNF11",0.00971828958383373,0.00621414859258938
"EPS15",0.00034559608910812,0.000253623410863309
"OSBPL9",0.000145061083208351,0.000147712088696865
"TXNDC12",0.120739581570319,0.363650145479592
"KTI12",0.018745617803623,0.0334782179847938
"BTF3L4",0.654750538434923,0.502441297246203
"PRPF38A",0.00168067306596741,0.00088028115569963
"ECHDC2",0.0321529344671401,0.0126719636090725
"SCP2",0.65801551357467,0.983018992492338
"C1orf123",0.720741620148598,0.962652413741122
"MAGOH",0.00757300897435376,0.0253494596403479
"HSPB11",0.991224397871666,0.761567900125335
"TMEM59",0.000907306745038907,0.00453837560302896
"SSBP3",0.599761881458487,0.464525394632213
"USP24",0.000106931231799552,9.09941418430442e-05
"MYSM1",5.09243540177198e-05,5.06895751744387e-05
"JUN",0.164361978907068,0.429428780475114
"TM2D1",0.0107945814135028,0.00516666817314153
"USP1",0.00407982611810657,0.00237119745969328
"JAK1",0.0694343006192042,0.00562630904374821
"LEPROT",0.00573555767520641,0.00171191040784517
"PDE4B",0.914114460005787,0.854598295512244
"MIER1",0.000306103282018968,0.000287821597412577
"SERBP1",0.0347434145495952,0.031118868148704
"GADD45A",0.00989667016728934,0.01809230966709
"SRSF11",5.0110936556598e-05,3.94902201418709e-05
"ZRANB2",4.57515151618639e-05,3.07739093264831e-05
"TYW3",0.229803099943336,0.101493816355059
"ACADM",0.0106394374315635,0.00819136548155494
"RABGGTB",0.000515370202042878,0.000624747814731582
"PIGK",0.0604461139695227,0.0376556295410815
"USP33",0.000110207255478762,0.000103978865342878
"FUBP1",0.000101286321832503,0.000100381015030489
"IFI44",0.00284703867236972,0.00488795456052805
"PRKACB",0.000535990629130364,0.000359364904086332
"RPF1",0.0891003461452928,0.151347750912725
"GNG5",0.596079428559207,0.860573309334847
"CTBS",0.00147042591937817,0.000724666124323069
"C1orf52",0.00382979262630457,0.00383227601311255
"BCL10",0.506914995569647,0.402850044446806
"ZNHIT6",4.09025657838399e-05,3.44797613524829e-05
"ODF2L",0.000120251805822553,0.000135794003091388
"SH3GLB1",0.0426213287664446,0.0213514133980857
"LMO4",0.191075229126278,0.123873456559965
"PKN2",4.09551260764399e-05,4.23921728720106e-05
"GTF2B",0.0203883390127216,0.0348018004311
"GBP3",0.00177406759177731,0.00157481845026895
"GBP1",0.00586945463561286,0.00737238890578656
"GBP2",0.275529502162533,0.414823998798437
"GBP4",0.011618116003919,0.0103111292908044
"GBP5",0.000636959526636326,0.000393068538117251
"LRRC8C",3.09555591818934e-05,1.91434795224498e-05
"ZNF326",0.0121818404363826,0.00534513342727834
"ZNF644",7.37648873646066e-05,6.45608580519491e-05
"TGFBR3",0.00677165917922966,0.00165509499912962
"GLMN",0.0015407966644912,0.0012823274677609
"RPAP2",6.67374800366687e-05,3.84650007704521e-05
"RPL5",0.00606278866048805,0.0258386397091514
"MTF2",0.000192243941174022,0.00016292148559179
"TMED5",0.000196368463446798,0.000171807646024109
"DR1",0.00259221105301528,0.00164685104401011
"DNTTIP2",0.833087716289814,0.936353989605359
"GCLM",0.00530344096156492,0.0042586940418277
"DPYD",3.77620144979254e-05,3.49598948474683e-05
"AGL",0.000195460554046189,0.000159924130642333
"SLC35A3",3.81147935274694e-05,3.88559956398824e-05
"RTCA",0.0753746585671011,0.0653897179004327
"CDC14A",0.00109712583449751,0.000720898028741011
"DPH5",0.638617062885011,0.834829791176031
"S1PR1",0.00142248240272256,0.00122152713331737
"RNPC3",5.00369070580998e-05,5.07764452776352e-05
"VAV3",0.0134309276931646,0.00420690567415655
"SLC25A24",0.00572910834146543,0.00326148622194165
"HENMT1",0.0810423945159487,0.112354341935879
"PRPF38B",1.25084829071728e-05,1.17687715268974e-05
"STXBP3",0.000498397815881995,0.000397121960178064
"TMEM167B",0.0377132412620876,0.020523838481394
"SARS",0.00668554996538115,0.00519821665804803
"PSMA5",0.598278984619985,0.655340351121131
"GNAI3",0.0181364196437096,0.00817375037519521
"AHCYL1",0.124011032334839,0.0840278979565924
"LAMTOR5",0.121416437634266,0.269207629619287
"CD53",0.4112901519827,0.354665753799942
"DRAM2",0.881931670953844,0.673696254406316
"DENND2D",0.0486730616744848,0.043607802600378
"CHI3L2",0.156758812634127,0.208330409340524
"C1orf162",0.0200773746628213,0.00891037642837349
"RAP1A",0.207863303395676,0.0661856180066405
"CAPZA1",0.00352217605083754,0.00287620304891616
"RHOC",0.000749323950619358,0.000783388260804754
"RSBN1",0.0323724512646306,0.0212421739184352
"PTPN22",0.00612543444296977,0.00229983948440439
"HIPK1",2.38054372261757e-05,2.07528504994849e-05
"TRIM33",5.71648134258333e-05,4.85428771024828e-05
"BCAS2",0.0133347189254236,0.0236397455000797
"NRAS",0.0949537087808117,0.0658298290568757
"CSDE1",0.00022299202502708,0.000136008995946934
"SIKE1",0.00441230992048487,0.00341744400649726
"TSPAN2",0.3379945039406,0.252864176300201
"ATP1A1",0.000104718309208896,7.72428506907002e-05
"CD58",0.0432560303064434,0.0323678813122605
"CD2",0.074222223090168,0.0226921304871855
"MAN1A2",0.000395422230236295,0.000291241997162025
"LINC00623",0.630599864705627,0.281738163259881
"TXNIP",0.374509206459907,0.807547265194194
"POLR3GL",0.00294433016801836,0.273658841120796
"LIX1L",0.00621695284120558,0.00470779127704481
"RBM8A",0.0261659634804784,0.07781490940264
"RNF115",0.012545202543576,0.00635207921729202
"CD160",0.460892365981287,0.434066622928722
"HIST2H2AC",0.00480367081530429,0.00152486258891089
"SF3B4",0.219563188896809,0.348310618070133
"PLEKHO1",0.00447986913956552,0.00112446305682222
"ANP32E",0.0021870534870606,0.0016343734301367
"APH1A",0.000497856537009478,0.00173490087428976
"MRPS21",0.324056562565942,0.837477265297268
"PRPF3",9.86898027835835e-05,0.000104325932386978
"RPRD2",0.000115956469916497,0.000113806446725871
"MCL1",3.05004726449126e-05,3.0377012033525e-05
"ENSA",0.00499307843257202,0.0133321221283681
"CTSS",0.00177213030544014,0.00141749057363688
"CERS2",0.146889831133761,0.0927080265490801
"C1orf56",0.184807358771175,0.0620383888222595
"CDC42SE1",0.00219032672731206,0.00169040961297584
"GABPB2",0.000102146690232412,8.36039568838529e-05
"SCNM1",0.851905326060221,0.586376318270123
"PSMD4",0.0674337934097329,0.152811170817692
"PI4KB",0.00248651468564348,0.00207553153115319
"PSMB4",0.515307217657039,0.540012312822426
"POGZ",3.87581014141642e-05,3.61001782687526e-05
"MRPL9",0.130698439299045,0.405944066124805
"THEM4",0.130372545907597,0.0966518497075496
"S100A10",0.0168628255814024,0.209810312734834
"S100A11",0.0774684238007937,0.07679825471767
"S100A9",0.127376146782228,0.354870162367113
"S100A8",0.211737315348763,0.361065643412073
"S100A6",0.603593262613473,0.582190374740892
"S100A4",0.0159810347338431,0.293564816209395
"CHTOP",0.000961919256197424,0.000825587912811491
"ILF2",0.00057497950543161,0.00112845885735832
"GATAD2B",0.000171186351216828,0.000153532934911347
"DENND4B",0.000226004102955606,0.000208323831046976
"JTB",2.18282137647607e-05,0.000262669771224473
"RPS27",0.0149704170522886,0.177787714563097
"TPM3",0.0129329905916697,0.00328849431949435
"C1orf43",0.0307304238841823,0.0495818774419456
"UBAP2L",0.000139045740040976,0.000129575799416474
"HAX1",0.894877274555725,0.726902868077189
"ATP8B2",0.000419464432329806,0.000405971776455989
"UBE2Q1",0.000853920908228331,0.00113770875437418
"ADAR",0.000311560843841112,0.000361612284173183
"PMVK",0.397113726916702,0.538532707987319
"PBXIP1",0.0498038948291149,0.0345251331289169
"FLAD1",0.0443195805090061,0.0333158352870036
"SLC50A1",0.30947917760213,0.459973462658703
"DPM3",0.00052680884464828,0.0535093773580793
"KRTCAP2",0.749996518457721,0.396529463124012
"MTX1",0.00776759300961653,0.0117008340166459
"SCAMP3",0.09168425046866,0.0693483982109129
"FDPS",0.0257687583010906,0.0406324693128505
"ASH1L",1.46202100411627e-05,1.18559020493015e-05
"DAP3",0.395919936800397,0.276617286350724
"GON4L",0.000119289945823391,9.30256358446129e-05
"SYT11",0.0175495862648077,0.0124343314893657
"RIT1",0.337491000739807,0.219838766335081
"SSR2",3.98837859472968e-05,0.000129467577342022
"LAMTOR2",0.133299087348992,0.278066601020522
"PMF1",0.00135061458146788,0.00232080137937883
"CCT3",0.182992879689615,0.4142744256793
"MEF2D",0.259263093433539,0.196572346446264
"GPATCH4",0.0104783640492033,0.00662014126035192
"ISG20L2",0.00133646283115528,0.000871106431400954
"MRPL24",0.751021939706954,0.963096225768837
"HDGF",0.144183648456342,0.0640548651109214
"PRCC",0.0112134215389124,0.0084057807252397
"SH2D2A",0.10623316200165,0.139300423569161
"ETV3",0.00839945337897549,0.00620544817994232
"PYHIN1",0.00307180717215392,0.00143590997725055
"IFI16",0.00161713767698998,0.00231332916900491
"DUSP23",0.0117917271149919,0.0309775773431058
"FCRL6",0.52738186289142,0.442661689568453
"TAGLN2",0.0263665296130254,0.131797436105404
"COPA",0.000624096491263942,0.000389142198230944
"SLAMF6",0.00183621357656311,0.00158928775035016
"CD84",0.000562451795327682,0.000320599822159933
"CD48",0.151978996139197,0.361394565309936
"SLAMF7",0.00777499685176702,0.00395266365459737
"LY9",0.0155497127695867,0.0120579551009491
"CD244",0.402325783063064,0.274722896029274
"TSTD1",0.0304108331397997,0.14677914962684
"ARHGAP30",0.0014911881615477,0.000895296756981037
"PFDN2",0.00217603381562613,0.0134024993101116
"UFC1",0.000103456985585234,0.000643837230588831
"NDUFS2",0.950429565509744,0.987621255657256
"SDHC",0.00965835124022058,0.015433690136902
"FCGR3A",0.437146620747002,0.228726231286763
"DUSP12",5.25830119704816e-05,0.000116574559825394
"ATF6",0.000146572730424577,0.000128467725210627
"UHMK1",0.000169597076675525,0.000137363557464399
"UAP1",0.605008808294632,0.827158296465841
"MGST3",0.278860336231369,0.466402359645167
"ALDH9A1",0.40233714914869,0.335806437737091
"TMCO1",0.026977536754236,0.0221209887788774
"CD247",0.703825947537368,0.286749714445083
"RCSD1",0.0169252954740379,0.012718128632108
"MPC2",2.70452832652219e-05,7.05496902286481e-05
"TIPRL",0.482622848545917,0.383744120290118
"SFT2D2",5.85541955693856e-05,4.40806851748704e-05
"XCL2",0.633478051708597,0.811946570521097
"SELL",0.674066105861586,0.885323033916431
"KIFAP3",0.0108504908539575,0.0087001005757524
"PRRC2C",2.77571162180855e-05,1.20338222936259e-05
"VAMP4",0.00118300004762869,0.00103125768760212
"PIGC",0.673123554403081,0.667055153739433
"SUCO",0.000181504418226873,0.000183924656830893
"PRDX6",0.000158285201042885,0.000300017794624742
"RC3H1",7.15611862756255e-05,6.54798571821295e-05
"RABGAP1L",0.000574824093191922,0.000482217563438798
"CACYBP",0.144285678488519,0.362533538471885
"KIAA0040",0.0105229029147256,0.00874027938975892
"TOR3A",0.343383127724107,0.420413349161867
"SOAT1",0.000138760273828014,0.000131108717587268
"TOR1AIP2",0.00100528900993492,0.000660746246203981
"TOR1AIP1",0.00109014182627999,0.000890788317401684
"CEP350",0.000123707383025531,9.08851814747181e-05
"ACBD6",0.00451882798534224,0.00249316071637666
"IER5",0.0236875360670317,0.092769758230939
"GLUL",0.00218560349915501,0.00107078896130746
"DHX9",2.93304104282928e-05,2.27908024786559e-05
"SMG7",0.000146948581304844,0.000132487144720937
"ARPC5",0.241912323996112,0.221574419189917
"TSEN15",0.689513386842988,0.554985844118577
"C1orf21",0.876763150373025,0.607159986376003
"FAM129A",0.00250199348650988,0.000548452785056828
"IVNS1ABP",3.44354410509718e-05,2.9688195314217e-05
"TPR",0.000483059794650742,0.000293362670962683
"RGS1",0.527441457366423,0.865550172393727
"RGS2",0.384244591284223,0.245498135317755
"UCHL5",0.00390062239153672,0.00334523788987832
"TROVE2",0.000430276779734466,0.000303540886231145
"CDC73",0.000431299404941021,0.00041670395899014
"DENND1B",0.000221024951133383,0.000169623137663206
"NEK7",0.00049221554910354,0.000489767256098198
"PTPRC",0.000404137027723236,0.000383859743603438
"ZNF281",0.0471751583099486,0.0128790038622464
"KIF21B",0.000196218826759144,0.000184109752280301
"CSRP1",0.0515394475647726,0.084130108675299
"IPO9",6.06462484449687e-05,4.94771459141837e-05
"TIMM17A",0.54363766790478,0.409669502111074
"ARL8A",0.118621175752031,0.0600311832705632
"PTPN7",0.751055995846262,0.724005234647502
"ADIPOR1",0.0803850167725959,0.0527224647388812
"TMEM183A",0.629358863967794,0.534911748965024
"BTG2",0.111824944064496,0.0727441507877413
"ATP2B4",0.00436482719475593,0.00200557966726947
"SNRPE",0.0448802948954302,0.191360227330912
"PPP1R15B",0.000215681195842517,0.000141856970947222
"MDM4",2.78034824107883e-05,1.83273943414064e-05
"DSTYK",0.000834507527748843,0.000526209368263322
"ELK4",6.49040467644302e-05,6.92990369338141e-05
"NUCKS1",0.00484476010494117,0.00158037291916767
"IKBKE",0.691309307179085,0.542987823061094
"RASSF5",0.00246347123524893,0.00162755002170788
"EIF2D",0.536840292152351,0.723396903691527
"MAPKAPK2",0.328442684399286,0.494746520600389
"CD55",0.208086028982549,0.0491624011414839
"CD46",8.53772289122949e-05,8.21324104453986e-05
"TRAF3IP3",0.00762679967678714,0.00515758712877242
"RCOR3",4.52475313880741e-05,4.41658094586755e-05
"TRAF5",0.00142994197589815,0.00102842836539739
"LPGAT1",0.000255454822213438,0.000109183088267417
"PPP2R5A",0.0121805721569972,0.00647296084679885
"NENF",0.00109948618581908,0.00483294521920241
"NSL1",0.012333586459018,0.00860897263843324
"ANGEL2",7.85903175610181e-05,8.78379142411844e-05
"GPATCH2",0.000169233448685384,0.00013328172393254
"RRP15",0.56933940583593,0.467958759382589
"EPRS",0.0350465162265819,0.0169201125485254
"IARS2",0.0179381188440663,0.00698705268455879
"RAB3GAP2",3.37033686110601e-05,3.42124679848535e-05
"MIA3",4.99991814510612e-05,4.43890722537831e-05
"AIDA",0.00253008686706434,0.00191643411804826
"BROX",0.00122387723144151,0.000860231390816858
"CAPN2",0.0226094625581536,0.0146926622750356
"TP53BP2",0.00115088476767473,0.000823855439183403
"DEGS1",0.482977955838277,0.368990797439172
"CNIH4",0.0377086689801541,0.0245378375185535
"WDR26",4.93326157085941e-05,4.48337967910875e-05
"LBR",0.00022395784640678,0.000176157746036576
"SRP9",0.143280288988699,0.105496838076959
"TMEM63A",0.000258200678195369,0.0002219514204219
"PYCR2",0.113893297126343,0.0725901433528615
"SDE2",0.0169868038965319,0.0138244397015682
"H3F3A",0.00441140855809335,0.141411693574102
"ACBD3",0.00759088935555927,0.00393726707205817
"PARP1",0.411691263600408,0.276616571948099
"ITPKB",5.94959439721305e-05,5.17957590014476e-05
"SNAP47",0.273354298109822,0.424912247415823
"ARF1",0.0039125077614088,0.0183612345995223
"C1orf35",0.0169475974926293,0.0126929454779652
"MRPL55",0.000329248859818218,0.000963654533498892
"GUK1",8.01829657396531e-05,0.000208287188411042
"TRIM11",0.00248963451839699,0.00189347996599603
"HIST3H2A",0.00942607247051027,0.0166007086011378
"RNF187",0.0180567635492604,0.0437942690135502
"RAB4A",0.000610282935787517,0.00150024867848244
"COG2",0.000841396660150432,0.000686140756283297
"C1orf131",0.0993938446847135,0.427075679185244
"GNPAT",0.00431261737443084,0.00348980384431369
"SPRTN",0.527562851790215,0.680748608453646
"EGLN1",0.00172887035434421,0.00112485853578714
"TSNAX",0.0212769092288314,0.0133441720846002
"NTPCR",0.0323081067712572,0.046793726346017
"COA6",0.384612950387041,0.299978492992271
"IRF2BP2",0.624782958156122,0.81496953195985
"TOMM20",0.00710400760450742,0.0200093912591236
"RBM34",0.770363668828112,0.772387749110683
"ARID4B",2.62030872915222e-05,2.26667206326242e-05
"LYST",0.00507167221010827,0.00250122236800374
"LGALS8",0.000550639468446753,0.00043335933612646
"HEATR1",9.82787817272671e-05,8.40635500880342e-05
"MTR",3.22144110979454e-05,2.58129092336285e-05
"SDCCAG8",0.000658377332124159,0.000476718580328159
"AKT3",9.665560961365e-05,7.37491214793225e-05
"ADSS",0.000483689133308742,0.00041084541022171
"DESI2",0.0717305083990188,0.0391638035194173
"COX20",0.0256347253504368,0.0185944446151749
"HNRNPU",5.10051228967198e-06,5.02231888523991e-06
"SMYD3",0.00247813965511775,0.00207468411996405
"CNST",0.00307915200455043,0.00137984858832511
"AHCTF1",1.72220062746008e-05,1.71219627244147e-05
"ACP1",0.0023734292801465,0.015460286210237
"TMEM18",0.817428242654646,0.512936976581537
"ADI1",0.507159753709725,0.746828053943785
"RNASEH1",0.0976301013093898,0.194512498238068
"RPS7",0.000872039924378664,0.0569080744157538
"ID2",0.270199916244704,0.476521795377995
"KIDINS220",0.000109598728658117,8.00388875220398e-05
"ITGB1BP1",0.00138539262765128,0.00589505896105768
"IAH1",0.729696006571649,0.933105826432311
"ADAM17",0.000122130051591968,0.000115487173701592
"YWHAQ",0.169295863538501,0.395011194082531
"TAF1B",0.0149436381247147,0.0106361412669509
"HPCAL1",0.602896411708521,0.754762533311774
"ODC1",0.00213291019088362,0.00396051098787804
"NOL10",0.002176649707931,0.001570586609773
"PDIA6",0.0209635705917941,0.0895327265910613
"PQLC3",0.420560956464218,0.309801785524816
"ROCK2",0.000241761992160363,0.000178561966747183
"LPIN1",0.00015763015945168,0.000137298996435075
"NBAS",0.000269023938013056,0.000214419621184672
"DDX1",0.0228215945382869,0.0222940059473426
"SMC6",0.0100452542137276,0.00659813135850119
"RDH14",0.0807321863316152,0.0416203702894997
"TTC32",0.0292505281384056,0.0574493927122185
"LAPTM4A",0.00238444650733154,0.00467858614153071
"PUM2",8.56911297024953e-05,8.08903687975916e-05
"ATAD2B",1.58900329260243e-05,1.32403202860359e-05
"UBXN2A",0.0743998041921977,0.0381427265371636
"ITSN2",3.83295481125943e-05,3.41086634364573e-05
"NCOA1",0.000142652474828588,0.000104719168391055
"PTRHD1",0.0047566126135679,0.00999379542399725
"ASXL2",0.000275517768960283,0.000252776185674438
"RAB10",0.00265849823309002,0.00213573222606534
"HADHA",0.840704819737327,0.62543069896023
"HADHB",0.736995499032399,0.68820932919522
"OST4",1.07909194076547e-05,0.350023456768038
"ATRAID",5.27164863848347e-05,0.000106091453827802
"MPV17",0.538377428679003,0.430966300424384
"EIF2B4",0.00381456683980535,0.00270933304311573
"SNX17",0.0117384196441735,0.0244454788724488
"PPM1G",0.834360712098151,0.635348896495249
"NRBP1",0.0140010853152862,0.00914091080155227
"GPN1",0.0864037341199661,0.148165699348665
"SLC4A1AP",0.00732876933458973,0.0045882487983702
"MRPL33",0.000170077464374448,0.00123293128503646
"FOSL2",0.408201582292667,0.539022532078498
"PPP1CB",0.000365769216286097,0.000259004613712378
"WDR43",0.986024424110096,0.831533241086376
"CLIP4",8.76354227972507e-05,7.12485956677698e-05
"YPEL5",0.0996693530593898,0.0222750087406181
"LBH",0.0096606695983969,0.00561689968381544
"DPY30",0.126375357262743,0.0786641868542106
"SPAST",0.000343539334858044,0.000284395341908226
"YIPF4",7.59318017158821e-05,4.92036970470461e-05
"BIRC6",3.72015931363576e-05,3.01979884352372e-05
