"gene","theta_formula"
"SERBP1",0.0789536571581703
"GADD45A",0.00202330506852048
"SRSF11",0.00711697948776494
"ZRANB2",0.00329292473513495
"TYW3",0.00829785853033713
"ACADM",0.324530868721476
"RABGGTB",0.314572334879279
"PIGK",0.00919299072929784
"USP33",0.209799865011324
"FUBP1",0.428700635175203
"IFI44",0.0191655933576703
"PRKACB",0.0399178170846579
"RPF1",0.000160732167942221
"GNG5",0.0169632004671047
"CTBS",0.0182543311772702
"C1orf52",0.202743857470024
"BCL10",0.014893272834992
"ZNHIT6",0.00193669134263154
"ODF2L",0.329083002191765
"SH3GLB1",0.000356688589968796
"LMO4",0.082366903717781
"PKN2",0.474666665196659
"GTF2B",0.00582981247184085
"GBP3",0.626670192329263
"GBP1",0.0313590729949273
"GBP2",0.131065215540044
"GBP4",0.354738316568359
"GBP5",0.181739199648533
"LRRC8C",0.00175239479600663
"ZNF326",0.00277741021384397
"ZNF644",0.00684618610724948
"TGFBR3",0.230782493805269
"GLMN",0.0210645398823429
"RPAP2",0.00016370740846253
"RPL5",0.00902775588468493
"MTF2",0.00102710723755401
"TMED5",0.179054887933678
"DR1",0.000658811138778011
"DNTTIP2",0.0176980930598269
"GCLM",0.187377820245186
"DPYD",0.0431812032086094
"AGL",0.591797068566914
"SLC35A3",0.0359406200473938
"RTCA",0.0758443011086558
"CDC14A",0.0251612486612092
"DPH5",0.00285686138420571
"S1PR1",0.649446239798981
"RNPC3",0.40535589239428
"VAV3",0.127518359619282
"SLC25A24",0.0254681357276
"HENMT1",0.00368388228105301
"PRPF38B",0.0012603789200065
"STXBP3",0.148029989382724
"TMEM167B",0.00172772133914008
"SARS",0.0309952334665373
"PSMA5",0.920160583802883
"GNAI3",1.78049644377259e-05
"AHCYL1",0.0175426477145446
"LAMTOR5",0.0114461366884693
"CD53",0.398641129493053
"DRAM2",0.00129184912368795
"DENND2D",0.728331345757953
"CHI3L2",0.01913484897134
"C1orf162",0.98236978618206
"RAP1A",0.000356183251166676
"CAPZA1",0.204824043912228
"RHOC",0.00445643953069511
"RSBN1",0.00428565871159892
"PTPN22",0.00536276037263423
"HIPK1",0.000383774319073371
"TRIM33",0.199749588383246
"BCAS2",0.00149145267244954
"NRAS",0.000987186920406953
"CSDE1",0.000919827799236533
"SIKE1",0.0642166499686379
"TSPAN2",0.458610891407791
"ATP1A1",0.0263482817517292
"CD58",0.0782411477234877
"CD2",0.113745945284942
"MAN1A2",0.01606775574432
"LINC00623",0.00122271884805999
"TXNIP",0.455429469294114
"POLR3GL",0.000199574523291371
"LIX1L",0.0243936548961501
"RBM8A",0.000703851294011466
"RNF115",0.00055562614209594
"CD160",0.632816805145726
"HIST2H2AC",0.0114588518570953
"SF3B4",0.000253608045342719
"PLEKHO1",0.0123239119477257
"ANP32E",0.0373479947414563
"APH1A",7.30839029265705e-05
"MRPS21",0.00230519691702522
"PRPF3",0.328562330908804
"RPRD2",0.852747633269954
"MCL1",0.0783446171273789
"ENSA",0.0186190233061211
"CTSS",0.0844008495170375
"CERS2",0.000614602469783745
"C1orf56",7.93121143010018e-05
"CDC42SE1",0.000291530865715588
"GABPB2",0.999901411328838
"SCNM1",2.16639650996993e-05
"PSMD4",0.0322015403356705
"PI4KB",0.0173548839771832
"PSMB4",0.82602171145428
"POGZ",0.381906697234129
"MRPL9",0.000654824306202891
"THEM4",0.0744404394087947
"S100A10",0.0097880680911871
"S100A11",0.825241152641499
"S100A9",0.840306441146934
"S100A8",0.739145259070411
"S100A6",0.0245044121946852
"S100A4",0.0146430827643939
"CHTOP",0.0101125978420089
"ILF2",0.032420605554042
"GATAD2B",0.816251920474632
"DENND4B",0.0208834890330295
"JTB",0.000323124744156389
"RPS27",0.137346485708645
"TPM3",0.00135365358845181
"C1orf43",0.00163521235412593
"UBAP2L",0.366887718341015
"HAX1",0.00296244527410578
"ATP8B2",0.883647928122026
"UBE2Q1",0.00222295579670042
"ADAR",0.364567014900507
"PMVK",0.0030071035078459
"PBXIP1",0.00235443599061369
"FLAD1",0.0384861465861721
"SLC50A1",0.000871682930295122
"DPM3",0.000101032840660285
"KRTCAP2",0.00952182025535636
"MTX1",0.0010959969014954
"SCAMP3",0.012304250262584
"FDPS",0.0944308088058875
"ASH1L",0.0103976704701599
"DAP3",0.00689033936992276
"GON4L",0.0264215120624898
"SYT11",0.696780286127332
"RIT1",0.000136584095116608
"SSR2",0.00355606620179462
"LAMTOR2",0.00943942441175438
"PMF1",0.0003082678211496
"CCT3",0.00242309726360735
"MEF2D",1.98337727659647e-05
"GPATCH4",0.266747219825359
"ISG20L2",0.0007026010289861
"MRPL24",0.0053824706582481
"HDGF",0.000705423544301419
"PRCC",0.000590584073206645
"SH2D2A",0.00670144996126319
"ETV3",0.206349125203311
"PYHIN1",0.529440031681656
"IFI16",0.471769618786411
"DUSP23",1.89329740296047e-05
"FCRL6",0.836266189217755
"TAGLN2",9.21355517988783e-05
"COPA",0.000810552102312777
"SLAMF6",0.479543004867283
"CD84",0.18090734236176
"CD48",0.00387853071578972
"SLAMF7",0.82414710996892
"LY9",0.359509765516777
"CD244",0.121941082864079
"TSTD1",0.000345061541425061
"ARHGAP30",0.219649999154524
"PFDN2",0.000264564646492887
"UFC1",0.0171322391537197
"NDUFS2",0.783157570009941
"SDHC",0.0367994903681378
"FCGR3A",0.963816579422057
"DUSP12",0.000108208858512987
"ATF6",0.439836586740618
"UHMK1",0.0296261904410334
"UAP1",0.000192914412137941
"MGST3",0.0258198036310016
"ALDH9A1",0.00763501223131988
"TMCO1",0.131962717852008
"CD247",0.0342450477493863
"RCSD1",0.0588309190257007
"MPC2",0.000577965095081005
"TIPRL",0.00717922428980934
"SFT2D2",0.000210773057107769
"XCL2",0.357264927744467
"SELL",0.301410433964895
"KIFAP3",0.0103041303333411
"PRRC2C",0.000136073518471483
"VAMP4",0.562909535275396
"PIGC",0.000192201448024484
"SUCO",0.192308066067397
"PRDX6",0.000181193008176193
"RC3H1",0.151725996491533
"RABGAP1L",0.247790579421639
"CACYBP",0.0132552900549048
"KIAA0040",0.820982628765114
"TOR3A",0.00291805338403137
"SOAT1",0.430072524663379
"TOR1AIP2",0.00107736874649248
"TOR1AIP1",0.0037266016407726
"CEP350",0.194016155433962
"ACBD6",0.0803974037697141
"IER5",0.00212220144989034
"GLUL",0.304844552847239
"DHX9",0.0580123814190277
"SMG7",0.763246028414328
"ARPC5",0.302890920199118
"TSEN15",0.00182330475430049
"C1orf21",0.528302920415122
"FAM129A",0.0275983643609478
"IVNS1ABP",0.00120911006701772
"TPR",0.849322867022348
"RGS1",0.00435850483777522
"RGS2",0.148785657323541
"UCHL5",0.91254234334572
"TROVE2",0.00071151825234362
"CDC73",0.15816820590598
"DENND1B",0.0826377966664447
"NEK7",0.114933098622785
"PTPRC",0.847794791168983
"ZNF281",0.000109288562444702
"KIF21B",0.286244285426767
"CSRP1",7.97740083132027e-05
"IPO9",0.315416451696957
"TIMM17A",0.000419735598959439
"ARL8A",2.79691919078125e-05
"PTPN7",0.000282641563143845
"ADIPOR1",0.00015166679775738
"TMEM183A",0.0352025161560039
"BTG2",0.148469468475596
"ATP2B4",0.0581012757011327
"SNRPE",0.0167260676192821
"PPP1R15B",0.0434530406266383
"MDM4",3.96264393971849e-05
"DSTYK",0.0143112203205136
"ELK4",0.852840975501511
"NUCKS1",0.0133970121644921
"IKBKE",0.0019829953992746
"RASSF5",0.000672919168573966
"EIF2D",0.00641818009230506
"MAPKAPK2",3.15646506718966e-05
"CD55",0.0523637899226005
"CD46",0.408102368076438
"TRAF3IP3",0.852602221749616
"RCOR3",0.0302561757326762
"TRAF5",0.0177379970605488
"LPGAT1",0.0288283430006939
"PPP2R5A",0.00102218602332497
"NENF",4.9947223395793e-05
"NSL1",0.0523962696405253
"ANGEL2",0.88401398270219
"GPATCH2",0.105270427427537
"RRP15",0.0554874397889668
"EPRS",0.33023926500198
"IARS2",0.00734336533817419
"RAB3GAP2",0.284445775870826
"MIA3",0.494178569321495
"AIDA",0.20522935600784
"BROX",0.000154938896256359
"CAPN2",0.0710905994478687
"TP53BP2",0.848166351864913
"DEGS1",0.00954164664590008
"CNIH4",0.0426602413084498
"WDR26",0.00313904182451975
"LBR",0.0121382856638527
"SRP9",0.104833825879675
"TMEM63A",0.0173660035616265
"PYCR2",0.0505141014777302
"SDE2",0.00742828715696299
"H3F3A",0.338542315100005
"ACBD3",0.00152307748858816
"PARP1",0.0243217583392976
"ITPKB",0.0632430296082661
"SNAP47",0.00080237768834163
"ARF1",0.000178855771837403
"C1orf35",0.638939633981501
"MRPL55",0.000106162675293048
"GUK1",0.0104646577286562
"TRIM11",0.000117896289911268
"HIST3H2A",0.000343445690677527
"RNF187",0.000189235585220131
"RAB4A",0.000786473363374974
"COG2",0.729209291826984
"C1orf131",0.00191594219693297
"GNPAT",0.0067496061135293
"SPRTN",0.00268217864058165
"EGLN1",0.0019784462289161
"TSNAX",0.002949503123376
"NTPCR",0.000429564839235923
"COA6",0.170918251600033
"IRF2BP2",0.0504323004416491
"TOMM20",0.00024064071630141
"RBM34",0.743619471879014
"ARID4B",0.000743770839787446
"LYST",0.00321693468354027
"LGALS8",0.0436359777075057
"HEATR1",0.301293252021627
"MTR",0.352181701828209
"SDCCAG8",0.965348593869145
"AKT3",0.295773602202415
"ADSS",0.379187453438528
"DESI2",0.000530759698986737
"COX20",0.0451378176430653
"HNRNPU",0.00769881461226813
"SMYD3",0.159873003823405
"CNST",0.0250233148449909
"AHCTF1",0.911515330845101
"ACP1",0.00891687699784183
"TMEM18",0.0128744441809467
"ADI1",0.0212337517133291
"RNASEH1",0.000214717793348507
"RPS7",0.00296621155433897
"ID2",0.203448705231188
"KIDINS220",0.016789642683118
"ITGB1BP1",0.000144386834715274
"IAH1",0.00349275925799056
"ADAM17",0.907021204124279
"YWHAQ",0.0205764256737519
"TAF1B",0.202555707815351
"HPCAL1",0.000565818230115614
"ODC1",0.00119471294172678
"NOL10",0.0582660128168609
"PDIA6",0.00190167258460772
"PQLC3",0.00545452686961725
"ROCK2",0.310588959758432
"LPIN1",0.00798190538556365
"NBAS",0.579031176679215
"DDX1",0.430457824060052
"SMC6",0.793092725055803
"RDH14",0.00590322014075558
"TTC32",0.000951505012094886
"LAPTM4A",0.000435057947164713
"PUM2",0.887011195285404
"ATAD2B",0.279480776333158
"UBXN2A",0.00432523288922339
"ITSN2",0.00575953859521318
"NCOA1",0.0611910341550815
"PTRHD1",0.00157175333539227
"ASXL2",0.0209705123711877
"RAB10",0.869443032624227
"HADHA",0.00734653864267846
"HADHB",0.0723877277644174
"OST4",0.000635091892289748
"ATRAID",0.000148190790088202
"MPV17",0.00188836234549946
"EIF2B4",0.00262424002985262
"SNX17",0.00138231966316703
"PPM1G",0.0498177233408666
"NRBP1",3.32757943777558e-05
"GPN1",0.000414933184320473
"SLC4A1AP",0.315865227191195
"MRPL33",8.76192275541742e-05
"FOSL2",0.00504763328503425
"PPP1CB",0.00116132615174096
"WDR43",0.043142277317212
"CLIP4",0.148159934447331
"YPEL5",0.00757799204095075
"LBH",0.136011755670793
"DPY30",0.0035501234047244
"SPAST",0.89001549468572
"YIPF4",0.331026210169323
"BIRC6",0.095233566293696
"STRN",0.578814948435898
"EIF2AK2",0.276695545734082
"CEBPZ",0.179777314936211
"PRKD3",0.446123848100313
"CDC42EP3",0.337797645326647
"GALM",0.289936513633782
"SRSF7",0.018625443511235
"SOS1",0.379455130348115
"EML4",0.018435586716121
"COX7A2L",0.00075463064048221
"THADA",0.444881495582032
"ZFP36L2",0.213485716936248
"LRPPRC",0.647529683655878
"PPM1B",0.000134391114590896
"PREPL",0.707563498110224
"RHOQ",0.018908400962617
"CRIPT",0.00294945900703186
"MCFD2",0.00317825661557836
"CALM2",0.00219983101782996
"FBXO11",0.0170846911085498
"FOXN2",0.349353761455317
"ERLEC1",0.00109955428492443
"PSME4",7.3574226111019e-06
"ACYP2",0.000108394424249127
"SPTBN1",0.00161525735179022
"RTN4",0.000157640674551863
"RPS27A",0.0177862119475605
"PNPT1",0.187313169205527
"REL",0.00172659755088843
"USP34",0.00159506336107187
"XPO1",0.829223086960934
"CCT4",0.00916387269563866
"COMMD1",0.00196591798257499
"B3GNT2",0.000568577837329291
"MDH1",0.0520989146206952
"UGP2",0.0025013351959302
"AFTPH",0.0261854717803154
"RAB1A",7.55096937347059e-05
"ACTR2",0.042235302740371
"C1D",0.000147179148051496
"PNO1",0.0119054578298345
"PPP3R1",0.859009431391361
"PLEK",0.675131392312849
"ARHGAP25",0.753206029234083
"GFPT1",0.00323204786263771
"NFU1",0.000386872620023255
"AAK1",6.76223649330898e-05
"ANXA4",0.0603352513031765
"GMCL1",0.00104897236757151
"SNRNP27",5.69059330641716e-05
"MXD1",0.000333629518802306
"PCBP1",0.000894416446798358
"TIA1",0.00275663521350013
"SNRPG",0.0642113861378579
"FAM136A",0.00094718271019972
"MPHOSPH10",0.0644126280570798
"ZNF638",0.835731035386964
"CCT7",0.0026650014399478
"TPRKB",0.000903382263270674
"DUSP11",0.00180866633164507
"STAMBP",0.198948831138354
"DGUOK",0.000116726586923637
"BOLA3",0.000621161410048235
"MOB1A",0.00131993093595578
"DCTN1",0.0110170938419422
"WDR54",8.44336897152528e-05
"MOGS",0.00232414226264146
"AUP1",0.000240952619050318
"POLE4",0.000218874838046344
"MRPL19",0.00750699563701489
"SUCLG1",0.0313127985997819
"TMSB10",0.258353111762405
"KCMF1",0.0229463613180904
"TGOLN2",0.0261841693165298
"MAT2A",0.855625781589897
"VAMP8",0.000713474382764467
"VAMP5",0.0176452646061825
"RNF181",0.000362584918178541
"USP39",0.0227197527028691
"GNLY",0.560681444862004
"ST3GAL5",0.00985953150908588
"PTCD3",0.0205045369106481
"IMMT",0.11928532878717
"KDM3A",0.0201961596760377
"CHMP3",0.00024064237124986
"RMND5A",0.00239164267785642
"CD8A",0.0597025854532382
"CD8B",0.0406621613165982
"KRCC1",0.914446370813897
"RPIA",0.000169745016821075
"MRPS5",0.109701447280621
"ANKRD36C",0.00391093947935345
"DUSP2",0.00396715308173735
"STARD7",6.22239954485357e-05
"CIAO1",0.380438541550754
"SNRNP200",0.00065556161177199
"ARID5A",0.0276144691507643
"ANKRD39",7.6985809336189e-05
"ANKRD36",0.020418693508495
"COX5B",0.00291776787867799
"ACTR1B",0.000148636452651991
"ZAP70",0.0289258433848729
"TMEM131",0.490334217258202
"INPP4A",0.779131425511276
"COA5",0.000627983400750286
"MGAT4A",0.0986700620428989
"MITD1",0.941154638308865
"TXNDC9",0.0208631284639088
"EIF5B",0.36953260337008
"REV1",0.354469650399176
"PDCL3",0.000592813232155982
"RPL31",0.010210891089184
"CNOT11",0.00112931467308328
"RNF149",0.0493610681346825
"MAP4K4",0.042394333926257
"IL18R1",0.0250083532264799
"C2orf49",0.000251618902861053
"NCK2",0.166860576777945
"UXS1",0.00466927700624285
"GCC2",0.24552916997283
"LIMS1",0.305625365124005
"RANBP2",0.903722916574394
"BCL2L11",0.0022941206220568
"ANAPC1",0.0482009434253815
"ZC3H8",0.218704846960264
"ZC3H6",0.24105008754506
"CHCHD5",0.00108742417322179
"SLC20A1",0.486338916308674
"PSD4",0.128943557764477
"ACTR3",0.681710787559019
"DDX18",0.196422424659819
"CCDC93",0.650572748358081
"INSIG2",0.0477064719747163
"DBI",0.0465920960555058
"PTPN4",0.55157044921466
"NIFK",0.00234662812714526
"TSN",0.00131939375632212
"GYPC",0.517564908066808
"BIN1",0.219459368287502
"MAP3K2",0.311377792640504
"IWS1",0.212837422313612
"WDR33",0.0174011598496763
"POLR2D",0.00195670415744039
"UGGT1",0.0495396819501363
"MZT2B",0.0316694221017935
"CCDC115",0.000472199919071468
"IMP4",0.00123417472870562
"PTPN18",0.000269164213611364
"PLEKHB2",0.00175986482326004
"MZT2A",0.00720632989819601
"CCNT2",0.00171083968395654
"R3HDM1",0.647610135494186
"UBXN4",0.0161023716887951
"DARS",0.335251265549257
"CXCR4",0.251784109538939
"ARHGAP15",0.747822954279975
"ZEB2",0.526747532623175
"ORC4",0.326036853399366
"MBD5",0.01325734953217
"EPC2",0.325783852044568
"MMADHC",0.0521927794834166
"RBM43",0.225644827854104
"NMI",0.665965302937906
"RIF1",0.205845797059446
"ARL5A",0.268262071106135
"PRPF40A",0.0155317056370848
"ARL6IP6",0.243363676556455
"NR4A2",0.00602099962829169
"ERMN",0.170094608653366
"CYTIP",0.0535080871425929
"BAZ2B",0.0470170792933398
"MARCH7",0.397469677420658
"RBMS1",0.935649131709871
"TANK",0.0695957383542181
"PSMD14",0.00187678090529858
"GALNT3",0.736899603005903
"TTC21B",0.109895801451031
"STK39",0.674468461462489
"PPIG",0.0215330188128996
"SSB",0.31142275423781
"METTL5",0.0028972597110672
"UBR3",0.776609908043781
"GORASP2",0.00859465786731416
"TLK1",0.000667607498939682
"DYNC1I2",0.0135224443671619
"HAT1",0.00146742376489838
"ITGA6",0.16428074435362
"SP3",0.00444931957439811
"OLA1",0.00231450884208782
"CIR1",0.00672080530271072
"WIPF1",0.0177753899866873
"ATF2",0.989904703399805
"HNRNPA3",0.0183932938009162
"NFE2L2",0.108887030568704
"PRKRA",0.00436944242125079
"PLEKHA3",0.00206240499152103
"CWC22",0.492006458537203
"UBE2E3",9.26461437990244e-05
"ITGA4",0.123250820089836
"DNAJC10",0.0454300060239321
"ZC3H15",0.00201325421434711
"ASNSD1",0.000152123977306372
"ANKAR",0.537098706239541
"ORMDL1",0.0359518505943806
"GLS",0.151607997142616
"STAT1",0.010931854358117
"STAT4",0.24547897806152
"SLC39A10",0.00392994999948579
"STK17B",0.229720803514882
"ANKRD44",0.0018755350230319
"SF3B1",0.000738737756707029
"COQ10B",0.00118944171685335
"HSPD1",0.41511676002328
"HSPE1",0.00364134124327167
"MOB4",0.000179431733450168
"TYW5",0.000824858152391376
"BZW1",0.000791742331692498
"CLK1",0.00160688014160774
"FAM126B",0.195739515360399
"NDUFB3",0.0498907225101319
"CFLAR",0.00150033909232482
"CASP8",0.00019152391481133
"TRAK2",0.590817223171836
"SUMO1",0.0937908096483683
"NOP58",0.163261154292639
"NBEAL1",0.00195391441828087
"CYP20A1",0.0481626588725771
"INO80D",0.00284624586251181
"NDUFS1",0.00374938896500248
"EEF1B2",0.0162760999384339
"FASTKD2",0.596954151412894
"CREB1",0.857134953682968
"PIKFYVE",0.114258345405774
"ATIC",0.0801897690013538
"XRCC5",0.185445884911942
"RPL37A",0.0552488484286586
"ARPC2",0.795978179001707
"AAMP",0.00574790096905906
"PNKD",0.000201928699065556
"TMBIM1",0.0019755560098301
"CTDSP1",4.37054215924886e-05
"CNPPD1",3.61786459150855e-05
"ZFAND2B",0.000126270240198942
"ANKZF1",0.560730887369893
"STK16",6.98054131594963e-05
"TUBA4A",0.00146584066388918
"DNPEP",0.00457774918628666
"ACSL3",0.678490648538995
"WDFY1",0.00478816913964228
"MRPL44",0.000128788026043095
"CUL3",0.000457238784174486
"DOCK10",0.00997175680333292
"MFF",0.000296952693060922
"AGFG1",0.000840681249861136
"TRIP12",0.342219415599473
"SP110",0.638364893064514
"SP140",0.508961409897058
"SP140L",0.41260649065709
"SP100",0.863823541887977
"CAB39",0.0618486218019324
"PSMD1",0.487301864281046
"NCL",0.336682956033395
"PTMA",0.0252997653662577
"EIF4E2",0.215522653184039
"GIGYF2",0.6680566074034
"INPP5D",0.00175635724523381
"ATG16L1",0.00442470612693393
"DGKD",0.139306395531295
"ARL4C",0.013575325328755
"AGAP1",0.424364934232922
"COPS8",0.00469532075898244
"LRRFIP1",0.000308191110750335
"UBE2F",0.00132209077170278
"ILKAP",0.0158428322729835
"NDUFA10",0.137201328726855
"RNPEPL1",0.0006365397077499
"PPP1R7",0.00126239890590408
"HDLBP",0.05773686119624
"SEPT2",2.00352291183044e-05
"STK25",0.000874716945386516
"ATG4B",0.00147196913528905
"DTYMK",0.00191044325207284
"ING5",0.0084213389105401
"CRBN",0.00627961810187884
"BHLHE40",0.0453447118310784
"ARL8B",0.0539986475597995
"EDEM1",0.0378113204023835
"THUMPD3",0.00415457007795027
"SETD5",0.723926729647913
"MTMR14",0.00564569699125314
"TADA3",0.00257341484292641
"ARPC4",0.755209695586038
"RPUSD3",0.000630550147875421
"JAGN1",0.000602630792950083
"EMC3",0.000832250947488917
"BRK1",0.00713711378963782
"VHL",0.00275455851360685
"SEC13",0.00487373979331177
"VGLL4",0.149823392652026
"RAF1",0.000186405000381057
"RPL32",0.0431550995110144
"IQSEC1",0.254177024954178
"NUP210",0.00834156690715629
"XPC",0.498590228918004
"LSM3",0.000845976970743092
"CCDC174",0.00208958809988158
"FGD5-AS1",0.117870339924791
"MRPS25",0.114667857587981
"CAPN7",0.0288644811357717
"SH3BP5",0.871796887037341
"ANKRD28",0.000151212055143361
"DPH3",0.000196794320345743
"OXNAD1",0.013218687806884
"RFTN1",0.578118185720971
"PLCL2",0.212775473318952
"TBC1D5",0.517933707491431
"SATB1",0.0740806364782051
"RAB5A",0.001400751799464
"KAT2B",0.616817276068054
"UBE2E1",0.000981916091448557
"RPL15",0.00833046934141652
"NR1D2",0.183815830765178
"TOP2B",0.592003009438115
"NGLY1",0.0345921865590043
"SLC4A7",0.102550727924737
"EOMES",0.181730215814254
"CMC1",0.13601306737744
"AZI2",0.558389979615624
"TGFBR2",0.975628674150382
"STT3B",0.0422169454386335
"CMTM7",0.0145292836111753
