gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
DNAJC8	0.15172	0.21014	0.18934	0.23916
PHACTR4	0.2258	0.1493	0.1755	0.13378
TRNAU1AP	0.4072	0.46806	0.32934	0.57878
SNHG12	0.26588	0.52146	0.31938	0.5969
TAF12	0.56208	0.72404	0.4862	0.69162
GMEB1	0.66024	0.9737	0.55012	0.98894
YTHDF2	0.83212	0.71254	0.89118	0.87246
EPB41	0.0964	0.11448	0.10952	0.14024
SRSF4	0.29626	0.3267	0.2064	0.27044
LAPTM5	0.10666	0.12316	0.1538	0.19104
PUM1	0.17022	0.16202	0.13784	0.14166
SNRNP40	0.0467300000000001	0.03152	0.05039	0.03188
ZCCHC17	0.10532	0.18834	0.03368	0.07087
PEF1	0.36776	0.1549	0.34712	0.18388
PTP4A2	0.03854	0.14896	0.03727	0.09629
KHDRBS1	0.4053	0.4319	0.38732	0.40724
KPNA6	0.21348	0.24578	0.16668	0.20682
TXLNA	0.11998	0.04835	0.11926	0.08097
EIF3I	0.25022	0.25612	0.2302	0.25176
LCK	0.41828	0.3374	0.37092	0.29426
HDAC1	0.2424	0.2405	0.23644	0.2691
MARCKSL1	0.00165000000000004	0.00605	0.00386	0.00572
BSDC1	0.908	0.8958	0.9243	0.92102
ZBTB8OS	0.80606	0.42228	0.79814	0.25498
RBBP4	0.03683	0.0406800000000001	0.01541	0.01963
SYNC	0.20464	0.2794	0.08248	0.15274
YARS	0.88914	0.9187	0.82798	0.86076
S100PBP	0.27652	0.26138	0.16802	0.18486
AK2	0.29868	0.39242	0.2843	0.47604
PHC2	0.98958	0.95036	0.94484	0.95154
SMIM12	0.6549	0.59608	0.49472	0.39326
SFPQ	0.49284	0.7395	0.4253	0.70494
ZMYM4	0.1741	0.1049	0.15832	0.11662
PSMB2	0.85666	0.6639	0.8746	0.64692
AGO4	0.05821	0.08583	0.03851	0.08692
AGO1	0.03808	0.01348	0.0305	0.02195
AGO3	0.18272	0.13484	0.16488	0.15678
TRAPPC3	0.76426	0.78946	0.66686	0.6576
MAP7D1	0.16752	0.17162	0.08061	0.09633
THRAP3	0.9842	0.86398	0.98976	0.86822
LSM10	0.58236	0.61084	0.4807	0.4368
MRPS15	0.26226	0.26002	0.2835	0.29912
ZC3H12A	0.0380200000000001	0.06551	0.05275	0.07423
MEAF6	0.70538	0.79618	0.61938	0.70338
YRDC	0.2491	0.34338	0.29068	0.3584
C1orf122	0.13562	0.11172	0.11868	0.10168
SF3A3	0.51752	0.65866	0.52014	0.67504
RRAGC	0.6739	0.69928	0.58234	0.71808
AKIRIN1	0.7478	0.89892	0.75276	0.91316
NDUFS5	0.237	0.27542	0.1578	0.21096
MACF1	0.18348	0.10812	0.1744	0.10812
PABPC4	0.46634	0.38274	0.40506	0.37718
PPIE	0.65636	0.87584	0.5484	0.83546
CAP1	0.49016	0.59964	0.37744	0.50524
PPT1	0.6931	0.82604	0.63378	0.57544
RLF	0.33008	0.51174	0.2677	0.44664
SMAP2	0.86266	0.74326	0.82574	0.66924
NFYC	0.642	0.65466	0.57586	0.63646
CTPS1	0.57552	0.80924	0.55674	0.7964
HIVEP3	0.0112	0.03118	0.00768	0.02407
FOXJ3	0.11396	0.0878	0.11868	0.10994
PPCS	0.87538	0.40244	0.88742	0.51568
PPIH	0.01675	0.02595	0.00901	0.01108
YBX1	0.16146	0.1523	0.15102	0.16736
EBNA1BP2	0.14238	0.13168	0.12252	0.1375
ELOVL1	0.62754	0.50986	0.45268	0.29926
MED8	0.62986	0.11848	0.60018	0.15502
ATP6V0B	0.83108	0.87422	0.79896	0.84068
DMAP1	0.02171	0.02889	0.00565	0.01335
ERI3	0.1088	0.17866	0.10128	0.18778
RNF220	0.75138	0.8178	0.61272	0.66064
RPS8	0.12676	0.08583	0.11826	0.10398
PLK3	0.53868	0.45578	0.49368	0.39656
UROD	0.46466	0.45308	0.51668	0.50758
PRDX1	0.5986	0.56714	0.50936	0.4513
AKR1A1	0.7367	0.66066	0.70696	0.5836
NASP	0.47724	0.3942	0.45994	0.40012
GPBP1L1	0.23926	0.29084	0.15346	0.20264
POMGNT1	0.26176	0.41854	0.25326	0.41934
UQCRH	0.4502	0.5297	0.43196	0.55078
MKNK1	0.38368	0.70132	0.34462	0.61018
ATPAF1	0.33594	0.43034	0.2305	0.3596
EFCAB14	0.08513	0.13836	0.11408	0.19362
CMPK1	0.45844	0.48196	0.32668	0.38248
FAF1	0.56878	0.91612	0.4566	0.7119
RNF11	0.68546	0.4379	0.70382	0.50238
EPS15	0.02656	0.01289	0.01829	0.01335
OSBPL9	0.15006	0.1281	0.08419	0.07731
TXNDC12	0.31986	0.43404	0.13916	0.25538
KTI12	0.169	0.14318	0.12938	0.12264
BTF3L4	0.4514	0.64672	0.50312	0.6825
PRPF38A	0.12036	0.1731	0.08079	0.10774
ECHDC2	0.78652	0.91518	0.72874	0.90436
SCP2	0.9576	0.98036	0.97678	0.92604
C1orf123	0.90734	0.84454	0.8619	0.67398
MAGOH	0.03845	0.02774	0.04003	0.02665
HSPB11	0.85608	0.45324	0.87388	0.47372
TMEM59	0.28418	0.3658	0.13018	0.19204
SSBP3	0.1579	0.09371	0.16128	0.09272
USP24	0.0948099999999999	0.07357	0.07323	0.06535
MYSM1	0.21258	0.14746	0.13444	0.10786
JUN	0.2948	0.28828	0.28218	0.25854
TM2D1	0.0265300000000001	0.01106	0.03174	0.01293
USP1	0.6319	0.44238	0.67048	0.54462
JAK1	0.64696	0.5897	0.65722	0.6207
LEPROT	0.23342	0.21284	0.21356	0.21624
PDE4B	0.12846	0.07333	0.18092	0.1017
MIER1	0.1738	0.20368	0.1871	0.24432
SERBP1	0.82814	0.74384	0.7194	0.61968
GADD45A	0.02539	0.04105	0.02542	0.03832
SRSF11	0.12258	0.11146	0.08169	0.07023
ZRANB2	0.17246	0.16586	0.15776	0.16718
TYW3	0.80898	0.4676	0.8291	0.58674
ACADM	0.40516	0.88206	0.40662	0.90886
RABGGTB	0.48872	0.52872	0.32222	0.3904
PIGK	0.837	0.64586	0.8565	0.67234
USP33	0.08148	0.07037	0.05739	0.07079
FUBP1	0.23364	0.28394	0.20392	0.26606
IFI44	0.1144	0.0798100000000001	0.12246	0.09188
PRKACB	0.24708	0.2309	0.1786	0.21288
RPF1	0.23932	0.24012	0.32452	0.30428
GNG5	0.86168	0.91196	0.8029	0.902
CTBS	0.31866	0.33856	0.31768	0.35802
C1orf52	0.42182	0.53454	0.41552	0.53908
BCL10	0.53748	0.77046	0.63788	0.86772
ZNHIT6	0.81602	0.88426	0.71192	0.84966
ODF2L	0.46386	0.48652	0.44274	0.49544
SH3GLB1	0.50694	0.56332	0.4358	0.43736
LMO4	0.71594	0.65176	0.64716	0.63136
PKN2	0.09197	0.06365	0.0808	0.07061
GTF2B	0.05167	0.05528	0.09765	0.09902
GBP3	0.06547	0.06086	0.05055	0.05341
GBP1	0.21012	0.13114	0.15444	0.08652
GBP2	0.97414	0.95096	0.916	0.97284
GBP4	0.24182	0.22898	0.18472	0.16836
GBP5	0.13592	0.10502	0.10344	0.07604
LRRC8C	0.09346	0.08615	0.08004	0.08307
ZNF326	0.97058	0.92316	0.99562	0.96076
ZNF644	0.54332	0.65004	0.513	0.594
TGFBR3	0.18534	0.10744	0.16482	0.1201
GLMN	0.08419	0.11096	0.09218	0.14914
RPAP2	0.06274	0.04049	0.06079	0.05443
RPL5	0.10214	0.07386	0.07936	0.06696
MTF2	0.19906	0.21956	0.12296	0.12002
TMED5	0.24092	0.33328	0.19358	0.33134
DR1	0.0188700000000001	0.01762	0.02418	0.03114
DNTTIP2	0.0091	0.019	0.01864	0.03555
GCLM	0.0229	0.01861	0.02794	0.01559
DPYD	0.10007	0.06332	0.06143	0.05234
AGL	0.0518999999999999	0.02469	0.04853	0.02974
SLC35A3	0.32366	0.39524	0.23226	0.31652
RTCA	0.69506	0.714	0.6709	0.70414
CDC14A	0.3079	0.44828	0.3547	0.50724
DPH5	0.29062	0.40442	0.27502	0.3882
S1PR1	0.44204	0.42948	0.43236	0.51546
RNPC3	0.0965	0.0558300000000001	0.09343	0.06397
VAV3	0.3512	0.53922	0.30552	0.47996
SLC25A24	0.08236	0.02745	0.06789	0.02773
HENMT1	0.47024	0.3412	0.60554	0.46276
PRPF38B	0.24618	0.26872	0.15886	0.21654
STXBP3	0.11498	0.10998	0.12852	0.12342
TMEM167B	0.69848	0.96614	0.6399	0.90964
SARS	0.28106	0.2384	0.23054	0.17124
PSMA5	0.75046	0.9068	0.72648	0.8757
GNAI3	0.39968	0.3751	0.33092	0.29336
AHCYL1	0.18814	0.56188	0.1532	0.63376
LAMTOR5	0.5625	0.4424	0.62362	0.50552
CD53	0.71396	0.97814	0.64128	0.97544
DRAM2	0.78594	0.74308	0.78596	0.90152
DENND2D	0.52566	0.47182	0.45882	0.42474
CHI3L2	0.43386	0.45352	0.52618	0.50458
C1orf162	0.19772	0.09346	0.25628	0.16566
RAP1A	0.22178	0.22648	0.1234	0.18462
CAPZA1	0.02904	0.01575	0.02426	0.01509
RHOC	0.54236	0.3736	0.62724	0.4703
RSBN1	0.85666	0.98298	0.93968	0.96592
PTPN22	0.26868	0.1887	0.21216	0.16318
HIPK1	0.18126	0.17734	0.1305	0.13096
TRIM33	0.1138	0.07133	0.06586	0.03742
BCAS2	0.0133799999999999	0.01451	0.01299	0.01498
NRAS	0.39706	0.60904	0.3213	0.71446
CSDE1	0.60602	0.5766	0.63462	0.59458
SIKE1	0.1372	0.6757	0.1317	0.44984
TSPAN2	0.2308	0.2892	0.12474	0.1093
ATP1A1	0.54678	0.6358	0.59882	0.69138
CD58	0.32468	0.4672	0.35804	0.50738
CD2	0.56572	0.98156	0.63376	0.9834
MAN1A2	0.34548	0.3325	0.3339	0.34046
LINC00623	0.34856	0.30572	0.38564	0.35708
TXNIP	0.2333	0.3192	0.17712	0.25258
POLR3GL	0.2655	0.25514	0.22506	0.24318
LIX1L	0.30372	0.19566	0.35274	0.19954
RBM8A	0.1841	0.24518	0.25142	0.3175
RNF115	0.15462	0.1999	0.14148	0.19344
CD160	0.42986	0.50536	0.46906	0.55648
HIST2H2AC	0.95874	0.68028	0.91042	0.62852
SF3B4	0.67488	0.69416	0.70162	0.7256
PLEKHO1	0.034	0.03232	0.02402	0.02532
ANP32E	0.80934	0.8454	0.806	0.91146
APH1A	0.46152	0.7808	0.4339	0.75938
MRPS21	0.85558	0.36608	0.82088	0.3241
PRPF3	0.37978	0.5417	0.2701	0.4803
RPRD2	0.22826	0.18492	0.16586	0.14054
MCL1	0.93262	0.89652	0.97424	0.85582
ENSA	0.36998	0.35686	0.35822	0.38616
CTSS	0.0913	0.17336	0.08584	0.19696
CERS2	0.13268	0.29372	0.14494	0.30164
C1orf56	0.0916	0.21016	0.05063	0.16278
CDC42SE1	0.07839	0.17178	0.04208	0.11986
GABPB2	0.24594	0.22048	0.17574	0.17912
SCNM1	0.11128	0.14358	0.13522	0.19114
PSMD4	0.59908	0.63384	0.55598	0.63832
PI4KB	0.18848	0.22228	0.09299	0.15666
PSMB4	0.8531	0.91132	0.79882	0.88918
POGZ	0.27792	0.39932	0.15458	0.29502
MRPL9	0.3854	0.50632	0.27678	0.4116
THEM4	0.4121	0.38534	0.50814	0.47942
S100A10	0.65898	0.78056	0.6355	0.7501
S100A11	0.1497	0.2292	0.16852	0.23326
S100A9	0.2497	0.69088	0.32434	0.7376
S100A8	0.21902	0.48792	0.27052	0.52186
S100A6	0.26156	0.39242	0.29158	0.44834
S100A4	0.82012	0.91266	0.82818	0.9481
CHTOP	0.08619	0.05087	0.05764	0.03372
ILF2	0.06208	0.08787	0.05249	0.06278
GATAD2B	0.14756	0.10818	0.11398	0.08986
DENND4B	0.17806	0.22042	0.1232	0.20566
JTB	0.30282	0.44868	0.18178	0.3581
RPS27	0.14264	0.15264	0.12576	0.14628
TPM3	0.28134	0.3271	0.35494	0.4057
C1orf43	0.60746	0.51704	0.5663	0.52482
UBAP2L	0.1237	0.06938	0.09074	0.06738
HAX1	0.1896	0.19408	0.07653	0.09019
ATP8B2	0.20904	0.1793	0.1935	0.19654
UBE2Q1	0.10068	0.15058	0.09554	0.1493
ADAR	0.10662	0.07879	0.10146	0.07993
PMVK	0.95936	0.96152	0.9668	0.95438
PBXIP1	0.39672	0.3056	0.37614	0.31938
FLAD1	0.1592	0.08181	0.16056	0.10052
SLC50A1	0.05346	0.0311	0.05451	0.04185
DPM3	0.9365	0.59796	0.92106	0.61634
KRTCAP2	0.37604	0.70118	0.39618	0.7193
MTX1	0.29636	0.23482	0.33296	0.28574
SCAMP3	0.7005	0.53448	0.64936	0.47868
FDPS	0.50276	0.35454	0.51392	0.29994
ASH1L	0.18368	0.13858	0.15458	0.13018
DAP3	0.70946	0.70706	0.7156	0.7302
GON4L	0.22782	0.27492	0.24268	0.30918
SYT11	0.01333	0.01988	0.0201	0.03159
RIT1	0.53552	0.60106	0.3939	0.47418
SSR2	0.24904	0.33508	0.1528	0.21436
LAMTOR2	0.5268	0.3786	0.45964	0.35544
PMF1	0.25634	0.25002	0.23068	0.22264
CCT3	0.29062	0.33678	0.248	0.30118
MEF2D	0.43642	0.65778	0.25842	0.50936
GPATCH4	0.70242	0.74266	0.71586	0.79434
ISG20L2	0.39084	0.52478	0.33714	0.48
MRPL24	0.06777	0.27594	0.08801	0.3228
HDGF	0.17674	0.26588	0.13532	0.22584
PRCC	0.19294	0.2938	0.16794	0.26726
SH2D2A	0.02564	0.01119	0.02923	0.02035
ETV3	0.8943	0.74526	0.857	0.77742
PYHIN1	0.31526	0.26816	0.22332	0.22284
IFI16	0.10632	0.07801	0.08683	0.05853
DUSP23	0.21936	0.29348	0.16348	0.18732
FCRL6	0.29476	0.26586	0.29718	0.28092
TAGLN2	0.44692	0.53802	0.40892	0.51332
COPA	0.12356	0.0809100000000001	0.11092	0.08476
SLAMF6	0.2954	0.21176	0.23182	0.19636
CD84	0.28154	0.22152	0.28198	0.22764
CD48	0.28022	0.32024	0.1692	0.19086
SLAMF7	0.30038	0.19384	0.2577	0.1751
LY9	0.60964	0.44414	0.7088	0.53348
CD244	0.0755	0.07894	0.08249	0.07099
TSTD1	0.4547	0.46698	0.30178	0.36834
ARHGAP30	0.20468	0.1645	0.13148	0.11228
PFDN2	0.12974	0.13654	0.19568	0.2018
UFC1	0.2088	0.26202	0.16432	0.2386
NDUFS2	0.49604	0.72098	0.41792	0.6644
SDHC	0.30574	0.49074	0.19078	0.41034
FCGR3A	0.14112	0.26446	0.15074	0.2565
DUSP12	0.18362	0.38838	0.11688	0.3064
ATF6	0.15766	0.18998	0.1665	0.21388
UHMK1	0.08539	0.09024	0.07201	0.09148
UAP1	0.41644	0.87496	0.40864	0.7722
MGST3	0.74106	0.73952	0.58994	0.58768
ALDH9A1	0.86096	0.45358	0.89036	0.55724
TMCO1	0.6966	0.71454	0.64734	0.67762
CD247	0.94364	0.7924	0.90992	0.8004
RCSD1	0.11138	0.0765400000000001	0.0835	0.06261
MPC2	0.20288	0.19484	0.185	0.20974
TIPRL	0.90464	0.94288	0.86226	0.92076
SFT2D2	0.22858	0.24218	0.13104	0.18414
XCL2	0.93462	0.87534	0.91558	0.88468
SELL	0.16924	0.11586	0.2036	0.16272
KIFAP3	0.04107	0.03493	0.05223	0.05222
PRRC2C	0.4043	0.45506	0.33966	0.38228
VAMP4	0.14952	0.08598	0.14382	0.1075
PIGC	0.02343	0.02537	0.01385	0.01365
SUCO	0.22388	0.27866	0.14834	0.19178
PRDX6	0.33906	0.3686	0.21914	0.291
RC3H1	0.09474	0.09537	0.0405	0.04096
RABGAP1L	0.05998	0.03295	0.04397	0.0274
CACYBP	0.20146	0.18374	0.22828	0.25736
KIAA0040	0.05465	0.04808	0.04533	0.03162
TOR3A	0.26758	0.09332	0.21524	0.09328
SOAT1	0.12864	0.12772	0.06987	0.07537
TOR1AIP2	0.16068	0.20704	0.11362	0.18106
TOR1AIP1	0.19412	0.15462	0.14928	0.11028
CEP350	0.04619	0.02603	0.05624	0.03775
ACBD6	0.6263	0.5953	0.65292	0.64716
IER5	0.01323	0.02218	0.0099	0.01292
GLUL	0.15638	0.29942	0.15228	0.32716
DHX9	0.51964	0.64402	0.52824	0.6853
SMG7	0.0648300000000001	0.02906	0.05272	0.02381
ARPC5	0.30128	0.46424	0.25312	0.42582
TSEN15	0.84674	0.52328	0.862	0.61406
C1orf21	0.62036	0.92072	0.554	0.81882
FAM129A	0.000800000000000023	0.000340000000000007	0.00317	0.00276
IVNS1ABP	0.21652	0.29916	0.14732	0.26588
TPR	0.13616	0.12994	0.14388	0.13404
RGS1	0.38258	0.36672	0.4685	0.4367
RGS2	0.78484	0.92622	0.76678	0.94826
UCHL5	0.13932	0.12672	0.1614	0.14212
TROVE2	0.08202	0.08296	0.07413	0.08661
CDC73	0.53822	0.77768	0.54284	0.7941
DENND1B	0.12432	0.11576	0.10234	0.10098
NEK7	0.15764	0.16256	0.12416	0.14954
PTPRC	0.22058	0.20358	0.21874	0.2157
ZNF281	0.76456	0.94076	0.63138	0.8193
KIF21B	0.1624	0.07401	0.13664	0.09165
CSRP1	0.62386	0.38176	0.57064	0.3331
IPO9	0.15822	0.14826	0.13156	0.12894
TIMM17A	0.5333	0.62182	0.38744	0.47876
ARL8A	0.48674	0.56138	0.32244	0.35638
PTPN7	0.23814	0.2112	0.25722	0.23058
ADIPOR1	0.80654	0.36362	0.8467	0.33356
TMEM183A	0.88654	0.79368	0.81772	0.89424
BTG2	0.21508	0.16758	0.25688	0.19746
ATP2B4	0.12066	0.08744	0.1349	0.11786
SNRPE	0.21304	0.15764	0.24236	0.19632
PPP1R15B	0.4705	0.25428	0.57136	0.35272
MDM4	0.13664	0.22036	0.06677	0.12292
DSTYK	0.21816	0.1574	0.2038	0.18148
ELK4	0.28156	0.26644	0.17876	0.20296
NUCKS1	0.30068	0.28914	0.27638	0.27104
IKBKE	0.73474	0.71276	0.7575	0.81734
RASSF5	0.62242	0.55432	0.55996	0.51226
EIF2D	0.34754	0.393	0.35224	0.41188
MAPKAPK2	0.42222	0.50242	0.47188	0.59282
CD55	0.6693	0.60378	0.645	0.5685
CD46	0.13198	0.10104	0.13834	0.12336
TRAF3IP3	0.07748	0.07948	0.07728	0.08076
RCOR3	0.16758	0.14958	0.10534	0.10746
TRAF5	0.20394	0.30944	0.15878	0.25516
LPGAT1	0.00607999999999997	0.00566	0.00825	0.006
PPP2R5A	0.11954	0.33754	0.11718	0.33284
NENF	0.95186	0.77216	0.92262	0.70784
NSL1	0.16848	0.64828	0.1978	0.72526
ANGEL2	0.1692	0.13614	0.1414	0.12094
GPATCH2	0.26614	0.4329	0.24644	0.43846
RRP15	0.71218	0.59816	0.65386	0.52916
EPRS	0.57236	0.63306	0.63016	0.68464
IARS2	0.85992	0.62706	0.8585	0.68596
RAB3GAP2	0.15728	0.13096	0.1008	0.07584
MIA3	0.24502	0.3245	0.27824	0.38002
AIDA	0.13922	0.34318	0.18148	0.42282
BROX	0.07949	0.09236	0.04843	0.06049
CAPN2	0.07428	0.08146	0.07175	0.07932
TP53BP2	0.49122	0.43292	0.43652	0.36086
DEGS1	0.83048	0.80226	0.75808	0.75494
CNIH4	0.28378	0.6772	0.3122	0.66214
WDR26	0.10176	0.07108	0.04685	0.04364
LBR	0.12586	0.12578	0.11522	0.1036
SRP9	0.55482	0.80814	0.56546	0.84026
TMEM63A	0.24576	0.2472	0.1914	0.21598
PYCR2	0.5979	0.90608	0.59558	0.89012
SDE2	0.5332	0.6166	0.42226	0.53886
H3F3A	0.88216	0.80886	0.89968	0.84792
ACBD3	0.2444	0.59596	0.22486	0.53112
PARP1	0.67312	0.62338	0.69586	0.65002
ITPKB	0.24624	0.17508	0.23166	0.20876
SNAP47	0.9383	0.72476	0.9141	0.6601
ARF1	0.58298	0.72802	0.43536	0.61208
C1orf35	0.18434	0.15542	0.1657	0.18424
MRPL55	0.9762	0.81548	0.99668	0.77128
GUK1	0.18444	0.25872	0.15744	0.21928
TRIM11	0.13118	0.0366300000000001	0.10376	0.05489
HIST3H2A	0.19016	0.27458	0.15722	0.2671
RNF187	0.54196	0.85066	0.43124	0.88164
RAB4A	0.69138	0.71822	0.58314	0.55264
COG2	0.14818	0.13146	0.15026	0.1595
C1orf131	0.08114	0.12554	0.0962	0.14384
GNPAT	0.33334	0.52116	0.31998	0.55536
SPRTN	0.06219	0.0702	0.09511	0.10024
EGLN1	0.04958	0.12088	0.01235	0.03782
TSNAX	0.13498	0.1624	0.10332	0.11128
NTPCR	0.07582	0.0815200000000001	0.06428	0.08841
COA6	0.75876	0.36836	0.77754	0.42666
IRF2BP2	0.01078	0.01818	0.01173	0.01715
TOMM20	0.15366	0.12404	0.10788	0.08392
RBM34	0.73904	0.85828	0.70014	0.8046
ARID4B	0.5749	0.7255	0.56542	0.71574
LYST	0.22876	0.21084	0.1725	0.16344
LGALS8	0.2641	0.29666	0.26042	0.31974
HEATR1	0.2852	0.69656	0.22216	0.66676
MTR	0.19434	0.2126	0.1762	0.20564
SDCCAG8	0.22536	0.25142	0.1888	0.23554
AKT3	0.20334	0.15826	0.20734	0.15106
ADSS	0.06865	0.04452	0.0879	0.07363
DESI2	0.96044	0.93272	0.9476	0.91928
COX20	0.29822	0.82492	0.19534	0.83062
HNRNPU	0.42752	0.47312	0.38028	0.42634
SMYD3	0.40202	0.75464	0.44376	0.78084
CNST	0.1402	0.21964	0.16096	0.27292
AHCTF1	0.10234	0.09877	0.07747	0.08764
ACP1	0.4011	0.47284	0.3264	0.4568
TMEM18	0.91092	0.48098	0.93522	0.58082
ADI1	0.3456	0.26158	0.23354	0.15376
RNASEH1	0.0741000000000001	0.13432	0.05696	0.11448
RPS7	0.17048	0.143	0.12238	0.1106
ID2	0.52516	0.6099	0.56186	0.70832
KIDINS220	0.03469	0.02027	0.02516	0.01916
ITGB1BP1	0.47356	0.57772	0.35956	0.55282
IAH1	0.37206	0.23796	0.32134	0.18172
ADAM17	0.10244	0.19014	0.04742	0.1193
YWHAQ	0.76978	0.95114	0.627	0.91466
TAF1B	0.17428	0.12782	0.2041	0.16858
HPCAL1	0.39058	0.56462	0.36222	0.54076
ODC1	0.13238	0.1023	0.05914	0.05548
NOL10	0.61594	0.79028	0.60368	0.7498
PDIA6	0.3532	0.3567	0.21968	0.19034
PQLC3	0.42676	0.387	0.19726	0.1435
ROCK2	0.06908	0.03525	0.06866	0.03968
LPIN1	0.25362	0.27734	0.1805	0.18794
NBAS	0.14044	0.25186	0.15258	0.2857
DDX1	0.65256	0.31492	0.5532	0.22546
SMC6	0.24252	0.22112	0.22588	0.1932
RDH14	0.00538000000000005	0.01393	0.00961	0.01433
TTC32	0.07261	0.08231	0.04066	0.07401
