gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
ILF2	0.0575	0.0467	0.0629	0.0571
JTB	0.7234	0.751	0.6994	0.731
RPS27	0.0714	0.0303	0.0772	0.0409
TPM3	0.4084	0.2528	0.4212	0.3046
HAX1	0.8054	0.3734	0.8194	0.3952
UBE2Q1	0.1302	0.1504	0.093	0.122
ADAR	0.00109999999999999	0.00209999999999999	0.0012	0.0013
PBXIP1	0.9122	0.9754	0.9522	0.9778
DPM3	0.7056	0.9008	0.7084	0.9098
KRTCAP2	0.301	0.2602	0.301	0.2864
FDPS	0.5472	0.6254	0.5892	0.632
ASH1L	0.00109999999999999	0.000900000000000012	0.001	0.0027
DAP3	0.3404	0.4518	0.3472	0.4928
GON4L	0.00180000000000002	0.00209999999999999	0.0018	0.0025
SSR2	0.0404	0.0532	0.0181	0.0344
LAMTOR2	0.2626	0.2682	0.315	0.3322
PMF1	0.1384	0.2368	0.1522	0.2562
CCT3	0.1088	0.0686	0.122	0.077
HDGF	0.939	0.8956	0.9574	0.9172
SH2D2A	0.4178	0.2938	0.4266	0.3208
PYHIN1	0.2548	0.314	0.1334	0.2142
IFI16	0.005	0.00990000000000002	0.0036	0.0061
FCRL6	0.7082	0.6918	0.7702	0.7434
TAGLN2	0.0901999999999999	0.0621	0.1346	0.0936
COPA	0.0272	0.0586	0.0205	0.0607
CD84	0.6684	0.7476	0.6656	0.764
CD48	0.3604	0.3606	0.265	0.2508
SLAMF7	0.1304	0.091	0.0888	0.0784
LY9	0.1172	0.2346	0.1092	0.193
TSTD1	0.4184	0.4938	0.4178	0.4878
ARHGAP30	0.0722	0.0629	0.0529	0.0392
PFDN2	0.6516	0.3996	0.6964	0.4422
UFC1	0.0117	0.0115	0.014	0.0133
NDUFS2	0.1822	0.161	0.1896	0.1812
SDHC	0.0209	0.0276	0.0238	0.0284
FCGR3A	0.7582	0.6412	0.7684	0.6476
UHMK1	0.00839999999999996	0.00749999999999995	0.0038	0.0059
MGST3	0.9642	0.8962	0.9692	0.9054
TMCO1	0.8674	0.6748	0.8778	0.7004
CD247	0.4774	0.498	0.4848	0.4984
RCSD1	0.4308	0.547	0.271	0.3774
MPC2	0.000299999999999967	0.00129999999999997	8e-04	0.0014
TIPRL	0.818	0.7646	0.817	0.7938
SFT2D2	0.0427	0.0829	0.0156	0.045
SELL	0.2768	0.1706	0.3036	0.2006
PRRC2C	0.0214	0.0796	0.0091	0.0528
PRDX6	0.0265	0.0550000000000001	0.026	0.0565
RABGAP1L	0.0198	0.0171	0.0097	0.0077
CACYBP	0.3162	0.4592	0.3084	0.488
TOR1AIP2	0.0225	0.0179	0.0249	0.0233
CEP350	0.000299999999999967	9.9999999999989e-05	6e-04	8e-04
ACBD6	0.8908	0.787	0.9078	0.8186
IER5	0.5364	0.5134	0.4942	0.4818
GLUL	0.4914	0.242	0.4012	0.183
DHX9	0.0113	0.0105	0.0045	0.0056
ARPC5	0.8432	0.9498	0.8588	0.9648
C1orf21	0.4774	0.7134	0.5174	0.7376
FAM129A	0.436	0.3584	0.4382	0.363
TPR	0.00409999999999999	0.00660000000000005	0.0026	0.0065
RGS2	0.9446	0.68	0.9376	0.6958
TROVE2	0.2166	0.157	0.1948	0.1484
CDC73	0.9374	0.6104	0.9354	0.6132
PTPRC	0.135	0.1646	0.1112	0.1282
PTPN7	0.907	0.8564	0.8852	0.8226
TMEM183A	0.0226	0.0163	0.0344	0.0289
BTG2	0.32	0.611	0.3572	0.6566
ATP2B4	0.3356	0.3898	0.355	0.4102
SNRPE	0.1076	0.086	0.1484	0.1266
PPP1R15B	0.7952	0.8628	0.8076	0.8732
MDM4	0.0578	0.0673	0.0326	0.0337
ELK4	0.1554	0.2572	0.0275	0.1024
NUCKS1	0.3952	0.5298	0.3888	0.52
RASSF5	0.0224	0.0195	0.0057	0.0066
MAPKAPK2	0.2082	0.1608	0.2236	0.1974
CD55	0.494	0.4812	0.3742	0.3058
CD46	0.175	0.363	0.1968	0.4338
TRAF3IP3	0.0704	0.0817	0.0431	0.0508
LPGAT1	0.6008	0.9328	0.5854	0.9094
PPP2R5A	0.9542	0.833	0.95	0.864
NENF	0.0101	0.012	0.011	0.0089
EPRS	0.6784	0.8502	0.696	0.8646
IARS2	0.7724	0.598	0.786	0.6586
MIA3	0.1142	0.2054	0.1386	0.2374
AIDA	0.6478	0.554	0.667	0.5888
BROX	0.0509	0.0758	0.0294	0.0625
CAPN2	0.0787	0.0855	0.0662	0.0885
WDR26	0.1466	0.1614	0.1366	0.1682
LBR	0.0722	0.1196	0.0843	0.1386
SRP9	0.3018	0.33	0.3382	0.37
H3F3A	0.1046	0.124	0.1098	0.1266
ACBD3	0.7822	0.666	0.804	0.6766
PARP1	0.3836	0.6122	0.409	0.6196
ARF1	0.2522	0.5272	0.2216	0.532
MRPL55	0.4564	0.398	0.4766	0.4056
GUK1	0.00280000000000002	0.00209999999999999	0.0023	0.0034
RNF187	0.6696	0.6792	0.6654	0.6962
C1orf131	0.362	0.3986	0.38	0.4052
IRF2BP2	0.9974	0.8042	0.9984	0.841
TOMM20	0.5872	0.4816	0.4974	0.3848
RBM34	0.5894	0.6282	0.6032	0.6214
ARID4B	0.0108	0.00760000000000005	0.002	0.0021
LYST	0.2034	0.2378	0.1614	0.1996
ADSS	0.0522	0.0893000000000001	0.0538	0.1156
COX20	0.0620000000000001	0.09	0.0364	0.078
HNRNPU	0.001	0.00170000000000003	0.0012	7e-04
ACP1	0.1096	0.133	0.1046	0.127
RPS7	0.1588	0.2966	0.0784	0.1948
ID2	0.4448	0.704	0.4666	0.763
KIDINS220	0.2686	0.2964	0.2834	0.3218
ITGB1BP1	0.8074	0.863	0.8386	0.8944
IAH1	0.6764	0.841	0.6636	0.8528
YWHAQ	0.3682	0.4168	0.3132	0.3632
ODC1	0.1168	0.2154	0.1108	0.2014
PDIA6	0.1138	0.1934	0.093	0.1698
LAPTM4A	0.0747	0.0667	0.0773	0.0776
PUM2	0.0141	0.0221	0.0092	0.0166
ATAD2B	0.0663	0.1276	0.009	0.0263
ITSN2	0.00639999999999996	0.00670000000000004	0.0081	0.0074
NCOA1	0.3958	0.4058	0.1028	0.1642
PTRHD1	0.0654	0.0593	0.1218	0.1014
HADHA	0.3436	0.4116	0.343	0.3978
OST4	0.4914	0.4302	0.5036	0.4404
ATRAID	0.0775	0.1164	0.0637	0.1054
SNX17	0.3048	0.2672	0.1772	0.1388
PPM1G	0.0399	0.0405	0.0343	0.0416
NRBP1	0.4088	0.181	0.343	0.1876
MRPL33	0.309	0.223	0.2598	0.2206
FOSL2	0.9612	0.9914	0.9658	0.9882
PPP1CB	0.839	0.8588	0.8456	0.8676
WDR43	0.4068	0.4842	0.4208	0.5068
YPEL5	0.2694	0.2648	0.2854	0.2938
LBH	0.3104	0.3984	0.3314	0.3992
YIPF4	0.5214	0.9222	0.5304	0.9374
BIRC6	0.0137	0.0173	0.0122	0.019
EIF2AK2	0.000900000000000012	0.001	0.0024	0.0016
CEBPZ	0.4894	0.6298	0.5318	0.6712
CDC42EP3	0.6238	0.9502	0.5978	0.9458
SRSF7	0.3406	0.5268	0.3186	0.501
EML4	0.1286	0.1172	0.1452	0.1206
COX7A2L	0.046	0.0521	0.0394	0.0461
ZFP36L2	0.0376	0.0559	0.0359	0.0556
PPM1B	0.0435	0.0402	0.0304	0.0319
CALM2	0.7156	0.691	0.6946	0.6648
ERLEC1	0.9296	0.6348	0.9422	0.5884
PSME4	0.2006	0.302	0.143	0.2542
SPTBN1	0.00549999999999995	0.00870000000000004	0.0077	0.0118
RTN4	0.854	0.8654	0.8434	0.8476
RPS27A	0.00780000000000003	0.0131	0.0068	0.0092
REL	0.7696	0.9534	0.7774	0.9454
USP34	0.000199999999999978	0.000399999999999956	2e-04	5e-04
XPO1	0.0315	0.0213	0.0392	0.0281
CCT4	0.7278	0.9954	0.7152	0.9936
MDH1	0.0652	0.0546	0.0733	0.0742
UGP2	0.3104	0.3368	0.33	0.3634
RAB1A	0.641	0.9274	0.5726	0.9148
ACTR2	0.00790000000000002	0.011	0.0109	0.0158
C1D	0.0894	0.0602	0.1204	0.0857
PLEK	0.3606	0.2476	0.3442	0.244
ARHGAP25	0.1486	0.0948	0.0854	0.07
AAK1	0.2868	0.489	0.1918	0.3682
ANXA4	0.1224	0.2512	0.138	0.2462
SNRNP27	0.0829	0.0937	0.102	0.12
PCBP1	0.5856	0.4718	0.516	0.408
SNRPG	0.6762	0.628	0.6362	0.5682
MPHOSPH10	0.0236	0.0262	0.0297	0.0415
ZNF638	0.0195	0.0137	0.0125	0.0139
CCT7	0.1146	0.2256	0.0943	0.1776
DGUOK	0.3486	0.5996	0.2974	0.5134
BOLA3	0.00700000000000001	0.00839999999999996	0.0053	0.0044
MOB1A	0.00370000000000004	0.00270000000000004	0.0028	0.0031
AUP1	0.401	0.4564	0.452	0.4944
POLE4	0.0592	0.1006	0.0372	0.0714
SUCLG1	0.583	0.4762	0.6032	0.5124
TMSB10	0.2726	0.0914	0.322	0.1224
TGOLN2	0.0444	0.079	0.0493	0.0962
VAMP8	0.0125999999999999	0.0188	0.0162	0.0266
VAMP5	0.000299999999999967	0.001	0.001	0.0021
RNF181	0.3812	0.4542	0.3236	0.4012
GNLY				
CHMP3	0.7092	0.981	0.7088	0.9726
CD8A	0.4594	0.2622	0.4728	0.2866
CD8B	0.2682	0.286	0.2414	0.2392
MRPS5	0.768	0.9486	0.7266	0.9458
ANKRD36C	0.00429999999999997	0.00900000000000001	0.0038	0.0097
DUSP2	0.713	0.8158	0.7472	0.8468
STARD7	0.8156	0.6016	0.8316	0.5908
SNRNP200	0.0592	0.0377999999999999	0.0428	0.0318
ARID5A	0.187	0.1698	0.1512	0.1318
ANKRD36	0.0165	0.0318000000000001	0.0247	0.0437
COX5B	0.0365	0.03	0.0378	0.0353
ZAP70	0.313	0.361	0.2728	0.354
INPP4A	0.005	0.0071	0.0014	0.0034
MGAT4A	0.0989	0.1726	0.0352	0.0469
EIF5B	0.9998	0.724	1	0.7398
PDCL3	0.1286	0.2658	0.0894	0.1654
RPL31	0.372	0.432	0.285	0.3734
RNF149	0.00509999999999999	0.00349999999999995	0.0024	0.0023
MAP4K4	0.000499999999999945	0.000600000000000045	8e-04	6e-04
NCK2	0.0622	0.0745	0.0506	0.0668
GCC2	0.00470000000000004	0.00449999999999995	0.004	0.0049
RANBP2	0.012	0.0165999999999999	0.0037	0.0042
CHCHD5	0.4976	0.5468	0.5384	0.592
SLC20A1	0.0757	0.1122	0.0526	0.0836
ACTR3	0.00239999999999996	0.00229999999999997	0.0023	0.0028
DDX18	0.5774	0.5902	0.5774	0.577
DBI	0.002	0.00319999999999998	0.0011	0.0013
PTPN4	0.8532	0.8936	0.8366	0.8756
NIFK	0.4148	0.4546	0.4078	0.4352
TSN	0.783	0.8532	0.7762	0.8392
GYPC	0.0181	0.0168	0.0198	0.016
BIN1	0.6056	0.6264	0.578	0.5958
MAP3K2	0.00439999999999996	0.00719999999999998	0.0037	0.0054
WDR33	0.4982	0.5274	0.545	0.5778
MZT2B	0.00270000000000004	0.00519999999999998	0.0026	0.0049
PTPN18	0.479	0.4102	0.5022	0.4226
MZT2A	0.2214	0.2526	0.1138	0.0839
CCNT2	0.00819999999999999	0.00439999999999996	0.0092	0.0069
UBXN4	0.0167	0.0308000000000001	0.0086	0.0284
DARS	0.5726	0.5296	0.6154	0.5632
CXCR4	0.4752	0.449	0.4536	0.4284
ARHGAP15	0.00949999999999995	0.0138	0.0046	0.0088
ZEB2	0.5094	0.576	0.5056	0.5988
MBD5	0.6118	0.7594	0.5824	0.7306
EPC2	0.7978	0.9322	0.7768	0.9598
MMADHC	0.5676	0.5616	0.5034	0.4872
NMI	0.00290000000000001	0.00460000000000005	0.007	0.0107
RIF1	0.0071	0.0152	0.0078	0.0165
PRPF40A	0.667	0.3198	0.703	0.362
NR4A2	0.8842	0.8774	0.8734	0.89
CYTIP	0.3966	0.3426	0.3146	0.2322
BAZ2B	0.718	0.7716	0.7098	0.7594
MARCH7	0.111	0.1286	0.0114	0.0225
RBMS1	0.00349999999999995	0.00370000000000004	0.0064	0.0064
TANK	0.0834	0.0891	0.0673	0.0677
PSMD14	0.1576	0.1408	0.1824	0.1606
PPIG	0.0426	0.1364	0.0582	0.1632
SSB	0.0161	0.0255	0.0269	0.0389
METTL5	0.0627	0.0799	0.0684	0.0935
TLK1	0.00760000000000005	0.00609999999999999	0.0115	0.0109
SP3	0.4506	0.6912	0.4488	0.6878
OLA1	0.1342	0.074	0.1474	0.0846
CIR1	0.3242	0.2494	0.331	0.2954
WIPF1	0.729	0.747	0.6568	0.7076
HNRNPA3	0.2992	0.5706	0.2692	0.5332
NFE2L2	0.241	0.182	0.2442	0.2086
PLEKHA3	0.546	0.675	0.5698	0.71
UBE2E3	0.00149999999999995	0.00190000000000001	0.0018	0.0036
ITGA4	0.2128	0.2896	0.2512	0.3354
ZC3H15	0.4396	0.329	0.4724	0.3216
ORMDL1	0.00260000000000005	0.00260000000000005	5e-04	4e-04
GLS	0.0171	0.00970000000000004	0.0129	0.0132
STAT1	0.00880000000000003	0.00529999999999997	0.0026	0.0033
STAT4	0.0976	0.2214	0.1086	0.239
SLC39A10	0.7768	0.5634	0.7876	0.5818
STK17B	0.00739999999999996	0.0433	0.0158	0.0632
ANKRD44	0.00760000000000005	0.0071	0.0037	0.0051
SF3B1	0.0311	0.1262	0.0317	0.1254
COQ10B	0.186	0.2842	0.2106	0.3082
HSPD1	0.5188	0.5512	0.5216	0.5708
HSPE1	0.8128	0.5496	0.828	0.5728
BZW1	0.761	0.5068	0.7706	0.525
CLK1	0.0124	0.0205	0.0036	0.0058
NDUFB3	0.1498	0.1454	0.1704	0.172
CFLAR	0.00209999999999999	0.00239999999999996	0.0013	0.0019
CASP8	0.011	0.0141	0.0036	0.0056
SUMO1	0.8198	0.874	0.8106	0.8566
NOP58	0.00209999999999999	0.003	0.0018	0.0031
NBEAL1	0.443	0.474	0.4662	0.5128
CYP20A1	0.9654	0.7798	0.9616	0.7942
INO80D	0.0248	0.0432	0.0093	0.0186
EEF1B2	0.0466	0.0645	0.0222	0.0255
XRCC5	0.6804	0.7776	0.6636	0.778
RPL37A	0.5936	0.4456	0.5458	0.4368
ARPC2	0.2418	0.3096	0.1396	0.183
PNKD	0.9346	0.7142	0.8912	0.6658
CTDSP1	0.4968	0.5326	0.5498	0.5784
ZFAND2B	0.1922	0.171	0.2174	0.1986
TUBA4A	0.791	0.7536	0.7488	0.7314
MRPL44	0.7996	0.687	0.7996	0.6784
CUL3	0.2776	0.639	0.2544	0.6426
DOCK10	0.00149999999999995	0.00249999999999995	0.0024	0.0031
MFF	0.0338000000000001	0.03	0.0459	0.0434
TRIP12	0.0453	0.043	0.0324	0.0356
SP110	0.005	0.00980000000000003	0.0057	0.0107
SP140	0.9504	0.9112	0.9344	0.9342
SP140L	0.9874	0.7636	0.9688	0.7602
SP100	0.00229999999999997	0.00219999999999998	9e-04	8e-04
CAB39	0.1106	0.1508	0.124	0.1798
NCL	0.00829999999999997	0.00849999999999995	0.0028	0.0061
PTMA	0.947	0.9218	0.9526	0.9442
EIF4E2	0.4464	0.4564	0.359	0.4198
INPP5D	0.0203	0.0249	0.0126	0.0165
DGKD	0.3792	0.5928	0.3532	0.5734
ARL4C	0.9116	0.9774	0.8768	0.9668
LRRFIP1	0.0204	0.0164	0.0163	0.0163
UBE2F	0.8604	0.6856	0.8314	0.6508
NDUFA10	0.00970000000000004	0.0177000000000001	0.013	0.0185
RNPEPL1	0.972	0.9174	0.9852	0.9154
PPP1R7	0.1384	0.1844	0.109	0.134
SEPT2	0.7694	0.399	0.75	0.3412
CRBN	0.6854	0.8252	0.6966	0.8528
BHLHE40	0.7972	0.7428	0.8034	0.738
TADA3	0.3686	0.268	0.3564	0.2544
ARPC4	0.268	0.2836	0.254	0.271
EMC3	0.5542	0.551	0.4842	0.4626
BRK1	0.581	0.6452	0.5926	0.6484
VHL	0.0638	0.1024	0.0585	0.0857
RPL32	0.4132	0.2312	0.361	0.1866
IQSEC1	0.5902	0.9	0.597	0.8932
NUP210	0.00580000000000003	0.00560000000000005	0.0062	0.0075
XPC	0.0213	0.0474	0.0037	0.0149
LSM3	0.00570000000000004	0.00719999999999998	0.0082	0.0057
FGD5-AS1	0.00619999999999998	0.0196	0.0034	0.007
SH3BP5	0.173	0.1788	0.2082	0.2108
OXNAD1	0.0586	0.0618	0.0411	0.053
PLCL2	0.473	0.3244	0.5112	0.3636
SATB1	0.1714	0.5328	0.1098	0.4968
RAB5A	0.0463	0.0622	0.0321	0.0474
RPL15	0.0704	0.1208	0.0278	0.0546
NR1D2	0.0626	0.0901999999999999	0.0742	0.0968
TOP2B	0.0376	0.0384	0.0251	0.0295
NGLY1	0.241	0.2008	0.1932	0.1814
SLC4A7	0.0227000000000001	0.0133	0.0312	0.0235
CMC1	0.5662	0.8124	0.6572	0.8322
TGFBR2	0.072	0.0520000000000001	0.0724	0.0563
STT3B	0.00139999999999996	0.00149999999999995	4e-04	2e-04
CMTM6	0.4512	0.5642	0.4188	0.5568
PDCD6IP	0.4792	0.882	0.4358	0.8628
TRANK1	0.00439999999999996	0.00470000000000004	0.0032	0.0042
GOLGA4	0.00319999999999998	0.00509999999999999	0.0023	0.0056
ACAA1	0.8936	0.8102	0.8824	0.7888
RPSA	0.0225	0.0315	0.0111	0.0146
EIF1B	0.352	0.3248	0.3758	0.3536
RPL14	0.1326	0.1016	0.0385	0.0333
CTNNB1	0.3032	0.334	0.2364	0.2678
SS18L2	0.00490000000000002	0.00590000000000002	0.0066	0.0055
NKTR	0.00219999999999998	0.004	5e-04	0.0019
SNRK	0.766	0.7492	0.788	0.7464
