"gene","DESeq2_qvalue","PS_dca_direct_Was_qvalue","log_mean_pvalue","log_pseudo_theta_pvalue"
"AKR7A2","0.21655655903845","0.00116817593790427","3.42366058459479e-05","0.00011789545445655"
"CAPZB","0.0891626783442452","0.164642492917847","0.260141807804816","0.969109597813933"
"MINOS1","0.374202175860062","0.415175287704422","0.928299048592084","0.0019811035377268"
"CAMK2N1","0.635925317752165","0.0664141935483871","0.164428015502107","0.141282753154245"
"DDOST","0.0694407640362979","0.00116817593790427","0.000147105291441088","0.00126448447532786"
"HP1BP3","0.461279333955083","0.00136020408163265","0.000467179443016309","0.00204035192734031"
"EIF4G3","0.60580052396398","0.00141483870967742","0.000846096072228248","0.0130666303926915"
"USP48","0.181115130300187","0.00131892376681614","0.000292373223765228","0.244593683704759"
"CDC42","0.212226829318941","0.0266032675709001","0.0421617083160753","0.00355438633143134"
"KDM1A","0.506408251307007","0.00116817593790427","0.000169966611645316","0.267862452132777"
"LUZP1","0.354141490055943","0.0435384219554031","0.0477731904930362","0.00119336359213055"
"HNRNPR","0.287018018365111","0.0231494816211122","0.011516237007741","0.0183208294153065"
"RPL11","0.184653886066385","0.00416993227990971","0.00855058192337097","0.012958002964079"
"PITHD1","0.567751190519722","0.0150638992854713","0.0182172670700767","0.00034725226712476"
"LYPLA2","0.195793268480661","0.205646371519854","0.329823014082583","7.86087602258983e-05"
"PNRC2","0.196061062088842","0.00226910336950314","0.000768842295268219","0.00526655976923968"
"SRSF10","0.364846987618527","0.00148883826879271","0.000570760049666762","0.00856236263465292"
"RCAN3","0.50271159703902","0.18388057755007","0.508506322162826","0.939603604216332"
"SRRM1","0.61547532031758","0.49008448510804","0.946874933626664","0.0118883296047805"
"RUNX3","0.51352389465737","0.418675196137598","0.841381148628468","0.0186503458376916"
"SYF2","0.598576117872418","0.196537396121884","0.341675103028756","0.000307236090865654"
"TMEM50A","0.297924270021416","0.410218955042527","0.824842807620691","0.000410316672105608"
"LDLRAP1","0.509259552133934","0.0262937037037037","0.0118605634876255","0.584173018824036"
"STMN1","0.091346965259088","0.041025129982669","0.0650805558108516","0.285109243987609"
"ZNF593","0.613516530214251","0.00892545871559633","0.00293497228558836","8.13381901719729e-05"
"SH3BGRL3","0.00326720948883623","0.00269592476489028","0.00122178272889726","0.0151410751820893"
"CD52","0.202913206070383","0.0147932945603832","0.0178031780536411","0.0685349541086918"
"ZNF683","0.49337462971477","0.444105225653207","0.678195727733127","0.99503806694007"
"HMGN2","0.13994912255054","0.324288253968254","0.630568697140633","0.590226168516171"
"RPS6KA1","0.173690767542369","0.438692289348172","0.965914483623052","0.035248178949156"
"ARID1A","0.205135445842101","0.00116817593790427","0.000206670871167495","0.0674230489030666"
"ZDHHC18","0.436795837828057","0.0566277287761852","0.08388973633818","0.00751065703788673"
"NUDC","0.566245411941486","0.0656227970897332","0.130505506771206","0.0868495051295364"
"WDTC1","0.639098865527748","0.00661862745098039","0.00209356390856819","0.01615859084245"
"TMEM222","0.635695666233353","0.060921154369725","0.138821514248393","0.000121417449413464"
"SYTL1","0.601590450551419","0.493424373177843","0.911483887712286","0.000289122985811411"
"WASF2","0.588179382428932","0.251119239274657","0.241068231768831","0.0017836764137124"
"FGR","0.197902600405031","0.054358400444321","0.0620917085578284","0.66305563598129"
"IFI6","0.147496552786879","0.00915674028941356","0.0159271297581464","0.950673905519128"
"FAM76A","0.577843465083222","0.00136020408163265","0.00132326590149368","0.172056409434448"
"STX12","0.156087973945418","0.00116817593790427","0.000331271515195081","0.00904320370321316"
"THEMIS2","0.461583697993866","0.00787825059101655","0.00653333852779868","0.566090429479336"
"RPA2","0.313930378414231","0.130685616772306","0.24171335664374","0.0716357065615783"
"DNAJC8","0.239318940590353","0.200674569262578","0.328495910458121","0.000311691774398187"
"PHACTR4","0.180847414067317","0.00116817593790427","0.000144145302723789","0.888569095669462"
"TRNAU1AP","0.276159078364517","0.127570882352941","0.205334923074507","0.037361298730626"
"SNHG12","0.179787952539586","0.102105178075272","0.0301590910775917","0.366194833460481"
"TAF12","0.286573881858021","0.135710621824341","0.2410284174384","0.00421902202112264"
"GMEB1","0.527269549880808","0.028833445019799","0.0023830794191279","0.0159323960906876"
"YTHDF2","0.517977349209376","0.0644197891321979","0.0815138869883199","0.000604403542770457"
"EPB41","0.413744603797928","0.00116817593790427","6.26422388488696e-05","0.0101268769576938"
"SRSF4","0.35935447064444","0.00116817593790427","4.2494270837418e-05","0.000102441200366963"
"LAPTM5","0.0493356216961655","0.00197974217311234","0.00112217937568992","0.17413239749975"
"PUM1","0.0654381944179028","0.00116817593790427","9.5904617527145e-05","0.214495772917443"
"SNRNP40","0.558910131586344","0.101254062262718","0.0687678076804652","0.545232952899248"
"ZCCHC17","0.316271684980942","0.048375","0.0500717525501841","0.181004417903174"
"PEF1","0.359505217103345","0.411286344325309","0.845027399155348","0.00362600069801742"
"PTP4A2","0.650972463061054","0.0301650726392252","0.0415135665107894","0.000616721189056416"
"KHDRBS1","0.485567895799202","0.00810539906103286","0.00496727565617105","0.0126996736785057"
"KPNA6","0.0557036453916664","0.00116817593790427","0.000100049014049787","0.00267728334531565"
"TXLNA","0.560423085346317","0.00130662983425414","0.00047444853706792","0.879966830562314"
"EIF3I","0.0123472235138274","0.00372033818694223","0.00246159691926427","0.255629320343128"
"LCK","0.109840963563855","0.214171013835337","0.414867863493944","0.731580236135615"
"HDAC1","0.0458519346245458","0.0227355387523629","0.0268275792970307","0.014945599761441"
"MARCKSL1","0.265203762838034","0.255963307607497","0.356585311311774","0.105576039595767"
"BSDC1","0.525693505278679","0.00881483474250577","0.00794409551366159","0.0130694872584358"
"ZBTB8OS","0.239364085798539","0.298508825424093","0.399005407061136","0.00149964858163979"
"RBBP4","0.413744603797928","0.00163636363636364","0.000499948514925833","0.000134646743451695"
"SYNC","0.614957451459536","0.0192683544303797","0.0628107379358542","0.152655194857202"
"YARS","0.365026854522002","0.0433448868519049","0.0624757780532321","0.105078552921134"
"S100PBP","0.235575576039858","0.00243289473684211","0.000324673062628235","0.830180588157305"
"AK2","0.529637192145373","0.0300218181818182","0.0196029560230484","0.340565867173088"
"PHC2","0.418110495151912","0.156918367346939","0.531292349199952","0.000560249857697365"
"SMIM12","0.227650830121196","0.134895178095469","0.353292067112471","9.61125928737379e-05"
"SFPQ","0.179787952539586","0.00116817593790427","1.36285655064869e-05","0.00195571193782493"
"ZMYM4","0.0697735445581643","0.00116817593790427","7.84639720011518e-05","0.026254685244255"
"PSMB2","0.177382312636884","0.242033771441301","0.400127996225045","0.4820943818573"
"AGO4","0.548405681269194","0.00139459459459459","0.00014608679744694","0.0512729222163172"
"AGO1","0.206185161164593","0.00116817593790427","1.55185738734744e-05","0.00653950248876752"
"AGO3","0.0375612463888045","0.00116817593790427","4.05462685308334e-05","0.364712588924127"
"TRAPPC3","0.555064834069794","0.394044009779951","0.766007305185811","0.000969182557442838"
"MAP7D1","0.368285337082938","0.0063405875051717","0.00318309183977329","0.0393793921672567"
"THRAP3","0.285112024811795","0.00533067010309278","0.00305842206127311","0.0104421614102754"
"LSM10","0.550792404525009","0.376036857260387","0.805606806914107","0.000267775723023754"
"MRPS15","0.0390547698102422","0.00195647348951911","0.000440335344850279","0.0255634629348424"
"ZC3H12A","0.614091651533266","0.0607083628439118","0.13130994614578","0.00117519754957089"
"MEAF6","0.334856427514673","0.326898036732109","0.171576495451347","0.00111617959922544"
"YRDC","0.624545517940592","0.260369676994067","0.38115767036993","0.00136031354313436"
"C1orf122","0.0927551630274327","0.00116817593790427","3.97249060565364e-05","3.26485238821053e-05"
"SF3A3","0.439216218511951","0.00681371196754564","0.00489867731897935","0.199506210584719"
"RRAGC","0.609003386655892","0.097490002543882","0.0849887132838185","0.00083956045977602"
"AKIRIN1","0.0564618081237287","0.00348615237182559","0.00194828830088701","0.0022985767763881"
"NDUFS5","0.160538588636923","0.0051755823986195","0.00527444600022106","0.000855792355475835"
"MACF1","0.0327079123446916","0.00116817593790427","3.81372165945565e-05","0.0216719675298844"
"PABPC4","0.493872694831199","0.0677890499194847","0.105481681562764","0.0742614515894374"
"PPIE","0.225438618215534","0.105375903614458","0.165033670895736","0.00190364517381197"
"CAP1","0.520603969659273","0.384756292203806","0.732808929874538","0.226260792205348"
"PPT1","0.593958171560314","0.449830228887135","0.613775073696532","0.00197291291708573"
"RLF","0.124580377125425","0.00476726792784866","0.00413521070214992","0.0214708339430447"
"SMAP2","0.548405681269194","0.498143078712679","0.903457223845015","0.0370222334065241"
"NFYC","0.605691522671275","0.0143993810178817","0.0138244663694621","0.016057099235041"
"CTPS1","0.225438618215534","0.00568363636363636","0.00637456884569605","0.0142405110212962"
"HIVEP3","0.60507318496679","0.0331867537867538","0.037612554002618","0.0511075702153608"
"FOXJ3","0.0872961587767183","0.00116817593790427","6.47020211462051e-05","0.659830277698735"
"PPCS","0.226298186830884","0.109830239520958","0.129933578543212","0.00295350046599389"
"PPIH","0.560469461110551","0.0339546019532406","0.0592914187969237","0.00432300943864973"
"YBX1","0.105458798568986","0.00285053708439898","0.00262534903197749","0.0224458486073075"
"EBNA1BP2","0.0694407640362979","0.0306370147457117","0.0404392027874792","0.00290702976092754"
"ELOVL1","0.391070951184117","0.0147289726027397","0.123347921011116","9.2919594534295e-06"
"MED8","0.54419678113783","0.192932901434521","0.417435882368764","0.00066155097506609"
"ATP6V0B","0.180617887813578","0.0140271844660194","0.0249732354423524","0.00102629284889784"
"DMAP1","0.238837791923343","0.157321252371917","0.0566652681273011","0.00209831520443367"
"ERI3","0.293765279553621","0.00116817593790427","0.000341467303192431","0.000148055503242565"
"RNF220","0.41440019657235","0.384756292203806","0.691932588230556","0.000629776055482599"
"RPS8","0.13178654492114","0.0131767850861766","0.0229991997953751","0.0209737419957296"
"PLK3","0.60676116369901","0.290584196891192","0.463737225025893","0.142685929144059"
"UROD","0.191607670685732","0.134310109090909","0.294551077976862","0.000443480494249603"
"PRDX1","0.0104661435431079","0.0812834375","0.111797976222038","0.0153345463065495"
"AKR1A1","0.0886329978366918","0.0272742857142857","0.0364371549955393","0.00261751479705136"
"NASP","0.619101735817486","0.0140613573407202","0.0125184491472485","0.589512878587658"
"GPBP1L1","0.369865937984923","0.00122046204620462","0.000103328946900559","0.00480773662113882"
"POMGNT1","0.560629673810217","0.0304115942028986","0.0346332648732049","0.00722620882534927"
"UQCRH","0.00564956186774061","0.00116817593790427","0.000214575318595063","0.0181222420063008"
"MKNK1","0.578206495884138","0.222885920577617","0.184785966515408","0.002383749889729"
"ATPAF1","0.155887145589475","0.178434416647183","0.487616315993183","0.000525156623159"
"EFCAB14","0.600235395312587","0.00136933445661331","0.000641039875453947","0.0288029421109404"
"CMPK1","0.641227024044809","0.0480494077834179","0.0535392518097931","0.0198686366192473"
"FAF1","0.632294153238552","0.0323077611940299","0.00829445006978663","0.0130711451289989"
"RNF11","0.300971526180559","0.00981574039537486","0.00971828958383373","0.000514217927742914"
"EPS15","0.319275392871028","0.00116817593790427","0.00034559608910812","0.00685586788202972"
"OSBPL9","0.588179382428932","0.00208687837028161","0.000145061083208351","0.0867484192416008"
"TXNDC12","0.387736275897556","0.0703910685805423","0.120739581570319","0.00021353164448563"
"KTI12","0.614957451459536","0.0089026778882938","0.018745617803623","0.000317384711689033"
"BTF3L4","0.465289374563871","0.350789568120175","0.654750538434923","0.034269836109862"
"PRPF38A","0.454071302317187","0.00512649350649351","0.00168067306596741","0.00537098573232261"
"ECHDC2","0.418566847379443","0.0169732309746328","0.0321529344671401","0.00441172353955967"
"SCP2","0.100675747844009","0.326105454545455","0.65801551357467","0.00299650842340614"
"C1orf123","0.37585955155288","0.324182133784928","0.720741620148598","0.000526716644077953"
"MAGOH","0.351489244685531","0.00718625401929261","0.00757300897435376","0.00107791975250688"
"HSPB11","0.191281288227424","0.492688681446908","0.991224397871666","0.00809712534043494"
"TMEM59","0.0493356216961655","0.00215126247798004","0.000907306745038907","0.000444574822261431"
"SSBP3","0.577358593599374","0.353097875885048","0.599761881458487","0.342408896737238"
"USP24","0.0179429062203263","0.00116817593790427","0.000106931231799552","0.944811865201131"
"MYSM1","0.180617887813578","0.00116817593790427","5.09243540177198e-05","0.442083546420807"
"JUN","0.458764815241322","0.0789605655930872","0.164361978907068","0.00113464604106839"
"TM2D1","0.61547532031758","0.0126395324123273","0.0107945814135028","0.00309944233499021"
"USP1","0.300524291154571","0.00817974980453479","0.00407982611810657","0.0872409654588922"
"JAK1","0.587019075606189","0.0565251310344828","0.0694343006192042","6.20103191964985e-05"
"LEPROT","0.5693404769951","0.00849329197363319","0.00573555767520641","0.000235152307884705"
"PDE4B","0.25884286585741","0.491409453413733","0.914114460005787","0.587066626980619"
"MIER1","0.478229202018031","0.00131464968152866","0.000306103282018968","0.0133081605573117"
"SERBP1","0.507901270927593","0.0313175164967007","0.0347434145495952","0.0789536571581703"
"GADD45A","0.169222216139163","0.00851010452961672","0.00989667016728934","0.00202330506852048"
"SRSF11","0.0211590472916484","0.00116817593790427","5.0110936556598e-05","0.00711697948776494"
"ZRANB2","0.429381222194109","0.00116817593790427","4.57515151618639e-05","0.00329292473513495"
"TYW3","0.378958619692972","0.104794673366834","0.229803099943336","0.00829785853033713"
"ACADM","0.381591360382409","0.0172829950083195","0.0106394374315635","0.324530868721476"
"RABGGTB","0.272136365026343","0.00171649694501018","0.000515370202042878","0.314572334879279"
"PIGK","0.440435586915563","0.0678288090128755","0.0604461139695227","0.00919299072929784"
"USP33","0.152530285280902","0.00116817593790427","0.000110207255478762","0.209799865011324"
"FUBP1","0.378502845391064","0.00120139697322468","0.000101286321832503","0.428700635175203"
"IFI44","0.429613555179272","0.00286959183673469","0.00284703867236972","0.0191655933576703"
"PRKACB","0.378502845391064","0.00166740792216817","0.000535990629130364","0.0399178170846579"
"RPF1","0.322002113507065","0.0500598094170404","0.0891003461452928","0.000160732167942221"
"GNG5","0.0223310966576348","0.326153000845309","0.596079428559207","0.0169632004671047"
"CTBS","0.640300771195458","0.00239366666666667","0.00147042591937817","0.0182543311772702"
"C1orf52","0.479684407590332","0.00418755635707845","0.00382979262630457","0.202743857470024"
"BCL10","0.409510456420397","0.276452682075883","0.506914995569647","0.014893272834992"
"ZNHIT6","0.644853227466709","0.00116817593790427","4.09025657838399e-05","0.00193669134263154"
"ODF2L","0.29020466161519","0.00116817593790427","0.000120251805822553","0.329083002191765"
"SH3GLB1","0.416610417074551","0.0398114882506527","0.0426213287664446","0.000356688589968796"
"LMO4","0.614957451459536","0.123509963099631","0.191075229126278","0.082366903717781"
"PKN2","0.0330119300711258","0.00116817593790427","4.09551260764399e-05","0.474666665196659"
"GTF2B","0.50186410753188","0.0160664425016812","0.0203883390127216","0.00582981247184085"
"GBP3","0.507901270927593","0.00276904024767802","0.00177406759177731","0.626670192329263"
"GBP1","0.330995967438427","0.00445897550111359","0.00586945463561286","0.0313590729949273"
"GBP2","0.108964267240592","0.187344","0.275529502162533","0.131065215540044"
"GBP4","0.443922450171765","0.00937647951441578","0.011618116003919","0.354738316568359"
"GBP5","0.614957451459536","0.00177755905511811","0.000636959526636326","0.181739199648533"
"LRRC8C","0.632358670763542","0.00116817593790427","3.09555591818934e-05","0.00175239479600663"
"ZNF326","0.59425361470035","0.00867293754818813","0.0121818404363826","0.00277741021384397"
"ZNF644","0.0886329978366918","0.00116817593790427","7.37648873646066e-05","0.00684618610724948"
"TGFBR3","0.341753877356058","0.00538559794256322","0.00677165917922966","0.230782493805269"
"GLMN","0.160538588636923","0.00229625850340136","0.0015407966644912","0.0210645398823429"
"RPAP2","0.35111252872436","0.00116817593790427","6.67374800366687e-05","0.00016370740846253"
"RPL5","0.0577012150982995","0.0031597037037037","0.00606278866048805","0.00902775588468493"
"MTF2","0.476972378217866","0.00136933445661331","0.000192243941174022","0.00102710723755401"
"TMED5","0.525693505278679","0.00125168316831683","0.000196368463446798","0.179054887933678"
"DR1","0.356967684541032","0.0038652133580705","0.00259221105301528","0.000658811138778011"
"DNTTIP2","0.483485591888113","0.375464882667765","0.833087716289814","0.0176980930598269"
"GCLM","0.475350658381425","0.0156387423935091","0.00530344096156492","0.187377820245186"
"DPYD","0.420259292077317","0.00116817593790427","3.77620144979254e-05","0.0431812032086094"
"AGL","0.156632462973044","0.0017544","0.000195460554046189","0.591797068566914"
"SLC35A3","0.219358438663776","0.00116817593790427","3.81147935274694e-05","0.0359406200473938"
"RTCA","0.648959942178079","0.0903862210796915","0.0753746585671011","0.0758443011086558"
"CDC14A","0.617473655064265","0.00218006993006993","0.00109712583449751","0.0251612486612092"
"DPH5","0.593471570691734","0.262980039482343","0.638617062885011","0.00285686138420571"
"S1PR1","0.393066733810867","0.00267735849056604","0.00142248240272256","0.649446239798981"
"RNPC3","0.16662364374355","0.00116817593790427","5.00369070580998e-05","0.40535589239428"
"VAV3","0.378314317833658","0.00893190676346962","0.0134309276931646","0.127518359619282"
"SLC25A24","0.635925317752165","0.0072578631452581","0.00572910834146543","0.0254681357276"
"HENMT1","0.649966506948694","0.154493441064639","0.0810423945159487","0.00368388228105301"
"PRPF38B","0.172732882045668","0.00116817593790427","1.25084829071728e-05","0.0012603789200065"
"STXBP3","0.41085624794788","0.0018345932094811","0.000498397815881995","0.148029989382724"
"TMEM167B","0.348532986723502","0.0281726856095325","0.0377132412620876","0.00172772133914008"
"SARS","0.648959942178079","0.00871259145167501","0.00668554996538115","0.0309952334665373"
"PSMA5","0.123890552609153","0.306002566295979","0.598278984619985","0.920160583802883"
"GNAI3","0.648486169866991","0.0210791839336946","0.0181364196437096","1.78049644377259e-05"
"AHCYL1","0.395312017379012","0.0747193037974684","0.124011032334839","0.0175426477145446"
"LAMTOR5","0.4349955012296","0.0698408957611304","0.121416437634266","0.0114461366884693"
"CD53","0.414039518475781","0.205032175502742","0.4112901519827","0.398641129493053"
"DRAM2","0.282880004534466","0.438179403578529","0.881931670953844","0.00129184912368795"
"DENND2D","0.257545019760583","0.0306370147457117","0.0486730616744848","0.728331345757953"
"CHI3L2","0.175154275288257","0.0581137211855104","0.156758812634127","0.01913484897134"
"C1orf162","0.246060257439801","0.0184623853211009","0.0200773746628213","0.98236978618206"
"RAP1A","0.224116322307592","0.147321203438395","0.207863303395676","0.000356183251166676"
"CAPZA1","0.504849166337819","0.00365082820634169","0.00352217605083754","0.204824043912228"
"RHOC","0.233584433225365","0.00175986754966887","0.000749323950619358","0.00445643953069511"
"RSBN1","0.336907560479456","0.0231665201005025","0.0323724512646306","0.00428565871159892"
"PTPN22","0.536217622648653","0.00691481781376518","0.00612543444296977","0.00536276037263423"
"HIPK1","0.0530960808569768","0.00116817593790427","2.38054372261757e-05","0.000383774319073371"
"TRIM33","0.203364483806585","0.00116817593790427","5.71648134258333e-05","0.199749588383246"
"BCAS2","0.519365999499814","0.0174680371352785","0.0133347189254236","0.00149145267244954"
"NRAS","0.646724053680795","0.0852608853222884","0.0949537087808117","0.000987186920406953"
"CSDE1","0.597590667483728","0.00123117709437964","0.00022299202502708","0.000919827799236533"
"SIKE1","0.502295164614779","0.00241428571428571","0.00441230992048487","0.0642166499686379"
"TSPAN2","0.62119880750627","0.218232293080054","0.3379945039406","0.458610891407791"
"ATP1A1","0.474776698920077","0.00116817593790427","0.000104718309208896","0.0263482817517292"
"CD58","0.48242611716912","0.0235860319448794","0.0432560303064434","0.0782411477234877"
"CD2","0.62993550060033","0.0533654520166899","0.074222223090168","0.113745945284942"
"MAN1A2","0.565230467597658","0.00193137866500312","0.000395422230236295","0.01606775574432"
"LINC00623","0.37489978502986","0.334716771752837","0.630599864705627","0.00122271884805999"
"TXNIP","0.578631055957815","0.221468923493568","0.374509206459907","0.455429469294114"
"POLR3GL","0.190615540602295","0.00123734693877551","0.00294433016801836","0.000199574523291371"
"LIX1L","0.611744472254385","0.00401542674577818","0.00621695284120558","0.0243936548961501"
"RBM8A","0.507142521199746","0.0174481592039801","0.0261659634804784","0.000703851294011466"
"RNF115","0.428741341287573","0.0149201637666326","0.012545202543576","0.00055562614209594"
"CD160","0.423164164333867","0.393310640032613","0.460892365981287","0.632816805145726"
"HIST2H2AC","0.549326474600082","0.00592717345653087","0.00480367081530429","0.0114588518570953"
"SF3B4","0.513623971378183","0.0730453968253968","0.219563188896809","0.000253608045342719"
"PLEKHO1","0.644440302426844","0.00959977426636569","0.00447986913956552","0.0123239119477257"
"ANP32E","0.579221373363895","0.0038652133580705","0.0021870534870606","0.0373479947414563"
"APH1A","0.0493356216961655","0.00116817593790427","0.000497856537009478","7.30839029265705e-05"
"MRPS21","0.251339123829031","0.159124431818182","0.324056562565942","0.00230519691702522"
"PRPF3","0.228406543535375","0.00116817593790427","9.86898027835835e-05","0.328562330908804"
"RPRD2","0.0537998597505525","0.00123117709437964","0.000115956469916497","0.852747633269954"
"MCL1","0.168852224544802","0.00116817593790427","3.05004726449126e-05","0.0783446171273789"
"ENSA","0.0768611558544972","0.00264928909952607","0.00499307843257202","0.0186190233061211"
"CTSS","0.387736275897556","0.00298490945674044","0.00177213030544014","0.0844008495170375"
"CERS2","0.609483959776132","0.0789136720796228","0.146889831133761","0.000614602469783745"
"C1orf56","0.627519489464385","0.0682262057877814","0.184807358771175","7.93121143010018e-05"
"CDC42SE1","0.562306953226127","0.00354334763948498","0.00219032672731206","0.000291530865715588"
"GABPB2","0.148951246198828","0.00120139697322468","0.000102146690232412","0.999901411328838"
"SCNM1","0.387736275897556","0.437368006366892","0.851905326060221","2.16639650996993e-05"
"PSMD4","0.0998749035715983","0.0497757575757576","0.0674337934097329","0.0322015403356705"
"PI4KB","0.477976606090005","0.00950936555891239","0.00248651468564348","0.0173548839771832"
"PSMB4","0.163171545842594","0.27257378768021","0.515307217657039","0.82602171145428"
"POGZ","0.206349788321654","0.00116817593790427","3.87581014141642e-05","0.381906697234129"
"MRPL9","0.358530592885266","0.0624351600651112","0.130698439299045","0.000654824306202891"
"THEM4","0.490252991173988","0.0808552371026577","0.130372545907597","0.0744404394087947"
"S100A10","0.0283817189685813","0.0123443218227127","0.0168628255814024","0.0097880680911871"
"S100A11","0.488488905494286","0.0363318475073314","0.0774684238007937","0.825241152641499"
"S100A9","0.0627245553792262","0.0753756714060032","0.127376146782228","0.840306441146934"
"S100A8","0.0390547698102422","0.108460569715142","0.211737315348763","0.739145259070411"
"S100A6","0.123890552609153","0.319996687898089","0.603593262613473","0.0245044121946852"
"S100A4","0.0152235380606018","0.0191235370611183","0.0159810347338431","0.0146430827643939"
"CHTOP","0.614957451459536","0.00244302134646962","0.000961919256197424","0.0101125978420089"
"ILF2","0.178707534950164","0.00265588235294118","0.00057497950543161","0.032420605554042"
"GATAD2B","0.159068140762702","0.00137485428809326","0.000171186351216828","0.816251920474632"
"DENND4B","0.148907735838341","0.00116817593790427","0.000226004102955606","0.0208834890330295"
"JTB","0.205839454458589","0.00116817593790427","2.18282137647607e-05","0.000323124744156389"
"RPS27","0.309977270607742","0.0142878620689655","0.0149704170522886","0.137346485708645"
"TPM3","0.444177443499669","0.0109117604090577","0.0129329905916697","0.00135365358845181"
"C1orf43","0.531753887714104","0.0251267474370923","0.0307304238841823","0.00163521235412593"
"UBAP2L","0.256503591042869","0.00145011709601874","0.000139045740040976","0.366887718341015"
"HAX1","0.474245421991953","0.409077689969605","0.894877274555725","0.00296244527410578"
