"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"TRANSLATION",1e-10,4.42666666666667e-09,NA,0.788718313767071,1.52438126071356,218,"RPL8, RPS3, RPS5, RPL21, EEF1A1, RPS3A, RPL7, RPS4Y1, EEF1D, RPL5, RPS2, RPLP1, RPSA, RPL15, RPS4X, RPLP0, RPS16, RPL36A, RPL3, RPL10, UBA52, RPL29, RPL7A, RPS27A, EEF1B2, RPL13, RPL4, RPL18A, RPS23, RPS19, SRP14, SSR4, RPL17, RPL37, RPS15, RPL38, EIF3K, RPS6, RPL6, FAU, RPS17, SEC61B, RPL18, PABPC1, RPL9, RPL22, RPS8, RPL27, EIF3I, RPL36AL, EIF3E, RPL19, RPS12, EIF3L, MRPL54, RPS29, MRPL41, EIF3H, RPS14"
"METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",1e-10,4.42666666666667e-09,NA,0.785556277860835,1.51358881364648,170,"RPL8, RPS3, RPS5, RPL21, RPS3A, RPL7, RPS4Y1, RPL5, RPS2, RPLP1, RPSA, RPL15, RPS4X, RPLP0, RPS16, RPL36A, RPL3, RPL10, UBA52, RPL29, RPL7A, RPS27A, RPL13, RPL4, RPL18A, RPS23, RPS19, RPL17, RPL37, RPS15, RPL38, RPS6, RPL6, FAU, RPS17, OAZ1, RPL18, RPL9, PSME1, PSMC5, RPL22, RPS8, RPL27, PSMB1, RPL36AL, RPL19, ODC1, RPS12, RPS29, PSMB6, RPS14, RPS13, RPL12, SERINC1, PSMB3, RPL14, HSD17B10, PSMA7, GLS, ETHE1, RPS9, RPL37A"
"NERVOUS_SYSTEM_DEVELOPMENT",1e-10,4.42666666666667e-09,NA,0.747134013091182,1.44789376481995,259,"RPL8, RPS3, RPS5, RPL21, RPS3A, RPL7, RPS4Y1, RPL5, RPS2, RPLP1, RPSA, RPL15, RPS4X, RPLP0, RPS16, RPL36A, RPL3, RPL10, UBA52, RPL29, RPL7A, RPS27A, UTRN, RPL13, RPL4, RPL18A, RPS23, MYL6, RPS19, RPL17, PTPRC, RPL37, RPS15, RPL38, CFL1, ARPC2, RPS6, RPL6, ACTB, FAU, UBC, RPS17, UBB, HSP90AB1, RPL18, ELOB, PABPC1, ACTG1, MAP2K2, RPL9, ROCK1, PSME1, PSMC5, RPL22, MYL12B, RPS8, RPL27, PFN1, AP2M1, PSMB1, RPL36AL, HSP90AA1, RPL19, RPS12, MYL12A, RPS29, PSMB6, ACTR2, RPS14"
"CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI",1e-10,4.42666666666667e-09,NA,0.717877531073225,1.39906284439792,340,"RPL8, RPS3, RPS5, RPL21, EEF1A1, RPS3A, RPL7, RPS4Y1, RPL5, RPS2, RPLP1, RPSA, ATM, RPL15, RPS4X, RPLP0, RPS16, RPL36A, CYBA, RPL3, RPL10, UBA52, RPL29, GSTP1, RPL7A, RPS27A, RPL13, RPL4, RPL18A, RPS23, RPS19, ATP6V0E1, SOD1, RPL17, RPL37, RPS15, RPL38, RPS6, HSPA5, RPL6, FAU, UBC, RPS17, UBB, HSP90AB1, PRDX6, RPL18, ELOB, TNRC6B, PRDX2, RPL9, PSME1, LAMTOR1, PRDX1, PSMC5, RPL22, HSPB1, CEBPB, RPS8, RPL27, MDM4, PSMB1, RPL36AL, ANAPC16, HSP90AA1, RPL19, RANBP2, RPS12, RPS29, PSMB6, RPS14, DCTN3, PRDX5, TNRC6C, RPS13, TXN, RPL12, CAPZA1, JUN, PSMB3"
"INFECTIOUS_DISEASE",1e-10,4.42666666666667e-09,NA,0.707608124748647,1.3810880012463,384,"RPL8, RPS3, RPS5, RPL21, RPS3A, IGLC2, RPL7, RPS4Y1, IGLC3, RPL5, CALM1, RPS2, RPLP1, RPSA, RPL15, RPS4X, RPLP0, SLC25A6, RPS16, RPL36A, CYBA, B2M, RPL3, RPL10, UBA52, RPL29, RPL7A, RPS27A, RPL13, RNF213, RPL4, RPL18A, RPS23, EIF2AK2, RPS19, RPL17, RPL37, RPS15, RPL38, ARPC2, RPS6, ENO1, RPL6, ACTB, FAU, UBC, RPS17, UBB, HSP90AB1, RPL18, ELOB, CD8B, ACTG1, MAP2K2, RPL9, PSME1, GNAS, PSMC5, CALR, RPL22, BRK1, RPS8, RPL27, PGK1, AP2M1, PSMB1, RPL36AL, HSP90AA1, RPL19, RANBP2, RPS12, RPS29, PSMB6, ACTR2, RPS14, TXNIP, LCK, NPM1, RPS13, SFPQ, TXN, ABI1, VAMP2, RPL12, PLCG2, ARPC1B, JUN, PSMB3, RPL14, ITGB1, NUP107, PSMA7, SNF8, RPS9, RPL37A, ARPC4, VPS4B, CHMP2A, ARPC3, PRKACB, TPR, PTGER2, RAC1, RPL10A, ISG15, NCKAP1L, ACTR3, GNG5, RAN, NUP50, SLC25A5, PPIA, POLR2L, RPL41, NUP153, POLR2G, RPL13A, CCNT1, CD4, HNRNPK, RPL35, TUBA4A, MAPK1, PSMA1, KPNA1, RPL27A"
"DISEASE",3.13078399073723e-10,1.29927535615595e-08,0.814035837847908,0.656221291958652,1.28296791871007,553,"RPL8, RPS3, RPS5, RPL21, RPS3A, IGLC2, RPL7, RPS4Y1, IGLC3, RPL5, CALM1, RPS2, RPLP1, RPSA, RPL15, RPS4X, RPLP0, SLC25A6, RPS16, RPL36A, CYBA, B2M, RPL3, RPL10, UBA52, RPL29, RPL7A, RPS27A, RPL13, RNF213, RPL4, RPL18A, RPS23, EIF2AK2, RPS19, RPL17, RPL37, RPS15, CD320, RPL38, ARPC2, RPS6, ENO1, AKAP9, RPL6, ACTB, FAU, UBC, RPS17, UBB, HSP90AB1, GOLGA4, RPL18, ELOB, CD8B, PRDX2, ACTG1, MAP2K2, RPL9, PSME1, GNAS, PRDX1, PSMC5, CALR, RPL22, BRK1, RPS8, RPL27, PGK1, NFKBIA, AP2M1, ERBIN, PSMB1, RPL36AL, PHB, HSP90AA1, RPL19, RANBP2, AREG, RPS12, RPS29, PSMB6, ACTR2, RPS14, TXNIP, LCK, NPM1, RAC2, RPS13, SFPQ, ZMYM2, TXN, ABI1, VAMP2, SMAD4, RPL12, PLCG2, ARPC1B, JUN, PSMB3, PEBP1, RPL14, ITGB1, NUP107, PSMA7, SNF8, RPS9, RPL37A, ARPC4, VPS4B, CHMP2A, EP300, ARPC3, TGFBR1, PRKACB, TPR, HDAC1, PTGER2, RAC1, RPL10A, ISG15, PIK3CD, ZC3HAV1, PIK3CA, NCKAP1L, ACTR3, GNG5, RAN, NUP50, PTPN12, SLC25A5, PPIA, CAPNS1, POLR2L, YWHAB, RPL41, NUP153, SLC35A3, AKT3, POLR2G, RPL13A, CCNT1, CD4, HNRNPK, RPL35, TUBA4A, MAPK1, PIK3R1, TALDO1, PSMA1, KPNA1, RPL27A"
"DEVELOPMENTAL_BIOLOGY",5.42184210595103e-10,2.11770774020676e-08,0.801215574617779,0.691766762418099,1.34925294158382,357,"RPL8, RPS3, RPS5, RPL21, RPS3A, RPL7, RPS4Y1, RPL5, RPS2, RPLP1, RPSA, RPL15, RPS4X, RPLP0, RPS16, RPL36A, RPL3, RPL10, UBA52, RPL29, RPL7A, RPS27A, UTRN, RPL13, RPL4, RPL18A, RPS23, MYL6, RPS19, RPL17, PTPRC, RPL37, RPS15, RPL38, CFL1, ARPC2, RPS6, RPL6, ACTB, FAU, UBC, RPS17, UBB, HSP90AB1, RPL18, ELOB, PABPC1, ACTG1, MAP2K2, RPL9, ROCK1, PSME1, PSMC5, RPL22, MYL12B, CEBPB, RPS8, RPL27, PFN1, AP2M1, PSMB1, RPL36AL, HSP90AA1, RPL19, RPS12, MYL12A, RPS29, PSMB6, ACTR2, RPS14, SPAG9, RHOA, KMT2A, RPS13, KMT2C, SMAD4, RPL12, ARPC1B, JUN, PSMB3, FLI1, RPL14, ITGB1, PSMA7, RPS9, RPL37A, ARPC4, EP300, ARPC3, RHOC, PRKACB, MEF2D, RAC1, RPL10A, CCND3, PIK3CD, PIK3CA, ACTR3, MED15, CAPNS1, POLR2L, RPL41, AKT3, POLR2G, RPS6KA3, RPL13A, RPL35, TUBA4A, MAPK1, PIK3R1, PSMA1, RPL27A"
"METABOLISM_OF_RNA",3.3678005131781e-07,1.2423441893057e-05,0.674962860011025,0.641228212891626,1.25256919591352,468,"RPL8, RPS3, RPS5, RPL21, RPS3A, RPL7, RPS4Y1, RPL5, RPS2, RPLP1, RPSA, RPL15, RPS4X, RPLP0, HNRNPH1, RPS16, RPL36A, DDX5, RPL3, RPL10, UBA52, RPL29, RPL7A, RPS27A, RPL13, RPL4, SMG1, RPL18A, RPS23, RPS19, RPL17, RPL37, RPS15, SRSF11, DDX6, RPL38, RPS6, RPL6, FAU, UBC, RPS17, UBB, TUT4, RPL18, PABPC1, PAN3, RPL9, PSME1, XRN1, PSMC5, RPL22, SRSF5, HSPB1, RPS8, SF1, RPL27, YBX1, ADAR, PSMB1, RPL36AL, RPL19, RANBP2, ZFP36, HNRNPU, RPS12, SF3B5, RPS29, PSMB6, SF3B2, RPS14, RPS13, SMG6, CCAR1, RPL12, PSMB3, TUT7, RPL14, HSD17B10, NUP107, PSMA7, NCL, RPS9, RPL37A, SNRPB2, SF3B1, TPR, SET, RBM5, SNRPC, DDX21, RPL10A, SF3B6, TXNL4A, RAN, NUP50, POLR2L, PCF11, YWHAB, RPL41, NUP153, CNOT4, PNRC2, POLR2G, CNOT2, RPL13A, EXOSC10, HNRNPK, SNRNP70, RPL35, THOC3, PSMA1, RPL27A, LSM8, LSM4, SRSF1, IMP3, HNRNPH2, PSMD7, NHP2"
"ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",5.83230356384081e-07,2.03823661388963e-05,0.659444398037935,0.8380213830641,1.56530599361316,57,"RPS3, RPS5, RPS3A, RPS4Y1, RPS2, RPSA, RPS4X, RPS16, RPS27A, RPS23, RPS19, RPS15, EIF3K, RPS6, FAU, RPS17, PABPC1, RPS8, EIF3I, EIF3E, RPS12, EIF3L, RPS29, EIF3H, RPS14, RPS13"
"BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS",0.000124814003359223,0.0041438249115262,0.518848077743792,0.926025131712004,1.66012294358833,14,"IGHA1, IGLC2, IGLC3, FTL, FTH1, JCHAIN, HBB, CALR, HSP90AA1"
"CALNEXIN_CALRETICULIN_CYCLE",0.000158207754313579,0.00500237851734363,0.518848077743792,0.892192465293574,1.61021908119858,18,"UBA52, RPS27A, PDIA3, UBC, UBB, CALR"
"CHAPERONE_MEDIATED_AUTOPHAGY",0.000388945980472136,0.011739096865159,0.49849310876659,0.911776182755981,1.63457827285118,14,"EEF1A1, VIM, UBA52, RPS27A, PARK7, UBC, UBB, HSP90AB1, HBB, HSP90AA1"
"AUTOPHAGY",0.000416958543405087,0.0120374118617816,0.49849310876659,0.718719169670745,1.36309663453382,81,"EEF1A1, VIM, ATM, UBA52, RPS27A, PARK7, TOMM7, UBC, UBB, HSP90AB1, HBB, LAMTOR1, HSP90AA1, PRKAA1, UBE2V1, CHMP2A, PLIN2"
"IRON_UPTAKE_AND_TRANSPORT",0.000819717564893581,0.0226788526287224,0.477270815362862,0.824091627662463,1.5119146799423,27,"FTL, FTH1, UBA52, RPS27A, ATP6V0E1, UBC, UBB"
"PINK_PARKIN_MEDIATED_MITOPHAGY",0.0012711228599748,0.0337610231609306,0.45505986738723,0.881547120222014,1.58144618172092,15,"UBA52, RPS27A, TOMM7, UBC, UBB"
"INNATE_IMMUNE_SYSTEM",0.00164753089240322,0.0420754043290668,0.45505986738723,0.589805763029825,1.15237528367567,477,"S100A8, EEF1A1, IGLC2, S100A9, IGLC3, CALM1, FTL, CYBA, B2M, FTH1, UBA52, GSTP1, RPS27A, DDX3X, HLA-C, ANXA2, SRP14, ATP6V0E1, PTPRC, CFL1, ARPC2, ACTB, UBC, UBB, HSP90AB1, PRDX6, ICAM3, ITGAL, ACTG1, SYNGR1, ROCK1, HBB, CD81, CD63, PSME1, LAMTOR1, GMFG, PSMC5, YPEL5, NLRC3, RNASET2, BRK1, NFKBIA, PSMB1, IFI16, NFATC2, GNLY, HSP90AA1, IRF7, VAMP8, PSMB6, ACTR2, TXNIP, LCK, PGAM1, RHOA, RAC2, RASGRP1, TXN, CD300A, ABI1, PKM, PLCG2, ITCH, MAP3K8, CAPZA1, ARPC1B, JUN, PSMB3, CTSD, NDUFC2, PSMA7, UBE2V1, TMEM179B, ARPC4, SLC2A3, EP300, ARPC3, HEBP2, ATP11B, KLRD1, NLRC5, DYNLT1, PRKACB, PIN1, RAC1, CDK13, TRAPPC1, ISG15, PIK3CA, NCKAP1L, ACTR3, TAB2, ATP6V0B, SELL, GRN, PPIA, LGALS3, POLR2L, TNFRSF1B, MLEC, RPS6KA3, ATOX1, ATP6AP2, CD4, CEP290, TRIM56, MAPK1, SERPINB1, PIK3R1, CTSC, PSMA1"
"HSF1_ACTIVATION",0.00182047738009907,0.043435340348856,0.45505986738723,0.849003676199398,1.53227243291522,18,"EEF1A1, UBB, HSP90AB1, HSPB1, HSP90AA1"
"SELECTIVE_AUTOPHAGY",0.00183161073760236,0.043435340348856,0.45505986738723,0.76763462763262,1.42586884491706,43,"VIM, ATM, UBA52, RPS27A, PARK7, TOMM7, UBC, UBB, HSP90AA1"
"MITOPHAGY",0.00206165207026883,0.0472047232640864,0.431707695803346,0.84691241037693,1.52849813951756,18,"UBA52, RPS27A, TOMM7, UBC, UBB"
"ER_QUALITY_CONTROL_COMPARTMENT_ERQC",0.00219510690583574,0.0485850328491644,0.431707695803346,0.894493542030051,1.60473194230684,13,"UBA52, RPS27A, UBC, UBB"
