gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
SDCCAG8_ENSG00000054282	0.676	0.6904	0.5124	0.5684
SIPA1L2	0.3646	0.3968	0.341	0.397
AKT3_ENSG00000117020	0.9232	0.8914	0.9082	0.8706
PCNX2	0.786	0.637	0.7552	0.5984
GALNT2	0.652	0.5874	0.559	0.5134
LYST	0.624	0.732	0.4354	0.6046
CEP170_ENSG00000143702	0.7734	0.8074	0.7578	0.79
DISC1	0.876	0.785	0.7978	0.6902
PUM2	0.5876	0.702	0.5648	0.6648
NCOA1	0.9278	0.9712	0.8916	0.9476
RAB10	0.7954	0.99	0.746	0.9912
BIRC6	0.5764	0.6064	0.3908	0.4298
DTNB	0.6808	0.5058	0.468	0.2718
BABAM2	0.8858	0.9836	0.7868	0.9684
ITSN2	0.5128	0.5266	0.318	0.3508
LINC00486	0.719	0.6442	0.6732	0.594
RTN4	0.6418	0.6314	0.4792	0.4674
CCDC88A	0.0925	0.2084	0.1016	0.2348
USP34	0.7794	0.8664	0.664	0.7764
SOS1	0.656	0.6018	0.4592	0.3794
RAB1A	0.2874	0.2544	0.206	0.186
ACTR2	0.3062	0.2514	0.18	0.1404
FBXO11	0.7232	0.7456	0.611	0.669
EML4	0.5434	0.6322	0.3764	0.5484
RPS27A	0.4274	0.235	0.3676	0.1436
ZFP36L2	0.8698	0.87	0.8824	0.8748
NRXN1	0.5518	0.4696	0.4122	0.3156
SLC8A1	0.5426	0.6168	0.509	0.6266
PELI1	0.7842	0.819	0.7558	0.7852
TMSB10	0.5904	0.6012	0.492	0.5054
ZNF638	0.4768	0.642	0.4618	0.6318
AAK1	0.2884	0.1914	0.1016	0.0357
EXOC6B	0.4916	0.7864	0.4976	0.785
ARHGAP25	0.9416	0.934	0.9232	0.929
USP39	0.8518	0.9292	0.7784	0.883
LRRTM4	0.9846	0.79	0.9828	0.7322
MAP4K4	0.8836	0.9674	0.8596	0.9632
MGAT4A	0.9024	0.9584	0.8898	0.9382
AFF3	0.453	0.5288	0.434	0.515
MERTK	0.4552	0.5022	0.2146	0.3826
LIMS1	0.4596	0.4198	0.4474	0.4598
SH3RF3	0.6942	0.7762	0.5624	0.6772
R3HDM1	0.7998	0.5034	0.772	0.4776
CLASP1	0.8182	0.9474	0.7746	0.8776
ARHGAP15	0.8884	0.943	0.878	0.9378
BIN1	0.574	0.4104	0.442	0.2602
MGAT5	0.5658	0.6156	0.5594	0.6264
LRP1B	0.8114	0.7262	0.7784	0.6728
ZEB2	0.5562	0.646	0.4944	0.612
DPP10	0.5594	0.5498	0.4726	0.4974
NCKAP5	0.191	0.225	0.0781	0.1208
WIPF1	0.881	0.73	0.801	0.5656
BAZ2B	0.7998	0.8488	0.7636	0.814
CHN1	0.5344	0.7112	0.3964	0.5896
FMNL2	0.4424	0.4682	0.382	0.4166
ARL5A	0.9956	0.9882	0.9896	0.9764
CACNB4	0.8548	0.986	0.8566	0.986
MBD5	0.9702	0.9318	0.9518	0.8724
_ENSG00000218175	0.314	0.247	0.3686	0.3128
ANKRD44	0.8564	0.9168	0.826	0.897
INO80D	0.7092	0.553	0.6876	0.5316
SP100	0.8602	0.8422	0.8142	0.8018
DOCK10	0.2262	0.1072	0.189	0.0909
CAB39	0.8674	0.67	0.845	0.6386
INPP5D_ENSG00000168918	0.903	0.884	0.8804	0.8378
SLC4A7	0.899	0.836	0.8974	0.8134
TBC1D5	0.6792	0.6826	0.605	0.5888
SUMF1	0.5758	0.5844	0.4268	0.4548
PLCL2	0.9174	0.7876	0.8912	0.7392
UBE2E1	0.4942	0.494	0.2286	0.3244
UBE2E2	0.9926	0.9808	0.9896	0.9772
ATG7	0.5726	0.5914	0.3146	0.3598
RBM6	0.6408	0.6496	0.4406	0.4832
GOLGA4	0.4802	0.496	0.377	0.4094
TGFBR2	0.9398	0.9896	0.927	0.9924
CLASP2	0.4974	0.6694	0.4498	0.6562
CX3CR1	0.9534	0.9738	0.9582	0.9822
SETD2	0.5944	0.6114	0.3682	0.3498
TRAK1	0.8866	0.8626	0.838	0.8018
FRMD4B	0.4916	0.3408	0.4998	0.389
CADM2	0.5062	0.4916	0.3946	0.3646
ROBO2	0.6964	0.7014	0.5896	0.6266
FHIT	0.6948	0.8088	0.6414	0.7384
GSK3B	0.8522	0.9914	0.8306	0.99
CD86	0.835	0.9734	0.8072	0.9784
ZNF148	0.5578	0.449	0.5338	0.4256
ZBTB20	0.2834	0.4324	0.2812	0.4042
LSAMP	0.5326	0.4698	0.4046	0.3516
ATP2C1	0.9364	0.9396	0.932	0.9414
RNF13	0.4264	0.418	0.4196	0.4092
STAG1	0.645	0.7316	0.4312	0.5764
MBNL1	0.4652	0.4	0.4316	0.3644
P2RY12	0.6884	0.5482	0.7108	0.5822
TMCC1	0.9292	0.8644	0.9004	0.8112
SLC9A9	0.9086	0.8194	0.8918	0.8222
KBTBD12	0.8134	0.8906	0.7964	0.8754
MCF2L2	0.4616	0.5266	0.244	0.3876
PLD1	0.4982	0.475	0.2934	0.2902
GNB4	0.4112	0.4044	0.3594	0.359
B3GNT5	0.3438	0.3984	0.3632	0.4034
TBL1XR1	0.2042	0.421	0.1758	0.361
NAALADL2	0.9286	0.588	0.9126	0.5086
ST6GAL1	0.9608	0.9682	0.9428	0.9648
P3H2	0.8866	0.832	0.8706	0.8016
ACAP2	0.9578	0.8636	0.9554	0.8658
LPP	0.7556	0.7618	0.6938	0.7064
UBE2K	0.6902	0.8704	0.7008	0.8734
PDS5A	0.6854	0.6332	0.5296	0.507
RBM47	0.4296	0.4364	0.279	0.3124
KCNIP4_ENSG00000185774	0.7752	0.6378	0.7016	0.5238
ANKRD17	0.745	0.8678	0.6594	0.8222
RASGEF1B	0.7392	0.6026	0.723	0.563
BMP2K	0.9446	0.9278	0.9136	0.911
MANBA	0.4718	0.4122	0.3724	0.333
SPP1	0.3636	0.625	0.3282	0.5024
ARHGAP24	0.5826	0.5672	0.601	0.5734
PPP3CA	0.4828	0.4224	0.2702	0.1972
SNCA	0.7192	0.6856	0.586	0.5762
CAMK2D	0.9586	0.9508	0.959	0.9528
USP53	0.741	0.8966	0.628	0.8626
GRID2	0.4398	0.3924	0.46	0.4328
WDFY3	0.6538	0.774	0.56	0.7234
TET2	0.8422	0.7974	0.8204	0.7568
AFF1	0.9572	0.9574	0.9318	0.9584
ELF2	0.9984	0.8672	0.998	0.797
FBXW7	0.6158	0.6828	0.4536	0.5056
KIAA1109	0.6248	0.4782	0.3824	0.2716
MAML3	0.8678	0.9598	0.8494	0.9498
LRBA	0.89	0.8552	0.8468	0.799
RAPGEF2	0.474	0.1314	0.4984	0.1424
MARCHF1	0.22	0.2222	0.245	0.25
GPM6A	0.436	0.4706	0.2734	0.3034
TRIO	0.6768	0.6606	0.6056	0.5864
SLC1A3	0.8164	0.8598	0.7468	0.8346
WDR70	0.7416	0.6936	0.654	0.6064
NIPBL	0.9856	0.8246	0.9772	0.7636
GPBP1	0.543	0.3326	0.4916	0.3002
FYB1	0.603	0.6356	0.5892	0.56
ERBIN	0.3548	0.5086	0.3042	0.4796
PDE4D	0.8616	0.7228	0.8418	0.683
ZSWIM6	0.747	0.8746	0.7356	0.8614
IL6ST	0.9866	0.855	0.981	0.8308
PIK3R1	0.446	0.4104	0.2218	0.2214
PARP8	0.6264	0.742	0.5944	0.7332
ARL15	0.5642	0.4618	0.4304	0.3188
MEF2C	0.8274	0.7748	0.8146	0.7684
FAM172A	0.9044	0.6466	0.8842	0.521
AP3B1	0.883	0.9698	0.8588	0.9586
LHFPL2	0.4678	0.4432	0.365	0.3566
SSBP2	0.564	0.6432	0.4772	0.5632
RASA1	0.7332	0.4634	0.6708	0.3324
FBXL17	0.0824	0.0835	0.0433	0.0614
FER	0.7786	0.9284	0.7404	0.915
TENT2	0.9704	0.9822	0.9652	0.98
MEF2C-AS1	0.376	0.443	0.3492	0.4108
COMMD10	0.6958	0.7616	0.5474	0.6884
MARCHF3	0.4118	0.524	0.2928	0.4212
CD74	0.1426	0.2312	0.0423	0.0933
NR3C1	0.6656	0.5898	0.596	0.4978
HAVCR2	0.4046	0.4016	0.3042	0.3662
ARHGAP26	0.6444	0.6342	0.5966	0.5912
CSF1R	0.9802	0.9894	0.9802	0.9844
RNF130	0.9542	0.9804	0.9308	0.9674
DOCK2	0.6116	0.5914	0.4286	0.4736
RASGEF1C	0.7744	0.7966	0.7376	0.7576
GMDS-DT	0.8658	0.799	0.773	0.6794
PHACTR1	0.7962	0.6968	0.7424	0.6224
LY86	0.7752	0.9842	0.6498	0.9836
ATXN1	0.5246	0.4112	0.3508	0.2098
CDKAL1	0.7936	0.8278	0.693	0.7606
ANKS1A	0.789	0.7198	0.7394	0.6514
HSPA1A_ENSG00000204389	0.596	0.812	0.6314	0.802
RUNX2	0.5384	0.5768	0.3558	0.4634
ADGRB3	0.5946	0.4734	0.491	0.3914
FGD2	0.8004	0.791	0.6476	0.7066
DST	0.4548	0.595	0.3862	0.577
ZFAND3	0.5536	0.5308	0.4032	0.4052
BTBD9	0.8282	0.6314	0.772	0.5144
SUPT3H	0.7488	0.454	0.6718	0.3466
SENP6	0.5416	0.5038	0.3526	0.3542
FOXO3	0.4228	0.3042	0.371	0.2686
PNISR	0.5302	0.5498	0.3308	0.375
PHIP	0.7418	0.7708	0.7282	0.7422
ZNF292	0.886	0.6966	0.824	0.574
IFNGR1	0.8992	0.98	0.8686	0.9764
EPB41L2	0.7332	0.795	0.6964	0.7696
STX7	0.9904	0.9832	0.9882	0.9786
AIG1	0.9004	0.97	0.8688	0.9518
MAP3K5	0.8448	0.9322	0.79	0.9088
ARID1B	0.684	0.5344	0.561	0.4246
TAB2	0.9548	0.9164	0.9424	0.8858
QKI	0.3504	0.2806	0.3648	0.295
MTHFD1L	0.4516	0.451	0.2614	0.2996
PRKN	0.8938	0.8082	0.8384	0.7304
SKAP2	0.5766	0.6206	0.5188	0.5996
HDAC9	0.5258	0.711	0.4994	0.7144
ACTB	0.97	0.8426	0.9498	0.7308
CHN2	0.424	0.3946	0.3332	0.2964
HNRNPA2B1	0.2864	0.3266	0.3094	0.313
SDK1	0.9334	0.9838	0.9112	0.9718
JAZF1	0.5888	0.7268	0.5378	0.6942
ZNRF2	0.9072	0.7722	0.8706	0.735
TNRC18	0.8208	0.7924	0.7854	0.77
CDK13	0.7332	0.7462	0.5756	0.5774
TNS3	0.9914	0.9384	0.9838	0.9038
AOAH	0.677	0.792	0.6152	0.7762
ELMO1	0.5524	0.4172	0.5428	0.4366
IKZF1	0.8196	0.7508	0.7618	0.7188
AUTS2	0.7922	0.6186	0.8106	0.6776
KMT2E	0.7558	0.4758	0.6884	0.3978
SLC26A3	0.7038	0.544	0.6726	0.4896
DOCK4	0.2826	0.3832	0.2994	0.3942
COG5	0.4728	0.4616	0.2846	0.2534
IMMP2L	0.9286	0.9946	0.8846	0.992
CUX1	0.5264	0.5522	0.289	0.3312
TBXAS1	0.8708	0.89	0.7974	0.8414
CTTNBP2	0.7558	0.774	0.6672	0.6826
CPED1	0.5854	0.5714	0.5366	0.5482
CHCHD3	0.4398	0.4356	0.2438	0.277
FOXP2	0.287	0.2732	0.2816	0.2716
MKLN1	0.8052	0.8126	0.7232	0.7536
EXOC4	0.8666	0.9998	0.7986	0.9982
BRAF	0.5394	0.361	0.388	0.2102
LINC-PINT	0.4436	0.3728	0.37	0.3236
KMT2C	0.829	0.6856	0.7768	0.5982
CNTNAP2_ENSG00000174469	0.607	0.6404	0.5102	0.5778
CSF2RA	0.5342	0.4792	0.5062	0.4752
ARHGAP6	0.9382	0.9558	0.9116	0.9418
SAT1	0.1288	0.1982	0.1412	0.1826
SH3KBP1	0.781	0.7584	0.707	0.6828
RPS6KA3	0.9104	0.924	0.8702	0.898
TMSB4X	0.2074	0.2158	0.1448	0.1654
ATRX	0.1636	0.2162	0.1006	0.148
SH3BGRL	0.9838	0.9742	0.977	0.9618
HDAC8	0.5606	0.5444	0.3404	0.3336
DIAPH2	0.99	0.9802	0.9864	0.9738
FTX	0.6536	0.6954	0.5388	0.5928
DOCK11	0.9598	0.9028	0.9374	0.8582
CSMD1	0.4854	0.433	0.3586	0.304
ADAM28	0.742	0.796	0.699	0.744
PCM1	0.83	0.9736	0.7844	0.963
DPYSL2	0.5708	0.5598	0.4008	0.3582
CSGALNACT1	0.3352	0.4342	0.2678	0.3948
PSD3	0.4136	0.4102	0.2384	0.2176
CTSB	0.226	0.1568	0.2686	0.2236
_ENSG00000253535	0.1148	0.1668	0.0348	0.0762
KAT6A	0.6492	0.6904	0.4614	0.581
SPIDR	0.6722	0.6626	0.4498	0.4786
LYN	0.5574	0.5572	0.4118	0.4316
PAG1	0.9438	0.8598	0.9358	0.8494
NCOA2	0.9274	0.8558	0.9194	0.8298
CHD7	0.5484	0.6912	0.4434	0.637
PABPC1	0.991	0.9464	0.9878	0.9386
STK3	0.6358	0.634	0.5498	0.535
VPS13B	0.8552	0.839	0.7758	0.749
NSMCE2	0.9456	0.86	0.9156	0.781
OXR1	0.7786	0.6126	0.7376	0.539
MTSS1	0.9862	0.963	0.9808	0.95
RFX3	0.2296	0.1702	0.171	0.1264
SMARCA2	0.464	0.6646	0.402	0.603
JAK2	0.9948	0.9962	0.9938	0.994
DOCK8	0.9838	0.9478	0.9732	0.9274
KHDRBS3	0.5566	0.37	0.5804	0.3956
FAM49B	0.9794	0.9566	0.9658	0.9434
PTPRD	0.4654	0.5552	0.3258	0.4362
TRAPPC9	0.4938	0.5206	0.2636	0.3334
PTK2	0.8458	0.7484	0.8444	0.7512
KCNQ3	0.7752	0.8276	0.7172	0.8006
ZCCHC7	0.947	0.9978	0.9132	0.9944
BNC2	0.891	0.9952	0.8376	0.9906
TLE4	0.0325	0.0563	0.0241	0.0291
GNAQ	0.9718	0.9878	0.971	0.981
_ENSG00000233926	0.8758	0.638	0.8718	0.61
FRG1HP	0.4638	0.369	0.1706	0.1354
SPIN1	0.176	0.252	0.1806	0.2566
TGFBR1	0.9814	0.92	0.9854	0.9198
SYK	0.5902	0.6674	0.4936	0.6032
RAPGEF1	0.2304	0.2698	0.1014	0.1916
SETX	0.742	0.742	0.606	0.6686
DENND1A	0.7274	0.7404	0.575	0.6142
PRRC2B	0.9958	0.9234	0.9932	0.9026
GSN	0.8686	0.7552	0.804	0.6352
KCNQ1	0.493	0.5016	0.2396	0.3212
RPLP2	0.0709	0.0167	0.0773	0.0198
PSMA1	0.6076	0.8292	0.4762	0.78
SBF2	0.6136	0.5946	0.4404	0.4006
PDE3B	0.739	0.785	0.7294	0.7584
NAV2	0.8702	0.7568	0.8162	0.6842
TTC17	0.665	0.664	0.4512	0.4818
LRP4	0.2902	0.2446	0.1918	0.1978
PTPRJ	0.6872	0.7636	0.545	0.688
CELF1	0.0521	0.0265	0.065	0.0324
FTH1	0.5796	0.5198	0.3726	0.3402
NEAT1	0.8792	0.916	0.883	0.9014
PPP6R3	0.9916	0.812	0.9894	0.7624
FCHSD2	0.8152	0.9094	0.7194	0.853
SLCO2B1	0.4116	0.514	0.2052	0.395
KDM2A	0.6288	0.713	0.407	0.5046
PACS1	0.7786	0.7466	0.6646	0.6422
UVRAG	0.8754	0.937	0.8248	0.9002
MALAT1	0.275	0.6426	0.1266	0.5208
GAB2	0.5414	0.6802	0.2612	0.4544
PICALM	0.8838	0.7786	0.839	0.7126
ATM	0.9086	0.9962	0.8704	0.993
DLG2	0.5332	0.5876	0.456	0.5384
MAML2	0.6288	0.7848	0.5628	0.7412
_ENSG00000254420	0.2202	0.2312	0.028	0.0399
SORL1	0.9658	0.915	0.9662	0.9308
IL18	0.7936	0.646	0.7184	0.568
NRGN	0.731	0.923	0.6222	0.8612
SIK3	0.579	0.7964	0.516	0.7786
LINC02712	0.565	0.639	0.5674	0.6558
CELF2	0.1956	0.2828	0.2094	0.285
MLLT10	0.8688	0.7506	0.8246	0.67
ARHGAP21	0.9916	0.7906	0.9914	0.7686
PLXDC2	0.6618	0.7046	0.6778	0.6902
USP6NL	0.6058	0.5812	0.5562	0.5244
PIP4K2A	0.0607	0.069	0.0258	0.0304
FRMD4A	0.597	0.8362	0.566	0.8398
FLI1	0.832	0.9576	0.7412	0.95
CAMK1D	0.787	0.7242	0.7206	0.6386
SFMBT2	0.7252	0.9136	0.7132	0.9152
_ENSG00000229751	0.4548	0.4224	0.3776	0.3622
LINC02642	0.9088	0.9366	0.8952	0.9226
MRC1	0.9976	0.793	0.9972	0.7502
APBB1IP	0.7418	0.8986	0.6594	0.8786
WAC	0.986	0.8056	0.9806	0.775
CCNY	0.9922	0.9534	0.99	0.9188
EPC1	0.5218	0.477	0.2676	0.212
ARHGAP22	0.7908	0.921	0.7434	0.9056
WDFY4	0.988	0.8724	0.9814	0.8492
ARHGAP12	0.9996	0.9978	0.9998	0.997
SGMS1	0.9584	0.814	0.915	0.6964
PALD1	0.8674	0.849	0.8118	0.8
VSIR	0.8096	0.7482	0.746	0.7046
HERC4	0.828	0.775	0.74	0.6576
LRMDA	0.4752	0.7268	0.4528	0.6932
ADK	0.6968	0.6858	0.558	0.5544
KCNMA1	0.376	0.3638	0.2234	0.224
JMJD1C	0.382	0.2998	0.2474	0.1958
NRG3	0.5696	0.5396	0.4872	0.4646
PSAP	0.3424	0.266	0.118	0.0903
BLNK	0.9546	0.89	0.923	0.864
CPEB3	0.349	0.371	0.3702	0.3166
ENTPD1	0.2922	0.3938	0.121	0.2552
PTEN	0.9562	0.8948	0.9538	0.888
LCOR	0.7378	0.7766	0.6924	0.745
ENTPD1-AS1	0.7082	0.728	0.5162	0.6036
WNK1	0.0666	0.2816	0.1003	0.3266
ERC1	0.487	0.4086	0.2468	0.163
PTPRE	0.4692	0.5446	0.2036	0.3766
RGS10	0.6688	0.6028	0.6018	0.5632
VTI1A	0.669	0.6718	0.4816	0.5118
HTRA1	0.9834	0.971	0.9802	0.9644
CTBP2	0.7082	0.7296	0.5558	0.6474
SHTN1	0.0251	0.0333	0.0306	0.047
GAPDH	0.8118	0.7168	0.7756	0.6492
ETV6	0.3138	0.3238	0.1836	0.213
A2M	0.585	0.815	0.56	0.8038
LRMP	0.864	0.7706	0.8362	0.7254
RASSF8	0.8916	0.9096	0.8534	0.8764
BHLHE41	0.609	0.5798	0.508	0.5382
ITPR2	0.9234	0.9784	0.9038	0.968
CCDC91	0.5766	0.384	0.5508	0.342
TUBA1B	0.7102	0.7796	0.5972	0.676
FGD4	0.8592	0.9084	0.8526	0.8888
SCAF11	0.9424	0.9816	0.9104	0.956
DIP2B	0.758	0.6268	0.6644	0.513
NCKAP1L	0.9906	0.984	0.9908	0.9838
FMNL3	0.9692	0.8736	0.9604	0.8356
R3HDM2	0.8402	0.5574	0.7838	0.4026
SYT1	0.4778	0.5682	0.3092	0.393
NAV3	0.9272	0.93	0.9218	0.919
ATP2B1	0.4388	0.4434	0.2382	0.2082
USP15	0.7094	0.7846	0.611	0.7448
SRGAP1	0.49	0.4804	0.443	0.4098
MED13L	0.8386	0.8482	0.802	0.8184
APPL2	0.7386	0.6956	0.6662	0.6076
WASHC4	0.6078	0.6074	0.4738	0.5124
CHST11	0.7312	0.8896	0.6666	0.828
TAOK3	0.9552	0.913	0.946	0.8874
UBC	0.2922	0.2918	0.1234	0.158
SPPL3	0.105	0.2216	0.111	0.1938
ELF1	0.6054	0.6712	0.488	0.5616
ZMYM2	0.5026	0.6052	0.531	0.6192
PAN3	0.8162	0.792	0.7672	0.7396
NBEA	0.4154	0.3932	0.2588	0.2696
N4BP2L2	0.4296	0.388	0.2032	0.1476
MYCBP2	0.1542	0.1274	0.1032	0.1008
RUBCNL	0.9844	0.9248	0.9822	0.9066
TBC1D4	0.9964	0.9228	0.994	0.9022
LRCH1	0.9524	0.8384	0.9318	0.8088
ITM2B	0.5528	0.4198	0.4098	0.3156
WDFY2	0.9898	0.9468	0.987	0.9196
LPAR6	0.284	0.3066	0.1646	0.202
RB1	0.6488	0.8474	0.6156	0.8398
DLEU1	0.5004	0.449	0.1844	0.1806
PCDH9	0.4292	0.453	0.32	0.3044
DLEU2	0.9242	0.9618	0.8962	0.9232
ABCC4	0.3964	0.5976	0.4042	0.5946
UBAC2	0.5676	0.5418	0.4714	0.4766
MIS18BP1	0.7492	0.5922	0.6744	0.496
NRXN3	0.6588	0.6408	0.5438	0.5362
FOXN3	0.8478	0.8244	0.7642	0.775
SPTLC2	0.8002	0.7724	0.7576	0.733
SUSD6	0.5962	0.678	0.4786	0.6084
NUMB	0.5452	0.4878	0.3534	0.3222
GPHN	0.436	0.7244	0.446	0.754
RAD51B	0.5196	0.5004	0.461	0.4162
ZFP36L1	0.3548	0.3342	0.3804	0.3694
CALM1	0.7286	0.881	0.6268	0.8306
_ENSG00000259124	0.7278	0.8088	0.7068	0.7828
HSP90AA1	0.9728	0.6598	0.962	0.5266
_ENSG00000100599	0.5792	0.5754	0.3734	0.4492
EVL	0.6884	0.7784	0.6756	0.7726
SNHG14	0.5716	0.534	0.4708	0.4554
CYFIP1_ENSG00000273749	0.6328	0.6222	0.4868	0.51
SPRED1	0.9846	0.9114	0.9872	0.913
B2M_ENSG00000166710	0.4022	0.294	0.336	0.2128
FMN1	0.772	0.9062	0.76	0.9038
HERC1	0.99	0.9482	0.9836	0.935
RAB11A	0.534	0.4672	0.406	0.3742
ATP8B4	0.9982	0.9584	0.9958	0.9534
VPS13C	0.853	0.7642	0.811	0.6754
ADAM10	0.8562	0.6332	0.8156	0.5896
ZNF280D	0.9436	0.9864	0.9184	0.9708
TCF12	0.981	0.7908	0.9708	0.7636
RNF111	0.4534	0.4562	0.2656	0.2922
TLN2	1	0.9312	1	0.9308
DENND4A	0.7446	0.6038	0.6996	0.5484
ZNF609	0.9632	0.9956	0.948	0.9946
PIAS1	0.9706	0.9546	0.959	0.939
RPLP1	0.0227000000000001	0.0253	0.0286	0.0239
LINGO1	0.6686	0.5606	0.6512	0.5084
PEAK1	0.82	0.775	0.8188	0.777
MEF2A	0.7822	0.7708	0.7782	0.7582
ZNF710	0.7656	0.7376	0.7012	0.682
LRRK1	0.479	0.6486	0.4182	0.581
AKAP13	0.5724	0.582	0.4662	0.503
CREBBP	0.9594	0.8758	0.9214	0.8126
SNX29	0.6288	0.6144	0.455	0.4772
RBFOX1	0.6072	0.6124	0.5006	0.5136
PRKCB	0.5126	0.4882	0.339	0.2886
HS3ST4	0.5262	0.436	0.483	0.4426
FUS	0.1932	0.0974	0.0557	0.0172
ITFG1	0.2084	0.2534	0.0712	0.1084
LPCAT2	0.9968	0.993	0.9958	0.9922
NFAT5	0.832	0.768	0.7346	0.64
FTO	0.9942	0.8358	0.9938	0.791
CHD9	0.7378	0.6744	0.6404	0.5632
ZFHX3	0.6258	0.7432	0.5558	0.6866
CMIP	0.8348	0.7026	0.8158	0.6608
ANKRD11	0.6624	0.6084	0.582	0.544
MAF	0.5378	0.457	0.5774	0.5074
WWOX	0.8648	0.786	0.802	0.7162
PLCG2	0.4874	0.477	0.3042	0.345
PAFAH1B1	0.7496	0.5718	0.659	0.5196
PIK3R5	0.8846	0.7882	0.8366	0.7368
ABR_ENSG00000159842	0.7428	0.695	0.696	0.6488
WSB1	0.3184	0.2846	0.1544	0.1476
SPECC1	0.9704	0.9898	0.947	0.9858
NCOR1	0.6902	0.7964	0.5152	0.6424
SSH2	0.858	0.7662	0.8476	0.7504
ADAP2	0.6418	0.551	0.546	0.452
NF1	0.965	0.995	0.9618	0.9942
SUZ12P1	0.7416	0.6944	0.6254	0.5488
TAF15_ENSG00000270647	0.4632	0.4228	0.1964	0.2138
KANSL1_ENSG00000120071	0.8546	0.9682	0.8014	0.9436
GPATCH8	0.4296	0.4396	0.2052	0.2348
LUC7L3	0.496	0.6058	0.3612	0.5028
BCAS3	0.817	0.7588	0.7106	0.6216
DDX5	0.489	0.4456	0.3234	0.2966
SMURF2	0.7774	0.7926	0.7372	0.7622
RHBDF2	0.4826	0.5142	0.4226	0.4626
PRKCA	0.7872	0.9882	0.6636	0.9734
BPTF	0.9414	0.9308	0.9102	0.9088
RNF213	0.4028	0.3612	0.1976	0.2006
GRB2	0.6338	0.6672	0.5878	0.6414
HELZ	0.9796	0.7552	0.9706	0.6936
EPB41L3	0.7276	0.4406	0.7082	0.464
L3MBTL4	0.7186	0.6996	0.5652	0.5498
RAB31	0.5454	0.6386	0.4644	0.5852
LDLRAD4	0.6642	0.6778	0.5536	0.613
SETBP1	0.777	0.8984	0.6662	0.8422
NEDD4L	0.349	0.3426	0.3016	0.2876
C20orf194	0.536	0.5826	0.3114	0.3916
SOCS6	0.8962	0.997	0.8878	0.9956
TCF4	0.3066	0.3076	0.1158	0.0968
HCK	0.534	0.6578	0.3066	0.5262
SYNDIG1	0.7776	0.8744	0.751	0.8788
SNAP25	0.7826	0.8464	0.6924	0.7854
RIN2	0.742	0.7244	0.5802	0.5932
MACROD2	0.522	0.5442	0.5424	0.5368
PREX1	0.797	0.5684	0.7534	0.4644
NCOA3	0.8242	0.846	0.7404	0.789
RBM39	0.503	0.3768	0.2758	0.215
GNAS	0.663	0.5356	0.5046	0.4024
NFATC2	0.8302	0.6668	0.751	0.5584
GNG7	0.4788	0.4456	0.4142	0.3526
C3	0.6948	0.76	0.6388	0.7168
MYO1F	0.8098	0.7154	0.7164	0.6214
MYO9B	0.3838	0.4146	0.2958	0.387
