gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
PIK3CD	0.7044	0.7446	0.5256	0.587
SLC25A33	0.9774	0.9116	0.9566	0.8608
PLEKHG5	0.8996	0.6994	0.9048	0.6916
CAMTA1	0.6082	0.5214	0.5782	0.4536
EXOSC10	0.5446	0.6312	0.4268	0.5708
NMNAT1	0.8458	0.551	0.789	0.486
AURKAIP1	0.559	0.5196	0.4608	0.4134
MTHFR	0.7786	0.6362	0.799	0.673
CTNNBIP1	0.7894	0.8848	0.7974	0.9216
GABRD	0.397	0.4678	0.2324	0.3844
HES4	0.745	0.606	0.4606	0.3296
NOC2L	0.4708	0.551	0.2918	0.4818
KAZN	0.5666	0.6714	0.5752	0.7214
MMP23B	0.8236	0.9564	0.8034	0.9656
AJAP1	0.7196	0.8144	0.681	0.7462
MIB2	0.887	0.8308	0.8836	0.751
ATAD3A	0.4294	0.4384	0.2312	0.2518
MTOR	0.8316	0.8518	0.7738	0.857
TNFRSF25	0.524	0.4936	0.2048	0.1988
CCNL2	0.628	0.737	0.482	0.6352
LINC01128	0.5672	0.7606	0.611	0.8758
_ENSG00000230021	0.9682	0.8666	0.8616	0.6668
_ENSG00000237094	0.4648	0.3174	0.3234	0.2188
LINC01409	0.8546	0.7778	0.8102	0.7624
MRPL20	0.9932	0.9146	0.9342	0.9722
CDK11B	0.6328	0.6902	0.5594	0.6222
MTATP6P1	0.7054	0.8762	0.7362	0.9022
STPG1	0.9222	0.845	0.8884	0.796
NIPAL3	0.5362	0.5404	0.5336	0.5246
KDM1A	0.7342	0.785	0.511	0.5806
FAM76A	0.2218	0.2558	0.2266	0.2586
ELOA	0.5026	0.6206	0.5524	0.6622
LYPLA2	0.5252	0.5088	0.3706	0.3764
FBXO42	0.5664	0.6936	0.4306	0.6452
MRTO4	0.4136	0.6104	0.3572	0.5396
PITHD1	0.4436	0.6496	0.3088	0.5548
CROCC	0.868	0.8086	0.9054	0.8364
PTPRU	0.6216	0.5468	0.4622	0.3764
SPEN	0.1518	0.1532	0.0753	0.0939
CDC42	0.5368	0.7226	0.4962	0.7042
ARHGEF10L	0.4114	0.2024	0.3464	0.1716
EIF4G3	0.8536	0.7652	0.878	0.7524
RAP1GAP	0.4076	0.4458	0.1298	0.1596
CAPZB	0.573	0.625	0.5538	0.6484
CROCCP3	0.3314	0.4046	0.2738	0.404
ASAP3	0.859	0.9388	0.8412	0.9588
SLC9A1	0.5806	0.5494	0.516	0.461
NUDC	0.57	0.6486	0.528	0.617
USP48	0.4514	0.5468	0.4792	0.5922
DNAJC16	0.4012	0.4596	0.2604	0.3916
OPRD1	0.4906	0.614	0.4348	0.5754
SRSF4	0.488	0.511	0.3528	0.3878
MECR	0.961	0.98	0.898	0.9126
PLEKHM2	0.8098	0.8624	0.8872	0.954
SDHB	0.6198	0.5422	0.5104	0.4562
IGSF21	0.6766	0.6184	0.6306	0.5618
KIF17	0.9336	0.715	0.9162	0.6818
ECE1	0.3206	0.363	0.3282	0.3906
SYF2	0.8688	0.8744	0.7788	0.7988
RSRP1	0.8958	0.9174	0.8302	0.8336
STMN1	0.625	0.8	0.5716	0.7116
MTFR1L	0.6354	0.7364	0.6616	0.8058
MAN1C1	0.3804	0.533	0.1604	0.3656
DHDDS	0.9328	0.9344	0.9704	0.9656
ARID1A	0.2634	0.3014	0.165	0.2142
RPA2	0.9986	0.831	0.9274	0.7518
PPP1R8	0.5698	0.4122	0.4628	0.3274
STX12	0.8484	0.8396	0.9106	0.8294
TAF12	0.413	0.1588	0.2906	0.113
HNRNPR	0.8342	0.9578	0.8316	0.8924
DNAJC8	0.5982	0.7144	0.5722	0.7134
AHDC1	0.6616	0.8756	0.5704	0.9012
IFI6	0.5524	0.4806	0.4338	0.373
EMC1	0.6674	0.9804	0.6566	0.9306
UBR4	0.4264	0.4618	0.3462	0.4222
HP1BP3	0.652	0.4962	0.5692	0.3912
CEP85	0.2452	0.2984	0.2158	0.3012
ATP5IF1	0.4464	0.403	0.4058	0.3596
EPHB2	0.7002	0.8468	0.7072	0.883
SRRM1	0.4962	0.4504	0.5624	0.563
SH3BGRL3	0.3276	0.3176	0.3254	0.3114
RPL11	0.2082	0.2378	0.1442	0.1598
WDTC1	0.746	0.8348	0.7194	0.922
NBPF3	0.9172	0.7538	0.871	0.6892
EXTL1	0.3558	0.3084	0.0904	0.114
UBXN11	0.1826	0.2252	0.1682	0.204
EYA3	0.4866	0.8612	0.3672	0.8798
WASF2	0.2464	0.2218	0.1186	0.1388
NBL1	0.5472	0.5802	0.4172	0.543
PINK1	0.6156	0.776	0.582	0.745
EPB41	0.6816	0.6092	0.5178	0.4736
ATP13A2	0.3448	0.3554	0.1574	0.2024
GMEB1	0.9288	0.9936	0.792	0.9748
CAMK2N1	0.6202	0.6272	0.6306	0.5886
LUZP1	0.8352	0.9578	0.8542	0.961
OTUD3	0.3544	0.3608	0.2502	0.2886
PDIK1L	0.7322	0.9128	0.7106	0.922
TRNAU1AP	0.6646	0.8528	0.5978	0.928
TMEM50A	0.863	0.8882	0.8072	0.8038
TMEM222	0.4298	0.4804	0.2072	0.279
SRSF10	0.7478	0.4978	0.6096	0.3614
PNRC2	0.988	0.883	0.9766	0.8478
DDI2	0.8114	0.9482	0.7504	0.9486
YTHDF2	0.4764	0.64	0.3678	0.5516
HMGN2	0.5144	0.5872	0.4568	0.5522
PHACTR4	0.615	0.8794	0.5198	0.9126
ZDHHC18	0.3596	0.5582	0.2322	0.5376
MACO1	0.4574	0.5096	0.4314	0.4848
CROCCP2	0.5632	0.7822	0.4448	0.6874
NBPF1	0.5916	0.7924	0.4888	0.812
_ENSG00000226526	0.8458	0.717	0.8196	0.6352
EMC1-AS1	0.5578	0.4988	0.3534	0.2754
UQCRHL	0.3964	0.521	0.365	0.4662
_ENSG00000235912	0.288	0.2594	0.198	0.1838
ELOA-AS1	0.4998	0.4556	0.3044	0.283
_ENSG00000240553	0.9704	0.9778	0.9714	0.9924
DDOST	0.5866	0.7346	0.5978	0.7634
_ENSG00000280114	0.4728	0.3656	0.407	0.2952
AK2	0.7568	0.9344	0.6994	0.8542
SCMH1	0.1602	0.2056	0.0557	0.1216
NCDN	0.6288	0.6718	0.7164	0.696
KPNA6	0.5582	0.679	0.4082	0.6354
TRIT1	0.6694	0.7908	0.5902	0.7072
TRAPPC3	0.427	0.5478	0.3942	0.516
THRAP3	0.744	0.6842	0.7174	0.7124
SNRNP40	0.451	0.451	0.3708	0.4012
YBX1	0.9222	0.9428	0.7862	0.8678
KDM4A	0.9048	0.9706	0.8992	0.96
NFYC	0.3188	0.3702	0.2406	0.3078
TESK2	0.9444	0.8432	0.9562	0.8604
EIF2B3	0.6456	0.7006	0.4454	0.6336
SMAP2	0.9312	0.7788	0.756	0.5628
PPIE	0.2618	0.2922	0.2312	0.2778
ZMPSTE24	0.882	0.9226	0.9382	0.9642
EIF3I	0.9794	0.8768	0.8884	0.752
COL16A1	0.5336	0.5088	0.4544	0.4072
TXLNA	0.688	0.7766	0.5448	0.7124
POMGNT1	0.8846	0.9556	0.8966	0.9686
MAST2	0.9918	0.6388	0.9556	0.6264
AGO1	0.8966	0.563	0.8882	0.6654
S100PBP	0.4684	0.5266	0.282	0.415
DLGAP3	0.957	0.9926	0.9844	0.9678
SFPQ	0.8788	0.7694	0.7092	0.608
TFAP2E	0.7096	0.959	0.5516	0.9172
MAP7D1	0.6154	0.6906	0.5486	0.6854
OSCP1	0.637	0.745	0.5602	0.6952
MRPS15	0.4722	0.4102	0.3948	0.322
HPCAL4	0.711	0.9936	0.7458	0.9786
RLF	0.9458	0.737	0.9776	0.6252
RIMS3	0.3932	0.4328	0.286	0.388
P3H1	0.9704	0.5766	0.9052	0.4768
EBNA1BP2	0.445	0.428	0.3908	0.347
IPO13	0.4462	0.4684	0.2284	0.3472
ATP6V0B	0.3344	0.295	0.2792	0.2132
B4GALT2	0.472	0.576	0.1558	0.3282
ERI3	0.3128	0.4056	0.1228	0.3458
PTCH2	0.9666	0.9918	0.9506	0.9786
AKR1A1	0.7628	0.8038	0.7308	0.767
PRDX1	0.6892	0.8968	0.6296	0.831
FAAH	0.7812	0.9166	0.811	0.9698
NSUN4	0.7904	0.7668	0.6236	0.6826
ADGRB2	0.4776	0.3944	0.2046	0.1498
ZCCHC17	0.6208	0.4984	0.525	0.4116
FABP3	0.516	0.6362	0.4604	0.6086
KHDRBS1	0.8246	0.7738	0.8454	0.7884
TMEM39B	0.552	0.2772	0.3982	0.1898
CSMD2	0.4798	0.4056	0.4074	0.3362
HPCA	0.5712	0.666	0.5694	0.6576
PSMB2	0.7022	0.951	0.7058	0.9472
AGO3	0.6146	0.8826	0.5356	0.8962
UROD	0.7846	0.8416	0.7334	0.7926
ST3GAL3	0.8102	0.5914	0.7668	0.5196
HIVEP3	0.3432	0.4158	0.25	0.3608
MACF1	0.6746	0.8566	0.689	0.8748
CAP1	0.631	0.8244	0.595	0.778
PPT1	0.9938	0.4292	0.9998	0.3972
LRRC41	0.9	0.9194	0.977	0.9908
NASP	0.1456	0.1248	0.1268	0.1578
PUM1	0.6476	0.7664	0.6476	0.8214
YARS1	0.3926	0.201	0.2782	0.1082
PHC2	0.919	0.8704	0.964	0.914
AGO4	0.9312	0.8758	0.9458	0.8044
C1orf216	0.4468	0.5222	0.3844	0.4314
KIAA0319L	0.6198	0.601	0.5498	0.5192
AZIN2	0.4196	0.6084	0.45	0.644
RPS8	0.1558	0.1686	0.1158	0.117
PTPRF	0.9184	0.8748	0.9354	0.8112
ZMYM4	0.497	0.8522	0.5438	0.8908
RHBDL2	0.6774	0.6324	0.572	0.6078
CCDC24	0.6708	0.6224	0.6232	0.5636
GPBP1L1	0.4796	0.757	0.2676	0.6796
BSDC1	0.7502	0.7912	0.7386	0.7966
ZNF362	0.8394	0.766	0.7604	0.6376
ZSWIM5	0.3446	0.4038	0.2478	0.368
SDC3	0.6234	0.986	0.5622	0.926
PEF1	0.472	0.514	0.4804	0.5046
SYNC	0.9016	0.773	0.9196	0.7244
RBBP4	0.6656	0.7526	0.6314	0.7618
SMIM12	0.6856	0.8768	0.7162	0.9682
GRIK3	0.7436	0.8444	0.6992	0.7796
MEAF6	0.451	0.5056	0.3774	0.4582
C1orf50	0.3852	0.358	0.3228	0.271
NDUFS5	0.5792	0.6984	0.5858	0.7064
LURAP1	0.781	0.9618	0.8106	0.9818
CTPS1	0.3026	0.1288	0.2158	0.0904
PPIH	0.9902	0.9936	0.9668	0.9788
UQCRH	0.5094	0.819	0.6084	0.8924
AKIRIN1	0.9098	0.8204	0.9696	0.858
MARCKSL1	0.4028	0.5876	0.1524	0.3866
ZBTB8OS	0.3196	0.3774	0.1246	0.2766
RIMKLA	0.3684	0.6484	0.2746	0.6306
SVBP	0.9334	0.9688	0.9278	0.9504
DMAP1	0.6712	0.66	0.5122	0.517
LSM10	0.4132	0.453	0.3582	0.3954
EPHA10	0.5514	0.3964	0.6022	0.4984
SF3A3	0.9768	0.9294	0.909	0.793
CCDC30	0.277	0.3634	0.1112	0.1852
RNF220	0.9688	0.9178	0.915	0.8712
MTF1	0.2986	0.3582	0.1174	0.3316
STK40	0.7736	0.618	0.7818	0.6182
C1orf122	0.5424	0.51	0.412	0.3832
SZT2	0.2806	0.257	0.2036	0.2412
ARMH1	0.4884	0.5948	0.4032	0.6194
FOXJ3	0.4658	0.6922	0.5408	0.8548
INPP5B	0.703	0.9734	0.5616	0.9826
_ENSG00000228436	0.4148	0.5264	0.2602	0.4846
_ENSG00000230955	0.3114	0.2714	0.0783	0.0799
_ENSG00000233514	0.2634	0.2806	0.182	0.1736
_ENSG00000236065	0.7622	0.6882	0.6306	0.5146
_ENSG00000238287	0.4454	0.3998	0.2378	0.2436
LRRC7	0.7554	0.9042	0.7886	0.9324
PTGER3	0.5264	0.3312	0.447	0.2802
YIPF1	0.7836	0.76	0.772	0.723
NDC1	0.779	0.8254	0.7422	0.8194
LRRC40	0.7314	0.9434	0.6072	0.9164
NRDC	0.9166	0.7596	0.7846	0.6018
MKNK1	0.2212	0.1884	0.0523	0.0848
PGM1	0.6946	0.1372	0.8032	0.0962
HSPB11	0.9514	0.9932	0.9976	0.9464
EPS15	0.4968	0.4404	0.3906	0.3408
ALG6	0.406	0.4014	0.3428	0.4038
DHCR24	0.534	0.7926	0.4238	0.8178
SCP2	0.7486	0.8256	0.737	0.8288
TMEM59	0.9216	0.8734	0.8118	0.7462
MRPL37	0.4944	0.4898	0.4862	0.5282
DOCK7	0.5456	0.3368	0.4698	0.251
DNAJC6	0.4876	0.5052	0.2858	0.304
LEPR	0.96	0.893	0.9596	0.8892
SLC35D1	0.7096	0.7244	0.6768	0.7488
WLS	0.8492	0.757	0.7718	0.6672
SRSF11	0.6042	0.649	0.4492	0.5434
OSBPL9	0.416	0.5568	0.3874	0.5702
TXNDC12	0.6442	0.5136	0.5194	0.414
ANKRD13C	0.643	0.783	0.5996	0.7552
SGIP1	0.7772	0.8564	0.7526	0.865
ECHDC2	0.1164	0.1468	0.0499	0.0568
RNF11	0.4282	0.5918	0.261	0.4804
ATPAF1	0.7032	0.8698	0.6838	0.8862
ATG4C	0.4794	0.354	0.5378	0.4346
SPATA6	0.2254	0.2086	0.0648	0.0799
ZRANB2	0.9528	0.7876	0.8972	0.619
PATJ	0.5088	0.7968	0.4872	0.905
HOOK1	0.3804	0.3232	0.1804	0.1604
BTF3L4	0.4154	0.6434	0.3318	0.6186
TUT4	0.5412	0.755	0.4644	0.7816
ITGB3BP	0.1892	0.2346	0.0187	0.0535
SERBP1	0.619	0.9156	0.5646	0.868
WDR78	0.4508	0.5366	0.36	0.5
ZFYVE9	0.8832	0.67	0.8278	0.6008
LRP8	0.7118	0.7828	0.7036	0.8582
SSBP3	0.5572	0.7344	0.453	0.7116
CACHD1	0.6058	0.5792	0.5724	0.5606
EFCAB14	0.733	0.8628	0.7736	0.9472
CMPK1	0.507	0.6306	0.3824	0.5818
ELAVL4	0.7	0.9548	0.6918	0.9952
ZYG11B	0.468	0.8204	0.3596	0.8186
MAGOH	0.8742	0.8888	0.9102	0.8888
ACOT11	0.3944	0.4586	0.3968	0.5026
USP24	0.7536	0.6126	0.7968	0.5928
PRKAA2	0.496	0.7366	0.4116	0.743
AK4	0.5692	0.6614	0.3676	0.4898
JAK1	0.6758	0.6488	0.5904	0.6184
RAVER2	0.1584	0.1406	0.1066	0.1126
NFIA	0.4508	0.6804	0.3636	0.5616
MYSM1	0.4782	0.3998	0.3978	0.3324
TM2D1	0.5576	0.8374	0.5806	0.9214
USP1	0.5888	0.5846	0.5354	0.5228
NEGR1	0.7652	0.6168	0.5456	0.4432
FGGY	0.6252	0.645	0.3878	0.5114
DAB1	0.3534	0.2568	0.3102	0.247
GLIS1	0.7866	0.7558	0.752	0.7
JUN	0.6654	0.787	0.6758	0.8308
PDE4B	0.773	0.8152	0.6964	0.8124
FAF1	0.4522	0.5518	0.4064	0.4958
AGBL4	0.779	0.7682	0.7412	0.7326
CYP4X1	0.9504	0.959	0.9776	0.9996
MIER1	0.7304	0.874	0.7512	0.8778
EFCAB7	0.299	0.287	0.0415	0.0474
LINC01748	0.1668	0.1614	0.1246	0.1154
LINC01359	0.6448	0.8124	0.6862	0.8546
_ENSG00000229294	0.8608	0.8214	0.8318	0.7584
ZRANB2-AS2	0.51	0.408	0.3664	0.3892
GCLM	0.4048	0.498	0.3204	0.4582
_ENSG00000036549	0.6138	0.4008	0.615	0.3688
MSH4	0.273	0.2842	0.1884	0.1814
COL11A1	0.4922	0.5442	0.465	0.5628
PKN2	0.4978	0.6312	0.3754	0.574
EVI5	0.466	0.4486	0.439	0.4466
USP33	0.452	0.3556	0.383	0.332
SLC25A24	0.8546	0.9106	0.939	0.9514
SH3GLB1	0.7438	0.6018	0.5886	0.4814
CDC7	0.8406	0.8288	0.8124	0.8448
ACADM	0.4594	0.5582	0.3342	0.4908
ST6GALNAC5	0.2102	0.175	0.2114	0.1632
ADGRL2	0.4916	0.3644	0.4404	0.2978
RPF1	0.4622	0.6452	0.2228	0.502
SSX2IP	0.733	0.969	0.699	0.9784
ZNHIT6	0.8166	0.9342	0.7996	0.9416
TMED5	0.8626	0.9122	0.904	0.7996
DR1	0.5884	0.7148	0.4298	0.6358
CNN3	0.5146	0.5314	0.407	0.4262
ABCD3	0.3884	0.1374	0.331	0.0845
DPH5	0.4392	0.45	0.3548	0.385
PTBP2	0.8702	0.9176	0.8914	0.9326
PLPPR5	0.8738	0.9528	0.9692	0.7912
PLPPR4	0.9158	0.8246	0.923	0.678
SLC35A3	0.8092	0.618	0.682	0.45
OLFM3	0.2094	0.17	0.1698	0.1722
RPL5	0.1146	0.0829	0.0413	0.026
ODF2L	0.771	0.849	0.7268	0.8152
TRMT13	0.1982	0.1902	0.0821	0.109
LRRC39	0.8548	0.7662	0.7756	0.7288
ZNF644	0.7724	0.7592	0.7206	0.7108
CCDC18	0.4754	0.5596	0.3346	0.519
RPAP2	0.6356	0.8272	0.4734	0.87
BCAR3	0.2622	0.2194	0.1142	0.1324
TTLL7	0.411	0.2712	0.2088	0.1374
FNBP1L	0.701	0.6672	0.6504	0.6556
KYAT3	0.8888	0.9554	0.8794	0.9612
GTF2B	0.6882	0.6828	0.5048	0.5406
RABGGTB	0.8022	0.6472	0.846	0.7156
GIPC2	0.5904	0.6198	0.5806	0.6364
ARHGAP29	0.2986	0.3048	0.2722	0.2802
SLC44A5	0.6502	0.5332	0.5604	0.4116
RPL7P9	0.1182	0.1258	0.0479	0.0506
DBT	0.4308	0.4274	0.3642	0.3938
RTCA	0.2226	0.1198	0.1362	0.0526
PRKACB	0.7114	0.9856	0.6166	0.9906
PIGK	0.9428	0.7302	0.9314	0.6862
LMO4	0.46	0.4506	0.3376	0.3312
MTF2	0.9006	0.7148	0.867	0.61
DDAH1	0.4828	0.5088	0.3334	0.364
HS2ST1	0.4258	0.5536	0.3562	0.4936
AK5	0.8956	0.8054	0.8482	0.7608
DIPK1A	0.3178	0.3796	0.233	0.3122
MFSD14A	0.5474	0.741	0.3456	0.5392
FUBP1	0.8058	0.8304	0.8614	0.8746
NEXN	0.5782	0.4126	0.4852	0.39
TYW3	0.3162	0.2914	0.1312	0.1186
SNX7	0.0625	0.0817	0.0244	0.0185
NTNG1	0.0587	0.114	0.0748	0.1296
C1orf52	0.619	0.8388	0.559	0.7896
ZNF326	0.4876	0.5646	0.3268	0.4936
AGL	0.2918	0.348	0.2432	0.3042
EXTL2	0.4116	0.426	0.3158	0.3288
SLC30A7	0.9538	0.79	0.9942	0.7742
COL24A1	0.325	0.3582	0.296	0.3492
EPHX4	0.6012	0.5682	0.6244	0.5986
ALG14	0.6632	0.611	0.4972	0.5304
GLMN	0.7474	0.7926	0.7286	0.7866
ERICH3	0.718	0.9158	0.5706	0.8906
MIGA1	0.796	0.8836	0.7038	0.9614
SELENOF	0.836	0.5156	0.8668	0.493
ST6GALNAC3	0.3466	0.5406	0.3402	0.504
RNPC3	0.4382	0.52	0.365	0.4974
DPYD	0.4486	0.5056	0.4138	0.4554
BTBD8	0.2436	0.2608	0.0666	0.1202
LRRC8B	0.6588	0.9584	0.5258	0.9452
_ENSG00000223653	0.8272	0.6836	0.8224	0.6256
CCDC18-AS1	0.7632	0.9042	0.7562	0.9448
_ENSG00000224550	0.8968	0.8324	0.8316	0.8876
_ENSG00000224613	0.7998	0.7164	0.7262	0.6098
MIR137HG	0.9492	0.8018	0.9994	0.6668
_ENSG00000232825	0.8358	0.9696	0.8922	0.9374
DPYD-AS1	0.8448	0.885	0.7922	0.8946
LINC01725	0.92	0.892	0.9312	0.9208
_ENSG00000233184	0.5846	0.552	0.5448	0.5246
LINC02609	0.829	0.8328	0.7234	0.7256
_ENSG00000234953	0.5192	0.409	0.373	0.2598
CLCA4-AS1	0.5336	0.4836	0.3418	0.2886
PKN2-AS1	0.7962	0.778	0.7474	0.7952
AMY2B	0.5146	0.4544	0.4756	0.4782
_ENSG00000259946	0.8748	0.9866	0.949	0.8846
ST7L	0.491	0.799	0.3696	0.7878
CSDE1	0.5786	0.771	0.5242	0.7576
SARS1	0.9288	0.9872	0.996	0.9036
SIKE1	0.486	0.5734	0.3878	0.5664
GNAI3	0.6676	0.5046	0.6552	0.537
WDR3	0.6954	0.7778	0.621	0.7336
RSBN1	0.3014	0.1288	0.2138	0.0783
MAGI3	0.7568	0.7842	0.6742	0.7006
WDR47	0.457	0.7636	0.306	0.735
STXBP3	0.6948	0.525	0.744	0.5724
KIAA1324	0.4582	0.7978	0.4172	0.7942
AMPD2	0.3386	0.362	0.1734	0.2206
KCNC4	0.5866	0.8624	0.5016	0.9556
ATP5PB	0.9146	0.9728	0.85	0.9602
RAP1A	0.5578	0.7446	0.4904	0.7622
CAPZA1	0.3678	0.5212	0.2928	0.5078
BCAS2	0.699	0.8406	0.7878	0.8286
PHTF1	0.9876	0.8388	0.9972	0.7666
TTF2	0.443	0.4982	0.3634	0.466
WARS2	0.5166	0.3668	0.4564	0.3416
GPR89A	0.8422	0.9478	0.795	0.9146
LRIF1	0.8516	0.8694	0.8412	0.8304
GPSM2	0.8158	0.7034	0.7278	0.6624
CHD1L	0.6134	0.7528	0.5114	0.7304
PEX11B	0.82	0.812	0.7518	0.713
PRKAB2	0.8204	0.9606	0.8366	0.9686
PRPF38B	0.575	0.6354	0.4948	0.533
PSRC1	0.891	0.8042	0.8684	0.8032
SORT1	0.4316	0.7226	0.4194	0.7502
LAMTOR5	0.9984	0.8602	0.9204	0.7532
CEPT1	0.9286	0.5802	0.9098	0.548
ZNF697	0.2864	0.2516	0.1506	0.1228
CTTNBP2NL	0.541	0.5398	0.4894	0.5492
STRIP1	0.5388	0.5622	0.422	0.491
PSMA5	0.8834	0.9388	0.8684	0.8288
CELSR2	0.5944	0.7178	0.4756	0.6572
SLC16A1_ENSG00000155380	0.9842	0.9342	0.9882	0.8884
FAM102B	0.2556	0.3148	0.0675	0.0944
HIPK1	0.6212	0.8856	0.5716	0.8656
SLC22A15	0.7416	0.9668	0.6748	0.9836
ATP1A1	0.8658	0.9888	0.821	0.9956
AHCYL1	0.9964	0.9002	0.9902	0.7786
KCND3	0.4594	0.5616	0.4204	0.5502
SRGAP2C	0.5892	0.94	0.5272	0.9216
CYB561D1	0.5602	0.591	0.5118	0.5262
KCNA2	0.572	0.9932	0.4516	0.997
AMIGO1	0.5388	0.8108	0.5394	0.8658
POLR3C	0.6014	0.8296	0.511	0.8216
SRGAP2B	0.3612	0.514	0.2606	0.4434
GDAP2	0.9932	0.98	0.9536	0.9242
SLC6A17	0.5062	0.7504	0.3276	0.7192
TRIM33	0.3034	0.3432	0.217	0.2384
TAF13	0.5064	0.5978	0.3768	0.5018
INKA2	0.8708	0.8316	0.8946	0.8622
MAN1A2	0.6922	0.729	0.6576	0.7466
LRIG2	0.8444	0.943	0.7836	0.943
TMEM167B	0.5406	0.8016	0.4632	0.8094
_ENSG00000223804	0.866	0.8514	0.8998	0.8396
LINC01357	0.384	0.4656	0.1688	0.295
_ENSG00000224363	0.5756	0.7956	0.6248	0.8556
LAMTOR5-AS1	0.5152	0.7182	0.3442	0.6366
LINC00623	0.6992	0.3158	0.6862	0.291
SLC16A1-AS1	0.5674	0.7342	0.4564	0.7564
LINC02798	0.9856	0.926	0.9372	0.943
_ENSG00000227193	0.452	0.7658	0.4268	0.8486
_ENSG00000231246	0.6008	0.6138	0.3954	0.444
WARS2-AS1	0.2734	0.3184	0.0428	0.1312
LRIG2-DT_ENSG00000238198	0.6506	0.693	0.5082	0.6102
RBM8A	0.957	0.775	0.9814	0.8174
RNF115	0.4314	0.5624	0.2738	0.4786
SEC22B	0.9978	0.6552	0.9932	0.6716
NBPF15	0.5814	0.5244	0.3786	0.4168
NBPF12	0.512	0.5346	0.2478	0.409
LINC01145	0.5394	0.6614	0.4472	0.601
_ENSG00000274642	0.909	0.9006	0.9074	0.8886
_ENSG00000275131	0.7688	0.9076	0.7438	0.8874
HYDIN2	0.3182	0.3714	0.0809	0.1784
LINC01632	0.3378	0.2786	0.2576	0.1498
PLEKHO1	0.7308	0.8912	0.7478	0.9004
SCAMP3_ENSG00000116521	0.1658	0.1946	0.1738	0.1978
ASH1L	0.42	0.5566	0.3578	0.5538
GON4L	0.6712	0.7204	0.5912	0.6598
ARHGEF2	0.8066	0.8978	0.7442	0.8502
LAMTOR2	0.9908	0.9648	0.9378	0.9022
MEF2D	0.7344	0.8266	0.6398	0.795
PRPF3	0.3178	0.1892	0.189	0.1626
C1orf61	0.5142	0.4078	0.5658	0.497
DAP3	0.5572	0.6564	0.4076	0.5796
KHDC4	0.969	0.799	0.902	0.6632
BCAN	0.7008	0.8264	0.6716	0.8022
ARHGEF11	0.5688	0.7498	0.5068	0.761
SYT11	0.749	0.8732	0.6918	0.903
VPS45	0.5606	0.7904	0.4398	0.7394
PRCC	0.3542	0.3962	0.1894	0.2446
MRPL24	0.8164	0.6644	0.7306	0.558
ISG20L2	0.754	0.6044	0.705	0.5752
HDGF	0.5616	0.7242	0.544	0.7832
PRUNE1	0.5804	0.6034	0.4856	0.5184
TARS2	0.7666	0.9252	0.784	0.9966
SNX27	0.6116	0.6742	0.5626	0.666
SETDB1	0.7994	0.8954	0.7666	0.9168
