gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
ZMYM4	0.5472	0.8184	0.5944	0.887
RHBDL2	0.9274	0.8774	0.901	0.8586
CCDC24	0.7716	0.7662	0.6832	0.6024
GPBP1L1	0.3948	0.5402	0.2516	0.4838
BSDC1	0.7496	0.674	0.4452	0.376
ZNF362	0.4968	0.5242	0.303	0.3476
ZSWIM5	0.8966	0.8768	0.8946	0.842
SDC3	0.658	0.947	0.597	0.9738
PEF1	0.7128	0.8304	0.778	0.8622
SYNC	0.88	0.7572	0.8756	0.718
RBBP4	0.9566	0.7566	0.9058	0.7678
SMIM12	0.5226	0.631	0.546	0.6618
MEAF6	0.865	0.9474	0.8382	0.9388
NDUFS5	0.4828	0.5412	0.498	0.573
UQCRH	0.1194	0.1846	0.169	0.251
AKIRIN1	0.7226	0.7316	0.8246	0.8338
ZBTB8OS	0.4818	0.6128	0.324	0.6198
RIMKLA	0.367	0.6128	0.3194	0.62
DMAP1	0.919	0.8362	0.9	0.7588
EPHA10	0.9076	0.5548	0.8778	0.4874
SF3A3	0.7984	0.6942	0.7764	0.7112
CCDC30	0.4084	0.392	0.2544	0.3204
RNF220	0.849	0.778	0.852	0.8108
MTF1	0.7536	0.8172	0.668	0.8038
STK40	0.4118	0.2752	0.4544	0.3308
SZT2	0.4376	0.4636	0.4206	0.4706
ARMH1	0.5908	0.6422	0.4936	0.6238
FOXJ3	0.2906	0.4768	0.3598	0.63
INPP5B	0.6942	0.961	0.5876	0.9728
_ENSG00000228436	0.9764	0.985	0.9444	0.984
_ENSG00000230955	0.4918	0.4484	0.2346	0.2208
_ENSG00000238287	0.6522	0.7188	0.447	0.5934
LRRC7	0.6184	0.644	0.6128	0.654
PTGER3	0.79	0.7284	0.7284	0.7258
NDC1	0.184	0.0643	0.0954	0.0511
LRRC40	0.84	0.9088	0.7858	0.864
NRDC	0.9696	0.7564	0.8996	0.5776
MKNK1	0.4366	0.6084	0.2704	0.57
HSPB11	0.9088	0.993	0.9226	0.9756
EPS15	0.9884	0.731	0.9926	0.7072
ALG6	0.638	0.6272	0.6326	0.7006
DHCR24	0.5426	0.7386	0.507	0.7552
SCP2	0.6106	0.404	0.4728	0.2272
TMEM59	0.5762	0.6468	0.6466	0.739
DOCK7	0.9954	0.9078	0.9452	0.9562
DNAJC6	0.5232	0.7724	0.4076	0.735
LEPR	0.3798	0.313	0.3866	0.3296
SLC35D1	0.7192	0.2506	0.756	0.2714
SRSF11	0.9396	0.9826	0.987	0.9928
OSBPL9	0.7708	0.7312	0.7206	0.711
TXNDC12	0.915	0.6864	0.8358	0.584
ANKRD13C	0.6468	0.539	0.6508	0.5526
SGIP1	0.98	0.9256	0.8896	0.8434
ECHDC2	0.2612	0.3204	0.1842	0.2524
RNF11	0.4994	0.7048	0.3964	0.6446
ATPAF1	0.8204	0.9652	0.8408	0.9798
ATG4C	0.3576	0.3452	0.3036	0.3
SPATA6	0.4616	0.3912	0.4294	0.3486
ZRANB2	0.3052	0.3732	0.2372	0.2982
PATJ	0.3014	0.6046	0.2752	0.6896
HOOK1	0.7034	0.9664	0.649	0.957
BTF3L4	0.9722	0.93	0.9966	0.95
TUT4	0.4684	0.5222	0.3796	0.5298
ITGB3BP	0.2242	0.303	0.0569	0.109
SERBP1	0.7826	0.4732	0.7804	0.415
WDR78	0.5484	0.5436	0.4584	0.514
ZFYVE9	0.6694	0.5742	0.6166	0.5132
LRP8	0.886	0.994	0.8026	0.9782
SSBP3	0.5614	0.5982	0.4276	0.4832
CACHD1	0.7114	0.7802	0.7586	0.8002
EFCAB14	0.96	0.9716	0.9124	0.9736
CMPK1	0.579	0.6764	0.503	0.6506
ELAVL4	0.5818	0.7092	0.562	0.7174
ZYG11B	0.6176	0.94	0.5386	0.926
MAGOH	0.4674	0.3708	0.3024	0.1766
ACOT11	0.4084	0.4564	0.2906	0.4266
USP24	0.8614	0.8472	0.7716	0.7164
PRKAA2	0.626	0.7414	0.6094	0.743
AK4	0.8206	0.6948	0.8166	0.5532
JAK1	0.8016	0.5582	0.7022	0.4632
RAVER2	0.9632	0.9298	0.9428	0.9416
NFIA	0.2844	0.2754	0.332	0.3436
MYSM1	0.2742	0.2	0.0755	0.0635
TM2D1	0.4276	0.5094	0.436	0.5538
NEGR1	0.8872	0.9798	0.9434	0.8818
FGGY	0.7244	0.94	0.6242	0.9388
DAB1	0.627	0.5412	0.4436	0.3956
GLIS1	0.7826	0.8746	0.7634	0.891
JUN	0.8198	0.9754	0.858	0.9964
PDE4B	0.7992	0.9902	0.8238	0.9174
FAF1	0.8024	0.9414	0.765	0.9408
AGBL4	0.778	0.8818	0.8324	0.9216
CYP4X1	0.9392	0.944	0.9204	0.9776
MIER1	0.9798	0.7596	0.926	0.7044
EFCAB7	0.364	0.4218	0.0578	0.1518
LINC01748	0.6314	0.4032	0.531	0.3206
_ENSG00000229294	0.9072	0.8044	0.8404	0.6994
ZRANB2-AS2	0.6714	0.4764	0.4972	0.401
GCLM	0.1518	0.1068	0.1144	0.0856
_ENSG00000036549	0.851	0.8744	0.895	0.8876
MSH4	0.2054	0.2758	0.1094	0.1454
COL11A1	0.2342	0.299	0.127	0.247
PKN2	0.696	0.771	0.58	0.7766
EVI5	0.5138	0.5466	0.4384	0.502
USP33	0.8816	0.803	0.7708	0.6562
SH3GLB1	0.84	0.8998	0.6832	0.865
CDC7	0.393	0.5986	0.3122	0.4794
PALMD	0.3054	0.3736	0.089	0.1736
ACADM	0.6136	0.775	0.5122	0.7904
ST6GALNAC5	0.5416	0.4276	0.4748	0.3654
ADGRL2	0.4176	0.5472	0.4294	0.555
SSX2IP	0.9886	0.7144	0.995	0.6766
ZNHIT6	0.7572	0.5784	0.743	0.6034
ABCD3	0.7756	0.6296	0.689	0.5802
PTBP2	0.8056	0.3932	0.7588	0.3578
PLPPR5	0.6964	0.7516	0.6946	0.7994
PLPPR4	0.712	0.9664	0.6174	0.915
SLC35A3	0.5412	0.2322	0.5392	0.2204
OLFM3	0.8126	0.6322	0.8912	0.698
RPL5	0.137	0.1462	0.0881	0.0789
ODF2L	0.7574	0.8108	0.776	0.8402
TRMT13	0.2582	0.2574	0.1312	0.1726
ZNF644	0.8546	0.9232	0.8204	0.9212
CCDC18	0.628	0.6714	0.484	0.5896
RPAP2	0.7806	0.898	0.717	0.8902
BCAR3	0.6884	0.7422	0.5664	0.6844
TTLL7	0.7542	0.6652	0.5338	0.4688
FNBP1L	0.6854	0.8912	0.6708	0.9292
KYAT3	0.9198	0.7054	0.9242	0.6288
GTF2B	0.8576	0.9894	0.8082	0.976
GIPC2	0.946	0.9594	0.9704	0.9392
ARHGAP29	0.354	0.3784	0.2918	0.3074
SLC44A5	0.4258	0.4874	0.356	0.4626
RPL7P9	0.0818	0.1058	0.0469	0.0573
DBT	0.8164	0.9262	0.8018	0.8836
RTCA	0.917	0.1996	0.9258	0.1066
PRKACB	0.9588	0.803	0.956	0.7492
PIGK	0.8212	0.5986	0.7948	0.5314
LMO4	0.6042	0.7288	0.5284	0.7136
MTF2	0.9854	0.9962	0.9786	0.9424
DDAH1	0.635	0.544	0.6542	0.5912
HS2ST1	0.8732	0.8112	0.8772	0.7716
AK5	0.6344	0.958	0.567	0.942
DIPK1A	0.5408	0.5236	0.5088	0.5292
MFSD14A	0.5038	0.5464	0.3856	0.4888
FUBP1	0.8984	0.8264	0.9484	0.8694
TYW3	0.3974	0.4574	0.2086	0.3148
SNX7	0.4914	0.6266	0.4348	0.5874
NTNG1	0.2404	0.1606	0.1802	0.1248
C1orf52	0.9388	0.9164	0.8994	0.9408
ZNF326	0.6664	0.724	0.4298	0.633
AGL	0.7378	0.9772	0.6958	0.953
EXTL2	0.5842	0.9302	0.5646	0.9478
SLC30A7	0.839	0.8732	0.8998	0.9344
COL24A1	0.7114	0.8144	0.6606	0.7926
EPHX4	0.5422	0.5312	0.5266	0.5232
ALG14	0.8368	0.8572	0.746	0.8556
GLMN	0.9038	0.9946	0.9516	0.8972
ERICH3	0.8618	0.6554	0.7684	0.6698
MIGA1	0.7278	0.4956	0.838	0.6326
SELENOF	0.6694	0.7016	0.7582	0.7492
ST6GALNAC3	0.1822	0.2706	0.1892	0.2898
RNPC3	0.2044	0.1688	0.1396	0.1496
DPYD	0.7566	0.8948	0.7404	0.8538
BTBD8	0.3502	0.3478	0.147	0.203
LRRC8B	0.5802	0.9438	0.4752	0.8828
CCDC18-AS1	0.4916	0.6046	0.3006	0.53
_ENSG00000224550	0.712	0.61	0.7784	0.652
MIR137HG	0.9526	0.9486	0.999	0.8554
_ENSG00000232825	0.8432	0.8926	0.8884	0.9082
DPYD-AS1	0.7666	0.756	0.619	0.63
LINC01725	0.5282	0.3144	0.5912	0.3544
LINC02609	0.5474	0.6134	0.5254	0.6048
CLCA4-AS1	0.9726	0.8096	0.949	0.6706
PKN2-AS1	0.7976	0.7156	0.6684	0.5322
AMY2B	0.5284	0.451	0.4796	0.441
_ENSG00000259946	0.9634	0.7312	0.972	0.626
ST7L	0.607	0.8452	0.5182	0.8774
CSDE1	0.8428	0.938	0.861	0.8916
SARS1	0.514	0.5402	0.6288	0.663
GNAI3	0.8852	0.9276	0.9614	0.8418
RSBN1	0.5596	0.6284	0.506	0.5858
MAGI3	0.371	0.593	0.4284	0.6546
WDR47	0.5586	0.8846	0.4534	0.8906
STXBP3	0.5176	0.6412	0.439	0.5208
KIAA1324	0.9348	0.8436	0.9424	0.7852
AMPD2	0.6664	0.8036	0.4902	0.7262
ATP5PB	0.7084	0.7202	0.8026	0.8522
RAP1A	0.606	0.7718	0.6158	0.837
CAPZA1	0.525	0.5274	0.5272	0.5854
BCAS2	0.868	0.9106	0.9496	0.9616
PHTF1	0.6848	0.5552	0.6254	0.477
TTF2	0.1644	0.275	0.139	0.2822
GPR89A	0.7244	0.803	0.6012	0.7832
LRIF1	0.3278	0.2908	0.3234	0.2402
GPSM2	0.803	0.7352	0.7022	0.6638
CHD1L	0.8018	0.9706	0.794	0.9512
PEX11B	0.9812	0.972	0.931	0.8956
PRPF38B	0.4144	0.2974	0.3648	0.2454
PSRC1	0.984	0.9576	0.954	0.8942
SORT1	0.3652	0.5648	0.2918	0.5444
LAMTOR5	0.529	0.6232	0.645	0.7302
CEPT1	0.7894	0.5204	0.7644	0.5268
IGSF3	0.6492	0.4086	0.5642	0.3422
ZNF697	0.3772	0.4906	0.1564	0.2856
CTTNBP2NL	0.5622	0.7286	0.5782	0.8104
STRIP1	0.623	0.5884	0.5304	0.5142
PSMA5	0.7342	0.9204	0.837	0.9962
CELSR2	0.6796	0.916	0.6006	0.8946
FAM102B	0.5892	0.886	0.4614	0.8612
HIPK1	0.7686	0.7776	0.7058	0.769
SLC22A15	0.7296	0.7994	0.6712	0.7772
ATP1A1	0.825	0.949	0.792	0.977
AHCYL1	0.9588	0.8504	0.9416	0.7712
KCND3	0.5638	0.497	0.5052	0.4738
SRGAP2C	0.7862	0.9506	0.7776	0.92
KCNA2	0.6994	0.9548	0.607	0.9226
SRGAP2B	0.6866	0.7986	0.6696	0.7992
GDAP2	0.6358	0.2498	0.4696	0.1472
SLC6A17	0.4218	0.6112	0.2698	0.4934
TRIM33	0.2684	0.306	0.2124	0.3306
INKA2	0.9164	0.8426	0.9406	0.8814
MAN1A2	0.8808	0.9642	0.9092	0.9588
LRIG2	0.7944	0.953	0.7562	0.974
_ENSG00000223804	0.7038	0.6628	0.6546	0.5474
_ENSG00000224363	0.5686	0.7338	0.6188	0.8642
LAMTOR5-AS1	0.8176	0.947	0.7962	0.8932
SLC16A1-AS1	0.6266	0.7456	0.4834	0.7338
LINC02798	0.9286	0.8726	0.9536	0.7586
_ENSG00000227193	0.3258	0.5908	0.281	0.6442
WARS2-AS1	0.3446	0.3608	0.1024	0.2076
LRIG2-DT_ENSG00000238198	0.6368	0.6778	0.4344	0.5588
RBM8A	0.4426	0.4882	0.497	0.5332
RNF115	0.6938	0.8842	0.5982	0.8616
SEC22B	0.9728	0.9966	0.9784	0.972
NBPF15	0.5402	0.6774	0.3764	0.6248
NBPF12	0.9204	0.9624	0.9332	0.8836
LINC01145	0.8266	0.6726	0.831	0.6236
_ENSG00000274642	0.5568	0.615	0.6306	0.6512
_ENSG00000275131	0.8006	0.692	0.8246	0.7208
HYDIN2	0.5608	0.6368	0.243	0.472
SCAMP3_ENSG00000116521	0.6244	0.6538	0.6358	0.6988
ASH1L	0.6358	0.723	0.6476	0.818
GON4L	0.6958	0.699	0.6984	0.7128
ARHGEF2	0.8638	0.7722	0.7718	0.675
MEF2D	0.946	0.8088	0.8944	0.7936
PRPF3	0.2408	0.1332	0.1416	0.099
C1orf61	0.2	0.171	0.2254	0.1942
DAP3	0.6386	0.8072	0.544	0.7554
KHDC4	0.986	0.981	0.9498	0.9046
ARHGEF11	0.9992	0.9998	0.9964	0.9872
SYT11	0.9956	0.7614	0.9862	0.8004
VPS45	0.6816	0.8818	0.6382	0.9182
PRCC	0.6696	0.796	0.6112	0.771
ISG20L2	0.8328	0.6998	0.7768	0.6476
HDGF	0.704	0.7198	0.7142	0.7884
SNX27	0.8594	0.8802	0.8494	0.897
SETDB1	0.7542	0.8358	0.7286	0.8532
PI4KB	0.754	0.9704	0.6392	0.8772
PIP5K1A	0.669	0.8588	0.615	0.9176
ENSA	0.4226	0.4484	0.4992	0.5164
ARNT	0.923	0.6882	0.9268	0.629
POGZ	0.9524	0.924	0.9748	0.995
GOLPH3L	0.8844	0.8414	0.856	0.6952
GABPB2	0.4922	0.7212	0.395	0.7412
ATP8B2	0.8448	0.9704	0.8408	0.9722
JTB	0.9176	0.9962	0.8728	0.9776
TPM3	0.7404	0.8684	0.856	0.9832
NUP210L	0.9776	0.8844	0.958	0.8506
UBAP2L	0.646	0.7152	0.5698	0.679
HAX1	0.5568	0.4894	0.524	0.4138
KCNN3	0.5826	0.671	0.5438	0.6944
C1orf43	0.642	0.5944	0.582	0.511
GATAD2B_ENSG00000143614	0.8212	0.9916	0.8016	0.9714
INTS3_ENSG00000143624	0.538	0.4436	0.228	0.205
SV2A	0.6526	0.9898	0.6292	0.985
PSMD4	0.275	0.2042	0.3254	0.2294
PSMB4	0.7728	0.8246	0.7944	0.8598
CELF3	0.4852	0.605	0.2674	0.4228
THEM4	0.6452	0.7236	0.4786	0.613
CHTOP	0.821	0.8596	0.8548	0.9014
ADAR	0.8022	0.7794	0.7782	0.7956
FDPS	0.722	0.7894	0.7662	0.828
RUSC1	0.7372	0.9676	0.7362	0.9496
RPRD2	0.9268	0.8126	0.9042	0.805
SCNM1	0.6028	0.4884	0.515	0.3548
YY1AP1	0.824	0.9622	0.8082	0.9514
TRIM46	0.1314	0.122	0.0514	0.0497
CCT3	0.434	0.4546	0.4422	0.4774
SSR2	0.5956	0.676	0.638	0.7422
PDE4DIP	0.9082	0.9684	0.9178	0.9654
GPR89B	0.7018	0.8402	0.6156	0.817
SEMA4A	0.715	0.8492	0.6862	0.8672
CDC42SE1	0.7738	0.792	0.7562	0.7928
S100A6	0.8678	0.9344	0.8306	0.8984
DENND4B	0.5038	0.542	0.1704	0.2188
SMG5	0.7352	0.5758	0.7858	0.6618
ADAMTSL4-AS1	0.9942	0.949	0.9538	0.909
MLLT11	0.7672	0.731	0.84	0.8358
_ENSG00000215861	0.5596	0.61	0.5038	0.5716
_ENSG00000227733	0.6798	0.8124	0.4892	0.7826
FLG-AS1	0.8922	0.7272	0.7532	0.5506
NBPF11	0.9826	0.894	0.9662	0.7696
OTUD7B	0.5722	0.6908	0.5062	0.6898
MRPS21	0.3506	0.336	0.3924	0.388
NBPF9	0.8234	0.9634	0.7606	0.9798
NBPF19	0.2938	0.2938	0.0206	0.0332
LINC01138	0.5024	0.5624	0.3618	0.5314
_ENSG00000274265	0.7472	0.8618	0.7758	0.9586
LINC00869	0.3856	0.636	0.2604	0.617
SCYL3	0.8948	0.9602	0.724	0.8328
C1orf112	0.715	0.6286	0.5178	0.4278
KIFAP3	0.8664	0.7202	0.8792	0.631
KLHL20	0.5072	0.6526	0.3418	0.5498
SUCO	0.5958	0.7826	0.5662	0.7702
TNR	0.8746	0.8984	0.909	0.8472
CACYBP	0.7352	0.529	0.7996	0.5764
RGS4	0.769	0.9456	0.7942	0.9418
BLZF1	0.3222	0.3382	0.1592	0.2392
PRRC2C	0.4676	0.5122	0.4358	0.4808
VAMP4	0.6638	0.746	0.64	0.7588
ATF6	0.663	0.7246	0.6508	0.6984
COPA	0.548	0.3264	0.5594	0.317
DCAF8	0.6866	0.6762	0.7384	0.7582
PIGC	0.7506	0.862	0.7322	0.8812
RC3H1	0.8312	0.6716	0.841	0.6244
ATP1B1	0.688	0.948	0.6346	0.9398
TIPRL	0.8624	0.9184	0.8578	0.9446
NME7	0.6564	0.8046	0.5984	0.8638
MPC2	0.948	0.957	0.9226	0.8862
CREG1	0.5394	0.297	0.4598	0.2268
DCAF6	0.9794	0.6944	0.9782	0.6668
UCK2	0.9126	0.7732	0.9234	0.7648
TMCO1	0.3126	0.2156	0.1648	0.1112
POU2F1	0.9658	0.9836	0.9486	0.9648
ILDR2	0.6012	0.9556	0.4536	0.9988
MGST3	0.5934	0.6636	0.64	0.7002
COP1	0.7636	0.821	0.8362	0.8682
UFC1	0.2614	0.2466	0.2642	0.2478
SDHC	0.3834	0.4606	0.4384	0.4854
