gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
PHACTR4	0.6354	0.6496	0.563	0.6054
ZDHHC18	0.4392	0.4512	0.24	0.285
MACO1	0.9848	0.8232	0.9812	0.7538
CROCCP2	0.0988	0.0997	0.044	0.056
NBPF1	0.4202	0.3884	0.2418	0.2832
_ENSG00000226526	0.3202	0.6108	0.1556	0.3958
EMC1-AS1	0.7466	0.6906	0.6098	0.5068
UQCRHL	0.4932	0.5394	0.4298	0.435
_ENSG00000235912	0.1812	0.3378	0.1862	0.3492
ELOA-AS1	0.8876	0.9382	0.8056	0.918
_ENSG00000240553	0.565	0.5458	0.3438	0.3212
DDOST	0.1602	0.1618	0.177	0.1722
_ENSG00000280114	0.3258	0.2932	0.2482	0.2174
AK2	0.1428	0.1418	0.0489	0.0671
SCMH1	0.5578	0.6598	0.4322	0.6158
NCDN	0.5434	0.6736	0.4214	0.5982
KPNA6	0.8668	0.8302	0.7932	0.7994
TRIT1	0.9882	0.9454	0.9824	0.936
TRAPPC3	0.0307	0.0677	0.0339	0.0574
THRAP3	0.8334	0.76	0.79	0.7196
SNRNP40	0.0731	0.0936	0.0314	0.0576
YBX1	0.503	0.3304	0.0448	0.0444
KDM4A	0.8698	0.7744	0.8682	0.7612
NFYC	0.1692	0.1224	0.0381	0.0235
TESK2	0.7144	0.8022	0.5032	0.6758
EIF2B3	0.8482	0.8688	0.687	0.7394
SMAP2	0.644	0.765	0.3916	0.6386
PPIE	0.7578	0.6336	0.7474	0.606
ZMPSTE24	0.1154	0.1712	0.1302	0.1838
EIF3I	0.392	0.447	0.304	0.331
COL16A1	0.1055	0.073	0.0861	0.0594
TXLNA	0.8448	0.8376	0.701	0.749
POMGNT1	0.9832	0.9954	0.9836	0.9932
MAST2	0.532	0.6772	0.4938	0.6582
AGO1	0.5476	0.6742	0.58	0.688
S100PBP	0.5842	0.6636	0.312	0.525
DLGAP3	0.7722	0.89	0.7594	0.8816
SFPQ	0.7728	0.7818	0.5102	0.6626
TFAP2E	0.6096	0.58	0.45	0.4532
MAP7D1	0.675	0.6734	0.5128	0.5678
OSCP1	0.5768	0.745	0.4752	0.6694
MRPS15	0.0312	0.0855	0.0087	0.0282
HPCAL4	0.286	0.2728	0.1494	0.135
RLF	0.0401	0.03	0.021	0.0202
RIMS3	0.5416	0.697	0.4556	0.6278
P3H1	0.0526	0.0644	0.0218	0.0297
EBNA1BP2	0.0401	0.0616	0.0291	0.0416
IPO13	0.9338	0.8424	0.8822	0.7858
ATP6V0B	0.449	0.3748	0.3456	0.262
B4GALT2	0.9192	0.9864	0.8062	0.9674
ERI3	0.6342	0.525	0.525	0.423
PTCH2	0.0881	0.1802	0.0866	0.1794
AKR1A1	0.3624	0.4912	0.1806	0.2958
PRDX1	0.75	0.8466	0.7394	0.817
FAAH	0.3302	0.318	0.1038	0.1226
NSUN4	0.8992	0.9258	0.812	0.9114
ADGRB2	0.987	0.8054	0.9734	0.6782
ZCCHC17	0.0603	0.0476	0.029	0.0311
FABP3	0.2048	0.2546	0.1338	0.1786
KHDRBS1	0.2636	0.295	0.0968	0.1562
TMEM39B	0.8344	0.8154	0.812	0.7818
CSMD2	0.8802	0.9512	0.8564	0.939
HPCA	0.7322	0.7484	0.6672	0.6816
PSMB2	0.9218	0.954	0.9134	0.948
AGO3	0.4724	0.396	0.3924	0.332
UROD	0.4218	0.5822	0.4034	0.5384
ST3GAL3	0.6796	0.6658	0.6096	0.6116
HIVEP3	0.9914	0.8784	0.9894	0.8578
MACF1	0.2778	0.2634	0.2972	0.2758
CAP1	0.94	0.9588	0.9204	0.9518
PPT1	0.326	0.34	0.287	0.313
LRRC41	0.1414	0.132	0.182	0.1608
NASP	0.4854	0.2108	0.5186	0.2572
PUM1	0.0487	0.0366	0.0117	0.0152
YARS1	0.1206	0.023	0.0689	0.0169
PHC2	0.6772	0.4622	0.6964	0.5
AGO4	0.5316	0.483	0.237	0.213
C1orf216	0.7618	0.763	0.717	0.7256
KIAA0319L	0.2644	0.4434	0.1464	0.3452
AZIN2	0.3704	0.597	0.277	0.4996
RPS8	0.5932	0.621	0.5072	0.5202
PTPRF	0.6868	0.8104	0.6278	0.7528
ZMYM4	0.2158	0.2514	0.112	0.1368
RHBDL2	0.4238	0.4296	0.2024	0.197
CCDC24	0.0621	0.1418	0.0392	0.1056
GPBP1L1	0.3746	0.4962	0.1634	0.3954
BSDC1	0.2462	0.2746	0.115	0.1518
ZNF362	0.2758	0.233	0.1874	0.1682
ZSWIM5	0.8908	0.947	0.8658	0.9442
SDC3	0.5112	0.444	0.348	0.2806
PEF1	0.6834	0.7196	0.6126	0.645
SYNC	0.7566	0.6476	0.6444	0.4718
RBBP4	0.9728	0.4792	0.966	0.4138
SMIM12	0.2532	0.3988	0.1128	0.2248
GRIK3	0.3716	0.3018	0.3504	0.2946
MEAF6	0.9596	0.9524	0.9548	0.9394
C1orf50	0.0125	0.0213	0.0053	0.0118
NDUFS5	0.8756	0.9786	0.8724	0.9676
LURAP1	0.3122	0.2488	0.3258	0.247
CTPS1	0.814	0.8978	0.8214	0.8956
PPIH	0.8294	0.914	0.6988	0.8664
UQCRH	0.3842	0.4166	0.3696	0.4074
AKIRIN1	0.1228	0.0741	0.0392	0.0273
MARCKSL1	0.5868	0.7414	0.4338	0.6666
ZBTB8OS	0.4324	0.4548	0.1944	0.3274
RIMKLA	0.1402	0.1258	0.0749	0.0896
SVBP	0.103	0.1248	0.0847	0.1036
DMAP1	0.9364	0.8466	0.8834	0.7542
LSM10	0.0179	0.0333	0.0063	0.0153
EPHA10	0.1032	0.1052	0.103	0.0915
SF3A3	0.7264	0.6554	0.6444	0.5102
CCDC30	0.8622	0.8924	0.7838	0.8594
RNF220	0.2278	0.1642	0.1774	0.1612
MTF1	0.9422	0.9888	0.915	0.9924
STK40	0.0341	0.0271	0.0377	0.0275
C1orf122	0.1496	0.071	0.0171	0.0098
SZT2	0.1648	0.1716	0.1162	0.1122
ARMH1	0.8488	0.7024	0.7524	0.6036
FOXJ3	0.332	0.3828	0.1892	0.257
INPP5B	0.747	0.7834	0.6082	0.6808
_ENSG00000228436	0.889	0.7766	0.8546	0.709
_ENSG00000230955	0.9332	0.7128	0.885	0.5964
_ENSG00000233514	0.6844	0.628	0.6224	0.5214
_ENSG00000236065	0.6014	0.69	0.3976	0.5068
_ENSG00000238287	0.9606	0.9136	0.9454	0.885
LRRC7	0.0756	0.114	0.0212	0.0372
PTGER3	0.8336	0.8908	0.8192	0.8986
YIPF1	0.3316	0.6022	0.2272	0.4756
NDC1	0.9168	0.9134	0.9042	0.9094
LRRC40	0.491	0.3506	0.154	0.145
NRDC	0.3006	0.277	0.0762	0.0825
MKNK1	0.2796	0.2902	0.079	0.1558
PGM1	0.0961	0.2596	0.0459	0.1452
HSPB11	0.7168	0.6286	0.5424	0.4298
EPS15	0.7974	0.954	0.7482	0.961
ALG6	0.6632	0.8742	0.6002	0.8598
DHCR24	0.753	0.7982	0.622	0.7292
SCP2	0.648	0.8082	0.557	0.7704
TMEM59	0.3722	0.4712	0.3244	0.4404
MRPL37	0.6726	0.6016	0.5702	0.5128
DOCK7	0.104	0.2164	0.0318	0.0847
DNAJC6	0.3866	0.525	0.1566	0.351
LEPR	0.3438	0.392	0.3414	0.3808
SLC35D1	0.0251	0.0415	0.0047	0.0145
WLS	0.44	0.2904	0.4402	0.3086
SRSF11	0.5624	0.4014	0.1778	0.0852
OSBPL9	0.3956	0.155	0.3576	0.1246
TXNDC12	0.543	0.5266	0.2866	0.2962
ANKRD13C	0.9866	0.8796	0.986	0.8646
SGIP1	0.5648	0.9994	0.5826	0.9988
ECHDC2	0.352	0.6516	0.1878	0.5012
RNF11	0.5682	0.6204	0.3768	0.4608
ATPAF1	0.2974	0.196	0.2774	0.1532
ATG4C	0.3052	0.2994	0.2462	0.2906
SPATA6	0.1002	0.0386	0.0108	0.0033
ZRANB2	0.732	0.6264	0.563	0.409
PATJ	0.9798	0.7512	0.9634	0.7064
HOOK1	0.4696	0.5842	0.2666	0.5094
BTF3L4	0.889	0.96	0.876	0.9466
TUT4	0.8044	0.849	0.7572	0.8062
ITGB3BP	0.2998	0.375	0.0451	0.0853
SERBP1	0.8136	0.8072	0.7622	0.7328
WDR78	0.0827	0.2454	0.0413	0.164
ZFYVE9	0.5752	0.761	0.464	0.6996
LRP8	0.3146	0.3586	0.167	0.2402
SSBP3	0.3304	0.3248	0.11	0.1122
CACHD1	0.996	0.88	0.997	0.8794
EFCAB14	0.1884	0.1218	0.0563	0.0284
CMPK1	0.4926	0.6464	0.3396	0.5862
ELAVL4	0.3384	0.3098	0.243	0.2056
ZYG11B	0.3468	0.2138	0.1618	0.0825
MAGOH	0.7334	0.8776	0.5414	0.7674
ACOT11	0.9146	0.959	0.8916	0.9474
USP24	0.7752	0.5188	0.7424	0.4632
PRKAA2	0.0187	0.0105	0.0013	5e-04
AK4	0.1948	0.1498	0.0665	0.0557
JAK1	0.3162	0.2276	0.1386	0.154
RAVER2	0.3768	0.4784	0.364	0.4304
NFIA	0.8722	0.8494	0.8268	0.8212
MYSM1	0.093	0.0915	0.0226	0.049
TM2D1	0.6236	0.939	0.5234	0.9276
USP1	0.9338	0.9614	0.925	0.9622
NEGR1	0.0906	0.0882	0.0093	0.012
FGGY	0.9556	0.814	0.909	0.7458
DAB1	0.6226	0.667	0.5926	0.6476
GLIS1	0.674	0.4284	0.6348	0.389
JUN	0.5972	0.9414	0.5052	0.929
PDE4B	0.481	0.3428	0.3604	0.2378
FAF1	0.8396	0.8042	0.829	0.7912
AGBL4	0.3972	0.4386	0.3426	0.386
CYP4X1	0.5012	0.3938	0.4362	0.3138
MIER1	0.0055	0.0085	0.0063	0.0055
EFCAB7	0.579	0.5386	0.2976	0.257
LINC01748	0.6042	0.6818	0.6114	0.6608
LINC01359	0.2134	0.2412	0.2396	0.2596
_ENSG00000229294	0.3708	0.4602	0.193	0.2312
ZRANB2-AS2	0.6822	0.7676	0.4882	0.6522
GCLM	0.8874	0.9816	0.8606	0.9746
_ENSG00000036549	0.1266	0.1528	0.1582	0.1896
MSH4	0.0269	0.152	0.0086	0.0963
COL11A1	0.5652	0.5326	0.5794	0.5296
PKN2	0.1606	0.238	0.0496	0.1256
EVI5	0.8806	0.6898	0.876	0.6904
USP33	0.1676	0.2118	0.1592	0.2272
SLC25A24	0.5592	0.8314	0.5518	0.8084
SH3GLB1	0.602	0.62	0.211	0.3788
CDC7	0.9036	0.8852	0.9026	0.892
ACADM	0.9814	0.8152	0.9622	0.6756
ST6GALNAC5	0.3266	0.4288	0.3066	0.4106
ADGRL2	0.0763	0.0746	0.0932	0.0821
RPF1	0.6432	0.6	0.4576	0.3766
SSX2IP	0.238	0.1856	0.1166	0.0745
ZNHIT6	0.2566	0.3416	0.163	0.285
TMED5	0.64	0.6638	0.4538	0.5004
DR1	0.5514	0.4746	0.2888	0.2568
CNN3	0.9166	0.8532	0.8584	0.7208
ABCD3	0.5526	0.6654	0.336	0.5264
DPH5	0.0818	0.153	0.0155	0.0571
PTBP2	0.1892	0.5616	0.168	0.5188
PLPPR5	0.0125	0.0241	0.0014	0.0105
PLPPR4	0.4132	0.4226	0.1374	0.199
SLC35A3	0.5104	0.3176	0.4448	0.258
OLFM3	0.3226	0.2436	0.315	0.2618
RPL5	0.4122	0.5278	0.2474	0.3442
ODF2L	0.127	0.3836	0.0481	0.251
TRMT13	0.4268	0.5662	0.2008	0.405
LRRC39	0.2074	0.1502	0.1166	0.0772
ZNF644	0.3866	0.2234	0.1244	0.0525
CCDC18	0.9018	0.8004	0.8226	0.7564
RPAP2	0.5032	0.4326	0.1998	0.1992
BCAR3	0.8666	0.8524	0.8052	0.7884
TTLL7	0.6056	0.4318	0.506	0.3318
FNBP1L	0.2858	0.1718	0.2632	0.154
KYAT3	0.62	0.9428	0.438	0.9058
GTF2B	0.6606	0.7596	0.4406	0.6244
RABGGTB	0.377	0.484	0.3068	0.444
GIPC2	0.2668	0.295	0.2266	0.267
ARHGAP29	0.5182	0.624	0.4646	0.494
SLC44A5	0.1718	0.2026	0.1736	0.2216
RPL7P9	0.3026	0.4024	0.1772	0.2296
DBT	0.121	0.11	0.1204	0.1134
RTCA	0.2774	0.1974	0.2434	0.143
PRKACB	0.3676	0.262	0.1854	0.1238
PIGK	0.0378	0.028	0.0274	0.0225
LMO4	0.6208	0.7708	0.4464	0.7136
MTF2	0.1138	0.1268	0.0926	0.102
DDAH1	0.2434	0.239	0.0907	0.0949
HS2ST1	0.6356	0.4938	0.6446	0.4916
AK5	0.696	0.9472	0.6288	0.9262
DIPK1A	0.0815	0.2098	0.0382	0.1284
MFSD14A	0.5556	0.6108	0.323	0.3782
FUBP1	0.0868	0.1108	0.0303	0.0662
NEXN	0.6642	0.7524	0.497	0.6774
TYW3	0.9912	0.7938	0.9862	0.649
SNX7	0.0646	0.0447	0.0892	0.0624
NTNG1	0.5892	0.6846	0.556	0.662
C1orf52	0.4474	0.5738	0.376	0.5022
ZNF326	0.4106	0.428	0.0882	0.1906
AGL	0.6904	0.804	0.5876	0.7338
EXTL2	0.1518	0.1584	0.0642	0.0657
SLC30A7	0.121	0.0781	0.1246	0.0821
COL24A1	0.1552	0.1714	0.1012	0.0916
EPHX4	0.7156	0.6758	0.6188	0.5728
ALG14	0.8784	0.8436	0.787	0.7548
GLMN	0.4926	0.4504	0.2038	0.1912
ERICH3	0.4552	0.4784	0.102	0.1662
MIGA1	0.8328	0.7254	0.814	0.7204
SELENOF	0.417	0.2628	0.383	0.2272
ST6GALNAC3	0.0586	0.1302	0.0789	0.1714
RNPC3	0.789	0.7	0.7104	0.6184
DPYD	0.0364	0.0791	0.0356	0.0637
BTBD8	0.8512	0.889	0.7366	0.815
LRRC8B	0.7834	0.512	0.731	0.486
_ENSG00000223653	0.4732	0.607	0.295	0.4
CCDC18-AS1	0.3774	0.4688	0.1142	0.282
_ENSG00000224550	0.1022	0.2156	0.0699	0.1262
_ENSG00000224613	0.3754	0.6362	0.347	0.621
MIR137HG	0.0549	0.1296	0.0151	0.0404
_ENSG00000232825	0.3854	0.4872	0.2802	0.4546
DPYD-AS1	0.8572	0.7096	0.7646	0.518
LINC01725	0.665	0.793	0.4184	0.7216
_ENSG00000233184	0.3792	0.4384	0.1946	0.3134
LINC02609	0.4292	0.2908	0.3562	0.2526
_ENSG00000234953	0.9062	0.9038	0.8478	0.8312
CLCA4-AS1	0.846	0.8858	0.7324	0.8206
PKN2-AS1	0.7034	0.9434	0.5436	0.9242
AMY2B	0.2888	0.4712	0.2814	0.4302
_ENSG00000259946	0.0787	0.15	0.0173	0.0415
ST7L	0.492	0.508	0.2428	0.3958
CSDE1	0.3864	0.4226	0.249	0.3374
SARS1	0.2234	0.2374	0.195	0.2084
SIKE1	0.575	0.61	0.3858	0.4736
GNAI3	0.1244	0.1622	0.074	0.0976
WDR3	0.9036	0.9248	0.887	0.9202
RSBN1	0.1414	0.0834	0.0199	0.01
MAGI3	0.8566	0.9544	0.8422	0.9262
WDR47	0.761	0.7132	0.64	0.6058
STXBP3	0.1568	0.1034	0.022	0.0203
KIAA1324	0.7988	0.6778	0.7898	0.6624
AMPD2	0.6524	0.7434	0.4746	0.6628
KCNC4	0.3794	0.35	0.2398	0.2436
ATP5PB	0.3162	0.346	0.3108	0.3462
RAP1A	0.2874	0.5154	0.2318	0.5012
CAPZA1	0.257	0.5866	0.2964	0.6184
BCAS2	0.1278	0.1392	0.1284	0.1404
PHTF1	0.0681	0.151	0.0409	0.1138
TTF2	0.1496	0.2778	0.0414	0.1548
WARS2	0.8322	0.8402	0.7558	0.839
GPR89A	0.3014	0.1624	0.102	0.0467
LRIF1	0.5274	0.3412	0.411	0.198
GPSM2	0.523	0.5514	0.2344	0.2978
CHD1L	0.2924	0.6114	0.1768	0.5268
PEX11B	0.292	0.3666	0.2476	0.2798
PRKAB2	0.9286	0.6854	0.8878	0.6042
PRPF38B	0.8054	0.999	0.6976	0.9978
PSRC1	0.2502	0.2954	0.1492	0.1634
SORT1	0.2956	0.4732	0.3058	0.4916
LAMTOR5	0.2096	0.2322	0.1854	0.1962
CEPT1	0.0027	0.0049	0.0015	0.0047
ZNF697	0.9968	0.7272	0.9956	0.6382
CTTNBP2NL	0.4342	0.4872	0.3602	0.4368
STRIP1	0.6224	0.6308	0.4588	0.5218
PSMA5	0.162	0.3122	0.0916	0.1816
CELSR2	0.873	0.849	0.7984	0.7764
SLC16A1_ENSG00000155380	0.466	0.3548	0.2106	0.1508
FAM102B	0.8118	0.7286	0.7474	0.6466
HIPK1	0.3458	0.3458	0.1796	0.2096
SLC22A15	0.9926	0.717	0.9928	0.7024
ATP1A1	0.4776	0.5248	0.3892	0.4238
AHCYL1	0.1268	0.1144	0.044	0.0354
KCND3	0.7104	0.8006	0.6868	0.8022
SRGAP2C	0.8784	0.872	0.8128	0.8216
CYB561D1	0.2138	0.247	0.2072	0.237
KCNA2	0.9362	0.9462	0.9222	0.9326
AMIGO1	0.663	0.6118	0.5882	0.5256
POLR3C	0.698	0.832	0.5594	0.7654
SRGAP2B	0.6334	0.6082	0.4278	0.374
GDAP2	0.6406	0.564	0.4892	0.4542
SLC6A17	0.5854	0.7012	0.3844	0.5514
TRIM33	0.5902	0.6454	0.4432	0.5162
TAF13	0.8728	0.7594	0.8476	0.7302
INKA2	0.77	0.9558	0.8004	0.9632
MAN1A2	0.4466	0.486	0.3728	0.429
LRIG2	0.5642	0.7434	0.4422	0.7072
TMEM167B	0.1262	0.141	0.1156	0.1362
_ENSG00000223804	0.6146	0.6308	0.381	0.3712
LINC01357	0.9602	0.8648	0.9328	0.8386
_ENSG00000224363	0.2464	0.2458	0.1848	0.1892
LAMTOR5-AS1	0.5672	0.608	0.3552	0.4954
LINC00623	0.7336	0.8308	0.625	0.8294
SLC16A1-AS1	0.6716	0.5644	0.5236	0.4204
LINC02798	0.5036	0.352	0.391	0.2186
_ENSG00000227193	0.7692	0.8808	0.715	0.8732
_ENSG00000231246	0.8164	0.8176	0.6424	0.7182
WARS2-AS1	0.695	0.7554	0.4944	0.6868
LRIG2-DT_ENSG00000238198	0.9294	0.7588	0.8676	0.6328
RBM8A	0.6714	0.6018	0.6734	0.5872
RNF115	0.7214	0.5334	0.6012	0.3352
SEC22B	0.0287	0.0182	0.0239	0.0113
NBPF15	0.9754	0.942	0.9646	0.9294
NBPF12	0.951	0.74	0.9146	0.6106
LINC01145	0.8284	0.851	0.7718	0.8468
_ENSG00000274642	0.1662	0.3186	0.1176	0.2976
_ENSG00000275131	0.0192	0.0449	0.0121	0.0402
HYDIN2	0.9722	0.878	0.9534	0.8666
LINC01632	0.3562	0.333	0.263	0.2212
PLEKHO1	0.6268	0.6312	0.3836	0.446
SCAMP3_ENSG00000116521	0.2178	0.427	0.2354	0.406
ASH1L	0.7348	0.8514	0.7484	0.8218
GON4L	0.3954	0.4486	0.214	0.3138
ARHGEF2	0.7434	0.946	0.7254	0.9272
LAMTOR2	0.3396	0.4292	0.299	0.362
MEF2D	0.8482	0.7784	0.7478	0.6696
PRPF3	0.7382	0.8198	0.628	0.762
C1orf61	0.3822	0.463	0.3528	0.4146
DAP3	0.7618	0.755	0.5978	0.56
KHDC4	0.3204	0.378	0.1788	0.1938
BCAN	0.0742	0.1606	0.0409	0.1026
ARHGEF11	0.5098	0.5484	0.4292	0.4636
SYT11	0.9716	0.9418	0.97	0.9256
VPS45	0.9404	0.9348	0.9294	0.9272
PRCC	0.6974	0.8626	0.612	0.8212
MRPL24	0.9012	0.8018	0.8628	0.7098
ISG20L2	0.0824	0.1524	0.0536	0.1024
HDGF	0.5372	0.5356	0.386	0.4368
PRUNE1	0.3522	0.262	0.2384	0.1844
TARS2	0.2666	0.2882	0.0926	0.141
SNX27	0.0938	0.1118	0.0236	0.0325
SETDB1	0.874	0.9418	0.8074	0.9064
PI4KB	0.5478	0.6216	0.4854	0.572
