gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
GATAD2B_ENSG00000143614	0.3378	0.3314	0.2394	0.2416
RPRD2	0.4196	0.5752	0.3884	0.5308
ATP1A2	0.7098	0.736	0.7068	0.7164
KIFAP3	0.6492	0.4742	0.4908	0.3472
RGS4	0.613	0.365	0.4114	0.1818
PRRC2C	0.9	0.9146	0.8498	0.8568
ATF6	0.721	0.847	0.4908	0.7402
ATP1B1	0.7276	0.557	0.6518	0.4402
DCAF6	0.6464	0.5064	0.6426	0.4846
POU2F1	0.2798	0.2112	0.2168	0.2022
MGST3	0.4502	0.4104	0.2794	0.2486
COP1	0.536	0.261	0.4098	0.1528
RGS5	0.559	0.4896	0.3338	0.2952
RABGAP1L	0.7748	0.7634	0.6364	0.6264
TAGLN2	0.7878	0.6064	0.7518	0.552
IFI16	0.8882	0.6824	0.8228	0.5688
PBX1	0.8692	0.9724	0.8574	0.968
DNM3	0.7516	0.9744	0.6626	0.965
CFH	0.58	0.7754	0.5672	0.7552
TPR	0.6056	0.6302	0.431	0.5056
RASAL2	0.6392	0.607	0.582	0.5452
PPP1R12B	0.3376	0.2602	0.2388	0.1504
SMG7	0.6472	0.5766	0.611	0.523
RO60	0.8248	0.6252	0.6744	0.4544
CAMSAP2	0.7172	0.4176	0.7272	0.443
CDC73	0.4484	0.4936	0.397	0.46
GLUL	0.2608	0.2186	0.1488	0.1616
CEP350	0.648	0.4536	0.667	0.473
LAMC1	0.9348	0.7152	0.9452	0.7094
XPR1	0.8966	0.6314	0.8326	0.496
HMCN1	0.7676	0.48	0.6824	0.3582
NEK7	0.3366	0.2458	0.1728	0.1254
KCNT2	0.7678	0.9924	0.7642	0.9886
MIR181A1HG	0.9072	0.8476	0.8398	0.794
ACBD6	0.2114	0.13	0.151	0.0886
_ENSG00000231767	0.6214	0.7088	0.5824	0.6726
NUCKS1	0.7312	0.534	0.5464	0.3878
CD46	0.8516	0.5922	0.7238	0.418
RPS6KC1	0.7174	0.7598	0.7568	0.8222
GUK1	0.4708	0.3082	0.2332	0.103
CDC42BPA	0.9152	0.8606	0.8628	0.7966
PTPN14	0.9438	0.604	0.9432	0.6616
ENAH	0.3016	0.341	0.281	0.3306
SLC30A1	0.6746	0.5028	0.5466	0.348
CD34	0.4774	0.3516	0.2966	0.191
SLC30A10	0.9728	0.7682	0.9698	0.753
SRGAP2	0.553	0.4372	0.4688	0.3492
ARID4B	0.3118	0.1426	0.1704	0.048
SDCCAG8_ENSG00000054282	0.753	0.7176	0.6458	0.6272
SIPA1L2	0.7002	0.6694	0.564	0.608
AKT3_ENSG00000117020	0.8596	0.4252	0.8226	0.38
LYST	0.7702	0.7682	0.6568	0.7134
DISC1	0.777	0.7944	0.631	0.6738
RPS7	0.3966	0.4394	0.2876	0.3078
PUM2	0.9746	0.7146	0.965	0.6438
LAPTM4A	0.453	0.45	0.3296	0.3244
NCOA1	0.4478	0.5868	0.426	0.56
EFR3B	0.478	0.3888	0.2124	0.1628
RAB10	0.7966	0.3918	0.7036	0.2614
BIRC6	0.521	0.3456	0.5424	0.3882
ATAD2B	0.2352	0.1534	0.1834	0.0973
YWHAQ	0.84	0.6748	0.7432	0.5812
KIDINS220	0.61	0.8068	0.5668	0.807
ROCK2	0.6426	0.5086	0.598	0.4156
SLC5A6	0.674	0.438	0.5438	0.2886
MBOAT2	0.3566	0.4696	0.3414	0.4384
RHOB	0.912	0.902	0.78	0.7952
ASAP2	0.6646	0.8986	0.6024	0.8798
NBAS	0.2586	0.1098	0.2106	0.0942
BABAM2	0.5086	0.394	0.3294	0.2394
VSNL1	0.4952	0.324	0.3172	0.1526
ITSN2	0.691	0.4486	0.5382	0.2694
LINC00486	0.5032	0.3402	0.2798	0.148
MAP4K3	0.704	0.568	0.706	0.5872
EIF2AK2	0.57	0.4916	0.548	0.476
XPO1	0.5526	0.8182	0.571	0.8126
SPTBN1	0.6346	0.4456	0.4126	0.2332
RTN4	0.6244	0.375	0.4888	0.2268
CCDC88A	0.2562	0.1342	0.1724	0.1031
USP34	0.8964	0.9478	0.8936	0.9582
EHBP1	0.5392	0.7708	0.5366	0.7604
PRKD3	0.7894	0.7084	0.772	0.704
SOS1	0.5318	0.525	0.418	0.4726
THADA	0.5378	0.7068	0.3944	0.628
EPAS1	0.5478	0.4094	0.404	0.2522
RAB1A	0.4214	0.4944	0.3662	0.3782
ACTR2	0.2582	0.1646	0.1752	0.1046
PREPL	0.5762	0.4356	0.4018	0.258
FBXO11	0.7076	0.207	0.625	0.2
CAMKMT	0.5588	0.55	0.4966	0.4994
RPS27A	0.3668	0.4394	0.275	0.3212
WDPCP	0.3376	0.3786	0.2826	0.4054
CRIM1_ENSG00000150938	0.9784	0.695	0.9634	0.5922
ACYP2	0.3912	0.3642	0.3782	0.35
FEZ2	0.5358	0.7296	0.4156	0.6226
PRKCE	0.7176	0.5482	0.7122	0.5356
COMMD1	0.5998	0.7636	0.5992	0.7732
NRXN1	0.3202	0.5794	0.3416	0.5774
SLC8A1	0.8574	0.909	0.8178	0.8818
PELI1	0.8862	0.6444	0.8594	0.5926
MAP4K3-DT	0.6204	0.5814	0.3376	0.3596
TMSB10	0.266	0.2194	0.0975	0.0732
CTNNA2	0.481	0.7932	0.4738	0.7766
ZNF638	0.5592	0.8914	0.5392	0.8696
AAK1	0.79	0.8736	0.813	0.8892
EXOC6B	0.4854	0.5644	0.4692	0.5876
USP39	0.515	0.6028	0.1712	0.4358
VAMP5	0.454	0.362	0.2574	0.2008
LRRTM4	0.377	0.4742	0.3918	0.4522
MAP4K4	0.477	0.6462	0.2658	0.4702
RPL31	0.93	0.9704	0.9134	0.9678
TMEM131	0.5964	0.7514	0.5786	0.7494
COX5B	0.2956	0.1466	0.1078	0.0404
GCC2	0.4926	0.6342	0.4048	0.5868
ANKRD36	0.1676	0.0885	0.1236	0.0628
AFF3	0.7708	0.6574	0.7248	0.6148
RANBP2	0.7778	0.7504	0.7208	0.7108
EIF5B	0.5136	0.543	0.3692	0.431
LIMS1	0.8508	0.6132	0.6818	0.4342
NPAS2	0.8288	0.6712	0.6772	0.5378
MIR4435-2HG	0.9752	0.8282	0.9712	0.8196
R3HDM1	0.6768	0.721	0.5988	0.6524
LIMS2	0.822	0.5862	0.7448	0.4932
CLASP1	0.2784	0.1512	0.1996	0.0812
RAB3GAP1	0.6008	0.7192	0.5394	0.6676
GTDC1	0.5384	0.93	0.519	0.9342
WDR33	0.4568	0.5762	0.3344	0.503
MGAT5	0.8474	0.7512	0.8032	0.6868
LRP1B	0.2664	0.385	0.2472	0.3566
ZEB2	0.5824	0.5192	0.4466	0.384
MAP3K2	0.5944	0.7914	0.48	0.6662
DPP10	0.25	0.36	0.2398	0.3214
DYNC1I2	0.7572	0.7776	0.6352	0.6848
COBLL1	0.5074	0.3952	0.3664	0.23
ITGA6	0.7622	0.4898	0.6282	0.3146
RAPGEF4	0.5114	0.3718	0.2474	0.1834
MAP3K20	0.997	0.9934	0.9972	0.9958
ACVR1	0.7408	0.5168	0.6316	0.3732
TANC1	0.9722	0.7492	0.962	0.7398
NFE2L2	0.4968	0.6354	0.3334	0.5572
BAZ2B	0.6544	0.807	0.5694	0.7768
CHN1	0.504	0.3208	0.2936	0.1346
MARCHF7	0.9408	0.918	0.942	0.9096
TANK	0.6456	0.5128	0.6486	0.501
PPIG	0.884	0.861	0.865	0.8466
ITPRID2	0.9396	0.6824	0.8722	0.5028
PKP4	0.903	0.89	0.7984	0.8152
ZNF385B	0.4632	0.454	0.1368	0.22
UBR3	0.434	0.566	0.4342	0.5252
RBMS1	0.5446	0.3768	0.54	0.3574
TTN	0.5626	0.8266	0.3904	0.7472
FMNL2	0.3038	0.1982	0.1864	0.1106
NOSTRIN_ENSG00000163072	0.6918	0.449	0.5942	0.3324
SLC38A11	0.4172	0.4364	0.4418	0.4272
UBE2E3	0.7314	0.7216	0.7446	0.7112
HNRNPA3	0.641	0.2376	0.5104	0.1608
SP3	0.8802	0.9328	0.8352	0.9102
SESTD1	0.863	0.6534	0.724	0.4652
TLK1	0.4604	0.5448	0.4784	0.4838
STK39	0.8728	0.8912	0.8158	0.8182
MBD5	0.41	0.6376	0.3158	0.6078
_ENSG00000218175	0.3462	0.3606	0.2886	0.2836
_ENSG00000233762	0.3802	0.3366	0.2576	0.2122
_ENSG00000236283	0.2792	0.301	0.2646	0.2952
CFLAR	0.9524	0.9724	0.9424	0.955
TFPI	0.4554	0.5594	0.364	0.476
CLK1	0.3064	0.3018	0.2456	0.2392
NCKAP1	0.9628	0.9254	0.9484	0.8888
ANKRD44	0.9258	0.9102	0.8982	0.8984
MAP2	0.807	0.5806	0.763	0.5168
INO80D	0.4706	0.3078	0.3114	0.1518
PIKFYVE	0.553	0.6152	0.537	0.593
FN1	0.5	0.796	0.4154	0.7342
GLS	0.7462	0.4848	0.6678	0.3872
SF3B1	0.3734	0.1672	0.1878	0.0859
PLCL1	0.4336	0.8656	0.433	0.8444
PARD3B	0.5304	0.993	0.5142	0.9876
NRP2	0.4246	0.3728	0.2608	0.2238
KLF7	0.1736	0.102	0.1338	0.0624
MYO1B	0.5146	0.518	0.3784	0.4052
ABI2	0.9392	0.6618	0.9286	0.637
ITGAV	0.3936	0.6538	0.2784	0.6198
NBEAL1	0.7452	0.8796	0.7674	0.8766
KANSL1L	0.5962	0.8534	0.4944	0.8304
RAPH1	0.7262	0.664	0.5888	0.5548
ERBB4	0.1944	0.28	0.1914	0.2676
SPATS2L	0.5106	0.3286	0.261	0.1146
SLC39A10	0.441	0.2474	0.255	0.0886
HIBCH	0.1492	0.1968	0.1138	0.1682
BMPR2	0.653	0.5784	0.6158	0.5432
CUL3	0.5898	0.7616	0.501	0.7156
SP100	0.34	0.2246	0.2926	0.1926
XRCC5	0.7008	0.8636	0.6814	0.8316
TNS1	0.9118	0.8694	0.8674	0.825
COL4A4	0.7532	0.8918	0.6638	0.839
NCL	0.502	0.395	0.3158	0.2272
EPHA4	0.5732	0.596	0.2728	0.3874
ACSL3	0.7194	0.6166	0.4962	0.444
ITM2C	0.6648	0.4854	0.5796	0.3636
SLC19A3	0.8338	0.6248	0.7896	0.5598
PID1	0.6378	0.8026	0.6502	0.7968
TRIP12	0.3698	0.396	0.3624	0.436
AGAP1	0.3712	0.4696	0.353	0.4178
SLC16A14	0.6186	0.433	0.4112	0.255
SGPP2	0.7182	0.4502	0.6478	0.3348
INPP5D_ENSG00000168918	0.2144	0.2326	0.1816	0.1904
COL4A3	0.5898	0.6274	0.522	0.5358
AGFG1	0.7554	0.5466	0.6782	0.4662
PTMA	0.4192	0.3424	0.32	0.194
RPL37A	0.8228	0.9016	0.8028	0.8734
GIGYF2	0.2534	0.1792	0.1592	0.1304
TOP2B	0.6552	0.6046	0.4682	0.4652
TBC1D5	0.8582	0.8732	0.815	0.8322
SUMF1	0.686	0.789	0.495	0.6698
VGLL4	0.1968	0.1694	0.1636	0.1466
CNTN4	0.8378	0.9446	0.815	0.9324
RBMS3	0.9636	0.9492	0.9512	0.9146
RPL32	0.4406	0.5058	0.3354	0.3968
SLC6A1	0.8716	0.661	0.818	0.571
SNED1	0.8172	0.5062	0.798	0.4532
SETD5	0.336	0.2276	0.1994	0.1042
SEPTIN2	0.5234	0.4776	0.4746	0.4138
RPL15	0.3354	0.2672	0.212	0.157
UBE2E2	0.9242	0.7774	0.885	0.709
ATG7	0.6554	0.6284	0.4746	0.4646
ANKRD28	0.4226	0.509	0.3906	0.4936
SLC6A1-AS1	0.4882	0.3836	0.4266	0.2784
RBMS3-AS3	0.9192	0.9938	0.9132	0.9936
RBM5	0.612	0.6168	0.524	0.512
RBM6	0.856	0.8672	0.8432	0.8476
MAP4	0.379	0.4648	0.3846	0.4622
RHOA	0.5462	0.4074	0.3852	0.2614
LRRFIP2	0.3708	0.5186	0.3702	0.531
GNAI2	0.5204	0.4024	0.4312	0.2902
NKTR	0.3568	0.2502	0.3478	0.233
GOLGA4	0.8642	0.8402	0.8302	0.7194
ANO10	0.7706	0.5128	0.7464	0.4776
PTH1R	0.6834	0.8208	0.5358	0.7468
TGFBR2	0.5822	0.4996	0.4852	0.3944
CLASP2	0.3058	0.37	0.2898	0.325
SNRK	0.6402	0.7614	0.417	0.6176
CTNNB1	0.5596	0.4458	0.501	0.362
MYRIP	0.7914	0.5628	0.7268	0.4824
PDCD6IP	0.802	0.9862	0.6722	0.9826
CMTM8	0.7734	0.5442	0.6872	0.42
SMARCC1	0.227	0.119	0.1468	0.0634
SETD2	0.989	0.9214	0.983	0.883
TRAK1	0.8508	0.864	0.8134	0.8486
CCK	0.4096	0.2886	0.2418	0.1446
RPL14	0.3726	0.3736	0.2264	0.2436
TMA7	0.5316	0.5996	0.4002	0.459
EPHA3	0.6476	0.5094	0.4514	0.3286
GBE1	0.87	0.7314	0.7984	0.662
FOXP1	0.6794	0.7004	0.537	0.5286
PDZRN3	0.8916	0.8868	0.8	0.802
FLNB	0.8736	0.5226	0.7968	0.3652
PTPRG	0.4746	0.5658	0.316	0.407
MAGI1	0.7712	0.649	0.6192	0.5136
CACNA2D3	0.5816	0.6454	0.5186	0.591
RPL29	0.2676	0.1846	0.1174	0.0712
RYBP	0.491	0.7948	0.2874	0.7098
PRICKLE2	0.5816	0.4594	0.3462	0.2654
SLMAP	0.4638	0.5236	0.4576	0.5176
PBRM1	0.6158	0.8026	0.5404	0.7914
ARHGEF3	0.8808	0.9656	0.8544	0.9554
CADM2	0.2426	0.403	0.238	0.3586
ROBO2	0.3002	0.187	0.275	0.152
FHIT	0.4878	0.4596	0.3712	0.3446
ADAMTS9-AS2	0.7288	0.995	0.6714	0.993
ARHGAP31	0.5716	0.6996	0.401	0.5812
ST3GAL6	0.1728	0.134	0.1494	0.1254
GSK3B	0.8598	0.8766	0.7856	0.8672
RPL24	0.5218	0.577	0.4326	0.4844
CBLB	0.6966	0.792	0.6818	0.743
BBX	0.3112	0.2146	0.2078	0.127
SENP7	0.2252	0.2802	0.1758	0.2564
PHLDB2	0.4072	0.539	0.3008	0.456
KALRN	0.7972	0.9486	0.788	0.9264
ZNF148	0.798	0.8834	0.7916	0.8852
PARP14	0.3138	0.2158	0.2832	0.185
GOLGB1	0.639	0.703	0.4634	0.6198
HEG1	0.7042	0.4702	0.6148	0.3508
ZBTB20	0.4352	0.636	0.407	0.6166
CMSS1	0.5748	0.6742	0.4508	0.6094
LSAMP	0.2744	0.5884	0.2798	0.5614
_ENSG00000242299	0.388	0.4312	0.288	0.328
ATP2C1	0.8762	0.53	0.8494	0.469
WWTR1	0.8704	0.5402	0.85	0.4976
ATP1B3	0.8242	0.6192	0.8308	0.6128
MGLL	0.5732	0.4484	0.3262	0.2388
RAB7A	0.2292	0.1888	0.2408	0.1778
XRN1	0.1374	0.0735	0.0875	0.042
STAG1	0.8978	0.8294	0.8608	0.7858
MBNL1	0.956	0.9476	0.9278	0.921
ZIC1	0.4584	0.43	0.4008	0.342
RASA2	0.7188	0.7774	0.6652	0.7302
U2SURP	0.9852	0.8324	0.9858	0.7906
TMCC1	0.4346	0.5684	0.4048	0.546
P2RY14	0.9114	0.8244	0.8856	0.7444
ZBTB38	0.601	0.5664	0.415	0.418
_ENSG00000243620	0.8346	0.8342	0.7998	0.7714
SEC62	0.4318	0.3552	0.2882	0.24
FNDC3B	0.5528	0.4458	0.4064	0.299
MECOM	0.6778	0.4098	0.5624	0.2524
PIK3CA	0.9056	0.8074	0.9052	0.79
TRA2B	0.6544	0.6778	0.6092	0.6456
PPM1L	0.8574	0.9456	0.8598	0.9468
CCNL1	0.7066	0.6702	0.6928	0.6386
TTC14	0.5814	0.7922	0.608	0.8032
NLGN1	0.2438	0.1598	0.1534	0.1206
PHC3	0.4008	0.4374	0.3466	0.4118
GOLIM4	0.9112	0.9706	0.8736	0.9668
RSRC1	0.838	0.5092	0.8378	0.5478
TBL1XR1	0.9606	0.8482	0.9582	0.8466
NAALADL2	0.2004	0.1064	0.1092	0.0542
TFRC	0.8248	0.662	0.6428	0.4732
ST6GAL1	0.247	0.1878	0.2188	0.151
DLG1	0.2176	0.1804	0.1772	0.157
ADD1	0.962	0.8382	0.9438	0.7812
FGF12	0.6762	0.6032	0.6416	0.5462
HES1	0.661	0.6766	0.6374	0.6736
ACAP2	0.5894	0.695	0.3976	0.557
LPP	0.7592	0.4884	0.6042	0.2726
CCDC50	0.711	0.8022	0.7216	0.828
EIF4A2	0.4666	0.2812	0.238	0.103
ATP5ME	0.6588	0.6878	0.4676	0.5374
RPL35A	0.4242	0.498	0.3084	0.3594
LRCH3	0.4162	0.4416	0.2584	0.2994
LIMCH1	0.836	0.697	0.7592	0.6082
TBC1D1	0.6774	0.1832	0.5616	0.1248
FRYL	0.3896	0.4962	0.304	0.383
UBE2K	0.9094	0.843	0.8984	0.813
OCIAD1	0.7496	0.6772	0.6742	0.5966
KLHL5	0.68	0.4868	0.6166	0.4022
PDS5A	0.66	0.8116	0.4904	0.7256
UCHL1	0.4392	0.2928	0.2904	0.1286
APBB2	0.9462	0.9594	0.878	0.9234
RBPJ	0.2198	0.3336	0.1354	0.2706
LDB2	0.6468	0.5604	0.6074	0.5306
LCORL	0.5116	0.5798	0.507	0.562
RELL1	0.5554	0.416	0.5882	0.4264
KCNIP4_ENSG00000185774	0.6398	0.6536	0.6154	0.634
RUFY3	0.4822	0.7574	0.5002	0.7424
YTHDC1_ENSG00000083896	0.9624	0.9188	0.9214	0.877
CCNI	0.4428	0.4978	0.2708	0.3498
ANKRD17	0.7022	0.7986	0.6824	0.8058
TMEM165	0.0939	0.1048	0.0827	0.1264
CLOCK	0.8604	0.804	0.8326	0.7758
HNRNPD	0.8166	0.8296	0.7642	0.819
RASGEF1B	0.467	0.287	0.2928	0.1266
SEPTIN11	0.6476	0.832	0.6214	0.7498
SCARB2	0.564	0.4872	0.3952	0.3332
CNOT6L	0.916	0.5966	0.8786	0.4766
SCD5	0.2654	0.2836	0.2832	0.3006
ADGRL3	0.5272	0.871	0.5216	0.8432
HNRNPDL	0.7992	0.8798	0.7256	0.839
MT2P1_ENSG00000162840	0.6152	0.693	0.6014	0.6784
IGFBP7	0.7336	0.9298	0.6092	0.8992
UBE2D3	0.6938	0.7378	0.6928	0.8098
MAPK10	0.4532	0.7612	0.4898	0.7476
RPL34	0.5752	0.6094	0.5364	0.5538
PKD2	0.4046	0.3438	0.2426	0.1914
ABCG2	0.5634	0.3808	0.4078	0.233
SEC31A	0.4946	0.8	0.49	0.8016
RAP1GDS1	0.2754	0.2496	0.3144	0.267
PDE5A	0.6104	0.6704	0.5704	0.6052
PPA2	0.244	0.1762	0.1728	0.1028
LEF1	0.6826	0.4238	0.585	0.2714
SEC24B	0.4408	0.2814	0.3622	0.1942
PPP3CA	0.9642	0.8146	0.9324	0.7482
SLC39A8	0.555	0.4064	0.3918	0.2516
TBCK	0.6178	0.8724	0.6294	0.872
CAMK2D	0.6048	0.5196	0.4806	0.426
ANK2	0.2206	0.1988	0.1936	0.166
USP53	0.6184	0.4072	0.5322	0.3376
SPARCL1	0.5156	0.4008	0.265	0.2038
PDLIM5	0.354	0.445	0.2652	0.3674
WDFY3	0.5802	0.9808	0.5302	0.9634
DNAJB14	0.8614	0.837	0.8012	0.7386
EMCN	0.7586	0.4752	0.6472	0.335
TSPAN5	0.6336	0.4436	0.392	0.2208
AFF1	0.834	0.5878	0.7624	0.4732
UNC5C	0.2862	0.2514	0.2708	0.2264
CCSER1	0.6656	0.403	0.5932	0.3318
ARHGAP10	0.7572	0.6568	0.7584	0.6244
ELF2	0.2944	0.1626	0.1026	0.0367
INPP4B	0.7088	0.906	0.7052	0.882
GAB1	0.6796	0.923	0.6524	0.9212
FBXW7	0.4574	0.341	0.2734	0.2114
SH3D19	0.4636	0.4186	0.3508	0.317
GRIA2	0.5968	0.9684	0.581	0.957
KIAA1109	0.6378	0.5174	0.4732	0.3826
TRPC3	0.5558	0.4608	0.388	0.309
SLC7A11	0.698	0.9096	0.6106	0.8608
NR3C2	0.7002	0.5144	0.682	0.5078
ARFIP1	0.8718	0.8882	0.8346	0.8724
DCLK2	0.251	0.176	0.2588	0.1526
MAML3	0.9732	0.8308	0.961	0.767
LRBA	0.473	0.4456	0.3992	0.397
CPE	0.7968	0.821	0.7846	0.7832
RAPGEF2	0.636	0.417	0.4178	0.2006
SLC12A7_ENSG00000113504	0.7976	0.7514	0.691	0.6242
GPM6A	0.417	0.676	0.431	0.6746
WWC2	0.864	0.8986	0.8416	0.8906
SH3RF1	0.5662	0.9448	0.5854	0.9342
SORBS2	0.5232	0.3344	0.3836	0.181
STOX2	0.5936	0.6444	0.2566	0.3928
SPOCK3	0.4088	0.459	0.3492	0.3984
TRIO	0.809	0.8284	0.7364	0.771
ZFR	0.2332	0.1766	0.1658	0.1368
SLC1A3	0.5062	0.405	0.3908	0.2886
WDR70	0.6312	0.8464	0.5064	0.8118
SEMA5A	0.6316	0.7448	0.5796	0.7122
CDH6	0.7414	0.7996	0.6728	0.7468
SUB1	0.433	0.3356	0.269	0.1888
LIFR	0.3098	0.5124	0.282	0.4558
PDZD2	0.7946	0.897	0.7814	0.8396
MARCHF6	0.18	0.226	0.1348	0.1914
MYO10	0.6588	0.6352	0.6222	0.607
ANKH	0.0874	0.067	0.0905	0.0663
NIPBL	0.9494	0.7362	0.93	0.6602
CTNND2	0.2574	0.2618	0.1958	0.2144
BASP1	0.3274	0.3018	0.1684	0.15
FBXL7	0.3618	0.5716	0.3882	0.5534
GUSBP1	0.279	0.1974	0.1566	0.116
GPBP1	0.6938	0.9406	0.6116	0.9228
PLPP1	0.3276	0.1258	0.234	0.1348
MAST4	0.8766	0.9452	0.8512	0.9366
TNPO1	0.4508	0.5564	0.457	0.5356
MAP3K1	0.3454	0.1632	0.1926	0.0694
ERBIN	0.2032	0.1528	0.0952	0.0952
PDE4D	0.9172	0.9742	0.9228	0.9676
ZSWIM6	0.516	0.5058	0.3452	0.3066
MAP1B	0.5584	0.375	0.3806	0.1814
IL6ST	0.8894	0.5908	0.855	0.5306
PIK3R1	0.777	0.5294	0.7782	0.5272
BDP1_ENSG00000145734	0.812	0.9454	0.76	0.929
FCHO2	0.9188	0.6542	0.8706	0.515
ELOVL7	0.949	0.5616	0.9184	0.4994
RICTOR	0.4586	0.7392	0.3678	0.7366
ARL15	0.3902	0.3724	0.3052	0.3438
ITGA1	0.7234	0.5502	0.6374	0.4452
