gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
SLC8A1	0.6096	0.6246	0.4856	0.4764
BCYRN1	0.2048	0.0837	0.0494	0.0153
TMSB10	0.3484	0.4308	0.2848	0.3554
CTNNA2	0.27	0.361	0.2342	0.3078
REEP1	0.7684	0.6708	0.7182	0.6332
ZNF638	0.8498	0.8628	0.8296	0.8704
ADD2	0.4216	0.557	0.1938	0.3648
ST3GAL5	0.317	0.2818	0.2486	0.1844
AAK1	0.1884	0.1922	0.1144	0.1202
PCYOX1	0.4688	0.6064	0.3678	0.5274
CNRIP1	0.6224	0.6472	0.5296	0.5394
IMMT	0.1342	0.1468	0.0745	0.1034
CCT7	0.1234	0.2934	0.0334	0.124
TGOLN2	0.4486	0.6116	0.3114	0.5464
PCBP1	0.4912	0.7342	0.297	0.5686
LRRTM4	0.251	0.5754	0.229	0.501
C1D	0.5554	0.8856	0.4022	0.8036
INPP4A	0.9806	0.843	0.976	0.8066
MAP4K4	0.7212	0.6668	0.695	0.6382
RPL31	0.9374	0.9082	0.9316	0.8872
ACTR1B	0.1934	0.29	0.1134	0.2012
COX5B	0.0213	0.0494	0.0038	0.0137
GCC2	0.4162	0.1706	0.3136	0.0945
RANBP2	0.0453	0.0547	0.0076	0.0072
EIF5B	0.4236	0.3004	0.3866	0.2754
LONRF2	0.5726	0.7912	0.4648	0.7424
CREG2	0.8964	0.9462	0.8902	0.94
R3HDM1	0.5904	0.9798	0.4918	0.9688
ACTR3	0.415	0.5082	0.36	0.4898
PLEKHB2	0.2826	0.523	0.1256	0.3408
RAB3GAP1	0.4876	0.0182	0.4338	0.0283
ARHGEF4	0.1642	0.1184	0.1052	0.0718
BIN1	0.6926	0.6776	0.5416	0.549
HS6ST1	0.5752	0.7606	0.542	0.7334
MZT2B	0.0577	0.0524	0.0161	0.0144
FAM168B	0.5372	0.713	0.4328	0.6656
LRP1B	0.2836	0.2904	0.2516	0.2702
ZEB2	0.544	0.5584	0.5214	0.5478
DPP10	0.0385	0.0467	0.0376	0.0375
DYNC1I2	0.0954	0.0662	0.0781	0.0613
RIF1	0.321	0.4248	0.221	0.2952
MTX2	0.8474	0.6678	0.7782	0.5836
CHN1	0.9934	0.7694	0.9884	0.704
SCN2A	0.6246	0.5326	0.5826	0.4714
OLA1	0.9852	0.9104	0.9776	0.7408
SCN1A	0.1182	0.1888	0.038	0.0663
SLC4A10	0.6734	0.5898	0.4816	0.3704
LNPK	0.2876	0.3582	0.158	0.2162
UBR3	0.5664	0.9864	0.4776	0.985
SCN3A	0.1586	0.3208	0.1006	0.2432
ATP5MC3	0.2996	0.5346	0.1844	0.3932
FMNL2	0.6582	0.5636	0.6134	0.5288
KCNJ3	0.1524	0.168	0.0518	0.0878
GPR155	0.6754	0.5906	0.612	0.54
KIF5C_ENSG00000168280	0.71	0.8442	0.645	0.8092
UBE2E3	0.462	0.5302	0.2476	0.3626
HNRNPA3	0.473	0.6656	0.258	0.4926
CERS6	0.6062	0.8826	0.4306	0.817
CSRNP3	0.0704	0.0732	0.0176	0.0204
CACNB4	0.486	0.2492	0.1808	0.0667
_ENSG00000218175	0.171	0.2314	0.0836	0.1232
_ENSG00000233762	0.239	0.3222	0.1378	0.2118
NDUFS1	0.205	0.2768	0.1018	0.1532
NCKAP1	0.6626	0.8106	0.5638	0.775
ZC3H15	0.243	0.3838	0.11	0.2124
MAP2	0.2248	0.3342	0.0705	0.1666
INO80D	0.2808	0.2958	0.0984	0.142
ADAM23	0.4022	0.3862	0.1916	0.2796
PDE1A	0.2726	0.3662	0.1196	0.181
LANCL1	0.2718	0.2852	0.1974	0.2398
GLS	0.6276	0.8842	0.3642	0.8162
PLCL1	0.7768	0.8634	0.7782	0.8658
SUMO1	0.2428	0.3842	0.1144	0.2384
SATB2	0.6892	0.8732	0.4928	0.7942
HECW2	0.4486	0.5838	0.3706	0.513
ABI2	0.9076	0.696	0.8488	0.5184
TMEFF2	0.1536	0.282	0.1366	0.2576
FAM171B	0.3568	0.5632	0.1874	0.422
HSPD1	0.0917	0.1782	0.0283	0.0607
UNC80	0.2962	0.4916	0.177	0.407
MFSD6	0.8826	0.9026	0.8086	0.8266
FAM126B	0.2766	0.3084	0.1266	0.1868
ERBB4	0.5464	0.7928	0.5552	0.762
SLC39A10	0.6836	0.7002	0.6462	0.6598
BMPR2	0.4854	0.5872	0.4172	0.5418
CUL3	0.2364	0.1268	0.2394	0.1204
PTPRN	0.7222	0.7726	0.6906	0.7446
NGEF	0.0621	0.0643	0.024	0.032
XRCC5	0.8442	0.6398	0.8304	0.593
NCL	0.4972	0.6406	0.4406	0.6296
EPHA4	0.6254	0.6178	0.5328	0.563
ACSL3	0.881	0.9376	0.8418	0.9292
CHPF	0.802	0.6748	0.747	0.6182
TUBA4A	0.2558	0.2032	0.2036	0.149
PNKD	0.1616	0.1338	0.1362	0.133
ITM2C	0.1928	0.3214	0.114	0.1972
SERPINE2	0.2582	0.2454	0.2862	0.25
DNAJB2	0.6876	0.9102	0.4818	0.817
ARMC9	0.425	0.7874	0.3408	0.6744
CAB39	0.3048	0.0605	0.2436	0.0572
RETREG2	0.9682	0.9834	0.9342	0.9814
TRIP12	0.463	0.5054	0.3908	0.4762
AGAP1	0.789	0.7866	0.736	0.7638
ARPC2	0.0665	0.1722	0.0153	0.0531
CDK5R2	0.721	0.933	0.5884	0.8696
SCG2	0.1396	0.2698	0.1428	0.274
PSMD1	0.3108	0.336	0.2544	0.3036
PTMA	0.2118	0.271	0.1408	0.1792
DNER	0.2892	0.5036	0.231	0.4526
RPL37A	0.773	0.8402	0.7152	0.778
COPS8	0.3674	0.5922	0.24	0.4656
ATG9A	0.8374	0.9976	0.7708	0.9966
TOP2B	0.2192	0.1186	0.1292	0.0874
HDLBP	0.5088	0.3556	0.4496	0.2814
STK25	0.8958	0.915	0.843	0.8622
KIF1A	0.9818	0.973	0.978	0.9688
NDUFA10	0.2524	0.169	0.1406	0.1044
CAMK1	0.1196	0.1044	0.0436	0.038
ARL8B	0.9658	0.9904	0.9534	0.991
CHL1	0.701	0.6936	0.6194	0.6382
CNTN4	0.3754	0.9462	0.302	0.9422
IQSEC1	0.6842	0.6206	0.5926	0.5132
RPL32	0.5402	0.6542	0.417	0.5354
ITPR1	0.7184	0.5924	0.5314	0.3968
THRB	0.0548	0.0882	0.0204	0.0432
LHFPL4	0.7082	0.8772	0.6366	0.8484
ATP2B2	0.511	0.551	0.4834	0.497
SYN2	0.3712	0.5858	0.2346	0.4818
NEK10	0.4808	0.6588	0.3884	0.5488
COPS9	0.0532	0.0995	0.0107	0.0356
NR1D2	0.9496	0.9258	0.938	0.894
RPL15	0.7792	0.8496	0.6742	0.7674
UBE2E2	0.6404	0.8164	0.6244	0.8134
SRGAP3	0.8058	0.9578	0.7988	0.9476
GRM7	0.0676	0.2538	0.0622	0.2292
BRK1	0.435	0.7478	0.2712	0.6124
UQCRC1	0.2054	0.1458	0.1296	0.0856
MAP4	0.326	0.3452	0.127	0.1498
TUSC2	0.4408	0.4596	0.327	0.3696
CSPG5	0.2574	0.3596	0.0738	0.1258
EIF1B	0.5636	0.9486	0.448	0.942
CLASP2	0.5842	0.5384	0.5402	0.5114
BSN	0.6006	0.7228	0.506	0.6682
CAMKV	0.9002	0.9734	0.8784	0.9706
RPSA	0.8032	0.9808	0.7288	0.9664
ARPP21	0.7892	0.7896	0.6556	0.687
P4HTM	0.0409	0.0301	0.0107	0.0056
EPM2AIP1	0.1856	0.3378	0.096	0.2458
CCK	0.046	0.1052	0.0129	0.0479
RPL14	0.796	0.911	0.7192	0.8772
TMA7	0.7876	0.9784	0.714	0.964
GPX1	0.1588	0.1328	0.0708	0.0528
NISCH	0.4398	0.2854	0.3054	0.1614
DOCK3	0.2372	0.3336	0.2082	0.3264
SELENOK	0.2732	0.4852	0.1116	0.266
FOXP1	0.2968	0.5778	0.15	0.4802
SPCS1	0.0844	0.185	0.0098	0.0386
ARL6IP5	0.5676	0.7836	0.417	0.632
MAGI1	0.4942	0.591	0.4662	0.5516
APPL1	0.9204	0.756	0.877	0.6496
RPL29	0.3004	0.384	0.1988	0.289
CADPS	0.7854	0.552	0.7612	0.5004
SYNPR	0.4182	0.7416	0.4336	0.7494
PRICKLE2	0.749	0.4958	0.7152	0.448
TKT	0.8086	0.8004	0.766	0.7744
ARHGEF3	0.6556	0.4974	0.6146	0.4464
WDR82	0.2428	0.353	0.0714	0.1274
CADM2	0.1494	0.3058	0.1014	0.241
TAFA1	0.1038	0.358	0.0718	0.2866
ROBO2	0.0487	0.0354	0.0251	0.0233
ERC2	0.2188	0.3458	0.1136	0.2264
PCNP	0.8882	0.986	0.8572	0.9644
GSK3B	0.3966	0.4488	0.3168	0.3882
CD200	0.4002	0.696	0.2286	0.5142
RPL24	0.6902	0.6794	0.608	0.585
ATP6V1A	0.9724	0.9408	0.9738	0.9326
TAGLN3	0.8282	0.78	0.7968	0.7412
STXBP5L	0.3162	0.65	0.192	0.5296
KALRN	0.5718	0.8138	0.4208	0.7326
ZNF148	0.6134	0.7768	0.5778	0.7634
ALCAM	0.7756	0.9562	0.7378	0.9556
GAP43	0.2626	0.4612	0.1834	0.3466
LSAMP	0.2428	0.164	0.2302	0.1516
CD47	0.8122	0.9758	0.7104	0.9724
DZIP3	0.2616	0.316	0.1598	0.1954
HACD2	0.6072	0.6852	0.5088	0.5982
_ENSG00000242299	0.4328	0.5094	0.2598	0.3514
ATP2C1	0.8082	0.7294	0.7724	0.675
PIK3CB	0.7458	0.6264	0.7136	0.5644
ATP1B3	0.0615	0.111	0.0175	0.05
MGLL	0.9098	0.8564	0.9172	0.853
RAB7A	0.2238	0.1346	0.1794	0.1348
SLC25A36	0.9278	0.7854	0.8858	0.6774
PODXL2	0.7636	0.6708	0.6732	0.5636
MBNL1	0.6636	0.728	0.6238	0.6982
RAB6B	0.6594	0.8074	0.5926	0.7602
MRAS	0.5948	0.7406	0.5334	0.7238
CLSTN2	0.5914	0.6394	0.5438	0.5838
DHX36_ENSG00000174953	0.0691	0.0638	0.0327	0.0329
ZBTB38	0.3512	0.474	0.233	0.3762
SELENOT	0.932	0.9622	0.9066	0.9546
SEC62	0.6676	0.9988	0.5422	0.9988
DNAJB11	0.234	0.3308	0.1384	0.2518
PEX5L	0.7236	0.8866	0.6086	0.818
NDUFB5	0.593	0.9812	0.4428	0.9554
NCEH1	0.9902	0.9992	0.9882	0.9996
SERPINI1	0.6986	0.6294	0.678	0.604
PRKCI	0.5646	0.8464	0.3938	0.7634
PPM1L	0.7792	0.681	0.671	0.5784
NLGN1	0.1722	0.1664	0.1742	0.156
ZMAT3	0.2602	0.418	0.0825	0.1732
TBL1XR1	0.4178	0.7552	0.2	0.6644
CRMP1	0.8518	0.9108	0.8174	0.8858
PPP2R2C	0.5656	0.496	0.5556	0.4864
ADD1	0.284	0.2394	0.1834	0.1352
FGF12	0.1612	0.2212	0.168	0.2398
JAKMIP1	0.4754	0.4486	0.3386	0.3234
EIF4A2	0.8076	0.814	0.742	0.7498
CTBP1	0.4118	0.6676	0.1746	0.456
LRPAP1	0.1048	0.2554	0.0245	0.0894
NSG1	0.8118	0.9996	0.7896	0.993
CPLX1	0.4528	0.4662	0.3408	0.3578
ATP5ME	0.3616	0.3714	0.3324	0.3624
KIAA0232	0.926	0.8208	0.8662	0.6436
MRFAP1	0.1742	0.3538	0.0621	0.2078
RPL35A	0.5936	0.8146	0.427	0.7314
NAT8L	0.7676	0.7924	0.7186	0.774
OPA1	0.6736	0.6174	0.551	0.4834
C4orf48	0.1444	0.1286	0.1026	0.0775
SLC30A9	0.3862	0.2674	0.3746	0.2728
ARAP2	0.89	0.8446	0.8764	0.8346
LIMCH1	0.541	0.9564	0.4844	0.9488
UBE2K	0.542	0.3044	0.4018	0.2224
TMEM33	0.6442	0.9228	0.5156	0.8932
GABRA4	0.9834	0.939	0.978	0.9092
OCIAD1	0.398	0.4792	0.2664	0.2988
ATP8A1	0.408	0.7944	0.1934	0.678
QDPR	0.084	0.0848	0.0506	0.0713
GABRA2	0.8424	0.838	0.783	0.7772
UCHL1	0.1168	0.197	0.0681	0.1298
GABRB1	0.0684	0.1158	0.0419	0.0913
LDB2	0.897	0.873	0.8372	0.8242
PCDH7	0.3434	0.5592	0.2786	0.503
KCNIP4_ENSG00000185774	0.123	0.4566	0.1144	0.4154
_ENSG00000260918	0.1666	0.331	0.0548	0.1998
RUFY3	0.433	0.42	0.3362	0.3194
LNX1	0.7764	0.7628	0.7088	0.6948
CCNI	0.8766	0.824	0.8238	0.7232
ANKRD17	0.4014	0.325	0.3568	0.2916
RASGEF1B	0.2002	0.1608	0.0697	0.0711
G3BP2	0.548	0.8272	0.46	0.7696
SEPTIN11	0.6502	0.7614	0.4548	0.6408
SCARB2	0.7674	0.683	0.7428	0.6392
EPHA5	0.6492	0.848	0.5922	0.7714
SCD5	0.5524	0.8716	0.4182	0.822
ENOPH1	0.9906	0.7878	0.9836	0.6892
ADGRL3	0.218	0.2266	0.1856	0.207
HNRNPDL	0.2272	0.1986	0.1272	0.1286
PARM1	0.1568	0.2694	0.098	0.1918
HOPX	0.159	0.4856	0.0628	0.3586
TMEM150C	0.342	0.464	0.1896	0.3242
UBE2D3	0.2728	0.0177	0.209	0.019
MAPK10	0.1694	0.2182	0.1648	0.2138
RPL34	0.899	0.8926	0.8716	0.8584
RAP1GDS1	0.7824	0.5438	0.7566	0.521
PAPSS1	0.7072	0.9538	0.4842	0.9342
PPP3CA	0.3592	0.5268	0.1642	0.3654
SNCA	0.859	0.928	0.8202	0.9064
CAMK2D	0.454	0.8128	0.3602	0.74
ANK2	0.1136	0.1026	0.0405	0.0465
SPARCL1	0.33	0.3448	0.161	0.1536
CDS1	0.4074	0.544	0.3436	0.49
WDFY3	0.5458	0.5122	0.5098	0.4812
PPM1K	0.169	0.4626	0.1546	0.4348
DNAJB14	0.6174	0.886	0.4352	0.8256
H2AZ1	0.2158	0.3068	0.0832	0.1596
C4orf3	0.539	0.9486	0.464	0.9412
TSPAN5	0.555	0.592	0.5614	0.5754
NAP1L5	0.9588	0.8322	0.9448	0.7708
HSP90AB3P	0.7796	0.9562	0.627	0.9174
CCSER1	0.125	0.2218	0.0518	0.133
_ENSG00000251095	0.173	0.3794	0.0748	0.2238
FNIP2	0.8886	0.6982	0.8366	0.623
GUCY1B1	0.3314	0.6724	0.1882	0.555
NDUFC1	0.0754	0.167	0.0199	0.0585
TBC1D9	0.735	0.9726	0.5818	0.9588
TRIM2	0.3794	0.8934	0.2746	0.8664
FBXW7	0.9228	0.8774	0.857	0.8182
GLRB	0.3868	0.7076	0.2388	0.5984
GRIA2	0.7444	0.8874	0.7056	0.8748
PCDH10	0.246	0.4838	0.1004	0.3642
KIAA1109	0.0246	0.0197	0.0164	0.0144
SCOC	0.324	0.6876	0.2442	0.6354
SMARCA5	0.1364	0.5472	0.0518	0.333
TMEM155	0.9918	0.9018	0.9854	0.8226
MAP9	0.7632	0.9442	0.7074	0.9322
RNF150	0.2502	0.3074	0.2556	0.3472
RTN3P1	0.3034	0.3966	0.1944	0.2962
MSMO1	0.7732	0.9212	0.7228	0.9012
KLHL2	0.5338	0.7562	0.307	0.6732
CPE	0.7462	0.8016	0.7402	0.8092
CLCN3	0.7638	0.9658	0.6996	0.9536
RAPGEF2	0.4904	0.8992	0.3982	0.8894
SPCS3	0.8168	0.781	0.7412	0.6698
MARCHF1	0.4462	0.5622	0.4276	0.5192
NDUFS6	0.0151	0.0566	0.003	0.0147
GPM6A	0.362	0.3086	0.3082	0.2614
SLC25A4	0.1454	0.2712	0.0456	0.1512
SORBS2	0.8094	0.7168	0.7204	0.6008
TPPP	0.4074	0.6626	0.222	0.4954
STOX2	0.2144	0.3516	0.1318	0.2648
TENM3	0.6138	0.9774	0.5744	0.975
TRIO	0.5236	0.516	0.4838	0.486
CDH10	0.1864	0.2734	0.1402	0.23
ZFR	0.7502	0.662	0.721	0.6302
ADCY2	0.0784	0.1966	0.054	0.1776
SUB1	0.9508	0.7878	0.9394	0.7356
MED10	0.472	0.7254	0.3266	0.6108
PDZD2	0.763	0.7304	0.7178	0.6976
MARCHF6	0.366	0.7434	0.2632	0.6836
CDH18	0.5398	0.8832	0.4162	0.8238
CCT5	0.657	0.9794	0.6108	0.9748
ANKH	0.6536	0.846	0.6572	0.8586
RETREG1	0.7644	0.7894	0.6652	0.738
LMBRD2	0.8222	0.9272	0.7628	0.8982
CTNND2	0.1894	0.2436	0.145	0.176
