gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
LRRC3B	0.9902	0.9868	0.9846	0.9802
UBE2E2	0.428	0.9514	0.3618	0.9444
SRGAP3	0.3946	0.6144	0.4116	0.5946
ATG7	0.498	0.6274	0.3394	0.5368
LMCD1-AS1	0.365	0.307	0.312	0.2578
RBM6	0.489	0.4302	0.5196	0.4534
MAP4	0.4784	0.335	0.389	0.2356
NKTR	0.9392	0.917	0.9088	0.8758
GOLGA4	0.4118	0.2424	0.336	0.1986
CLASP2	0.5444	0.5486	0.4834	0.4504
PLXNB1	0.6788	0.9742	0.6362	0.9654
TRAK1	0.341	0.549	0.1524	0.4054
DOCK3	0.8512	0.8966	0.8152	0.8504
PDZRN3	0.975	0.9076	0.9604	0.8584
PTPRG	0.782	0.9618	0.74	0.9466
LRIG1	0.3778	0.3492	0.2908	0.2326
MAGI1	0.8298	0.8646	0.8278	0.829
CADPS	0.593	0.408	0.5252	0.3158
PRICKLE2	0.128	0.087	0.1284	0.0935
CADM2	0.0796	0.1058	0.0256	0.0452
TAFA1	0.8432	0.8806	0.7742	0.8492
ROBO2	0.76	0.3984	0.7128	0.35
FHIT	0.1684	0.1034	0.1606	0.122
ALDH1L1	0.5362	0.3862	0.5068	0.3428
KALRN	0.3608	0.223	0.3302	0.2064
ALCAM	0.9048	0.883	0.865	0.8432
ZBTB20	0.0622	0.0797	0.0412	0.0465
LSAMP	0.0935	0.0769	0.0422	0.0376
_ENSG00000239268	0.1252	0.0838	0.0806	0.0541
ATP2C1	0.4794	0.4532	0.342	0.3014
ARHGEF26_ENSG00000114790	0.5054	0.4038	0.3998	0.311
TMEM108	0.8882	0.7716	0.8594	0.712
MED12L	0.5828	0.3664	0.5848	0.3654
EPHB1	0.521	0.5688	0.5114	0.5402
DGKG	0.2736	0.1704	0.1188	0.0868
TNIK	0.0535	0.0469	0.0386	0.0384
NLGN1	0.662	0.343	0.638	0.3254
NAALADL2	0.0231	0.0262	0.0246	0.0321
FGFR3	0.8082	0.9926	0.7652	0.9918
ADD1	0.3166	0.284	0.2828	0.2628
ACAP2	0.1696	0.178	0.137	0.1592
ATP13A4	0.7378	0.7504	0.6474	0.659
LPP	0.5258	0.6382	0.5274	0.6364
ATP5ME	0.5218	0.7344	0.4224	0.6806
SORCS2	0.1346	0.0904	0.143	0.1024
NAT8L	0.4694	0.683	0.338	0.5978
ARAP2	0.2868	0.3116	0.1734	0.2174
LIMCH1	0.582	0.6628	0.421	0.5442
ATP8A1	0.7556	0.6926	0.6504	0.6192
GABRA2	0.827	0.9264	0.802	0.9122
GABRB1	0.2864	0.288	0.2004	0.1964
PCDH7	0.0723	0.1126	0.0756	0.113
KCNIP4_ENSG00000185774	0.3654	0.2318	0.2766	0.1624
RUFY3	0.6544	0.7182	0.5158	0.5606
SLC4A4	0.5774	0.4594	0.4358	0.3446
ANKRD17	0.197	0.3254	0.1262	0.2724
RASGEF1B	0.246	0.2124	0.2068	0.2026
BMP2K	0.4788	0.393	0.3652	0.271
SHROOM3	0.7704	0.7866	0.688	0.6802
SCD5	0.5272	0.732	0.4858	0.661
ADGRL3	0.2906	0.2944	0.1558	0.1636
MAPK10	0.1462	0.1612	0.129	0.1274
ARHGAP24	0.226	0.1888	0.1784	0.147
BMPR1B	0.9988	0.944	0.9996	0.9392
PPP3CA	0.5638	0.4504	0.5978	0.4812
ANK2	0.1202	0.1146	0.0532	0.043
GRID2	0.6624	0.6704	0.6028	0.6462
SPARCL1	0.0797	0.103	0.0358	0.0397
PDLIM5	0.0479	0.0352	0.0406	0.0327
WDFY3	0.1922	0.329	0.0922	0.2694
TSPAN5	0.5032	0.8504	0.4726	0.8622
TRIM2	0.101	0.0605	0.1018	0.0864
GRIA2	0.7348	0.9958	0.6548	0.9936
KIAA1109	0.644	0.899	0.5328	0.8568
SLC7A11	0.0544	0.044	0.0401	0.0379
NR3C2	0.1828	0.156	0.177	0.166
INTU	0.3054	0.2838	0.2334	0.2234
DCLK2	0.758	0.8138	0.7056	0.7726
LINC00499	0.3506	0.6018	0.3764	0.5764
CPE	0.9294	0.8428	0.8994	0.777
NEK1	0.4142	0.4138	0.3952	0.3868
GPM6A	0.2844	0.3736	0.1988	0.271
TRIO	0.4562	0.3688	0.3938	0.2958
ADCY2	0.2704	0.1786	0.2258	0.132
SLC1A3	0.7754	0.6764	0.725	0.5994
LIFR	0.158	0.126	0.0822	0.0654
MYO10	0.67	0.9754	0.6902	0.976
RANBP3L	0.2824	0.2572	0.2208	0.2062
CTNND2	0.1644	0.1608	0.1234	0.11
FBXL7	0.3736	0.3614	0.311	0.3266
MAST4	0.6714	0.5254	0.5588	0.3182
ERBIN	0.3176	0.3816	0.3458	0.4096
PDE4D	0.1938	0.3004	0.1512	0.2208
ZSWIM6	0.2076	0.2266	0.1258	0.1406
MAP1B	0.1904	0.0962	0.0918	0.049
MEF2C	0.3402	0.2818	0.2772	0.2696
SSBP2	0.8674	0.7594	0.8378	0.734
FBXL17	0.2672	0.2638	0.1412	0.16
FER	0.0671	0.1136	0.0549	0.0854
ADGRV1	0.9496	0.9454	0.9404	0.9412
EFNA5	0.4168	0.3398	0.268	0.2072
LINC00461	0.5352	0.574	0.461	0.4956
TMEM161B-AS1	0.0309	0.022	0.0239	0.0268
APC	0.8574	0.8912	0.8374	0.898
SPOCK1	0.3442	0.3008	0.3194	0.2686
GRAMD2B	0.0821	0.078	0.0677	0.0631
ACSL6	0.8884	0.891	0.8564	0.8604
ARHGAP26	0.2514	0.1182	0.2472	0.1132
PSD2	0.5866	0.7832	0.5772	0.7532
PPP2R2B	0.0727	0.0679	0.0554	0.0604
SGCD	0.918	0.9858	0.888	0.9784
CPEB4	0.995	0.6812	0.9926	0.4992
TENM2	0.2708	0.331	0.1798	0.24
GMDS-DT	0.2668	0.2332	0.2568	0.2568
JARID2	0.82	0.782	0.7644	0.7676
CARMIL1	0.6554	0.6424	0.6004	0.5804
PHACTR1	0.3396	0.3472	0.358	0.346
ATXN1	0.115	0.1092	0.1474	0.1212
GABBR1_ENSG00000204681	0.3124	0.6326	0.2636	0.5572
HSP90AB1	0.5172	0.5084	0.4002	0.427
ADGRB3	0.2242	0.268	0.1136	0.142
DAAM2	0.4758	0.6592	0.3904	0.5986
DST	0.053	0.0258	0.134	0.063
ZFAND3	0.3514	0.5594	0.3176	0.5204
PAQR8	0.6414	0.5814	0.6012	0.5216
BTBD9	0.0765	0.0485	0.082	0.0485
BCKDHB	0.0261	0.0232	0.0301	0.0247
SOBP	0.933	0.9976	0.92	0.9954
PNISR	0.3082	0.2566	0.2136	0.1744
PHIP	0.8248	0.9924	0.7584	0.9916
FUT9	0.2238	0.1858	0.0986	0.0903
MYO6	0.494	0.5788	0.4296	0.5262
_ENSG00000271860	0.0758	0.077	0.0547	0.0513
REV3L	0.7726	0.6944	0.6958	0.6442
FYN	0.8088	0.7404	0.7594	0.6732
EPB41L2	0.8774	0.7902	0.8188	0.7442
CEP85L	0.9474	0.773	0.9242	0.702
FAM184A	0.9406	0.8952	0.9302	0.8628
TPD52L1	0.2058	0.147	0.1422	0.0947
NHSL1	0.3286	0.367	0.295	0.3024
AHI1	0.626	0.6062	0.6146	0.5864
REPS1	0.1366	0.1024	0.0479	0.063
GJA1	0.3134	0.29	0.1966	0.185
PDE7B	0.7218	0.7996	0.6056	0.6924
NKAIN2	0.411	0.6614	0.2218	0.55
SLC35F1	0.8314	0.7328	0.8062	0.6914
MAP3K5	0.8354	0.9566	0.8074	0.9486
ARID1B	0.0889	0.0702	0.0722	0.0624
RPS6KA2	0.1756	0.2574	0.0336	0.1122
SASH1	0.0564	0.0554	0.0313	0.032
QKI	0.0911	0.0672	0.0923	0.0753
SYNE1	0.603	0.8326	0.5542	0.7842
STXBP5	0.3512	0.2578	0.1888	0.12
MICALL2	0.2724	0.3898	0.1862	0.3028
PRKN	0.0338	0.0295	0.0318	0.0317
ACTB	0.3776	0.2494	0.1606	0.1158
HNRNPA2B1	0.4592	0.466	0.2634	0.3282
MMD2	0.1396	0.354	0.1696	0.3534
GLI3	0.608	0.5786	0.562	0.5122
SEPTIN7	0.1886	0.0776	0.1476	0.0578
AUTS2	0.0613	0.0443	0.0644	0.0497
MAGI2	0.0296	0.0512	0.0156	0.0302
GRM3	0.7724	0.9532	0.7276	0.9424
NRCAM	0.0264	0.0114	0.0166	0.0126
SLC26A3	0.3324	0.267	0.2424	0.1984
PON2	0.4278	0.4238	0.325	0.3322
AKAP9	0.1658	0.1488	0.184	0.171
DOCK4	0.9276	0.8678	0.9262	0.8672
SRPK2	0.557	0.8138	0.4626	0.7582
PPP1R9A	0.357	0.3122	0.271	0.2446
_ENSG00000236197	0.1894	0.1644	0.1478	0.1256
PTN	0.1666	0.0843	0.179	0.0946
PTPRZ1	0.0322	0.0233	0.0146	0.0177
MKLN1	0.0852	0.0672	0.0778	0.0595
EXOC4	0.0234	0.0309	0.0336	0.0374
AHCYL2	0.526	0.4646	0.4654	0.3922
LINC-PINT	0.4388	0.3982	0.4258	0.368
TMEM178B	0.6842	0.739	0.6406	0.69
KMT2C	0.7058	0.5158	0.6478	0.4196
DPP6	0.6806	0.3482	0.63	0.3394
CNTNAP2_ENSG00000174469	0.5244	0.539	0.4158	0.422
GPM6B	0.7216	0.662	0.6758	0.619
SAT1	0.31	0.2504	0.3508	0.2946
DMD	0.6722	0.9968	0.55	0.9952
TMSB4X	0.0879	0.067	0.0609	0.0505
OPHN1	0.89	0.5978	0.8356	0.517
ATRX	0.8554	0.9648	0.7994	0.9448
FTX	0.0775	0.0687	0.0714	0.0829
DANT2	0.2436	0.2246	0.1218	0.1486
RBMX	0.0461	0.0627	0.0349	0.0764
CSMD1	0.5556	0.3178	0.377	0.1424
PCM1	0.9002	0.8116	0.8662	0.7444
DPYSL2	0.1308	0.0859	0.178	0.1056
CLU	0.0658	0.122	0.1002	0.1564
CSGALNACT1	0.0608	0.0432	0.0527	0.041
PSD3	0.1234	0.0992	0.103	0.0793
DLC1	0.0316	0.0251	0.0233	0.0187
RGS20	0.123	0.1052	0.138	0.1284
PREX2	0.7796	0.608	0.6868	0.4832
ZFHX4	0.4914	0.5584	0.3736	0.428
NCOA2	0.0385	0.0703	0.0358	0.0686
NKAIN3	0.5306	0.5732	0.4548	0.478
ASPH	0.5372	0.6476	0.5084	0.6012
TOX	0.1744	0.2208	0.1072	0.1516
TRPS1	0.0901	0.0767	0.0579	0.0523
UBR5	0.3444	0.3438	0.2036	0.2078
OXR1	0.4688	0.5298	0.3508	0.441
BAALC	0.0059	0.0022	0.0104	0.0146
ZHX2	0.698	0.9788	0.5806	0.9656
RFX3	0.2498	0.2474	0.1954	0.199
SMARCA2	0.9284	0.8888	0.89	0.8312
KANK1	0.2454	0.339	0.1482	0.2022
GLIS3	0.61	0.5142	0.582	0.4642
ASAP1	0.0851	0.0749	0.1154	0.0776
PTPRD	0.8884	0.6606	0.8196	0.5494
PTK2	0.3364	0.5112	0.216	0.4486
NFIB	0.3992	0.4176	0.2848	0.2746
TRPM3	0.6354	0.4816	0.4578	0.3154
PCSK5	0.0735	0.0509	0.0529	0.0369
GNA14	0.1796	0.137	0.2124	0.0987
GNAQ	0.9388	0.7914	0.9058	0.7112
ALDH1A1	0.4234	0.2676	0.3228	0.192
RORB	0.9802	0.8346	0.9776	0.785
NTRK2	0.1058	0.1306	0.0869	0.1034
DENND1A	0.1234	0.14	0.124	0.121
ASTN2	0.2766	0.2424	0.251	0.2168
FNBP1	0.7972	0.7262	0.7568	0.7208
SPTAN1	0.8506	0.6764	0.82	0.627
PTGDS	0.0327	0.0314	0.0361	0.0258
NSMF	0.5002	0.623	0.3498	0.5536
EHMT1	0.5502	0.6218	0.5616	0.6126
B4GALNT4	0.5728	0.7764	0.4224	0.695
LCNL1	0.6804	0.8044	0.5212	0.7194
SOX6	0.6156	0.6728	0.4624	0.5348
SBF2	0.11	0.1478	0.0595	0.1316
NAV2	0.3572	0.2998	0.2488	0.1924
TEAD1	0.5798	0.5416	0.5412	0.506
SPON1	0.1064	0.1226	0.1238	0.1366
SLC1A2	0.781	0.9736	0.7458	0.9516
LRP4	0.9734	0.9506	0.9638	0.9468
PHF21A	0.3858	0.2636	0.3028	0.187
LRRC4C	0.759	0.9088	0.7096	0.865
PAMR1	0.2844	0.3934	0.2984	0.4038
RTN3	0.3004	0.337	0.191	0.2842
FTH1	0.405	0.5036	0.2126	0.3628
NEAT1	0.9768	0.676	0.9682	0.669
CHKA	0.6116	0.7316	0.5842	0.697
MALAT1	0.9354	0.9836	0.9144	0.9764
DLG2	0.1486	0.2042	0.1198	0.1516
FAT3	0.6142	0.4636	0.5356	0.3838
MAML2	0.227	0.402	0.0826	0.2816
DYNC2H1	0.8536	0.8338	0.711	0.6872
SORL1	0.654	0.6388	0.5966	0.5592
NCAM1	0.736	0.8026	0.6336	0.7136
NRGN	0.327	0.287	0.1578	0.1618
SIK3	0.5316	0.6296	0.4148	0.6166
HEPACAM	0.767	0.5112	0.7446	0.4916
CADM1	0.7268	0.5782	0.6258	0.4898
ARHGEF12	0.6458	0.4274	0.5576	0.3384
MIR100HG	0.867	0.9354	0.8298	0.9148
CELF2	0.5934	0.4816	0.4948	0.3854
NEBL	0.2332	0.18	0.1694	0.1264
ARHGAP21	0.1438	0.1658	0.151	0.1692
PLXDC2	0.152	0.1584	0.1044	0.1362
ARHGAP32	0.5932	0.4832	0.4156	0.326
FAM171A1	0.9448	0.9516	0.9268	0.9328
DIP2C	0.522	0.37	0.4442	0.3058
FRMD4A	0.998	0.8202	0.9978	0.7844
CACNB2	0.8312	0.8564	0.802	0.7996
NTM	0.5396	0.6442	0.5422	0.6522
CAMK1D	0.7572	0.77	0.6378	0.6908
SFMBT2	0.5178	0.568	0.5254	0.5638
ABI1	0.9392	0.8654	0.921	0.8274
PARD3	0.1582	0.0968	0.1456	0.0835
ZEB1	0.5056	0.2928	0.2666	0.1016
CAMK2G	0.531	0.7918	0.5272	0.7654
KCNMA1	0.4066	0.4658	0.3484	0.3832
PHYHIPL	0.4894	0.4136	0.4604	0.3566
JMJD1C	0.4908	0.3394	0.373	0.2198
PRKG1	0.1196	0.0643	0.1514	0.0813
NRG3	0.0469	0.0294	0.0536	0.0409
PSAP	0.2774	0.2604	0.2274	0.2162
SORBS1	0.8122	0.9038	0.7768	0.8782
CPEB3	0.0421	0.0427	0.0318	0.0336
LGI1	0.7648	0.786	0.7116	0.7398
GLUD1	0.5876	0.4982	0.4856	0.3858
HPSE2	0.9894	0.971	0.9874	0.9636
ZNF518A	0.8158	0.735	0.7192	0.5978
GRID1	0.9368	0.88	0.9342	0.8578
FGFR2	0.1806	0.1536	0.1352	0.0952
ABLIM1	0.3364	0.2774	0.283	0.2438
ADD3	0.0649	0.0453	0.0551	0.0429
TCF7L2	0.9748	0.917	0.9706	0.9074
DOCK1	0.4458	0.629	0.4014	0.6162
HTRA1	0.9266	0.9516	0.9096	0.9306
EMX2	0.1656	0.1414	0.107	0.1068
LMO3	0.7922	0.7994	0.695	0.7014
GAPDH	0.0447	0.021	0.04	0.0175
SLCO1C1	0.993	0.841	0.9908	0.7918
CNTN1	0.0694	0.0731	0.0685	0.0646
RAPGEF3	0.4076	0.6474	0.3442	0.5792
ITPR2	0.6984	0.8698	0.7112	0.869
SOX5	0.3646	0.2826	0.1996	0.1358
KIF21A	0.8162	0.6428	0.7202	0.5018
FGD4	0.0287	0.0169	0.024	0.0177
BICD1	0.6494	0.906	0.577	0.885
DENND5B	0.342	0.3792	0.3296	0.3684
LRP1	0.1518	0.2582	0.1586	0.2592
ITGA7	0.661	0.9184	0.625	0.9072
SYT1	0.3112	0.3906	0.174	0.2938
NAV3	0.0533	0.0934	0.0519	0.076
WIF1	0.6266	0.4676	0.61	0.4548
TMTC2	0.627	0.6878	0.5946	0.7018
MGAT4C	0.0153	0.032	0.0371	0.0582
ACACB	0.9716	0.939	0.9654	0.9358
CHPT1	0.0364	0.0299	0.032	0.027
RFX4	0.9636	0.9194	0.9626	0.8912
MED13L	0.7388	0.6742	0.751	0.6712
ANKS1B	0.79	0.8058	0.7942	0.8228
TPCN1	0.8148	0.956	0.7924	0.9456
ATXN2	0.1582	0.1754	0.1644	0.1612
DYNLL1	0.1294	0.1658	0.1044	0.1416
PEBP1	0.1258	0.087	0.0618	0.0449
CLIP1	0.5558	0.584	0.3932	0.4292
HIP1R	0.2964	0.501	0.2594	0.4412
TAOK3	0.8848	0.8956	0.8354	0.8418
TMEM132B	0.4876	0.6646	0.4958	0.648
UBC	0.312	0.2566	0.1802	0.15
ENOX1	0.759	0.8458	0.6684	0.7792
DCLK1	0.963	0.8056	0.9568	0.756
STARD13	0.1082	0.0728	0.0585	0.0329
FOXO1	0.0719	0.0776	0.0666	0.0757
HMGB1	0.933	0.976	0.922	0.966
N4BP2L2	0.9082	0.715	0.8574	0.6084
MYCBP2	0.7238	0.903	0.6228	0.8764
KLF12	0.723	0.7868	0.6544	0.6982
ITM2B	0.3746	0.3858	0.2046	0.2616
RBM26	0.6566	0.5552	0.5356	0.418
PCDH9	0.0235	0.0168	0.0201	0.014
OBI1-AS1	0.6918	0.673	0.6094	0.5772
ARGLU1	0.4632	0.5998	0.275	0.492
FARP1	0.1678	0.0659	0.138	0.0291
GPC5	0.5468	0.5238	0.4514	0.3982
FAM155A	0.6798	0.6048	0.5994	0.4744
ARHGAP5	0.9306	0.927	0.8618	0.8526
AKAP6	0.7116	0.9374	0.7028	0.9328
NPAS3	0.1408	0.0862	0.1828	0.119
NDRG2	0.3308	0.575	0.287	0.5298
PRKD1	0.084	0.0611	0.0801	0.0689
SAMD4A	0.3998	0.4278	0.3794	0.3828
TRIM9	0.3828	0.318	0.3436	0.2682
NRXN3	0.8054	0.8506	0.7202	0.808
FUT8	0.309	0.3006	0.175	0.1496
SRSF5	0.1436	0.1566	0.128	0.139
STON2	0.0333	0.0257	0.0262	0.0198
GPHN	0.0289	0.0277	0.0198	0.0188
FLRT2	0.2886	0.4042	0.223	0.3144
ZFP36L1	0.316	0.4096	0.2276	0.3178
SIPA1L1	0.1834	0.5016	0.1404	0.4616
CALM1	0.1786	0.1988	0.0855	0.1372
MARK3	0.8592	0.9812	0.812	0.976
HSP90AA1	0.583	0.5596	0.5428	0.5326
CKB	0.4486	0.5924	0.2754	0.4626
MEG3	0.227	0.1536	0.1404	0.0876
SNHG14	0.0803	0.1712	0.1006	0.189
TJP1_ENSG00000104067	0.3394	0.6802	0.318	0.6864
MEIS2	0.8954	0.7492	0.8528	0.6956
DPH6	0.4518	0.4148	0.39	0.3476
RYR3	0.4496	0.352	0.3898	0.284
RORA	0.6728	0.677	0.6056	0.613
SCG3	0.0309	0.0268	0.0365	0.0318
ARPP19	0.1892	0.1958	0.1106	0.1228
VPS13C	0.9104	0.8814	0.8498	0.7856
ZNF280D	0.3026	0.3166	0.198	0.1946
TCF12	0.1812	0.2714	0.206	0.2936
ZNF609	0.3308	0.3144	0.3054	0.3282
NEO1	0.8774	0.5838	0.8786	0.5878
PKM	0.1188	0.0794	0.1028	0.0656
ACSBG1	0.4248	0.6062	0.4696	0.612
SCAPER	0.0627	0.0624	0.0565	0.0611
LINGO1	0.4772	0.3986	0.3566	0.3146
ARNT2	0.961	0.9574	0.9238	0.9158
NTRK3	0.0683	0.0678	0.0817	0.0606
MFGE8	0.2746	0.4114	0.2598	0.392
RGMA	0.9044	0.7936	0.896	0.7524
RBFOX1	0.5052	0.2506	0.4148	0.1722
SRRM2	0.3666	0.507	0.2436	0.4134
TNRC6A	0.2088	0.245	0.1268	0.1398
GPRC5B	0.9644	0.8714	0.9568	0.8488
IQCK	0.8644	0.6946	0.8636	0.7142
ITFG1	0.526	0.4754	0.3042	0.3288
ALDOA	0.0898	0.0428	0.048	0.0222
MT3	0.2574	0.2138	0.1704	0.1268
GNAO1	0.8662	0.6808	0.8358	0.605
NFAT5	0.067	0.0393	0.054	0.0323
MT2A	0.8028	0.7792	0.7658	0.701
FTO	0.0149	0.012	0.0193	0.0196
CHD9	0.7874	0.8964	0.766	0.8726
ADGRG1	0.5366	0.6168	0.5002	0.5928
MTSS2	0.9968	0.9564	0.9956	0.933
WWOX	0.1952	0.171	0.0948	0.0871
ACADVL	0.3016	0.469	0.2078	0.382
YWHAE_ENSG00000108953	0.1588	0.1142	0.0841	0.0556
ATP1B2	0.6686	0.6622	0.6152	0.6212
ABR_ENSG00000159842	0.844	0.9548	0.8564	0.9598
WSB1	0.9214	0.889	0.9132	0.8778
TOM1L2	0.6454	0.7872	0.6588	0.7756
NF1	0.7384	0.8626	0.6644	0.791
ACACA_ENSG00000278540	0.7818	0.7336	0.727	0.6696
KANSL1_ENSG00000120071	0.4632	0.4032	0.465	0.3986
GFAP	0.5584	0.7256	0.5294	0.6954
GPATCH8	0.8548	0.7284	0.8642	0.7408
MAPT_ENSG00000186868	0.7858	0.6688	0.7502	0.619
SPAG9	0.8632	0.62	0.7566	0.4678
LUC7L3	0.1544	0.2632	0.1774	0.2852
BCAS3	0.0514	0.0881	0.0388	0.0937
MSI2	0.9246	0.9436	0.9138	0.9474
DDX5	0.508	0.4216	0.5154	0.4334
SLC39A11	0.1114	0.2478	0.0424	0.1484
PITPNC1	0.8818	0.8036	0.8332	0.7702
PRKCA	0.4918	0.411	0.3984	0.3194
GRIN2C	0.3628	0.4808	0.3484	0.469
BPTF	0.7922	0.8652	0.772	0.8412
LINC00511	0.0858	0.0536	0.0348	0.0326
LDLRAD4	0.0861	0.0474	0.0649	0.0428
DLGAP1	0.8726	0.5698	0.845	0.5532
ACTG1	0.1524	0.1618	0.0885	0.101
CABLES1	0.7344	0.5666	0.678	0.5036
DTNA	0.8822	0.909	0.7592	0.8592
GAREM1	0.7358	0.934	0.7244	0.9268
MAPK4	0.0612	0.0369	0.0443	0.0282
CDH2	0.368	0.3066	0.1704	0.154
AQP4	0.4658	0.2398	0.4556	0.2286
PHLPP1	0.923	0.89	0.8936	0.8382
C20orf194	0.7906	0.9056	0.787	0.928
CDH20	0.0519	0.0604	0.0341	0.0469
PTPRA	0.3678	0.575	0.3336	0.5162
BCL2	0.8794	0.684	0.831	0.6196
TCF4	0.0973	0.1134	0.0392	0.0549
CST3	0.1758	0.3366	0.1032	0.2342
SNAP25	0.2468	0.2838	0.1314	0.2102
ACSS1	0.4872	0.6994	0.4658	0.6806
PRNP	0.624	0.5956	0.4886	0.5184
MACROD2	0.4214	0.6336	0.3674	0.5436
PLCB1	0.6682	0.5146	0.559	0.357
RALGAPA2	0.3502	0.3026	0.3242	0.2664
ZHX3	0.5458	0.5416	0.542	0.5288
PHACTR3	0.1908	0.1866	0.136	0.1336
CIRBP	0.1714	0.1694	0.12	0.1128
APC2	0.2562	0.417	0.1936	0.3602
ATP5F1E	0.166	0.3058	0.1384	0.2846
