gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
CAMKMT	0.3564	0.244	0.2396	0.1972
RPS27A	0.8142	0.7918	0.7886	0.7616
WDPCP	0.5566	0.4828	0.2942	0.303
PPP1R21				
ACYP2	0.3672	0.5804	0.3172	0.575
FOXN2	0.3054	0.287	0.2768	0.2132
NRXN1	0.419	0.532	0.419	0.5176
_ENSG00000226994	0.5814	0.4132	0.3164	0.2618
BCYRN1	0.0608	0.1182	0.0552	0.113
TMSB10	0.0858	0.0417	0.021	0.0063
ZNF638	0.2858	0.2166	0.2116	0.1448
AAK1	0.242	0.1198	0.1856	0.1396
MEIS1	0.6902	0.6916	0.6286	0.6404
EXOC6B	0.4644	0.5122	0.4644	0.5132
USP39	0.4466	0.3562	0.3912	0.2848
LRRTM4	0.6436	0.3242	0.6298	0.2586
MAP4K4	0.6124	0.6476	0.3284	0.4514
ANKRD36	0.1084	0.0779	0.0772	0.0525
MAL	0.2782	0.2436	0.1834	0.179
ANKRD36C	0.2232	0.1778	0.0911	0.0703
R3HDM1	0.1766	0.1492	0.1414	0.1138
CLASP1	0.2068	0.2146	0.1666	0.1586
GTDC1	0.5344	0.382	0.5372	0.3952
BIN1	0.2212	0.143	0.0577	0.0367
MGAT5	0.3682	0.339	0.2208	0.2082
LRP1B	0.3242	0.272	0.0818	0.0783
ZEB2	0.5846	0.7826	0.492	0.7332
DPP10	0.869	0.6872	0.8176	0.64
NCKAP5	0.2998	0.1896	0.2398	0.1708
DYNC1I2	0.103	0.1576	0.0207	0.0268
TANC1	0.2406	0.4002	0.2454	0.3442
WIPF1	0.147	0.1532	0.187	0.1914
BAZ2B	0.6974	0.7032	0.3506	0.443
CHN1	0.231	0.1098	0.157	0.0589
ERMN	0.2624	0.1778	0.1346	0.0578
GALNT13	0.68	0.4708	0.6724	0.4582
PKP4	0.955	0.6174	0.939	0.556
UBR3	0.691	0.5624	0.6676	0.4986
FMNL2	0.8788	0.714	0.8628	0.6806
KIF5C_ENSG00000168280	0.1624	0.212	0.1278	0.1668
SESTD1	0.1354	0.0821	0.078	0.0493
STK39	0.678	0.6436	0.6054	0.5436
MBD5	0.1156	0.0664	0.0326	0.0278
_ENSG00000218175	0.3478	0.6628	0.324	0.6274
_ENSG00000233762	0.0293	0.0762	0.0166	0.0618
ANKRD44	0.8586	0.6092	0.8382	0.6266
INO80D	0.773	0.7296	0.7026	0.6366
PDE1A	0.7484	0.994	0.734	0.9942
LANCL1	0.6338	0.4788	0.4632	0.2776
PLCL1	0.1784	0.2166	0.0918	0.1252
HECW2	0.5186	0.3726	0.369	0.3194
TMEFF2	0.872	0.5884	0.8418	0.5614
RFTN2	0.35	0.4012	0.2044	0.1994
ERBB4	0.468	0.3948	0.342	0.2528
HIBCH	0.0987	0.0952	0.0625	0.0531
EFHD1	0.3396	0.6156	0.3876	0.6412
DOCK10	0.3402	0.4314	0.2752	0.3666
DNAJB2	0.8166	0.9222	0.7422	0.8986
DIS3L2	0.22	0.2104	0.1472	0.1194
TRIP12	0.7028	0.6932	0.6268	0.5284
AGAP1	0.1444	0.106	0.0463	0.0364
PTMA	0.0307	0.2148	0.0351	0.2188
DNER	0.7226	0.453	0.7346	0.444
RPL37A	0.7196	0.8974	0.6924	0.9006
KAT2B	0.6312	0.485	0.4808	0.2504
TBC1D5	0.6638	0.546	0.4846	0.4912
SUMF1	0.7444	0.584	0.6828	0.4248
SETD5	0.1906	0.1686	0.165	0.1532
UBE2E2	0.907	0.8946	0.8862	0.8842
KCNH8	0.5964	0.9144	0.4316	0.8474
ATG7	0.7968	0.9992	0.6644	0.9996
ANKRD28	0.9024	0.6618	0.8674	0.4606
LMCD1-AS1	0.8494	0.5146	0.8766	0.5542
RBM6	0.0075	0.0083	0.0097	0.0115
SEMA3B	0.8958	0.6514	0.8358	0.5494
MAP4	0.3248	0.2848	0.3378	0.31
LRRFIP2	0.9596	0.9778	0.925	0.947
NKTR	0.5134	0.549	0.3596	0.3932
GOLGA4	0.3798	0.3894	0.1982	0.1962
CLASP2	0.741	0.9946	0.7418	0.994
MOBP	0.0292	0.0266	0.0319	0.0271
_ENSG00000230084	0.1844	0.1232	0.1036	0.0698
DOCK3	0.6472	0.457	0.6302	0.379
FRMD4B	0.221	0.235	0.1626	0.1676
FOXP1	0.2952	0.2342	0.327	0.265
MAGI1	0.5098	0.8106	0.5388	0.8186
RYBP	0.4922	0.3596	0.442	0.2906
PXK	0.7976	0.7308	0.633	0.4884
ROBO1	0.7924	0.6816	0.757	0.5778
CADM2	0.7326	0.5932	0.7382	0.5866
ROBO2	0.4518	0.5634	0.3894	0.5076
MITF	0.1888	0.1168	0.2042	0.1288
FHIT	0.0421	0.0329	0.0206	0.014
CLDND1	0.149	0.2332	0.1418	0.1872
GSK3B	0.6216	0.5594	0.3318	0.3568
BBX	0.477	0.334	0.2526	0.199
IGSF11	0.644	0.9354	0.623	0.9268
ALCAM	0.4246	0.362	0.3264	0.266
ZBTB20	0.2462	0.2288	0.1998	0.1878
LSAMP	0.7382	0.7928	0.382	0.509
_ENSG00000239268	0.3404	0.1526	0.3268	0.1636
LINC00882	0.5376	0.603	0.5062	0.5662
DUBR	0.0409	0.0478	0.017	0.0147
PPP2R3A	0.687	0.5022	0.7028	0.5156
RNF13	0.2086	0.2072	0.2242	0.2118
TF	0.6008	0.5906	0.623	0.5532
STAG1	0.2366	0.155	0.195	0.1494
MBNL1	0.0105	0.0172	0.0158	0.0275
U2SURP	0.3944	0.3028	0.3638	0.2466
TMCC1	0.0921	0.1298	0.119	0.1556
SLC9A9	0.3952	0.4092	0.2368	0.2382
SEC62	0.3168	0.587	0.2336	0.489
CLDN11	0.2064	0.1452	0.1624	0.1184
PLD1	0.417	0.358	0.4214	0.3008
PEX5L	0.233	0.2206	0.253	0.2246
KLHL24	0.82	0.8	0.5358	0.604
TNIK	0.3146	0.3332	0.2504	0.3168
KCNAB1	0.4122	0.5856	0.2468	0.3172
NLGN1	0.5442	0.3456	0.4976	0.2688
TBL1XR1	0.7436	0.637	0.591	0.4414
NAALADL2	0.7474	0.719	0.4668	0.5574
SOX2-OT	0.2808	0.2418	0.1726	0.1746
DLG1	0.7846	0.601	0.571	0.4968
ADD1	0.2214	0.2144	0.1914	0.1914
LPP	0.4268	0.3768	0.3924	0.3306
LRCH3	0.6016	0.5264	0.5534	0.4674
APOD	0.8446	0.8752	0.8276	0.8478
ARAP2	0.7426	0.8708	0.5632	0.786
LIMCH1	0.3418	0.3712	0.2684	0.2884
FRYL	0.9072	0.8948	0.7524	0.8204
OCIAD1	0.027	0.0254	0.0404	0.0338
TBC1D19	0.6296	0.5074	0.5824	0.4912
ATP8A1	0.0311	0.032	0.0068	0.0107
CPEB2	0.838	0.7832	0.711	0.6452
QDPR	0.2772	0.2934	0.2556	0.2682
APBB2	0.221	0.2718	0.2494	0.2828
RBPJ	0.373	0.4722	0.3754	0.4922
KCTD8	0.8168	0.7504	0.6916	0.6736
KCNIP4_ENSG00000185774	0.427	0.3572	0.291	0.242
RUFY3	0.5836	0.993	0.5958	0.9936
ANKRD17	0.6576	0.9954	0.5818	0.9962
TMEM165	0.393	0.3574	0.319	0.2202
RASGEF1B	0.4316	0.587	0.3106	0.4772
SCARB2	0.4856	0.4346	0.462	0.3698
SCD5	0.3756	0.2646	0.1674	0.1164
ADGRL3	0.5158	0.512	0.511	0.515
HNRNPDL	0.3342	0.7768	0.2608	0.7434
UBE2D3	0.9046	0.7718	0.8946	0.7346
MAPK10	0.6764	0.7864	0.6476	0.6814
PKD2	0.6626	0.7938	0.2996	0.3766
SPP1	0.1904	0.3474	0.1912	0.347
RAP1GDS1	0.4654	0.5454	0.2618	0.3382
PPP3CA	0.169	0.1228	0.0645	0.0226
ANK2	0.5056	0.3706	0.4656	0.2904
GRID2	0.6002	0.8374	0.6068	0.8624
WDFY3	0.1066	0.0894	0.0569	0.0367
PTPN13	0.7742	0.6452	0.776	0.5996
TSPAN5	0.4576	0.4942	0.352	0.3436
UGT8	0.1938	0.1638	0.2222	0.1944
UNC5C	0.7876	0.778	0.6172	0.6752
_ENSG00000245958	0.1092	0.1166	0.0788	0.0807
ELF2	0.3222	0.3142	0.2402	0.253
GAB1	0.0579	0.0981	0.0715	0.1088
TRIM2	0.3966	0.3582	0.4092	0.3828
SH3D19	0.1794	0.1876	0.0939	0.1306
GRIA2	0.884	0.7476	0.8964	0.683
KIAA1109	0.475	0.3588	0.4668	0.3682
TMEM144	0.373	0.3548	0.2364	0.1504
HHIP	0.6474	0.594	0.332	0.3216
LRBA	0.4372	0.252	0.3864	0.2456
RAPGEF2	0.5106	0.3968	0.2874	0.3144
MARCHF1	0.9364	0.7916	0.9364	0.8168
GPM6A	0.3882	0.4134	0.2478	0.2242
STOX2	0.3212	0.4152	0.309	0.4056
SPOCK3	0.1702	0.216	0.0992	0.1352
ZFR	0.4102	0.5034	0.2486	0.284
SLC1A3	0.4198	0.3818	0.475	0.3918
WDR70	0.327	0.2532	0.1382	0.0713
LIFR	0.3666	0.1908	0.3002	0.1904
ANKH	0.5882	0.7704	0.5464	0.713
RETREG1	0.2608	0.2518	0.2914	0.26
NIPBL	0.4382	0.4466	0.2394	0.2342
CTNND2	0.749	0.4802	0.7132	0.4136
FBXL7	0.3874	0.495	0.2384	0.4064
GUSBP1				
_ENSG00000215158	0.5982	0.941	0.5562	0.927
C1QTNF3-AMACR	0.9268	0.6342	0.9036	0.425
GPBP1	0.2318	0.1714	0.104	0.0804
PLPP1	0.5192	0.3526	0.2938	0.2508
KIF2A	0.7254	0.6216	0.7548	0.5844
ERBIN	0.41	0.2654	0.43	0.3014
PDE4D	0.8628	0.8664	0.7826	0.79
ZSWIM6	0.0335	0.038	0.0284	0.0347
MAP1B	0.0833	0.0824	0.0652	0.076
PIK3R1	0.9806	0.6828	0.9678	0.5948
RICTOR	0.5688	0.3694	0.5908	0.393
SELENOP	0.4442	0.381	0.4132	0.295
ZFYVE16	0.8108	0.959	0.8012	0.9564
MEF2C	0.3706	0.4214	0.2254	0.2248
MAN2A1	0.0702	0.064	0.0378	0.0332
RASGRF2	0.0048	0.0048	0.0027	0.0031
FAM172A	0.8578	0.9596	0.8572	0.9478
ELL2	0.6136	0.8862	0.4964	0.8542
AP3B1	0.5432	0.4746	0.5458	0.4224
SSBP2	0.352	0.2772	0.3136	0.2262
RASA1	0.0847	0.1016	0.0713	0.1056
FBXL17	0.3	0.2522	0.3168	0.249
FER	0.7638	0.6018	0.495	0.3784
EDIL3	0.985	0.8776	0.9706	0.762
SERINC5	0.66	0.5078	0.3428	0.2728
TENT2	0.0334	0.0418	0.0425	0.0492
TMEM161B-AS1	0.5108	0.4364	0.3976	0.2768
FAM13B	0.2742	0.2072	0.2072	0.1464
CTNNA1	0.4406	0.4328	0.2294	0.2338
SLC12A2	0.5996	0.5802	0.2392	0.2486
SEMA6A	0.6294	0.5638	0.6132	0.5298
HSD17B4	0.4984	0.38	0.4012	0.2396
COMMD10	0.235	0.1828	0.1648	0.138
MEGF10	0.4302	0.38	0.229	0.2042
SPOCK1	0.8684	0.9824	0.837	0.9738
CDC42SE2	0.8334	0.949	0.8392	0.9402
ZNF608	0.4248	0.506	0.2394	0.2622
DMXL1	0.482	0.6366	0.4672	0.6086
PTMAP2	0.0048	0.0168	0.0024	0.0083
LINC01170	0.7918	0.4276	0.7958	0.4236
NR3C1	0.5106	0.5368	0.2632	0.2726
ATP10B	0.4942	0.3094	0.3904	0.2848
PPP2R2B	0.5074	0.4286	0.3966	0.372
SH3TC2	0.076	0.0902	0.0575	0.0627
FAXDC2	0.2342	0.2656	0.1104	0.1304
JAKMIP2	0.5242	0.4564	0.338	0.1956
RNF130	0.244	0.2378	0.1618	0.162
CPEB4	0.5546	0.36	0.5484	0.3304
SLC22A23	0.128	0.1398	0.0352	0.0591
NSD1	0.5196	0.404	0.5718	0.4212
PHACTR1	0.6414	0.391	0.6712	0.4092
ATXN1	0.8082	0.6396	0.7228	0.4012
KIF13A	0.253	0.3286	0.162	0.2458
CDKAL1	0.9062	0.9512	0.9102	0.942
MOG_ENSG00000204655	0.0366	0.0343	0.0429	0.0366
HSP90AB1	0.7364	0.66	0.694	0.6096
ZNF451	0.7438	0.5044	0.7522	0.5148
ADGRB3	0.9918	0.7226	0.9928	0.6872
DAAM2	0.508	0.5518	0.279	0.2932
DST	0.3542	0.5092	0.3578	0.518
ZFAND3	0.4724	0.42	0.2478	0.2324
KIF6	0.5664	0.8038	0.516	0.7512
PAQR8	0.7568	0.6946	0.5816	0.5504
RCAN2	0.755	0.7214	0.7436	0.7166
BTBD9	0.6476	0.6712	0.6452	0.6784
SUPT3H	0.3556	0.3092	0.2852	0.2712
BACH2	0.8054	0.726	0.8182	0.7506
SOBP	0.454	0.3834	0.4554	0.3356
SENP6	0.7642	0.761	0.4372	0.6128
PNISR	0.5384	0.5196	0.3676	0.327
PHIP	0.4436	0.325	0.2586	0.2378
EEF1A1	0.9576	0.7724	0.9494	0.7664
FUT9	0.5492	0.7438	0.2706	0.3924
KLHL32	0.8776	0.7156	0.8792	0.7364
ZNF292	0.6478	0.661	0.3428	0.4518
MYO6	0.105	0.0634	0.0634	0.0358
REV3L	0.6398	0.9742	0.5462	0.9474
FYN	0.7056	0.53	0.5202	0.4622
EPB41L2	0.5748	0.4862	0.3126	0.3652
SERINC1	0.4476	0.4292	0.2478	0.2324
NCOA7	0.3022	0.2624	0.2198	0.2222
HBS1L	0.366	0.3484	0.3656	0.3184
ARFGEF3	0.837	0.8292	0.815	0.783
SGK1	0.3288	0.3308	0.1988	0.143
AMD1	0.8022	0.6068	0.7892	0.6154
MAP7	0.2216	0.2246	0.139	0.1138
AHI1	0.4462	0.4938	0.2364	0.2614
PTPRK_ENSG00000152894	0.1376	0.0923	0.0674	0.0522
CDK19	0.1312	0.147	0.0878	0.1014
NT5DC1	0.8012	0.9178	0.7178	0.8812
NKAIN2	0.4496	0.511	0.3024	0.364
LAMA2	0.3732	0.1996	0.398	0.2144
HDAC2-AS2	0.6154	0.3802	0.4866	0.33
HS3ST5	0.9232	0.8042	0.9186	0.811
AGPAT4	0.7178	0.4506	0.7142	0.4302
ARID1B	0.9308	0.9134	0.8882	0.8716
SYNJ2	0.933	0.8082	0.9372	0.8304
SASH1	0.4816	0.7248	0.4606	0.6798
QKI	0.658	0.698	0.5654	0.5864
TULP4	0.3846	0.4718	0.225	0.2548
SNX9	0.7818	0.794	0.748	0.7576
ZDHHC14	0.8068	0.847	0.699	0.8132
PRKN	0.3186	0.2882	0.298	0.2136
HDAC9	0.5286	0.392	0.1832	0.097
ACTB	0.9158	0.9594	0.9076	0.96
CHN2	0.292	0.586	0.1236	0.3922
PHF14	0.5808	0.5688	0.5164	0.4588
HNRNPA2B1	0.7154	0.718	0.5368	0.5406
RAPGEF5	0.1942	0.1962	0.1996	0.1862
CREB5	0.4218	0.5156	0.226	0.2642
JAZF1	0.7142	0.5968	0.652	0.406
PDE1C	0.2478	0.245	0.216	0.2166
TRA2A	0.8534	0.9888	0.8272	0.983
ANLN	0.1798	0.1822	0.2196	0.2038
CDK13	0.6238	0.4676	0.541	0.3716
COBL	0.11	0.0654	0.0783	0.0282
BBS9	0.935	0.7408	0.9292	0.7528
SEPTIN7	0.7784	0.7024	0.7074	0.589
ELMO1	0.8084	0.7066	0.7632	0.6006
PPIA	0.023	0.0306	0.0119	0.0172
ELMO1-AS1	0.5782	0.3792	0.4784	0.3042
CLIP2	0.0092	0.0136	0.0136	0.0233
HIP1	0.6084	0.5802	0.564	0.5322
GNAI1	0.4966	0.5842	0.2568	0.2844
CACNA2D1	0.5348	0.3396	0.4496	0.2272
AUTS2	0.539	0.4054	0.3094	0.2636
KIAA1324L	0.0842	0.1046	0.0499	0.0762
MAGI2	0.5422	0.4366	0.5448	0.459
GRM3	0.2158	0.1514	0.0421	0.0301
_ENSG00000205485	0.448	0.4674	0.2596	0.2588
ANKIB1	0.8752	0.9558	0.8774	0.9474
SLC25A13	0.375	0.5314	0.4032	0.5396
KMT2E	0.0567	0.0507	0.0342	0.0247
SLC26A3	0.8158	0.8406	0.7038	0.7348
CDK6	0.648	0.5076	0.5822	0.3602
ZKSCAN1	0.5312	0.951	0.4678	0.918
AKAP9	0.1454	0.093	0.139	0.1028
DOCK4	0.8376	0.5402	0.814	0.4934
SRPK2	0.653	0.6454	0.4734	0.4932
PPP1R9A	0.4088	0.2904	0.4286	0.2916
NAPEPLD_ENSG00000161048	0.0047	0.0068	0.0034	0.0089
TSC22D4	0.5904	0.961	0.5914	0.9618
IMMP2L	0.3804	0.1692	0.2326	0.1314
SMURF1	0.6718	0.992	0.6106	0.9892
CASTOR3	0.8358	0.8526	0.8248	0.8128
CUX1	0.0828	0.0739	0.0736	0.0606
HIPK2	0.587	0.381	0.5214	0.311
CTTNBP2	0.892	0.8332	0.664	0.6646
PTN	0.4724	0.637	0.2434	0.435
CHCHD3	0.0877	0.0841	0.1042	0.1078
CALD1	0.1788	0.2292	0.0886	0.119
MKLN1	0.1934	0.226	0.2092	0.1864
EXOC4	0.2314	0.2748	0.2804	0.3142
BRAF	0.2386	0.4872	0.1616	0.4152
GPR37	0.2252	0.2408	0.2046	0.2348
LINC-PINT	0.9966	0.8298	0.997	0.6758
KMT2C	0.5154	0.564	0.2696	0.327
DPP6	0.8584	0.8548	0.8466	0.8458
CNTNAP2_ENSG00000174469	0.9074	0.867	0.889	0.827
GPM6B	0.2926	0.1772	0.283	0.157
KDM6A	0.9632	0.8828	0.941	0.7968
IL1RAPL1	0.5914	0.7376	0.5	0.6844
REPS2	0.6598	0.9652	0.5922	0.9304
DMD	0.517	0.524	0.3414	0.3976
TMSB4X	0.2846	0.5142	0.2022	0.43
SHROOM4	0.6976	0.5304	0.6614	0.4496
ATRX	0.086	0.1104	0.1034	0.1244
KLHL4	0.441	0.316	0.3124	0.1848
PLP1	0.67	0.7102	0.7078	0.7486
BEX3	0.0339	0.0647	0.0086	0.0288
JPX	0.0946	0.1144	0.0199	0.0539
FTX	0.5342	0.4616	0.4328	0.3452
LAMP2	0.6886	0.5078	0.674	0.4726
COL4A5	0.2554	0.3164	0.2164	0.301
ZDHHC9	0.5962	0.4572	0.6014	0.432
ARHGEF10_ENSG00000104728	0.2558	0.164	0.2266	0.1664
RPL10	0.3362	0.574	0.2808	0.5106
CSMD1	0.9162	0.8472	0.8542	0.7794
STMN4	0.3982	0.2882	0.422	0.312
PCM1	0.8618	0.6574	0.8398	0.639
DPYSL2	0.7304	0.5476	0.7558	0.5536
MTUS1	0.5884	0.7926	0.4458	0.7172
DOCK5	0.4746	0.4652	0.4874	0.376
PSD3	0.387	0.428	0.2316	0.2424
DLC1	0.0695	0.0567	0.0363	0.0235
TNKS	0.446	0.524	0.252	0.2984
PPP2R2A	0.5034	0.4092	0.2306	0.2074
ST18	0.441	0.6432	0.4354	0.609
TACC1	0.648	0.4714	0.6268	0.3366
NSD3	0.453	0.3554	0.3944	0.264
KIF13B	0.329	0.2744	0.2708	0.148
PREX2	0.353	0.3842	0.1954	0.1882
ZFHX4	0.4566	0.3936	0.4378	0.3322
CA2	0.5524	0.6082	0.551	0.549
NECAB1	0.5166	0.4182	0.5252	0.361
NCOA2	0.8136	0.87	0.5154	0.6462
ZNF704	0.4128	0.4212	0.3754	0.3238
CHD7	0.685	0.6436	0.6874	0.5956
CPQ	0.3276	0.2998	0.22	0.1952
STK3	0.8224	0.9022	0.8264	0.9082
TRPS1	0.269	0.2134	0.2516	0.2062
UBR5	0.633	0.838	0.6182	0.81
VPS13B	0.6254	0.4748	0.5662	0.4138
ENPP2	0.863	0.7624	0.8258	0.62
MTDH	0.3576	0.2188	0.1126	0.0415
DEPTOR	0.4378	0.3412	0.399	0.3012
NSMCE2	0.564	0.6888	0.5366	0.6608
MTSS1	0.9124	0.6368	0.9072	0.569
SAMD12	0.1326	0.1426	0.1392	0.1434
ZHX2	0.6336	0.9208	0.4754	0.8358
LINC01608	0.1362	0.0929	0.1006	0.0571
NDRG1	0.6582	0.6164	0.6918	0.6152
KANK1	0.2412	0.0958	0.202	0.0426
FAM49B	0.8432	0.9876	0.8368	0.985
PTPRD	0.6104	0.754	0.3024	0.4216
TRAPPC9	0.8818	0.7164	0.8506	0.6396
PTK2	0.3908	0.4842	0.3494	0.4258
MPDZ	0.1782	0.1886	0.1064	0.1012
UBE2R2	0.5712	0.343	0.3076	0.151
MOB3B	0.3014	0.2856	0.1856	0.1642
NFIB	0.432	0.9702	0.4664	0.978
ZCCHC7	0.5032	0.3992	0.5486	0.4564
SLC24A2	0.9814	0.941	0.9748	0.9318
MLLT3	0.6772	0.8442	0.6594	0.8514
PRUNE2	0.9102	0.6782	0.8562	0.4078
TLE4	0.506	0.7548	0.4498	0.7076
GNAQ	0.7708	0.6312	0.667	0.475
_ENSG00000233926	0.4398	0.2582	0.3024	0.1918
FRG1HP	0.5694	0.4074	0.4764	0.3016
SLC44A1	0.911	0.8698	0.7774	0.7708
CDC14B	0.4608	0.5734	0.2658	0.294
SPIN1	0.6942	0.8434	0.6808	0.8244
INVS	0.4334	0.4918	0.2512	0.3144
AGTPBP1	0.1336	0.255	0.08	0.174
NTRK2	0.8832	0.9336	0.8546	0.9386
AOPEP	0.8464	0.991	0.736	0.9846
PLPPR1_ENSG00000148123	0.0483	0.0187	0.0659	0.0298
SEMA4D	0.2512	0.2172	0.1086	0.0804
LPAR1	0.693	0.5612	0.6384	0.5046
RABGAP1	0.518	0.5198	0.489	0.4832
MEGF9	0.5672	0.502	0.504	0.4302
GARNL3	0.5316	0.6204	0.5218	0.5576
GSN	0.45	0.3864	0.1922	0.175
ASTN2	0.4106	0.224	0.2908	0.121
KIAA1958	0.7156	0.693	0.708	0.6212
CERCAM	0.1662	0.164	0.1156	0.0979
TTLL11	0.638	0.7892	0.411	0.6878
FNBP1	0.8592	0.579	0.8486	0.5986
MVB12B	0.657	0.6212	0.4254	0.4574
_ENSG00000207955	0.4648	0.3792	0.3402	0.2808
PTGDS	0.0036	0.004	0.005	0.0069
ABCA2	0.15	0.1136	0.0624	0.0392
RPLP2	0.2942	0.455	0.321	0.49
KCNQ1OT1	0.6432	0.633	0.5746	0.5678
SBF2	0.7812	0.6752	0.755	0.629
