gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
TNFRSF25	0.3568	0.2178	0.131	0.0342
CCNL2	0.1772	0.1456	0.0913	0.071
LINC01128	0.4644	0.6406	0.3218	0.5672
_ENSG00000230021	0.9008	0.8418	0.7746	0.6022
_ENSG00000236948	0.6026	0.5342	0.4826	0.3822
_ENSG00000237094	0.1454	0.147	0.0468	0.0614
LINC01409	0.0975	0.0942	0.128	0.12
MRPL20	0.5408	0.723	0.5488	0.7232
CDK11B	0.001	4e-04	2e-04	3e-04
MTATP6P1	0.255	0.314	0.128	0.1902
STPG1	0.8992	0.9644	0.8278	0.9562
NIPAL3	0.981	0.8566	0.9818	0.8512
KDM1A	0.4878	0.7682	0.4194	0.7338
FAM76A	0.102	0.0812	0.1014	0.0821
FBXO42	0.14	0.1534	0.0697	0.0911
PITHD1	0.765	0.7808	0.729	0.7516
CROCC	0.1014	0.0736	0.0749	0.0608
SPEN	0.5356	0.648	0.5018	0.5214
CDC42	0.5082	0.5722	0.4454	0.52
EIF4G3	0.258	0.3036	0.2556	0.2726
RAP1GAP	0.1944	0.21	0.0507	0.0852
CAPZB	0.0617	0.1033	0.027	0.0619
CROCCP3	0.0334	0.0308	0.0392	0.0381
SLC9A1	0.0353	0.0309	0.0462	0.041
NUDC	0.1654	0.1384	0.1588	0.1364
USP48	0.2202	0.2628	0.1612	0.2032
DNAJC16	0.0153	0.0201	0.0128	0.0274
OPRD1	0.0897	0.0569	0.0818	0.0505
SRSF4	0.1166	0.1318	0.1576	0.172
MECR	0.1402	0.151	0.0763	0.0679
PLEKHM2	0.0879	0.0548	0.0685	0.0525
SDHB	0.0911	0.1364	0.0244	0.0513
IGSF21	0.0446	0.0311	0.0335	0.0234
KIF17	0.0306	0.0281	0.0313	0.0288
ECE1	0.2498	0.3058	0.2832	0.328
SYF2	0.692	0.9002	0.6466	0.8866
RSRP1	0.0194	0.0204	0.0136	0.0125
STMN1	0.8122	0.8828	0.8128	0.875
MAN1C1	0.4504	0.4326	0.2572	0.2942
DHDDS	0.0661	0.0549	0.0332	0.0293
ARID1A	0.8006	0.8206	0.7872	0.8072
STX12	0.0748	0.1372	0.0313	0.0781
TAF12	0.2238	0.1508	0.0347	0.0505
HNRNPR	0.1264	0.2444	0.1268	0.2188
DNAJC8	0.5684	0.608	0.5302	0.5796
AHDC1	0.5798	0.6808	0.307	0.432
EMC1	0.52	0.788	0.489	0.766
UBR4	0.0177	0.0071	0.0068	0.0057
HP1BP3	0.1386	0.1366	0.024	0.0364
ATP5IF1	0.151	0.2992	0.1464	0.298
EPHB2	0.1452	0.187	0.1288	0.1576
SRRM1	0.2218	0.3428	0.1972	0.3346
SH3BGRL3	0.534	0.488	0.4822	0.4544
RPL11	0.3812	0.4568	0.289	0.375
WDTC1	0.7104	0.635	0.5612	0.5104
EXTL1	0.3222	0.202	0.106	0.057
EYA3	0.9564	0.9236	0.949	0.8826
WASF2	0.2018	0.17	0.0553	0.0446
NBL1	0.7718	0.9344	0.7024	0.915
PINK1	0.5688	0.9528	0.5798	0.959
EPB41	0.1966	0.2604	0.012	0.0352
ATP13A2	0.1954	0.1748	0.052	0.0434
GMEB1	0.5258	0.4362	0.248	0.2548
CAMK2N1	0.171	0.212	0.052	0.0649
LUZP1	0.017	0.0764	6e-04	0.0047
OTUD3	0.4434	0.4862	0.147	0.2854
TRNAU1AP	0.2828	0.1682	0.1078	0.0467
TMEM50A	0.8366	0.8556	0.8382	0.8584
TMEM222	0.8178	0.9594	0.7798	0.9472
SRSF10	0.1696	0.0739	0.1198	0.0811
DDI2	0.8964	0.954	0.8932	0.9502
YTHDF2	0.5388	0.6866	0.4626	0.6314
HMGN2	0.9242	0.9064	0.9102	0.903
PHACTR4	0.1838	0.2314	0.1242	0.155
MACO1	0.9782	0.9092	0.9774	0.901
CROCCP2	0.0775	0.0875	0.0399	0.0666
NBPF1	0.4348	0.3972	0.3988	0.356
EMC1-AS1	0.6842	0.5654	0.4774	0.3704
_ENSG00000233478	0.5678	0.5918	0.2884	0.311
UQCRHL	0.9068	0.916	0.893	0.893
_ENSG00000235912	0.1574	0.2562	0.1034	0.188
ELOA-AS1	0.7964	0.9154	0.66	0.846
_ENSG00000240553	0.4426	0.3356	0.1868	0.115
_ENSG00000280114	0.506	0.5538	0.4676	0.5414
AK2	0.0375	0.0369	0.0033	0.0079
SCMH1	0.7916	0.8614	0.689	0.8276
NCDN	0.2552	0.3854	0.1782	0.3036
KPNA6	0.5004	0.4462	0.2878	0.301
TRIT1	0.6272	0.6026	0.431	0.4742
TRAPPC3	0.0447	0.17	0.0579	0.1768
THRAP3	0.3352	0.2588	0.2554	0.2044
SNRNP40	0.0154	0.0335	0.0082	0.0215
KDM4A	0.5882	0.4924	0.446	0.3876
NFYC	0.5608	0.58	0.4226	0.482
TESK2	0.8822	0.855	0.7764	0.7836
EIF2B3	0.6966	0.6742	0.412	0.419
SMAP2	0.4362	0.442	0.1764	0.2846
PPIE	0.8428	0.8284	0.8308	0.8132
ZMPSTE24	0.2	0.3268	0.2002	0.2984
EIF3I	0.7916	0.8748	0.7682	0.8572
NKAIN1	0.3736	0.4786	0.348	0.4462
COL16A1	0.0334	0.0254	0.0251	0.018
POMGNT1	0.8864	0.9344	0.8878	0.9346
MAST2	0.1538	0.2624	0.168	0.2902
AGO1	0.0463	0.043	0.0606	0.0516
S100PBP	0.83	0.8704	0.6758	0.8034
DLGAP3	0.3482	0.2976	0.3718	0.3244
SFPQ	0.799	0.757	0.5702	0.6122
MAP7D1	0.9398	0.9078	0.9256	0.915
OSCP1	0.2978	0.3092	0.1334	0.1716
HPCAL4	0.1016	0.1698	0.0639	0.1264
RLF	0.0036	0.0023	0.0018	0.003
RIMS3	0.2724	0.45	0.2192	0.3898
EBNA1BP2	0.0773	0.1412	0.0576	0.11
IPO13	0.9036	0.8174	0.8722	0.7836
ATP6V0B	0.694	0.5018	0.6682	0.4238
B4GALT2	0.9762	0.992	0.9596	0.9912
ERI3	0.7642	0.7316	0.6312	0.618
PTCH2	0.0291	0.0729	0.0188	0.0646
PRDX1	0.6938	0.6018	0.6874	0.5978
FAAH	0.3474	0.5302	0.164	0.3502
NSUN4	0.5894	0.6104	0.2184	0.3644
ADGRB2	0.892	0.7214	0.821	0.586
ZCCHC17	0.6558	0.7878	0.644	0.7788
FABP3	0.439	0.5164	0.4076	0.5052
KHDRBS1	0.2556	0.345	0.1252	0.3476
TMEM39B	0.4168	0.3356	0.3548	0.2706
CSMD2	0.4542	0.568	0.4256	0.55
HPCA	0.458	0.5012	0.3696	0.4272
PSMB2	0.5508	0.5904	0.517	0.5934
AGO3	0.1266	0.0827	0.0815	0.0536
ST3GAL3	0.2794	0.196	0.2032	0.1536
HIVEP3	0.8102	0.6888	0.7738	0.6448
MACF1	0.0784	0.1796	0.0772	0.1754
CAP1	0.6218	0.7722	0.564	0.7366
PPT1	0.623	0.5084	0.6508	0.5234
LRRC41	0.1342	0.1314	0.1882	0.1774
NASP	0.3898	0.4684	0.4118	0.5034
PUM1	0.0178	0.0247	0.0037	0.011
YARS1	0.3892	0.3318	0.2094	0.19
PHC2	0.1786	0.1512	0.2216	0.1798
AGO4	0.3142	0.3016	0.0578	0.083
C1orf216	0.9842	0.8944	0.9862	0.8706
KIAA0319L	0.1142	0.1776	0.0523	0.1122
AZIN2	0.1018	0.2348	0.0137	0.0876
RPS8	0.4756	0.5324	0.3914	0.4478
PTPRF	0.4844	0.504	0.454	0.4962
ZMYM4	0.6264	0.6724	0.4984	0.5654
RHBDL2	0.3828	0.2952	0.1438	0.0707
CCDC24	0.0289	0.0474	0.0142	0.0334
GPBP1L1	0.2964	0.5018	0.1027	0.3312
BSDC1	0.3706	0.3944	0.0432	0.0847
ZNF362	0.3412	0.323	0.2108	0.2472
ZSWIM5	0.7374	0.9132	0.688	0.9148
SDC3	0.435	0.4368	0.2712	0.2792
PEF1	0.3758	0.492	0.3076	0.4164
SYNC	0.4544	0.4054	0.1866	0.1482
RBBP4	0.4902	0.589	0.3162	0.3202
SMIM12	0.3484	0.4488	0.2188	0.3238
MEAF6	0.9354	0.9768	0.9192	0.9634
NDUFS5	0.7304	0.6236	0.7258	0.6114
UQCRH	0.9104	0.8346	0.9074	0.8252
AKIRIN1	0.2006	0.1034	0.1682	0.1082
ZBTB8OS	0.7212	0.705	0.5972	0.6078
RIMKLA	0.086	0.0824	0.0864	0.1064
DMAP1	0.7936	0.5944	0.6922	0.4548
EPHA10	0.0458	0.0359	0.0362	0.0366
SF3A3	0.8464	0.8806	0.7698	0.8186
CCDC30	0.7476	0.7062	0.652	0.616
RNF220	0.4156	0.5322	0.2872	0.45
MTF1	0.7266	0.609	0.5878	0.513
STK40	0.006	0.0062	0.0096	0.0136
SZT2	0.009	0.006	0.0072	0.0052
ARMH1	0.3912	0.2326	0.193	0.1004
FOXJ3	0.4656	0.3608	0.3848	0.2196
INPP5B	0.216	0.21	0.073	0.0708
_ENSG00000228436	0.4216	0.3798	0.2934	0.2464
_ENSG00000230955	0.9844	0.9278	0.9826	0.8724
_ENSG00000238287	0.798	0.6914	0.6772	0.5616
LRRC7	0.0665	0.0879	0.0299	0.0468
PTGER3	0.8872	0.754	0.83	0.693
NDC1	0.5578	0.445	0.429	0.3284
LRRC40	0.4874	0.5476	0.3044	0.4506
NRDC	0.2156	0.177	0.0281	0.024
MKNK1	0.5096	0.5594	0.2294	0.3314
HSPB11	0.9762	0.908	0.9554	0.8468
EPS15	0.9048	0.8636	0.8942	0.8462
ALG6	0.0684	0.0745	0.0335	0.0438
DHCR24	0.5454	0.728	0.4256	0.6676
SCP2	0.7546	0.8622	0.7288	0.8412
TMEM59	0.9058	0.9012	0.8956	0.884
DOCK7	0.3032	0.552	0.0916	0.345
DNAJC6	0.223	0.2068	0.0571	0.062
LEPR	0.3016	0.3998	0.3264	0.4336
SLC35D1	0.0293	0.037	0.0159	0.0222
SRSF11	0.3806	0.2266	0.0706	0.0456
OSBPL9	0.8016	0.7422	0.7658	0.6788
TXNDC12	0.472	0.4828	0.2128	0.2434
ANKRD13C	0.5166	0.5958	0.5032	0.5996
SGIP1	0.577	0.7502	0.5708	0.7238
ECHDC2	0.1888	0.2818	0.1362	0.272
RNF11	0.3384	0.3804	0.1498	0.196
ATPAF1	0.1598	0.1674	0.1514	0.147
ATG4C	0.2022	0.3354	0.225	0.3594
SPATA6	0.1038	0.133	0.0082	0.0297
ZRANB2	0.7378	0.72	0.6362	0.6066
PATJ	0.4294	0.692	0.3432	0.6664
HOOK1	0.206	0.1678	0.1236	0.1146
BTF3L4	0.6428	0.6078	0.6448	0.612
TUT4	0.5956	0.3912	0.5624	0.3984
ITGB3BP	0.14	0.1898	0.0336	0.0336
SERBP1	0.6412	0.7788	0.5758	0.7392
WDR78	0.109	0.2758	0.0637	0.1898
ZFYVE9	0.0667	0.0469	0.0146	0.0115
LRP8	0.0381	0.0607	0.0103	0.0241
SSBP3	0.2816	0.3616	0.1346	0.231
CACHD1	0.8188	0.4012	0.7	0.1982
EFCAB14	0.0303	0.0407	0.0104	0.0151
CMPK1	0.4286	0.6606	0.2904	0.634
ELAVL4	0.2588	0.3502	0.1768	0.242
ZYG11B	0.2026	0.137	0.0787	0.0629
MAGOH	0.7362	0.8158	0.565	0.6994
ACOT11	0.8652	0.9598	0.8234	0.9432
USP24	0.504	0.526	0.4464	0.477
PRKAA2	0.0017	0.0019	0.0019	0.0043
AK4	0.097	0.1062	0.0286	0.0419
JAK1	0.5256	0.5414	0.3838	0.4884
RAVER2	0.6116	0.762	0.48	0.6822
NFIA	0.5784	0.7204	0.5096	0.6536
MYSM1	0.0693	0.0199	7e-04	5e-04
TM2D1	1	0.7438	0.9964	0.6598
NEGR1	0.1786	0.286	0.0717	0.17
FGGY	0.5614	0.63	0.2754	0.5242
DAB1	0.5798	0.9264	0.4898	0.9158
GLIS1	0.5448	0.6026	0.523	0.5888
JUN	0.4458	0.6252	0.3356	0.5616
PDE4B	0.4158	0.3888	0.218	0.1938
FAF1	0.5342	0.4326	0.5432	0.4418
AGBL4	0.8542	0.932	0.843	0.9364
CYP4X1	0.4612	0.545	0.4412	0.514
MIER1	0.0451	0.0595	0.0567	0.0572
EFCAB7	0.4554	0.4814	0.3072	0.3336
LINC01748	0.3674	0.2736	0.2848	0.1772
_ENSG00000229294	0.336	0.2562	0.1552	0.0715
ZRANB2-AS2	0.716	0.7006	0.4894	0.5566
GCLM	0.754	0.6822	0.7458	0.6862
_ENSG00000036549	0.4062	0.517	0.3662	0.504
MSH4	0.0621	0.2472	0.0449	0.1958
COL11A1	0.122	0.1766	0.0322	0.0811
PKN2	0.0339	0.052	0.0037	0.0142
EVI5	0.8538	0.8766	0.862	0.8778
USP33	0.1108	0.1964	0.0834	0.129
SH3GLB1	0.442	0.437	0.1104	0.211
CDC7	0.3954	0.4728	0.4256	0.5284
PALMD	0.412	0.327	0.1264	0.0777
ACADM	0.657	0.7454	0.4902	0.573
ST6GALNAC5	0.3072	0.3108	0.2466	0.2586
ADGRL2	0.0308	0.0257	0.0428	0.0416
SSX2IP	0.1154	0.1044	0.0587	0.0487
ZNHIT6	0.4578	0.754	0.3684	0.7124
ABCD3	0.5998	0.7954	0.4238	0.7086
PTBP2	0.0893	0.0368	0.0741	0.0461
PLPPR5	0.007	0.0054	0.0024	0.0026
PLPPR4	0.0987	0.1178	0.0153	0.0265
SLC35A3	0.5476	0.6404	0.4062	0.5552
OLFM3	0.4498	0.5576	0.3632	0.501
RPL5	0.3422	0.458	0.2062	0.323
ODF2L	0.2372	0.468	0.1874	0.4098
TRMT13	0.414	0.5088	0.2382	0.3358
ZNF644	0.5436	0.2754	0.2654	0.0735
CCDC18	0.7534	0.8156	0.6218	0.7428
RPAP2	0.3152	0.2424	0.0712	0.053
BCAR3	0.5604	0.6016	0.2908	0.418
TTLL7	0.55	0.285	0.198	0.095
FNBP1L	0.6326	0.5974	0.4274	0.5486
KYAT3	0.396	0.385	0.198	0.1432
GTF2B	0.3248	0.262	0.07	0.0604
GIPC2	0.2072	0.3012	0.182	0.2722
ARHGAP29	0.5146	0.6786	0.4772	0.656
SLC44A5	0.8812	0.9784	0.8484	0.9674
RPL7P9	0.274	0.4098	0.1824	0.2904
DBT	0.0304	0.0343	0.0285	0.0301
RTCA	0.3844	0.372	0.2564	0.2488
PRKACB	0.1052	0.0823	0.0447	0.0292
PIGK	0.0079	0.0046	0.0136	0.0103
LMO4	0.5636	0.6838	0.4184	0.5748
MTF2	0.1272	0.1642	0.106	0.1498
DDAH1	0.0239	0.2508	0.0162	0.2096
HS2ST1	0.8326	0.9346	0.788	0.8874
AK5	0.1928	0.2646	0.0922	0.1668
DIPK1A	0.132	0.2976	0.0794	0.2296
MFSD14A	0.49	0.6252	0.3058	0.4714
FUBP1	0.107	0.178	0.061	0.122
TYW3	0.8082	0.7694	0.689	0.6244
SNX7	0.051	0.0263	0.064	0.0375
NTNG1	0.7648	0.5368	0.6756	0.4086
C1orf52	0.3088	0.1158	0.3316	0.1138
ZNF326	0.4752	0.404	0.1128	0.1458
AGL	0.499	0.5912	0.3896	0.563
EXTL2	0.2156	0.3652	0.0872	0.2446
SLC30A7	0.2612	0.347	0.2466	0.3476
COL24A1	0.022	0.0189	0.013	0.0133
EPHX4	0.3024	0.3346	0.2886	0.319
ALG14	0.9398	0.9166	0.87	0.839
GLMN	0.4412	0.4772	0.1784	0.242
ERICH3	0.0914	0.0657	0.0063	0.0136
MIGA1	0.4074	0.5224	0.4404	0.5552
SELENOF	0.185	0.1494	0.117	0.0869
ST6GALNAC3	0.0561	0.2392	0.0628	0.2118
RNPC3	0.3824	0.266	0.3688	0.2676
DPYD	0.037	0.0412	0.0398	0.0437
BTBD8	0.7652	0.8768	0.604	0.7952
LRRC8B	0.986	0.9524	0.9826	0.9522
CCDC18-AS1	0.445	0.6546	0.2058	0.5202
_ENSG00000224550	0.2926	0.408	0.225	0.3096
MIR137HG	0.0346	0.0464	0.0158	0.0257
_ENSG00000232825	0.449	0.8202	0.4136	0.7826
DPYD-AS1	0.8744	0.9426	0.794	0.8992
LINC01725	0.7818	0.8308	0.7134	0.7912
LINC02609	0.3776	0.2482	0.2744	0.199
CLCA4-AS1	0.9328	0.9148	0.8684	0.8606
PKN2-AS1	0.9752	0.8788	0.9552	0.8462
AMY2B	0.3704	0.6146	0.3702	0.6044
_ENSG00000259946	0.0477	0.0742	0.0179	0.0314
ST7L	0.6802	0.585	0.508	0.3968
CSDE1	0.123	0.147	0.0683	0.0884
SARS1	0.6526	0.8672	0.6418	0.866
GNAI3	0.458	0.5542	0.37	0.5088
RSBN1	0.047	0.0448	0.0103	0.0136
MAGI3	0.3854	0.6172	0.3464	0.6072
WDR47	0.4106	0.3324	0.2354	0.1772
STXBP3	0.1472	0.2254	0.1232	0.1954
KIAA1324	0.3806	0.308	0.2914	0.2388
AMPD2	0.4058	0.7096	0.2014	0.5972
ATP5PB	0.7352	0.757	0.744	0.7728
RAP1A	0.1812	0.1518	0.1282	0.1268
CAPZA1	0.1076	0.1514	0.0808	0.1856
BCAS2	0.2584	0.308	0.2234	0.279
PHTF1	0.0191	0.0396	0.0086	0.0267
TTF2	0.0178	0.0782	0.0058	0.0456
GPR89A	0.3028	0.1858	0.1078	0.056
LRIF1	0.1834	0.1624	0.1114	0.0894
GPSM2	0.42	0.3088	0.15	0.0737
CHD1L	0.1068	0.0768	0.0309	0.0111
PEX11B	0.4102	0.5554	0.345	0.5062
PRPF38B	0.329	0.2822	0.1612	0.1954
PSRC1	0.2562	0.2622	0.181	0.181
SORT1	0.1104	0.2596	0.0777	0.1992
LAMTOR5	0.6078	0.7188	0.6076	0.723
CEPT1	0.0032	0.0064	0.0045	0.0081
IGSF3	0.0085	0.0067	0.0085	0.0079
ZNF697	0.8042	0.8298	0.6492	0.7074
CTTNBP2NL	0.4392	0.8436	0.3262	0.6982
STRIP1	0.5512	0.7908	0.4138	0.7608
PSMA5	0.2914	0.4028	0.1674	0.3056
CELSR2	0.4162	0.597	0.3328	0.5176
FAM102B	0.8958	0.9984	0.8398	0.997
HIPK1	0.1514	0.256	0.0614	0.1478
SLC22A15	0.4448	0.2166	0.3182	0.129
ATP1A1	0.866	0.9558	0.8752	0.9482
AHCYL1	0.0553	0.1016	0.0328	0.0789
KCND3	0.7514	0.7086	0.6946	0.6618
SRGAP2C	0.6568	0.6476	0.4506	0.482
KCNA2	0.582	0.8334	0.5282	0.8006
SRGAP2B	0.4142	0.4798	0.2554	0.3962
GDAP2	0.8188	0.8698	0.6832	0.81
SLC6A17	0.4878	0.9258	0.3212	0.8884
TRIM33	0.824	0.9126	0.7628	0.8896
INKA2	0.985	0.8276	0.987	0.8304
MAN1A2	0.4068	0.3772	0.2262	0.2504
LRIG2	0.1674	0.4262	0.0644	0.384
_ENSG00000223804	0.7308	0.7686	0.5002	0.5746
_ENSG00000224363	0.2896	0.2838	0.2814	0.2802
LAMTOR5-AS1	0.9388	0.818	0.8912	0.7512
SLC16A1-AS1	0.9638	0.8512	0.945	0.7862
LINC02798	0.9404	0.8814	0.9168	0.843
_ENSG00000227193	0.5066	0.69	0.4604	0.6672
WARS2-AS1	0.7872	0.8166	0.6736	0.764
LRIG2-DT_ENSG00000238198	0.9346	0.782	0.869	0.6454
RBM8A	0.394	0.3328	0.3886	0.3562
RNF115	0.9814	0.9372	0.9736	0.9096
SEC22B	0.0319	0.0263	0.0243	0.0181
NBPF15	0.8234	0.7586	0.6894	0.6716
NBPF12	0.6736	0.6134	0.5182	0.4716
LINC01145	0.2036	0.1968	0.1076	0.1202
_ENSG00000274642	0.1998	0.2928	0.1612	0.2606
_ENSG00000275131	0.0401	0.0416	0.0357	0.0387
HYDIN2	0.9054	0.792	0.8246	0.7144
SCAMP3_ENSG00000116521	0.2782	0.5304	0.3036	0.5456
ASH1L	0.6242	0.4684	0.6316	0.4636
GON4L	0.2388	0.3004	0.0329	0.0421
ARHGEF2	0.5824	0.5682	0.5372	0.5332
MEF2D	0.7114	0.8032	0.6376	0.781
PRPF3	0.1944	0.1362	0.0983	0.0722
C1orf61	0.3668	0.3996	0.3926	0.4266
DAP3	0.3904	0.3882	0.128	0.1174
KHDC4	0.1472	0.1356	0.0325	0.0225
ARHGEF11	0.261	0.2338	0.1868	0.1974
SYT11	0.3346	0.3474	0.3406	0.3776
VPS45	0.4526	0.4518	0.3392	0.3248
PRCC	0.638	0.9188	0.589	0.9138
ISG20L2	0.0446	0.0532	0.0337	0.0437
HDGF	0.3578	0.62	0.2484	0.58
SNX27	0.0357	0.0889	0.0071	0.0264
SETDB1	0.548	0.5034	0.2746	0.273
PI4KB	0.4962	0.7764	0.4472	0.768
PIP5K1A	0.507	0.506	0.3544	0.3874
ENSA	0.4564	0.3636	0.41	0.3314
ARNT	0.4182	0.4214	0.3776	0.368
POGZ	0.1126	0.0871	0.0986	0.1068
GOLPH3L	0.0755	0.0388	0.0043	0.0026
GABPB2	0.965	0.928	0.9304	0.9026
ATP8B2	0.0789	0.1118	0.0726	0.115
JTB	0.2176	0.202	0.1376	0.1042
TPM3	0.2106	0.2128	0.2452	0.2462
NUP210L	0.4446	0.3528	0.1896	0.175
UBAP2L	0.3908	0.6458	0.2342	0.5914
HAX1	0.9982	0.8634	0.9994	0.795
KCNN3	0.6408	0.582	0.6284	0.5588
C1orf43	0.834	0.9706	0.7604	0.9566
GATAD2B_ENSG00000143614	0.5288	0.3292	0.5046	0.291
INTS3_ENSG00000143624	0.2492	0.138	0.157	0.0718
SV2A	0.3214	0.4152	0.2432	0.3478
PSMD4	0.9656	0.8814	0.9632	0.8574
PSMB4	0.599	0.674	0.587	0.6858
CELF3	0.7322	0.8866	0.483	0.7686
THEM4	0.0364	0.0699	0.0074	0.0298
CHTOP	0.8448	0.9874	0.7888	0.9872
ADAR	0.0824	0.0961	0.0828	0.1
FDPS	0.0777	0.1122	0.0468	0.0682
RUSC1	0.6748	0.7564	0.6018	0.7202
RPRD2	0.9456	0.982	0.9464	0.9852
SCNM1	0.6864	0.866	0.5416	0.7968
YY1AP1	0.3434	0.3086	0.165	0.1746
TRIM46	0.0432	0.0299	0.0115	0.0125
CCT3	0.7506	0.772	0.6646	0.711
SSR2	0.8288	0.943	0.799	0.9244
PDE4DIP	0.0451	0.0682	0.0431	0.0624
GPR89B	0.4092	0.2886	0.2668	0.1524
SEMA4A	0.4402	0.3116	0.4424	0.3282
CDC42SE1	0.1834	0.2036	0.1062	0.1042
S100A6	0.1026	0.0938	0.0286	0.0261
DENND4B	0.6274	0.3508	0.5294	0.234
SMG5	0.0435	0.0199	0.0689	0.0364
ADAMTSL4-AS1	0.1136	0.13	0.0839	0.1
MLLT11	0.8412	0.5906	0.8416	0.6014
_ENSG00000215861	0.6886	0.5452	0.6274	0.4834
_ENSG00000227733	0.9784	0.8836	0.9646	0.846
FLG-AS1	0.6456	0.454	0.691	0.5172
NBPF11	0.5186	0.4186	0.1286	0.185
OTUD7B	0.4072	0.351	0.134	0.1694
MRPS21	0.9938	0.9106	0.9952	0.889
NBPF9	0.9784	0.9608	0.956	0.9384
NBPF19	0.1322	0.0837	0.0083	0.0029
LINC01138	0.4886	0.3488	0.385	0.294
_ENSG00000274265	0.8368	0.6278	0.7502	0.5204
LINC00869	0.589	0.6206	0.3548	0.492
SCYL3	0.6334	0.575	0.5344	0.4336
C1orf112	0.669	0.5734	0.4008	0.332
KIFAP3	0.1906	0.146	0.1304	0.0814
KLHL20	0.4504	0.3278	0.1266	0.1308
SUCO	0.8568	0.8372	0.81	0.7994
TNR	0.4216	0.6262	0.4758	0.651
CACYBP	0.6626	0.8416	0.6582	0.8412
RGS4	0.324	0.4396	0.2464	0.3474
BLZF1	0.1552	0.1374	0.0544	0.0389
PRRC2C	0.5996	0.6172	0.3916	0.3878
VAMP4	0.1532	0.2688	0.0631	0.1492
ATF6	0.0136	0.0096	0.024	0.0181
COPA	0.1442	0.2104	0.0937	0.1606
DCAF8	0.6268	0.9478	0.5916	0.9444
PIGC	0.5424	0.557	0.2502	0.2442
RC3H1	0.915	0.7934	0.8434	0.719
ATP1B1	0.4066	0.4366	0.375	0.4014
TIPRL	0.8588	0.668	0.8414	0.6522
NME7	0.8188	0.8432	0.7806	0.8242
MPC2	0.3388	0.5166	0.357	0.518
CREG1	0.6222	0.4818	0.5776	0.4304
DCAF6	0.0105	0.0121	0.0079	0.0127
UCK2	0.4974	0.4938	0.487	0.4884
TMCO1	0.4824	0.3692	0.2776	0.2202
POU2F1	0.1612	0.3644	0.176	0.3948
ILDR2	0.4304	0.6072	0.2314	0.4396
MGST3	0.4418	0.601	0.3688	0.523
COP1	0.0959	0.0807	0.0945	0.108
