gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
FBXO44	0.972847905940179	0.9192	0.6168	0.8988	0.5698	0.3686	0.2474	0.2494	0.138	0.437692015839713	0.550086908953131	0.32093946642056	0.6034	0.6288	0.555	0.5916
RERE	0.708158997170689	0.8466	0.851	0.7474	0.8434	0.624	0.617	0.5938	0.5686	0.539358136374308	0.51785561213483	0.840981090252525	0.7172	0.7752	0.6926	0.7434
TPRG1L	0.831002076311136	0.6506	0.9772	0.591	0.9722	0.5404	0.8012	0.3862	0.7194	0.700743518815875	0.696224532732904	0.70315260140231	0.5988	0.9116	0.4898	0.9002
SSU72	0.00694588886791583	0.0513	0.0295	0.0546	0.0344	0.0748	0.0451	0.0236	0.0107	0.0634983802903663	0.0595768219033081	0.0182020275811813	0.0719	0.1516	0.0234	0.0634
CLSTN1	0.396588455437776	0.692	0.6818	0.6456	0.6456	0.977	0.915	0.976	0.9072	2.90428001404665e-05	0.58420946762855	0.000101506485674342	0.9052	0.9144	0.8926	0.899
CAMTA1	0.432533497264722	0.986	0.9902	0.9792	0.9856	0.0755	0.0935	0.0573	0.0802	0.598420711681752	0.504612395326508	0.47743417733744	0.0178	0.077	0.021	0.0525
AURKAIP1	0.0329584224892316	0.4514	0.427	0.459	0.4236	0.0238	0.0616	0.0037	0.0137	0.0383523571741643	0.317853885595331	0.0154748084268385	0.0897	0.1698	0.0113	0.0519
GABRD	0.0757871419280053	0.0704	0.0452	0.0297	0.0148	0.125	0.115	0.1038	0.0904	0.867651402111892	0.857244487988009	0.659588412165214	0.6488	0.6762	0.6054	0.6358
MTATP6P1	0.866572880635096	0.8726	0.896	0.8746	0.8776	0.1726	0.2366	0.0455	0.0718	0.0291694268579992	0.525657066368458	0.0647967222414222	0.3372	0.2226	0.3052	0.1798
PITHD1	0.319484756803917	0.1916	0.1876	0.167	0.1572	0.6818	0.6738	0.5914	0.5408	0.364911732290149	0.539000194087142	0.347717390692641	0.3814	0.568	0.2632	0.4396
CDC42	0.849953514725803	0.7682	0.8872	0.7396	0.8462	0.6556	0.7292	0.5994	0.6854	0.831845709744835	0.824991766440105	0.615500529449699	0.929	0.9096	0.8532	0.8328
EIF4G3	0.0623763707312905	0.007	0.0058	0.0069	0.0068	0.4562	0.4234	0.3916	0.37	0.420820996904601	0.396314842122666	0.720220879705113	0.3896	0.379	0.3338	0.3314
RAP1GAP	0.248817953060796	0.1606	0.0807	0.1404	0.0587	0.5822	0.5634	0.4098	0.3984	0.507435719712829	0.460333285418304	0.124826434227479	0.5972	0.4762	0.5152	0.4102
CAPZB	0.196797406273372	0.192	0.163	0.167	0.1312	0.0405	0.0301	0.024	0.017	0.0915309540277477	0.345664364615597	0.0120157252235449	0.151	0.1912	0.1446	0.1936
IGSF21	0.960896106628869	0.5426	0.5098	0.5454	0.5222	0.2052	0.2248	0.1692	0.1898	0.116556155955442	0.610442838615822	0.0539819075062409	0.4084	0.4204	0.378	0.4006
STMN1	0.0352304207448956	0.5548	0.0784	0.4298	0.0316	0.6336	0.7944	0.5238	0.7072	8.87575583272932e-15	0.00412558987923473	2.09856420228795e-14	0.287	0.377	0.1114	0.1692
IFI6	0.764167293069173	0.1252	0.037	0.0797	0.0187	0.0878	0.2406	0.0286	0.1096	0.019239013688766	0.0823905416978213	0.102231268894512	0.1082	0.0655	0.073	0.0501
HP1BP3	0.742562852046445	0.3176	0.4078	0.347	0.4322	0.3768	0.4928	0.2052	0.3896	0.163128975042786	0.124592128706917	0.79062002848592	0.3328	0.3826	0.132	0.2206
ATP5IF1	0.000249899348683002	0.0033	0.0053	0.0021	0.0025	0.0302	0.0756	0.0047	0.0182	4.13471460288114e-07	0.00137217067091628	7.57847485882314e-07	0.00109999999999999	0.0127	1e-04	0.001
SH3BGRL3	0.196413918871462	0.1264	0.2558	0.1182	0.2202	0.1392	0.1276	0.0721	0.0636	0.225030238541341	0.133417266868438	0.102673470624414	0.0245	0.1314	0.0099	0.0532
RPL11	0.126684756965273	0.7488	0.6458	0.674	0.5352	0.4378	0.4596	0.2838	0.2896	5.81990782548074e-05	0.159980030848503	7.48653333611898e-05	0.5038	0.5432	0.3692	0.3762
NBL1	0.441050463307714	0.29	0.1136	0.1774	0.0708	0.9756	0.9474	0.955	0.9108	0.636186265404945	0.9149328131302	0.358652464858419	0.7696	0.7002	0.689	0.6126
PINK1	0.0703253404690618	0.469	0.7404	0.5166	0.738	0.2794	0.4584	0.1854	0.3846	0.0882528045507936	0.102206714682271	0.0168689247845627	0.2442	0.4972	0.172	0.3786
ATP13A2	0.177535395539747	0.1946	0.1326	0.0838	0.07	0.0881	0.0621	0.0302	0.0175	0.551553743633343	0.73966586188468	0.305171781857459	0.483	0.5176	0.3568	0.4382
CAMK2N1	0.300519855416886	0.2944	0.3846	0.1378	0.1834	0.2732	0.5814	0.1738	0.4886	2.04409605284511e-08	0.0534243052646981	9.93293359493686e-07	0.356	0.3524	0.185	0.1412
TMEM50A	0.490454125110352	0.978	0.903	0.978	0.9096	0.1274	0.1696	0.0553	0.0809	0.107807396442155	0.675954779258463	0.048138712136178	0.2062	0.27	0.0762	0.1072
UQCRHL	0.0523985744237185	0.8244	0.7244	0.7634	0.6522	0.6052	0.8902	0.4332	0.8328	0.0558786342674428	0.0773434053073303	0.038993873591399	0.8196	0.8134	0.7396	0.7626
_ENSG00000235912	0.47525942150624	0.1804	0.102	0.147	0.0972	0.8908	0.859	0.8892	0.8714	0.0338997060701252	0.621533533600837	0.0204401163512569	0.1704	0.1508	0.1638	0.1522
_ENSG00000280114	0.00549875158907373	0.0049	0.0052	0.0092	0.0086	0.3904	0.3564	0.239	0.218	0.0067171328228874	0.00941954478912219	0.000286081041353364	0.0583	0.0456	0.0448	0.0352
NCDN	0.469351544340964	0.7518	0.634	0.7652	0.6446	0.5056	0.8286	0.3602	0.7464	0.0104718766150799	0.227939359731169	0.122204819449678	0.3578	0.4522	0.3128	0.3746
SMAP2	0.545554745847323	0.1268	0.1696	0.1402	0.1608	0.8048	0.4806	0.7602	0.3582	0.217258375440265	0.32329036348795	0.216716566937995	0.3486	0.5562	0.3114	0.5414
HPCAL4	0.253678420761931	0.4648	0.563	0.3896	0.5064	0.4154	0.8496	0.2898	0.7866	0.493687401579964	0.333131865781368	0.313516473112492	0.3938	0.5686	0.233	0.4512
RIMS3	0.734689039362692	0.6742	0.6126	0.6542	0.584	0.7186	0.7824	0.6316	0.7434	0.997178862585418	0.799952778611052	0.828734100852608	0.5684	0.6882	0.399	0.6088
ATP6V0B	0.00690708680916144	0.0154	0.0137	0.014	0.0139	0.217	0.268	0.1764	0.2306	0.000500696671011384	0.009715297809523	0.000314598335318297	0.0185	0.0251	0.0072	0.0087
ERI3	0.768346887107239	0.3676	0.4344	0.4092	0.4676	0.6964	0.7136	0.6288	0.6494	0.725793654023307	0.708184663147948	0.316983365983374	0.492	0.266	0.451	0.2534
PRDX1	0.0110119533521662	0.8396	0.8274	0.7686	0.7626	0.445	0.6096	0.3226	0.4862	1.45841329458062e-08	2.1420271137322e-05	1.27499168442923e-07	0.3958	0.429	0.1564	0.1826
ADGRB2	0.281345335878803	0.0953	0.0368	0.0032	0.0014	0.8672	0.8692	0.8206	0.8238	0.321604536214313	0.296910865106401	0.726929726049308	0.682	0.5858	0.5364	0.4616
ZCCHC17	0.0167751136447009	0.7314	0.4204	0.6014	0.2124	0.2454	0.4418	0.1306	0.3752	0.0781256778055992	0.103567274025545	0.0386761263711803	0.3554	0.4602	0.152	0.2646
FABP3	0.715149764422448	0.8434	0.9308	0.809	0.9236	0.2188	0.433	0.1406	0.3686	0.349769673771295	0.328424600223838	0.385376322218354	0.1854	0.3992	0.0533	0.1974
HPCA	0.560973752945641	0.4582	0.4922	0.363	0.4312	0.4698	0.6766	0.3404	0.5742	0.126577046923457	0.649205190197082	0.0598638153041736	0.689	0.7834	0.5972	0.709
PSMB2	0.800857897844643	0.7844	0.6554	0.7722	0.6234	0.9728	0.9222	0.9736	0.9264	0.743784599879616	0.727915445706057	0.360963933501957	0.4516	0.6262	0.2918	0.4976
MACF1	0.523216972045783	0.277	0.4952	0.177	0.447	0.5084	0.5082	0.4374	0.4598	0.950161658470202	0.94938770643381	0.832431993129471	0.6304	0.5548	0.5416	0.4678
PPT1	0.759482035639214	0.2528	0.2396	0.123	0.0722	0.1158	0.1594	0.0348	0.0675	0.321906864494031	0.355815422843496	0.86904621725143	0.285	0.381	0.139	0.1688
PUM1	0.0749583465297725	0.0619	0.145	0.0745	0.1708	0.1764	0.2716	0.0399	0.0862	0.154908143130215	0.12995758372963	0.153112581805285	0.2214	0.4866	0.1222	0.3422
C1orf216	0.318779829060927	0.7562	0.5628	0.7416	0.5412	0.2846	0.2438	0.178	0.159	0.668048250856465	0.743432514283764	0.228028042814381	0.2356	0.3068	0.1412	0.2194
RPS8	0.566792977788892	0.9332	0.9918	0.907	0.9856	0.5344	0.719	0.3946	0.6148	0.0750224943517311	0.141608402882823	0.0333697634199621	0.7296	0.9422	0.6788	0.926
PTPRF	0.916998925701555	0.467	0.4118	0.4978	0.4306	0.6446	0.6228	0.629	0.6308	0.0139712472014894	0.198270867516052	0.331056214622672	0.792	0.8974	0.769	0.8856
SDC3	0.554856504282012	0.4522	0.3194	0.477	0.3468	0.4674	0.7152	0.32	0.6354	0.00194998524861997	0.609243521993773	0.00319026918827841	0.5646	0.6818	0.5416	0.6628
MEAF6	0.111422044787533	0.1136	0.1104	0.0764	0.066	0.837	0.6386	0.7792	0.5194	0.144753919107489	0.298613473195167	0.0376133845274681	0.4476	0.637	0.3356	0.5592
NDUFS5	0.00628114100828247	0.0961	0.2686	0.0645	0.1902	0.27	0.337	0.1704	0.2598	2.90212611918791e-09	1.52105804184965e-06	7.65510994864807e-09	0.0799	0.4006	0.0096	0.2416
UQCRH	0.248046615857187	0.9052	0.8318	0.8796	0.8052	0.5416	0.8082	0.3818	0.6962	0.0233320571698417	0.370031470715595	0.00852337864055177	0.4658	0.5516	0.384	0.474
RNF220	0.388850888334867	0.0015	0.0014	0.0048	0.0083	0.8366	0.639	0.8158	0.6012	0.138955538772029	0.155639202497484	0.241002340649755	0.764	0.607	0.6858	0.5158
LRRC7	0.158797231725103	0.6632	0.9012	0.592	0.8908	0.0607	0.0843	0.0256	0.0392	0.676540550376848	0.963865484939067	0.355604283862368	0.2108	0.9422	0.225	0.823
EPS15	0.93751160087022	0.7126	0.8736	0.6748	0.8298	0.9474	0.9624	0.9404	0.9578	0.910048876726721	0.891247014108467	0.950995208616452	0.4066	0.3722	0.3014	0.2982
DHCR24	0.0579050426987286	0.0311	0.027	0.0291	0.0193	0.6288	0.8226	0.5266	0.7562	0.0509191416191341	0.0973698317155666	0.0698868993595527	0.695	0.854	0.6422	0.8314
TMEM59	0.224398994019308	0.3288	0.3864	0.1976	0.2234	0.1884	0.2546	0.0538	0.087	0.348490162953988	0.255130000807013	0.112758259590591	0.1902	0.1768	0.036	0.0349
DNAJC6	0.436641586244937	0.2504	0.3214	0.2492	0.3428	0.1954	0.388	0.0525	0.1642	0.0793010117053723	0.142309890548588	0.140636041997366	0.4176	0.7066	0.292	0.6336
SRSF11	0.418169434502322	0.2402	0.2704	0.2028	0.2352	0.8116	0.8536	0.7716	0.829	0.0482068975242184	0.0961318926411075	0.0520293208275038	0.9962	0.954	0.9856	0.939
SGIP1	0.836330720073983	0.8142	0.606	0.8248	0.5884	0.4224	0.4838	0.4164	0.4714	0.821998618581903	0.914434490398803	0.911860857416546	0.7688	0.8522	0.7026	0.8068
RNF11	0.953771001976174	0.9654	0.5626	0.9456	0.4092	0.3946	0.5632	0.2222	0.4082	0.0750302535808072	0.290078185772065	0.0229862570587123	0.4762	0.6832	0.2716	0.537
SSBP3	0.00590175877876214	0.0023	0.0094	0.0047	0.0135	0.2472	0.3212	0.0735	0.1066	0.00023736732593385	0.00834002356607734	0.00499868044850011	0.1112	0.1476	0.0525	0.1016
ELAVL4	0.1885448553789	0.1238	0.1094	0.1256	0.0975	0.2354	0.5132	0.0794	0.2938	0.0496081231549052	0.236126406594623	0.0702968473281636	0.0242	0.0808	0.011	0.0578
ZYG11B	0.710135233204917	0.3456	0.4534	0.3544	0.4524	0.3412	0.7414	0.1624	0.6234	0.470327233031767	0.441179579127515	0.920649010683007	0.6116	0.7468	0.5058	0.7102
JAK1	0.775769151037943	0.1936	0.1164	0.1912	0.1038	0.109	0.1054	0.0681	0.0709	0.998880120814313	0.998538787105347	0.978562075587877	0.5944	0.8672	0.4824	0.8338
NEGR1	0.166941330775203	0.225	0.3392	0.2082	0.279	0.0608	0.061	0.0055	0.005	0.120335358260811	0.132453592462589	0.122198735160255	0.0629	0.1116	0.0354	0.0418
PDE4B	0.356880190995117	0.8124	0.571	0.795	0.5364	0.5594	0.6676	0.5296	0.645	0.366009834068743	0.486870215018357	0.0312311776760274	0.6998	0.8194	0.6516	0.7786
AGBL4	0.826536894399085	0.497	0.7626	0.4868	0.7496	0.0858	0.1008	0.0207	0.0354	0.709239104915831	0.667509242055383	0.735664508651406	0.1312	0.199	0.0656	0.132
USP33	0.488331490469155	0.7286	0.5876	0.7088	0.555	0.0414	0.0782	0.011	0.028	0.0979983730508959	0.647091995845346	0.0647167693644978	0.229	0.5204	0.0599	0.264
ST6GALNAC5	0.728444336990146	0.7732	0.9796	0.763	0.9708	0.85	0.8972	0.7868	0.8494	0.644064649562149	0.596096299213338	0.932780015829396	0.3816	0.3176	0.3328	0.2806
ADGRL2	0.794376356135847	0.2052	0.3356	0.2106	0.286	0.4698	0.7088	0.31	0.6314	0.653068752711395	0.26076993647712	0.873746685465602	0.3382	0.4424	0.235	0.3622
SSX2IP	0.69587759812196	0.3672	0.3826	0.2788	0.3326	0.8844	0.8948	0.839	0.8644	0.163886543656536	0.149628982712754	0.106216258395959	0.6212	0.6854	0.4596	0.5718
PLPPR4	0.354415362069232	0.9722	0.8956	0.963	0.8652	0.6118	0.6666	0.551	0.598	0.0652410715200993	0.25495524588576	0.0979339187200657	0.7784	0.7424	0.7114	0.661
OLFM3	0.76099296495883	0.1362	0.1388	0.1192	0.1136	0.739	0.9738	0.5812	0.9524	0.0882687202981371	0.213537240702083	0.0520294063160643	0.7366	0.846	0.6794	0.7804
RPL5	0.0248337746357708	0.1138	0.1764	0.0756	0.1364	0.8758	0.9052	0.8406	0.8676	0.00109773135718133	0.015864711042064	0.000309938021255811	0.0706	0.0886	0.0318	0.0616
TTLL7	0.745877460465417	0.7464	0.5304	0.7604	0.5602	0.3802	0.2204	0.314	0.187	0.184867392628703	0.163131589870249	0.627309265632486	0.2134	0.2492	0.1376	0.1962
RPL7P9	0.0991342354462549	0.5964	0.6368	0.5904	0.636	0.5674	0.656	0.4382	0.5198	0.000308863904793952	0.0341047695371052	0.000331392637493442	0.3868	0.5292	0.302	0.3988
PRKACB	0.571368135605277	0.5038	0.5176	0.3284	0.3684	0.6356	0.8328	0.5234	0.7652	0.0015828784670923	0.121739026731525	0.0116361988772542	0.3894	0.4168	0.191	0.273
LMO4	0.465374154758849	0.317	0.2452	0.2752	0.2262	0.7872	0.9044	0.7666	0.8858	0.684147343442148	0.545072216311161	0.570003094436934	0.9886	0.9544	0.9864	0.9398
DDAH1	0.106945480303816	0.428	0.534	0.4152	0.521	0.5236	0.9128	0.4204	0.8674	0.120262790998168	0.0903393299728666	0.196955354248082	0.0306	0.1058	0.0201	0.0633
AK5	0.445396795982936	0.9856	0.9162	0.9762	0.9264	0.7782	0.8472	0.7126	0.8114	0.0472079185993861	0.049052178082615	0.0357835194824085	0.521	0.5638	0.4704	0.5168
C1orf52	0.4729089513781	0.1008	0.1044	0.1092	0.1094	0.2868	0.5662	0.1578	0.456	0.577263152551275	0.536085931791238	0.843244096736979	0.5416	0.5298	0.4188	0.3398
EXTL2	0.57540984932656	0.2912	0.321	0.1442	0.1856	0.168	0.2276	0.0674	0.1044	0.54288433459235	0.480473415729668	0.724915605163215	0.8186	0.8616	0.7992	0.8374
MIGA1	0.58115367025102	0.9764	0.9818	0.9732	0.9828	0.141	0.0756	0.0471	0.0313	0.096233851851273	0.0880447237140515	0.0841281143941949	0.4348	0.3646	0.2382	0.144
LRRC8B	0.892798595430652	0.296	0.2932	0.2456	0.2658	0.1924	0.1714	0.1014	0.0929	0.287368052564987	0.461231572852362	0.164219872147649	0.8258	0.8294	0.7366	0.7616
_ENSG00000224550	0.00203609243900295	0.0382	0.065	0.0155	0.0158	0.264	0.3844	0.0902	0.1968	2.39124723587075e-14	0.000832716252347336	1.19196008135587e-12	0.0527	0.0979	0.0181	0.0152
CSDE1	0.289446711404502	0.0063	0.0082	0.0126	0.0189	0.437	0.685	0.2866	0.588	0.230911037323046	0.147310550189695	0.237748099690532	0.5754	0.8228	0.5292	0.8054
SARS1	0.0296128890765438	0.1952	0.1482	0.1226	0.1106	0.1252	0.2386	0.0323	0.1098	0.0048865982237542	0.0616728487979423	0.00168420971447282	0.2582	0.3014	0.068	0.0803
WDR47	0.743302710452368	0.637	0.8998	0.6368	0.8918	0.8916	0.976	0.8334	0.9662	0.131346324524922	0.275149948756014	0.102225649987417	0.755	0.8748	0.695	0.8668
ATP5PB	0.306526100660913	0.3734	0.3918	0.3132	0.2948	0.2982	0.5026	0.1834	0.4122	0.555095349842697	0.232033520424597	0.187874271210417	0.4718	0.5704	0.2086	0.3258
SORT1	0.403331311003932	0.4164	0.3388	0.3492	0.2214	0.7204	0.771	0.731	0.7948	0.356069645100846	0.610407933604587	0.431052449988403	0.86	0.753	0.799	0.6742
LAMTOR5	0.218360974854584	0.7604	0.8166	0.7286	0.7862	0.2486	0.3238	0.1136	0.1954	0.00873211110620889	0.0820733055245179	0.00225733520629555	0.2634	0.3748	0.0813	0.1638
CELSR2	0.97361241682743	0.8946	0.863	0.8874	0.854	0.7552	0.8872	0.6848	0.8594	0.642088149872206	0.637233950647355	0.504136247791638	0.7494	0.9108	0.7258	0.8856
ATP1A1	0.298433526847226	0.9472	0.9262	0.916	0.9042	0.5592	0.6032	0.4826	0.5218	0.115743732347546	0.545545412797342	0.107147349468442	0.4778	0.7858	0.3384	0.6736
AHCYL1	0.347228661731517	0.952	0.6882	0.9504	0.6986	0.0819	0.0721	0.0496	0.0485	0.491471146368508	0.625915252899981	0.659585508142897	0.0117	0.0169	0.0131	0.0204
KCNA2	0.396174480189422	0.5054	0.352	0.508	0.3262	0.5402	0.8858	0.3632	0.81	0.246593791263689	0.352553147665463	0.171488781750054	0.2564	0.3674	0.1782	0.2908
SLC6A17	0.0616746654909522	0.8498	0.7766	0.7946	0.7084	0.4516	0.7094	0.3198	0.603	0.0124871924271158	0.0348742231356822	0.152823339592172	0.5762	0.391	0.506	0.2944
MAN1A2	0.249468713967614	0.6802	0.6198	0.5962	0.5186	0.8126	0.7698	0.7732	0.7312	0.588218794521596	0.587742930145197	0.228057337148054	0.647	0.8182	0.4662	0.755
ASH1L	0.179670255428688	0.8046	0.729	0.8274	0.7424	0.619	0.6574	0.598	0.6344	0.0299589307809639	0.0812224926806845	0.0078507492229224	0.9722	0.9242	0.9726	0.9268
MEF2D	0.940892210984982	0.9102	0.9634	0.8994	0.949	0.9038	0.9414	0.892	0.944	0.266241047517213	0.297606662564637	0.260273235794123	0.8432	0.773	0.8272	0.7608
C1orf61	0.835884086892291	0.5332	0.6492	0.4706	0.6616	0.6776	0.7794	0.6308	0.7312	0.319456933823618	0.991294897864783	0.375120065849473	0.9146	0.98	0.8904	0.9642
SYT11	0.911113693712952	0.4898	0.4144	0.4196	0.3584	0.9206	0.9492	0.9	0.937	0.372135944470699	0.677206718750553	0.747825102495823	0.8364	0.8742	0.7072	0.7974
ENSA	0.186000587654988	0.7064	0.936	0.7128	0.9342	0.2688	0.3652	0.1998	0.3094	0.105080386905871	0.099862043912257	0.0253355686036657	0.6458	0.8758	0.508	0.7902
TPM3	0.343081707086664	0.6294	0.482	0.6684	0.5108	0.0419	0.0509	0.0097	0.024	0.0557179269337905	0.612197048266655	0.0284150515938371	0.1822	0.4164	0.1024	0.2748
SV2A	0.343943916171189	0.784	0.8308	0.7004	0.766	0.4082	0.6786	0.315	0.6074	0.19914348378353	0.27244338819307	0.113398637249284	0.7966	0.6874	0.7096	0.5374
ADAR	0.722916411656867	0.565	0.2926	0.5824	0.324	0.3256	0.3438	0.1894	0.2238	0.188526852437358	0.445660318750289	0.133108496959884	0.7314	0.7572	0.6886	0.7038
CCT3	0.0218061663494272	0.0809	0.085	0.08	0.0741	0.3982	0.553	0.2886	0.4854	0.00928950696517018	0.061041137241277	0.00243651960546985	0.5548	0.5674	0.2926	0.3184
S100A6	0.0263267527773438	0.0073	0.0064	0.0028	0.0017	0.0407	0.0879	0.0052	0.0277	0.25427452206309	0.169688081074492	0.484518189416751	0.0155	0.0256	0.0012	0.0041
MLLT11	0.96612074852818	0.8308	0.6124	0.7872	0.5284	0.5032	0.7772	0.3864	0.7006	0.0384015321720184	0.249608982133308	0.0530295154319646	0.3994	0.5576	0.2224	0.3392
MRPS21	0.232733166501114	0.6068	0.6658	0.564	0.6004	0.3094	0.4322	0.184	0.3286	0.0950547077691592	0.104162670113416	0.238854337660792	0.4464	0.7374	0.254	0.5618
KIFAP3	0.984867063174078	0.6308	0.7884	0.467	0.7138	0.6224	0.4876	0.6048	0.484	0.575484097583241	0.690524011565373	0.208436797676697	0.8534	0.872	0.8078	0.8242
TNR	0.284400033243221	0.1118	0.203	0.0715	0.1136	0.5318	0.6808	0.529	0.6504	0.730475422209199	0.964649514585809	0.164563458063167	0.5032	0.6308	0.4368	0.5234
CACYBP	0.472003648236426	0.1802	0.3096	0.1808	0.3036	0.1436	0.2758	0.0408	0.1112	0.263788360423985	0.197451275274656	0.833666089753998	0.0774	0.1496	0.0131	0.0355
RGS4	0.148338752934385	0.1892	0.1974	0.209	0.1656	0.5436	0.7694	0.4454	0.7208	0.00236738599048857	0.168768671556115	0.00100573029286862	0.3652	0.2856	0.3278	0.197
ATP1B1	0.908523794539717	0.5412	0.542	0.56	0.5632	0.7786	0.8956	0.7552	0.8822	0.0463274512214375	0.730469427618937	0.0232194914625745	0.862	0.8612	0.7988	0.8356
TIPRL	0.744347719407039	0.3216	0.3442	0.235	0.2992	0.9586	0.9576	0.9416	0.9544	0.797434940218012	0.658648945608805	0.841983719422863	0.9246	0.8756	0.895	0.8198
MPC2	0.10969569938228	0.2078	0.2302	0.2054	0.2406	0.0936	0.3122	0.0275	0.1668	0.0901434156556404	0.0642940672261022	0.0758897572105031	0.0909	0.224	0.0073	0.0499
DCAF6	0.284647723860874	0.2934	0.3346	0.2922	0.293	0.8838	0.931	0.8422	0.9068	0.00326370185458401	0.00233559856875302	0.174980885213389	0.7702	0.621	0.735	0.5794
MGST3	0.0809222709940921	0.9766	0.7126	0.9716	0.571	0.345	0.5558	0.2036	0.4248	4.56266528710674e-12	0.00848669244851397	6.66427314671806e-12	0.368	0.3624	0.112	0.0915
PFDN2	0.0623388662413025	0.0642	0.0591	0.0589	0.0492	0.214	0.2622	0.1496	0.1998	0.346950154541417	0.523031307029738	0.101941684904561	0.053	0.0721000000000001	0.022	0.0346
RABGAP1L	0.558979458913433	0.2	0.232	0.208	0.2214	0.2086	0.2262	0.172	0.1916	0.318231091933115	0.288009061100791	0.993633148415899	0.4926	0.3352	0.4616	0.3072
UHMK1	0.76103693664718	0.6212	0.9896	0.6594	0.989	0.6142	0.9152	0.5058	0.8958	0.847264740791609	0.657274401148211	0.847458552659769	0.9038	0.9776	0.8386	0.9614
NDUFS2	0.712359876814362	0.7218	0.5658	0.662	0.4338	0.1072	0.069	0.073	0.0378	0.951723034975755	0.950639427986685	0.765787619053179	0.232	0.2306	0.1268	0.1182
CADM3	0.950565969180735	0.8472	0.9588	0.812	0.9516	0.7454	0.693	0.7342	0.6876	0.27808370849674	0.953526353723991	0.324092185325882	0.7176	0.9976	0.6682	0.9944
KCNJ9	0.501792623898819	0.6808	0.7656	0.6136	0.7186	0.3558	0.4512	0.2264	0.286	0.948330226765269	0.944906215481174	0.726840711920612	0.4818	0.38	0.3466	0.1988
IGSF8	0.36149915916309	0.6252	0.4194	0.6312	0.4402	0.1174	0.0988	0.0396	0.03	0.116070303100459	0.161709056229871	0.0945406847261251	0.1058	0.0769	0.0839	0.0537
PEA15	0.237487494294349	0.2444	0.4286	0.2572	0.423	0.4956	0.7882	0.4066	0.7406	0.0180636878839818	0.096904808418584	0.13807798792882	0.366	0.623	0.2092	0.5142
PBX1	0.430103331456928	0.593	0.9048	0.5462	0.8836	0.125	0.1224	0.1	0.0902	0.439292959636292	0.312130679778392	0.74261896807059	0.1008	0.2236	0.0413	0.1164
DNM3	0.838784695775556	0.1648	0.2062	0.1494	0.1742	0.742	0.862	0.726	0.8606	0.474287037109234	0.681762577404737	0.106856314292529	0.7834	0.6078	0.774	0.5706
ATP2B4	0.847656800112348	0.174	0.2056	0.1516	0.1748	0.7416	0.917	0.7256	0.9232	0.963287031395509	0.992180967614201	0.715572882304136	0.6036	0.761	0.4792	0.6848
RASAL2	0.221179313214157	0.2714	0.3932	0.2598	0.393	0.1528	0.191	0.0527	0.0851	0.962886373637687	0.841763589749934	0.97045378298778	0.641	0.8326	0.5494	0.792
