gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
ASAP2	0.6622	0.7026	0.693	0.7336
NBAS	0.5034	0.5792	0.4352	0.5266
BABAM2	0.6338	0.3824	0.6158	0.3706
FAM49A	0.5638	0.4472	0.3614	0.3452
LINC00486	0.2538	0.217	0.255	0.2134
LINC00299	0.579	0.3856	0.5992	0.4272
MAP4K3	0.4266	0.3974	0.4682	0.3968
PSME4	0.512	0.5614	0.5154	0.5776
XPO1	0.1398	0.107	0.1314	0.0972
SPTBN1	0.5218	0.5586	0.3502	0.3588
RTN4	0.1152	0.0871	0.0646	0.0626
CCDC88A	0.8548	0.7036	0.7908	0.6272
EFEMP1	0.819	0.6888	0.8398	0.7268
USP34	0.5586	0.602	0.4576	0.5434
EHBP1	0.0995	0.0672	0.0891	0.0623
SLC1A4	0.6852	0.5212	0.6414	0.4988
SOS1	0.1016	0.086	0.1088	0.0886
THADA	0.1052	0.0802	0.1122	0.0825
ATL2	0.6318	0.5192	0.557	0.4294
PPM1B	0.6764	0.5244	0.601	0.4364
PREPL	0.827	0.8406	0.7452	0.7864
FBXO11	0.485	0.7438	0.485	0.7206
CAMKMT	0.4518	0.447	0.4488	0.4596
WDPCP	0.1276	0.0744	0.1008	0.0623
CRIM1_ENSG00000150938	0.5746	0.691	0.573	0.702
UGP2	0.8614	0.983	0.7622	0.9788
ACYP2	0.4868	0.507	0.4894	0.513
PRKCE	0.4944	0.4976	0.4368	0.428
COMMD1	0.468	0.496	0.3886	0.4632
NRXN1	0.2068	0.2462	0.0887	0.128
EML6	0.2708	0.1898	0.215	0.1306
_ENSG00000226994	0.5532	0.742	0.5568	0.7518
BCYRN1	0.0862	0.0882	0.0616	0.0703
TMSB10	0.1964	0.176	0.1242	0.0871
CTNNA2	0.1022	0.0953	0.0792	0.0858
ZNF638	0.5818	0.6456	0.3314	0.4746
AAK1	0.4132	0.4752	0.4322	0.459
EXOC6B	0.1976	0.1256	0.1824	0.1212
SFXN5	0.9882	0.8114	0.9906	0.8208
TCF7L1	0.8512	0.791	0.8258	0.7958
USP39	0.1906	0.1472	0.2078	0.1744
MAT2A	0.3194	0.3112	0.246	0.2486
ANTXR1	0.144	0.1904	0.1526	0.2074
LRRTM4	0.6942	0.5402	0.6472	0.4848
PCBP1-AS1	0.7212	0.526	0.7568	0.5732
SPRED2	0.9272	0.7352	0.8746	0.6298
_ENSG00000204929	0.9642	0.8134	0.9676	0.828
_ENSG00000224731	0.563	0.5192	0.3906	0.385
MAP4K4	0.6464	0.6372	0.5964	0.5956
RPL31	0.7886	0.8718	0.7908	0.8662
TMEM131	0.8684	0.775	0.8178	0.7176
MERTK	0.6382	0.624	0.6684	0.6468
LIMS1	0.4644	0.5794	0.36	0.5334
NPAS2	0.7146	0.805	0.6744	0.7326
ANKRD36C	0.8212	0.6432	0.7248	0.5136
PANTR1	0.1992	0.176	0.157	0.1336
R3HDM1	0.8472	0.9138	0.7908	0.9022
CLASP1	0.0452	0.0307	0.0481	0.0396
PTPN4	0.4954	0.4222	0.3822	0.3066
RAB3GAP1	0.5024	0.5844	0.3628	0.49
DARS1	0.5134	0.5466	0.526	0.5484
GTDC1	0.2732	0.188	0.146	0.089
ARHGEF4	0.9782	0.845	0.9752	0.808
MGAT5	0.0982	0.2586	0.0527	0.139
LRP1B	0.037	0.0551	0.0348	0.0465
ZEB2	0.346	0.3296	0.1976	0.1974
DPP10	0.6988	0.5434	0.6152	0.3666
NCKAP5	0.6924	0.5782	0.71	0.5776
OSBPL6	0.734	0.9706	0.7138	0.9658
ITGA6	0.9656	0.9584	0.9626	0.9482
GPD2	0.5218	0.3642	0.3748	0.2558
SLC25A12	0.7178	0.6706	0.608	0.543
NFE2L2	0.2426	0.1222	0.2354	0.1178
BAZ2B	0.839	0.7016	0.7686	0.5868
CHN1	0.376	0.3728	0.2928	0.3084
UBR3	0.7392	0.6254	0.6392	0.5188
FMNL2	0.5744	0.4282	0.5082	0.3168
UBE2E3	0.5916	0.4916	0.2576	0.2744
HNRNPA3	0.596	0.7366	0.3932	0.6568
CSRNP3	0.3598	0.3644	0.1182	0.162
FIGN	0.2918	0.2732	0.2856	0.2392
TLK1	0.1586	0.092	0.1636	0.1096
MBD5	0.1124	0.1118	0.111	0.0905
_ENSG00000228222	0.0176	0.0161	0.025	0.0262
TTN-AS1	0.3156	0.3286	0.243	0.2438
CLK1	0.7258	0.5668	0.5578	0.4556
NCKAP1	0.982	0.914	0.9456	0.8294
ANKRD44	0.4096	0.4604	0.419	0.4546
MAP2	0.7458	0.7912	0.6284	0.7292
INO80D	0.3472	0.2846	0.311	0.2754
PARD3B	0.4142	0.2934	0.3452	0.2806
KLF7	0.6252	0.6264	0.5848	0.5838
DNAH7	0.3906	0.3634	0.3198	0.2846
ABI2	0.9678	0.9824	0.9532	0.9712
ITGAV	0.4256	0.3606	0.4352	0.3632
FAM171B	0.305	0.2664	0.139	0.129
NBEAL1	0.4048	0.394	0.417	0.403
KANSL1L	0.2012	0.1772	0.1298	0.1242
SPAG16	0.0526	0.0251	0.0546	0.036
ANKAR	0.4034	0.3724	0.4198	0.4086
RFTN2	0.701	0.6204	0.7072	0.6214
RAPH1	0.8308	0.8842	0.4952	0.6696
ERBB4	0.0625	0.0729	0.0391	0.049
SPATS2L	0.8464	0.8672	0.7824	0.8122
HIBCH	0.3022	0.171	0.237	0.1292
BMPR2	0.0594	0.0503	0.1132	0.0796
_ENSG00000273118	0.3886	0.3474	0.3724	0.3276
CUL3	0.9718	0.8044	0.9646	0.7258
HDAC4	0.1076	0.1014	0.0463	0.0638
USP40	0.5794	0.5092	0.4322	0.36
ACSL3	0.9016	0.9312	0.7914	0.8574
IQCA1	0.8236	0.9946	0.7338	0.9902
ITM2C	0.2546	0.191	0.2346	0.1562
SERPINE2	0.9636	0.878	0.9446	0.8218
TRIP12	0.754	0.771	0.7318	0.656
AGAP1	0.3034	0.5252	0.2926	0.5202
PSMD1	0.951	0.9936	0.9458	0.9888
PTMA	0.6662	0.5358	0.5446	0.4128
DNER	0.6612	0.6922	0.4832	0.5674
RPL37A	0.5562	0.567	0.5368	0.528
GIGYF2	0.986	0.8706	0.9766	0.8636
C2orf72	0.8384	0.9742	0.827	0.969
KAT2B	0.5958	0.4858	0.5988	0.4686
TBC1D5	0.1088	0.1296	0.0687	0.0811
SLC6A11	0.4428	0.5174	0.3002	0.415
CHL1	0.7408	0.6382	0.5624	0.4896
SUMF1	0.8266	0.9954	0.7888	0.9952
VGLL4	0.2276	0.3534	0.2056	0.351
RBMS3	0.3212	0.2896	0.3256	0.2826
RPL32	0.3568	0.6024	0.4012	0.6384
THRB	0.2486	0.2772	0.1904	0.2104
ATP2B2	0.0534	0.0297	0.0611	0.0401
SLC6A1	0.9166	0.9394	0.9184	0.9384
SNED1	0.7306	0.8918	0.4892	0.7898
SETD5	0.823	0.6412	0.8046	0.6212
SEPTIN2	0.2424	0.1758	0.2248	0.1582
LRRC3B	0.8334	0.9942	0.8048	0.987
UBE2E2	0.5396	0.2454	0.4576	0.1528
SRGAP3	0.7358	0.998	0.7662	0.9966
ATG7	0.786	0.9492	0.6274	0.938
LMCD1-AS1	0.8808	0.8006	0.868	0.7808
SLC6A1-AS1	0.514	0.2894	0.1066	0.0551
RBM5	0.8322	0.6182	0.782	0.4982
RBM6	0.575	0.483	0.61	0.5282
MAP4	0.4382	0.3602	0.3856	0.298
LRRFIP2	0.8876	0.866	0.8788	0.8486
CSPG5	0.8444	0.6296	0.8048	0.588
NKTR	0.9898	0.9712	0.9868	0.9574
GOLGA4	0.4602	0.4052	0.3596	0.2638
CTDSPL	0.1438	0.113	0.0821	0.0791
CLASP2	0.3354	0.347	0.308	0.3164
PLXNB1	0.9674	0.7294	0.9604	0.6766
PDCD6IP	0.77	0.978	0.631	0.9598
SETD2	0.2118	0.1496	0.257	0.1204
TRAK1	0.4532	0.3028	0.2586	0.1684
KIF9-AS1	0.594	0.4952	0.6274	0.5346
DOCK3	0.8342	0.7148	0.8206	0.6856
FOXP1	0.5794	0.6196	0.6144	0.6332
PDZRN3	0.931	0.3638	0.92	0.3604
PTPRG	0.7818	0.624	0.7598	0.5818
LRIG1	0.0396	0.0464	0.0226	0.0313
MAGI1	0.876	0.7284	0.8994	0.7416
CADPS	0.6214	0.855	0.596	0.834
PRICKLE2	0.0953	0.1084	0.118	0.1408
SLMAP	0.9192	0.9616	0.9228	0.9546
PBRM1	0.3608	0.2986	0.3046	0.2208
FAM107A	0.6868	0.4834	0.5318	0.3948
ROBO1	0.154	0.0939	0.1828	0.1272
CADM2	0.0482	0.0547	0.0259	0.0314
TAFA1	0.8792	0.9126	0.8204	0.8768
ROBO2	0.4576	0.365	0.2652	0.2722
FHIT	0.4096	0.2734	0.3772	0.2568
SUCLG2-AS1	0.3788	0.4232	0.3608	0.3982
ARHGAP31	0.7204	0.6616	0.697	0.6368
EPHA6	0.8154	0.5786	0.783	0.5546
GSK3B	0.4668	0.3006	0.3312	0.2258
BBX	0.5038	0.5818	0.3658	0.4294
SENP7	0.2806	0.3042	0.1274	0.135
IGSF11	0.4016	0.65	0.4048	0.676
ALDH1L1	0.5452	0.5168	0.519	0.481
KALRN	0.4332	0.3188	0.4552	0.3448
SLC15A2	0.4218	0.4286	0.3688	0.3502
ZNF148	0.1182	0.0296	0.0291	0.0067
ALCAM	0.7004	0.689	0.5916	0.5638
GOLGB1	0.3364	0.549	0.345	0.5422
GRAMD1C	0.3972	0.353	0.2498	0.2272
ZBTB20	0.3944	0.5258	0.3326	0.468
LSAMP	0.101	0.0887	0.0775	0.0755
CD47	0.7442	0.6302	0.568	0.451
DZIP3	0.7532	0.8208	0.6864	0.7716
_ENSG00000239268	0.3384	0.3898	0.336	0.399
LSAMP-AS1	0.6628	0.8734	0.4682	0.8272
LINC00882	0.3058	0.3572	0.2658	0.3152
_ENSG00000259976	0.162	0.1604	0.1218	0.1244
ATP2C1	0.2524	0.2642	0.1394	0.1338
MGLL	0.8994	0.693	0.904	0.7358
RNF13	0.38	0.373	0.247	0.2286
XRN1	0.7336	0.5508	0.716	0.5106
PLSCR4	0.9298	0.6412	0.9124	0.59
ARHGEF26_ENSG00000114790	0.8362	0.9232	0.7822	0.8688
STAG1	0.755	0.9004	0.7642	0.8122
SERP1	0.2136	0.1514	0.1288	0.1136
TMEM108	0.5178	0.5042	0.495	0.459
MED12L	0.4538	0.3592	0.4744	0.3838
TRPC1	0.6618	0.5998	0.6448	0.5592
MBNL1	0.34	0.4022	0.2538	0.3618
PLOD2	0.6394	0.6812	0.5948	0.6852
EPHB1	0.5096	0.5074	0.5646	0.5388
U2SURP	0.419	0.586	0.4608	0.61
TMCC1	0.2506	0.234	0.2676	0.2666
P2RY14	0.6174	0.5222	0.4976	0.3938
SLC9A9	0.8648	0.8316	0.794	0.8024
TSC22D2	0.4442	0.6674	0.4158	0.6528
ARHGEF26-AS1_ENSG00000243069	0.1978	0.1882	0.1738	0.1602
_ENSG00000248932	0.5682	0.5286	0.5758	0.566
SEC62	0.1272	0.1816	0.1232	0.1854
DGKG	0.3496	0.2736	0.1336	0.1496
MAP3K13	0.3934	0.2562	0.2982	0.1748
FNDC3B	0.6116	0.6978	0.6162	0.7118
KLHL24	0.2202	0.489	0.1842	0.4194
TNIK	0.1338	0.1318	0.1218	0.1188
PPM1L	0.7936	0.6626	0.7596	0.5986
TTC14	0.632	0.1566	0.414	0.1144
NLGN1	0.43	0.4724	0.2836	0.3804
PHC3	0.1202	0.107	0.1278	0.1346
GOLIM4	0.8478	0.8112	0.8102	0.7712
TBL1XR1	0.758	0.5958	0.5924	0.4318
NAALADL2	0.23	0.1832	0.2244	0.2004
KCNMB2-AS1	0.3082	0.2346	0.2392	0.189
SOX2-OT	0.9154	0.9592	0.896	0.952
FGFR3	0.7916	0.7722	0.714	0.6996
TFRC	0.4964	0.3978	0.4416	0.349
PPP2R2C	0.7634	0.7918	0.6758	0.722
DLG1	0.8744	0.5286	0.8598	0.4782
ADD1	0.6056	0.5484	0.5872	0.5274
BCL6	0.6736	0.4632	0.6632	0.4606
HES1	0.9908	0.9724	0.986	0.966
ACAP2	0.1788	0.1732	0.1728	0.166
ATP13A4	0.7084	0.6826	0.5782	0.5748
LPP	0.7236	0.7366	0.7492	0.7542
ZFYVE28	0.3098	0.3466	0.3106	0.2858
ATP5ME	0.7228	0.9704	0.6612	0.9604
SORCS2	0.1852	0.266	0.1698	0.2438
NAT8L	0.9962	0.9622	0.9952	0.955
LRCH3	0.7952	0.9878	0.7504	0.9846
MUC20-OT1_ENSG00000242086	0.4004	0.382	0.3886	0.3832
ARAP2	0.5804	0.5138	0.3334	0.3402
LIMCH1	0.5856	0.5496	0.5226	0.4482
FRYL	0.5108	0.336	0.4432	0.3128
UBE2K	0.4192	0.446	0.2916	0.3496
OCIAD1	0.0622	0.0197	0.1004	0.035
TBC1D19	0.504	0.3718	0.222	0.1864
STIM2	0.2948	0.2208	0.1814	0.1306
PPARGC1A	0.0688	0.1034	0.0804	0.1132
PDS5A	0.3268	0.5402	0.2972	0.4946
ATP8A1	0.505	0.4108	0.326	0.2536
GABRA2	0.9692	0.7652	0.9588	0.7174
ADGRA3	0.7808	0.9898	0.746	0.9816
C4orf19	0.1244	0.0979	0.106	0.0683
GABRG1	0.2696	0.2294	0.1858	0.1682
GABRB1	0.1328	0.109	0.1038	0.0765
RBPJ	0.8636	0.864	0.8398	0.8222
PCDH7	0.1364	0.1056	0.151	0.1276
KCTD8	0.3904	0.3668	0.262	0.2504
KCNIP4_ENSG00000185774	0.3912	0.332	0.334	0.2962
TAPT1-AS1	0.1726	0.1468	0.1638	0.1462
RUFY3	0.4496	0.6274	0.3916	0.5056
SLC4A4	0.6692	0.6756	0.5464	0.5456
DCUN1D4	0.879	0.9312	0.8428	0.9216
CCNI	0.867	0.9692	0.8402	0.954
ANKRD17	0.0499	0.0272	0.0295	0.0144
RASGEF1B	0.2786	0.2422	0.2748	0.2648
BMP2K	0.3688	0.2862	0.267	0.1872
SEPTIN11	0.7258	0.4622	0.6478	0.3366
SHROOM3	0.6476	0.5718	0.5922	0.507
SCD5	0.9866	0.926	0.9804	0.8964
ADGRL3	0.201	0.2142	0.0971	0.1036
HNRNPDL	0.9514	0.891	0.9322	0.8522
AASDH	0.9102	0.6316	0.893	0.6372
MT2P1_ENSG00000162840	0.3192	0.2822	0.2524	0.219
IGFBP7	0.2472	0.2246	0.1796	0.1408
SCFD2	0.7404	0.8794	0.7376	0.8138
UBA6-AS1	0.2114	0.1708	0.2168	0.1918
_ENSG00000250220	0.4208	0.3796	0.4174	0.3634
UBE2D3	0.931	0.5262	0.9236	0.4342
MAPK10	0.0557	0.0575	0.0784	0.0772
ARHGAP24	0.1016	0.078	0.1158	0.1038
FAM13A	0.2852	0.196	0.2014	0.1256
BMPR1B	0.5336	0.491	0.5686	0.521
RAP1GDS1	0.0853	0.0689	0.0939	0.0688
PDE5A	0.3594	0.2658	0.0832	0.0714
PPA2	0.4386	0.7534	0.3994	0.7354
PPP3CA	0.3788	0.249	0.3952	0.2586
TBCK	0.1098	0.119	0.0754	0.0934
CAMK2D	0.855	0.6228	0.8466	0.6442
ANK2	0.296	0.266	0.1728	0.1436
GRID2	0.5294	0.4088	0.3278	0.2932
SPARCL1	0.0699	0.0968	0.0503	0.0667
PDLIM5	0.1664	0.1954	0.154	0.1858
WDFY3	0.3036	0.6098	0.2678	0.5806
PTPN13	0.6734	0.9616	0.545	0.8664
PPM1K	0.2852	0.2604	0.229	0.1942
ETNPPL	0.1592	0.1748	0.1706	0.1646
TSPAN5	0.9912	0.991	0.9888	0.989
AFF1	0.3838	0.3088	0.3792	0.3186
UNC5C	0.5258	0.3852	0.5546	0.3808
_ENSG00000245958	0.148	0.181	0.101	0.1328
_ENSG00000250938	0.1434	0.1544	0.1452	0.1522
ELF2	0.8614	0.9762	0.8096	0.9728
INPP4B	0.1632	0.1308	0.1384	0.1312
GAB1	0.3482	0.4054	0.2806	0.2954
TRIM2	0.4144	0.4382	0.3752	0.39
GRIA2	0.7506	0.6338	0.6742	0.5546
FGF2	0.5242	0.556	0.5024	0.5456
KIAA1109	0.8408	0.9728	0.745	0.9652
PDGFC	0.4608	0.4816	0.3504	0.3504
SLC7A11	0.1178	0.1336	0.0933	0.1148
SCLT1	0.4508	0.4206	0.413	0.388
ZNF827	0.9458	0.998	0.9408	0.9968
NR3C2	0.3012	0.2916	0.2916	0.2858
INTU	0.359	0.2956	0.3322	0.2878
DCLK2	0.5486	0.6258	0.3766	0.4306
LRBA	0.071	0.0796	0.0874	0.0934
_ENSG00000250326	0.7498	0.6378	0.7286	0.6036
LINC00499	0.4876	0.7676	0.5278	0.7562
MSMO1	0.1274	0.0684	0.0825	0.0377
CPE	0.6226	0.4974	0.4648	0.404
RAPGEF2	0.7552	0.3362	0.725	0.3166
PALLD	0.9984	0.969	0.9968	0.963
NEK1	0.722	0.6102	0.7406	0.6376
CBR4	0.7938	0.616	0.6828	0.5222
GPM6A	0.0046	0.0124	0.0147	0.0235
WDR17	0.4378	0.394	0.3256	0.272
SH3RF1	0.1998	0.2532	0.179	0.2184
SCRG1	0.777	0.8416	0.5566	0.7156
FSTL5	0.2128	0.2366	0.1884	0.2006
MFAP3L	0.0756	0.0595	0.06	0.0568
F11-AS1	0.534	0.438	0.4962	0.4006
TRIO	0.5354	0.6794	0.46	0.5988
CDH10	0.2578	0.337	0.1572	0.2242
ZFR	0.2932	0.254	0.1678	0.1986
ADCY2	0.3756	0.3148	0.3036	0.1916
SLC1A3	0.8774	0.6782	0.8616	0.6198
WDR70	0.3044	0.2698	0.3404	0.3068
LIFR	0.373	0.4156	0.275	0.3308
PDZD2	0.6708	0.6816	0.5524	0.6654
MARCHF6	0.4212	0.3814	0.3736	0.364
MYO10	0.931	0.7054	0.942	0.7384
RANBP3L	0.308	0.224	0.2444	0.1934
NIPBL	0.5054	0.3838	0.4144	0.2908
CTNND2	0.3202	0.227	0.274	0.1992
FBXL7	0.9574	0.9476	0.9516	0.9458
GUSBP1	0.2356	0.3312	0.246	0.348
CPLANE1	0.9916	0.941	0.9888	0.9202
_ENSG00000274441	0.446	0.3836	0.2454	0.2494
GPBP1	0.8296	0.7124	0.7584	0.61
PLPP1	0.2006	0.128	0.168	0.1202
MAST4	0.8642	0.743	0.825	0.6872
ERBIN	0.8952	0.8554	0.9026	0.8646
PDE4D	0.1054	0.1204	0.1164	0.1298
ZSWIM6	0.284	0.2572	0.244	0.2222
IL6ST	0.3276	0.2424	0.1476	0.1262
PIK3R1	0.354	0.2956	0.112	0.1314
RICTOR	0.7192	0.8202	0.6898	0.8414
ZNF131	0.7234	0.4958	0.7122	0.4666
ZFYVE16	0.64	0.793	0.6006	0.7552
MEF2C	0.4422	0.4336	0.3648	0.3946
MAN2A1	0.9902	0.8312	0.985	0.7202
FAM172A	0.2874	0.2722	0.1498	0.1576
POLK	0.5916	0.5262	0.4668	0.3842
COX7C	0.4262	0.478	0.4582	0.5052
AP3B1	0.4226	0.4264	0.3862	0.3906
SSBP2	0.8734	0.8056	0.842	0.8098
