gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
MIGA1	0.7488	0.4686	0.7616	0.4996
SELENOF	0.1738	0.4842	0.216	0.4934
ST6GALNAC3	0.0744	0.0707	0.0745	0.0823
RNPC3	0.538	0.536	0.501	0.4796
DPYD	0.0071	0.0116	0.0047	0.0079
BTBD8	0.8324	0.763	0.7548	0.6912
LRRC8B	0.7442	0.8732	0.7538	0.8786
CCDC18-AS1	0.5754	0.286	0.5568	0.272
SLC44A3-AS1	0.5622	0.693	0.547	0.7054
_ENSG00000224550	0.3196	0.3848	0.1988	0.2348
MIR137HG	0.0844	0.0871	0.0512	0.0623
_ENSG00000232825	0.7462	0.6548	0.759	0.6826
ST7L	0.0185	0.0128	0.0263	0.0252
CSDE1	0.0052	0.0115	0.0082	0.0257
SARS1	0.3062	0.3386	0.2532	0.2336
GNAI3	0.5886	0.9748	0.584	0.9802
RSBN1	0.0669	0.1764	0.0366	0.1368
MAGI3	0.8626	0.6382	0.8522	0.5888
WDR47	0.5806	0.5494	0.579	0.537
KIAA1324	0.251	0.1892	0.1914	0.135
ATP5PB	0.1472	0.1678	0.1728	0.2086
RAP1A	0.5852	0.9624	0.6028	0.9586
CAPZA1	0.659	0.5018	0.6222	0.4336
PHTF1	0.0953	0.1982	0.0865	0.169
SORT1	0.7338	0.96	0.7178	0.9564
LAMTOR5	0.8964	0.9354	0.8616	0.9166
CEPT1	0.8982	0.5934	0.9036	0.5876
IGSF3	0.3238	0.29	0.3092	0.2368
CELSR2	0.2706	0.2944	0.287	0.3312
HIPK1	0.1206	0.1926	0.0936	0.1702
ATP1A1	0.958	0.756	0.9606	0.7698
AHCYL1	0.3284	0.2038	0.1872	0.1082
KCND3	0.9664	0.9166	0.9614	0.914
SRGAP2C	0.727	0.5638	0.6244	0.4336
SRGAP2B	0.9502	0.8528	0.9308	0.804
SLC6A17	0.9142	0.9758	0.8454	0.9662
TRIM33	0.9132	0.5072	0.9038	0.5102
MAN1A2	0.6982	0.6684	0.7404	0.696
_ENSG00000223804	0.9124	0.9762	0.8988	0.9796
_ENSG00000224363	0.7792	0.661	0.7472	0.635
SLC16A1-AS1	0.707	0.6758	0.6952	0.6674
LINC02798	0.1876	0.1266	0.1872	0.1246
RNF115	0.652	0.5456	0.6398	0.505
_ENSG00000274642	0.1136	0.0927	0.102	0.0874
HYDIN2	0.4864	0.5322	0.2806	0.399
ASH1L	0.3764	0.2672	0.3698	0.2346
GON4L	0.0477	0.0463	0.0506	0.0471
MEF2D	0.0166	0.0272	0.015	0.0278
C1orf61	0.1548	0.1734	0.1798	0.2146
DAP3	0.3446	0.2322	0.3338	0.24
ARHGEF11	0.5618	0.5844	0.562	0.588
SYT11	0.3148	0.2674	0.3006	0.2366
VPS45	0.276	0.4226	0.2746	0.4104
SNX27	0.7072	0.7538	0.6574	0.7054
PIP5K1A	0.9592	0.5456	0.9528	0.5262
ENSA	0.2646	0.1946	0.1978	0.123
ARNT	0.233	0.2224	0.198	0.2114
POGZ	0.262	0.247	0.2766	0.2532
TPM3	0.436	0.5628	0.452	0.5708
GATAD2B_ENSG00000143614	0.5328	0.7808	0.4756	0.7592
SV2A	0.2678	0.2944	0.2382	0.2672
CELF3	0.8424	0.683	0.7602	0.5284
ADAR	0.0583	0.1598	0.0644	0.1478
FDPS	0.81	0.9652	0.8154	0.9592
RPRD2	0.6152	0.539	0.595	0.4792
CCT3	0.6262	0.8778	0.5412	0.8514
PDE4DIP	0.6256	0.8204	0.63	0.7972
MLLT11	0.7822	0.7614	0.7384	0.7164
_ENSG00000227733	0.605	0.5942	0.5308	0.4876
FLG-AS1	0.385	0.4294	0.33	0.404
MRPS21	0.8768	0.8602	0.8672	0.839
LINC01138	0.7906	0.8128	0.7368	0.7664
_ENSG00000274265	0.9196	0.7994	0.88	0.745
LINC00869	0.9754	0.7798	0.9724	0.7668
KIFAP3	0.0468	0.0257	0.0371	0.0229
SUCO	0.5454	0.3918	0.4846	0.3558
TNR	0.7246	0.5426	0.687	0.5192
PRRC2C	0.3442	0.6346	0.33	0.6092
ATF6	0.1772	0.2942	0.1648	0.265
COPA	0.6516	0.638	0.6744	0.6354
RC3H1	0.3906	0.507	0.3076	0.4384
ATP1B1	0.0056	0.0022	0.0157	0.0065
TIPRL	0.9564	0.5538	0.9508	0.5836
NME7	0.556	0.6504	0.514	0.5904
DCAF6	0.2376	0.1928	0.2714	0.2334
TMCO1	0.0223	0.0182	0.0183	0.0186
POU2F1	0.6556	0.787	0.6468	0.7968
MGST3	0.722	0.6422	0.616	0.5172
COP1	0.5876	0.5814	0.5404	0.5516
SDHC	0.5644	0.7042	0.5946	0.7142
PFDN2	0.5238	0.305	0.484	0.2952
RABGAP1L	0.6556	0.545	0.688	0.5794
NDUFS2	0.307	0.5556	0.3072	0.5428
CADM3	0.3208	0.3528	0.288	0.3232
IGSF8	0.0284	0.0393	0.0138	0.0255
PBX1	0.6434	0.2638	0.634	0.285
DNM3	0.1106	0.0734	0.12	0.0767
NOS1AP	0.777	0.6268	0.7446	0.5504
LINC00970	0.8182	0.9504	0.7484	0.9324
_ENSG00000203739	0.3716	0.159	0.4002	0.1942
PCP4L1	0.5234	0.5746	0.5298	0.5928
TPR	0.277	0.2506	0.3026	0.2646
ATP2B4	0.0657	0.3608	0.0711	0.3432
ZC3H11A	0.4368	0.354	0.3962	0.313
RASAL2	0.442	0.3144	0.3466	0.242
PPP1R12B	0.534	0.7224	0.5262	0.7286
RALGPS2	0.2012	0.1814	0.0742	0.0717
FAM20B	0.7614	0.7886	0.7594	0.7876
EDEM3	0.1466	0.1296	0.1238	0.1226
C1orf21	0.6702	0.6028	0.6554	0.5712
SMG7	0.7728	0.9516	0.687	0.9374
RO60	0.3958	0.5262	0.3718	0.4926
TMEM9	0.4002	0.6244	0.382	0.5906
KDM5B	0.704	0.7102	0.6604	0.6756
CAMSAP2	0.8216	0.993	0.7216	0.988
DSTYK	0.707	0.7014	0.6736	0.6346
NAV1	0.4316	0.4624	0.433	0.435
CDC73	0.822	0.7312	0.7612	0.6216
CRB1	0.1039	0.1556	0.1	0.1114
RGS8	0.3056	0.3308	0.3204	0.352
DHX9	0.197	0.4144	0.2096	0.393
CEP350	0.4432	0.611	0.4034	0.5358
LAMC1	0.5164	0.4442	0.5084	0.45
ABL2	0.3228	0.5278	0.368	0.5354
XPR1	0.625	0.4064	0.5444	0.3408
RGL1	0.1036	0.1021	0.0731	0.0886
PPFIA4	0.428	0.2852	0.4536	0.3326
PLEKHA6	0.1444	0.1288	0.1462	0.1358
ARL8A	0.7046	0.3794	0.613	0.2548
ASTN1	0.1458	0.1818	0.1414	0.1644
NMNAT2	0.1534	0.0891	0.1168	0.0584
ODR4	0.463	0.4202	0.4642	0.4016
B3GALT2	0.3288	0.2718	0.3056	0.2614
BRINP3	0.8038	0.5668	0.7908	0.5366
KCNT2	0.663	0.7818	0.5988	0.7206
NFASC	0.5722	0.6224	0.5	0.547
TOR1AIP2	0.8682	0.7006	0.8692	0.6656
LRRN2	0.5354	0.511	0.5436	0.5212
CACNA1E	0.693	0.7104	0.6726	0.6746
MDM4	0.4752	0.3318	0.3978	0.2406
IPO9	0.9586	0.7196	0.9502	0.7106
COLGALT2	0.65	0.467	0.6426	0.462
BRINP2	0.448	0.5918	0.4454	0.5876
DENND1B	0.7878	0.9346	0.7696	0.9316
_ENSG00000227579	0.7788	0.565	0.754	0.532
_ENSG00000229739	0.8584	0.9278	0.8378	0.9192
MIR181A1HG	0.921	0.9724	0.9224	0.976
ACBD6	0.2514	0.3068	0.2732	0.3018
_ENSG00000231767	0.5476	0.6722	0.4226	0.5538
IPO9-AS1	0.4788	0.5802	0.3832	0.453
NUP133	0.0242	0.0257	0.0352	0.0331
NUCKS1	0.2632	0.4824	0.1736	0.4076
PLXNA2	0.1866	0.1032	0.207	0.1112
KCNK2	0.0615	0.0324	0.0689	0.0365
TGFB2	0.9088	0.856	0.883	0.8044
GPATCH2	0.963	0.9584	0.9664	0.9588
MARK1	0.3498	0.3974	0.3638	0.3838
CD46	0.9714	0.8396	0.9548	0.835
RCOR3	0.5264	0.4572	0.4136	0.3264
NSL1	0.813	0.9732	0.8134	0.9736
PROX1	0.1538	0.1706	0.1706	0.1876
RAB3GAP2	0.266	0.469	0.1888	0.4096
LPGAT1	0.3762	0.3182	0.3286	0.2652
EPRS1	0.6208	0.5184	0.4178	0.3428
KCTD3	0.3656	0.2688	0.328	0.2382
RPS6KC1	0.7368	0.9138	0.7204	0.9092
LYPLAL1	0.2562	0.1746	0.205	0.1284
SYT14	0.4282	0.4986	0.3646	0.4564
KCNH1	0.4722	0.8486	0.3648	0.7944
SMYD2	0.2432	0.2708	0.2586	0.2556
SUSD4	0.9906	0.9532	0.9858	0.953
SRP9	0.1296	0.0992	0.035	0.0314
NVL	0.4172	0.3642	0.3636	0.3004
FBXO28	0.0914	0.1004	0.1046	0.1022
ARF1	0.2582	0.1674	0.2776	0.1958
GUK1	0.2914	0.1592	0.0826	0.0326
CDC42BPA	0.9592	0.928	0.956	0.9268
CNIH3	0.2054	0.3076	0.162	0.2784
MIA3	0.503	0.436	0.4292	0.374
ENAH	8e-04	9e-04	0.0011	0.0018
CCSAP	0.1036	0.0842	0.106	0.0827
FLVCR1	0.1358	0.2796	0.1314	0.281
WDR26	0.526	0.3116	0.3672	0.2238
RNF187	0.5356	0.587	0.333	0.3922
DNAH14	0.3686	0.2874	0.3804	0.3074
ESRRG	0.8388	0.7724	0.8382	0.771
TATDN3	0.5142	0.9234	0.3638	0.8888
MIR29B2CHG	0.583	0.5056	0.5468	0.4896
PROX1-AS1	0.416	0.6962	0.3652	0.6596
SRGAP2	0.2108	0.2212	0.239	0.2638
EIPR1	0.1244	0.1672	0.121	0.1572
SH3YL1	0.0604	0.0608	0.0529	0.0587
ARID4B	0.1136	0.0799	0.1374	0.1074
SDCCAG8_ENSG00000054282	0.9764	0.9294	0.9768	0.9316
TARBP1	0.824	0.6108	0.7984	0.564
ERO1B	0.8836	0.9206	0.8762	0.9076
MTR	0.957	0.9938	0.963	0.9958
SIPA1L2	0.0086	0.0241	0.0091	0.0199
KMO	0.2164	0.3156	0.2204	0.3204
AKT3_ENSG00000117020	0.5002	0.6032	0.4998	0.6036
CHRM3	0.1898	0.2276	0.1906	0.234
PCNX2	0.0441	0.1102	0.0373	0.1008
KCNK1	0.5778	0.8548	0.6052	0.8526
EGLN1	0.433	0.432	0.416	0.4176
GALNT2	0.1608	0.1398	0.1902	0.1648
TTC13	0.603	0.8544	0.51	0.8146
LYST	0.705	0.8732	0.6844	0.8544
CEP170_ENSG00000143702	0.0227	0.0157	0.0034	0.0063
AHCTF1	0.7996	0.8978	0.8112	0.8962
FMN2	0.195	0.3614	0.22	0.3886
KIF26B_ENSG00000162849	0.4322	0.5066	0.4958	0.535
CNST	0.2104	0.1422	0.1574	0.0949
B3GALNT2	0.3446	0.4494	0.327	0.4214
TRAPPC12_ENSG00000171853	0.6992	0.6936	0.7006	0.6848
RPS7	0.9204	0.962	0.8744	0.9362
TOMM20	0.4538	0.7646	0.3456	0.6798
PGBD5	0.5472	0.4064	0.5756	0.4368
ZBTB18	0.9446	0.7598	0.9002	0.6464
PLD5	0.6054	0.5082	0.5944	0.5146
RGS7	0.0955	0.0767	0.107	0.084
SLC35F3	0.1572	0.1114	0.1056	0.0662
SMYD3	0.2622	0.1544	0.309	0.1806
MYT1L	0.3608	0.2502	0.366	0.2756
OR2L13	0.2756	0.1948	0.2868	0.2104
RYR2	0.2498	0.301	0.1856	0.2468
EFCAB2	0.6936	0.5748	0.6746	0.561
CHRM3-AS2	0.8724	0.8134	0.8426	0.7498
LINC01250	0.1764	0.2014	0.1664	0.1766
TTC27	0.0518	0.0564	0.059	0.0693
SPAST	0.8426	0.9594	0.7814	0.9372
PUM2	0.3994	0.5756	0.248	0.4724
DDX1	0.9834	0.9922	0.9768	0.9916
NCOA1	0.222	0.3048	0.2612	0.3336
EFR3B	0.2776	0.2732	0.304	0.29
KIF3C	0.774	0.5882	0.763	0.5474
RAB10	0.3712	0.8476	0.3892	0.8644
MAPRE3	0.1846	0.1484	0.0885	0.0576
CLIP4	0.1016	0.0634	0.0769	0.0509
TAF1B	0.4792	0.4818	0.4726	0.4588
BIRC6	0.0665	0.0825	0.0586	0.0725
NOL10	0.0434	0.1053	0.0507	0.115
LDAH	0.1832	0.1958	0.1166	0.1498
ITGB1BP1	0.1062	0.1274	0.0732	0.0978
KLHL29	0.5962	0.4552	0.6056	0.4836
DNMT3A	0.478	0.5588	0.4636	0.5518
ATAD2B	0.8608	0.9992	0.8296	0.9994
YIPF4	0.461	0.6084	0.47	0.6892
YWHAQ	0.784	0.8882	0.7156	0.8502
KIDINS220	0.196	0.1248	0.193	0.1202
ROCK2	0.795	0.6996	0.7866	0.6318
LPIN1	0.0264	0.0269	0.0049	0.0137
IFT172	0.4438	0.4616	0.4498	0.4778
SELENOI	0.501	0.3228	0.4504	0.237
ADCY3	0.5048	0.706	0.4466	0.6566
DTNB	0.185	0.1046	0.0631	0.0405
MBOAT2	0.7988	0.4972	0.7646	0.4132
PDIA6	0.4784	0.7926	0.5066	0.7978
ASXL2	0.3798	0.2948	0.3738	0.2772
RNF144A	0.7376	0.7098	0.7144	0.6662
ASAP2	0.6154	0.885	0.598	0.8698
ADAM17	0.3726	0.3612	0.381	0.3572
NBAS	0.1992	0.1266	0.1766	0.1186
DPYSL5	0.3942	0.2832	0.3438	0.214
BABAM2	0.4004	0.4898	0.2502	0.3568
GALNT14	0.2894	0.2598	0.318	0.2572
DPY30	0.707	0.7418	0.6576	0.6832
SMC6	0.7554	0.9694	0.765	0.9616
VSNL1	0.7542	0.9346	0.6664	0.904
ALK				
TRMT61B	0.2064	0.272	0.2504	0.3254
LCLAT1	0.8848	0.6278	0.8856	0.6698
UBXN2A	0.5804	0.5868	0.5996	0.6166
GREB1	0.1214	0.1024	0.1364	0.1286
FAM49A	0.3734	0.2212	0.1386	0.062
ITSN2	0.6886	0.8284	0.6284	0.7508
LINC00486	0.995	0.5808	0.993	0.469
SILC1	0.2472	0.5078	0.1656	0.4064
MRPL33	0.8342	0.6452	0.765	0.5134
BIRC6-AS2	0.0984	0.1244	0.0177	0.0253
HEATR5B	0.8674	0.9302	0.8382	0.9002
MAP4K3	0.0397	0.0273	0.0627	0.047
MDH1	0.647	0.798	0.5652	0.7346
EIF2AK2	0.1374	0.1734	0.1194	0.1666
MTA3	0.1296	0.1638	0.1058	0.1316
PSME4	0.7606	0.7362	0.7728	0.7508
ERLEC1	0.6978	0.5376	0.736	0.58
XPO1	0.4984	0.6382	0.52	0.6252
MSH2	0.631	0.7244	0.579	0.6898
SPTBN1	0.0664	0.1024	0.0559	0.0874
RTN4	0.7782	0.7414	0.753	0.7532
CCDC88A	0.2904	0.204	0.218	0.1412
USP34	0.9994	0.9292	0.9978	0.9384
CCT4	0.4062	0.5678	0.4346	0.561
EHBP1	0.1556	0.2656	0.1912	0.2914
STRN	0.0651	0.0477	0.0777	0.0664
CEBPZ	0.666	0.9672	0.6478	0.9574
SRSF7	0.9114	0.7442	0.8908	0.741
SOS1	0.3284	0.5978	0.323	0.6086
COX7A2L	0.1274	0.1546	0.1005	0.1168
THADA	0.2616	0.283	0.2264	0.2452
ATL2	0.8088	0.7408	0.8106	0.7066
AFTPH	0.2042	0.1424	0.2234	0.1624
PPM1B	0.3046	0.4344	0.263	0.4088
PNPT1	0.2454	0.3092	0.289	0.3322
DYNC2LI1	0.092	0.107	0.1142	0.1292
RAB1A	0.7382	0.7942	0.76	0.8108
ACTR2	0.1404	0.1122	0.0918	0.0627
PREPL	0.2404	0.3208	0.167	0.2434
FBXO11	0.399	0.4422	0.2432	0.3372
LRPPRC	0.4446	0.532	0.3276	0.404
CAMKMT	0.9304	0.7236	0.9274	0.6702
EML4	0.225	0.1944	0.2292	0.197
RPS27A	0.8966	0.9458	0.852	0.933
WDPCP	0.5814	0.8852	0.5298	0.8734
VPS54	0.6918	0.5696	0.6614	0.4964
CRIM1_ENSG00000150938	0.2972	0.1656	0.3168	0.1846
TMEM178A	0.9872	0.984	0.9828	0.983
PPP1R21	0.3836	0.3192	0.3174	0.2534
KIAA1841	0.1786	0.584	0.1728	0.5138
CFAP36	0.3002	0.4142	0.2368	0.3522
DHX57	0.2072	0.24	0.1756	0.2122
UGP2	0.4018	0.4878	0.4188	0.4912
ACYP2	0.9636	0.9782	0.9274	0.9596
FEZ2	0.8942	0.9532	0.8756	0.9476
PRKCE	0.5764	0.6666	0.5412	0.6432
SOCS5	0.27	0.502	0.1676	0.4252
COMMD1	0.5288	0.475	0.463	0.4224
NRXN1	0.2	0.1148	0.1056	0.0553
SLC8A1	0.3244	0.7742	0.2466	0.7336
EML6	0.1348	0.0699	0.175	0.0922
MAP4K3-DT	0.0287	0.0324	0.0141	0.0219
LINC01122	0.6764	0.5432	0.6	0.4744
BCYRN1	0.079	0.0458	0.0469	0.0191
PPP4R3B	0.3264	0.3328	0.309	0.326
GCFC2	0.735	0.6414	0.6374	0.4804
TMSB10	0.7812	0.5076	0.7658	0.4736
CTNNA2	0.653	0.8888	0.5836	0.831
REEP1	0.4846	0.5388	0.5102	0.5348
ZNF638	0.4602	0.4124	0.3966	0.3596
ADD2	0.2378	0.174	0.128	0.1007
GMCL1	0.0161	0.016	0.0198	0.0185
MRPL19	0.0617	0.0809	0.0244	0.0294
ST3GAL5	0.4446	0.4198	0.2774	0.2606
AAK1	0.2866	0.2472	0.3356	0.3028
PCYOX1	0.408	0.5472	0.2158	0.3684
ALMS1	0.532	0.2742	0.496	0.2228
CNRIP1	0.4478	0.6926	0.4542	0.6892
PTCD3	0.1272	0.1574	0.0531	0.0804
IMMT	0.397	0.6048	0.2522	0.5186
EXOC6B	0.0502	0.045	0.0559	0.0452
TGOLN2	0.2204	0.477	0.175	0.4192
