gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
MACF1	0.4974	0.3662	0.4778	0.355
PPT1	0.927	0.9554	0.9446	0.973
NASP	0.0652	0.1066	0.0946	0.1306
PUM1	0.7542	0.72	0.7706	0.7122
YARS1	0.5818	0.2942	0.4874	0.2344
PHC2	0.254	0.4504	0.1456	0.4886
AGO4	0.4284	0.415	0.2922	0.2858
KIAA0319L	0.4462	0.533	0.383	0.4856
RPS8	0.1754	0.198	0.1552	0.1818
ZMYM4	0.9616	0.9094	0.958	0.8738
GPBP1L1	0.183	0.1624	0.1096	0.1038
BSDC1	0.7044	0.9964	0.5658	0.9786
ZSWIM5	0.5366	0.7842	0.4898	0.8504
SDC3	0.692	0.8732	0.7048	0.9486
RBBP4	0.8766	0.7784	0.7496	0.6906
GRIK3	0.8024	0.9524	0.8184	0.9316
MEAF6	0.6006	0.9882	0.5262	0.971
NDUFS5	0.6918	0.703	0.8366	0.8804
UQCRH	0.6348	0.7406	0.7062	0.804
ZBTB8OS	0.5232	0.711	0.2932	0.7458
CCDC30	0.6712	0.7956	0.561	0.8072
RNF220	0.6	0.9468	0.5724	0.9474
FOXJ3	0.9678	0.914	0.97	0.9442
_ENSG00000228436	0.5904	0.8128	0.451	0.7918
LRRC7	0.3434	0.2292	0.35	0.2526
NRDC	0.6732	0.7514	0.633	0.7912
MKNK1	0.3322	0.2904	0.183	0.1624
EPS15	0.7882	0.759	0.8382	0.796
SCP2	0.7976	0.5606	0.6102	0.3428
TMEM59	0.5182	0.5934	0.5612	0.639
DOCK7	0.808	0.4758	0.812	0.5304
DNAJC6	0.4696	0.5834	0.371	0.4772
WLS	0.7226	0.8984	0.7632	0.9092
SRSF11	0.9768	0.8766	0.9496	0.829
OSBPL9	0.3318	0.526	0.2276	0.4856
ANKRD13C	0.9772	0.8536	0.9858	0.8516
SGIP1	0.8596	0.9566	0.9216	0.9792
RNF11	0.4316	0.5392	0.2892	0.4418
ATPAF1	0.4596	0.5544	0.4228	0.5396
ATG4C	0.4418	0.7188	0.514	0.792
SPATA6	0.2454	0.209	0.1976	0.1648
ZRANB2	0.4712	0.368	0.4974	0.4112
PATJ	0.4412	0.665	0.3958	0.7134
HOOK1	0.3962	0.4026	0.3764	0.405
BTF3L4	0.89	0.8812	0.8982	0.818
TUT4	0.1982	0.205	0.1064	0.129
ZFYVE9	0.9818	0.9236	0.9826	0.9154
LRP8	0.8872	0.6646	0.8718	0.6864
SSBP3	0.469	0.4484	0.348	0.2964
ELAVL4	0.6014	0.754	0.6064	0.7844
ZYG11B	0.4396	0.5372	0.3446	0.5036
USP24	0.7396	0.8608	0.6528	0.767
PRKAA2	0.4632	0.407	0.4662	0.4276
JAK1	0.6206	0.875	0.6046	0.786
MYSM1	0.7108	0.6134	0.529	0.5106
RAB3B	0.372	0.4024	0.4066	0.4602
NEGR1	0.4108	0.2656	0.4008	0.2982
DAB1	0.7426	0.6518	0.7584	0.6878
PDE4B	0.5244	0.6188	0.4522	0.5364
FAF1	0.6388	0.9184	0.6216	0.9876
AGBL4	0.7128	0.6318	0.7182	0.6236
MIER1	0.9264	0.9168	0.9158	0.895
GNG12-AS1	0.9412	0.8806	0.9252	0.8614
_ENSG00000036549	0.8248	0.9982	0.8394	0.9954
PKN2	0.2256	0.2462	0.1528	0.1558
EVI5	0.3126	0.4918	0.321	0.564
USP33	0.732	0.4978	0.5806	0.3066
SH3GLB1	0.8056	0.8028	0.7102	0.7484
ACADM	0.7654	0.6432	0.8802	0.7074
ST6GALNAC5	0.948	0.851	0.9682	0.8612
ADGRL2	0.9042	0.6966	0.9348	0.7604
SSX2IP	0.4964	0.419	0.3994	0.3222
PTBP2	0.657	0.605	0.703	0.6706
PLPPR5	0.3554	0.1882	0.3436	0.2036
PLPPR4	0.4422	0.4624	0.3234	0.4188
OLFM3	0.5456	0.5904	0.532	0.5784
RPL5	0.2658	0.2366	0.1154	0.1214
ODF2L	0.636	0.5748	0.6106	0.573
ZNF644	0.631	0.7968	0.6168	0.758
RPAP2	0.7196	0.882	0.6552	0.9704
TTLL7	0.7702	0.8686	0.6436	0.761
GIPC2	0.5494	0.5622	0.5366	0.589
SLC44A5	0.9168	0.7262	0.9384	0.7344
RPL7P9	0.2418	0.22	0.246	0.2016
PRKACB	0.5644	0.6658	0.468	0.6104
LMO4	0.5208	0.713	0.3926	0.6554
MTF2	0.9924	0.9886	0.9884	0.9902
DDAH1	0.5822	0.6068	0.6006	0.5968
HS2ST1	0.592	0.4556	0.4774	0.3522
AK5	0.7078	0.8966	0.6108	0.8528
DIPK1A	0.8996	0.8148	0.8584	0.7682
FUBP1	0.9878	0.8706	0.923	0.9286
ZNF326	0.3388	0.3668	0.1848	0.2298
AGL	0.6576	0.7992	0.6376	0.7694
GLMN	0.6424	0.5456	0.5442	0.4134
ERICH3	0.4868	0.451	0.355	0.3708
MIGA1	0.934	0.5852	0.9206	0.535
SELENOF	0.708	0.7502	0.7282	0.737
ST6GALNAC3	0.1876	0.3328	0.1876	0.333
RNPC3	0.2486	0.184	0.2048	0.168
DPYD	0.9272	0.907	0.9012	0.8688
LRRC8B	0.0889	0.0875	0.0175	0.026
CCDC18-AS1	0.2332	0.2678	0.147	0.1556
_ENSG00000224550	0.78	0.6562	0.8558	0.6896
MIR137HG	0.6054	0.5132	0.6226	0.5294
_ENSG00000232825	0.5578	0.668	0.5782	0.6396
ST7L	0.443	0.8206	0.3086	0.8238
CSDE1	0.5886	0.7288	0.497	0.6886
SARS1	0.7612	0.9664	0.8494	0.9982
MAGI3	0.29	0.3526	0.2392	0.304
WDR47	0.391	0.4912	0.2304	0.3578
KIAA1324	0.9086	0.9372	0.8948	0.8782
RAP1A	0.0915	0.0758	0.0735	0.0571
CAPZA1	0.6102	0.42	0.4902	0.3702
PHTF1	0.8556	0.8528	0.8676	0.8818
PRPF38B	0.3464	0.3878	0.3428	0.4122
SORT1	0.5574	0.665	0.4724	0.5338
CTTNBP2NL	0.263	0.3566	0.1802	0.3168
SLC22A15	0.7972	0.8608	0.8014	0.826
ATP1A1	0.5548	0.9542	0.4514	0.9366
AHCYL1	0.7186	0.452	0.749	0.451
KCND3	0.9686	0.9194	0.9582	0.8886
SRGAP2C	0.2872	0.3528	0.1532	0.2654
SRGAP2B	0.2474	0.2646	0.1366	0.1664
SLC6A17	0.366	0.3758	0.2508	0.2944
TRIM33	0.533	0.6496	0.5214	0.6722
MAN1A2	0.7204	0.78	0.703	0.77
_ENSG00000223804	0.7472	0.4838	0.7576	0.399
_ENSG00000224363	0.4808	0.5892	0.463	0.5898
LINC02798	0.7442	0.736	0.7042	0.6966
_ENSG00000259834	0.5096	0.3488	0.5054	0.3608
RNF115	0.5344	0.7392	0.47	0.8506
_ENSG00000274642	0.8114	0.6696	0.7046	0.5332
HYDIN2	0.6456	0.7278	0.4114	0.6042
LINC01632	0.5032	0.4516	0.481	0.4454
ASH1L	0.2314	0.2562	0.186	0.2594
GON4L	0.4614	0.3774	0.4094	0.3344
MEF2D	0.6096	0.7904	0.4612	0.6802
C1orf61	0.46	0.7302	0.4734	0.7782
DAP3	0.5234	0.581	0.4488	0.5158
ARHGEF11	0.6232	0.6526	0.5306	0.599
SYT11	0.5146	0.8266	0.4782	0.792
VPS45	0.5732	0.7752	0.4602	0.7632
SNX27	0.6816	0.7472	0.702	0.7912
PIP5K1A	0.1902	0.0728	0.162	0.0717
ENSA	0.9516	0.907	0.9692	0.897
ARNT	0.4158	0.6376	0.2934	0.619
POGZ	0.7256	0.6476	0.6706	0.626
TPM3	0.5642	0.696	0.7102	0.8666
GATAD2B_ENSG00000143614	0.1866	0.1636	0.126	0.1404
SV2A	0.3296	0.3474	0.334	0.3936
CELF3	0.431	0.4266	0.2834	0.2918
ADAR	0.3982	0.2814	0.3148	0.2038
FDPS	0.5602	0.7288	0.5978	0.7452
RPRD2	0.3744	0.55	0.3744	0.626
CCT3	0.6738	0.7272	0.6734	0.7484
PDE4DIP	0.6888	0.1224	0.6822	0.1326
MLLT11	0.9006	0.9142	0.8516	0.9278
MRPS21	0.515	0.57	0.5844	0.653
LINC01138	0.7372	0.8318	0.5046	0.79
_ENSG00000274265	0.6422	0.9212	0.6424	0.9736
LINC00869	0.8732	0.8446	0.8382	0.7956
KIFAP3	0.5934	0.8832	0.5718	0.9448
SUCO	0.8214	0.965	0.7688	0.986
TNR	0.4296	0.4454	0.3526	0.2966
RGS4	0.4324	0.6862	0.358	0.6784
PRRC2C	0.3074	0.2516	0.2664	0.2232
ATF6	0.8596	0.9516	0.7808	0.9532
COPA	0.444	0.5576	0.5592	0.6878
RC3H1	0.4748	0.3852	0.4224	0.383
ATP1B1	0.2888	0.2972	0.2474	0.2674
TIPRL	0.3948	0.5024	0.3522	0.5134
NME7	0.9328	0.6904	0.92	0.6542
DCAF6	0.7294	0.9232	0.702	0.9084
TMCO1	0.7296	0.7158	0.6434	0.6416
POU2F1	0.6072	0.8078	0.5968	0.815
ILDR2	0.386	0.2242	0.28	0.1346
MGST3	0.6336	0.5542	0.6598	0.555
COP1	0.8974	0.9298	0.9034	0.924
SDHC	0.7328	0.5412	0.7726	0.5144
PFDN2	0.6374	0.743	0.5602	0.6778
RABGAP1L	0.6872	0.7216	0.725	0.7344
NDUFS2	0.3722	0.3604	0.2216	0.2478
CADM3	0.4326	0.4944	0.3148	0.385
IGSF8	0.437	0.4018	0.258	0.1986
PEA15	0.526	0.6802	0.334	0.5126
PBX1	0.6882	0.5122	0.7426	0.5278
DNM3	0.6708	0.4906	0.6686	0.5006
NOS1AP	0.631	0.9194	0.5472	0.9106
_ENSG00000203739	0.5352	0.7782	0.3656	0.6948
PCP4L1	0.29	0.552	0.31	0.5436
TPR	0.1952	0.21	0.2522	0.2906
ZC3H11A	0.9162	0.6922	0.8398	0.5302
RASAL2	0.9296	0.8984	0.9122	0.8798
PPP1R12B	0.8512	0.889	0.8962	0.9042
RALGPS2	0.6168	0.6704	0.5738	0.6266
EDEM3	0.8892	0.832	0.89	0.7252
C1orf21	0.8374	0.835	0.7828	0.811
IVNS1ABP	0.617	0.609	0.5888	0.5966
SMG7	0.5986	0.6262	0.4842	0.511
RO60	0.8346	0.8092	0.8204	0.7714
KDM5B	0.9566	0.993	0.821	0.9594
CAMSAP2	0.685	0.8824	0.694	0.9446
NAV1	0.4904	0.597	0.4272	0.5922
CDC73	0.9634	0.9574	0.9912	0.9718
CRB1	0.8798	0.9656	0.7862	0.999
DHX9	0.7092	0.7604	0.6828	0.803
CEP350	0.3324	0.5948	0.3512	0.672
ABL2	0.241	0.263	0.1822	0.1712
XPR1	0.7678	0.7714	0.7694	0.7732
RGL1	0.4782	0.2132	0.4618	0.2036
PLEKHA6	0.6762	0.6844	0.6696	0.7052
ASTN1	0.519	0.552	0.5502	0.5892
NMNAT2	0.6632	0.9286	0.5944	0.9032
BRINP3	0.82	0.8636	0.8786	0.8972
NFASC	0.592	0.7086	0.5396	0.7002
LRRN2	0.9836	0.9926	0.9802	0.9908
CACNA1E	0.835	0.6416	0.8784	0.7138
MDM4	0.4514	0.468	0.3816	0.4176
IPO9	0.3984	0.4874	0.2656	0.3676
COLGALT2	0.8316	0.8156	0.7706	0.762
BRINP2	0.181	0.2666	0.1924	0.2506
DENND1B	0.3834	0.266	0.4502	0.3344
_ENSG00000229739	0.9114	0.6268	0.8846	0.4688
MIR181A1HG	0.8406	0.5474	0.829	0.5602
ACBD6	0.8816	0.9578	0.904	0.8938
_ENSG00000231767	0.3286	0.2682	0.3386	0.2302
IPO9-AS1	0.6256	0.63	0.577	0.546
NUP133	0.537	0.6648	0.501	0.7142
NUCKS1	0.4964	0.5396	0.4032	0.48
PLXNA2	0.8826	0.9984	0.8318	0.9676
KCNK2	0.4064	0.1786	0.4626	0.2042
GPATCH2	0.3972	0.202	0.368	0.2192
MARK1	0.3448	0.2352	0.349	0.2452
CD46	0.8046	0.7604	0.782	0.7474
RCOR3	0.2386	0.1922	0.1774	0.1578
NSL1	0.3726	0.5208	0.3416	0.5782
RAB3GAP2	0.5904	0.5568	0.5512	0.5204
LPGAT1	0.624	0.573	0.5948	0.56
EPRS1	0.8486	0.813	0.8412	0.725
KCTD3	0.9788	0.963	0.9728	0.9578
RPS6KC1	0.5764	0.6912	0.5544	0.7188
SYT14	0.9054	0.694	0.9406	0.7208
KCNH1	0.8268	0.7444	0.7328	0.68
SRP9	0.7844	0.8582	0.7454	0.8508
FBXO28	0.6772	0.7672	0.658	0.8102
ARF1	0.3612	0.3908	0.2182	0.303
GUK1	0.6232	0.7914	0.4586	0.7466
CDC42BPA	0.989	0.8902	0.9926	0.886
CNIH3	0.8192	0.8762	0.7194	0.8798
MIA3	0.6212	0.143	0.7134	0.1972
ENAH	0.5322	0.3198	0.5984	0.3688
CCSAP	0.508	0.757	0.4016	0.7214
WDR26	0.6994	0.8778	0.6038	0.9062
ESRRG	0.962	0.6682	0.9568	0.6738
MIR29B2CHG	0.3132	0.3226	0.141	0.1532
SRGAP2	0.2094	0.1888	0.1152	0.1182
SH3YL1	0.4492	0.397	0.4468	0.3938
ARID4B	0.6416	0.7464	0.6704	0.782
SDCCAG8_ENSG00000054282	0.195	0.1944	0.123	0.1394
TARBP1	0.2708	0.2374	0.1578	0.1682
ERO1B	0.5428	0.5138	0.422	0.466
MTR	0.8232	0.5592	0.8058	0.5054
SIPA1L2	0.9758	0.9336	0.936	0.818
AKT3_ENSG00000117020	0.861	0.7986	0.9152	0.7972
TRIM67	0.5118	0.438	0.5338	0.463
CHRM3	0.235	0.1602	0.2468	0.2002
PCNX2	0.9674	0.8356	0.969	0.8526
KCNK1	0.5144	0.5516	0.4346	0.4154
EGLN1	0.9672	0.805	0.8668	0.7072
GALNT2	0.3518	0.2124	0.3746	0.2404
TTC13	0.9068	0.6594	0.8948	0.6506
LYST	0.4558	0.6302	0.3858	0.6548
CEP170_ENSG00000143702	0.8402	0.5812	0.853	0.5434
AHCTF1	0.6772	0.8332	0.6722	0.8838
FMN2	0.388	0.5592	0.4052	0.5672
KIF26B_ENSG00000162849	0.966	0.9274	0.9566	0.9414
CNST	0.3232	0.4026	0.1794	0.3088
GNG4	0.9052	0.9622	0.8972	0.9892
TRAPPC12_ENSG00000171853	0.1132	0.0529	0.0623	0.0246
RPS7	0.3594	0.316	0.299	0.307
TOMM20	0.4048	0.4412	0.271	0.3326
PGBD5	0.3086	0.206	0.263	0.1638
PLD5	0.1632	0.2164	0.0861	0.1396
RGS7	0.3734	0.733	0.31	0.6366
SLC35F3	0.7114	0.6604	0.7798	0.7186
SMYD3	0.7458	0.231	0.6924	0.1854
MYT1L	0.9092	0.942	0.7294	0.9946
OR2L13	0.4216	0.4312	0.395	0.418
ZNF124	0.6116	0.6512	0.6174	0.6544
RYR2	0.2648	0.164	0.3044	0.231
EFCAB2	0.8834	0.5614	0.8664	0.5058
CHRM3-AS2	0.816	0.9232	0.7598	0.8444
LINC01250	0.664	0.6794	0.5602	0.579
SPAST	0.6774	0.6632	0.6858	0.5886
PUM2	0.888	0.7998	0.8148	0.7202
DDX1	0.7472	0.7098	0.8444	0.7304
NCOA1	0.9022	0.8742	0.8812	0.8624
EFR3B	0.485	0.589	0.4592	0.5816
KIF3C	0.5544	0.8356	0.4478	0.8284
RAB10	0.4426	0.9168	0.3218	0.8762
MAPRE3	0.424	0.5228	0.243	0.3612
CLIP4	0.636	0.4792	0.613	0.4654
BIRC6	0.4086	0.7666	0.4614	0.8304
NOL10	0.4898	0.3954	0.473	0.3946
LDAH	0.4816	0.4456	0.153	0.175
ITGB1BP1	0.767	0.9912	0.8024	0.9292
KLHL29	0.561	0.6672	0.5688	0.6724
DNMT3A	0.2738	0.2932	0.224	0.258
ATAD2B	0.4466	0.7518	0.439	0.7992
YIPF4	0.6226	0.7856	0.6496	0.8298
YWHAQ	0.6106	0.771	0.4904	0.7256
KIDINS220	0.8036	0.9734	0.778	0.9492
ROCK2	0.7612	0.7742	0.6772	0.688
LPIN1	0.782	0.8252	0.6202	0.6964
IFT172	0.4176	0.2762	0.2404	0.1766
SELENOI	0.4178	0.3968	0.256	0.2344
ADCY3	0.8924	0.9308	0.9316	0.9778
DTNB	0.619	0.8082	0.488	0.8158
MBOAT2	0.4878	0.141	0.4728	0.1358
ASXL2	0.4224	0.31	0.4376	0.3082
RNF144A	0.5762	0.9322	0.575	0.9402
ADAM17	0.51	0.5446	0.4338	0.5156
NBAS	0.982	0.9802	0.9798	0.988
DPYSL5	0.4528	0.843	0.4252	0.8536
BABAM2	0.7198	0.9508	0.6774	0.9456
GALNT14	0.8146	0.837	0.8974	0.7588
DPY30	0.4024	0.3752	0.381	0.3018
LRATD1	0.3386	0.3188	0.2286	0.2274
SMC6	0.262	0.2606	0.285	0.2976
VSNL1	0.601	0.9682	0.5446	0.9866
ALK	0.671	0.5464	0.5858	0.4878
LCLAT1	0.9632	0.4712	0.8716	0.3894
UBXN2A	0.3688	0.4048	0.238	0.238
GREB1	0.948	0.9054	0.9306	0.8426
FAM49A	0.5292	0.5178	0.4672	0.4754
ITSN2	0.137	0.0802000000000001	0.131	0.0773
LINC00486	0.7004	0.6662	0.6894	0.6088
SILC1	0.0983000000000001	0.1538	0.0395	0.1068
MRPL33	0.6032	0.5472	0.6262	0.5394
BIRC6-AS2	0.7138	0.688	0.6576	0.6062
HEATR5B	0.5012	0.5448	0.455	0.52
MAP4K3	0.7772	0.7812	0.7658	0.73
MDH1	0.7444	0.7984	0.8188	0.8742
EIF2AK2	0.4174	0.1926	0.3158	0.162
MTA3	0.6996	0.9368	0.6292	0.8834
PSME4	0.627	0.8142	0.6256	0.8038
ERLEC1	0.4216	0.6298	0.33	0.6454
XPO1	0.0124	0.0217000000000001	0.0083	0.047
MSH2	0.1574	0.3384	0.1166	0.3002
SPTBN1	0.7998	0.9688	0.7632	0.9472
RTN4	0.725	0.7352	0.7002	0.6996
CCDC88A	0.9804	0.9606	0.9746	0.972
FANCL	0.93	0.9586	0.9144	0.9504
USP34	0.4884	0.6646	0.544	0.7686
CCT4	0.5988	0.7008	0.6674	0.7702
EHBP1	0.846	0.556	0.9086	0.5902
STRN	0.2658	0.382	0.2316	0.3756
SRSF7	0.4054	0.3764	0.32	0.2644
SOS1	0.6622	0.697	0.4322	0.565
COX7A2L	0.7644	0.9248	0.6794	0.899
THADA	0.3424	0.4144	0.1998	0.2938
ATL2	0.7508	0.1616	0.7284	0.1326
AFTPH	0.9702	0.9306	0.9644	0.8732
BCL11A	0.4034	0.2138	0.4092	0.2206
PPM1B	0.6002	0.5868	0.4554	0.4434
PNPT1	0.3484	0.3578	0.2308	0.2754
DYNC2LI1	0.7494	0.5974	0.7484	0.495
THUMPD2	0.7574	0.771	0.5738	0.6076
RAB1A	0.6128	0.4642	0.6882	0.5176
ACTR2	0.5024	0.845	0.3012	0.8008
PREPL	0.473	0.7848	0.419	0.7926
FBXO11	0.2464	0.3246	0.2064	0.1504
LRPPRC	0.6904	0.818	0.4646	0.6074
HNRNPLL	0.5774	0.554	0.5392	0.4814
CAMKMT	0.5556	0.5618	0.5712	0.5346
EML4	0.281	0.2854	0.2118	0.2384
RPS27A	0.2374	0.2448	0.2588	0.2352
WDPCP	0.8908	0.9236	0.8804	0.8686
VPS54	0.3638	0.5944	0.2712	0.662
TMEM178A	0.373	0.3672	0.2436	0.2674
PPP1R21	0.2206	0.1596	0.3012	0.224
KIAA1841	0.6496	0.6628	0.68	0.7242
CFAP36	0.7548	0.6884	0.7528	0.6556
DHX57	0.869	0.6934	0.8332	0.643
UGP2	0.9922	0.9878	0.9584	0.9228
ACYP2	0.4904	0.5182	0.5022	0.6288
FEZ2	0.994	0.9952	0.998	0.9828
PRKCE	0.6682	0.8708	0.7416	0.9268
SOCS5	0.6046	0.5278	0.5356	0.4254
COMMD1	0.3532	0.5118	0.1478	0.3008
NRXN1	0.9978	0.9426	0.969	0.9714
SLC8A1	0.8586	0.9056	0.9358	0.9722
EML6	0.3958	0.5376	0.323	0.4712
SLC8A1-AS1	0.8704	0.8848	0.8534	0.8606
MAP4K3-DT	0.6816	0.6072	0.5066	0.4336
LINC01122	0.7696	0.9206	0.7778	0.9556
BCYRN1	0.813	0.947	0.8126	0.9458
PPP4R3B	0.6288	0.5998	0.555	0.5064
GCFC2	0.331	0.3656	0.2144	0.2344
TMSB10	0.9914	0.8092	0.9584	0.849
MXD1	0.9286	0.918	0.9962	0.995
CTNNA2	0.9324	0.8744	0.893	0.7938
REEP1	0.3534	0.405	0.3528	0.4086
ZNF638	0.207	0.2634	0.266	0.354
ADD2	0.3008	0.197	0.2208	0.1484
GMCL1	0.5552	0.6626	0.4956	0.6184
MRPL19	0.3922	0.7024	0.341	0.6748
ST3GAL5	0.7184	0.7442	0.5922	0.6148
AAK1	0.7336	0.888	0.6802	0.8224
ALMS1	0.2954	0.3978	0.254	0.3766
PTCD3	0.4314	0.395	0.2802	0.254
IMMT	0.9542	0.6432	0.9304	0.6962
EXOC6B	0.921	0.9162	0.9802	0.9594
SFXN5	0.6814	0.4976	0.6858	0.4784
TGOLN2	0.6764	0.9426	0.616	0.923
USP39	0.2358	0.1594	0.1308	0.0916
MAT2A	0.615	0.5562	0.5384	0.4636
ANTXR1	0.7602	0.773	0.7082	0.8076
LRRTM4	0.9722	0.9102	0.9874	0.9164
KCMF1	0.7174	0.8486	0.7198	0.871
PCBP1-AS1	0.3164	0.3704	0.1428	0.2078
TET3	0.6822	0.88	0.6362	0.8948
SPRED2	0.9858	0.8686	0.9888	0.856
GFPT1	0.4138	0.2056	0.3936	0.2102
_ENSG00000204929	0.7954	0.5952	0.7294	0.4994
_ENSG00000224731	0.9586	0.9956	0.9678	0.9958
INPP4A	0.6126	0.8356	0.545	0.801
MAP4K4	0.253	0.1584	0.2684	0.1774
MGAT4A	0.8068	0.9104	0.6558	0.7904
RPL31	0.2838	0.2356	0.2306	0.2008
TMEM131	0.928	0.907	0.9352	0.9042
SLC9A2	0.956	0.8334	0.9688	0.829
COX5B	0.557	0.5642	0.4732	0.505
REV1	0.221	0.3524	0.265	0.4128
TSGA10	0.5952	0.784	0.6218	0.7942
GCC2	0.863	0.5704	0.8836	0.4748
MRPS9	0.5904	0.7538	0.508	0.7392
ANKRD36	0.532	0.5482	0.6094	0.6474
LSP1P4	0.9502	0.8036	0.9562	0.7308
MRPS5	0.4892	0.4454	0.5032	0.4386
ZC3H8	0.5674	0.548	0.4254	0.393
AFF3	0.703	0.8336	0.5686	0.7368
RANBP2	0.8668	0.7136	0.8138	0.6128
EIF5B	0.2136	0.156	0.252	0.2272
CCDC138	0.9832	0.8754	0.9602	0.8268
RNF149	0.559	0.6334	0.5406	0.652
LONRF2	0.3852	0.5068	0.3082	0.4834
MIR4435-2HG	0.7526	0.6416	0.6732	0.5672
SH3RF3	0.258	0.3176	0.1886	0.256
ANKRD36C	0.5992	0.5464	0.6786	0.6912
CREG2	0.357	0.708	0.2836	0.6786
ZC3H6	0.9326	0.9478	0.8618	0.9152
KIAA1211L	0.746	0.514	0.6742	0.4704
ANKRD36B	0.901	0.9384	0.8152	0.8036
TBC1D8	0.7526	0.9574	0.6998	0.9422
_ENSG00000230606	0.7302	0.724	0.7704	0.8134
PANTR1	0.854	0.6408	0.9176	0.7152
LINC01102	0.489	0.6258	0.55	0.6668
_ENSG00000241962	0.856	0.8862	0.7804	0.8632
_ENSG00000278766	0.7988	0.8986	0.8356	0.9554
R3HDM1	0.9698	0.8982	0.9406	0.924
CLASP1	0.9136	0.835	0.8656	0.793
CCNT2	0.0431	0.03	0.0523	0.0166
PTPN4	0.7542	0.8352	0.7382	0.8748
