gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
GATAD2B_ENSG00000143614	0.9322	0.98	0.8784	0.9432
RPRD2	0.846	0.974	0.7962	0.9694
LINC01138	0.89	0.9982	0.7888	0.9954
ATP1A2	0.00390000000000001	0.00129999999999997	2e-04	2e-04
PRRX1	0.9436	0.9464	0.9226	0.918
TNR	0.6112	0.5994	0.4716	0.496
ATP1B1	0.4398	0.448	0.2344	0.2218
POU2F1	0.1002	0.0580000000000001	0.0788	0.0441
ILDR2	0.9396	0.8998	0.9294	0.8778
COP1	0.37	0.5186	0.3472	0.4418
RABGAP1L	0.9306	0.803	0.9068	0.7808
PBX1	0.0326	0.0457	0.0227	0.0327
DNM3	0.8382	0.948	0.8348	0.9428
MPZL1	0.4684	0.5784	0.2018	0.3316
ATP2B4	0.5064	0.512	0.2776	0.3366
RASAL2	0.4392	0.8084	0.2474	0.7336
PPP1R12B	0.0246	0.0326	0.042	0.0425
RALGPS2	0.316	0.3358	0.2276	0.2668
C1orf21	0.9596	0.9532	0.961	0.9474
CAMSAP2	0.6502	0.7302	0.6236	0.7234
NAV1	0.2624	0.1924	0.0855	0.0607
CRB1	0.4068	0.2832	0.3124	0.2368
CEP350	0.2092	0.648	0.1522	0.5932
NEK7	0.3262	0.3246	0.3626	0.3388
ASTN1	0.4064	0.3998	0.4008	0.3968
NMNAT2	0.3934	0.508	0.4154	0.5352
BRINP3	0.3264	0.4822	0.3334	0.4686
KCNT2	0.8706	0.5994	0.8572	0.5788
GPR37L1	0.8196	0.9244	0.818	0.9296
MDM4	0.0295	0.011	0.0076	0.0032
COLGALT2	0.4126	0.3716	0.3072	0.2434
MIR181A1HG	0.6718	0.5968	0.6266	0.54
ACBD6	0.7934	0.5638	0.7604	0.4554
IPO9-AS1	0.0852000000000001	0.1446	0.0071	0.0076
NUCKS1	0.4126	0.4052	0.1372	0.0888
MARK1	0.6948	0.903	0.6726	0.8988
RPS6KC1	0.3366	0.2136	0.0527	0.0245
SYT14	0.3062	0.2362	0.3102	0.241
SUSD4	0.9682	0.8922	0.964	0.862
CDC42BPA	0.506	0.4102	0.4098	0.3264
ENAH	0.9292	0.952	0.9334	0.943
ESRRG	0.7008	0.487	0.682	0.491
ARID4B	0.9936	0.913	0.9918	0.8996
SDCCAG8_ENSG00000054282	0.8666	0.5988	0.7576	0.3636
AKT3_ENSG00000117020	0.9406	0.8188	0.9362	0.7798
PCNX2	0.9804	0.9728	0.9712	0.9698
CEP170_ENSG00000143702	0.0984	0.104	0.0166	0.0195
FMN2	0.0514	0.0845	0.01	0.0299
KIF26B_ENSG00000162849	0.5356	0.4392	0.3412	0.2518
DISC1	0.9316	0.8014	0.8788	0.693
PLD5	0.7854	0.5498	0.6676	0.4496
RGS7	0.627	0.5526	0.6104	0.5116
SLC35F3	0.6368	0.651	0.6256	0.6556
MYT1L	0.5498	0.6222	0.4216	0.5106
PUM2	0.1918	0.114	0.0166	0.0147
NCOA1	0.928	0.815	0.9252	0.8118
RAB10	0.4384	0.7666	0.2838	0.7074
CLIP4	0.417	0.5784	0.4204	0.5656
BIRC6	0.5682	0.7536	0.58	0.7608
ATAD2B	0.6598	0.5104	0.62	0.4768
KIDINS220	0.108	0.3018	0.0411	0.1812
ROCK2	0.3382	0.3296	0.0873	0.136
DTNB	0.472	0.413	0.1806	0.0918
MBOAT2	0.42	0.2708	0.4618	0.3036
RNF144A	0.9148	0.6368	0.8828	0.5026
NBAS	0.3016	0.5014	0.2382	0.4196
BABAM2	0.7024	0.8214	0.5104	0.6708
ALK	0.6784	0.9946	0.5978	0.9924
ITSN2	0.359	0.416	0.1006	0.1298
MIR3681HG	0.5712	0.6744	0.4566	0.5816
LINC00486	0.8408	0.7126	0.7896	0.6386
MAP4K3	0.4728	0.5444	0.3978	0.4862
MTA3	0.522	0.862	0.3396	0.8352
XPO1	0.1374	0.2156	0.0566	0.1003
SPTBN1	0.2326	0.239	0.0649	0.0881
RTN4	0.4702	0.5148	0.312	0.3632
CCDC88A	0.111	0.1084	0.1198	0.1174
USP34	0.681	0.643	0.6244	0.583
EHBP1	0.9716	0.8424	0.9724	0.8562
SOS1	0.5848	0.7198	0.3042	0.4988
PPM1B	0.5962	0.6026	0.6098	0.5918
PREPL	0.4752	0.431	0.256	0.1842
FBXO11	0.3854	0.3234	0.2048	0.2162
CAMKMT	0.865	0.7246	0.8312	0.6832
WDPCP	0.8402	0.953	0.6736	0.8722
VPS54	0.5226	0.6572	0.2054	0.37
PLEKHH2	0.2234	0.3152	0.0741	0.1292
ACYP2	0.2594	0.625	0.2168	0.5644
FOXN2	0.2986	0.2096	0.2678	0.1876
PRKCE	0.7578	0.9392	0.6828	0.9134
COMMD1	0.517	0.51	0.206	0.2022
NRXN1	0.2272	0.2464	0.1734	0.1872
SLC8A1	0.243	0.2646	0.1072	0.1358
EML6	0.9682	0.929	0.9516	0.9152
_ENSG00000226994	0.3578	0.2362	0.3872	0.2654
TMSB10	0.8346	0.8826	0.8442	0.8858
CTNNA2	0.1072	0.1368	0.0982	0.1168
ZNF638	0.6028	0.452	0.542	0.3454
ST3GAL5	0.5622	0.7804	0.3956	0.7136
AAK1	0.4716	0.672	0.5286	0.6842
EXOC6B	0.0784	0.091	0.085	0.0952
USP39	0.5948	0.4558	0.369	0.2956
ANTXR1	0.682	0.8674	0.5942	0.8274
LRRTM4	0.6616	0.8892	0.637	0.8814
PCBP1-AS1	0.512	0.5566	0.1618	0.1686
SPRED2	0.8316	0.788	0.8168	0.7282
MAP4K4	0.2664	0.1578	0.1592	0.0655
ANKRD36	0.3274	0.302	0.297	0.2808
AFF3	0.487	0.4026	0.4638	0.3758
ANKRD36C	0.5928	0.7882	0.5788	0.774
PANTR1	0.1598	0.172	0.1562	0.1538
LINC01965	0.91	0.9392	0.9074	0.9348
R3HDM1	0.9232	0.9124	0.8976	0.906
CLASP1	0.7604	0.4412	0.7186	0.3556
PTPN4	0.7506	0.6772	0.7102	0.6396
EPB41L5	0.3302	0.2872	0.1454	0.131
GTDC1	0.187	0.1962	0.1166	0.1138
ARHGEF4	0.9738	0.9116	0.971	0.8894
GPR17	0.3516	0.2266	0.2838	0.1578
MGAT5	0.2244	0.2592	0.1094	0.1168
TMEM163	0.9498	0.9426	0.93	0.921
CNTNAP5	0.7612	0.8964	0.7522	0.9072
ANKRD30BL	0.4136	0.3798	0.181	0.1904
LRP1B	0.5378	0.598	0.5258	0.5862
ZEB2	0.0228	0.0186	0.0238	0.0188
DPP10	0.5026	0.6422	0.3138	0.5292
NCKAP5	0.392	0.2182	0.3378	0.1866
OSBPL6	0.1064	0.0798	0.0342	0.0242
RAPGEF4	0.4868	0.4718	0.4936	0.4908
GPD2	0.138	0.288	0.1532	0.2886
TANC1	0.0788	0.2004	0.0176	0.0694
SLC25A12	0.25	0.3872	0.1306	0.2874
WIPF1	0.8384	0.6058	0.708	0.3832
BAZ2B	0.0668	0.0443	0.0701	0.049
CHN1	0.5008	0.4762	0.3238	0.2582
GAD1	0.647	0.695	0.5152	0.6204
EPC2	0.3902	0.579	0.4064	0.5884
SCN2A	0.3914	0.303	0.1824	0.123
OLA1	0.9042	0.6912	0.8016	0.5438
GALNT13	0.4448	0.556	0.4382	0.5342
PKP4	0.5064	0.3552	0.479	0.334
SCN1A	0.4172	0.4052	0.3846	0.3494
SLC4A10	0.6306	0.6178	0.4488	0.4162
UBR3	0.8496	0.6318	0.7994	0.534
SCN3A	0.9328	0.7804	0.9398	0.759
FMNL2	0.0532	0.0324	0.0682	0.0437
GPR155	0.3194	0.3164	0.246	0.2294
KIF5C_ENSG00000168280	0.7408	0.7704	0.6482	0.663
UBE2E3	0.3042	0.341	0.1434	0.1962
CERS6	0.378	0.3106	0.1208	0.109
CSRNP3	0.3554	0.4324	0.2022	0.2798
FIGN	0.2166	0.3184	0.2114	0.2868
CACNB4	0.7096	0.977	0.6998	0.955
STK39	0.9404	0.88	0.9348	0.863
MBD5	0.727	0.9222	0.6312	0.9038
NCKAP1	0.329	0.2626	0.061	0.0271
CALCRL	0.821	0.6168	0.785	0.5224
ANKRD44	0.6006	0.39	0.3574	0.18
MAP2	0.628	0.7824	0.4814	0.7034
INO80D	0.794	0.6924	0.7104	0.5882
ADAM23	0.7422	0.9158	0.598	0.8866
GLS	0.4134	0.3362	0.125	0.0635
PLCL1	0.129	0.1058	0.0545	0.0435
HECW2	0.2996	0.2748	0.1246	0.1276
ABI2	0.3652	0.3146	0.1384	0.1314
ITGAV	0.6976	0.6156	0.7266	0.6492
TMEFF2	0.3734	0.3046	0.1626	0.1272
UNC80	0.7092	0.484	0.6512	0.4306
NBEAL1	0.3868	0.3302	0.1768	0.1318
KANSL1L	0.8992	0.7024	0.8248	0.4828
SPAG16	0.5108	0.7318	0.4916	0.7146
RFTN2	0.3206	0.2062	0.1508	0.0881
ICA1L	0.2902	0.3784	0.109	0.2588
ZNF804A	0.406	0.4552	0.3582	0.3672
RAPH1	0.1034	0.1076	0.0046	0.0047
ERBB4	0.0864	0.152	0.0686	0.1136
PGAP1	0.8124	0.9878	0.8022	0.9872
HIBCH	0.594	0.3824	0.4404	0.1698
BMPR2	0.1562	0.0686	0.1052	0.0567
CUL3	0.6818	0.7018	0.5822	0.6452
HDAC4	0.1766	0.1578	0.021	0.023
XRCC5	0.5414	0.7236	0.5092	0.6882
ACSL3	0.4572	0.4718	0.136	0.152
LRRFIP1	0.0841	0.0559	0.0164	0.0119
DOCK10	0.079	0.038	0.0338	0.019
ITM2C	0.6258	0.3836	0.5234	0.294
SERPINE2	0.2252	0.1818	0.0268	0.0223
PID1	0.9998	0.9274	1	0.9196
TRIP12	0.1722	0.506	0.176	0.5504
AGAP1	0.488	0.592	0.279	0.4674
MFF	0.376	0.1826	0.3044	0.1238
AGFG1	0.5248	0.2538	0.534	0.2594
PTMA	0.442	0.3774	0.2964	0.2308
DNER	0.358	0.4848	0.3562	0.484
GIGYF2	0.7866	0.9596	0.7066	0.946
FARP2	0.1286	0.1244	0.0603	0.0661
KAT2B	0.5646	0.287	0.4484	0.1666
TBC1D5	0.1426	0.1158	0.1384	0.0851
CHL1	0.5124	0.7856	0.4142	0.7428
SUMF1	0.4182	0.568	0.0922	0.1922
VGLL4	0.9112	0.707	0.871	0.647
CNTN4	0.874	0.7804	0.8806	0.783
RBMS3	0.2942	0.3548	0.2888	0.3678
THRB	0.4836	0.701	0.4184	0.6686
ZNF385D	0.3796	0.5768	0.2502	0.4646
PLCL2	0.2364	0.349	0.2162	0.2634
SLC6A1	0.2674	0.2686	0.1722	0.1994
SYN2	0.5558	0.5506	0.3724	0.319
SETD5	0.6148	0.897	0.5548	0.882
SEPTIN2	0.4034	0.5256	0.1246	0.2828
LRRN1	0.6952	0.5914	0.6502	0.5484
UBE2E2	0.2732	0.2018	0.22	0.1162
KCNH8	0.3268	0.1636	0.3032	0.1428
SRGAP3	0.8718	0.9652	0.8462	0.957
GRM7	0.4282	0.6908	0.4006	0.6558
ATG7	0.8568	0.8814	0.7136	0.7756
ANKRD28	0.2516	0.2908	0.0887	0.122
LMCD1-AS1	0.8268	0.7136	0.7682	0.5954
SATB1-AS1	0.6796	0.9878	0.6712	0.9832
SLC6A1-AS1	0.2692	0.43	0.0439	0.2624
RBM5	0.1128	0.1402	0.1068	0.1308
RBM6	0.9508	0.9504	0.9274	0.9276
MAP4	0.8576	0.9324	0.7546	0.8208
LRRFIP2	0.4328	0.718	0.3298	0.5838
CSPG5	0.8858	0.7684	0.8694	0.7312
NKTR	0.683	0.759	0.5018	0.643
GOLGA4	0.4372	0.4518	0.3196	0.3454
CLASP2	0.7098	0.9316	0.6416	0.9076
MYRIP	0.00880000000000003	0.00419999999999998	0.0083	0.0046
ARPP21	0.4418	0.4402	0.194	0.2608
SMARCC1	0.7972	0.6054	0.7396	0.527
SETD2	0.9894	0.852	0.9808	0.7642
TRAK1	0.7698	0.6612	0.5494	0.4356
DOCK3	0.973	0.8574	0.9738	0.8632
CNTN3	0.2934	0.3998	0.2668	0.3668
FRMD4B	0.555	0.4136	0.51	0.3586
FOXP1	0.3826	0.3388	0.283	0.251
PTPRG	0.8314	0.8352	0.7936	0.795
MAGI1	0.7302	0.4724	0.723	0.4612
CACNA1D	0.2366	0.1544	0.0979	0.0613
CACNA2D3	0.6976	0.9552	0.6286	0.9442
CADPS	0.7896	0.8794	0.7468	0.8678
SLMAP	0.5424	0.586	0.2806	0.3922
PBRM1	0.8662	0.706	0.789	0.5258
ARHGEF3	0.111	0.1428	0.0525	0.0537
ROBO1	0.314	0.3162	0.1676	0.175
CADM2	0.1904	0.2336	0.114	0.147
TAFA1	0.1566	0.3314	0.0913	0.243
ROBO2	0.4836	0.5718	0.248	0.3298
MITF	0.2994	0.2702	0.325	0.2958
ERC2	0.8686	0.837	0.854	0.814
FHIT	0.4816	0.2634	0.3796	0.1232
ARHGAP31	0.1978	0.1134	0.0786	0.0291
ST3GAL6	0.1302	0.124	0.0453	0.0546
GSK3B	0.9796	0.9988	0.9776	0.9994
BBX	0.0862000000000001	0.094	0.0931	0.0821
SENP7	0.4978	0.8738	0.3874	0.8474
STXBP5L	0.4142	0.31	0.3268	0.2584
KALRN	0.39	0.6704	0.299	0.5978
ZNF148	0.0756	0.3422	0.0172	0.1806
ALCAM	0.2622	0.3842	0.2524	0.3416
NECTIN3	0.297	0.38	0.1526	0.2572
ZBTB20	0.1706	0.1788	0.162	0.1532
CMSS1	0.5278	0.3468	0.5456	0.3592
LSAMP	0.234	0.347	0.2316	0.3304
_ENSG00000239268	0.4358	0.6164	0.4314	0.6018
LSAMP-AS1	0.1602	0.2326	0.0091	0.0125
ATP2C1	0.1496	0.0995	0.0275	0.0203
RAB7A	0.2762	0.401	0.317	0.4516
RNF13	0.0489000000000001	0.0470000000000001	0.0619	0.0575
ARMC8	0.4892	0.8604	0.3376	0.828
XRN1	0.4652	0.3974	0.323	0.3002
STAG1	0.6692	0.7748	0.4026	0.5314
TMEM108	0.4348	0.151	0.4376	0.1248
MED12L	0.0748	0.1354	0.079	0.1416
TRPC1	0.8072	0.8078	0.7796	0.815
MBNL1	0.0316	0.0331	0.0156	0.0207
EPHB1	0.3782	0.2396	0.1984	0.0904
CLSTN2	0.536	0.4464	0.408	0.3056
U2SURP	0.9386	0.595	0.918	0.4884
TMCC1	0.7588	0.6378	0.6976	0.5204
SLC9A9	0.6126	0.5546	0.3226	0.2758
SEC62	0.886	0.7628	0.8672	0.7464
MCF2L2	0.8746	0.8708	0.7468	0.7504
DGKG	0.6816	0.7708	0.5828	0.6714
MAP3K13	0.33	0.355	0.1952	0.2364
FNDC3B	0.6034	0.7734	0.5096	0.7372
BCHE	0.898	0.7888	0.8954	0.7718
PEX5L	0.4142	0.3082	0.2354	0.1698
KLHL24	0.126	0.3118	0.1144	0.2988
PIK3CA	0.282	0.4948	0.2954	0.5334
TNIK	0.0434	0.0525	0.0666	0.0754
PPM1L	0.6002	0.5344	0.4642	0.4496
TTC14	0.3856	0.634	0.3492	0.6564
KCNAB1	0.6442	0.6462	0.6102	0.5814
NLGN1	0.425	0.5178	0.3918	0.4628
PHC3	0.6454	0.2514	0.4686	0.1484
GOLIM4	0.1574	0.1608	0.1882	0.19
TBL1XR1	0.2438	0.1596	0.0579	0.0431
NAALADL2	0.3188	0.2046	0.2796	0.1698
C3orf70	0.3318	0.3982	0.2792	0.3498
EGFEM1P	0.82	0.839	0.817	0.8278
KCNMB2-AS1	0.198	0.2634	0.0392	0.0591
SOX2-OT	0.6134	0.7776	0.5398	0.6934
LINC01322	0.9068	0.9892	0.9016	0.9874
ETV5	0.7764	0.6242	0.7302	0.5726
TNK2	0.5158	0.583	0.2974	0.435
ST6GAL1	0.8448	0.6738	0.784	0.5886
DLG1	0.9886	0.8004	0.9864	0.8072
FGF12	0.7142	0.8708	0.642	0.8324
ACAP2	0.1566	0.197	0.1424	0.1816
ATP13A4	0.139	0.1036	0.1662	0.1328
LPP	0.9748	0.736	0.9724	0.7036
CCDC50	0.6856	0.8236	0.7	0.8156
LRCH3	0.539	0.5716	0.2736	0.3302
APOD	0.2188	0.2338	0.1314	0.0682
IL1RAP	0.4732	0.4568	0.497	0.4822
AFAP1	0.3166	0.3678	0.1198	0.1784
ARAP2	0.0516	0.0366	0.0126	0.015
FRYL	0.0515	0.0469000000000001	0.0435	0.0408
UBE2K	0.2766	0.2236	0.0606	0.0299
SEL1L3	0.6304	0.5576	0.5532	0.4548
OCIAD1	0.8886	0.5968	0.868	0.556
TBC1D19	0.4568	0.5698	0.2734	0.4564
STIM2	0.0532	0.2038	0.0459	0.1984
PDS5A	0.7484	0.4014	0.611	0.2638
ATP8A1	0.1894	0.171	0.0331	0.0363
GABRB1	0.0698	0.0767	0.0073	0.0149
APBB2	0.922	0.6392	0.8898	0.4762
RBPJ	0.7456	0.8062	0.6548	0.7636
LDB2	0.5066	0.5542	0.396	0.4486
PCDH7	0.194	0.3664	0.16	0.3254
LCORL	0.8376	0.6312	0.798	0.5206
KCTD8	0.7496	0.6544	0.7354	0.5926
KCNIP4_ENSG00000185774	0.9092	0.8918	0.9034	0.8588
TAPT1-AS1	0.251	0.1564	0.1532	0.0848
RUFY3	0.427	0.7994	0.1904	0.6594
CRACD	0.7036	0.7818	0.5482	0.6722
ANKRD17	0.8484	0.6076	0.8244	0.5724
PDGFRA	0.6704	0.5674	0.6458	0.5382
RASGEF1B	0.827	0.6744	0.7714	0.5922
SCARB2	0.294	0.4972	0.1672	0.3418
FIP1L1	0.4874	0.8862	0.4344	0.8578
SCD5	0.4462	0.2524	0.4124	0.2086
ADGRL3	0.2168	0.3106	0.2004	0.2602
HNRNPDL	0.7228	0.4066	0.6292	0.2826
SCFD2	0.6046	0.9372	0.5446	0.9304
UBA6-AS1	0.8356	0.7464	0.7868	0.6846
UBE2D3	0.7668	0.7938	0.7274	0.8348
MAPK10	0.136	0.135	0.1154	0.1082
PKD2	0.634	0.9102	0.4106	0.8332
FAM13A	0.846	0.628	0.7764	0.4536
RAP1GDS1	0.214	0.1908	0.0771	0.0849
PPA2	0.7366	0.9576	0.6756	0.954
PAPSS1	0.3816	0.5552	0.1594	0.3578
PPP3CA	0.2734	0.1972	0.0572	0.0351
SNCA	0.628	0.5928	0.4672	0.4668
TBCK	0.2252	0.1366	0.2444	0.1642
CAMK2D	0.8612	0.7974	0.7888	0.721
ANK2	0.1444	0.1246	0.0221	0.0224
GRID2	0.4862	0.6064	0.4338	0.5406
SPARCL1	0.7526	0.9744	0.6998	0.967
PDLIM5	0.3178	0.1854	0.297	0.1808
WDFY3	0.4312	0.3902	0.4036	0.3654
TET2	0.676	0.9154	0.6604	0.8666
UGT8	0.2148	0.1906	0.1206	0.0905
UNC5C	0.2108	0.1028	0.1092	0.0386
CCSER1	0.4944	0.564	0.3532	0.4018
_ENSG00000245958	0.268	0.4266	0.2252	0.3874
ARHGAP10	0.2882	0.344	0.1032	0.1068
ELF2	0.7722	0.9774	0.6536	0.971
GAB1	0.217	0.0941	0.1844	0.0627
TRIM2	0.236	0.2352	0.0648	0.0893
FBXW7	0.481	0.4996	0.2506	0.2698
SH3D19	0.7584	0.472	0.6532	0.3556
GRIA2	0.4866	0.7724	0.3922	0.7094
KIAA1109	0.2988	0.276	0.0552	0.0781
PDGFC	0.3794	0.5756	0.3718	0.5532
SCLT1	0.9364	0.834	0.9306	0.835
ZNF827	0.9058	0.8108	0.8926	0.7806
NR3C2	0.2296	0.1618	0.1918	0.0962
RNF150	0.6716	0.6764	0.6156	0.6116
DCLK2	0.2172	0.1356	0.2466	0.147
LRBA	0.7518	0.876	0.7088	0.848
TLL1	0.9618	0.9996	0.9518	1
CPE	0.2996	0.2654	0.0406	0.0361
CLCN3	0.8112	0.6788	0.6124	0.481
RAPGEF2	0.3366	0.3736	0.174	0.2512
PALLD	0.4424	0.7824	0.3454	0.74
NEK1	0.6138	0.7982	0.334	0.5958
MARCHF1	0.4756	0.5912	0.4478	0.5682
CBR4	0.3442	0.3454	0.0481	0.0495
GPM6A	0.0917	0.1222	0.0148	0.0339
SORBS2	0.8716	0.9366	0.8694	0.9176
SCRG1	0.2182	0.3034	0.0492	0.0683
GALNTL6	0.3664	0.4008	0.1874	0.2058
SPOCK3	0.2766	0.2304	0.1406	0.0947
TRIO	0.2976	0.3428	0.1412	0.1912
CDH10	0.5066	0.5298	0.4392	0.4754
ZFR	0.4664	0.6016	0.218	0.4908
ADCY2	0.0382	0.099	0.0075	0.0511
SLC1A3	0.013	0.0164	4e-04	0.001
WDR70	0.9242	0.5936	0.8938	0.4534
SEMA5A	0.9786	0.616	0.977	0.6034
PDZD2	0.9232	0.8256	0.883	0.7004
MARCHF6	0.2882	0.2712	0.0542	0.0363
CDH18	0.8326	0.6422	0.7958	0.5774
MYO10	0.837	0.8822	0.6056	0.7226
ANKH	0.4612	0.2968	0.5084	0.3332
NIPBL	0.6288	0.3418	0.507	0.222
CTNND2	0.2314	0.1776	0.2346	0.1718
BASP1	0.661	0.737	0.5318	0.627
FBXL7	0.1352	0.123	0.1704	0.162
GUSBP1	0.6622	0.9418	0.5516	0.9368
CPLANE1	0.3186	0.7072	0.1962	0.6514
_ENSG00000215158	0.3918	0.593	0.1998	0.4116
C1QTNF3-AMACR	0.7616	0.5114	0.7242	0.419
ADAMTS6	0.5428	0.7844	0.5096	0.798
GPBP1	0.5866	0.6998	0.5526	0.6748
KIF2A	0.5528	0.0655	0.4108	0.0266
MAST4	0.1264	0.152	0.0428	0.0866
MAP3K1	0.79	0.8644	0.803	0.8592
ERBIN	0.0609	0.045	0.0505	0.0415
GHR	0.1668	0.1216	0.1534	0.1038
PDE4D	0.9648	0.8508	0.9524	0.8244
ZSWIM6	0.6306	0.6872	0.6432	0.6918
MAP1B	0.7354	0.712	0.6238	0.5818
PIK3R1	0.1336	0.1256	0.0338	0.0295
PARP8	0.5134	0.9296	0.4986	0.9208
RAB3C	0.44	0.4104	0.1838	0.159
CWC27	0.8402	0.7694	0.8064	0.731
RNF180	0.53	0.4484	0.5056	0.4292
RICTOR	0.8774	0.518	0.8676	0.4782
ZNF131	0.465	0.442	0.193	0.2662
C5orf64	0.1594	0.3156	0.181	0.3274
ARL15	0.4976	0.5512	0.3614	0.4332
VCAN	0.4166	0.4918	0.3738	0.4454
ZFYVE16	0.2524	0.2016	0.1958	0.1508
MEF2C	0.4302	0.705	0.3272	0.6476
PDE8B	0.4396	0.4494	0.2944	0.3106
ARSB	0.4914	0.4476	0.1678	0.1366
FAM172A	0.3026	0.686	0.3364	0.6912
SSBP2	0.0528	0.0304	0.0184	0.0116
RASA1	0.855	0.7168	0.8556	0.6788
PAM	0.5132	0.4658	0.4192	0.3844
FBXL17	0.198	0.2514	0.1432	0.1872
FER	0.293	0.3342	0.2846	0.2976
EDIL3	0.2882	0.3326	0.2478	0.2906
SERINC5	0.1716	0.153	0.0587	0.0404
CMYA5	0.7644	0.8806	0.6874	0.8466
TENT2	0.794	0.75	0.7918	0.743
MCTP1	0.4462	0.3412	0.3758	0.293
TTC37	0.2634	0.3822	0.0411	0.0808
NR2F1-AS1	0.1684	0.1942	0.0428	0.0799
LINC00461	0.2466	0.2022	0.2542	0.2034
TMEM161B-AS1	0.1964	0.267	0.1236	0.1686
MEF2C-AS1	0.0239	0.0456	0.0273	0.0487
FAM13B	0.3832	0.5208	0.1872	0.3156
CTNNA1	0.3418	0.3148	0.103	0.137
SEMA6A	0.7614	0.588	0.74	0.5608
SIL1	0.4982	0.5044	0.1824	0.1696
EPB41L4A	0.4772	0.8296	0.3886	0.793
KIF3A	0.6062	0.6154	0.3548	0.3268
APC	0.187	0.118	0.1636	0.0969
COMMD10	0.2278	0.167	0.156	0.1268
SPOCK1	0.8	0.8876	0.8042	0.8988
