gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
HNRNPR	0.755	0.6108	0.619	0.4774
AHDC1	0.6756	0.8148	0.675	0.897
UBR4	0.2546	0.2254	0.198	0.2254
HP1BP3	0.97	0.9346	0.9972	0.8762
ATP5IF1	0.416	0.4646	0.374	0.4324
EPHB2	0.9558	0.8354	0.93	0.7908
SRRM1	0.0922	0.0998	0.0961	0.1072
RPL11	0.2626	0.2754	0.1752	0.1998
EYA3	0.335	0.5282	0.2102	0.4856
NBL1	0.2246	0.1598	0.1204	0.0896
PINK1	0.5638	0.8228	0.5484	0.8348
ATP13A2	0.2462	0.2706	0.1474	0.1714
CAMK2N1	0.5392	0.614	0.4864	0.6116
LUZP1	0.6636	0.5924	0.689	0.5986
TRNAU1AP	0.7104	0.9068	0.6804	0.9814
TMEM50A	0.7682	0.7068	0.7486	0.6394
SRSF10	0.5714	0.7776	0.518	0.7996
PHACTR4	0.3716	0.4428	0.292	0.4422
MACO1	0.8722	0.851	0.9066	0.7478
NBPF1	0.456	0.706	0.3314	0.6188
UQCRHL	0.2482	0.2576	0.2252	0.2284
SCMH1	0.648	0.7626	0.4842	0.8268
NCDN	0.5606	0.7454	0.5342	0.8066
KPNA6	0.532	0.6786	0.4042	0.7218
THRAP3	0.959	0.9706	0.9656	0.8508
NFYC	0.5416	0.5098	0.2906	0.2404
EIF2B3	0.8528	0.929	0.8566	0.8168
SMAP2	0.9772	0.4996	0.8178	0.2412
MAST2	0.9352	0.7064	0.8888	0.6142
DLGAP3	0.2848	0.389	0.3174	0.4256
SFPQ	0.751	0.6322	0.4384	0.3686
HPCAL4	0.5286	0.7456	0.464	0.7588
RLF	0.761	0.7792	0.7832	0.7548
ATP6V0B	0.136	0.1648	0.1344	0.168
ERI3	0.7614	0.9466	0.8176	0.9478
PRDX1	0.8478	0.7282	0.7794	0.649
ZCCHC17	0.7842	0.426	0.7102	0.3362
KHDRBS1	0.9412	0.8172	0.8308	0.6966
CSMD2	0.4504	0.4818	0.449	0.47
HPCA	0.3208	0.6696	0.249	0.672
AGO3	0.177	0.2002	0.1016	0.1496
ST3GAL3	0.9682	0.4402	0.9346	0.3046
HIVEP3	0.4736	0.5094	0.339	0.464
MACF1	0.0248	0.0397	0.018	0.0321
PPT1	0.5574	0.6352	0.5582	0.6336
NASP	0.0169	0.0843	0.0185	0.1154
PUM1	0.8604	0.927	0.9452	0.7862
YARS1	0.3152	0.259	0.1022	0.0929
PHC2	0.7658	0.4774	0.7026	0.46
AGO4	0.4776	0.5324	0.3824	0.498
KIAA0319L	0.4826	0.5934	0.4288	0.6146
RPS8	0.203	0.1868	0.1498	0.1326
PTPRF	0.8546	0.981	0.9736	0.9118
ZMYM4	0.7916	0.4128	0.791	0.335
GPBP1L1	0.0959	0.0591	0.0205	0.027
BSDC1	0.5976	0.6698	0.338	0.5738
ZSWIM5	0.1938	0.3396	0.0599	0.221
SYNC	0.4652	0.5382	0.2246	0.3192
RBBP4	0.486	0.6004	0.3004	0.5402
MEAF6	0.5116	0.9972	0.4226	0.953
NDUFS5	0.8908	0.8482	0.965	0.973
UQCRH	0.5128	0.6752	0.5856	0.8016
MARCKSL1	0.5976	0.8416	0.4998	0.8762
ZBTB8OS	0.5006	0.7048	0.288	0.73
CCDC30	0.3046	0.3994	0.116	0.3046
RNF220	0.4256	0.4938	0.3296	0.386
FOXJ3	0.6898	0.8054	0.7528	0.9392
INPP5B	0.5668	0.7544	0.4276	0.7378
_ENSG00000228436	0.4736	0.7008	0.3036	0.7326
LRRC7	0.6272	0.7512	0.6202	0.783
NRDC	0.7132	0.8576	0.7158	0.845
MKNK1	0.1248	0.0879	0.0106	0.0214
EPS15	0.4726	0.3204	0.295	0.1972
SCP2	0.8852	0.8314	0.9086	0.8742
TMEM59	0.8302	0.9076	0.8492	0.892
DOCK7	0.2592	0.1454	0.2198	0.1366
DNAJC6	0.5504	0.6174	0.4648	0.566
SRSF11	0.9858	0.8526	0.8884	0.6892
OSBPL9	0.198	0.257	0.135	0.2068
ANKRD13C	0.7208	0.6034	0.609	0.5046
SGIP1	0.5382	0.2792	0.4582	0.2382
ECHDC2	0.067	0.0989	0.0096	0.0146
RNF11	0.4834	0.6386	0.3492	0.5838
ATPAF1	0.3924	0.4474	0.335	0.3652
ATG4C	0.166	0.0727	0.1314	0.0567
SPATA6	0.00900000000000001	0.0155	0.0046	0.0072
ZRANB2	0.6852	0.857	0.7264	0.6992
PATJ	0.3606	0.6002	0.3046	0.6258
HOOK1	0.4332	0.3812	0.2816	0.259
BTF3L4	0.6692	0.8896	0.6092	0.8066
TUT4	0.125	0.0800999999999999	0.0361	0.0335
ITGB3BP	0.2392	0.3268	0.0747	0.1626
ZFYVE9	0.699	0.8094	0.7022	0.8798
LRP8	0.9226	0.9332	0.9136	0.817
SSBP3	0.7178	0.9242	0.7162	0.9762
ELAVL4	0.5794	0.7894	0.5038	0.7854
ZYG11B	0.3632	0.3958	0.2646	0.3466
USP24	0.69	0.5736	0.4978	0.38
PRKAA2	0.475	0.6556	0.3518	0.5414
JAK1	0.8194	0.8242	0.8876	0.894
RAVER2	0.7356	0.9206	0.6758	0.8856
NFIA	0.9574	0.5626	0.8254	0.4986
MYSM1	0.9494	0.7594	0.7846	0.5346
TM2D1	0.6328	0.8318	0.6014	0.8474
NEGR1	0.9156	0.8408	0.8066	0.7316
FGGY	0.4446	0.5354	0.2384	0.4142
DAB1	0.5308	0.6858	0.5924	0.7526
PDE4B	0.983	0.9488	0.9856	0.9058
FAF1	0.2366	0.443	0.2004	0.4046
AGBL4	0.604	0.5038	0.5558	0.4546
MIER1	0.879	0.873	0.9116	0.827
EFCAB7	0.561	0.7106	0.326	0.6336
_ENSG00000036549	0.4154	0.1684	0.4014	0.2002
COL11A1	0.5094	0.6896	0.4708	0.7028
PKN2	0.1554	0.1552	0.0775	0.1182
EVI5	0.0596	0.1444	0.0796	0.1582
USP33	0.9162	0.9088	0.7684	0.746
SH3GLB1	0.8724	0.8982	0.8314	0.8872
ACADM	0.7118	0.2218	0.7694	0.134
ST6GALNAC5	0.2746	0.2984	0.1718	0.2134
ADGRL2	0.5006	0.3438	0.4074	0.2728
SSX2IP	0.7006	0.8702	0.6696	0.763
ABCD3	0.9958	0.9984	0.8594	0.8716
PTBP2	0.4886	0.2848	0.3744	0.2098
PLPPR5	0.6078	0.8578	0.5872	0.907
PLPPR4	0.48	0.3932	0.2518	0.1872
OLFM3	0.3174	0.2952	0.298	0.2688
RPL5	0.5002	0.6002	0.391	0.491
ODF2L	0.5498	0.766	0.5396	0.743
LRRC39	0.7362	0.5592	0.5788	0.3978
ZNF644	0.2906	0.2194	0.114	0.107
RPAP2	0.6378	0.935	0.53	0.98
TTLL7	0.5316	0.4724	0.3586	0.2868
FNBP1L	0.1076	0.1618	0.1398	0.2248
GIPC2	0.498	0.4192	0.4832	0.4148
SLC44A5	0.848	0.6618	0.8002	0.6396
RPL7P9	0.3492	0.28	0.281	0.2272
PRKACB	0.5818	0.8174	0.4864	0.816
PIGK	0.38	0.544	0.2642	0.4812
LMO4	0.6526	0.8808	0.5898	0.6976
MTF2	0.0419000000000001	0.0407999999999999	0.0698	0.0747
DDAH1	0.8068	0.7584	0.8754	0.5678
HS2ST1	0.0624	0.0431	0.0227	0.0195
AK5	0.1488	0.1832	0.1408	0.175
DIPK1A	0.519	0.781	0.511	0.8412
MFSD14A	0.5936	0.6646	0.5586	0.6436
FUBP1	0.978	0.9842	0.8582	0.8912
ZNF326	0.3748	0.333	0.0606	0.0651
HFM1	0.2458	0.3188	0.1736	0.1954
AGL	0.6212	0.668	0.6342	0.7042
SLC30A7	0.6234	0.4076	0.5866	0.416
GLMN	0.6792	0.6968	0.6526	0.7234
ERICH3	0.7294	0.9106	0.5778	0.9124
MIGA1	0.7604	0.945	0.746	0.951
SELENOF	0.7806	0.9944	0.7914	0.9988
ST6GALNAC3	0.0228	0.0364	0.0151	0.0223
RNPC3	0.2292	0.1908	0.1148	0.0856
DPYD	0.284	0.2152	0.1886	0.1448
BTBD8	0.5844	0.7252	0.4298	0.791
LRRC8B	0.1584	0.1528	0.0406	0.0788
CCDC18-AS1	0.0867	0.1072	0.0117	0.0293
SLC44A3-AS1	0.7996	0.741	0.7318	0.6906
_ENSG00000224550	0.776	0.8042	0.6734	0.7052
MIR137HG	0.9654	0.7126	0.8488	0.5812
_ENSG00000232825	0.7846	0.9232	0.8164	0.918
ST7L	0.415	0.6732	0.232	0.67
CSDE1	0.663	0.884	0.6556	0.9452
SARS1	0.9914	0.7686	0.9672	0.6638
GNAI3	0.8668	0.7416	0.8052	0.6546
RSBN1	0.5948	0.6084	0.5456	0.5634
MAGI3	0.4652	0.6392	0.5418	0.7348
WDR47	0.4556	0.6696	0.2948	0.6232
KIAA1324	0.7222	0.5442	0.5924	0.4356
ATP5PB	0.6996	0.4934	0.65	0.4404
RAP1A	0.0438	0.0376	0.0429	0.039
CAPZA1	0.7298	0.6624	0.5092	0.4496
PHTF1	0.881	0.8252	0.8156	0.7326
SORT1	0.5578	0.405	0.306	0.1822
LAMTOR5	0.8816	0.907	0.987	0.7936
CEPT1	0.934	0.9264	0.9512	0.9846
IGSF3	0.6104	0.6232	0.6428	0.6758
CELSR2	0.3824	0.3532	0.3072	0.3444
HIPK1	0.5578	0.7462	0.5202	0.7306
ATP1A1	0.3664	0.4774	0.3296	0.4546
AHCYL1	0.7466	0.4336	0.6158	0.3066
KCND3	0.6002	0.7034	0.5848	0.7222
SRGAP2C	0.543	0.6656	0.4656	0.5942
SRGAP2B	0.3544	0.2958	0.2702	0.2408
SLC6A17	0.2562	0.214	0.1098	0.1146
TRIM33	0.9192	0.9392	0.9728	0.8736
MAN1A2	0.7164	0.9496	0.7126	0.965
_ENSG00000223804	0.6896	0.5942	0.6472	0.5144
_ENSG00000224363	0.5034	0.7146	0.496	0.7962
SLC16A1-AS1	0.419	0.5038	0.2564	0.3894
LINC02798	0.6826	0.4918	0.5484	0.3916
RNF115	0.0353	0.0351	0.0272	0.0329
_ENSG00000274642	0.971	0.87	0.9794	0.6964
HYDIN2	0.6228	0.7784	0.4166	0.6682
ASH1L	0.0592	0.0697	0.01	0.018
GON4L	0.295	0.2056	0.2036	0.1454
MEF2D	0.5008	0.7356	0.3578	0.7176
C1orf61	0.1888	0.1748	0.149	0.1378
DAP3	0.6136	0.7452	0.4966	0.7336
ARHGEF11	0.356	0.4138	0.216	0.367
SYT11	0.471	0.5978	0.519	0.6596
VPS45	0.7174	0.8526	0.6996	0.758
SNX27	0.6484	0.7474	0.592	0.628
PIP5K1A	0.3792	0.586	0.3092	0.5612
ENSA	0.8878	0.5614	0.8922	0.5712
ARNT	0.3258	0.4704	0.2636	0.4746
POGZ	0.345	0.3124	0.2092	0.185
TPM3	0.8654	0.716	0.8902	0.7396
GATAD2B_ENSG00000143614	0.1478	0.1774	0.114	0.1688
SV2A	0.2648	0.2384	0.2554	0.2792
CELF3	0.4286	0.5152	0.2418	0.3072
ADAR	0.2934	0.2374	0.2302	0.1948
FDPS	0.6658	0.7806	0.7014	0.7916
RPRD2	0.2976	0.4116	0.2486	0.2938
CCT3	0.9966	0.9828	0.9124	0.841
PDE4DIP	0.667	0.5328	0.64	0.5182
MLLT11	0.6324	0.9332	0.634	0.9738
_ENSG00000227733	0.8626	0.9916	0.7682	0.9728
FLG-AS1	0.7798	0.756	0.5768	0.542
MRPS21	0.719	0.761	0.8014	0.8236
LINC01138	0.4074	0.566	0.1018	0.3876
_ENSG00000274265	0.3664	0.4436	0.2594	0.4506
LINC00869	0.961	0.589	0.8758	0.45
KIFAP3	0.439	0.6312	0.2908	0.5982
SUCO	0.5832	0.6332	0.4208	0.521
TNR	0.4948	0.4522	0.4438	0.343
PRRC2C	0.3148	0.1994	0.1378	0.0922
ATF6	0.2576	0.3918	0.2288	0.3998
COPA	0.4248	0.4102	0.4836	0.4316
RC3H1	0.826	0.5688	0.6628	0.3696
ATP1B1	0.374	0.3696	0.3802	0.4296
TIPRL	0.3618	0.5404	0.2356	0.5126
NME7	0.3504	0.392	0.2976	0.3882
DCAF6	0.7882	0.7318	0.5802	0.6062
TMCO1	0.7484	0.8086	0.6984	0.8122
POU2F1	0.1696	0.1946	0.1552	0.1618
MGST3	0.9606	0.8056	0.8572	0.6588
COP1	0.2974	0.282	0.29	0.277
SDHC	0.928	0.9192	0.8688	0.8726
PFDN2	0.5154	0.8008	0.4974	0.8262
RABGAP1L	0.114	0.169	0.13	0.1694
NDUFS2	0.2978	0.3402	0.2238	0.3134
CADM3	0.2772	0.2106	0.2374	0.2156
IGSF8	0.3114	0.2996	0.1656	0.216
PBX1	0.9538	0.9718	0.9684	0.9878
DNM3	0.888	0.5372	0.8428	0.4846
NOS1AP	0.3926	0.663	0.3366	0.6892
LINC00970	0.8322	0.872	0.7698	0.8358
_ENSG00000203739	0.296	0.3366	0.1058	0.2032
PCP4L1	0.2228	0.2082	0.163	0.1478
TPR	0.0983000000000001	0.0355	0.108	0.0242
ATP2B4	0.2486	0.518	0.2248	0.4832
ZC3H11A	0.9992	0.9786	0.9972	0.9338
RASAL2	0.9682	0.789	0.9128	0.7412
PPP1R12B	0.8986	0.6756	0.8202	0.5418
RALGPS2	0.9788	0.9844	0.979	0.98
FAM20B	0.2964	0.3568	0.2994	0.4052
EDEM3	0.9316	0.748	0.966	0.6318
C1orf21	0.9508	0.8648	0.9566	0.8838
SMG7	0.6298	0.5596	0.5816	0.476
RO60	0.9026	0.9748	0.9234	0.926
TMEM9	0.4404	0.45	0.4424	0.53
KDM5B	0.362	0.3294	0.2842	0.306
CAMSAP2	0.6558	0.9018	0.5724	0.955
DSTYK	0.6478	0.6528	0.2856	0.3762
NAV1	0.3822	0.2882	0.317	0.2316
CDC73	0.939	0.3218	0.8844	0.3062
CRB1	0.1596	0.1462	0.1714	0.1646
RGS8	0.6522	0.6962	0.5542	0.5678
DHX9	0.9744	0.9922	0.968	0.963
CEP350	0.0394	0.1742	0.0385	0.1692
LAMC1	0.4472	0.3898	0.42	0.3948
ABL2	0.7154	0.932	0.6532	0.987
XPR1	0.9822	0.8648	0.9376	0.7502
RGL1	0.302	0.4716	0.264	0.477
PPFIA4	0.3156	0.5394	0.3464	0.5782
PLEKHA6	0.4414	0.9288	0.4748	0.945
ARL8A	0.4814	0.4592	0.351	0.3598
ASTN1	0.785	0.7458	0.6968	0.6582
NMNAT2	0.467	0.5634	0.3126	0.4168
ODR4	0.1482	0.126	0.0622	0.0822
B3GALT2	0.7512	0.5602	0.661	0.469
BRINP3	0.9536	0.9926	0.9778	0.895
KCNT2	0.2818	0.1996	0.2464	0.159
NFASC	0.6446	0.6738	0.6802	0.7148
TOR1AIP2	0.9192	0.9626	0.8446	0.888
LRRN2	0.6224	0.797	0.6262	0.7906
CACNA1E	0.7948	0.9774	0.7578	0.9586
MDM4	0.2144	0.237	0.1006	0.143
IPO9	0.9346	0.7268	0.9092	0.5368
COLGALT2	0.5176	0.7374	0.5742	0.8166
BRINP2	0.8234	0.976	0.8808	0.9318
DENND1B	0.836	0.9736	0.847	0.981
_ENSG00000227579	0.9996	0.821	1	0.7522
_ENSG00000229739	0.9586	0.7956	0.9086	0.8508
MIR181A1HG	0.9508	0.4604	0.84	0.3602
ACBD6	0.6126	0.6302	0.6122	0.5976
_ENSG00000231767	0.0866	0.1258	0.0274	0.0561
IPO9-AS1	0.8046	0.7548	0.7762	0.7202
NUP133	0.8444	0.9796	0.9016	0.9734
NUCKS1	0.507	0.5908	0.4678	0.583
PLXNA2	0.2448	0.4832	0.2406	0.4756
KCNK2	0.1106	0.1522	0.15	0.179
TGFB2	0.6586	0.8088	0.6116	0.8062
GPATCH2	0.5474	0.6146	0.5242	0.5946
MARK1	0.6258	0.754	0.6236	0.7798
CD46	0.9602	0.9582	0.9688	0.948
RCOR3	0.5146	0.495	0.4344	0.3562
NSL1	0.2992	0.441	0.1504	0.4484
PROX1	0.8866	0.7838	0.9118	0.8204
RAB3GAP2	0.9566	0.9996	0.9594	0.9982
LPGAT1	0.905	0.5696	0.776	0.4104
EPRS1	0.761	0.5658	0.7122	0.5242
KCTD3	0.774	0.5562	0.734	0.543
RPS6KC1	0.2846	0.2552	0.1778	0.1854
LYPLAL1	0.0682	0.1174	0.0465	0.1002
SYT14	0.483	0.5212	0.4884	0.5166
KCNH1	0.8158	0.885	0.7562	0.8848
SMYD2	0.1708	0.2318	0.2256	0.268
SUSD4	0.9726	0.9818	0.9882	0.9694
SRP9	0.6446	0.933	0.6052	0.9284
NVL	0.2882	0.2746	0.2096	0.2758
FBXO28	0.8532	0.9876	0.8966	0.9892
ARF1	0.2812	0.3732	0.1924	0.3646
GUK1	0.6204	0.7328	0.4722	0.7198
CDC42BPA	0.8856	0.7618	0.8424	0.7088
CNIH3	0.7568	0.3942	0.7678	0.5366
MIA3	0.7314	0.848	0.795	0.9436
ENAH	0.475	0.6144	0.5006	0.6516
CCSAP	0.509	0.7908	0.3454	0.8168
FLVCR1	0.5086	0.566	0.3998	0.4886
WDR26	0.9612	0.927	0.9804	0.9446
RNF187	0.5476	0.6354	0.4824	0.6262
DNAH14	0.6202	0.6692	0.601	0.5844
ESRRG	0.6162	0.343	0.5456	0.2794
TATDN3	0.7944	0.9534	0.8032	0.9634
MIR29B2CHG	0.3614	0.3918	0.2264	0.2824
PROX1-AS1	0.8504	0.8182	0.7452	0.7272
SRGAP2	0.2118	0.186	0.1384	0.1372
EIPR1	0.879	0.8338	0.783	0.7268
SH3YL1	0.1832	0.1046	0.1672	0.0706
ARID4B	0.5064	0.5186	0.4992	0.4988
SDCCAG8_ENSG00000054282	0.2004	0.1646	0.0869	0.1156
TARBP1	0.659	0.7726	0.4788	0.74
ERO1B	0.5528	0.6154	0.3506	0.4996
MTR	0.3278	0.1166	0.2792	0.1152
SIPA1L2	0.5278	0.5708	0.398	0.456
KMO	0.359	0.5172	0.3236	0.4994
AKT3_ENSG00000117020	0.9788	0.9634	0.9952	0.9498
CHRM3	0.7452	0.6184	0.7704	0.6248
PCNX2	0.8142	0.9652	0.8438	0.9396
KCNK1	0.7872	0.887	0.8496	0.9294
EGLN1	0.9896	0.8352	0.95	0.7688
GALNT2	0.7226	0.458	0.76	0.4498
TTC13	0.796	0.8752	0.8196	0.9256
LYST	0.0655	0.1246	0.017	0.0498
CEP170_ENSG00000143702	0.8608	0.6046	0.7884	0.5738
AHCTF1	0.6296	0.9366	0.649	0.9664
FMN2	0.5474	0.4152	0.5074	0.3944
KIF26B_ENSG00000162849	0.575	0.7818	0.6028	0.8232
CNST	0.2922	0.3188	0.1044	0.1816
B3GALNT2	0.8298	0.9402	0.864	0.8396
TRAPPC12_ENSG00000171853	0.2416	0.1382	0.1746	0.084
RPS7	0.7942	0.9196	0.8016	0.8354
TOMM20	0.4752	0.5564	0.3698	0.5022
PGBD5	0.5846	0.3712	0.5226	0.3216
ZBTB18	0.3872	0.4644	0.3072	0.4568
PLD5	0.5494	0.6142	0.498	0.6554
RGS7	0.8132	0.8022	0.8	0.7654
SLC35F3	0.8392	0.7762	0.84	0.7796
SMYD3	0.2878	0.3194	0.2468	0.2926
MYT1L	0.6492	0.763	0.6278	0.7576
OR2L13	0.2944	0.1832	0.2914	0.195
RYR2	0.3546	0.358	0.2256	0.2222
EFCAB2	0.8232	0.955	0.798	0.9488
CHRM3-AS2	0.8806	0.7784	0.8858	0.7236
LINC01250	0.827	0.797	0.8226	0.7818
TTC27	0.5904	0.9564	0.4914	0.921
SPAST	0.4196	0.837	0.486	0.9358
PUM2	0.796	0.4112	0.6076	0.269
DDX1	0.9958	0.9654	0.9238	0.8842
NCOA1	0.4024	0.2142	0.4442	0.2608
EFR3B	0.8628	0.6756	0.8598	0.6464
KIF3C	0.4506	0.5642	0.3152	0.5406
RAB10	0.289	0.7276	0.0865	0.4916
MAPRE3	0.5034	0.7332	0.3456	0.7366
CLIP4	0.9646	0.9992	0.9986	0.9748
TAF1B	0.5226	0.7106	0.5744	0.8028
BIRC6	0.3996	0.7122	0.4014	0.7228
NOL10	0.4136	0.1256	0.4344	0.1582
LDAH	0.4114	0.592	0.2538	0.6218
ITGB1BP1	0.9234	0.6898	0.8502	0.6062
KLHL29	0.7312	0.9568	0.71	0.9368
DNMT3A	0.1426	0.1028	0.1186	0.0938
ATAD2B	0.4348	0.5716	0.4344	0.5696
YIPF4	0.3724	0.3592	0.3676	0.364
YWHAQ	0.4176	0.6352	0.284	0.6236
KIDINS220	0.6806	0.6846	0.661	0.6606
ROCK2	0.238	0.1768	0.1078	0.0961
LPIN1	0.6922	0.662	0.3652	0.4862
IFT172	0.4684	0.4852	0.2524	0.3784
SELENOI	0.4144	0.4238	0.3074	0.3808
ADCY3	0.9042	0.7182	0.8026	0.6226
DTNB	0.4756	0.6454	0.2662	0.589
MBOAT2	0.9614	0.8318	0.9074	0.7916
PDIA6	0.8842	0.9006	0.9122	0.9268
ASXL2	0.1558	0.3152	0.1052	0.2462
RNF144A	0.5754	0.25	0.505	0.2212
ASAP2	0.5328	0.2682	0.5978	0.3358
ADAM17	0.6438	0.313	0.5968	0.1968
NBAS	0.8434	0.949	0.886	0.968
DPYSL5	0.9074	0.9144	0.9586	0.9358
BABAM2	0.4928	0.5572	0.2526	0.374
GALNT14	0.5636	0.616	0.5312	0.5576
DPY30	0.8188	0.936	0.8708	0.7852
SMC6	0.1538	0.2024	0.2152	0.2896
VSNL1	0.6224	0.9412	0.5422	0.8752
ALK	0.4852	0.6618	0.547	0.6902
TRMT61B	0.9604	0.556	0.9102	0.448
LCLAT1	0.786	0.2526	0.8282	0.3592
UBXN2A	0.6584	0.8516	0.5444	0.8004
GREB1	0.6242	0.5246	0.5166	0.401
FAM49A	0.5936	0.9516	0.5	0.965
ITSN2	0.172	0.234	0.1692	0.2672
LINC00486	0.7514	0.9148	0.7674	0.925
SILC1	0.2632	0.3238	0.1736	0.274
MRPL33	0.92	0.9168	0.9918	0.8152
BIRC6-AS2	0.7978	0.8136	0.8056	0.7872
HEATR5B	0.7352	0.8736	0.7782	0.939
MAP4K3	0.696	0.6928	0.7214	0.7154
MDH1	0.719	0.6494	0.6282	0.546
EIF2AK2	0.9296	0.5634	0.7994	0.441
MTA3	0.726	0.8184	0.6992	0.8166
PSME4	0.4706	0.4888	0.3908	0.417
ERLEC1	0.2502	0.2654	0.194	0.2536
XPO1	0.0149	0.0138	0.0099	0.0149
MSH2	0.2704	0.4584	0.2394	0.5966
SPTBN1	0.976	0.4934	0.971	0.3624
RTN4	0.6624	1	0.6268	0.9996
CCDC88A	0.5814	0.379	0.5336	0.3354
USP34	0.424	0.615	0.454	0.6772
CCT4	0.8072	0.5644	0.8138	0.6166
EHBP1	0.6468	0.5148	0.67	0.5498
STRN	0.152	0.1842	0.1006	0.1188
CEBPZ	0.6572	0.713	0.686	0.77
SRSF7	0.5586	0.5452	0.5288	0.4894
SOS1	0.4406	0.4514	0.2748	0.365
COX7A2L	0.6562	0.921	0.5782	0.9578
THADA	0.3256	0.5418	0.1954	0.4998
ATL2	0.6906	0.607	0.5466	0.604
AFTPH	0.7736	0.7812	0.658	0.7424
PPM1B	0.6938	0.7378	0.6682	0.698
PNPT1	0.5252	0.6422	0.3908	0.6344
DYNC2LI1	0.37	0.4646	0.2364	0.4308
RAB1A	0.823	0.601	0.7754	0.5656
ACTR2	0.5108	0.872	0.3272	0.8888
PREPL	0.4366	0.6454	0.3692	0.6592
FBXO11	0.0557	0.0232	0.0282	0.0077
LRPPRC	0.707	0.9686	0.5628	0.992
CAMKMT	0.1304	0.1696	0.0639	0.0951
EML4	0.1276	0.2092	0.072	0.1626
RPS27A	0.1148	0.161	0.0592	0.1132
WDPCP	0.607	0.7196	0.4682	0.7172
VPS54	0.1854	0.275	0.0771	0.1714
CRIM1_ENSG00000150938	0.6846	0.392	0.5246	0.2576
TMEM178A	0.4732	0.6642	0.2902	0.6008
PPP1R21	0.1098	0.1538	0.1336	0.1928
KIAA1841	0.8102	0.8064	0.8766	0.8728
CFAP36	0.9996	0.9318	0.8884	0.7812
DHX57	0.5358	0.2952	0.3528	0.1894
UGP2	0.412	0.3082	0.4416	0.3708
ACYP2	0.7506	0.877	0.7066	0.8616
FEZ2	0.7726	0.8406	0.7478	0.7514
PRKCE	0.626	0.936	0.6966	0.8724
SOCS5	0.6026	0.6968	0.485	0.6092
COMMD1	0.6292	0.7952	0.4744	0.8006
NRXN1	0.9504	0.8528	0.953	0.7672
SLC8A1	0.8468	0.627	0.8364	0.6012
EML6	0.588	0.5942	0.5652	0.569
MAP4K3-DT	0.7248	0.464	0.6188	0.356
LINC01122	0.4826	0.4744	0.3028	0.3452
BCYRN1	0.9664	0.9422	0.994	0.7764
PPP4R3B	0.8374	0.7602	0.7394	0.6488
GCFC2	0.2164	0.4442	0.0674	0.2412
TMSB10	0.8932	0.7468	0.876	0.7354
CTNNA2	0.7662	0.5568	0.6036	0.4046
REEP1	0.1836	0.3068	0.2154	0.3528
ZNF638	0.1678	0.0855	0.0995	0.0507
ADD2	0.4258	0.6886	0.2278	0.6632
GMCL1	0.9308	0.8102	0.889	0.7168
MRPL19	0.211	0.3378	0.159	0.2734
ST3GAL5	0.6704	0.6602	0.3784	0.4928
AAK1	0.7484	0.843	0.6238	0.7244
PCYOX1	0.246	0.1288	0.2542	0.136
ALMS1	0.2218	0.2826	0.1514	0.2502
CNRIP1	0.2306	0.5474	0.1308	0.486
PTCD3	0.4248	0.4198	0.252	0.273
IMMT	0.281	0.2388	0.3016	0.2654
