gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
ATG4C	0.1512	0.1006	0.1214	0.0887
SPATA6	0.8956	0.919	0.8638	0.9634
ZRANB2	0.7206	0.8756	0.7488	0.9688
PATJ	0.3674	0.5598	0.3502	0.6194
HOOK1	0.3694	0.3912	0.212	0.263
BTF3L4	0.444	0.5902	0.2898	0.5014
TUT4	0.3788	0.4544	0.2598	0.388
ITGB3BP	0.1982	0.3066	0.0457	0.1446
SERBP1	0.4928	0.6206	0.3924	0.5826
WDR78	0.3646	0.4432	0.177	0.3344
ZFYVE9	0.7098	0.8756	0.6656	0.9074
LRP8	0.8626	0.9176	0.6816	0.7442
SSBP3	0.4264	0.4072	0.2744	0.2544
CMPK1	0.3804	0.2694	0.2488	0.1574
ELAVL4	0.5472	0.662	0.5468	0.6844
ZYG11B	0.4262	0.6144	0.2904	0.536
ACOT11	0.4078	0.471	0.2958	0.3982
USP24	0.9838	0.783	0.9708	0.9148
PRKAA2	0.412	0.4568	0.3596	0.4282
AK4	0.5574	0.9956	0.4676	0.9264
JAK1	0.9778	0.9314	0.9584	0.901
RAVER2	0.9534	0.7536	0.9154	0.7182
NFIA	0.9352	0.9776	0.921	0.7962
MYSM1	0.4498	0.2382	0.1082	0.0433
TM2D1	0.5514	0.8262	0.5344	0.8924
NEGR1	0.83	0.8254	0.8236	0.8576
FGGY	0.5094	0.7428	0.3052	0.6214
DAB1	0.5764	0.8018	0.4876	0.689
GLIS1	0.9428	0.787	0.8646	0.6076
PDE4B	0.7734	0.5838	0.5956	0.394
FAF1	0.2914	0.4584	0.1894	0.386
AGBL4	0.724	0.7318	0.655	0.7198
CYP4X1	0.7028	0.5138	0.5948	0.381
MIER1	0.5782	0.5954	0.5774	0.6194
EFCAB7	0.4718	0.5914	0.1782	0.3926
_ENSG00000229294	0.936	0.9198	0.9248	0.8972
ZRANB2-AS2	0.7568	0.7242	0.6262	0.6886
_ENSG00000036549	0.917	0.8896	0.8628	0.8182
COL11A1	0.7006	0.9262	0.7312	0.9168
PKN2	0.5134	0.6418	0.3702	0.5518
EVI5	0.341	0.4486	0.2622	0.4008
USP33	0.8074	0.7618	0.861	0.8226
SH3GLB1	0.863	0.8732	0.7364	0.8382
CDC7	0.1392	0.2786	0.1306	0.244
ACADM	0.9522	0.9834	0.996	0.9478
ST6GALNAC5	0.6166	0.5888	0.5274	0.5202
ADGRL2	0.9178	0.6156	0.849	0.5674
SSX2IP	0.5726	0.736	0.4894	0.6764
ZNHIT6	0.904	0.7294	0.892	0.7258
ABCD3	0.7744	0.7478	0.7706	0.7346
PTBP2	0.4586	0.328	0.3222	0.2032
PLPPR5	0.4288	0.514	0.375	0.483
PLPPR4	0.4936	0.5436	0.3024	0.3922
OLFM3	0.7412	0.6902	0.7472	0.715
RPL5	0.2812	0.2366	0.2092	0.1516
ODF2L	0.8694	0.8038	0.859	0.7464
TRMT13	0.2806	0.3848	0.1968	0.3096
ZNF644	0.774	0.9234	0.6086	0.8194
RPAP2	0.772	0.6948	0.7	0.5478
BCAR3	0.4936	0.5298	0.282	0.364
TTLL7	0.8964	0.7878	0.7906	0.6838
FNBP1L	0.9134	0.9806	0.8108	0.9062
KYAT3	0.4808	0.3908	0.3706	0.2706
GIPC2	0.5066	0.5646	0.462	0.5098
ARHGAP29	0.7526	0.67	0.7014	0.6238
SLC44A5	0.402	0.4156	0.4288	0.4446
RPL7P9	0.1596	0.1962	0.1294	0.1356
DBT	0.618	0.614	0.582	0.561
PRKACB	0.6172	0.8322	0.5346	0.801
PIGK	0.9592	0.7032	0.9804	0.6234
LMO4	0.3436	0.381	0.1774	0.2188
MTF2	0.9364	0.9008	0.9136	0.8362
DDAH1	0.749	0.95	0.8706	0.9552
HS2ST1	0.588	0.7084	0.4806	0.732
AK5	0.9438	0.684	0.8822	0.5918
DIPK1A	0.1518	0.2166	0.1154	0.1848
MFSD14A	0.4588	0.3794	0.272	0.2144
FUBP1	0.6594	0.6382	0.5988	0.5556
TYW3	0.471	0.5506	0.3448	0.5284
NTNG1	0.5518	0.9618	0.542	0.973
C1orf52	0.4834	0.6954	0.409	0.6168
ZNF326	0.5226	0.5042	0.2084	0.1842
AGL	0.456	0.6532	0.3352	0.564
EXTL2	0.6886	0.9906	0.6086	0.998
SLC30A7	0.9434	0.835	0.9144	0.8584
COL24A1	0.9948	0.9492	0.9904	0.8358
EPHX4	0.8298	0.7382	0.8604	0.792
ALG14	0.6802	0.702	0.5608	0.6784
GLMN	0.6098	0.601	0.5528	0.5384
ERICH3	0.6822	0.8738	0.5872	0.8754
MIGA1	0.9912	0.472	0.9086	0.5316
SELENOF	0.8492	0.6978	0.7376	0.6232
ST6GALNAC3	0.0645	0.1556	0.0403	0.1026
RNPC3	0.2244	0.186	0.1454	0.1256
DPYD	0.6582	0.6332	0.5634	0.5314
LRRC8B	0.5948	0.8216	0.4066	0.7938
CCDC18-AS1	0.384	0.4918	0.224	0.3904
_ENSG00000224550	0.7748	0.9004	0.6892	0.809
MIR137HG	0.7416	0.7218	0.7724	0.764
_ENSG00000232825	0.6574	0.8078	0.7166	0.7832
LINC01725	0.7622	0.5642	0.7334	0.384
LINC02609	0.8354	0.9636	0.8494	0.9866
AMY2B	0.4694	0.3756	0.3904	0.3408
ST7L	0.3312	0.5386	0.1958	0.4844
CSDE1	0.548	0.7302	0.4718	0.7126
SARS1	0.8004	0.8918	0.9098	0.9122
GNAI3	0.671	0.2698	0.5626	0.1952
RSBN1	0.4178	0.3414	0.2978	0.2114
MAGI3	0.9122	0.7788	0.9254	0.7918
WDR47	0.343	0.5222	0.1784	0.4046
STXBP3	0.7374	0.9124	0.5354	0.9602
KIAA1324	0.683	0.8898	0.6036	0.897
ATP5PB	0.954	0.9406	0.9614	0.795
RAP1A	0.2332	0.4018	0.2106	0.362
CAPZA1	0.7762	0.7162	0.762	0.7324
BCAS2	0.7792	0.7882	0.8264	0.7936
PHTF1	0.9064	0.979	0.9382	0.919
TTF2	0.5832	0.5998	0.5404	0.5978
GPR89A	0.4058	0.5014	0.2414	0.3604
CHD1L	0.4194	0.5326	0.282	0.437
PRPF38B	0.5606	0.4158	0.406	0.28
SORT1	0.1532	0.0928	0.111	0.0808
PTGFRN	0.6762	0.7872	0.637	0.761
LAMTOR5	0.944	0.8734	0.9548	0.7632
CEPT1	0.9916	0.5714	0.9386	0.5264
CTTNBP2NL	0.4086	0.4802	0.3752	0.5152
PSMA5	0.6994	0.6312	0.7798	0.7144
CELSR2	0.534	0.9156	0.3622	0.8682
FAM102B	0.3222	0.3048	0.1962	0.1968
HIPK1	0.4912	0.8052	0.3968	0.7736
SLC22A15	0.304	0.4034	0.2576	0.3274
ATP1A1	0.7534	0.859	0.6746	0.8986
AHCYL1	0.7136	0.7992	0.6896	0.8024
KCND3	0.5544	0.4378	0.4962	0.419
SRGAP2C	0.3208	0.4334	0.2528	0.3756
KCNA2	0.4822	0.8264	0.3462	0.798
SRGAP2B	0.339	0.4228	0.24	0.3546
GDAP2	0.7414	0.5722	0.5276	0.3534
SLC6A17	0.4362	0.6178	0.2642	0.5208
TRIM33	0.4356	0.5078	0.3708	0.4658
INKA2	0.9438	0.962	0.9176	0.9598
MAN1A2	0.9208	0.705	0.8254	0.627
LRIG2	0.3874	0.44	0.3064	0.362
_ENSG00000223804	0.618	0.5082	0.502	0.3312
_ENSG00000224363	0.6814	0.859	0.8082	0.9578
LAMTOR5-AS1	0.5604	0.8696	0.4692	0.9236
SLC16A1-AS1	0.2884	0.4062	0.1354	0.2752
WARS2-AS1	0.1846	0.247	0.0294	0.1212
RBM8A	0.9054	0.598	0.8692	0.5368
RNF115	0.2454	0.4498	0.1638	0.3456
SEC22B	0.4728	0.4252	0.413	0.4172
NBPF12	0.542	0.7648	0.3642	0.7204
_ENSG00000274642	0.9726	0.9854	0.9412	0.92
_ENSG00000275131	0.9794	0.8908	0.985	0.9084
HYDIN2	0.5526	0.6476	0.259	0.4424
ASH1L	0.2048	0.2122	0.1634	0.2402
GON4L	0.4656	0.4614	0.4054	0.4214
ARHGEF2	0.8558	0.7048	0.7492	0.5622
MEF2D	0.58	0.803	0.3848	0.7186
PRPF3	0.1666	0.1004	0.065	0.0533
C1orf61	0.5948	0.8978	0.5548	0.9264
DAP3	0.5054	0.632	0.3836	0.5698
KHDC4	0.6924	0.7154	0.6368	0.6686
ARHGEF11	0.4132	0.5352	0.2628	0.4398
SYT11	0.791	0.8156	0.7012	0.8366
VPS45	0.34	0.4686	0.1906	0.3518
PRCC	0.3046	0.3986	0.1334	0.2714
SNX27	0.4156	0.4288	0.2562	0.2816
SETDB1	0.4796	0.524	0.3656	0.4568
PI4KB	0.44	0.524	0.165	0.3924
PIP5K1A	0.5202	0.8196	0.4394	0.7942
ENSA	0.8322	0.677	0.7358	0.613
ARNT	0.3546	0.6412	0.248	0.615
POGZ	0.6534	0.5174	0.5474	0.4102
GABPB2	0.2428	0.392	0.1204	0.206
JTB	0.6342	0.5932	0.4766	0.4412
TPM3	0.9942	0.983	0.9212	0.867
UBAP2L	0.3582	0.4666	0.1928	0.3742
C1orf43	0.8948	0.9352	0.952	0.9916
GATAD2B_ENSG00000143614	0.5772	0.9346	0.5102	0.93
INTS3_ENSG00000143624	0.81	0.828	0.6168	0.6474
SV2A	0.4812	0.9238	0.3648	0.9166
PSMD4	0.93	0.7876	0.9918	0.6866
CELF3	0.4626	0.538	0.2394	0.3486
ADAR	0.3636	0.464	0.27	0.4038
FDPS	0.5628	0.7522	0.5976	0.7698
RUSC1	0.3856	0.4742	0.2854	0.4452
RPRD2	0.5766	0.5896	0.5558	0.5922
YY1AP1	0.3594	0.3674	0.2434	0.268
CCT3	0.7182	0.8026	0.756	0.8236
PDE4DIP	0.9696	0.9984	0.9816	1
GPR89B	0.4696	0.6264	0.302	0.5048
S100A6	0.6026	0.5238	0.471	0.404
SMG5	0.47	0.4496	0.5266	0.4662
MLLT11	0.7606	0.6622	0.6346	0.544
_ENSG00000215861	0.9718	0.9082	0.9914	0.7998
_ENSG00000227733	0.6802	0.8094	0.4984	0.7838
FLG-AS1	0.9682	0.9096	0.7938	0.7208
OTUD7B	0.0617	0.131	0.0433	0.0959
MRPS21	0.735	0.9724	0.8136	0.8186
LINC01138	0.3824	0.532	0.2066	0.4388
_ENSG00000274265	0.472	0.6072	0.4282	0.6506
KIFAP3	0.6056	0.8944	0.5658	0.871
KLHL20	0.3416	0.479	0.214	0.3558
SUCO	0.6726	0.8968	0.4962	0.7918
TNR	0.8062	0.7184	0.7618	0.6794
CACYBP	0.6692	0.6792	0.5596	0.5724
RGS4	0.4894	0.6378	0.443	0.5662
BLZF1	0.6396	0.8848	0.5414	0.8528
PRRC2C	0.5538	0.6498	0.4266	0.4782
ATF6	0.59	0.734	0.5462	0.6944
COPA	0.6206	0.7878	0.6328	0.7958
RC3H1	0.9808	0.9288	0.86	0.9008
ATP1B1	0.6078	0.9626	0.4614	0.9774
TIPRL	0.3612	0.5152	0.2926	0.4974
NME7	0.371	0.6452	0.3172	0.6398
MPC2	0.4906	0.4992	0.3996	0.3918
CREG1	0.7182	0.6578	0.7172	0.6254
DCAF6	0.8702	0.7722	0.7724	0.6732
UCK2	0.448	0.4486	0.413	0.4432
TMCO1	0.5174	0.4926	0.368	0.3592
POU2F1	0.8454	0.6534	0.7298	0.5536
ILDR2	0.5606	0.7516	0.4274	0.7614
MGST3	0.9998	0.9104	0.8764	0.7736
COP1	0.992	0.8218	0.9278	0.7622
SDHC	0.9676	0.8798	0.872	0.7846
PFDN2	0.4086	0.3316	0.4006	0.325
RABGAP1L	0.5636	0.6296	0.491	0.6014
UHMK1	0.4542	0.6778	0.2652	0.591
NDUFS2	0.3656	0.482	0.2796	0.4448
CADM3	0.4524	0.657	0.2672	0.5252
KCNJ9	0.4982	0.725	0.3926	0.6416
IGSF8	0.328	0.3986	0.19	0.2832
PEA15	0.6204	0.8222	0.5942	0.8256
PBX1	0.7804	0.736	0.707	0.6498
FAM78B	0.4412	0.3292	0.4324	0.3204
DNM3	0.694	0.5478	0.5774	0.4228
MPZL1	0.2818	0.3136	0.205	0.2504
RCSD1	0.6168	0.7492	0.5674	0.7106
NOS1AP	0.882	0.8282	0.792	0.7694
LINC00970	0.5836	0.7062	0.3906	0.5826
_ENSG00000203739	0.296	0.2854	0.112	0.178
GAS5	0.4876	0.4414	0.3668	0.3182
TPR	0.2588	0.1694	0.2862	0.197
ATP2B4	0.4058	0.387	0.3312	0.331
ZC3H11A	0.875	0.7272	0.7632	0.5558
RASAL2	0.8404	0.619	0.7732	0.5372
PPP1R12B	0.5184	0.371	0.346	0.2462
RALGPS2	0.4638	0.4372	0.509	0.4236
ANGPTL1	0.903	0.8324	0.8734	0.7588
FAM20B	0.7746	0.9456	0.7252	0.9418
EDEM3	0.7536	0.937	0.6546	0.9506
C1orf21	0.7828	0.9392	0.796	0.9418
SWT1	0.2834	0.4228	0.1428	0.3148
SMG7	0.4732	0.5186	0.2596	0.3148
RO60	0.9494	0.8474	0.921	0.8126
UCHL5	0.4996	0.811	0.3318	0.7944
KIF21B	0.559	0.7536	0.3878	0.7346
TMEM9	0.4964	0.7538	0.3628	0.722
KDM5B	0.578	0.5452	0.4718	0.4138
CAMSAP2	0.4782	0.5756	0.317	0.4398
DSTYK	0.7848	0.8324	0.8762	0.9646
NAV1	0.6464	0.6292	0.5588	0.5762
CDC73	0.6666	0.5974	0.7084	0.5836
TIMM17A	0.9008	0.6592	0.7724	0.4934
STX6	0.6398	0.7706	0.602	0.778
DHX9	0.823	0.9882	0.764	0.996
CEP350	0.37	0.6284	0.29	0.6426
LAMC1	0.8548	0.8216	0.749	0.7724
ABL2	0.4208	0.469	0.3046	0.4198
XPR1	0.9644	0.7732	0.8544	0.628
RGL1	0.575	0.6024	0.5178	0.5082
PPFIA4	0.53	0.5878	0.2138	0.313
PLEKHA6	0.516	0.5512	0.4568	0.5234
ARL8A	0.4494	0.4594	0.2708	0.2592
ASTN1	0.897	0.713	0.8458	0.6626
NMNAT2	0.7092	0.5814	0.5976	0.445
ODR4	0.23	0.2478	0.0775	0.1368
B3GALT2	0.6972	0.7578	0.8034	0.8674
BRINP3	0.4264	0.4842	0.3374	0.4312
KCNT2	0.954	0.7238	0.9792	0.7588
ARPC5	0.4976	0.5928	0.3436	0.4906
ADORA1	0.35	0.3164	0.1372	0.1418
NFASC	0.2128	0.207	0.1392	0.1382
TOR1AIP2	0.748	0.972	0.7714	0.9382
LRRN2	0.4942	0.8534	0.4974	0.879
ZBTB41	0.6082	0.9462	0.5176	0.9372
CACNA1E	0.9882	0.9836	0.9988	0.9666
MDM4	0.5296	0.4306	0.4514	0.328
IPO9	0.4354	0.3946	0.3244	0.309
COLGALT2	0.754	0.6206	0.6516	0.5214
BRINP2	0.425	0.5322	0.4686	0.5444
DENND1B	0.5034	0.355	0.5528	0.379
_ENSG00000229739	0.8682	0.835	0.7944	0.8364
MIR181A1HG	0.9532	0.6986	0.8814	0.5626
ACBD6	0.9574	0.6964	0.8596	0.6262
_ENSG00000231767	0.1072	0.0987	0.1024	0.0761
IPO9-AS1	0.7	0.6966	0.6458	0.6098
PPP2R5A	0.739	0.9768	0.616	0.9644
RRP15	0.9256	0.9906	0.8068	0.988
NUP133	0.9604	0.6972	0.8658	0.5134
NUCKS1	0.4054	0.4546	0.3014	0.364
PLXNA2	0.502	0.5522	0.5672	0.6028
KCNK2	0.7718	0.8774	0.8184	0.9112
GPATCH2	0.944	0.918	0.894	0.8972
MARK1	0.393	0.5376	0.366	0.5186
CDK18	0.1822	0.2818	0.1006	0.201
CD46	0.9526	0.9954	0.8878	0.9508
RCOR3	0.5192	0.4786	0.5226	0.4844
NSL1	0.3712	0.4564	0.2374	0.4052
RAB3GAP2	0.6082	0.786	0.5578	0.7462
LPGAT1	0.8406	0.839	0.7636	0.8118
EPRS1	0.084	0.104	0.037	0.0423
KCTD3	0.8034	0.8796	0.7348	0.843
RPS6KC1	0.4038	0.3094	0.21	0.1124
LYPLAL1	0.211	0.3894	0.1064	0.3354
SYT14	0.6624	0.5296	0.5766	0.463
KCNH1	0.446	0.4854	0.468	0.5188
SMYD2	0.978	0.9998	0.9986	0.9354
SUSD4	0.375	0.4266	0.3252	0.3874
SNAP47	0.3688	0.339	0.3218	0.2918
SRP9	0.592	0.7352	0.5028	0.6662
NVL	0.3922	0.5488	0.281	0.51
FBXO28	0.8812	0.5812	0.8252	0.4556
ARF1	0.2056	0.332	0.108	0.2398
GUK1	0.5664	0.465	0.4234	0.3246
CDC42BPA	0.6704	0.651	0.5862	0.5358
CNIH3	0.6894	0.6972	0.5334	0.6442
PARP1	0.6456	0.9958	0.529	0.9494
PTPN14	0.4804	0.4422	0.306	0.3192
MIA3	0.581	0.6182	0.601	0.618
ENAH	0.8462	0.9174	0.9386	0.7476
CCSAP	0.4372	0.744	0.2552	0.6394
ELK4	0.5138	0.4508	0.3914	0.3204
C1orf115	0.4562	0.5858	0.3722	0.4956
MRPL55	0.1864	0.1552	0.1412	0.117
WDR26	0.5504	0.6432	0.454	0.6354
COQ8A	0.5734	0.7484	0.5084	0.7592
RAB4A	0.7326	0.8736	0.6148	0.7806
RNF187	0.4664	0.4374	0.3788	0.3284
MFSD4A	0.7514	0.4618	0.8046	0.4982
ANGEL2	0.1734	0.1802	0.1352	0.1342
ACBD3	0.609	0.9308	0.5388	0.8696
DNAH14	0.9844	0.9924	0.9484	0.9654
ESRRG	0.6766	0.4332	0.5622	0.3466
SLC30A10	0.4688	0.8392	0.3958	0.8978
STUM	0.4042	0.5264	0.2564	0.4206
TATDN3	0.3946	0.4172	0.2182	0.2552
MIR29B2CHG	0.2546	0.3004	0.1148	0.169
MORF4L1P1	0.7108	0.8038	0.7826	0.8776
SRGAP2	0.3308	0.4306	0.2604	0.3676
