gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
EIF2B3	0.2004	0.2062	0.103	0.1372
SMAP2	0.6166	0.6404	0.4964	0.531
POMGNT1	0.4788	0.4486	0.5148	0.48
MAST2	0.1526	0.1726	0.127	0.1398
S100PBP	0.2746	0.2726	0.225	0.2504
DLGAP3	0.441	0.3846	0.3854	0.3116
SFPQ	0.5478	0.5598	0.4296	0.4696
MAP7D1	0.5366	0.5642	0.4516	0.5074
RLF	0.0472	0.0445	0.0689	0.0648
ATP6V0B	0.6316	0.3328	0.5948	0.2736
ERI3	0.6896	0.9186	0.6408	0.9316
PTCH2	0.6638	0.4122	0.6646	0.395
PRDX1	0.9738	0.9466	0.9744	0.9384
ADGRB2	0.8644	0.9752	0.7612	0.9688
ZCCHC17	0.0796	0.0442	0.095	0.0578
FABP3	0.8598	0.7134	0.815	0.6492
KHDRBS1	0.2794	0.3562	0.2204	0.2814
CSMD2	0.4252	0.6242	0.4054	0.5832
PSMB2	0.1554	0.3578	0.1886	0.3978
AGO3	0.6126	0.652	0.6106	0.6528
ST3GAL3	0.766	0.9584	0.6944	0.933
HIVEP3	0.8516	0.8928	0.7968	0.8492
MACF1	0.1616	0.1414	0.1736	0.1548
PPT1	0.7586	0.687	0.7638	0.6736
LRRC41	0.1462	0.2008	0.133	0.1914
NASP	0.6132	0.4634	0.689	0.5184
PUM1	0.0356	0.104	0.043	0.1204
YARS1	0.9788	0.792	0.9742	0.766
PHC2	0.0508	0.1007	0.0649	0.12
AGO4	0.3292	0.3012	0.2252	0.2124
KIAA0319L	0.147	0.0961	0.108	0.063
AZIN2	0.5022	0.7272	0.3468	0.5692
RPS8	0.7698	0.946	0.6848	0.9264
ZMYM4	0.0226	0.0288	0.0229	0.0306
RHBDL2	0.2204	0.174	0.1318	0.0992
GPBP1L1	0.917	0.9186	0.9102	0.9158
BSDC1	0.1664	0.1266	0.1438	0.1022
FNDC5	0.581	0.3746	0.5908	0.391
ZSWIM5	0.1516	0.092	0.1198	0.0836
SDC3	0.4682	0.2732	0.4012	0.2132
SYNC	0.9806	0.9498	0.9726	0.9072
RBBP4	0.8972	0.9314	0.8534	0.9064
SMIM12	0.6932	0.9922	0.6536	0.9902
GRIK3	0.7322	0.6578	0.7342	0.6084
MEAF6	0.9162	0.9742	0.885	0.9624
NDUFS5	0.42	0.2814	0.3778	0.219
UQCRH	0.755	0.5526	0.7594	0.5604
AKIRIN1	0.7512	0.739	0.7478	0.7372
ZBTB8OS	0.7742	0.6842	0.7138	0.6044
RIMKLA	0.9424	0.9746	0.9022	0.9698
EPHA10	0.7784	0.5926	0.7548	0.492
CCDC30	0.2904	0.3982	0.2404	0.3294
RNF220	0.3132	0.305	0.3304	0.3352
STK40	0.1316	0.161	0.0835	0.1212
FOXJ3	0.7148	0.7948	0.7118	0.776
INPP5B	0.509	0.645	0.4462	0.6
_ENSG00000228436	0.8662	0.905	0.8656	0.9028
LRRC7	0.2372	0.1142	0.245	0.1452
LRRC40	0.8176	0.9504	0.7898	0.9348
NRDC	0.5246	0.5198	0.5404	0.4922
MKNK1	0.605	0.6486	0.5708	0.6228
PGM1	0.905	0.8234	0.8918	0.8484
HSPB11	0.6236	0.4734	0.5142	0.3034
EPS15	0.5012	0.3796	0.4424	0.3264
SCP2	0.86	0.7196	0.8594	0.682
TMEM59	0.7128	0.7784	0.7036	0.772
DOCK7	0.7942	0.6956	0.8138	0.6818
DNAJC6	0.3844	0.4876	0.2824	0.379
WLS	0.8404	0.7634	0.8396	0.7544
SRSF11	0.0757	0.0914	0.0564	0.0765
OSBPL9	0.111	0.1296	0.1296	0.151
ANKRD13C	0.4808	0.464	0.3986	0.3592
SGIP1	0.6578	0.6226	0.6768	0.647
ECHDC2	0.1354	0.1216	0.0953	0.0851
RNF11	0.306	0.3272	0.0771	0.1048
ATPAF1	0.9834	0.9092	0.9866	0.917
ATG4C	0.4716	0.3172	0.4696	0.296
SPATA6	0.0254	0.0298	0.0134	0.0125
ZRANB2	0.416	0.3606	0.3774	0.2952
PATJ	0.7916	0.8146	0.7638	0.8006
HOOK1	0.285	0.1576	0.1906	0.081
BTF3L4	0.3412	0.5348	0.3002	0.473
TUT4	0.9506	0.8354	0.9452	0.8364
ITGB3BP	0.2844	0.1824	0.2588	0.1622
SERBP1	0.5344	0.62	0.4976	0.5684
WDR78	0.4268	0.5146	0.2554	0.3492
ZFYVE9	0.7402	0.9162	0.6404	0.865
LRP8	0.4394	0.6684	0.3346	0.5992
SSBP3	0.7476	0.7978	0.6954	0.7384
EFCAB14	0.1704	0.3834	0.1048	0.3086
CMPK1	0.1278	0.3272	0.109	0.3164
ELAVL4	0.07	0.2432	0.0905	0.2644
ZYG11B	0.457	0.5668	0.2602	0.3792
USP24	0.2174	0.1662	0.1938	0.1654
PRKAA2	0.2914	0.2286	0.2226	0.1704
JAK1	0.988	0.885	0.9856	0.844
RAVER2	0.4744	0.374	0.5468	0.437
NFIA	0.2428	0.1888	0.2268	0.1462
MYSM1	0.606	0.4496	0.4974	0.3364
TM2D1	0.6032	0.6344	0.5276	0.5832
RAB3B	0.9724	0.921	0.9696	0.9006
NEGR1	0.092	0.126	0.0475	0.0761
FGGY	0.4656	0.7806	0.4554	0.7676
DAB1	0.636	0.6004	0.5774	0.499
PDE4B	0.5882	0.2592	0.4132	0.1614
FAF1	0.0565	0.0657	0.0552	0.0694
ROR1	0.9484	0.7976	0.946	0.8182
AGBL4	0.5144	0.6118	0.4494	0.519
MIER1	0.5864	0.403	0.5654	0.345
EFCAB7	0.914	0.9854	0.8562	0.981
ZRANB2-AS2	0.6256	0.388	0.4558	0.2076
GNG12-AS1	0.2956	0.215	0.1792	0.098
GCLM	0.5536	0.4404	0.54	0.4566
_ENSG00000036549	0.21	0.1452	0.224	0.1534
COL11A1	0.5864	0.6686	0.5062	0.6392
PKN2	0.9278	0.9992	0.9296	0.9996
EVI5	0.4122	0.2618	0.3164	0.1642
USP33	0.6298	0.8002	0.5876	0.7586
SH3GLB1	0.6442	0.6032	0.582	0.584
ACADM	0.77	0.8244	0.7602	0.772
ST6GALNAC5	0.332	0.2196	0.342	0.211
ADGRL2	0.8142	0.6812	0.797	0.6696
SSX2IP	0.5134	0.7518	0.3066	0.647
ZNHIT6	0.59	0.6842	0.5944	0.676
ABCD3	0.7344	0.7966	0.6714	0.7788
PTBP2	0.0416	0.0608	0.0257	0.0355
PLPPR5	0.9798	0.979	0.9838	0.979
PLPPR4	0.5546	0.5704	0.437	0.4708
OLFM3	0.3336	0.255	0.1902	0.1468
RPL5	0.8374	0.9694	0.7312	0.9314
ODF2L	0.7156	0.4266	0.72	0.4542
TRMT13	0.365	0.5216	0.2492	0.3758
LRRC39	0.9242	0.9702	0.9132	0.9568
ZNF644	0.2686	0.3214	0.2932	0.336
RPAP2	0.1988	0.1736	0.1142	0.1028
VAV3	0.5476	0.8812	0.4806	0.8568
TTLL7	0.2772	0.3242	0.1442	0.1914
FNBP1L	0.458	0.4432	0.4984	0.4824
KYAT3	0.6798	0.4122	0.656	0.3466
GIPC2	0.5222	0.4774	0.4796	0.4162
ARHGAP29	0.3008	0.3344	0.3088	0.3662
SLC44A5	0.1886	0.3836	0.1908	0.3776
RPL7P9	0.7648	0.696	0.708	0.589
DBT	0.4608	0.5928	0.2242	0.3846
PRKACB	0.1982	0.22	0.0799	0.0727
PIGK	0.2416	0.2708	0.1614	0.1864
LMO4	0.9038	0.9004	0.8714	0.8622
MTF2	0.9112	0.8032	0.9126	0.8032
DDAH1	0.096	0.1228	0.0909	0.1136
HS2ST1	0.7618	0.9804	0.7452	0.972
AK5	0.052	0.0723	0.0497	0.0764
DIPK1A	0.2272	0.1382	0.2	0.131
MFSD14A	0.5952	0.6892	0.5954	0.6878
FUBP1	0.1856	0.1808	0.1868	0.1736
C1orf52	0.5042	0.3544	0.5196	0.3754
ZNF326	0.2758	0.3946	0.2038	0.3156
HFM1	0.468	0.4204	0.4216	0.3412
AGL	0.7396	0.7374	0.7252	0.7168
EXTL2	0.441	0.7376	0.2976	0.6736
SLC30A7	0.7964	0.8444	0.7942	0.8302
EPHX4	0.2506	0.2574	0.2542	0.2234
GLMN	0.1112	0.1768	0.0534	0.0735
ERICH3	0.22	0.2752	0.0989	0.1676
MIGA1	0.6608	0.9432	0.6562	0.9354
SELENOF	0.4602	0.6666	0.4554	0.6554
ST6GALNAC3	0.7622	0.7624	0.7548	0.7912
RNPC3	0.7398	0.7668	0.6586	0.644
DPYD	0.8832	0.6118	0.8816	0.5712
BTBD8	0.756	0.688	0.6016	0.5122
LRRC8B	0.5244	0.8462	0.4844	0.7856
CCDC18-AS1	0.7712	0.66	0.7526	0.6176
SLC44A3-AS1	0.5536	0.4048	0.5208	0.3466
_ENSG00000224550	0.0731	0.2088	0.0348	0.0654
MIR137HG	0.9394	0.9084	0.929	0.8862
_ENSG00000232825	0.114	0.0883	0.1262	0.1078
LINC01725	0.5446	0.3388	0.454	0.2214
AMY2B	0.6672	0.884	0.6424	0.8636
ST7L	0.2116	0.2562	0.2168	0.2456
CSDE1	0.105	0.1852	0.0446	0.0858
SARS1	0.6766	0.5966	0.641	0.5682
SIKE1	0.3672	0.4194	0.2286	0.313
GNAI3	0.5448	0.6034	0.463	0.519
RSBN1	0.0653	0.0636	0.0152	0.0155
MAGI3	0.3074	0.2188	0.2718	0.201
WDR47	0.5944	0.5956	0.5596	0.5676
STXBP3	0.0662	0.1014	0.025	0.0462
KIAA1324	0.4132	0.8624	0.2442	0.8222
ATP5PB	0.788	0.718	0.7628	0.6754
RAP1A	0.241	0.3974	0.2126	0.3624
CAPZA1	0.5224	0.3882	0.4336	0.3086
BCAS2	0.0891	0.143	0.1152	0.1564
PHTF1	0.1914	0.3758	0.1852	0.354
TTF2	0.1776	0.1656	0.0615	0.0678
GPR89A	0.3612	0.2466	0.3504	0.2434
GPSM2	0.2868	0.2772	0.288	0.277
CHD1L	0.2106	0.4978	0.2276	0.5268
PRPF38B	0.2584	0.2276	0.2238	0.2008
SORT1	0.3908	0.3404	0.3946	0.2896
LAMTOR5	0.7526	0.7056	0.7572	0.6862
CEPT1	0.3056	0.287	0.299	0.28
CTTNBP2NL	0.9828	0.9416	0.98	0.9134
CELSR2	0.5146	0.8016	0.3624	0.6832
FAM102B	0.6802	0.5798	0.63	0.5252
HIPK1	0.576	0.9236	0.5506	0.91
SLC22A15	0.125	0.1024	0.142	0.1312
ATP1A1	0.2648	0.38	0.2192	0.3146
AHCYL1	0.1706	0.2444	0.1036	0.1664
KCND3	0.366	0.3968	0.3986	0.4126
SRGAP2C	0.6038	0.5002	0.6116	0.4762
KCNA2	0.2136	0.1268	0.114	0.0575
SRGAP2B	0.5154	0.5008	0.4946	0.479
GDAP2	0.6124	0.3438	0.5694	0.3208
SLC6A17	0.2802	0.2644	0.0762	0.0844
TRIM33	0.44	0.7458	0.3738	0.71
MAN1A2	0.5648	0.4368	0.474	0.36
LRIG2	0.319	0.2016	0.3544	0.2116
_ENSG00000223804	0.7072	0.992	0.657	0.9924
_ENSG00000224363	0.3204	0.4802	0.3024	0.4812
SLC16A1-AS1	0.8792	0.6442	0.8716	0.635
LINC02798	0.5878	0.6376	0.6274	0.6566
WARS2-AS1	0.2394	0.1932	0.2024	0.184
RNF115	0.1328	0.125	0.0674	0.0632
SEC22B	0.7896	0.9494	0.78	0.9476
NBPF12	0.9178	0.5872	0.907	0.5196
_ENSG00000274642	0.1466	0.1734	0.1324	0.136
_ENSG00000275131	0.2432	0.1966	0.239	0.1934
HYDIN2	0.0512	0.0454	0.0207	0.0173
LINC01632	0.4012	0.2044	0.3978	0.2088
PLEKHO1	0.7968	0.8568	0.7376	0.8212
ASH1L	0.6982	0.503	0.692	0.46
GON4L	0.0482	0.0464	0.0075	0.0135
ARHGEF2	0.928	0.981	0.912	0.9792
MEF2D	0.183	0.1558	0.0969	0.0973
C1orf61	0.1322	0.1104	0.1102	0.0917
DAP3	0.7662	0.4928	0.7322	0.4378
KHDC4	0.0611	0.0653	0.0296	0.0295
BCAN	0.0642	0.0465	0.0279	0.0128
ARHGEF11	0.4864	0.8664	0.4102	0.8394
SYT11	0.8572	0.7884	0.8528	0.7794
VPS45	0.4444	0.509	0.4136	0.4262
PRCC	0.5664	0.872	0.5172	0.865
ECM1	0.3602	0.3928	0.4136	0.432
SNX27	0.282	0.537	0.2002	0.4538
SETDB1	0.8926	0.9296	0.8798	0.9114
PI4KB	0.2446	0.264	0.1636	0.1634
PIP5K1A	0.7282	0.8712	0.7262	0.8704
ENSA	0.1322	0.1316	0.1488	0.1426
ARNT	0.516	0.295	0.4362	0.1944
POGZ	0.7248	0.6852	0.6464	0.5768
GABPB2	0.7564	0.511	0.7558	0.46
ATP8B2	0.3904	0.1424	0.301	0.0878
JTB	0.2492	0.1228	0.1688	0.0681
TPM3	0.4276	0.2936	0.457	0.3032
HAX1	0.5748	0.5506	0.4976	0.4362
C1orf43	0.1596	0.2756	0.0731	0.1296
GATAD2B_ENSG00000143614	0.3978	0.5444	0.358	0.511
INTS3_ENSG00000143624	0.9698	0.7464	0.97	0.763
SV2A	0.381	0.3962	0.2174	0.2752
PSMD4	0.2592	0.2324	0.2474	0.2296
THEM4	0.1562	0.1486	0.194	0.1944
ADAR	0.4712	0.4616	0.4946	0.4658
FDPS	0.1706	0.1792	0.1434	0.1446
RUSC1	0.823	0.9384	0.7374	0.9008
LMNA	0.833	0.8732	0.804	0.8598
RPRD2	0.2672	0.2334	0.2252	0.1814
YY1AP1	0.6374	0.9332	0.6282	0.9348
CCT3	0.8418	0.831	0.8422	0.8278
PDE4DIP	0.0506	0.0461	0.0485	0.0336
GPR89B	0.877	0.9404	0.854	0.927
CDC42SE1	0.8722	0.759	0.8772	0.797
DENND4B	0.5642	0.3586	0.4958	0.271
SMG5	0.6356	0.5446	0.651	0.5372
MLLT11	0.7522	0.5748	0.6906	0.5162
_ENSG00000215861	0.1236	0.218	0.1206	0.2066
_ENSG00000227733	0.2674	0.1846	0.2498	0.1402
OTUD7B	0.2802	0.3516	0.2888	0.3668
MRPS21	0.5546	0.8422	0.5268	0.819
LINC01138	0.4204	0.3226	0.3454	0.2484
_ENSG00000274265	0.3586	0.3102	0.239	0.171
LINC00869	0.4672	0.8038	0.4672	0.7934
KIFAP3	0.0415	0.0335	0.0476	0.0318
KLHL20	0.0168	0.0155	0.0079	0.013
SUCO	0.297	0.4876	0.28	0.5088
TNR	0.4994	0.423	0.4116	0.3202
CACYBP	0.2932	0.2744	0.2494	0.1978
RGS4	0.4994	0.8436	0.3536	0.7548
BLZF1	0.4918	0.456	0.5024	0.4154
PRRC2C	0.5612	0.3666	0.6052	0.413
ATF6	0.832	0.6922	0.827	0.6818
COPA	0.7604	0.7966	0.7642	0.8118
PIGC	0.815	0.9	0.773	0.8364
RC3H1	0.7216	0.556	0.64	0.4494
ATP1B1	0.1442	0.1252	0.0833	0.0617
TIPRL	0.0662	0.0736	0.032	0.0357
NME7	0.9368	0.8614	0.927	0.8266
MPC2	0.127	0.1032	0.1534	0.1324
DCAF6	0.5588	0.8078	0.5002	0.8002
UCK2	0.0389	0.0504	0.0177	0.0179
TMCO1	0.0685	0.0517	0.0465	0.0265
POU2F1	0.3596	0.4342	0.3322	0.3936
MGST3	0.6084	0.7946	0.5058	0.7554
COP1	0.1462	0.0786	0.1584	0.0868
RGS5	0.1496	0.3512	0.1654	0.3716
SDHC	0.7368	0.7718	0.5892	0.6352
PFDN2	0.8946	0.8068	0.8646	0.767
RABGAP1L	0.1788	0.208	0.1356	0.1254
UHMK1	0.52	0.668	0.3684	0.5878
NDUFS2	0.5256	0.5488	0.5284	0.573
CADM3	0.9646	0.8342	0.934	0.768
IGSF8	0.8882	0.6042	0.8164	0.5282
PEA15	0.2166	0.491	0.1666	0.4214
PBX1	0.237	0.2518	0.2328	0.2462
FAM78B	0.3606	0.5774	0.2796	0.4886
DNM3	0.5884	0.6262	0.5048	0.5532
NOS1AP	0.4454	0.5056	0.4596	0.512
_ENSG00000203739	0.2606	0.2116	0.2706	0.2196
GAS5	0.0315	0.0309	0.0116	0.0079
PCP4L1	0.737	0.5634	0.7236	0.586
TPR	0.4756	0.513	0.4894	0.5
ZC3H11A	0.1232	0.117	0.0549	0.0588
RASAL2	0.3864	0.562	0.387	0.5556
PPP1R12B	0.3742	0.2782	0.3382	0.2622
RALGPS2	0.604	0.5814	0.6014	0.5908
ANGPTL1	0.9274	0.8484	0.8944	0.7064
FAM20B	0.372	0.6568	0.4058	0.6902
EDEM3	0.685	0.6078	0.6198	0.5222
C1orf21	0.4792	0.6424	0.281	0.479
SWT1	0.6074	0.441	0.6234	0.4742
IVNS1ABP	0.8488	0.9264	0.7864	0.923
SMG7	0.3376	0.4454	0.1934	0.3178
RO60	0.835	0.9916	0.8508	0.9894
UCHL5	0.4116	0.4296	0.3404	0.3746
TMEM9	0.9848	0.8444	0.9836	0.8452
KDM5B	0.6174	0.518	0.5954	0.476
KLHL12	0.729	0.6366	0.7412	0.629
CAMSAP2	0.1286	0.1468	0.0407	0.0615
DSTYK	0.8424	0.4926	0.8382	0.47
NAV1	0.8256	0.7684	0.8174	0.7874
CDC73	0.8932	0.948	0.8694	0.9356
TIMM17A	0.2146	0.2176	0.1706	0.1522
CRB1	0.2006	0.3586	0.1954	0.3448
STX6	0.1386	0.168	0.154	0.17
DHX9	0.0318	0.0279	0.0172	0.023
CEP350	0.8206	0.738	0.8424	0.7536
LAMC1	0.5746	0.6006	0.5554	0.5502
ABL2	0.2878	0.3894	0.3218	0.4118
XPR1	0.8712	0.9962	0.8648	0.994
RGL1	0.7052	0.4474	0.694	0.4112
PPFIA4	0.4578	0.8138	0.4778	0.8238
PLEKHA6	0.3532	0.3112	0.3224	0.2658
ARL8A	0.8522	0.8	0.8188	0.758
NEK7	0.6496	0.9698	0.6012	0.9754
ASTN1	0.6556	0.782	0.6356	0.7452
NMNAT2	0.9288	0.9936	0.9036	0.9898
ODR4	0.192	0.1894	0.0953	0.0736
BRINP3	0.9194	0.8522	0.9188	0.8454
KCNT2	0.5468	0.5848	0.2276	0.2564
NFASC	0.6884	0.69	0.6676	0.632
TOR1AIP2	0.6202	0.4372	0.5038	0.2936
LRRN2	0.2884	0.3076	0.2394	0.2452
ZBTB41	0.1536	0.094	0.0654	0.0267
CNTN2	0.3644	0.3236	0.2874	0.239
CACNA1E	0.5282	0.6324	0.487	0.6298
MDM4	0.5544	0.4912	0.4748	0.3856
IPO9	0.6342	0.8636	0.598	0.8644
COLGALT2	0.8272	0.8308	0.7994	0.8032
BRINP2	0.8228	0.784	0.7582	0.717
DENND1B	0.399	0.4382	0.3562	0.3626
_ENSG00000227579	0.828	0.895	0.8438	0.9156
_ENSG00000229739	0.2278	0.1884	0.1596	0.0898
MIR181A1HG	0.1876	0.1426	0.1854	0.1442
ACBD6	0.6408	0.5076	0.661	0.5128
_ENSG00000231767	0.745	0.613	0.698	0.4862
IPO9-AS1	0.4242	0.5278	0.3594	0.426
NUP133	0.0818	0.1102	0.0674	0.0784
NUCKS1	0.172	0.2828	0.1036	0.1848
PLXNA2	0.509	0.6096	0.5374	0.6174
TGFB2	0.0483	0.0563	0.0655	0.0692
GPATCH2	0.2386	0.4468	0.182	0.3988
MARK1	0.9748	0.9738	0.9642	0.9724
CD46	0.5068	0.4682	0.5116	0.462
RCOR3	0.9266	0.9024	0.9006	0.8842
NSL1	0.6536	0.8814	0.655	0.8762
RAB3GAP2	0.6538	0.5056	0.6586	0.5088
LPGAT1	0.2384	0.1852	0.0943	0.0644
EPRS1	0.9934	0.9812	0.9938	0.9786
KCTD3	0.5854	0.6506	0.5336	0.6192
RPS6KC1	0.5754	0.4942	0.541	0.424
LYPLAL1	0.4564	0.2652	0.3698	0.1988
SYT14	0.9702	0.8886	0.9554	0.8344
KCNH1	0.5704	0.5206	0.6072	0.5498
SUSD4	0.1418	0.1542	0.0589	0.0743
DUSP10	0.315	0.2916	0.292	0.2606
SRP9	0.4508	0.4698	0.2836	0.398
NVL	0.3596	0.291	0.3612	0.2742
FBXO28	0.9188	0.801	0.8882	0.7078
ARF1	0.7778	0.8022	0.763	0.7802
GUK1	0.5324	0.2546	0.255	0.0813
CDC42BPA	0.4604	0.3972	0.2648	0.2372
CNIH3	0.1676	0.1788	0.1912	0.2104
MIA3	0.4838	0.4202	0.4752	0.3704
ENAH	0.381	0.333	0.2452	0.2276
CCSAP	0.307	0.3638	0.234	0.311
FLVCR1	0.579	0.783	0.5882	0.7794
MRPL55	0.0157	0.034	0.0206	0.0334
WDR26	0.6224	0.6748	0.4734	0.5826
COQ8A	0.0221	0.026	0.0228	0.0367
RAB4A	0.619	0.622	0.5536	0.5698
RNF187	0.3252	0.494	0.0847	0.2342
ACBD3	0.0797	0.0843	0.0427	0.0411
ESRRG	0.7186	0.8488	0.7216	0.8146
SLC30A10	0.86	0.9184	0.8068	0.8804
TATDN3	0.2234	0.2328	0.1842	0.1972
MIR29B2CHG	0.8054	0.8116	0.8084	0.8056
MORF4L1P1	0.2192	0.2364	0.165	0.166
SRGAP2	0.7842	0.9424	0.7738	0.933
EIPR1	0.3338	0.409	0.3816	0.454
SH3YL1	0.6492	0.6824	0.6474	0.6722
ARID4B	0.459	0.4926	0.4298	0.4514
SDCCAG8_ENSG00000054282	0.172	0.2324	0.0972	0.1608
TARBP1	0.8016	0.9492	0.8152	0.9526
ERO1B	0.6776	0.606	0.6348	0.5748
LGALS8	0.0825	0.0689	0.0372	0.0243
MTR	0.794	0.6978	0.779	0.6666
SIPA1L2	0.2302	0.2776	0.178	0.2094
AKT3_ENSG00000117020	0.1628	0.147	0.1316	0.124
HEATR1	0.8608	0.6732	0.8664	0.6536
CHRM3	0.4388	0.4544	0.2772	0.3614
PCNX2	0.0295	0.0316	0.0462	0.0506
KCNK1	0.3202	0.2788	0.2822	0.2726
EGLN1	0.2402	0.2442	0.2396	0.2544
NTPCR	0.0241	0.0778	0.0279	0.0821
GALNT2	0.4696	0.5978	0.3908	0.5268
TTC13	0.8276	0.5744	0.8012	0.4692
LYST	0.5774	0.494	0.5292	0.4502
MAP3K21	0.1422	0.1356	0.1482	0.1396
CEP170_ENSG00000143702	0.1374	0.397	0.1388	0.3856
GGPS1	0.8042	0.6562	0.7906	0.6344
HNRNPU	0.1378	0.0852	0.0361	0.0174
AHCTF1	0.3796	0.529	0.3998	0.529
FMN2	0.6504	0.4372	0.5772	0.3156
KIF26B_ENSG00000162849	0.1492	0.0924	0.1444	0.0798
CNST	0.269	0.443	0.2792	0.4196
B3GALNT2	0.8532	0.7584	0.8414	0.7506
