"gene","theta_formula"
"SDHB",0.0363685581849295
"IGSF21",0.0254720205888744
"KIF17",0.0494554442113898
"ECE1",0.00643184977377269
"SYF2",0.659548875728001
"RSRP1",0.139314842025382
"STMN1",0.122597463927142
"MAN1C1",0.0481812353752129
"DHDDS",0.00822955725515487
"ARID1A",0.0193360351074634
"STX12",0.0703431053981084
"TAF12",0.0407362495152261
"HNRNPR",0.158758591809042
"DNAJC8",0.912889918331471
"AHDC1",0.371131876859087
"EMC1",0.103432690542846
"UBR4",0.00348411808235222
"HP1BP3",0.0180721890978794
"ATP5IF1",0.0801088651384093
"EPHB2",0.0863859573938406
"SRRM1",0.128826927372832
"SH3BGRL3",0.0440961975516743
"RPL11",0.789880389625739
"WDTC1",0.0204241428945673
"EXTL1",0.0115286207489039
"EYA3",0.0588248715498775
"WASF2",0.0155072456025789
"NBL1",0.114694594856303
"PINK1",0.344912542544984
"EPB41",0.130820149482836
"ATP13A2",0.00933863087663267
"GMEB1",0.0629416746014594
"CAMK2N1",0.782197327469992
"LUZP1",0.0083232425725906
"OTUD3",0.00519547012465672
"TRNAU1AP",0.0130327085748522
"TMEM50A",0.587078783277363
"TMEM222",0.0386793699221469
"SRSF10",0.0275233270403342
"DDI2",0.0151380328807442
"YTHDF2",0.157495150037916
"HMGN2",0.0612365757283219
"PHACTR4",0.0129383504911526
"MACO1",0.0260802005352128
"CROCCP2",0.0120336506517132
"NBPF1",0.0151752734378298
"EMC1-AS1",0.883332640518504
"_ENSG00000233478",0.168347781003677
"UQCRHL",0.127418510095533
"_ENSG00000235912",0.724892385938089
"ELOA-AS1",0.229146565972757
"_ENSG00000240553",0.231639329806889
"_ENSG00000280114",0.34953269011812
"AK2",0.00530476930072439
"SCMH1",0.11342358206431
"NCDN",0.931026657125402
"KPNA6",0.01547131414398
"TRIT1",0.109033459400972
"TRAPPC3",0.00869089082656464
"THRAP3",0.157310072575618
"SNRNP40",0.00113246780370576
"KDM4A",0.0593784780311366
"NFYC",0.00498616708110632
"TESK2",0.0213429259641381
"EIF2B3",0.0316258669263778
"SMAP2",0.250961940223135
"PPIE",0.37874332091756
"ZMPSTE24",0.0470625224627942
"EIF3I",0.883563920217119
"NKAIN1",0.0401542353782685
"COL16A1",0.00657725789164405
"POMGNT1",0.170466739738446
"MAST2",0.0025193110329079
"AGO1",0.0100781140042322
"S100PBP",0.023714007919895
"DLGAP3",0.92899445562366
"SFPQ",0.622780090236418
"MAP7D1",0.0421405303860748
"OSCP1",0.0616477785293148
"HPCAL4",0.607220037132557
"RLF",0.0498579803587124
"RIMS3",0.925410709320507
"EBNA1BP2",0.0690142067668562
"IPO13",0.0327125139181917
"ATP6V0B",0.345750874921329
"B4GALT2",0.203083080877255
"ERI3",0.0517065330877725
"PTCH2",0.000596425758992276
"PRDX1",0.205292204890773
"FAAH",0.190464752902437
"NSUN4",0.0475303403448463
"ADGRB2",0.0118961130347347
"ZCCHC17",0.165178224171036
"FABP3",0.721456874614552
"KHDRBS1",0.0447888886573488
"TMEM39B",0.588883940977524
"CSMD2",0.627165329320045
"HPCA",0.632697540550944
"PSMB2",0.308783383743375
"AGO3",0.00490271300297729
"ST3GAL3",0.028191885235539
"HIVEP3",0.497173577999992
"MACF1",0.0302105066325833
"CAP1",0.751930749293022
"PPT1",0.748131504624276
"LRRC41",0.0456028951256503
"NASP",0.023081131847833
"PUM1",0.0129538469783184
"YARS1",0.136266133151915
"PHC2",0.00344355642036772
"AGO4",0.0119641302700298
"C1orf216",0.453191304223695
"KIAA0319L",0.00199991922334979
"AZIN2",0.0483008571166647
"RPS8",0.956960335694796
"PTPRF",0.598455112676406
"ZMYM4",0.00627315128983989
"RHBDL2",0.172793361419916
"CCDC24",0.00051430491231006
"GPBP1L1",0.012685734220095
"BSDC1",0.0124534450949273
"ZNF362",0.141498531986195
"ZSWIM5",0.00811805640302822
"SDC3",0.881375828399745
"PEF1",0.574449488885452
"SYNC",0.540799103283685
"RBBP4",0.0636689328623776
"SMIM12",0.0401712419530166
"MEAF6",0.406064919496167
"NDUFS5",0.56142918885656
"UQCRH",0.157557409891113
"AKIRIN1",0.0315785781079325
"ZBTB8OS",0.0890622233460987
"RIMKLA",0.148475968574901
"DMAP1",0.120440251262283
"EPHA10",0.136213366151086
"SF3A3",0.02583697719134
"CCDC30",0.415500886955091
"RNF220",0.921090264721335
"MTF1",0.0547888015451057
"STK40",0.00231628083495009
"SZT2",0.00256670378050024
"ARMH1",0.273601327863747
"FOXJ3",0.0222244996856425
"INPP5B",0.0129118628841251
"_ENSG00000228436",0.00605682579965053
"_ENSG00000230955",0.23645400055823
"_ENSG00000238287",0.0776323836995592
"LRRC7",0.993794136990658
"PTGER3",0.948159983108816
"NDC1",0.0485213326317332
"LRRC40",0.0607850049766402
"NRDC",0.0122540077290988
"MKNK1",0.27454765814181
"HSPB11",0.447706262022732
"EPS15",0.356204059831819
"ALG6",0.0211566925609576
"DHCR24",0.630642407196342
"SCP2",0.00974073362903928
"TMEM59",0.298655073989226
"DOCK7",0.0356652156293127
"DNAJC6",0.0729771629400521
"LEPR",0.0690912677452657
"SLC35D1",0.292302042169807
"SRSF11",0.0400739883327802
"OSBPL9",0.0138855526890073
"TXNDC12",0.0412519800658864
"ANKRD13C",0.0638973105199929
"SGIP1",0.114152486094858
"ECHDC2",0.00468030314029834
"RNF11",0.955189316506236
"ATPAF1",0.0445216655288391
"ATG4C",0.045911077506637
"SPATA6",0.0883712512163111
"ZRANB2",0.027842930228951
"PATJ",0.0829965233845319
"HOOK1",0.246727940989511
"BTF3L4",0.0721712535310928
"TUT4",0.0374857757307335
"ITGB3BP",0.986628587876255
"SERBP1",0.408156532758922
"WDR78",0.330372951927381
"ZFYVE9",0.0148458630810552
"LRP8",0.00359044604217594
"SSBP3",0.234416864496126
"CACHD1",0.130643586863337
"EFCAB14",0.0469110724345287
"CMPK1",0.0164530436789973
"ELAVL4",0.817911607029908
"ZYG11B",0.244662109304226
"MAGOH",0.0985919932788522
"ACOT11",0.103278809009468
"USP24",0.104001081937942
"PRKAA2",0.420760285765206
"AK4",0.626234047650666
"JAK1",0.0127077944416089
"RAVER2",0.147679709098617
"NFIA",0.0342107758351581
"MYSM1",0.0586476514491439
"TM2D1",0.107639237741795
"NEGR1",0.28692123780346
"FGGY",0.0292683332817016
"DAB1",0.74297438975971
"GLIS1",0.070423529458114
"JUN",0.933584882061926
"PDE4B",0.129138661205686
"FAF1",0.0551861725958626
"AGBL4",0.27615628457142
"CYP4X1",0.142763449192908
"MIER1",0.0150257539194587
"EFCAB7",0.0747813581686616
"LINC01748",0.0510842256244601
"_ENSG00000229294",0.350451505434676
"ZRANB2-AS2",0.0680017759000822
"GCLM",0.179055927624241
"_ENSG00000036549",0.033576899815602
"MSH4",0.554101376748551
"COL11A1",0.0319849898038108
"PKN2",0.00267607803473706
"EVI5",0.017771964184998
"USP33",0.0176006135619254
"SH3GLB1",0.0970008356204895
"CDC7",0.0324809404744796
"PALMD",0.785812342883547
"ACADM",0.00167268509699401
"ST6GALNAC5",0.696162938801563
"ADGRL2",0.0884933937921521
"SSX2IP",0.514269094593458
"ZNHIT6",0.708018573497948
"ABCD3",0.0189864887384059
"PTBP2",0.0672848680507535
"PLPPR5",0.951495432792704
"PLPPR4",0.120801103285185
"SLC35A3",0.0111320504247633
"OLFM3",0.223216993110077
"RPL5",0.818574133187384
"ODF2L",0.0218237656699927
"TRMT13",0.110254659143194
"ZNF644",0.00816153320544008
"CCDC18",0.189186070894301
"RPAP2",0.00386601721082653
"BCAR3",0.0925744483694769
"TTLL7",0.0686867850054521
"FNBP1L",0.537255628259685
"KYAT3",0.00993824559551258
"GTF2B",0.427634122509884
"GIPC2",0.603237602741913
"ARHGAP29",0.0873933077093432
"SLC44A5",0.262467481531563
"RPL7P9",0.976899334478442
"DBT",0.361534040861002
"RTCA",0.0200766493114166
"PRKACB",0.346208575000773
"PIGK",0.210393758125352
"LMO4",0.474772955674868
"MTF2",0.0768222746646019
"DDAH1",0.0174706978364025
"HS2ST1",0.145611381231643
"AK5",0.0455645915282573
"DIPK1A",0.0616665647114698
"MFSD14A",0.0127495568691206
"FUBP1",0.0316575342608498
"TYW3",0.172602489797245
"SNX7",0.0338904912104207
"NTNG1",0.220778288017852
"C1orf52",0.488376630139857
"ZNF326",0.0292620770800769
"AGL",0.0121885763601781
"EXTL2",0.291789279211804
"SLC30A7",0.173766788654231
"COL24A1",0.434345331580036
"EPHX4",0.560007482219669
"ALG14",0.104868280101977
"GLMN",0.102704317206735
"ERICH3",0.318495695770097
"MIGA1",0.373808178922555
"SELENOF",0.297887448716296
"ST6GALNAC3",0.0733899511231267
"RNPC3",0.170295481745682
"DPYD",0.78702591581512
"BTBD8",0.239678101950128
"LRRC8B",0.0284301605730812
"CCDC18-AS1",0.2147630613014
"_ENSG00000224550",0.724884251421835
"MIR137HG",0.120318570709851
"_ENSG00000232825",0.0140800673325638
"DPYD-AS1",0.274366614389566
"LINC01725",0.0209328195605876
"LINC02609",0.0273415324274104
"CLCA4-AS1",0.124030830299024
"PKN2-AS1",0.0173090058089412
"AMY2B",0.0344586858996873
"_ENSG00000259946",0.43490542805844
"ST7L",0.00533251536968009
"CSDE1",0.464311381639246
"SARS1",0.760022740994289
"GNAI3",0.0224863959083953
"RSBN1",0.787061143361615
"MAGI3",0.0737608714784917
"WDR47",0.54112105546969
"STXBP3",0.0103402660620094
"KIAA1324",0.092771020409538
"AMPD2",0.26910135493892
"ATP5PB",0.381718393975741
"RAP1A",0.00845807020764042
"CAPZA1",0.00834088574293223
"BCAS2",0.305122768212116
"PHTF1",0.00324859538156554
"TTF2",0.0029131190518421
"GPR89A",0.0825182809568794
"LRIF1",0.906104239816773
"GPSM2",0.2498134550895
"CHD1L",0.00181314935228386
"PEX11B",0.146701503539065
"PRPF38B",0.421485051632106
"PSRC1",0.0793099258165098
"SORT1",0.00607098638438031
"LAMTOR5",0.449244057228603
"CEPT1",0.0100935124104897
"IGSF3",0.59940480811931
"ZNF697",0.637119430050608
"CTTNBP2NL",0.00283976670954737
"STRIP1",0.0547252282301642
"PSMA5",0.376231431079722
"CELSR2",0.443336783164218
"FAM102B",0.147152647481071
"HIPK1",0.483545325070971
"SLC22A15",0.0240705828928771
"ATP1A1",0.141088580270018
"AHCYL1",0.116323434487526
"KCND3",0.156605477399295
"SRGAP2C",0.0282467272143892
"KCNA2",0.572338770612648
"SRGAP2B",0.00875125718218741
"GDAP2",0.031705877598924
"SLC6A17",0.358672328232907
"TRIM33",0.00379046795961915
"INKA2",0.354521426766541
"MAN1A2",0.431500877347709
"LRIG2",0.0011954068277834
"_ENSG00000223804",0.118350606988504
"_ENSG00000224363",0.237099406580577
"LAMTOR5-AS1",0.142204765312417
"SLC16A1-AS1",0.0742664447019712
"LINC02798",0.231439371181514
"_ENSG00000227193",0.206283294083029
"WARS2-AS1",0.0510951391961464
"LRIG2-DT_ENSG00000238198",0.383285448212692
"RBM8A",0.808527349363559
"RNF115",0.00695854572108483
"SEC22B",0.0924431121172361
"NBPF15",0.30687908444112
"NBPF12",0.0143468469502014
"LINC01145",0.0011150502919132
"_ENSG00000274642",0.393818155475221
"_ENSG00000275131",0.473173200981012
"HYDIN2",0.124643766008726
"SCAMP3_ENSG00000116521",0.0413855211929393
"ASH1L",0.0163740592172405
"GON4L",0.00314696926022342
"ARHGEF2",0.050457344531291
"MEF2D",0.589373421967166
"PRPF3",0.00600537086371736
"C1orf61",0.0883562921171535
"DAP3",0.0221056861813037
"KHDC4",0.0398586439030328
"ARHGEF11",0.0164369593425214
"SYT11",0.453543394860915
"VPS45",0.00187850879865683
"PRCC",0.051450977629946
"ISG20L2",0.0275939053056313
"HDGF",0.0343565727757377
"SNX27",0.0236970251946876
"SETDB1",0.0194952338804449
"PI4KB",0.0114723483784286
"PIP5K1A",0.037231694515917
"ENSA",0.443477441712315
"ARNT",0.0136293101115464
"POGZ",0.178313065047052
"GOLPH3L",0.308536751592839
"GABPB2",0.0679242426008154
"ATP8B2",0.121373870652542
"JTB",0.0127150864017277
"TPM3",0.0589893515462658
"NUP210L",0.16751045030013
"UBAP2L",0.29796183001848
"HAX1",0.625751850133706
"KCNN3",0.871089302930235
"C1orf43",0.601791341772252
"GATAD2B_ENSG00000143614",0.0973699729276817
"INTS3_ENSG00000143624",0.069684003115022
"SV2A",0.656002630384409
"PSMD4",0.245280391051023
"PSMB4",0.714212345670137
"CELF3",0.123285937534911
"THEM4",0.00572500158856738
"CHTOP",0.0202318078379934
"ADAR",0.049277876115193
"FDPS",0.015788694964884
"RUSC1",0.401143707153153
"RPRD2",0.198872163632182
"SCNM1",0.265141096821188
"YY1AP1",0.133136040117081
"TRIM46",0.0042244589124811
"CCT3",0.874215378329983
"SSR2",0.778739539715326
"PDE4DIP",0.0438839154555519
"GPR89B",0.035077267506102
"SEMA4A",0.884627514892105
"CDC42SE1",0.00853802302745535
"S100A6",0.0222801863369274
"DENND4B",0.0293166862062423
"SMG5",0.00291356571492788
"ADAMTSL4-AS1",0.0232018793686419
"MLLT11",0.166120745098058
"_ENSG00000215861",0.0753347430015549
"_ENSG00000227733",0.0524345344573501
"FLG-AS1",0.260639690611369
"NBPF11",0.158751196838493
"OTUD7B",0.0113154235246905
"MRPS21",0.912274465674576
"NBPF9",0.01714734581101
"NBPF19",0.463825280880711
"LINC01138",0.0908144255154127
"_ENSG00000274265",0.202590602672952
"LINC00869",0.387697544329261
"SCYL3",0.00992281753623558
"C1orf112",0.224267236579852
"KIFAP3",0.0689709561281486
"KLHL20",0.0863432571650398
"SUCO",0.410177347601312
"TNR",0.49867266661038
"CACYBP",0.355156078339715
"RGS4",0.37294025377075
"BLZF1",0.342160615288801
"PRRC2C",0.756344309133998
"VAMP4",0.0302695511563387
"ATF6",0.0555306115299003
"COPA",0.0113511039866587
"DCAF8",0.116738511791468
"PIGC",0.176375009631283
"RC3H1",0.106731227363212
"ATP1B1",0.343570109753137
"TIPRL",0.12823234466996
"NME7",0.0905227030724996
"MPC2",0.922066726743731
"CREG1",0.653560853927074
"DCAF6",0.0249449359901661
"UCK2",0.0184712983644287
"TMCO1",0.388088286835657
"POU2F1",0.280333555692269
"ILDR2",0.781871425654351
"MGST3",0.2331131181934
"COP1",0.494345398679696
"UFC1",0.499501567714247
"SDHC",0.0920931435865546
"PFDN2",0.345661542142257
"RABGAP1L",0.0619947374020749
"UHMK1",0.722138633516218
"NIT1",0.130260069344991
"NDUFS2",0.639961938771552
"CADM3",0.631491409865748
"KCNJ9",0.81614196507086
"IGSF8",0.0177333503167326
"PEA15",0.587153052376437
"PBX1",0.505000922433545
"FAM78B",0.00848220728102342
"DNM3",0.961464705243341
"MPZL1",0.0244782078729337
"NOS1AP",0.657667457654917
"LINC00970",0.0500706365992982
"_ENSG00000203739",0.0302344309099329
"LINC02803",0.334406834565059
"_ENSG00000229531",0.163317931574144
"GAS5",0.213036687285657
"TPR",0.0406182673059841
"ATP2B4",0.170102054954596
"ZC3H11A",0.0163478075853525
"RASAL2",0.120821612881304
"PPP1R12B",0.0263478730573749
"PAPPA2",0.0725248163372909
"RALGPS2",0.061837469171095
"ANGPTL1",0.774849794030326
"FAM20B",0.851161210529673
"QSOX1",0.0178508033061878
"EDEM3",0.0793872594454631
"C1orf21",0.04976201237148
"SWT1",0.00471198626787401
"IVNS1ABP",0.0836732375533438
"SMG7",0.0373298762441525
"PLA2G4A",0.378959348932563
"RO60",0.0719587498455619
"UCHL5",0.156233251989454
"KIF21B",0.0679097026579533
"TMEM9",0.44894349082025
"KDM5B",0.0946206955194434
"KLHL12",0.245115634095867
"RBBP5",0.372166931452383
"CAMSAP2",0.034183036793765
"RNF2",0.177986410223971
"TRMT1L",0.263961373160303
"DSTYK",0.477575769119685
"NAV1",0.00586346693732852
"CDC73",0.00183560347418365
"TIMM17A",0.784626294348357
"CRB1",0.259622924093629
"STX6",0.0151516695766417
"DHX9",0.24946663099049
"CEP350",0.063418760940158
"LAMC1",0.000364556369907772
"ABL2",0.0405720918757638
"XPR1",0.0654260673819446
"FAM163A",0.840872171609191
"RGL1",0.21641852475653
"PPFIA4",0.0106274679287204
"PLEKHA6",0.594292770655062
"ARL8A",0.115858692267193
"ASTN1",0.522954643780599
"NMNAT2",0.0361838395625491
"ODR4",0.00766749584628326
"ADIPOR1",0.599721267480254
"BRINP3",0.298235020400194
"KCNT2",0.0867674307727003
"ARPC5",0.587059358930328
"ADORA1",0.0640245832356418
"NFASC",0.000567507838948218
"TOR1AIP2",0.094435964890528
"LRRN2",0.0102887159728706
"ZBTB41",0.982065473562546
"SNRPE",0.915457295335393
"CNTN2",0.131613690422435
"CACNA1E",0.617294234536289
"MDM4",0.0911049925679041
"IPO9",0.0117901872459203
"COLGALT2",0.199418131482752
"BRINP2",0.466532928834376
"SHISA4",0.241867440770012
"DENND1B",0.0397852376192573
"_ENSG00000225811",0.99406647888896
"_ENSG00000229739",0.0489675345496247
"MIR181A1HG",0.728941578274524
"ACBD6",0.0697218547720937
"_ENSG00000231767",0.967686068372419
"IPO9-AS1",0.123480536065737
"CAMK1G",0.489188650202271
"USH2A",0.0919177478984909
"HHAT_ENSG00000054392",0.0241106789439021
"PPP2R5A",0.0245573568782831
"RRP15",0.343033964733709
"IARS2",0.0529073777999352
"NUP133",0.305381326648024
"NUCKS1",0.342299675423073
"PLXNA2",0.0945806909223417
"TRAF5",0.00694263719741006
"GPATCH2",0.0139493126557098
"MARK1",0.0937545347224797
"CD46",0.018874945413203
"RCOR3",0.00114870545560037
"NENF",0.101132323524378
"NSL1",0.127244453665782
"MARC2",0.110635803804623
"RAB3GAP2",0.0313701761077891
"LPGAT1",0.384945128767769
"ABCB10",0.0141736612301774
"EPRS1",0.0331950973880429
"KCTD3",0.0510517186219124
"RPS6KC1",0.0134626174179617
"LYPLAL1",0.00880002541245607
"SYT14",0.0204786810982584
"KCNH1",0.313611353513832
"INTS7",0.002767853998949
"SMYD2",0.0783041503080178
"SUSD4",0.000477540986566177
"SNAP47",0.0873784745552856
"SRP9",0.827836530511875
"NVL",0.0145275860069123
"DEGS1",0.325512227128075
"FBXO28",0.0156055617910964
"ARF1",0.562997070402001
"CNIH4",0.0769426384562378
"GUK1",0.00679754780705021
"CDC42BPA",0.0053333622235576
"CNIH3",0.0858215266809774
"C1orf35",0.0139331369527593
"PARP1",0.438995209397364
"PTPN14",0.0324668071657705
"MIA3",0.0932159101856975
"ENAH",0.175624760080685
"CCSAP",0.48707211709725
"ELK4",0.764693161777831
"FLVCR1",0.129613377938756
"C1orf115",0.946063372536749
"MRPL55",0.00152264410460178
"WDR26",0.108769072785924
"COQ8A",0.0194567527874014
"RAB4A",0.177129837506906
"RNF187",0.967154195188866
"MFSD4A",0.251841920006885
"ANGEL2",0.0787011983811923
"ACBD3",0.0376155897382503
"_ENSG00000185495",0.486866928457037
"DNAH14",0.0770513076963628
"ESRRG",0.0284911954591748
"SLC30A10",0.264099689416056
"STUM",0.883740335126947
"TATDN3",0.0565287034227675
"MIR29B2CHG",0.0521929287554507
"MORF4L1P1",0.906615625853999
"SRGAP2",0.0180931340155266
"EIPR1",0.021843921029471
"SH3YL1",0.209655204062615
"ADSS2",0.0137625260009923
"ARID4B",0.0230001138596933
"OPN3",0.912369758893839
"SDCCAG8_ENSG00000054282",0.0063768740602268
"TARBP1",0.973476624830813
"ACTN2",0.184952898159216
"GPR137B",0.219737519582436
"ERO1B",0.0176312615940448
"GNPAT",0.135449950265369
"LGALS8",0.26657788515471
"MTR",0.00090050671581387
"SIPA1L2",0.335724965852879
"AKT3_ENSG00000117020",0.0547534292506242
"HEATR1",0.0300306047321051
"DESI2",0.00678197861569101
"CHRM3",0.0955724373641098
"PCNX2",0.0345664512127982
"KCNK1",0.154836010488783
"EGLN1",0.00621240401631221
"COG2",0.00749067439538353
"NTPCR",0.179160966064407
"GALNT2",0.109209980255344
"TTC13",0.00625968695607948
"SCCPDH",0.0265517203590028
"LYST",0.0476236181610025
"MAP3K21",0.395113458682484
"CEP170_ENSG00000143702",0.0153479202836278
"ACP1",0.842180094901286
"GGPS1",0.0618487893621729
"HNRNPU",0.271809529736415
"AHCTF1",0.00593276694259235
"FMN2",0.135834492225592
"KIF26B_ENSG00000162849",0.0582534951502878
"CNST",0.0457304224454309
"B3GALNT2",0.0108504248424253
"GNG4",0.249708135606169
"COA6",0.0766576752527751
"ZNF692",0.0708416688219365
"TRAPPC12_ENSG00000171853",0.00904711674706619
"RPS7",0.86355059772603
"ARV1",0.10576572899224
"TOMM20",0.96824322848106
"PGBD5",0.0204773583357906
"CATSPERE",0.0211223410724483
"ZBTB18",0.871681549437796
"PLD5",0.0225103330136235
"RGS7",0.464234030137606
"SLC35F3",0.0721814323183535
"SMYD3",0.00532965689578653
"EDARADD",0.0722162939101235
"MYT1L",0.851950230162696
"OR2L13",0.976493471678008
"RYR2",0.121741048748312
"EFCAB2",0.0115439450525987
"COX20",0.677260308186721
"LINC02774",0.215720633325313
"LYPD9P",0.53613927408135
"CHRM3-AS2",0.146603037980961
"LINC01250",0.493473687329669
"_ENSG00000236358",0.0766017341131578
"_ENSG00000236760",0.0829526255325056
"LYPD8",0.176016244745833
"EHD3",0.86876674619475
"TTC27",0.0572502448626267
"SPAST",0.00361089106819446
"LTBP1",0.0303428895442128
"PUM2",0.0234750686555145
"LAPTM4A",0.999487081948363
"TRIB2",0.15169566672787
"FOSL2",0.489132773361423
"DDX1",0.366321607539496
"NCOA1",0.0368611178774141
"AGBL5",0.152955149676435
"EFR3B",0.0607310753169025
"KIF3C",0.500045826240898
"RAB10",0.00457403365044143
"HADHA",0.0669073808007069
"MAPRE3",0.109031399421224
"SF3B6",0.982434120851385
"DNAJC27",0.607984618203034
"SLC30A3",0.303766633624687
"MPV17",0.0974412399488489
"GTF3C2",0.024843637680794
"NRBP1",0.101273190872611
"PPM1G",0.0343588130011472
"CLIP4",0.0402645537080897
"ID2",0.978690645389344
"TAF1B",0.0645087084660708
"HPCAL1",0.337865738446584
"BIRC6",0.00648673030805814
"NOL10",0.137116266278687
"LDAH",0.159051588392768
"WDR35",0.193445722736092
"ITGB1BP1",0.000252021030571797
"SUPT7L",0.0579304554909089
"KLHL29",0.0153128325497133
"DNMT3A",0.213409655962722
"ATAD2B",0.0190347323338753
"YPEL5",0.612136639295871
"YIPF4",0.0268085306269056
"YWHAQ",0.161537206170068
"KIDINS220",0.03591930359414
"ROCK2",0.33677237510232
"LPIN1",0.0122496598775602
"IAH1",0.182160267158475
"IFT172",0.00862752772089311
"SELENOI",0.128316794563974
"CGREF1",0.0925978130621612
"HADHB",0.0179614033595981
"ADCY3",0.0232571132788913
"TRIM54",0.0823930587377467
"DTNB",0.298867081225052
"MBOAT2",0.260588374743428
"PDIA6",0.118096023426869
"RHOB",0.698929216234601
"ASXL2",0.0899705517317045
"_ENSG00000145063",0.0263204214388413
"RNF144A",0.0169473172429035
"ASAP2",0.0193732792493842
"ADAM17",0.283175013756779
"NBAS",0.00667531462899248
"SLC30A6",0.132612659736159
"DPYSL5",0.0817937944314993
"BABAM2",0.208101229709563
"GALNT14",0.0220549559685582
"MEMO1",0.72987380730555
"DPY30",0.401870548502548
"KCNF1",0.0116907750985204
"LRATD1",0.953978740526514
"SMC6",0.014852026413351
"VSNL1",0.240385877266407
"DNAJC5G",0.107380414651375
"SLC4A1AP",0.210052033943189
"SPDYA",0.29719995885307
"WDR43",0.0254990222828419
"ALK",0.119413282691227
"TRMT61B",0.482396416230716
"RBKS",0.0946003409148726
"KCNK3",0.583401717893132
"LCLAT1",0.0545808439884
"UBXN2A",0.0178928196370915
"GREB1",0.00602710109939328
"FAM49A",0.315100021255611
"ITSN2",0.00547537871921634
"PPP1CB",0.127534667199599
"FAM228B",0.127731273700947
"DNAJC27-AS1",0.38421718625749
"MIR3681HG",0.0921398671535121
"OST4",0.616932722475351
"LINC00276",0.111871512319251
"LINC00486",0.330417924669143
"LINC01376",0.0169496455044477
"LINC00299",0.0636791341091584
"MRPL33",0.220738189327112
"BIRC6-AS2",0.89342638073022
"NDUFAF7",0.0633312738602459
"HEATR5B",0.0390994133598227
"CEP68",0.0100103380297925
"MAP4K3",0.0290193812976098
"MDH1",0.103346944603811
"EIF2AK2",0.0379158124781373
"MTA3",0.0685378969099193
"TTC7A",0.0125184296921577
"SRBD1",0.00134044655453545
"PSME4",0.200620594700566
"ERLEC1",0.584207745042179
"XPO1",0.00361636539758131
"MSH2",0.0245750961787352
"ASB3",0.207127267211511
"SPTBN1",0.00925694795853267
"RTN4",0.388523056420234
"CCDC88A",0.172276446259751
"FANCL",0.0986365826352495
"PAPOLG",0.133176582872523
"USP34",0.00302426188215134
"CCT4",0.522474158049554
"EHBP1",0.0138876813333799
"STRN",0.0255887774778119
"CEBPZ",0.105166181566227
"RMDN2",0.26520646747396
"SRSF7",0.751334583537603
"SLC1A4",0.484229790501884
"SOS1",0.00987172868924257
"COX7A2L",0.207584261053434
