gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
NEGR1	0.1868	0.1312	0.1562	0.111
FGGY	0.4654	0.2718	0.4638	0.2694
DAB1	0.4162	0.487	0.4602	0.5226
PDE4B	0.5066	0.436	0.4946	0.4348
FAF1	0.309	0.3322	0.2912	0.313
ROR1	0.997	0.9724	0.9964	0.9616
AGBL4	0.6988	0.5134	0.629	0.3614
LINC01748	0.0355	0.0292	0.054	0.0518
_ENSG00000231252	0.414	0.359	0.4152	0.3372
PKN2	0.136	0.1462	0.1416	0.1518
EVI5	0.9092	0.8658	0.8896	0.8592
TGFBR3	0.604	0.4768	0.6026	0.4434
CDC14A	0.4192	0.4458	0.399	0.4102
CNN3	0.4378	0.4214	0.4392	0.411
F3	0.7812	0.815	0.6662	0.7196
PTBP2	0.0563	0.0651	0.0769	0.0855
ZNF644	0.441	0.6524	0.3962	0.5794
RPAP2	0.6408	0.3202	0.6584	0.3252
VAV3	0.8562	0.591	0.8364	0.526
BCAR3	0.5566	0.4612	0.5526	0.4368
PRKACB	0.8428	0.7454	0.8206	0.752
DDAH1	0.4944	0.2578	0.4884	0.2674
HS2ST1	0.1498	0.1002	0.1706	0.114
AGL	0.9838	0.7602	0.9822	0.7866
RNPC3	0.9222	0.9376	0.8548	0.8548
CCDC18-AS1	0.0864	0.0618	0.0805	0.0593
SLC44A3-AS1	0.5512	0.6908	0.5318	0.6728
MAGI3	0.1458	0.1266	0.1698	0.146
CAPZA1	0.7794	0.9764	0.7718	0.9694
NOTCH2	0.4396	0.378	0.3718	0.3416
AHCYL1	0.3674	0.2996	0.3118	0.2116
_ENSG00000223804	0.03	0.093	0.0201	0.0614
RNF115	0.1348	0.1454	0.104	0.0936
_ENSG00000274642	0.1482	0.1564	0.1322	0.1162
ASH1L	0.657	0.762	0.641	0.7502
C1orf61	0.5266	0.6486	0.5634	0.6902
BCAN	0.8784	0.7874	0.8834	0.812
SYT11	0.7094	0.9646	0.6462	0.9532
VPS45	0.2074	0.1824	0.2444	0.196
ENSA	0.7516	0.8116	0.742	0.806
POGZ	0.6326	0.9154	0.6558	0.922
KCNN3	0.6952	0.6752	0.678	0.6702
S100A1	0.8862	0.768	0.872	0.7494
RPRD2	0.965	0.9122	0.9614	0.9118
PBXIP1	0.545	0.42	0.5398	0.4376
PDE4DIP	0.022	0.0163	0.028	0.0225
OTUD7B	0.9106	0.7394	0.8648	0.694
NBPF19	0.26	0.2676	0.1192	0.1432
LINC01138	0.0492	0.023	0.0388	0.0254
ATP1A2	0.3444	0.314	0.2786	0.2662
PRRX1	0.5376	0.4108	0.4834	0.3508
PRRC2C	0.2624	0.3184	0.2888	0.3398
PRDX6	0.223	0.1908	0.1964	0.1542
DCAF6	0.5162	0.3216	0.553	0.3564
POU2F1	0.3594	0.2608	0.4062	0.2678
COP1	0.659	0.5498	0.626	0.5382
RABGAP1L	0.2492	0.3092	0.2094	0.216
KCNJ10	0.905	0.8524	0.736	0.8002
PBX1	0.9678	0.7286	0.9762	0.729
DNM3	0.1032	0.1084	0.1162	0.103
ATP2B4	0.8424	0.5426	0.77	0.4128
ZC3H11A	0.5922	0.4864	0.6024	0.4842
PPP1R12B	0.9536	0.8706	0.9472	0.8534
C1orf21	0.892	0.9316	0.8728	0.918
CAMSAP2	0.214	0.129	0.171	0.1074
NAV1	0.3096	0.2392	0.327	0.2356
CRB1	0.161	0.1446	0.1668	0.1718
GLUL	0.6992	0.9348	0.6366	0.9022
CEP350	0.92	0.8238	0.9	0.7736
NPL	0.6548	0.6746	0.6212	0.6106
XPR1	0.7208	0.9876	0.6098	0.9752
RGL1	0.8942	0.93	0.8962	0.9312
ASTN1	0.7572	0.5572	0.6952	0.5008
CSRP1	0.9808	0.8214	0.9734	0.771
BRINP3	0.6042	0.6894	0.5408	0.6562
GPR37L1	0.8442	0.8272	0.7994	0.7958
MDM4	0.1346	0.379	0.1158	0.3372
BRINP2	0.8512	0.4002	0.773	0.3442
ACBD6	0.362	0.6246	0.3562	0.6388
NUCKS1	0.9374	0.9908	0.9162	0.9894
PLXNA2	0.1866	0.2196	0.1786	0.223
TGFB2	0.8108	0.748	0.817	0.7604
RPS6KC1	0.6126	0.5686	0.5842	0.491
LYPLAL1	0.556	0.5882	0.2896	0.4096
TP53BP2	0.5628	0.4076	0.4876	0.3402
ITPKB	0.5176	0.774	0.4704	0.7682
CDC42BPA	0.242	0.339	0.2324	0.2754
EPHX1	0.1924	0.2188	0.2452	0.2494
ENAH	0.5292	0.5664	0.486	0.5512
ESRRG	0.7286	0.5438	0.6866	0.465
ARID4B	0.2146	0.3368	0.1652	0.2442
SDCCAG8_ENSG00000054282	0.1906	0.2622	0.1768	0.2218
AKT3_ENSG00000117020	0.142	0.1066	0.1342	0.099
AGT	0.6282	0.5028	0.5874	0.463
GALNT2	0.2844	0.2712	0.2186	0.1706
FMN2	0.6116	0.417	0.5742	0.363
PLD5	0.1736	0.35	0.1554	0.3216
RGS7	0.2148	0.3962	0.1916	0.3678
EFCAB2	0.243	0.3546	0.2058	0.3548
LTBP1	0.2674	0.3294	0.1908	0.2678
PUM2	0.6562	0.8336	0.4708	0.7288
NCOA1	0.0503	0.0604	0.0532	0.0534
EFR3B	0.2688	0.1654	0.2014	0.1068
RAB10	0.5426	0.7144	0.4568	0.5474
CLIP4	0.409	0.7306	0.4086	0.7308
ID2	0.89	0.9422	0.8868	0.9416
BIRC6	0.8694	0.9746	0.8738	0.9758
ATAD2B	0.8398	0.7498	0.8218	0.6528
KIDINS220	0.8746	0.9178	0.8666	0.9134
ROCK2	0.9122	0.9436	0.875	0.9236
LPIN1	0.9624	0.9262	0.9538	0.8864
DTNB	0.6042	0.5312	0.5506	0.372
MBOAT2	0.1414	0.138	0.0973	0.087
RHOB	0.5472	0.7978	0.5306	0.7918
ASAP2	0.7142	0.5704	0.7162	0.5274
NBAS	0.2972	0.269	0.2446	0.201
BABAM2	0.7806	0.8542	0.68	0.8008
FAM49A	0.4088	0.4372	0.27	0.289
LINC00486	0.6254	0.5374	0.5072	0.4076
LINC00299	0.916	0.7788	0.8812	0.7458
MAP4K3	0.5636	0.591	0.5868	0.6304
PSME4	0.9206	0.978	0.86	0.979
XPO1	0.7988	0.6986	0.787	0.6718
SPTBN1	0.6742	0.5202	0.633	0.5412
RTN4	0.6952	0.426	0.6648	0.439
CCDC88A	0.432	0.406	0.381	0.3724
EFEMP1	0.53	0.47	0.5006	0.407
USP34	0.198	0.1662	0.1846	0.1586
EHBP1	0.4192	0.3022	0.3548	0.2718
SLC1A4	0.6998	0.5784	0.6364	0.522
SOS1	0.1708	0.1772	0.1484	0.129
THADA	0.1006	0.0621	0.0862	0.0563
ATL2	0.9342	0.7558	0.9152	0.7342
PPM1B	0.6048	0.772	0.6484	0.7728
PREPL	0.2168	0.2256	0.173	0.2314
FBXO11	0.9282	0.8594	0.813	0.8442
CAMKMT	0.6178	0.563	0.5598	0.5362
WDPCP	0.8522	0.6096	0.8454	0.6268
CRIM1_ENSG00000150938	0.931	0.8558	0.9164	0.8338
UGP2	0.4112	0.2336	0.424	0.2386
ACYP2	0.2586	0.1664	0.2598	0.179
PRKCE	0.9948	0.6284	0.9976	0.675
COMMD1	0.9154	0.9006	0.9038	0.8982
NRXN1	0.5338	0.3722	0.375	0.2398
EML6	0.4594	0.5136	0.3516	0.319
_ENSG00000226994	0.57	0.7222	0.591	0.7492
BCYRN1	0.5166	0.1326	0.3872	0.0518
TMSB10	0.1964	0.1488	0.1288	0.0675
CTNNA2	0.4306	0.3164	0.408	0.2894
ZNF638	0.3666	0.3542	0.354	0.3738
AAK1	0.0915	0.0846	0.0768	0.068
EXOC6B	0.172	0.2062	0.1342	0.1674
SFXN5	0.2526	0.1724	0.2684	0.181
TCF7L1	0.2474	0.1796	0.2944	0.2224
USP39	0.1732	0.1606	0.1574	0.1182
MAT2A	0.5572	0.337	0.5232	0.3006
ANTXR1	0.1318	0.252	0.1106	0.1894
LRRTM4	0.7004	0.983	0.6266	0.9686
PCBP1-AS1	0.9652	0.6268	0.968	0.6334
SPRED2	0.2334	0.3984	0.1978	0.3338
_ENSG00000204929	0.7932	0.6344	0.7714	0.5464
_ENSG00000224731	0.9352	0.7702	0.9302	0.6758
MAP4K4	0.1912	0.1534	0.1672	0.1316
RPL31	0.5782	0.7854	0.4976	0.7474
TMEM131	0.3232	0.5394	0.2836	0.5006
MERTK	0.3274	0.3506	0.2578	0.3128
LIMS1	0.1866	0.1114	0.2016	0.1022
NPAS2	0.4228	0.3602	0.3296	0.2328
ANKRD36C	0.2978	0.2734	0.2306	0.1404
PANTR1	0.2984	0.348	0.2336	0.2656
R3HDM1	0.6148	0.38	0.6232	0.4172
CLASP1	0.4308	0.638	0.383	0.682
PTPN4	0.4806	0.5072	0.4562	0.4092
RAB3GAP1	0.9858	0.8728	0.986	0.8642
DARS1	0.9712	0.7156	0.9692	0.7016
GTDC1	0.2946	0.2192	0.266	0.1674
ARHGEF4	0.996	0.7056	0.9952	0.5696
MGAT5	0.187	0.1544	0.1284	0.1232
LRP1B	0.0297	0.0565	0.0325	0.056
ZEB2	0.9866	0.7998	0.9806	0.751
DPP10	0.1612	0.1442	0.176	0.1994
NCKAP5	0.3982	0.2562	0.4334	0.2876
OSBPL6	0.3844	0.348	0.3678	0.3832
ITGA6	0.6496	0.7228	0.4246	0.623
GPD2	0.1478	0.099	0.0826	0.0608
SLC25A12	0.5328	0.4632	0.5248	0.4296
NFE2L2	0.437	0.5478	0.4798	0.5934
BAZ2B	0.2724	0.309	0.2972	0.3108
CHN1	0.9878	0.959	0.9898	0.9624
UBR3	0.7588	0.735	0.675	0.641
FMNL2	0.9634	0.8844	0.9442	0.8478
UBE2E3	0.7424	0.5824	0.7536	0.6022
HNRNPA3	0.253	0.2066	0.2252	0.1898
CSRNP3	0.477	0.5918	0.3762	0.5066
FIGN	0.885	0.7144	0.7962	0.5766
TLK1	0.255	0.2612	0.2266	0.2116
MBD5	0.5644	0.4066	0.477	0.3678
_ENSG00000228222	0.3026	0.6266	0.1902	0.5878
TTN-AS1	0.9216	0.5844	0.9118	0.541
CLK1	0.7188	0.6612	0.6456	0.5682
NCKAP1	0.3902	0.43	0.3314	0.3438
ANKRD44	0.96	0.814	0.9062	0.7638
MAP2	0.5624	0.633	0.3874	0.4802
INO80D	0.826	0.719	0.7388	0.5992
PARD3B	0.9096	0.8142	0.8974	0.7792
KLF7	0.4564	0.7618	0.4714	0.7582
DNAH7	0.9932	0.8638	0.99	0.8742
ABI2	0.234	0.1608	0.2272	0.1288
ITGAV	0.8806	0.784	0.8914	0.785
FAM171B	0.2578	0.1614	0.1522	0.0898
NBEAL1	0.6386	0.8484	0.6052	0.8706
KANSL1L	0.1984	0.1908	0.2178	0.2186
SPAG16	0.8092	0.9344	0.7938	0.9344
ANKAR	0.8152	0.5246	0.785	0.435
RFTN2	0.7488	0.5784	0.7464	0.5388
RAPH1	0.772	0.978	0.7102	0.9834
ERBB4	0.6718	0.8786	0.6518	0.874
SPATS2L	0.1914	0.1388	0.1352	0.111
HIBCH	0.694	0.751	0.6866	0.7366
BMPR2	0.3308	0.4436	0.3036	0.3918
_ENSG00000273118	0.2524	0.1748	0.263	0.1612
CUL3	0.4484	0.4278	0.3738	0.329
HDAC4	0.0292	0.0292	0.0498	0.0503
USP40	0.754	0.6404	0.7578	0.6506
ACSL3	0.198	0.1632	0.0557	0.0711
IQCA1	0.7038	0.9148	0.6214	0.8566
ITM2C	0.7204	0.8508	0.7596	0.8738
SERPINE2	0.713	0.653	0.603	0.5634
TRIP12	0.5322	0.3914	0.5318	0.389
AGAP1	0.657	0.9066	0.6368	0.9072
PSMD1	0.7166	0.6406	0.7296	0.6892
PTMA	0.6486	0.4016	0.613	0.4018
DNER	0.8142	0.7598	0.6648	0.7052
RPL37A	0.2644	0.2802	0.2724	0.273
GIGYF2	0.609	0.8244	0.5784	0.7752
C2orf72	0.4254	0.4526	0.4834	0.4798
KAT2B	0.3292	0.3406	0.3306	0.308
TBC1D5	0.8622	0.7526	0.8652	0.7626
SLC6A11	0.8512	0.9284	0.841	0.9228
CHL1	0.208	0.151	0.195	0.1506
SUMF1	0.6588	0.506	0.5794	0.3888
VGLL4	0.7702	0.7862	0.7628	0.7692
RBMS3	0.5488	0.8346	0.5398	0.8178
RPL32	0.6624	0.4958	0.6682	0.4706
THRB	0.3612	0.2864	0.3016	0.2286
ATP2B2	0.6028	0.7196	0.5978	0.6968
SLC6A1	0.7522	0.718	0.693	0.6584
SNED1	0.8098	0.7002	0.7788	0.6788
SETD5	0.907	0.9216	0.8944	0.8996
SEPTIN2	0.945	0.9492	0.9162	0.9378
LRRC3B	0.6762	0.705	0.5928	0.6654
UBE2E2	0.2378	0.364	0.1454	0.2622
SRGAP3	0.413	0.3434	0.4496	0.3668
ATG7	0.744	0.9496	0.7338	0.9542
LMCD1-AS1	0.7352	0.707	0.722	0.6816
SLC6A1-AS1	0.574	0.7322	0.565	0.723
RBM5	0.3532	0.2458	0.3444	0.2386
RBM6	0.1002	0.118	0.0904	0.104
MAP4	0.5888	0.5948	0.562	0.5766
LRRFIP2	0.0704	0.0783	0.0737	0.0883
CSPG5	0.5676	0.8008	0.4928	0.7668
NKTR	0.8894	0.957	0.888	0.9604
GOLGA4	0.457	0.5506	0.4288	0.5046
CTDSPL	0.0394	0.0435	0.0131	0.0251
CLASP2	0.8504	0.6734	0.8536	0.704
PLXNB1	0.35	0.3872	0.2428	0.3002
PDCD6IP	0.1015	0.0686	0.0787	0.0485
SETD2	0.469	0.3522	0.4508	0.3394
TRAK1	0.0754	0.0531	0.0831	0.0563
KIF9-AS1	0.8668	0.7726	0.8632	0.7576
DOCK3	0.1554	0.3062	0.1604	0.325
FOXP1	0.2254	0.3326	0.227	0.2736
PDZRN3	0.3952	0.4688	0.3604	0.457
PTPRG	0.8686	0.6476	0.8262	0.595
LRIG1	0.1892	0.2446	0.183	0.2342
MAGI1	0.5198	0.4606	0.5066	0.4712
CADPS	0.8564	0.7004	0.8336	0.6714
PRICKLE2	0.9234	0.9208	0.9058	0.9024
SLMAP	0.305	0.2916	0.1828	0.1562
PBRM1	0.0898	0.1462	0.115	0.1668
FAM107A	0.7918	0.9794	0.755	0.9782
ROBO1	0.858	0.9342	0.55	0.864
CADM2	0.1746	0.1796	0.1158	0.136
TAFA1	0.499	0.4644	0.4096	0.3794
ROBO2	0.1834	0.1884	0.1116	0.123
FHIT	0.913	0.974	0.8592	0.9654
SUCLG2-AS1	0.9932	0.8506	0.991	0.861
ARHGAP31	0.0173	0.0156	0.0221	0.0276
EPHA6	0.764	0.5848	0.6788	0.3046
GSK3B	0.4436	0.3566	0.472	0.3912
BBX	0.2688	0.239	0.24	0.2008
SENP7	0.2038	0.195	0.2154	0.1778
IGSF11	0.6662	0.905	0.633	0.8964
ALDH1L1	0.9578	0.774	0.9564	0.7712
KALRN	0.8398	0.828	0.816	0.826
SLC15A2	0.1796	0.2142	0.1856	0.2104
ZNF148	0.1156	0.0569	0.066	0.0329
ALCAM	0.6606	0.3452	0.5894	0.3186
GOLGB1	0.3292	0.4992	0.3484	0.493
GRAMD1C	0.1884	0.1906	0.1484	0.1342
ZBTB20	0.3998	0.4778	0.3238	0.3858
LSAMP	0.216	0.302	0.0918	0.1508
CD47	0.299	0.2234	0.2214	0.1904
DZIP3	0.1648	0.1456	0.1786	0.166
_ENSG00000239268	0.5492	0.7208	0.4826	0.6706
LSAMP-AS1	0.9158	0.884	0.8906	0.8646
LINC00882	0.375	0.5554	0.2586	0.4596
_ENSG00000259976	0.2602	0.2228	0.197	0.1888
ATP2C1	0.406	0.319	0.3552	0.2486
MGLL	0.2406	0.3454	0.231	0.3254
RNF13	0.439	0.483	0.275	0.3134
XRN1	0.5566	0.3792	0.4898	0.3414
PLSCR4	0.662	0.5222	0.6394	0.4482
ARHGEF26_ENSG00000114790	0.6048	0.4176	0.6336	0.4604
STAG1	0.6406	0.575	0.6324	0.577
SERP1	0.3934	0.4122	0.3738	0.4318
TMEM108	0.4292	0.2922	0.3788	0.2376
MED12L	0.413	0.2534	0.442	0.2926
TRPC1	0.3832	0.3472	0.359	0.2532
MBNL1	0.231	0.2326	0.1722	0.1832
PLOD2	0.2982	0.368	0.314	0.39
EPHB1	0.2724	0.2016	0.292	0.2306
U2SURP	0.824	0.7952	0.8038	0.7914
TMCC1	0.11	0.1374	0.1342	0.127
P2RY14	0.8858	0.6224	0.8674	0.5652
SLC9A9	0.4524	0.3568	0.467	0.3662
TSC22D2	0.7782	0.8366	0.7648	0.8098
ARHGEF26-AS1_ENSG00000243069	0.0517	0.0538	0.043	0.0451
_ENSG00000248932	0.9814	0.963	0.9822	0.9654
SEC62	0.754	0.557	0.4536	0.5106
DGKG	0.2338	0.2452	0.1832	0.1652
MAP3K13	0.3748	0.703	0.3554	0.6652
FNDC3B	0.8356	0.9538	0.856	0.9532
KLHL24	0.7684	0.7258	0.7414	0.7108
TNIK	0.3038	0.3012	0.2548	0.2114
PPM1L	0.1578	0.1994	0.07	0.1182
TTC14	0.428	0.5722	0.3896	0.5382
NLGN1	0.5626	0.4866	0.408	0.3188
PHC3	0.9336	0.9694	0.9404	0.9654
GOLIM4	0.6352	0.5268	0.57	0.4296
TBL1XR1	0.4986	0.6524	0.3992	0.5324
NAALADL2	0.6824	0.7382	0.7218	0.7538
KCNMB2-AS1	0.9144	0.8372	0.8456	0.8192
SOX2-OT	0.7438	0.7804	0.763	0.7868
FGFR3	0.9268	0.7802	0.8916	0.719
TFRC	0.9456	0.8968	0.948	0.8994
PPP2R2C	0.9258	0.8806	0.9306	0.8758
DLG1	0.6306	0.8068	0.562	0.7596
ADD1	0.9946	0.5898	0.9964	0.5674
BCL6	0.9984	0.8946	0.9976	0.8884
HES1	0.5432	0.5492	0.4832	0.512
ACAP2	0.1864	0.0833	0.1992	0.1046
ATP13A4	0.2182	0.211	0.2148	0.1698
LPP	0.8916	0.8988	0.8846	0.8836
ZFYVE28	0.3716	0.3288	0.3218	0.2762
ATP5ME	0.7142	0.9846	0.6538	0.9808
SORCS2	0.855	0.7158	0.796	0.5578
NAT8L	0.4432	0.3196	0.1784	0.1082
LRCH3	0.571	0.6486	0.412	0.5976
MUC20-OT1_ENSG00000242086	0.1446	0.1598	0.1058	0.0906
ARAP2	0.2664	0.2978	0.1246	0.1518
LIMCH1	0.2952	0.6246	0.2446	0.54
FRYL	0.7832	0.5734	0.629	0.4386
UBE2K	0.8952	0.7006	0.9062	0.6966
OCIAD1	0.8846	0.8868	0.8864	0.8652
TBC1D19	0.9704	0.9762	0.9596	0.971
STIM2	0.7486	0.7686	0.7082	0.7156
PPARGC1A	0.7866	0.7798	0.7626	0.7804
PDS5A	0.3302	0.242	0.3476	0.2722
ATP8A1	0.2232	0.2132	0.1292	0.1044
GABRA2	0.8172	0.955	0.7926	0.947
ADGRA3	0.705	0.7186	0.682	0.6784
C4orf19	0.0616	0.0492	0.055	0.0444
GABRG1	0.0677	0.0916	0.0581	0.0672
GABRB1	0.1692	0.189	0.1492	0.1666
RBPJ	0.7692	0.8752	0.7298	0.8508
PCDH7	0.2	0.1274	0.0792	0.0555
KCTD8	0.9616	0.6636	0.9596	0.6314
KCNIP4_ENSG00000185774	0.2986	0.3548	0.1666	0.2678
TAPT1-AS1	0.182	0.176	0.1712	0.1132
RUFY3	0.6386	0.845	0.5748	0.802
SLC4A4	0.8764	0.6096	0.8388	0.5928
DCUN1D4	0.7894	0.6112	0.779	0.6084
CCNI	0.611	0.6656	0.5876	0.6634
ANKRD17	0.3876	0.2864	0.2734	0.1768
RASGEF1B	0.6014	0.4942	0.4662	0.371
BMP2K	0.9388	0.817	0.9042	0.7438
SEPTIN11	0.7638	0.575	0.7508	0.5812
SHROOM3	0.3574	0.1938	0.3562	0.2136
SCD5	0.5952	0.5056	0.4808	0.3734
ADGRL3	0.1464	0.1508	0.0776	0.0812
HNRNPDL	0.924	0.849	0.8778	0.8126
AASDH	0.8092	0.5916	0.7548	0.4954
MT2P1_ENSG00000162840	0.61	0.9114	0.6036	0.894
IGFBP7	0.6136	0.4248	0.6414	0.4534
SCFD2	0.298	0.3578	0.3054	0.3434
UBA6-AS1	0.051	0.0372	0.0601	0.0419
_ENSG00000250220	0.2514	0.0066	0.147	0.004
UBE2D3	0.7104	0.5968	0.7048	0.5834
MAPK10	0.2194	0.1918	0.1898	0.1696
ARHGAP24	0.6858	0.5918	0.6958	0.5768
FAM13A	0.591	0.617	0.6094	0.623
BMPR1B	0.514	0.539	0.5404	0.5654
RAP1GDS1	0.269	0.3948	0.2652	0.337
PDE5A	0.0553	0.0337	0.0665	0.039
PPA2	0.0961	0.0984	0.0846	0.0873
PPP3CA	0.8342	0.7778	0.8442	0.771
TBCK	0.0682	0.0585	0.0759	0.0718
CAMK2D	0.811	0.7232	0.8098	0.7322
ANK2	0.6054	0.7186	0.5632	0.6958
GRID2	0.5682	0.3646	0.5178	0.288
SPARCL1	0.373	0.535	0.3864	0.5342
PDLIM5	0.1196	0.0834	0.0811	0.0648
WDFY3	0.1606	0.1004	0.17	0.1016
PTPN13	0.4722	0.2794	0.4536	0.3072
PPM1K	0.138	0.3802	0.1342	0.3708
ETNPPL	0.1928	0.192	0.2018	0.1904
TSPAN5	0.529	0.4526	0.4968	0.3762
AFF1	0.1188	0.1174	0.163	0.1458
UNC5C	0.1904	0.1632	0.2168	0.1624
_ENSG00000245958	0.0098	0.0129	0.0109	0.0119
_ENSG00000250938	0.1096	0.082	0.105	0.0614
ELF2	0.3954	0.3086	0.3538	0.282
INPP4B	0.434	0.3588	0.4604	0.3868
GAB1	0.7678	0.5402	0.7276	0.4878
TRIM2	0.8752	0.763	0.867	0.7742
GRIA2	0.371	0.367	0.3202	0.3124
FGF2	0.9254	0.7662	0.9118	0.7316
KIAA1109	0.7692	0.8426	0.629	0.7168
PDGFC	0.6616	0.4614	0.527	0.276
SLC7A11	0.2032	0.2064	0.1802	0.1786
SCLT1	0.3226	0.3784	0.3134	0.391
ZNF827	0.4036	0.3714	0.3118	0.3266
NR3C2	0.4214	0.336	0.3824	0.2658
INTU	0.1082	0.0899	0.1038	0.0766
DCLK2	0.3908	0.3446	0.3834	0.2966
LRBA	0.302	0.319	0.2876	0.2954
_ENSG00000250326	0.2056	0.1726	0.1914	0.1274
LINC00499	0.441	0.2738	0.407	0.2606
MSMO1	0.0138	0.0205	0.0107	0.0184
CPE	0.7944	0.5546	0.753	0.5632
RAPGEF2	0.5842	0.7506	0.5416	0.7282
PALLD	0.042	0.0244	0.063	0.0386
NEK1	0.598	0.48	0.561	0.435
CBR4	0.863	0.8816	0.8232	0.8384
GPM6A	0.0936	0.111	0.0802	0.1118
WDR17	0.731	0.629	0.6768	0.537
SH3RF1	0.6558	0.5646	0.6428	0.518
SCRG1	0.8174	0.9424	0.7808	0.9162
FSTL5	0.663	0.752	0.67	0.749
MFAP3L	0.5912	0.379	0.547	0.351
F11-AS1	0.4	0.3004	0.3044	0.1676
TRIO	0.2786	0.2808	0.3124	0.3266
CDH10	0.4168	0.5094	0.265	0.4006
ZFR	0.547	0.6472	0.5454	0.6662
ADCY2	0.407	0.3138	0.3052	0.174
SLC1A3	0.9916	0.7184	0.9866	0.6488
WDR70	0.7154	0.953	0.7142	0.9524
LIFR	0.729	0.8232	0.6852	0.7918
PDZD2	0.3158	0.3632	0.2252	0.2658
MARCHF6	0.8798	0.5418	0.8784	0.5576
MYO10	0.989	0.666	0.9902	0.6406
RANBP3L	0.2414	0.1816	0.212	0.1648
NIPBL	0.289	0.5574	0.2732	0.5376
CTNND2	0.6432	0.6898	0.6014	0.6514
FBXL7	0.9448	0.9246	0.9464	0.9168
GUSBP1	0.3206	0.2878	0.372	0.355
CPLANE1	0.4566	0.8692	0.1808	0.7068
_ENSG00000274441	0.8044	0.9408	0.7352	0.9254
GPBP1	0.6186	0.6284	0.571	0.6086
PLPP1	0.5492	0.6316	0.454	0.4978
MAST4	0.9418	0.9372	0.9418	0.9134
ERBIN	0.3108	0.2296	0.228	0.1194
PDE4D	0.862	0.7374	0.8536	0.7426
ZSWIM6	0.6186	0.8212	0.5542	0.7996
IL6ST	0.2412	0.4344	0.2466	0.4336
PIK3R1	0.7762	0.9834	0.7068	0.9774
RICTOR	0.8492	0.966	0.8348	0.968
ZNF131	0.6492	0.5974	0.6584	0.6184
ZFYVE16	0.9528	0.9814	0.9552	0.983
MEF2C	0.6424	0.9976	0.6132	0.9978
MAN2A1	0.3652	0.2452	0.2578	0.1934
FAM172A	0.569	0.4072	0.536	0.3718
POLK	0.135	0.167	0.1256	0.1408
COX7C	0.6314	0.5436	0.6348	0.4934
AP3B1	0.015	0.0157	0.0088	0.009
SSBP2	0.3818	0.5356	0.401	0.5582
RASA1	0.032	0.0346	0.0218	0.0335
FBXL17	0.114	0.0637	0.103	0.0696
