gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
RBM47	0.8416	0.7386	0.7562	0.7224
KCNIP4_ENSG00000185774	0.869	0.8512	0.7944	0.8048
ANKRD17	0.8768	0.8758	0.6892	0.7186
RASGEF1B	0.9474	0.9406	0.9534	0.9264
BMP2K	0.4196	0.3896	0.3692	0.3122
MANBA	0.947	0.6524	0.6354	0.4976
SPP1	0.7214	0.833	0.63	0.7754
ARHGAP24	0.8692	0.8682	0.69	0.7932
PPP3CA	0.2454	0.2428	0.2388	0.2332
SNCA	0.89	0.9324	0.801	0.8436
CAMK2D				
USP53	0.3144	0.2504	0.3716	0.2822
GRID2	0.229	0.1404	0.2682	0.1612
WDFY3	0.875	0.9356	0.8718	0.9432
TET2	0.8842	0.8948	0.6928	0.7068
AFF1				
ELF2	0.8792	0.7864	0.8434	0.7346
FBXW7	0.7314	0.7578	0.7148	0.7268
KIAA1109	0.799	0.834	0.7968	0.847
MAML3	0.857	0.4096	0.6902	0.3914
LRBA	0.7856	0.7328	0.7706	0.7156
RAPGEF2	0.9888	0.6348	0.9778	0.6544
MARCHF1	0.9438	0.9276	0.6954	0.8054
GPM6A	0.3136	0.2542	0.2806	0.2318
TRIO	0.9946	0.705	0.9664	0.6318
SLC1A3	0.7338	0.9216	0.5562	0.8658
WDR70	0.69	0.6538	0.4766	0.592
NIPBL	0.4526	0.4306	0.4034	0.3378
GPBP1	0.752	0.8164	0.7224	0.7926
FYB1				
ERBIN	0.898	0.7236	0.8966	0.7498
PDE4D	0.741	0.4914	0.5008	0.4612
ZSWIM6	0.987	0.712	0.8444	0.6092
IL6ST	0.9256	0.9236	0.8082	0.895
PIK3R1	0.9958	0.971	0.7272	0.7526
PARP8	0.8836	0.6488	0.8712	0.6552
ARL15	0.7002	0.8544	0.659	0.8534
MEF2C	0.4424	0.7058	0.4236	0.7336
FAM172A	0.4858	0.5462	0.4666	0.5588
AP3B1	0.194	0.2134	0.1918	0.2028
LHFPL2	0.7756	0.5138	0.4706	0.3408
SSBP2	0.8554	0.9096	0.8464	0.9172
RASA1	0.5074	0.4578	0.5098	0.4558
FBXL17	0.7014	0.6928	0.5882	0.5828
FER	0.3448	0.522	0.3784	0.5562
TENT2	0.576	0.6538	0.5532	0.6522
MEF2C-AS1	0.6336	0.9322	0.63	0.9318
COMMD10	0.922	0.837	0.8736	0.822
MARCHF3	0.546	0.5898	0.5956	0.6538
CD74	0.0884	0.1588	0.0394	0.0706
NR3C1	0.9984	0.5646	0.8404	0.492
HAVCR2	0.76	0.5704	0.7782	0.599
ARHGAP26	0.9538	0.7416	0.9504	0.751
CSF1R				
RNF130	0.7744	0.7256	0.7884	0.749
DOCK2				
RASGEF1C	0.6246	0.9012	0.6548	0.9052
GMDS-DT	0.2698	0.1772	0.1356	0.0773
PHACTR1	0.9942	0.8798	0.9784	0.8764
LY86	0.5706	0.8494	0.5412	0.848
ATXN1	0.0444	0.0662	0.0511	0.1011
CDKAL1	0.5274	0.5234	0.3812	0.3958
ANKS1A	0.6926	0.4786	0.5086	0.5034
HSPA1A_ENSG00000204389				
RUNX2	0.2118	0.143	0.1412	0.0961
ADGRB3	0.911	0.8712	0.8858	0.8386
FGD2				
DST	0.4012	0.4284	0.3282	0.3874
ZFAND3	0.7876	0.7984	0.6536	0.6872
BTBD9	0.422	0.2526	0.3232	0.2262
SUPT3H	0.6872	0.7678	0.6894	0.7828
SENP6	0.4322	0.4672	0.3826	0.5014
FOXO3	0.8878	0.4644	0.5954	0.5066
PNISR				
PHIP	0.8922	0.9576	0.7108	0.967
ZNF292	0.8062	0.912	0.6686	0.7764
IFNGR1	0.2588	0.293	0.2512	0.3292
EPB41L2	0.813	0.87	0.6766	0.727
STX7	0.9264	0.7972	0.6262	0.561
AIG1	0.8804	0.925	0.8768	0.912
MAP3K5	0.9238	0.7712	0.9236	0.7246
ARID1B	0.4096	0.6688	0.3818	0.7152
TAB2	0.8906	0.826	0.7164	0.6876
QKI	0.9442	0.8362	0.9198	0.821
MTHFD1L	0.8536	0.7128	0.7564	0.6924
PRKN	0.9396	0.9234	0.6328	0.6336
SKAP2				
HDAC9	0.6478	0.595	0.5226	0.5084
ACTB	0.5908	0.555	0.497	0.4964
CHN2				
HNRNPA2B1	0.4976	0.5768	0.4586	0.5118
SDK1	0.9236	0.937	0.6304	0.6628
JAZF1	0.916	0.4152	0.6066	0.351
ZNRF2	0.697	0.678	0.634	0.699
TNRC18	0.8076	0.8954	0.7634	0.803
CDK13	0.8008	0.8138	0.7436	0.8434
TNS3				
AOAH	0.8466	0.524	0.6824	0.6072
ELMO1	0.5736	0.6908	0.597	0.7
IKZF1	0.7712	0.7468	0.7242	0.7394
AUTS2				
KMT2E	0.8822	0.887	0.6936	0.7102
SLC26A3	0.8752	0.8836	0.8816	0.87
DOCK4	0.7352	0.7744	0.7306	0.7838
COG5	0.8572	0.7366	0.7048	0.6294
IMMP2L	0.6106	0.7368	0.5254	0.7062
CUX1	0.1026	0.215	0.047	0.1056
TBXAS1	0.8128	0.9126	0.6836	0.7972
CTTNBP2	0.9462	0.9746	0.6032	0.7176
CPED1	0.4598	0.4596	0.3212	0.4632
CHCHD3	0.957	0.4616	0.9682	0.5058
FOXP2	0.9204	0.777	0.6282	0.6402
MKLN1	0.352	0.331	0.3318	0.2846
EXOC4	0.811	0.836	0.8026	0.8426
BRAF	0.9408	0.9686	0.8968	0.9676
LINC-PINT	0.4212	0.3716	0.328	0.3184
KMT2C	0.9582	0.8584	0.958	0.8688
CNTNAP2_ENSG00000174469	0.0771	0.0767	0.0551	0.0696
CSF2RA				
ARHGAP6	0.6784	0.8418	0.6022	0.7442
SAT1	0.9846	0.2294	0.8704	0.2418
SH3KBP1	0.7146	0.7456	0.6228	0.6504
RPS6KA3	0.933	0.9332	0.6322	0.6398
TMSB4X	0.9376	0.6578	0.8548	0.6162
ATRX	0.563	0.4904	0.4562	0.39
SH3BGRL	0.9128	0.9954	0.9122	0.9936
HDAC8				
DIAPH2	0.9878	0.8812	0.9878	0.858
FTX	0.0871	0.0461	0.1354	0.0834
DOCK11	0.9584	0.978	0.6102	0.6768
CSMD1	0.4288	0.3642	0.3792	0.3412
ADAM28	0.916	0.9086	0.6242	0.7092
PCM1	0.9308	0.846	0.864	0.8196
DPYSL2	0.0621	0.0635	0.0647	0.0644
CSGALNACT1	0.2284	0.2552	0.2858	0.3052
PSD3	0.6062	0.423	0.5788	0.4258
CTSB	0.0247	0.0544	0.0907	0.1038
_ENSG00000253535	0.636	0.4132	0.6792	0.4484
KAT6A				
SPIDR	0.9932	0.9622	0.6656	0.6156
LYN	0.117	0.1738	0.0229	0.064
PAG1	0.9426	0.9162	0.6324	0.6286
NCOA2	0.5846	0.9522	0.6112	0.9514
CHD7	0.9264	0.9352	0.6314	0.658
PABPC1	0.9558	0.8482	0.9386	0.8204
STK3	0.3964	0.4908	0.4092	0.5038
VPS13B	0.567	0.4604	0.4374	0.3552
NSMCE2	0.816	0.8984	0.6818	0.722
OXR1	0.6228	0.6768	0.5542	0.5928
MTSS1	0.801	0.9658	0.6996	0.9718
RFX3	0.4526	0.4768	0.4676	0.4914
SMARCA2	0.8184	0.7956	0.8322	0.813
JAK2	0.5998	0.6488	0.5922	0.6374
DOCK8	0.2202	0.1862	0.2326	0.2086
KHDRBS3	0.9152	0.8616	0.6226	0.7028
FAM49B	0.8474	0.9338	0.8646	0.9368
PTPRD	0.6214	0.6412	0.5432	0.6024
TRAPPC9	0.693	0.5794	0.655	0.5278
PTK2	0.8984	0.8674	0.6984	0.6936
KCNQ3	0.5306	0.8038	0.5744	0.8238
ZCCHC7	0.4732	0.4302	0.4728	0.4928
BNC2	0.4026	0.3216	0.2712	0.2728
TLE4	0.323	0.3734	0.2822	0.3158
GNAQ	0.821	0.8988	0.6782	0.7734
_ENSG00000233926	0.6324	0.6912	0.6396	0.689
FRG1HP	0.9674	0.9502	0.8512	0.9262
SPIN1	0.4546	0.4258	0.2978	0.3048
TGFBR1	0.786	0.5536	0.734	0.5204
SYK	0.8154	0.8874	0.686	0.7046
RAPGEF1	0.1228	0.1024	0.1422	0.1104
SETX	0.9348	0.8886	0.9518	0.8808
DENND1A	0.9476	0.9128	0.6328	0.6068
PRRC2B				
GSN	0.6748	0.833	0.5134	0.814
KCNQ1	0.5978	0.5988	0.612	0.594
RPLP2				
PSMA1				
SBF2	0.9008	0.897	0.629	0.7874
PDE3B				
NAV2	0.8328	0.91	0.7938	0.853
TTC17	0.372	0.3706	0.236	0.2552
LRP4	0.0299	0.043	0.0228	0.0244
PTPRJ	0.9254	0.5362	0.6128	0.5382
CELF1	0.566	0.6726	0.5586	0.7092
FTH1	0.9154	0.5908	0.7544	0.524
NEAT1	0.9802	0.9958	0.982	0.9984
PPP6R3	0.3036	0.2774	0.271	0.2236
FCHSD2	0.3786	0.2926	0.397	0.325
SLCO2B1				
KDM2A	0.4114	0.3648	0.3602	0.3318
PACS1	0.8794	0.7502	0.512	0.4564
UVRAG				
MALAT1	0.2224	0.4546	0.1316	0.3154
GAB2	0.9776	0.775	0.9812	0.82
PICALM				
ATM	0.9508	0.782	0.9494	0.7432
DLG2	0.3674	0.2208	0.3516	0.2184
MAML2	0.641	0.9128	0.635	0.8954
_ENSG00000254420	0.3008	0.255	0.3112	0.26
SORL1	0.82	0.8326	0.8134	0.823
IL18	0.928	0.4632	0.6242	0.5002
NRGN	0.8328	0.2622	0.7024	0.1552
SIK3				
LINC02712	0.9774	0.9072	0.9686	0.8916
CELF2	0.4538	0.865	0.5074	0.8758
MLLT10	0.7472	0.78	0.687	0.8122
ARHGAP21	0.2044	0.2212	0.2788	0.3044
PLXDC2	0.5778	0.7556	0.5988	0.748
USP6NL	0.172	0.1068	0.1366	0.1025
PIP4K2A				
FRMD4A	0.7632	0.857	0.6416	0.8192
FLI1	0.5438	0.4826	0.3468	0.3106
CAMK1D	0.8432	0.8366	0.7706	0.7632
SFMBT2	0.7446	0.9406	0.7736	0.951
_ENSG00000229751	0.986	0.9692	0.6642	0.6348
LINC02642	0.8992	0.8884	0.8604	0.9014
MRC1	0.5332	0.4638	0.558	0.5154
APBB1IP	0.8412	0.6268	0.6776	0.5956
WAC				
CCNY	0.905	0.7988	0.5676	0.6158
EPC1	0.521	0.386	0.3856	0.2756
ARHGAP22	0.3734	0.4156	0.2824	0.3186
WDFY4	0.8092	0.9276	0.7462	0.8998
ARHGAP12	0.5144	0.3872	0.5032	0.3542
SGMS1	0.821	0.8066	0.5202	0.6402
PALD1				
VSIR	0.9338	0.8632	0.9418	0.8422
HERC4	0.5922	0.65	0.5424	0.6092
LRMDA	0.5176	0.6124	0.5296	0.5984
ADK				
KCNMA1	0.262	0.444	0.248	0.409
JMJD1C	0.8602	0.5116	0.8694	0.5304
NRG3	0.9764	0.9914	0.6366	0.788
PSAP	0.8938	0.898	0.7078	0.733
BLNK	0.6048	0.759	0.4528	0.6754
CPEB3	0.7112	0.5198	0.5042	0.539
ENTPD1	0.3682	0.4258	0.416	0.4258
PTEN	0.803	0.6698	0.8106	0.703
LCOR	0.6978	0.8854	0.6498	0.8946
ENTPD1-AS1	0.621	0.6522	0.6834	0.7044
WNK1	0.5944	0.5596	0.621	0.5754
ERC1				
PTPRE				
RGS10	0.8788	0.666	0.5956	0.6272
VTI1A	0.9716	0.738	0.9318	0.704
HTRA1	0.7502	0.8956	0.538	0.8512
CTBP2	0.9398	0.8828	0.9392	0.8652
SHTN1				
GAPDH	0.1176	0.1158	0.1132	0.1004
ETV6	0.287	0.0957	0.299	0.0881
A2M	0.894	0.9778	0.9132	0.9826
LRMP	0.9282	0.697	0.952	0.7532
RASSF8				
BHLHE41	0.7352	0.7426	0.5694	0.72
ITPR2	0.9762	0.8318	0.9804	0.8186
CCDC91	0.1634	0.1682	0.1126	0.1194
TUBA1B	0.0396	0.0584	0.0588	0.08
FGD4	0.3892	0.3756	0.4232	0.4058
SCAF11	0.7424	0.7422	0.745	0.715
DIP2B	0.67	0.6822	0.6074	0.6282
NCKAP1L	0.4778	0.7442	0.4646	0.739
FMNL3	0.8638	0.84	0.8558	0.8918
R3HDM2	0.9158	0.6276	0.6186	0.5392
SYT1	0.1922	0.0834	0.126	0.0269
NAV3	0.128	0.1276	0.0859	0.0813
ATP2B1				
USP15	0.6916	0.548	0.7056	0.5292
SRGAP1	0.378	0.2774	0.3932	0.2508
MED13L	0.2222	0.31	0.1958	0.2648
APPL2				
WASHC4	0.471	0.3222	0.4506	0.3016
CHST11	0.8478	0.8368	0.6808	0.7548
TAOK3	0.5116	0.5374	0.5074	0.5092
UBC	0.606	0.7208	0.5572	0.7284
SPPL3	0.3686	0.4538	0.375	0.4594
ELF1	0.968	0.8432	0.917	0.8612
ZMYM2	0.9176	0.9442	0.8914	0.932
PAN3	0.8602	0.8884	0.7004	0.7228
NBEA	0.3576	0.303	0.2988	0.2678
N4BP2L2	0.5586	0.756	0.6002	0.7282
MYCBP2	0.7954	0.8042	0.7568	0.7682
RUBCNL	0.8436	0.8906	0.684	0.7274
TBC1D4	0.9274	0.894	0.6262	0.7388
LRCH1	0.5214	0.6182	0.4282	0.6338
ITM2B	0.9944	0.8736	0.919	0.7076
WDFY2	0.7014	0.6866	0.5788	0.6856
LPAR6	0.2376	0.3598	0.1788	0.3198
RB1	0.7496	0.2746	0.6918	0.2358
DLEU1	0.95	0.7472	0.9414	0.7062
PCDH9	0.8608	0.7946	0.6862	0.7208
DLEU2	0.7572	0.7004	0.7436	0.6904
ABCC4	0.9378	0.717	0.8936	0.6924
UBAC2				
MIS18BP1	0.518	0.497	0.4484	0.4038
NRXN3	0.1832	0.1928	0.1458	0.162
FOXN3	0.2932	0.3078	0.1392	0.1714
SPTLC2	0.3122	0.3988	0.2712	0.3646
SUSD6	0.93	0.797	0.6188	0.6096
NUMB	0.8362	0.5412	0.8114	0.474
GPHN	0.8922	0.9132	0.701	0.8202
RAD51B				
ZFP36L1				
CALM1				
_ENSG00000259124	0.7814	0.8158	0.7654	0.792
HSP90AA1	0.7766	0.6202	0.7214	0.5456
_ENSG00000100599	0.7254	0.829	0.7122	0.814
EVL	0.472	0.8548	0.4434	0.7846
SNHG14	0.622	0.6266	0.5726	0.6016
CYFIP1_ENSG00000273749	0.8612	0.8514	0.6994	0.7814
SPRED1	0.9234	0.5926	0.6236	0.4754
B2M_ENSG00000166710	0.399	0.3452	0.3568	0.3298
FMN1	0.3934	0.6014	0.419	0.6302
HERC1	0.7388	0.6644	0.6642	0.6616
RAB11A	0.6876	0.9102	0.6694	0.9244
ATP8B4	0.5886	0.4468	0.4006	0.3542
VPS13C	0.284	0.394	0.181	0.3264
ADAM10	0.3418	0.2972	0.311	0.2802
ZNF280D				
TCF12	0.8748	0.937	0.7674	0.816
RNF111	0.5842	0.5322	0.568	0.5468
TLN2	0.8656	0.8948	0.6898	0.7286
DENND4A	0.9012	0.8956	0.7278	0.8644
ZNF609	0.2346	0.475	0.2304	0.4702
PIAS1	0.7616	0.9738	0.6724	0.9684
RPLP1	0.9458	0.9704	0.858	0.976
LINGO1	0.9556	0.5396	0.939	0.5598
PEAK1	0.5422	0.4488	0.5438	0.5072
MEF2A	0.8588	0.8072	0.827	0.7874
ZNF710	0.8988	0.986	0.9088	0.9852
LRRK1	0.7328	0.6582	0.5486	0.5488
AKAP13	0.762	0.755	0.7312	0.7306
CREBBP	0.839	0.8912	0.7396	0.8744
SNX29	0.9642	0.796	0.8902	0.7594
RBFOX1	0.8978	0.6824	0.8852	0.6714
PRKCB	0.7776	0.9656	0.7856	0.962
HS3ST4	0.0469	0.0485	0.0586	0.057
FUS				
ITFG1	0.9834	0.9766	0.6558	0.674
LPCAT2	0.9252	0.7116	0.6194	0.56
NFAT5	0.9172	0.9314	0.6306	0.648
FTO				
CHD9	0.8764	0.9752	0.8682	0.9732
ZFHX3	0.6194	0.9408	0.6794	0.9482
CMIP	0.887	0.8946	0.8894	0.8774
ANKRD11	0.9028	0.6628	0.6984	0.6062
MAF	0.4012	0.3228	0.3184	0.2428
WWOX	0.9104	0.5656	0.6124	0.4572
PLCG2	0.9002	0.8284	0.623	0.649
PAFAH1B1	0.9826	0.9852	0.6646	0.7128
PIK3R5	0.923	0.6196	0.9088	0.5632
ABR_ENSG00000159842	0.8704	0.9018	0.6952	0.7296
WSB1	0.4712	0.4848	0.4398	0.45
SPECC1	0.508	0.6414	0.5924	0.6958
NCOR1	0.86	0.858	0.6898	0.6948
SSH2	0.5332	0.6782	0.4668	0.6144
ADAP2				
NF1	0.559	0.4902	0.5052	0.4348
SUZ12P1	0.7784	0.879	0.737	0.7916
TAF15_ENSG00000270647	0.7414	0.697	0.7704	0.718
KANSL1_ENSG00000120071	0.3878	0.5892	0.3456	0.5962
GPATCH8	0.3114	0.2472	0.3158	0.2456
LUC7L3	0.657	0.4276	0.5096	0.3602
BCAS3	0.8138	0.513	0.664	0.4914
DDX5	0.7124	0.987	0.7264	0.976
SMURF2	0.933	0.8948	0.6264	0.718
RHBDF2	0.8254	0.3812	0.5578	0.3308
PRKCA	0.913	0.6094	0.6202	0.5454
BPTF	0.1852	0.435	0.2224	0.4884
RNF213				
GRB2	0.6326	0.4548	0.6304	0.4606
HELZ	0.7482	0.8882	0.7576	0.8846
EPB41L3	0.8332	0.645	0.6724	0.6184
L3MBTL4	0.506	0.8244	0.4786	0.8082
RAB31	0.8784	0.8904	0.6798	0.7824
LDLRAD4	0.8518	0.9086	0.8564	0.9182
SETBP1				
NEDD4L				
C20orf194	0.4458	0.3828	0.3412	0.285
SOCS6	0.3108	0.438	0.2874	0.4572
TCF4	0.4874	0.687	0.5014	0.7122
HCK	0.9198	0.9972	0.7862	0.9842
SYNDIG1	0.9832	0.8162	0.987	0.8274
SNAP25	0.0496	0.0517	0.0393	0.0413
RIN2	0.9478	0.8822	0.9486	0.888
MACROD2	0.9892	0.9708	0.6748	0.6742
PREX1	0.7988	0.4554	0.5606	0.4926
NCOA3	0.5086	0.8568	0.4658	0.8456
RBM39	0.926	0.6074	0.6272	0.587
GNAS	0.2962	0.2392	0.3416	0.2658
NFATC2	0.4134	0.3852	0.3708	0.3908
GNG7	0.8138	0.865	0.6738	0.7792
C3				
MYO1F	0.6268	0.5696	0.5756	0.5144
MYO9B	0.577	0.3952	0.519	0.3744
RYR1	0.7248	0.8476	0.6202	0.7862
RPS19	0.9486	0.8496	0.935	0.8008
APOE	0.5304	0.889	0.4052	0.8408
FTL	0.867	0.8892	0.6902	0.7848
TTC28				
DDX17	0.6068	0.6318	0.5256	0.6572
AP1B1	0.5786	0.7624	0.5854	0.7086
TNRC6B	0.5798	0.8134	0.5498	0.7994
YWHAH	0.854	0.8966	0.7664	0.7874
TBC1D22A	0.9214	0.973	0.8796	0.9346
PPP6R2	0.6802	0.5798	0.6792	0.6014
SAMSN1				
NRIP1				
MIR99AHG	0.9138	0.8144	0.6264	0.6978
BACH1	0.2628	0.1626	0.249	0.1274
TIAM1	0.459	0.4286	0.4264	0.3854
DYRK1A	0.8398	0.6444	0.8592	0.693
SON	0.917	0.9822	0.864	0.9872
RUNX1	0.8016	0.94	0.7882	0.9342
DSCAM	0.5242	0.7678	0.5394	0.7734
TTC3	0.909	0.9222	0.8574	0.899
DIP2A	0.9696	0.9888	0.6462	0.7068
MT-CO2	0.9226	0.9494	0.924	0.941
MT-CYB	0.4194	0.3786	0.4476	0.3884
MT-CO1	0.1686	0.1344	0.1452	0.123
MT-ND3	0.9556	0.8192	0.9412	0.8252
MT-ND4	0.8026	0.9232	0.7576	0.8714
MT-ND1	0.576	0.7292	0.4996	0.716
MT-ATP6	0.9116	0.9724	0.8678	0.9602
MT-CO3	0.512	0.4314	0.452	0.3988
MT-RNR2	0.3692	0.416	0.3926	0.4466
