gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
DCAF6	0.0936	0.1024	0.0324	0.0495
TMCO1	0.9984	0.9552	0.9982	0.9252
POU2F1	0.038	0.0647	0.0302	0.0461
MGST3	0.564	0.7248	0.385	0.5724
COP1	0.1382	0.2952	0.0856	0.2262
SDHC	0.3506	0.3044	0.343	0.3192
PFDN2	0.9684	0.8844	0.9556	0.8814
RABGAP1L	0.0129	0.0077	0.0064	0.0083
NDUFS2	0.0625	0.0942	0.0873	0.1314
CADM3	0.6876	0.8042	0.6408	0.7692
IGSF8	0.205	0.2598	0.1074	0.1876
PBX1	0.0127	0.0204	0.0022	0.0076
DNM3	0.2066	0.204	0.1026	0.1398
NOS1AP	0.4916	0.6466	0.4106	0.6034
LINC00970	0.0801	0.0677	0.0116	0.0132
_ENSG00000203739	0.6876	0.5922	0.6532	0.5562
PCP4L1	0.2456	0.3342	0.2552	0.3136
TPR	0.8348	0.7166	0.7816	0.6786
ATP2B4	0.1232	0.1322	0.0603	0.0441
ZC3H11A	0.374	0.5096	0.1322	0.3584
RASAL2	0.1988	0.1034	0.0075	0.0076
PPP1R12B	0.7246	0.8596	0.7348	0.8562
RALGPS2	0.1834	0.127	0.0915	0.0566
FAM20B	0.0388	0.1834	0.0436	0.2038
EDEM3	0.1772	0.1414	0.0855	0.1366
C1orf21	0.504	0.412	0.3752	0.2674
SMG7	0.3728	0.4494	0.0901	0.2506
RO60	0.059	0.2344	0.0664	0.2678
TMEM9	0.4254	0.462	0.3586	0.412
KDM5B	0.4766	0.5026	0.428	0.505
CAMSAP2	0.1604	0.1346	0.032	0.0395
DSTYK	0.733	0.6632	0.5988	0.45
NAV1	0.2638	0.3034	0.2388	0.2798
CDC73	0.331	0.605	0.134	0.448
CRB1	0.0033	0.0024	2e-04	8e-04
RGS8	0.0641	0.0353	0.0602	0.0303
DHX9	0.0393	0.0226	0.0077	0.007
CEP350	0.1898	0.0781	0.1174	0.0315
LAMC1	0.1756	0.0735	0.1106	0.1544
ABL2	0.6588	0.3644	0.6408	0.3528
XPR1	0.6196	0.729	0.3782	0.5514
RGL1	0.95	0.8968	0.9364	0.8608
PPFIA4	0.0057	0.0038	0.0055	0.0035
PLEKHA6	0.3818	0.3852	0.36	0.3806
ARL8A	0.5432	0.828	0.3794	0.7936
ASTN1	0.2856	0.26	0.122	0.124
NMNAT2	0.135	0.1362	0.0589	0.0803
ODR4	0.5102	0.476	0.485	0.4474
B3GALT2	0.3328	0.2234	0.2838	0.169
BRINP3	0.1148	0.0724	0.0355	0.0144
KCNT2	0.8162	0.7578	0.7732	0.6664
NFASC	0.0418	0.035	0.0438	0.036
TOR1AIP2	0.383	0.3752	0.4506	0.4722
LRRN2	0.329	0.408	0.3516	0.4362
CACNA1E	0.6794	0.9718	0.6552	0.9598
MDM4	0.1452	0.2434	0.0755	0.1478
IPO9	0.8994	0.998	0.8672	0.9948
COLGALT2	0.0273	0.0195	0.0418	0.0362
BRINP2	0.289	0.3824	0.1468	0.277
DENND1B	0.1826	0.0935	0.0936	0.0377
_ENSG00000227579	0.2024	0.2068	0.079	0.1198
_ENSG00000229739	0.6406	0.7152	0.4782	0.6028
MIR181A1HG	0.4786	0.4856	0.2716	0.3316
ACBD6	0.6066	0.834	0.5168	0.8042
_ENSG00000231767	0.836	0.8674	0.7644	0.8008
IPO9-AS1	0.315	0.3762	0.2248	0.2438
NUP133	9e-04	0.0012	0.0011	0.0096
NUCKS1	0.1974	0.3014	0.0752	0.2052
PLXNA2	0.2582	0.2388	0.3116	0.2894
KCNK2	0.7428	0.4548	0.6982	0.378
TGFB2	0.0829	0.0311	0.0683	0.0431
GPATCH2	0.0666	0.3046	0.0834	0.3302
MARK1	0.181	0.2276	0.0477	0.1088
CD46	0.513	0.2954	0.4744	0.3192
RCOR3	0.2324	0.3012	0.0531	0.155
NSL1	0.0815	0.156	0.051	0.1218
PROX1	0.0552	0.0654	0.046	0.0511
RAB3GAP2	0.0541	0.08	0.0063	0.0198
LPGAT1	0.3888	0.3764	0.2662	0.3116
EPRS1	0.9306	0.8624	0.9248	0.843
KCTD3	0.114	0.1232	0.0603	0.1098
RPS6KC1	0.9286	0.9368	0.9352	0.956
LYPLAL1	0.1978	0.4482	0.1834	0.4494
SYT14	0.4454	0.5352	0.1892	0.3314
KCNH1	0.3152	0.4824	0.3092	0.4756
SMYD2	0.8796	0.6114	0.8792	0.5936
SUSD4	0.8462	0.6252	0.7552	0.3902
SRP9	0.4842	0.4584	0.4414	0.4388
NVL	0.2562	0.5744	0.2662	0.6152
FBXO28	0.1706	0.6312	0.1334	0.6692
ARF1	0.9136	0.7114	0.8962	0.696
GUK1	0.1726	0.0692	0.0319	0.0084
CDC42BPA	0.4882	0.3826	0.2308	0.192
CNIH3	0.8288	0.9476	0.8026	0.9346
MIA3	0.6632	0.6994	0.557	0.6446
ENAH	0.2368	0.464	0.0921	0.327
CCSAP	0.1652	0.1194	0.0461	0.0505
FLVCR1	0.4334	0.4436	0.3508	0.3966
WDR26	0.1836	0.1688	0.0409	0.0606
RNF187	0.4792	0.7404	0.3062	0.6902
DNAH14	0.6188	0.6738	0.6362	0.4568
ESRRG	0.1	0.2124	0.051	0.2042
TATDN3	0.8662	0.7886	0.8162	0.737
MIR29B2CHG	0.5214	0.6026	0.4406	0.542
PROX1-AS1	0.917	0.7908	0.8872	0.761
SRGAP2	0.051	0.0293	0.0449	0.0216
EIPR1	0.2862	0.3118	0.1734	0.203
SH3YL1	0.2228	0.4682	0.2242	0.4912
ARID4B	0.9784	0.7666	0.9752	0.6986
SDCCAG8_ENSG00000054282	0.642	0.8378	0.5678	0.8116
TARBP1	0.3316	0.125	0.033	0.0119
ERO1B	0.7596	0.8932	0.6614	0.8626
MTR	0.6462	0.535	0.377	0.4296
SIPA1L2	0.0371	0.0243	0.0044	0.0029
KMO	0.0268	0.0162	0.0136	0.0085
AKT3_ENSG00000117020	0.8786	0.445	0.84	0.3228
CHRM3	0.3236	0.387	0.1834	0.2408
PCNX2	0.8466	0.9166	0.8574	0.9118
KCNK1	0.0676	0.0259	0.0683	0.0279
EGLN1	0.4532	0.2126	0.3906	0.1618
GALNT2	0.1162	0.0762	0.0722	0.066
TTC13	0.7006	0.5564	0.4734	0.3464
LYST	0.5804	0.7792	0.5892	0.7782
CEP170_ENSG00000143702	0.3112	0.383	0.0791	0.1506
AHCTF1	0.7942	0.9184	0.7814	0.88
FMN2	0.8388	0.3104	0.839	0.3128
KIF26B_ENSG00000162849	0.598	0.6068	0.5478	0.5522
CNST	0.2668	0.1622	0.294	0.1992
B3GALNT2	0.016	0.0149	0.01	0.0107
TRAPPC12_ENSG00000171853	0.1632	0.3394	0.1906	0.3916
RPS7	0.8598	0.8814	0.7754	0.8046
TOMM20	0.2796	0.5642	0.1444	0.4712
PGBD5	0.1394	0.0631	0.1876	0.0935
ZBTB18	0.2738	0.3652	0.1422	0.2382
PLD5	0.4892	0.3072	0.335	0.1846
RGS7	0.259	0.3788	0.2122	0.3554
SLC35F3	7e-04	2e-04	0.0011	7e-04
SMYD3	0.6726	0.8642	0.6712	0.7788
MYT1L	0.5178	0.7964	0.5086	0.7874
OR2L13	0.0829	0.0506	0.1176	0.0787
RYR2	0.3234	0.416	0.1796	0.2874
EFCAB2	0.8782	0.8794	0.8722	0.8806
CHRM3-AS2	0.1694	0.2768	0.0606	0.116
LINC01250	0.324	0.0494	0.1542	0.0307
TTC27	0.183	0.4478	0.1914	0.4702
SPAST	0.9712	0.8268	0.9586	0.801
PUM2	0.105	0.0844	0.0155	0.0133
DDX1	0.2148	0.165	0.2288	0.1922
NCOA1	0.0598	0.1064	0.0609	0.1338
EFR3B	0.2306	0.1504	0.2574	0.1852
KIF3C	0.4892	0.5132	0.4326	0.4216
RAB10	0.2506	0.2198	0.1444	0.1428
MAPRE3	0.8428	0.9824	0.761	0.9796
CLIP4	0.3838	0.413	0.1012	0.2036
TAF1B	0.5102	0.7072	0.5172	0.7198
BIRC6	0.4386	0.1926	0.1896	0.051
NOL10	0.3098	0.4378	0.3364	0.4238
LDAH	0.1504	0.2036	0.1056	0.2068
ITGB1BP1	0.0155	0.0082	0.0107	0.0142
KLHL29	0.0599	0.1304	0.064	0.1334
DNMT3A	0.108	0.163	0.127	0.1956
ATAD2B	0.5828	0.7046	0.467	0.6158
YIPF4	0.1744	0.1674	0.209	0.2022
YWHAQ	0.8496	0.9882	0.7704	0.985
KIDINS220	0.0914	0.1122	0.0237	0.0356
ROCK2	0.6726	0.7326	0.547	0.6334
LPIN1	0.49	0.7534	0.242	0.6786
IFT172	0.2598	0.3324	0.0915	0.1688
SELENOI	0.6394	0.6994	0.5124	0.5892
ADCY3	0.1428	0.2342	0.1256	0.254
DTNB	0.6076	0.6736	0.4738	0.5988
MBOAT2	0.261	0.7108	0.2172	0.6594
PDIA6	0.3688	0.8388	0.333	0.8138
ASXL2	0.8094	0.719	0.7944	0.7062
RNF144A	0.4572	0.2338	0.432	0.2036
ASAP2	0.1106	0.3798	0.1282	0.394
ADAM17	0.2938	0.5218	0.2868	0.4858
NBAS	0.6882	0.3302	0.6244	0.3066
DPYSL5	0.6286	0.804	0.5518	0.7698
BABAM2	0.4374	0.4938	0.4194	0.4502
GALNT14	0.1166	0.135	0.1242	0.1482
DPY30	0.9572	0.935	0.932	0.8936
SMC6	0.906	0.996	0.8942	0.9952
VSNL1	0.9066	0.8504	0.8976	0.8242
ALK	0.7664	0.8328	0.7038	0.7702
TRMT61B	0.8252	0.6552	0.7528	0.5722
LCLAT1	0.1044	0.1166	0.0271	0.0294
UBXN2A	0.0868	0.0727	0.0297	0.0319
GREB1	0.0409	0.2242	0.0384	0.2134
FAM49A	0.0492	0.0148	0.002	7e-04
ITSN2	0.5862	0.4324	0.5476	0.3786
LINC00486	0.59	0.7632	0.4984	0.6948
SILC1	0.1744	0.3254	0.0575	0.1732
MRPL33	0.4136	0.6356	0.2226	0.4978
BIRC6-AS2	0.0924	0.1508	0.0349	0.0477
HEATR5B	0.204	0.2234	0.084	0.1284
MAP4K3	0.318	0.4588	0.3162	0.475
MDH1	0.691	0.6714	0.5208	0.5404
EIF2AK2	0.646	0.625	0.6042	0.6368
MTA3	0.1834	0.1776	0.1062	0.1048
PSME4	0.0252	0.0138	0.0024	0.0014
ERLEC1	0.8392	0.8486	0.8404	0.8662
XPO1	0.0023	0.0019	0.005	0.0043
MSH2	0.9828	0.9594	0.9784	0.915
SPTBN1	0.1766	0.1028	0.0788	0.033
RTN4	0.8928	0.7848	0.8944	0.8086
CCDC88A	0.1542	0.1858	0.1404	0.149
USP34	0.21	0.1512	0.1446	0.0832
CCT4	0.0536	0.0767	0.0613	0.0985
EHBP1	0.0136	0.016	0.0199	0.0353
STRN	0.398	0.4558	0.3982	0.4986
CEBPZ	0.5302	0.6376	0.4462	0.5616
SRSF7	0.4986	0.6214	0.3726	0.5142
SOS1	0.0334	0.0554	0.0447	0.0645
COX7A2L	0.424	0.5214	0.3592	0.5154
THADA	0.7528	0.7582	0.749	0.7576
ATL2	0.9122	0.8502	0.8384	0.7274
AFTPH	0.2344	0.3896	0.0633	0.2614
PPM1B	0.8506	0.7656	0.6862	0.669
PNPT1	0.828	0.8796	0.7566	0.874
DYNC2LI1	0.6608	0.4508	0.5614	0.3528
RAB1A	0.037	0.053	0.051	0.059
ACTR2	0.9176	0.7004	0.893	0.637
PREPL	0.163	0.1702	0.0942	0.1084
FBXO11	0.4176	0.5742	0.426	0.564
LRPPRC	0.9656	0.6546	0.944	0.5516
CAMKMT	0.0986	0.3766	0.0902	0.4084
EML4	0.0383	0.1274	0.0548	0.1764
RPS27A	0.8966	0.888	0.8516	0.839
WDPCP	0.76	0.7434	0.7098	0.7104
VPS54	0.7152	0.9058	0.7226	0.922
CRIM1_ENSG00000150938	0.2896	0.4154	0.1312	0.2422
TMEM178A	0.4826	0.4436	0.197	0.2088
PPP1R21	0.384	0.682	0.239	0.5986
KIAA1841	0.0098	0.0198	0.0046	0.0108
CFAP36	0.7854	0.8304	0.6916	0.784
DHX57	0.226	0.2426	0.0615	0.1088
UGP2	0.5894	0.463	0.475	0.393
ACYP2	0.033	0.0964	0.0129	0.0751
FEZ2	0.1422	0.1746	0.0282	0.0665
PRKCE	0.655	0.5768	0.5922	0.4832
SOCS5	0.2694	0.3568	0.0373	0.1184
COMMD1	0.8416	0.9758	0.768	0.9598
NRXN1	0.0304	0.026	0.0115	0.0139
SLC8A1	0.271	0.2914	0.0907	0.159
EML6	0.0222	0.0231	0.0235	0.0258
MAP4K3-DT	0.2578	0.3278	0.2214	0.2998
LINC01122	0.21	0.2626	0.157	0.2134
BCYRN1	0.058	0.0706	0.013	0.0209
PPP4R3B	0.2194	0.2382	0.0768	0.1588
GCFC2	0.7818	0.6614	0.7462	0.6896
TMSB10	0.415	0.4412	0.3734	0.4144
CTNNA2	0.3888	0.291	0.3252	0.2244
REEP1	0.7132	0.678	0.7398	0.6968
ZNF638	0.4256	0.5424	0.3318	0.4844
ADD2	0.8642	0.9716	0.7378	0.9606
GMCL1	0.7106	0.8254	0.5782	0.8642
MRPL19	0.6124	0.5956	0.5918	0.5776
ST3GAL5	0.496	0.2752	0.187	0.0955
AAK1	0.0064	0.009	9e-04	0.0038
PCYOX1	0.8144	0.7164	0.8234	0.736
ALMS1	0.5246	0.6008	0.5038	0.6134
CNRIP1	0.651	0.66	0.6436	0.636
PTCD3	0.4524	0.5162	0.2484	0.3324
IMMT	0.0494	0.1182	0.0693	0.1018
