gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
ACADM	0.083	0.1014	0.0347	0.0541
ST6GALNAC5	0.2246	0.2816	0.1358	0.1922
ADGRL2	0.8508	0.856	0.7366	0.7646
SSX2IP	0.2482	0.3298	0.11	0.2014
ABCD3	0.4412	0.6974	0.2298	0.5444
PTBP2	0.164	0.1042	0.0262	0.0339
PLPPR5	0.1676	0.3638	0.0734	0.2724
PLPPR4	0.0904	0.075	0.0193	0.0147
SLC35A3	0.4608	0.4248	0.34	0.3394
OLFM3	0.7426	0.4594	0.6818	0.3336
RPL5	0.746	0.7892	0.5968	0.687
ODF2L	0.3556	0.5504	0.157	0.3624
TRMT13	0.6308	0.7196	0.5286	0.6358
LRRC39	0.0306	0.022	0.0059	0.005
ZNF644	0.9222	0.5948	0.7964	0.269
RPAP2	0.0982	0.0868	0.0219	0.0263
VAV3	0.0313	0.0355	0.0297	0.0352
TTLL7	0.374	0.3316	0.0188	0.0629
FNBP1L	0.1908	0.2876	0.1824	0.2822
GIPC2	0.1774	0.2434	0.0755	0.1504
ARHGAP29	0.284	0.209	0.1956	0.1182
SLC44A5	0.2262	0.4992	0.2066	0.4954
RPL7P9	0.6302	0.729	0.507	0.628
PRKACB	0.1356	0.1112	0.0312	0.026
PIGK	0.0556	0.0424	0.0213	0.013
LMO4	0.7876	0.9208	0.6874	0.8854
MTF2	0.4194	0.2708	0.4504	0.3298
DDAH1	0.7344	0.9374	0.7004	0.9084
HS2ST1	0.8072	0.5032	0.7542	0.4078
AK5	0.5798	0.512	0.3646	0.3204
DIPK1A	0.0365	0.1118	0.0402	0.1026
MFSD14A	0.4626	0.7362	0.2786	0.6472
FUBP1	0.233	0.3074	0.1042	0.208
NTNG1	0.4934	0.5194	0.4504	0.4922
C1orf52	0.5978	0.6074	0.6168	0.6378
ZNF326	0.7844	0.6432	0.4148	0.2918
AGL	0.9122	0.9238	0.9088	0.7982
EXTL2	0.6094	0.4508	0.576	0.402
SLC30A7	0.3294	0.467	0.18	0.3582
GLMN	0.2128	0.2918	0.0535	0.1006
ERICH3	0.187	0.1522	0.0099	0.0219
MIGA1	0.1616	0.1124	0.1796	0.1196
SELENOF	0.4108	0.2894	0.3784	0.2494
ST6GALNAC3	0.0428	0.0347	0.0507	0.0412
RNPC3	0.3818	0.4194	0.2722	0.3346
BTBD8	0.6616	0.8008	0.451	0.746
LRRC8B	0.9962	0.8566	0.9934	0.8182
CCDC18-AS1	0.7506	0.7546	0.5634	0.6068
_ENSG00000224550	0.2816	0.4722	0.1222	0.296
MIR137HG	0.1572	0.1568	0.0452	0.0689
_ENSG00000232825	0.8916	0.8316	0.8606	0.7872
AMY2B	0.6458	0.7746	0.6046	0.7444
ST7L	0.5258	0.6236	0.4766	0.5768
CSDE1	0.1292	0.1156	0.0389	0.0373
SARS1	0.5656	0.7244	0.4148	0.6028
GNAI3	0.5556	0.8098	0.2562	0.7272
RSBN1	0.2486	0.353	0.0871	0.2342
MAGI3	0.216	0.2006	0.1712	0.1908
WDR47	0.3888	0.442	0.1988	0.274
KIAA1324	0.3024	0.3218	0.2024	0.2256
ATP5PB	0.899	0.9012	0.887	0.915
RAP1A	0.3994	0.3692	0.3546	0.3142
CAPZA1	0.6354	0.7026	0.5254	0.5154
PHTF1	0.0257	0.0934	0.0078	0.0557
PRPF38B	0.7332	0.6102	0.4132	0.3126
SORT1	0.1014	0.0745	0.0734	0.059
LAMTOR5	0.7452	0.9856	0.6864	0.981
CEPT1	0.2246	0.692	0.0984	0.5332
CTTNBP2NL	0.0694	0.1354	0.0534	0.1188
CELSR2	0.3522	0.4328	0.2446	0.352
FAM102B	0.5556	0.5818	0.3716	0.468
HIPK1	0.132	0.1362	0.0372	0.0405
ATP1A1	0.514	0.528	0.448	0.4426
AHCYL1	0.1044	0.1224	0.0344	0.0509
KCND3	0.625	0.6598	0.564	0.5788
SRGAP2C	0.3752	0.443	0.1404	0.2496
SRGAP2B	0.1448	0.1027	0.0448	0.041
SLC6A17	0.3148	0.4548	0.1458	0.3104
TRIM33	0.9574	0.738	0.9142	0.5414
MAN1A2	0.3464	0.4126	0.1104	0.2054
LRIG2	0.0269	0.0979	0.0182	0.0801
_ENSG00000223804	0.6674	0.727	0.4364	0.5192
_ENSG00000224363	0.4802	0.6712	0.4156	0.6372
SLC16A1-AS1	0.2512	0.5268	0.1856	0.5096
LINC02798	0.304	0.4066	0.1734	0.2432
RNF115	0.6034	0.7564	0.6318	0.7702
NBPF12	0.3262	0.232	0.0643	0.0745
_ENSG00000274642	0.1166	0.1342	0.143	0.1574
_ENSG00000275131	0.0968	0.154	0.035	0.0621
HYDIN2	0.2366	0.2334	0.0738	0.1098
PLEKHO1	0.2908	0.27	0.1402	0.162
ASH1L	0.7384	0.4916	0.7392	0.4968
GON4L	0.1778	0.1946	0.0569	0.0725
MEF2D	0.4702	0.5648	0.3644	0.4774
C1orf61	0.6794	0.8264	0.6282	0.8006
DAP3	0.1874	0.1956	0.0568	0.0813
KHDC4	0.0153	0.0212	0.0055	0.0062
ARHGEF11	0.2086	0.289	0.1138	0.1976
SYT11	0.0839	0.0556	0.0742	0.0515
VPS45	0.141	0.1634	0.0915	0.1078
PRCC	0.8476	0.9738	0.82	0.9738
SNX27	0.0219	0.0172	0.0031	0.0031
SETDB1	0.2306	0.1966	0.074	0.0666
PI4KB	0.9262	0.9174	0.919	0.8988
PIP5K1A	0.1162	0.1092	0.0499	0.0602
ENSA	0.6158	0.543	0.5064	0.442
ARNT	0.0349	0.0277	0.0408	0.0257
POGZ	0.2178	0.3662	0.1218	0.289
GABPB2	0.3418	0.3134	0.1564	0.1388
TPM3	0.937	0.5832	0.9314	0.5294
NUP210L	0.176	0.1176	0.0225	0.0295
UBAP2L	0.469	0.6494	0.2696	0.5796
C1orf43	0.4632	0.6166	0.2202	0.4152
GATAD2B_ENSG00000143614	0.4394	0.4328	0.3744	0.3758
INTS3_ENSG00000143624	0.5052	0.3804	0.44	0.3002
SV2A	0.1572	0.1792	0.0803	0.0948
PSMD4	0.54	0.7746	0.4278	0.7158
ADAR	0.1134	0.1284	0.1066	0.1044
FDPS	0.0494	0.0497	0.0266	0.0246
RUSC1	0.6246	0.8302	0.5192	0.7498
RPRD2	0.9988	0.805	0.9972	0.8244
YY1AP1	0.1588	0.1674	0.0623	0.0785
CCT3	0.9186	0.895	0.8534	0.8188
PDE4DIP	0.0315	0.0188	0.0141	0.0148
GPR89B	0.0374	0.0255	0.0112	0.0107
MLLT11	0.8566	0.6746	0.8302	0.595
_ENSG00000227733	0.5346	0.817	0.3996	0.73
FLG-AS1	0.6416	0.418	0.5832	0.3164
OTUD7B	0.1312	0.1164	0.0247	0.0354
MRPS21	0.7022	0.7716	0.598	0.7172
LINC01138	0.6192	0.5682	0.508	0.4534
_ENSG00000274265	0.4148	0.3356	0.2486	0.2196
KIFAP3	0.1132	0.21	0.0613	0.1796
KLHL20	0.35	0.1654	0.1548	0.055
SUCO	0.8766	0.7986	0.7818	0.6992
TNR	0.5388	0.521	0.5214	0.4852
CACYBP	0.4222	0.6932	0.4422	0.7098
PRRC2C	0.8034	0.4594	0.786	0.4102
ATF6	0.0173	0.0199	0.0097	0.0172
COPA	0.4804	0.8506	0.4814	0.7956
RC3H1	0.9422	0.9826	0.8356	0.943
ATP1B1	0.1846	0.129	0.114	0.0639
TIPRL	0.4802	0.4536	0.4312	0.4172
NME7	0.7818	0.8832	0.7616	0.8746
MPC2	0.0911	0.1594	0.1086	0.175
DCAF6	0.1184	0.224	0.0567	0.1422
UCK2	0.2362	0.234	0.0915	0.1278
TMCO1	0.9108	0.947	0.8334	0.9078
POU2F1	0.1078	0.248	0.1224	0.2708
MGST3	0.7408	0.978	0.5868	0.9672
COP1	0.1732	0.1954	0.1462	0.158
SDHC	0.7502	0.8926	0.711	0.9092
PFDN2	0.9898	0.9932	0.984	0.9856
RABGAP1L	0.2642	0.5882	0.278	0.5962
UHMK1	0.3062	0.4156	0.1714	0.2802
NDUFS2	0.2622	0.3742	0.2894	0.3706
CADM3	0.3164	0.2768	0.1994	0.1672
IGSF8	0.3914	0.507	0.2844	0.4134
DDR2	0.12	0.0871	0.0758	0.051
PEA15	0.161	0.2232	0.1104	0.154
KIRREL1	0.2742	0.2182	0.162	0.0969
PBX1	0.0138	0.0199	0.0107	0.0152
FAM78B	0.4302	0.5536	0.4066	0.5394
DNM3	0.1468	0.0833	0.0356	0.02
MPZL1	0.4204	0.806	0.3724	0.7672
NOS1AP	0.577	0.9162	0.5212	0.9074
_ENSG00000203739	0.9068	0.8594	0.8908	0.836
GAS5	0.8792	0.9724	0.8256	0.9718
PCP4L1	0.7452	0.992	0.7748	0.9904
TPR	0.6712	0.703	0.52	0.6228
ATP2B4	0.1998	0.2288	0.1356	0.184
ZC3H11A	0.321	0.3408	0.1022	0.179
RASAL2	0.242	0.175	0.0253	0.0201
PPP1R12B	0.7414	0.8876	0.7468	0.8896
RALGPS2	0.2386	0.2314	0.2332	0.216
FAM20B	0.0106	0.0054	0.0044	0.0027
EDEM3	0.284	0.493	0.0607	0.3614
C1orf21	0.6078	0.846	0.5632	0.8178
SMG7	0.3076	0.2384	0.0371	0.0353
RO60	0.1482	0.6442	0.127	0.7808
UCHL5	0.569	0.7776	0.4054	0.7228
TMEM9	0.3124	0.399	0.1884	0.2756
KDM5B	0.4902	0.3946	0.4296	0.3106
CAMSAP2	0.2292	0.59	0.0679	0.4468
PIK3C2B	0.0468	0.0686	0.0249	0.0337
DSTYK	0.4744	0.3618	0.337	0.1998
NAV1	0.2764	0.221	0.234	0.1708
CDC73	0.6492	0.9494	0.5492	0.9332
CRB1	0.0028	0.002	0.0032	0.007
GLUL	0.7826	0.7058	0.7192	0.6544
DHX9	0.0772	0.104	0.0241	0.0605
CEP350	0.2734	0.153	0.1394	0.06
LAMC1	0.7536	0.8644	0.4548	0.7314
ABL2	0.815	0.9768	0.8196	0.9712
XPR1	0.48	0.4124	0.21	0.2164
RGL1	0.7048	0.7542	0.621	0.6828
SOX13	0.0626	0.0882	0.0182	0.0507
PLEKHA6	0.2944	0.2342	0.2582	0.2244
ARL8A	0.4394	0.7016	0.246	0.599
ASTN1	0.471	0.429	0.2634	0.31
NMNAT2	0.2682	0.2446	0.1244	0.1246
ODR4	0.2312	0.3078	0.1724	0.2524
B3GALT2	0.3568	0.4826	0.282	0.3908
KCNT2	0.3508	0.3652	0.2102	0.2542
NFASC	0.0754	0.0736	0.058	0.0587
TOR1AIP2	0.0014	4e-04	0.0014	3e-04
LRRN2	0.3346	0.3948	0.3356	0.4026
ZBTB41	0.0857	0.0703	0.0155	0.0142
CACNA1E	0.1546	0.3846	0.1446	0.3588
MDM4	0.8622	0.6502	0.8762	0.565
IPO9	0.7444	0.5812	0.6858	0.545
COLGALT2	0.1738	0.135	0.1264	0.0898
BRINP2	0.1654	0.123	0.0933	0.0702
DENND1B	0.6674	0.8772	0.5778	0.8508
LINC01344	0.0696	0.0264	0.0596	0.0311
_ENSG00000229739	0.5454	0.5092	0.4476	0.4458
MIR181A1HG	0.5104	0.3766	0.3518	0.2456
ACBD6	0.8038	0.8598	0.773	0.8302
_ENSG00000231767	0.7466	0.8022	0.6566	0.7302
IPO9-AS1	0.3084	0.314	0.2012	0.1782
IARS2	0.346	0.3084	0.2846	0.2528
NUP133	0.0018	0.0011	0.0013	0.0014
NUCKS1	0.2114	0.2946	0.0855	0.1742
PLXNA2	0.2144	0.23	0.2564	0.2676
GPATCH2	0.0079	0.0088	0.0164	0.0346
MARK1	0.2688	0.4688	0.1048	0.2742
CD46	0.3362	0.346	0.2226	0.2826
RCOR3	0.8482	0.6942	0.7488	0.611
NSL1	0.0169	0.0114	0.0015	0.001
PROX1	0.0455	0.0403	0.0281	0.0346
RAB3GAP2	0.0407	0.0145	0.0134	0.0049
LPGAT1	0.3096	0.2316	0.1518	0.1376
ABCB10	0.5654	0.272	0.4296	0.1532
EPRS1	0.9344	0.856	0.9218	0.8336
KCTD3	0.2952	0.257	0.0936	0.119
RPS6KC1	0.9328	0.9268	0.9402	0.9252
LYPLAL1	0.4756	0.682	0.3824	0.6464
SYT14	0.1652	0.0804	0.0513	0.0174
KCNH1	0.389	0.5856	0.3204	0.549
INTS7	0.5316	0.683	0.4998	0.6682
SMYD2	0.28	0.2424	0.1582	0.1358
SUSD4	0.8248	0.6274	0.8204	0.595
SRP9	0.2192	0.204	0.1624	0.1616
NVL	0.0502	0.0517	0.0224	0.0238
FBXO28	0.1342	0.2846	0.0828	0.2548
ARF1	0.8014	0.9444	0.7624	0.9374
GUK1	0.4844	0.2992	0.273	0.1382
CDC42BPA	0.6848	0.9128	0.5814	0.8896
CNIH3	0.2496	0.1294	0.1592	0.1426
MIA3	0.5704	0.4598	0.4938	0.384
ENAH	0.0586	0.1374	0.009	0.0264
CCSAP	0.248	0.2808	0.1024	0.137
FLVCR1	0.1766	0.1868	0.1078	0.127
WDR26	0.1586	0.143	0.0164	0.0196
RAB4A	0.5374	0.3834	0.3112	0.228
RNF187	0.397	0.572	0.2072	0.4606
ANGEL2	0.1538	0.1458	0.183	0.1726
ACBD3	0.4222	0.5274	0.4446	0.509
DNAH14	0.3938	0.3184	0.3778	0.276
ESRRG	0.1666	0.2578	0.0611	0.1748
SLC30A10	0.7242	0.5654	0.6642	0.507
TATDN3	0.3628	0.4424	0.16	0.2796
MIR29B2CHG	0.703	0.8194	0.6418	0.7978
MORF4L1P1	0.55	0.7626	0.4238	0.6736
PROX1-AS1	0.6394	0.7954	0.6614	0.8044
SRGAP2	0.0697	0.0554	0.0491	0.0285
EIPR1	0.288	0.2194	0.1542	0.1036
SH3YL1	0.1058	0.0778	0.0456	0.037
ARID4B	0.3824	0.4666	0.3408	0.4304
SDCCAG8_ENSG00000054282	0.3628	0.554	0.2166	0.4586
TARBP1	0.0517	0.013	0.0029	6e-04
ERO1B	0.4896	0.7594	0.4154	0.7504
LGALS8	0.484	0.3892	0.367	0.2866
MTR	0.563	0.3448	0.2812	0.1512
SIPA1L2	0.0451	0.1104	0.0042	0.0393
AKT3_ENSG00000117020	0.7994	0.9634	0.7378	0.9566
HEATR1	0.3726	0.5656	0.2896	0.5256
CHRM3	0.1246	0.2534	0.0576	0.1204
PCNX2	0.7148	0.7446	0.6814	0.6954
EGLN1	0.2016	0.858	0.1634	0.6554
GALNT2	0.1936	0.3738	0.0973	0.29
TTC13	0.7828	0.7002	0.6014	0.5142
LYST	0.8978	0.668	0.8942	0.6664
MAP3K21	0.6632	0.6224	0.4276	0.3916
CEP170_ENSG00000143702	0.3938	0.4578	0.0837	0.1884
GGPS1	0.3786	0.5334	0.2232	0.3962
AHCTF1	0.6538	0.3916	0.624	0.3474
FMN2	0.7574	0.7458	0.7476	0.7226
KIF26B_ENSG00000162849	0.874	0.6882	0.8664	0.6784
CNST	0.4434	0.4124	0.3922	0.3496
B3GALNT2	0.0098	0.0151	0.0053	0.0072
DISC1	0.2784	0.165	0.1176	0.1128
GNG4	0.662	0.6888	0.6674	0.6656
IRF2BP2	0.1556	0.2118	0.0579	0.1096
TRAPPC12_ENSG00000171853	0.0385	0.0855	0.0466	0.1206
RPS7	0.9284	0.9574	0.8912	0.934
TOMM20	0.2986	0.5248	0.145	0.4078
PGBD5	0.2452	0.239	0.2452	0.2456
PLD5	0.588	0.4884	0.4876	0.3906
RGS7	0.2004	0.2782	0.1208	0.198
SLC35F3	0.0349	0.0801	0.0316	0.081
SMYD3	0.2586	0.1718	0.0685	0.061
MYT1L	0.4436	0.5306	0.4606	0.5554
OR2L13	0.4026	0.3206	0.4326	0.3276
RYR2	0.5682	0.7664	0.4732	0.6772
EFCAB2	0.7462	0.7124	0.7492	0.7214
COX20	0.4758	0.397	0.4292	0.3232
LINC01250	0.6258	0.3248	0.6024	0.3422
TTC27	0.1656	0.2082	0.1176	0.1894
SPAST	0.6688	0.653	0.5974	0.5824
LTBP1	0.0165	0.016	0.0044	0.009
PUM2	0.158	0.1438	0.0331	0.0479
DDX1	0.5238	0.398	0.5142	0.3562
NCOA1	0.0474	0.0443	0.05	0.0522
EFR3B	0.8422	0.8182	0.8536	0.8222
KIF3C	0.1668	0.078	0.1204	0.0618
RAB10	0.5622	0.7968	0.4704	0.746
HADHA	0.3332	0.4344	0.17	0.2724
MAPRE3	0.503	0.5684	0.298	0.4326
NRBP1	0.7104	0.5836	0.6706	0.5406
PPM1G	0.356	0.4096	0.3438	0.406
CLIP4	0.5044	0.6272	0.2316	0.465
ID2	0.7582	0.867	0.7772	0.8468
TAF1B	0.8756	0.7406	0.8666	0.7166
HPCAL1	0.4156	0.6158	0.3106	0.5442
BIRC6	0.271	0.186	0.1076	0.0599
NOL10	0.1096	0.2618	0.0643	0.1798
LDAH	0.5394	0.593	0.4026	0.5208
ITGB1BP1	0.0432	0.0271	0.0171	0.0145
KLHL29	0.0343	0.0785	0.0362	0.0849
DNMT3A	0.124	0.2316	0.1386	0.25
ATAD2B	0.9186	0.7052	0.9108	0.6574
YPEL5	0.2026	0.2708	0.1006	0.1468
YIPF4	0.131	0.0671	0.1266	0.0678
YWHAQ	0.4786	0.4646	0.2882	0.3194
KIDINS220	0.1342	0.1408	0.0441	0.0495
ROCK2	0.8232	0.6594	0.7342	0.5618
