"gene","DESeq2_qvalue","PS_dca_direct_Was_qvalue","log_mean_pvalue","log_pseudo_theta_pvalue"
"PPT1","0.76079750285223","0.504139448422977","0.987375121636325","0.748131504624276"
"LRRC41","0.732923998180058","0.286899190404798","0.181077502878186","0.0456028951256503"
"NASP","0.743587252023144","0.405970758192748","0.184483414560722","0.023081131847833"
"PUM1","0.235391990560081","0.0939696682464455","0.00254923910506243","0.0129538469783184"
"YARS1","0.413185607875225","0.30141268403171","0.309915506041177","0.136266133151915"
"PHC2","0.717395037548641","0.307482096069869","0.395112402258505","0.00344355642036772"
"AGO4","0.589066883185585","0.188007165706974","0.0514690698465548","0.0119641302700298"
"C1orf216","0.754623971546827","0.612462834126694","0.516764915130919","0.453191304223695"
"KIAA0319L","0.615947947010942","0.180366689234936","0.0473981259696245","0.00199991922334979"
"AZIN2","0.574165078855345","0.123978245614035","0.02969882374959","0.0483008571166647"
"RPS8","0.725307095050424","0.397339776357828","0.549024587442511","0.956960335694796"
"PTPRF","0.628822259165706","0.424914580265096","0.383204652208166","0.598455112676406"
"ZMYM4","0.553882135425985","0.443837029252058","0.477699555994708","0.00627315128983989"
"RHBDL2","0.79057615508331","0.259792760823279","0.116828510881441","0.172793361419916"
"CCDC24","0.254744913002423","0.124685319516408","0.0116856663527926","0.00051430491231006"
"GPBP1L1","0.45024985782499","0.229103466432646","0.294469480223822","0.012685734220095"
"BSDC1","0.414040491264953","0.169597528957529","0.0421755010455214","0.0124534450949273"
"ZNF362","0.475241845297726","0.302144685649845","0.196767114429096","0.141498531986195"
"ZSWIM5","0.760052379413714","0.51627926199262","0.498898115824044","0.00811805640302822"
"SDC3","0.737574914941464","0.335714828341855","0.218585226366635","0.881375828399745"
"PEF1","0.644731620417382","0.354611882086168","0.336460807544444","0.574449488885452"
"SYNC","0.480982082627319","0.285917540687161","0.314058431536203","0.540799103283685"
"RBBP4","0.610778344072056","0.359539025480554","0.345247159532169","0.0636689328623776"
"SMIM12","0.465430434514703","0.306187503440683","0.236662324393695","0.0401712419530166"
"MEAF6","0.703811472161557","0.593348501777552","0.907974659519099","0.406064919496167"
"NDUFS5","0.742718253404755","0.529179291553134","0.762277747156101","0.56142918885656"
"UQCRH","0.721069329955712","0.590076950626759","0.940249842190465","0.157557409891113"
"AKIRIN1","0.743295275334045","0.273816458533461","0.158954436776857","0.0315785781079325"
"ZBTB8OS","0.448742894132694","0.485342574257426","0.688344397685011","0.0890622233460987"
"RIMKLA","0.674724588985833","0.212406963249516","0.0884476129881993","0.148475968574901"
"DMAP1","0.599591871326808","0.517589301983835","0.417019213573241","0.120440251262283"
"EPHA10","0.782737560912859","0.159342683982684","0.0492515875188829","0.136213366151086"
"SF3A3","0.57526730415643","0.547135915000699","0.75865522965725","0.02583697719134"
"CCDC30","0.71508725191344","0.504377358490566","0.585622869522573","0.415500886955091"
"RNF220","0.405960441656378","0.345586944181646","0.252383809183775","0.921090264721335"
"MTF1","0.552656717416641","0.481452424681811","0.519968183036503","0.0547888015451057"
"STK40","0.339369117348521","0.111685125858124","0.0115890498711761","0.00231628083495009"
"SZT2","0.306329619086343","0.103958543417367","0.00971947105888211","0.00256670378050024"
"ARMH1","0.759079065821609","0.290342536210464","0.176400592720869","0.273601327863747"
"FOXJ3","0.48922589119151","0.39402279959718","0.370119432243954","0.0222244996856425"
"INPP5B","0.732753658409563","0.202251771117166","0.0593763830867367","0.0129118628841251"
"_ENSG00000228436","0.547987414907031","0.348189915966387","0.30606802981508","0.00605682579965053"
"_ENSG00000230955","0.765438049196916","0.612048321489831","0.518427522419469","0.23645400055823"
"_ENSG00000238287","0.766428832650029","0.51241029915166","0.413196851314779","0.0776323836995592"
"LRRC7","0.299591417376254","0.150637037037037","0.0235377597001747","0.993794136990658"
"PTGER3","0.396977595797207","0.567271681891456","0.658915743700744","0.948159983108816"
"NDC1","0.718039285438658","0.413858823529412","0.451575556184964","0.0485213326317332"
"LRRC40","0.717395037548641","0.353245742981055","0.295494066285017","0.0607850049766402"
"NRDC","0.476454212804011","0.149279414838036","0.0281627388234161","0.0122540077290988"
"MKNK1","0.230256655900266","0.313092510067114","0.14089148064202","0.27454765814181"
"HSPB11","0.735246570675112","0.603361947342275","0.692994094802268","0.447706262022732"
"EPS15","0.718856273294818","0.58627251160392","0.910491517027343","0.356204059831819"
"ALG6","0.547885784811738","0.155243571428571","0.0378632758341792","0.0211566925609576"
"DHCR24","0.51904861352552","0.4123","0.695670089566522","0.630642407196342"
"SCP2","0.777782549218279","0.530529667812142","0.671690808290633","0.00974073362903928"
"TMEM59","0.616184226502981","0.586378673535093","0.948163938557038","0.298655073989226"
"DOCK7","0.452771001845534","0.216904704238472","0.083761436461969","0.0356652156293127"
"DNAJC6","0.278073731314978","0.186926207340631","0.0546700074176611","0.0729771629400521"
"LEPR","0.717069913810047","0.364546924428823","0.351347345423033","0.0690912677452657"
"SLC35D1","0.511026777808306","0.127904430379747","0.0134273245272674","0.292302042169807"
"SRSF11","0.766131982118612","0.200184272169548","0.0769916108433879","0.0400739883327802"
"OSBPL9","0.693337608294818","0.545207561966111","0.768309560529916","0.0138855526890073"
"TXNDC12","0.512893072904654","0.303641650294696","0.220582847684038","0.0412519800658864"
"ANKRD13C","0.795067040936007","0.445613795506009","0.535122554608324","0.0638973105199929"
"SGIP1","0.44492037121412","0.47386466361855","0.504817442086072","0.114152486094858"
"ECHDC2","0.732923998180058","0.253548443793482","0.057084630170881","0.00468030314029834"
"RNF11","0.402119494256574","0.264714355231144","0.269313724656688","0.955189316506236"
"ATPAF1","0.52373036363563","0.266062080884895","0.146212261635702","0.0445216655288391"
"ATG4C","0.660568842256551","0.310084033613445","0.096449889092596","0.045911077506637"
"SPATA6","0.690129933788259","0.107445360824742","0.00990064513947448","0.0883712512163111"
"ZRANB2","0.578236274794304","0.499759085290482","0.638271094563387","0.027842930228951"
"PATJ","0.743612849895591","0.374403945957538","0.581078596421455","0.0829965233845319"
"HOOK1","0.577336908036174","0.243653509112059","0.21933521383154","0.246727940989511"
"BTF3L4","0.755467465968262","0.502100413033502","0.638968929559163","0.0721712535310928"
"TUT4","0.552656717416641","0.470592036854229","0.53776284377379","0.0374857757307335"
"ITGB3BP","0.24498565179224","0.155243571428571","0.0566167637062224","0.986628587876255"
"SERBP1","0.674724588985833","0.475762587355762","0.632104370798586","0.408156532758922"
"WDR78","0.463775185005265","0.192408004708652","0.0980921161205825","0.330372951927381"
"ZFYVE9","0.565625811985988","0.125833222591362","0.0165578830508584","0.0148458630810552"
"LRP8","0.662827331634431","0.113837391304348","0.0163817275260698","0.00359044604217594"
"SSBP3","0.357687769006629","0.252325368731563","0.175463644744113","0.234416864496126"
"CACHD1","0.561815699925788","0.520364975880719","0.811337318125349","0.130643586863337"
"EFCAB14","0.395962995765064","0.114197840172786","0.0080743081284193","0.0469110724345287"
"CMPK1","0.457005012349513","0.346896992481203","0.499426669845267","0.0164530436789973"
"ELAVL4","0.398754018611595","0.279406652160398","0.193067927752581","0.817911607029908"
"ZYG11B","0.326464880819337","0.20596717948718","0.0863947123370408","0.244662109304226"
"MAGOH","0.779611184479074","0.471590871778033","0.463200923965254","0.0985919932788522"
"ACOT11","0.78460467935011","0.565896392379408","0.32554320979742","0.103278809009468"
"USP24","0.428450161942721","0.421369773486818","0.350364197919004","0.104001081937942"
"PRKAA2","0.387032662300488","0.0928807692307693","0.00124264087671795","0.420760285765206"
"AK4","0.524887294220037","0.149437204522097","0.0318283986922603","0.626234047650666"
"JAK1","0.753288180126941","0.393871457408155","0.438074830582455","0.0127077944416089"
"RAVER2","0.546870449272904","0.436082916368835","0.172050721677447","0.147679709098617"
"NFIA","0.159382230631526","0.447616862474084","0.45225229202027","0.0342107758351581"
"MYSM1","0.457005012349513","0.0817071428571429","0.00089658179783975","0.0586476514491439"
"TM2D1","0.694333726447106","0.6141472","0.954881543878804","0.107639237741795"
"NEGR1","0.377908791079693","0.201505140961857","0.0710666814049323","0.28692123780346"
"FGGY","0.792630926323673","0.338441769398115","0.285704917907928","0.0292683332817016"
"DAB1","0.57672121922218","0.439799222889438","0.42751607147011","0.74297438975971"
"GLIS1","0.653132560898396","0.453742662116041","0.476275490084621","0.070423529458114"
"JUN","0.483939478562549","0.369945880312229","0.642514799629356","0.933584882061926"
"PDE4B","0.764763790442324","0.305825607064018","0.252086623515545","0.129138661205686"
"FAF1","0.743612849895591","0.461888074928918","0.580275751588244","0.0551861725958626"
"AGBL4","0.651036684161505","0.5714416","0.944834942075161","0.27615628457142"
"CYP4X1","0.476454212804011","0.419655902712816","0.407989762645635","0.142763449192908"
"MIER1","0.473361849703705","0.186216279069767","0.0526390202173723","0.0150257539194587"
"EFCAB7","0.79057615508331","0.354391831177672","0.504434581529724","0.0747813581686616"
"LINC01748","0.690129933788259","0.344251830718022","0.276181892645001","0.0510842256244601"
"_ENSG00000229294","0.703827721580107","0.267198374534372","0.0948035705524524","0.350451505434676"
"ZRANB2-AS2","0.645824902726292","0.439750724637681","0.279430283475767","0.0680017759000822"
"GCLM","0.690129933788259","0.53713659158521","0.650292299395414","0.179055927624241"
"_ENSG00000036549","0.731099269714462","0.385457722567288","0.339991548322241","0.033576899815602"
"MSH4","0.269239340825451","0.172671406959153","0.0896673455998987","0.554101376748551"
"COL11A1","0.625686015683708","0.152995140186916","0.0286650840721536","0.0319849898038108"
"PKN2","0.52373036363563","0.0939696682464455","0.00303202144182594","0.00267607803473706"
"EVI5","0.627673399814689","0.577925359356455","0.869879162616857","0.017771964184998"
"USP33","0.535715649975322","0.210199010880317","0.0977176449931309","0.0176006135619254"
"SH3GLB1","0.421928388834384","0.233572034956305","0.0992670785169256","0.0970008356204895"
"CDC7","0.638229050366584","0.4123","0.432864425865786","0.0324809404744796"
"PALMD","0.634646406359521","0.245930960581707","0.100883960966759","0.785812342883547"
"ACADM","0.778439221261423","0.440002966101695","0.570418207153235","0.00167268509699401"
"ST6GALNAC5","0.618398691025894","0.322540365320299","0.29202566120686","0.696162938801563"
"ADGRL2","0.425768182178309","0.168678449612403","0.0373422613968596","0.0884933937921521"
"SSX2IP","0.221170882824154","0.188760784313726","0.0301888332052483","0.514269094593458"
"ZNHIT6","0.774675723454872","0.386972231404959","0.33969528533809","0.708018573497948"
"ABCD3","0.511533128235155","0.411418598434218","0.509658491879823","0.0189864887384059"
"PTBP2","0.367643311862006","0.203305126821371","0.0671639373555777","0.0672848680507535"
"PLPPR5","0.272179548576663","0.0939696682464455","0.00164107734280062","0.951495432792704"
"PLPPR4","0.311407198509589","0.126688673139159","0.0101564979670669","0.120801103285185"
"SLC35A3","0.579723468986831","0.403659265050821","0.35573509388082","0.0111320504247633"
"OLFM3","0.36768820448034","0.384209071993342","0.465627259895514","0.223216993110077"
"RPL5","0.466134218881149","0.298581828538878","0.320238098281529","0.818574133187384"
"ODF2L","0.345222293297036","0.286108588588589","0.179079669692348","0.0218237656699927"
"TRMT13","0.772052976104136","0.317018010471204","0.391254403656117","0.110254659143194"
"ZNF644","0.645824902726292","0.332502119270577","0.307688963854699","0.00816153320544008"
"CCDC18","0.758298354545149","0.495025242718447","0.490373153962877","0.189186070894301"
"RPAP2","0.616648801328864","0.200988784008884","0.0839472424864724","0.00386601721082653"
"BCAR3","0.729288709883323","0.346967190800282","0.198811488797397","0.0925744483694769"
"TTLL7","0.482736792990599","0.29305152838428","0.323381305055008","0.0686867850054521"
"FNBP1L","0.786541052554095","0.413177714394372","0.350504053958665","0.537255628259685"
"KYAT3","0.681648271093878","0.29305152838428","0.203493319243277","0.00993824559551258"
"GTF2B","0.504290003484075","0.199708193041526","0.0584006592604906","0.427634122509884"
"GIPC2","0.545367251532371","0.282789731051345","0.186963199084905","0.603237602741913"
"ARHGAP29","0.701485339430786","0.435250233225691","0.123685697406034","0.0873933077093432"
"SLC44A5","0.789119944971631","0.572886917253287","0.831584369089009","0.262467481531563"
"RPL7P9","0.577336908036174","0.283238118509469","0.459799151980212","0.976899334478442"
