gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
INTS11	0.276375629620659	0.3298	0.1574	0.1298	0.0446	0.446	0.3426	0.0652	0.0831	0.366940849645126	0.710559906309368	0.121968486153763	0.8846	0.9254	0.7372	0.8684
UBE4B	0.0374084776938707	0.1786	0.2254	0.1498	0.2296	0.0588	0.0263	0.0032	0.0011	0.0135824522078416	0.0424410601647785	0.00194483461982861	0.0708	0.0471	0.0087	0.0068
ACAP3	0.0506124471409828	0.2276	0.1458	0.0286	0.0136	0.6566	0.4758	0.1842	0.0624	0.558840532684026	0.666957836940145	0.0357653468318248	0.99	0.9656	0.977	0.9268
C1orf159	0.166368054302782	0.7774	0.8774	0.7194	0.8278	0.308	0.5452	0.205	0.4708	0.0320508118836899	0.036973241116855	0.0254056730697513	0.3694	0.4738	0.3788	0.4638
FBXO44	0.259341348043854	0.2288	0.267	0.2256	0.2462	0.7224	0.6438	0.628	0.5272	0.751035192875484	0.730197612443803	0.125784916166612	0.8102	0.9772	0.725	0.9698
RERE	0.449325863013011	0.9036	0.8614	0.887	0.8346	0.3702	0.3902	0.346	0.3564	0.253735062875787	0.310713074888616	0.145334707801189	0.6168	0.505	0.554	0.4214
PEX14	0.312088008673438	0.0854	0.0796	0.1004	0.0824	0.014	0.0328	0.0059	0.0247	0.0630884913720538	0.0932077794484481	0.0260058332317611	0.1082	0.071	0.0243	0.0179
PLCH2_ENSG00000149527	0.648241146223355	0.969	0.6122	0.951	0.2882	0.9412	0.813	0.842	0.4904	0.000731526201794474	0.934185691870799	0.0223646829079413	0.5686	0.662	0.1218	0.2976
SKI	0.546020763227339	0.9266	0.7296	0.9012	0.6518	0.9796	0.9774	0.9604	0.9638	0.0539301947193982	0.659151340418407	0.179439580717031	0.4316	0.4338	0.1094	0.137
SSU72	0.961817729017308	0.806	0.767	0.748	0.6864	0.8082	0.7728	0.7316	0.706	0.77777469098032	0.688309692553336	0.144141447071048	0.9624	0.9026	0.938	0.8764
FAAP20	0.13356015600749	0.3164	0.219	0.1136	0.0772	0.2668	0.1838	0.0561	0.0516	0.0581797896827415	0.203592118009865	0.0018204016105299	0.8352	0.9564	0.6598	0.8806
CLSTN1	0.0966324971381457	0.5014	0.8444	0.3692	0.807	0.3594	0.4558	0.2034	0.3004	0.0173666697152303	0.220513564671428	0.033187303960697	0.3218	0.3484	0.1538	0.1736
CAMTA1	0.123219950952662	0.7296	0.601	0.6574	0.5004	0.082	0.0742	0.0099	0.016	0.0263653595281255	0.107167525152251	0.0437174405051438	0.205	0.2384	0.0815	0.1084
EXOSC10	0.403236193775495	0.3128	0.2806	0.172	0.1144	0.2742	0.5244	0.1504	0.453	0.0126462372940821	0.0425035026187783	0.0564282175376113	0.207	0.2274	0.0417	0.0555
AURKAIP1	0.382710419872422	0.9638	0.9178	0.955	0.8998	0.3948	0.1922	0.1294	0.0214	0.226914558782013	0.999212921499672	0.00355858554554909	0.6084	0.635	0.5256	0.5996
GABRD	0.905023586409454	0.848	0.8322	0.8398	0.827	0.7554	0.9368	0.534	0.8958	0.277609585356869	0.732945866962551	0.311495269468519	0.3452	0.4974	0.1882	0.3072
KAZN	0.243848447913081	0.1628	0.0826	0.1378	0.0731	0.1966	0.2254	0.1688	0.1938	2.03468969174074e-10	0.124689939450936	1.22791600619701e-11	0.1678	0.1436	0.138	0.1052
AJAP1	0.0989752237415541	0.4648	0.889	0.4624	0.8836	0.4622	0.2712	0.4848	0.2992	0.0429580571274572	0.232539947337082	0.144578992599417	0.8216	0.9024	0.832	0.915
MTOR	0.708164856853254	0.41	0.5046	0.3488	0.3922	0.1984	0.3216	0.0243	0.1944	0.0418188826644297	0.0597854686095008	0.715839561157097	0.074	0.1078	0.0256	0.0476
CCNL2	0.310464403044629	0.4584	0.482	0.48	0.4998	0.0807	0.0502	0.0059	0.004	0.1225653024899	0.118207569398535	0.358750295729673	0.4376	0.3006	0.2588	0.1412
_ENSG00000230021	0.990372309037494	0.6648	0.625	0.5506	0.5086	0.5714	0.6098	0.1442	0.247	0.96962275969795	0.935840823649326	0.254437871849279	0.3918	0.437	0.134	0.1694
MRPL20	0.055585428190483	0.3832	0.4272	0.2996	0.384	0.1628	0.2228	0.143	0.2022	4.10910402016062e-05	0.0683570736969849	1.96226280457915e-07	0.2424	0.342	0.238	0.3172
CDK11B	0.144669169985173	0.4748	0.4082	0.4876	0.417	0.0015	0.001	3e-04	3e-04	0.290778440924761	0.246497695273319	0.0233593267288541	0.0514	0.142	0.0198	0.0784
MTATP6P1	0.0133794359376734	0.2724	0.214	0.1546	0.1098	0.1438	0.1154	0.0375	0.0312	2.64043899057868e-16	0.0343783931858921	2.04662060676653e-09	0.1532	0.151	0.0984	0.091
KDM1A	0.881693278037864	0.8064	0.619	0.8084	0.6174	0.9982	0.5982	0.993	0.4312	0.485472044170575	0.551824049593244	0.750209342470471	0.408	0.3682	0.2684	0.2494
FBXO42	0.646743451395959	0.5208	0.539	0.5212	0.5496	0.207	0.1616	0.0715	0.0597	0.0148883630536204	0.0642405565272427	0.712520597473852	0.2638	0.301	0.0881	0.1512
PITHD1	0.820347958297491	0.7712	0.9228	0.6822	0.8994	0.473	0.5206	0.2686	0.3192	0.279847303843123	0.410596590658287	0.954801130439034	0.5078	0.4986	0.3164	0.3146
CROCC	0.872757162079501	0.844	0.9192	0.8408	0.9108	0.1738	0.1848	0.0916	0.1004	0.888239303088114	0.682684293578921	0.313723086257643	0.4132	0.3824	0.283	0.236
SPEN	0.644573907016718	0.5586	0.5784	0.5754	0.5674	0.6296	0.277	0.5504	0.2056	0.0126108292679095	0.0202771055995285	0.834525405246212	0.9304	0.5064	0.931	0.5472
CDC42	0.124389178576829	0.2266	0.1938	0.212	0.172	0.2764	0.2762	0.2306	0.226	0.0967029432014892	0.121745067728418	0.355059049906228	0.3738	0.3244	0.287	0.24
ARHGEF10L	0.301072396458879	0.3282	0.185	0.344	0.1984	0.0054	0.0022	0.0072	0.0058	0.131648166290403	0.137864528401682	0.0280379180507808	0.1942	0.185	0.1382	0.1156
EIF4G3	0.962895194155446	0.787	0.6898	0.7368	0.6282	0.4624	0.6176	0.419	0.5724	0.149078812140023	0.488668329308807	0.0723909213069502	0.588	0.6174	0.5592	0.5712
RAP1GAP	0.0875229245460339	0.5064	0.4578	0.2922	0.2528	0.3406	0.3038	0.0629	0.0819	0.337976082097662	0.449758300470477	0.0214064935372642	0.92	0.8402	0.8312	0.677
CAPZB	0.00728800072082623	0.0081	0.0063	0.0089	0.007	0.0638	0.077	0.0261	0.0377	0.011393638815771	0.0550957206377069	7.08675356948518e-05	0.3046	0.3754	0.3078	0.3756
CROCCP3	0.893145751195655	0.462	0.3076	0.4438	0.289	0.1598	0.1542	0.1222	0.1396	0.253598137513828	0.36057638207623	0.196265951758185	0.2144	0.187	0.117	0.1198
NUDC	0.01472342112828	0.0432	0.0753	0.0282	0.0636	0.0853	0.1754	0.0827	0.1844	9.56690025846505e-06	0.000395314034668456	1.16680233942755e-05	0.0626	0.0891	0.0736	0.1
USP48	0.683734316633642	0.3518	0.378	0.3386	0.378	0.0885	0.1392	0.0714	0.1396	0.226801125162713	0.393836107964077	0.0768730501659904	0.0909	0.0927	0.0568	0.0843
DNAJC16	0.0203438253393343	0.0481	0.0433	0.0164	0.0254	0.0933	0.0896	0.0457	0.0652	0.000676351104461236	0.00675665888621585	0.00827096418016271	0.164	0.1932	0.0441	0.0842
OPRD1	0.622206986872566	0.942	0.943	0.9474	0.945	0.0731	0.0741	0.0967	0.0837	0.641609980473491	0.519080935461554	0.889756440120843	0.3988	0.388	0.3296	0.2982
SRSF4	0.816619068657696	0.4662	0.4792	0.418	0.4334	0.409	0.7226	0.4028	0.6818	0.992170001132821	0.96190019695786	0.808761307289099	0.2508	0.288	0.153	0.249
PLEKHM2	0.293207972041371	0.1242	0.1932	0.1232	0.1898	0.167	0.0978	0.1084	0.0566	0.374645469550696	0.374023552846094	0.57533582375661	0.1898	0.2048	0.1146	0.1306
SDHB	0.271023572172602	0.6748	0.6578	0.6616	0.6198	0.0327	0.0358	0.0041	0.0044	0.0151376710726805	0.0195987111213822	0.120970269795542	0.0577	0.0844	0.0075	0.0122
IGSF21	0.183118993444964	0.4312	0.332	0.3978	0.2554	0.0033	0.0087	0.0025	0.0126	0.163186364664482	0.592489593159078	0.00270198132866693	0.0866	0.0645	0.0275	0.0188
RSRP1	0.0179453062616435	0.0158	0.0173	0.0108	0.0117	0.0145	0.0187	0.007	0.0082	1.02096960008217e-06	0.00592583362298672	7.96562961342953e-07	0.0570000000000001	0.0516	0.0195	0.0157
STMN1	0.055049691731446	0.2924	0.3608	0.2132	0.2452	0.47	0.4584	0.4556	0.4374	3.65709467674037e-19	0.38390822075721	6.96570914963744e-17	0.2818	0.3972	0.2428	0.3502
MAN1C1	0.203526194403007	0.2988	0.3678	0.2822	0.3548	0.0432	0.0281	0.0337	0.0192	0.00162115546967047	0.0106977974037853	0.00017638512974469	0.1416	0.1838	0.103	0.1462
DHDDS	0.025305118923997	0.1066	0.1066	0.0431	0.0393	0.2122	0.5576	0.1334	0.4492	0.000205622643520987	0.0547680864496703	9.67144152752176e-06	0.0828	0.0931999999999999	0.0198	0.024
ARID1A	0.238229928653867	0.1374	0.0836	0.1288	0.0779	0.0721	0.0421	0.0141	0.0182	0.000181807546486	0.0141272628516962	0.106070058365552	0.957	0.8204	0.9466	0.8066
STX12	0.878770018162537	0.5728	0.6018	0.5132	0.5432	0.0205	0.0276	0.006	0.012	0.277982405069317	0.258734755827616	0.42081701382134	0.1018	0.1488	0.0575	0.126
HNRNPR	0.818482266150739	0.8656	0.898	0.7674	0.832	0.0739	0.0941	0.0259	0.0624	0.2227198537904	0.217417337277498	0.99576585724902	0.3866	0.2794	0.1912	0.1334
DNAJC8	0.731235162358277	0.8944	0.8392	0.8994	0.8454	0.7568	0.5734	0.6922	0.4608	0.897873572385238	0.869178048596013	0.215456831368174	0.8948	0.9208	0.8996	0.9078
AHDC1	0.407141079720853	0.8054	0.8182	0.7298	0.719	0.351	0.4006	0.0693	0.1	0.0853539427724987	0.0734540380721912	0.602892317211246	0.3236	0.3388	0.0502	0.0498
UBR4	0.938532384928155	0.6326	0.6508	0.6668	0.6862	0.0591	0.0495	0.0348	0.027	0.648902351358234	0.368720463812075	0.308547137693722	0.752	0.8826	0.6618	0.8518
HP1BP3	0.0311154487142433	0.0647	0.0466	0.0248	0.0125	0.127	0.1254	0.0153	0.0202	3.527757664641e-06	0.000374480672992298	0.0137445789738881	0.114	0.1065	0.0164	0.0099
ATP5IF1	0.000588385686458411	0.0035	0.0028	0.0035	0.003	0.0153	0.0095	0.0069	0.0069	5.90919592519873e-23	0.000692852157221153	4.93318058311236e-24	0.033	0.0319	0.0241	0.0181
EPHB2	0.0498636116525177	0.0059	0.0089	0.0091	0.0123	0.1378	0.3698	0.1358	0.3176	0.0171595730469425	0.0359908201956847	0.00353025343365181	0.0875	0.0623	0.0446	0.0252
SRRM1	0.0408810718343354	0.0571	0.0481	0.0425	0.0359	0.177	0.262	0.0768	0.1426	0.00707272302102488	0.0359832064167434	0.00353227620812	0.0693	0.0311	0.0917	0.0487
SH3BGRL3	0.160187738713357	0.6166	0.4598	0.5714	0.4066	0.182	0.1328	0.1428	0.103	0.0278878978779054	0.289455144641866	0.000850170855702547	0.6902	0.8108	0.621	0.7596
RPL11	0.753372114006462	0.93	0.9746	0.894	0.9644	0.8756	0.882	0.8364	0.8108	0.0283492795270255	0.304962548997707	0.0101525637490813	0.485	0.5298	0.4088	0.4272
EYA3	0.922939318806464	0.5774	0.5458	0.5136	0.457	0.8168	0.8998	0.7772	0.857	0.257799954595963	0.126118003105728	0.728180293811613	0.6518	0.7492	0.5238	0.656
NBL1	0.0653004950164191	0.3288	0.6308	0.2294	0.5722	0.5466	0.8084	0.2986	0.687	6.71974640089907e-05	0.0587263707716853	0.00507270358638586	0.2488	0.3162	0.0673	0.1012
PINK1	0.275156704687952	0.277	0.2838	0.2992	0.292	0.4142	0.3314	0.3594	0.2642	0.00565951771282277	0.449245130601497	0.000112213812939419	0.8546	0.8862	0.827	0.8484
EPB41	0.860454722083186	0.9046	0.7014	0.8836	0.6238	0.0639	0.0504	0.0012	0.0013	0.111557688971776	0.319367358615417	0.19869714217938	0.2736	0.3154	0.0941	0.1962
ATP13A2	0.307131246764002	0.643	0.8322	0.5346	0.789	0.2614	0.2018	0.055	0.0464	0.278187140054731	0.832281044106505	0.0078225592917465	0.8618	0.7064	0.7788	0.5982
CAMK2N1	0.00983997338311292	0.2846	0.4034	0.0845	0.1742	0.2064	0.2634	0.0418	0.0659	8.02800324252494e-20	0.0894207772297974	3.16116792020794e-09	0.192	0.1614	0.0321	0.0119
LUZP1	0.284584189506708	0.1914	0.2912	0.1742	0.2886	0.0112	0.0058	0.0051	0.0047	0.000115671633103629	0.0200761809889481	0.000369061601988195	0.14	0.2252	0.043	0.0672
OTUD3	0.637586681934125	0.1902	0.1624	0.1464	0.1314	0.426	0.2772	0.0318	0.0331	0.707731446784196	0.666245765727469	0.853125464270209	0.9892	0.9442	0.9868	0.9548
TRNAU1AP	0.308848069734752	0.3552	0.4238	0.3618	0.4474	0.2028	0.1282	0.0322	0.0144	0.019348036684354	0.0418175148476117	0.047457641224349	0.2354	0.2986	0.0244	0.0742
TMEM50A	0.333474245686501	0.8914	0.7444	0.893	0.7446	0.8742	0.7906	0.8772	0.7972	0.339342198186224	0.339270539738409	0.459010241634972	0.7786	0.4524	0.7468	0.3982
SRSF10	0.593770711604851	0.965	0.9386	0.9428	0.9288	0.1584	0.0883	0.0279	0.0467	0.393338946113881	0.81085964173999	0.492152633920731	0.169	0.2318	0.1198	0.1596
DDI2	0.298758139322745	0.1506	0.1774	0.1308	0.137	0.4684	0.5622	0.4404	0.5212	0.224528997992211	0.232491258422317	0.489099827443066	0.345	0.5618	0.2666	0.5262
HMGN2	0.513515690550636	0.5144	0.4086	0.3496	0.3066	0.7568	0.828	0.677	0.7844	0.948211479439373	0.933647381724829	0.75213099101525	0.732	0.9242	0.697	0.9082
PHACTR4	0.929033206891548	0.5836	0.626	0.5104	0.5672	0.243	0.239	0.1074	0.1156	0.817262889287145	0.320532254883269	0.284832838016789	0.244	0.211	0.1192	0.1052
MACO1	0.774167545273021	0.9616	0.8998	0.9596	0.8928	0.402	0.7058	0.3112	0.6468	0.201434284355368	0.328498470364433	0.962499614006791	0.1506	0.136	0.0682	0.0628
NBPF1	0.707337628943207	0.9078	0.8094	0.9216	0.787	0.5806	0.4756	0.5828	0.533	0.516980400003539	0.271368250070822	0.451415241655502	0.9682	0.8198	0.959	0.7586
EMC1-AS1	0.275061554405521	0.4988	0.772	0.4212	0.738	0.7188	0.8472	0.5336	0.7394	0.30173007867628	0.704068952660669	0.189231661068674	0.4444	0.3268	0.2162	0.1328
UQCRHL	0.902396304522211	0.9424	0.7546	0.928	0.7354	0.6608	0.6174	0.563	0.5114	0.283298659498473	0.949634980957834	0.0496465543330244	0.5106	0.7356	0.53	0.7552
_ENSG00000235912	0.051385671550351	0.178	0.086	0.1496	0.0906	0.4418	0.621	0.3868	0.5724	0.00258917101320607	0.297577517224458	0.00947556178848654	0.3696	0.4736	0.2928	0.4092
SCMH1	0.167543330407239	0.0527	0.1382	0.0168	0.0481	0.9608	0.951	0.9436	0.9502	0.564646632263001	0.601336238207822	0.359133521654966	0.9876	0.9948	0.9768	0.988
NCDN	0.0490469389478101	0.3344	0.5092	0.2098	0.4064	0.2696	0.477	0.117	0.3524	2.56998241889492e-06	0.109364519501376	0.00993735123972063	0.2068	0.267	0.0824	0.1128
KPNA6	0.939655014179	0.7506	0.639	0.6706	0.5558	0.3652	0.3292	0.1252	0.158	0.256370719741923	0.33224360375746	0.780352065673437	0.271	0.2668	0.0592	0.0652
TRAPPC3	0.440936158549952	0.8676	0.848	0.8084	0.8286	0.0122	0.0149	0.0171	0.0187	0.0857614204460509	0.149983080977696	0.00269266061202044	0.175	0.192	0.1902	0.1872
THRAP3	0.272572686621097	0.5896	0.759	0.6088	0.7776	0.4724	0.2974	0.2942	0.1358	0.121643494348873	0.143532036486491	0.630159652449698	0.7022	0.913	0.5612	0.8826
SNRNP40	0.0336144792305826	0.1542	0.2806	0.1058	0.2054	0.0011	0.0011	7e-04	0.0016	0.00546361977612845	0.00464192420819659	0.0141251855835667	0.0343	0.0724	0.022	0.0857
NFYC	0.20168607781728	0.979	0.887	0.9794	0.8738	0.743	0.756	0.619	0.6512	0.138202758439685	0.138328941219416	0.203822558463647	0.0738	0.053	0.0785	0.0603
EIF2B3	0.757039539279511	0.2004	0.2062	0.103	0.1372	0.379	0.3622	0.0943	0.1096	0.173503921813405	0.177592172075063	0.182854703496582	0.2302	0.1626	0.0428	0.0329
SMAP2	0.154453826097836	0.6166	0.6404	0.4964	0.531	0.7082	0.834	0.4374	0.715	0.0242973516576712	0.0743718948148624	0.044456776914586	0.1504	0.2188	0.007	0.09
POMGNT1	0.885249272222533	0.4788	0.4486	0.5148	0.48	0.7554	0.5762	0.7744	0.599	0.948571706105311	0.993614138217131	0.481117721417738	0.117	0.1294	0.1578	0.1526
MAST2	0.23251459725964	0.1526	0.1726	0.127	0.1398	0.107	0.0885	0.0873	0.069	0.0221984082857698	0.0282913751200985	0.26655321008323	0.2288	0.22	0.0875	0.1052
S100PBP	0.79660084860948	0.2746	0.2726	0.225	0.2504	0.9024	0.8134	0.7348	0.6382	0.319951552073838	0.281578033938046	0.220319712012544	0.2972	0.243	0.1076	0.1172
DLGAP3	0.390218008905214	0.441	0.3846	0.3854	0.3116	0.438	0.3814	0.408	0.3354	0.190286584903041	0.734611324716115	0.0157537498731627	0.5756	0.464	0.5738	0.47
SFPQ	0.295793628648845	0.5478	0.5598	0.4296	0.4696	0.5458	0.3756	0.1136	0.1092	0.10882723438475	0.633505232632861	0.189821986359549	0.4188	0.3206	0.1352	0.1178
MAP7D1	0.409495067513765	0.5366	0.5642	0.4516	0.5074	0.8762	0.888	0.773	0.8196	0.179038082778864	0.230097846692939	0.836993693783299	0.5472	0.5488	0.3328	0.368
RLF	0.126575748919401	0.0472	0.0445	0.0689	0.0648	0.0035	0.0043	0.0025	0.0027	0.00240772524431063	0.0322570248895852	0.0905383533936589	0.073	0.0503	0.0164	0.0146
ATP6V0B	0.0652752104997594	0.6316	0.3328	0.5948	0.2736	0.647	0.5176	0.5658	0.3994	0.00305509459690498	0.476325735263319	7.97452262527414e-07	0.7446	0.5916	0.6652	0.4806
ERI3	0.498963533069179	0.6896	0.9186	0.6408	0.9316	0.771	0.7806	0.6174	0.6684	0.168701691513768	0.0842770657526936	0.225960248984881	0.9736	0.8236	0.9594	0.7324
PTCH2	0.22382775489156	0.6638	0.4122	0.6646	0.395	0.0248	0.0629	0.0167	0.0501	0.0169341113968458	0.248576611432027	0.000474524119522184	0.1772	0.2738	0.0622	0.091
PRDX1	0.980896236089444	0.9738	0.9466	0.9744	0.9384	0.9834	0.94	0.9788	0.9372	0.358817729764149	0.423908249638871	0.347923119218326	0.4484	0.5028	0.4142	0.4776
ADGRB2	0.775329501658584	0.8644	0.9752	0.7612	0.9688	0.9968	0.7388	0.9894	0.4902	0.537190523910263	0.816745333994235	0.508659719934016	0.716	0.7402	0.3814	0.3912
ZCCHC17	0.101500955942252	0.0796	0.0442	0.095	0.0578	0.3908	0.474	0.2846	0.394	0.429934615274865	0.426086067426767	0.0317550238055174	0.097	0.0602	0.0841	0.0486
FABP3	0.525282396414663	0.8598	0.7134	0.815	0.6492	0.3578	0.298	0.2996	0.262	0.639563983544554	0.964972691871647	0.0366564234350264	0.553	0.566	0.4774	0.5142
KHDRBS1	0.108884736297957	0.2794	0.3562	0.2204	0.2814	0.0903	0.0464	0.0098	0.0152	0.0217755337237456	0.280700175704253	0.0534886657268097	0.1974	0.1938	0.0362	0.0499
CSMD2	0.0134931980481317	0.4252	0.6242	0.4054	0.5832	0.4318	0.5162	0.4206	0.5212	0.00384922693748282	0.60356487529328	0.00024045787468075	0.8316	0.9498	0.8242	0.9526
PSMB2	0.580137030449182	0.1554	0.3578	0.1886	0.3978	0.5802	0.4858	0.5736	0.4724	0.860070732732985	0.785245425628951	0.75630695999675	0.8284	0.7914	0.8	0.7464
AGO3	0.745149286703927	0.6126	0.652	0.6106	0.6528	0.1114	0.0622	0.0839	0.0459	0.586170890198085	0.373092795572789	0.830754951355257	0.3192	0.3232	0.2006	0.2414
ST3GAL3	0.4909507567537	0.766	0.9584	0.6944	0.933	0.2162	0.2106	0.1332	0.1402	0.0943411732733819	0.0662810610007033	0.066442261680085	0.2912	0.2526	0.0856	0.0913
HIVEP3	0.8492072347877	0.8516	0.8928	0.7968	0.8492	0.9782	0.9582	0.9742	0.9442	0.150150635908712	0.364144967399467	0.763976054486463	0.4476	0.451	0.2356	0.2736
MACF1	0.67558974250461	0.1616	0.1414	0.1736	0.1548	0.3102	0.5676	0.3522	0.6112	0.00486733530177122	0.0420078262448718	0.334733150267391	0.432	0.3656	0.3932	0.3222
PPT1	0.928104036593899	0.7586	0.687	0.7638	0.6736	0.9416	0.938	0.941	0.9296	0.148382727108946	0.259399004675247	0.43877025220008	0.9574	0.8768	0.9624	0.8828
LRRC41	0.579491663720638	0.1462	0.2008	0.133	0.1914	0.0392	0.0276	0.0461	0.0306	0.150659545661039	0.251364451204385	0.182740130292809	0.0536	0.1694	0.0342	0.114
NASP	0.611596550596641	0.6132	0.4634	0.689	0.5184	0.7014	0.9918	0.6778	0.9824	0.389170086785686	0.637014923577933	0.165021108962939	0.3368	0.1828	0.3814	0.215
PUM1	0.0136951812436421	0.0356	0.104	0.043	0.1204	0.0461	0.0458	0.0083	0.0116	0.000424288358989763	0.0254232466192779	0.000765125656399098	0.0759	0.0963000000000001	0.012	0.0152
YARS1	0.734881262185501	0.9788	0.792	0.9742	0.766	0.354	0.3454	0.0854	0.0933	0.481414535445976	0.460732478721796	0.646498570122353	0.1422	0.142	0.1122	0.1292
PHC2	0.176461206486317	0.0508	0.1007	0.0649	0.12	0.8586	0.5636	0.8666	0.5916	0.0248695534347553	0.100277019198901	0.119666417599506	0.179	0.1396	0.1592	0.128
AGO4	0.271545550165498	0.3292	0.3012	0.2252	0.2124	0.186	0.1062	0.0096	0.0035	0.0217303179827088	0.19891359381705	0.00062734756297523	0.2252	0.1798	0.0456	0.0531
KIAA0319L	0.333563607726366	0.147	0.0961	0.108	0.063	0.145	0.1908	0.0495	0.0771	0.0928207235185361	0.414093691099664	0.0112584309236058	0.1314	0.1338	0.0323	0.0257
AZIN2	0.179412785855918	0.5022	0.7272	0.3468	0.5692	0.0919	0.2134	0.0543	0.1572	0.00187905323918753	0.0033425336112861	0.0220303054081385	0.2524	0.3656	0.2954	0.394
RPS8	0.747950500425585	0.7698	0.946	0.6848	0.9264	0.8892	0.9586	0.8438	0.9442	0.00172925774157815	0.545565855062291	0.000191552081980156	0.69	0.674	0.6206	0.6272
ZMYM4	0.0508393460699143	0.0226	0.0288	0.0229	0.0306	0.5662	0.6946	0.4142	0.5758	0.0067851912411245	0.0109076451849728	0.0294181552183538	0.2926	0.375	0.2696	0.3456
RHBDL2	0.21858849551946	0.2204	0.174	0.1318	0.0992	0.1334	0.1504	0.0175	0.0173	0.133131108203602	0.237465530107892	0.0465830048139326	0.2662	0.24	0.0758	0.047
GPBP1L1	0.567437602725457	0.917	0.9186	0.9102	0.9158	0.9254	0.8752	0.8624	0.8168	0.526168143598885	0.582013538559465	0.901773390942537	0.3794	0.3532	0.2198	0.24
BSDC1	0.024418198778309	0.1664	0.1266	0.1438	0.1022	0.2896	0.3576	0.1008	0.2448	0.00242960264654648	0.084133334357905	0.00684262413182568	0.9912	0.9826	0.9808	0.9722
FNDC5	0.795379023578451	0.581	0.3746	0.5908	0.391	0.21	0.2544	0.1138	0.1492	0.755573012712575	0.568767837789504	0.332969715198882	0.3504	0.2976	0.3104	0.2558
ZSWIM5	0.484200323670634	0.1516	0.092	0.1198	0.0836	0.9072	0.957	0.8758	0.9462	0.142143347824041	0.125597709995262	0.0356653786713621	0.635	0.636	0.5126	0.5558
SDC3	0.768875177374112	0.4682	0.2732	0.4012	0.2132	0.222	0.1992	0.0814	0.0627	0.909560250671926	0.948104917589451	0.322262634232259	0.3014	0.2494	0.102	0.0559
