gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
AGL	0.3148	0.4936	0.2888	0.451
EXTL2	0.6214	0.5652	0.595	0.545
SLC30A7	0.2078	0.26	0.1612	0.1614
COL24A1	0.0338	0.0367	0.0196	0.038
EPHX4	0.5354	0.6806	0.539	0.6606
ALG14	0.5298	0.5126	0.3242	0.2608
GLMN	0.2986	0.275	0.1084	0.1022
ERICH3	0.291	0.236	0.2138	0.1824
MIGA1	0.9214	0.984	0.9022	0.9716
SELENOF	0.4004	0.378	0.356	0.33
ST6GALNAC3	0.3282	0.5668	0.322	0.5444
RNPC3	0.451	0.4056	0.4648	0.4006
DPYD	0.4234	0.2996	0.4312	0.2906
BTBD8	0.6914	0.677	0.573	0.5314
LRRC8B	0.8858	0.9084	0.8862	0.904
CCDC18-AS1	0.9438	0.874	0.9352	0.855
_ENSG00000224550	0.3418	0.5742	0.2948	0.5108
MIR137HG	0.1008	0.0772	0.0778	0.0626
_ENSG00000232825	0.9034	0.513	0.8904	0.482
DPYD-AS1	0.7568	0.6678	0.601	0.4796
LINC01725	0.767	0.675	0.7616	0.669
LINC02609	0.7484	0.8146	0.7716	0.8266
CLCA4-AS1	0.936	0.933	0.8922	0.89
PKN2-AS1	0.1974	0.118	0.1318	0.1108
AMY2B	0.487	0.7786	0.4944	0.7664
_ENSG00000259946	0.5566	0.6602	0.5294	0.6212
ST7L	0.5922	0.526	0.5008	0.4402
CSDE1	0.1608	0.2386	0.1188	0.1854
SARS1	0.3576	0.3542	0.3362	0.3232
GNAI3	0.9468	0.94	0.9348	0.9132
RSBN1	0.0851	0.0688	0.0577	0.0489
MAGI3	0.537	0.8276	0.5244	0.8254
WDR47	0.3064	0.3546	0.195	0.2298
STXBP3	0.5456	0.2812	0.5072	0.2446
KIAA1324	0.25	0.1798	0.154	0.1214
AMPD2	0.8944	0.9302	0.8726	0.8964
ATP5PB	0.8578	0.9044	0.8548	0.901
RAP1A	0.602	0.7088	0.5578	0.6786
CAPZA1	0.57	0.6274	0.5998	0.6362
BCAS2	0.2064	0.4694	0.2584	0.4564
PHTF1	0.0098	0.0098	0.0162	0.018
TTF2	0.0049	0.0104	0.0012	0.0031
GPR89A	0.4382	0.4268	0.387	0.362
LRIF1	0.5178	0.8998	0.493	0.8906
GPSM2	0.5666	0.5722	0.3644	0.3324
CHD1L	0.9148	0.7732	0.9082	0.6966
PEX11B	0.225	0.1836	0.1712	0.123
PRPF38B	0.038	0.0277	0.0082	0.0035
PSRC1	0.0281	0.0346	0.0346	0.0436
SORT1	0.348	0.482	0.323	0.4412
LAMTOR5	0.6764	0.7856	0.6576	0.7964
CEPT1	0.2178	0.4842	0.2564	0.4696
IGSF3	0.8596	0.9074	0.8772	0.9112
ZNF697	0.187	0.2508	0.0493	0.0923
CTTNBP2NL	0.6248	0.4626	0.5648	0.3822
STRIP1	0.6104	0.3866	0.5494	0.3298
PSMA5	0.2418	0.312	0.14	0.1928
CELSR2	0.871	0.7092	0.8624	0.6516
FAM102B	0.7156	0.7752	0.6196	0.718
HIPK1	0.7636	0.8862	0.7126	0.8796
SLC22A15	0.4962	0.4906	0.481	0.463
ATP1A1	0.7954	0.7718	0.8048	0.761
AHCYL1	0.0897	0.0682	0.0754	0.0596
KCND3	0.7464	0.9484	0.668	0.9182
SRGAP2C	0.3088	0.2934	0.2108	0.162
KCNA2	0.1252	0.1582	0.0486	0.0678
SRGAP2B	0.2684	0.1728	0.15	0.0799
GDAP2	0.256	0.2068	0.1626	0.101
SLC6A17	0.1902	0.3034	0.0561	0.114
TRIM33	0.7558	0.7696	0.6952	0.6992
INKA2	0.7008	0.9624	0.6874	0.9668
MAN1A2	0.673	0.4454	0.602	0.3802
LRIG2	0.1882	0.5022	0.1454	0.4204
_ENSG00000223804	0.8386	0.9038	0.7564	0.8618
_ENSG00000224363	0.8878	0.7354	0.8922	0.7528
LAMTOR5-AS1	0.652	0.5228	0.5246	0.3898
SLC16A1-AS1	0.5746	0.6028	0.3344	0.3868
LINC02798	0.2266	0.288	0.1604	0.1744
_ENSG00000227193	0.6522	0.9236	0.5194	0.893
WARS2-AS1	0.981	0.7576	0.9766	0.6786
LRIG2-DT_ENSG00000238198	0.7956	0.9406	0.7332	0.9278
RBM8A	0.2122	0.1622	0.2082	0.1718
RNF115	0.6212	0.4786	0.5756	0.3788
SEC22B	0.4306	0.288	0.4114	0.2244
NBPF15	0.476	0.3776	0.254	0.1958
NBPF12	0.985	0.7106	0.9696	0.6624
LINC01145	0.2684	0.2608	0.2122	0.2212
_ENSG00000274642	0.209	0.2372	0.2532	0.2626
_ENSG00000275131	0.0612	0.0494	0.0732	0.0624
HYDIN2	0.4918	0.4666	0.2926	0.3328
SCAMP3_ENSG00000116521	0.377	0.4374	0.411	0.4724
ASH1L	0.0526	0.0333	0.0267	0.0229
GON4L	0.1448	0.1496	0.0634	0.0716
ARHGEF2	0.9194	0.9142	0.9164	0.9126
MEF2D	0.8538	0.9972	0.8198	0.997
PRPF3	0.0739	0.0623	0.0815	0.0762
C1orf61	0.709	0.9322	0.705	0.9204
DAP3	0.452	0.4888	0.2538	0.3114
KHDC4	0.2008	0.1678	0.1564	0.113
ARHGEF11	0.2726	0.2664	0.2188	0.217
SYT11	0.154	0.2034	0.1546	0.2094
VPS45	0.6618	0.8868	0.5594	0.8454
PRCC	0.8234	0.93	0.7908	0.901
ISG20L2	0.1406	0.2224	0.1514	0.2186
HDGF	0.0947	0.0901	0.0669	0.0748
SNX27	0.1744	0.1688	0.2054	0.2128
SETDB1	0.1404	0.159	0.0614	0.074
PI4KB	0.5432	0.5086	0.567	0.524
PIP5K1A	0.6426	0.4402	0.5668	0.3612
ENSA	0.2764	0.2394	0.2562	0.2258
ARNT	0.6012	0.7168	0.6048	0.6714
POGZ	0.7788	0.8494	0.7944	0.8604
GOLPH3L	0.8898	0.5888	0.873	0.6314
GABPB2	0.7392	0.9494	0.5186	0.9134
ATP8B2	0.0924	0.082	0.0553	0.0394
JTB	0.6696	0.6272	0.5868	0.5436
TPM3	0.5936	0.4566	0.6192	0.492
NUP210L	0.5922	0.441	0.491	0.3218
UBAP2L	0.3302	0.3222	0.3172	0.35
HAX1	0.9894	0.7826	0.986	0.652
KCNN3	0.2708	0.3012	0.2622	0.2914
C1orf43	0.853	0.6812	0.7964	0.611
GATAD2B_ENSG00000143614	0.8208	0.5844	0.802	0.5358
INTS3_ENSG00000143624	0.1156	0.1832	0.0863	0.1514
SV2A	0.3208	0.5134	0.2666	0.4548
PSMD4	0.7074	0.8708	0.7218	0.8732
PSMB4	0.7704	0.7666	0.7698	0.7542
CELF3	0.9678	0.9896	0.9454	0.9804
THEM4	0.3004	0.2994	0.2612	0.2524
CHTOP	0.5484	0.4084	0.4914	0.3486
ADAR	0.1844	0.1212	0.1622	0.1228
FDPS	0.4498	0.769	0.3924	0.7202
RUSC1	0.7712	0.7144	0.7166	0.6444
RPRD2	0.5292	0.4416	0.5048	0.4118
SCNM1	0.5908	0.4674	0.5256	0.3712
YY1AP1	0.0332	0.0231	0.0089	0.008
TRIM46	0.1072	0.0761	0.0608	0.0424
CCT3	0.8624	0.9048	0.8018	0.8564
SSR2	0.489	0.523	0.4056	0.3992
PDE4DIP	0.0812	0.107	0.107	0.1416
GPR89B	0.3824	0.4312	0.2996	0.3568
SEMA4A	0.5586	0.4432	0.5636	0.4436
CDC42SE1	0.7976	0.7746	0.776	0.719
S100A6	0.085	0.1394	0.0385	0.0874
DENND4B	0.1976	0.3074	0.1004	0.2012
SMG5	0.0888	0.046	0.1252	0.0646
ADAMTSL4-AS1	0.0315	0.031	0.0266	0.0226
MLLT11	0.3602	0.1958	0.3214	0.179
_ENSG00000215861	0.6936	0.6408	0.6944	0.6518
_ENSG00000227733	0.76	0.627	0.6932	0.4832
FLG-AS1	0.472	0.565	0.4262	0.5354
NBPF11	0.7858	0.862	0.6666	0.7982
OTUD7B	0.9026	1	0.8872	0.9998
MRPS21	0.9672	0.7968	0.9576	0.7652
NBPF9	0.6236	0.5666	0.568	0.5126
NBPF19	0.25	0.2058	0.2208	0.1986
LINC01138	0.6376	0.4058	0.5334	0.332
_ENSG00000274265	0.549	0.4178	0.4606	0.334
LINC00869	0.9238	0.8652	0.8878	0.813
SCYL3	0.5938	0.777	0.61	0.7862
C1orf112	0.5228	0.7674	0.4006	0.756
KIFAP3	0.1774	0.1218	0.0923	0.0513
KLHL20	0.7276	0.4458	0.694	0.3872
SUCO	0.61	0.7314	0.598	0.7146
TNR	0.5094	0.6786	0.5626	0.6844
CACYBP	0.8874	0.6788	0.906	0.691
RGS4	0.1228	0.1514	0.0849	0.0993
BLZF1	0.4974	0.4454	0.3246	0.2278
PRRC2C	0.2006	0.1202	0.0348	0.0117
VAMP4	0.1702	0.1698	0.1126	0.1332
ATF6	0.5844	0.6606	0.6086	0.674
COPA	0.6074	0.384	0.5702	0.2984
DCAF8	0.7364	0.904	0.7036	0.9026
PIGC	0.6668	0.9148	0.3594	0.8354
RC3H1	0.7884	0.8966	0.6796	0.8544
ATP1B1	0.3276	0.3494	0.2718	0.2894
TIPRL	0.626	0.3042	0.6168	0.321
NME7	0.2868	0.2328	0.1256	0.101
MPC2	0.2146	0.41	0.2274	0.4232
CREG1	0.4326	0.2132	0.4108	0.2038
DCAF6	0.0146	0.0133	0.0195	0.0224
UCK2	0.9962	0.8506	0.997	0.8364
TMCO1	0.5584	0.3794	0.4038	0.2744
POU2F1	0.379	0.1596	0.4196	0.2092
ILDR2	0.5334	0.7038	0.3174	0.5422
MGST3	0.7646	0.553	0.7266	0.4946
COP1	0.19	0.282	0.2182	0.3056
UFC1	0.8806	0.7698	0.8472	0.7372
SDHC	0.395	0.3436	0.3232	0.2574
