gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
SPTBN1	0.1054	0.0717	0.0816	0.0681
RTN4	0.8868	0.7922	0.8426	0.6986
ACTR2	0.0314	0.0388	0.0098	0.014
PREPL	0.1434	0.196	0.119	0.1666
RPS27A	0.5072	0.5426	0.3172	0.305
PRKCE	0.9868	0.5962	0.9848	0.4544
NRXN1	0.215	0.1624	0.2782	0.2222
SLC8A1	0.1868	0.1982	0.114	0.1552
TMSB10	0.1756	0.2178	0.1772	0.1826
CTNNA2	0.4264	0.2982	0.4142	0.263
AAK1	0.3582	0.647	0.3552	0.6602
LRRTM4	0.2994	0.1812	0.2278	0.1154
COX5B	0.0145	0.04	0.005	0.0198
LONRF2	0.8666	0.9262	0.8384	0.9126
CREG2	0.2182	0.194	0.1174	0.0784
LRP1B	0.7848	0.7938	0.8102	0.818
DPP10	0.159	0.1732	0.1032	0.12
CHN1	0.3052	0.3408	0.2934	0.332
SCN2A	0.9986	0.8568	0.9972	0.814
SCN1A	0.4706	0.2908	0.456	0.2328
SLC4A10	0.9836	0.684	0.9796	0.632
KIF5C_ENSG00000168280	0.1376	0.1568	0.1102	0.118
CERS6	0.4898	0.437	0.462	0.422
CSRNP3	0.1872	0.5144	0.1762	0.471
_ENSG00000218175	0.1938	0.3604	0.0656	0.1252
_ENSG00000233762	0.0117	0.0189	0.0105	0.0161
NCKAP1	0.7038	0.5222	0.5226	0.363
MAP2	0.6654	0.929	0.6382	0.898
INO80D	0.6334	0.7846	0.4708	0.6868
PDE1A	0.0548	0.0523	0.0529	0.0507
GLS	0.0875	0.0796	0.0759	0.0655
ABI2	0.6204	0.8316	0.497	0.7806
FAM171B	0.5024	0.6264	0.4688	0.627
ERBB4	0.8014	0.998	0.7566	0.9944
SLC39A10	0.8256	0.9588	0.8076	0.9596
PTPRN	0.9418	0.7344	0.9434	0.6856
NGEF	0.2034	0.113	0.142	0.0726
EPHA4	0.3704	0.709	0.3548	0.7168
ACSL3	0.3646	0.222	0.3598	0.252
TUBA4A	0.2762	0.6706	0.2802	0.6592
ITM2C	0.0576	0.1019	0.028	0.0619
SERPINE2	0.7292	0.5868	0.677	0.5392
SCG2	0.1482	0.1072	0.1148	0.0972
PTMA	2e-04	4e-04	5e-04	6e-04
RPL37A	0.3162	0.3514	0.1632	0.19
KIF1A	0.9002	0.8804	0.889	0.8658
CHL1	0.397	0.82	0.3892	0.803
RPL32	0.2634	0.4684	0.1414	0.2936
ATP2B2	0.9144	0.9804	0.9218	0.9826
SYN2	0.0601	0.1156	0.0566	0.1002
RPL15	0.3626	0.1688	0.2778	0.1582
BRK1	0.0678	0.1378	0.023	0.0538
EIF1B	0.2154	0.1908	0.1892	0.1654
CLASP2	0.5818	0.6014	0.5642	0.6248
BSN	0.6274	0.594	0.5922	0.5988
CAMKV	0.4262	0.4742	0.3792	0.4382
ARPP21	0.6308	0.568	0.6072	0.5498
CCK	0.0082	0.0117	0.0014	0.0017
TMA7	0.5572	0.7866	0.394	0.7056
DOCK3	0.0697	0.08	0.0215	0.0216
ARL6IP5	0.3292	0.2516	0.1306	0.0618
CADM2	0.2758	0.447	0.3064	0.47
ROBO2	0.1192	0.068	0.1182	0.0705
ATP6V1A	0.4184	0.3888	0.4424	0.3998
TAGLN3	0.6924	0.8044	0.668	0.7834
KALRN	0.4284	0.432	0.3052	0.2956
GAP43	0.7358	0.6848	0.7152	0.657
LSAMP	0.5978	0.2332	0.682	0.2396
CD47	0.8144	0.6008	0.7808	0.5174
RAB6B	0.806	0.5774	0.8158	0.6104
CLSTN2	0.7424	0.969	0.7378	0.9682
SEC62	0.5224	0.56	0.362	0.3568
PEX5L	0.2196	0.1838	0.1004	0.0781
NCEH1	0.1472	0.2058	0.0878	0.1462
SERPINI1	0.9474	0.841	0.9302	0.7956
NLGN1	0.6244	0.5962	0.6238	0.573
CRMP1	0.8274	0.741	0.6306	0.5878
PPP2R2C	0.7538	0.9188	0.7612	0.916
FGF12	0.6244	0.779	0.6008	0.7478
EIF4A2	0.4274	0.3666	0.247	0.141
NAT8L	0.1734	0.114	0.0082	0.015
C4orf48	0.719	0.648	0.617	0.4282
OCIAD1	0.2286	0.2504	0.1896	0.225
ATP8A1	0.1274	0.436	0.1346	0.3942
UCHL1	0.2556	0.2488	0.26	0.2538
LDB2	0.6706	0.8602	0.6602	0.8452
PCDH7	0.5608	0.9066	0.5238	0.9058
KCNIP4_ENSG00000185774	0.3046	0.0948	0.2312	0.0781
RUFY3	0.5684	0.6016	0.589	0.6028
CCNI	0.0279	0.0144	0.0018	9e-04
RASGEF1B	0.8966	0.67	0.8644	0.538
G3BP2	0.1788	0.4964	0.1872	0.4984
SCD5	0.787	0.4964	0.7432	0.4214
ADGRL3	0.5652	0.4394	0.5104	0.3926
PPP3CA	0.3242	0.2222	0.248	0.1658
SNCA	0.1432	0.2302	0.0853	0.192
ANK2	0.7812	0.6188	0.6326	0.434
SPARCL1	0.767	0.6734	0.6566	0.5024
GUCY1B1	0.2992	0.4176	0.258	0.352
TRIM2	0.577	0.6732	0.6396	0.7436
FBXW7	0.7064	0.5372	0.646	0.439
GRIA2	5e-04	9e-04	0.001	0.0063
KIAA1109	0.3404	0.3114	0.2296	0.2264
SCOC	0.488	0.3008	0.4364	0.223
CPE	0.5328	0.8228	0.4954	0.8278
GPM6A	0.3736	0.3488	0.2806	0.269
SUB1	0.9634	0.918	0.971	0.9112
MARCHF6	0.3446	0.7722	0.3086	0.7494
LMBRD2	0.498	0.7904	0.4406	0.8126
CTNND2	0.3058	0.2638	0.3344	0.31
BASP1	0.7652	0.8548	0.7174	0.8192
PDE4D	0.7018	0.5306	0.7126	0.5146
MAP1B	0.826	0.9462	0.8094	0.9374
PIK3R1	0.1228	0.1094	0.1146	0.0719
RAB3C	0.0356	0.0375	0.0231	0.0299
MEF2C	0.1854	0.225	0.0365	0.0633
SCAMP1	0.4304	0.5574	0.3752	0.5072
COX7C	0.3496	0.345	0.2322	0.191
TBCA	0.4968	0.6582	0.3108	0.517
ENC1	0.5444	0.9728	0.4534	0.9674
PJA2	0.1702	0.1098	0.0882	0.0524
SKP1	0.9144	0.9846	0.9114	0.9834
UBE2B	0.0924	0.1014	0.0408	0.0702
REEP5	0.6728	0.682	0.4756	0.5234
KIF3A	0.5912	0.8082	0.5372	0.8062
NREP	0.9396	0.7822	0.915	0.6596
SPOCK1	0.0271	0.0112	0.031	0.0162
CAMK4	0.8246	0.7242	0.8018	0.7558
HINT1	0.0116	0.0124	0.0031	0.0059
VDAC1	0.3108	0.3622	0.2806	0.347
CYFIP2	0.0375	0.0557	0.0084	0.0201
CAMK2A	0.6896	0.945	0.6834	0.9278
NDFIP1	0.2592	0.3988	0.1296	0.2242
GABRB2	0.1396	0.1648	0.103	0.1082
PPP2R2B				
RPS14	0.7224	0.9612	0.6478	0.9488
KCTD16	0.1588	0.1178	0.0914	0.0906
ANXA6	0.588	0.4836	0.606	0.48
GABRA1	0.1368	0.2988	0.0881	0.2234
SNCB	0.6004	0.3218	0.3834	0.1014
GABRG2	0.1618	0.17	0.108	0.0851
CANX	0.0303	0.0404	0.0218	0.0169
TUBB2A	0.0275	0.0421	0.0177	0.0282
NSG2	0.2036	0.1336	0.0951	0.048
PHACTR1	0.2728	0.2412	0.3212	0.2842
CAP2	0.0976	0.2012	0.0552	0.1742
NRN1	0.0074	0.0089	0.001	0.0019
TUBB_ENSG00000196230	0.2446	0.2664	0.2382	0.2986
GABBR1_ENSG00000204681	0.5384	0.4494	0.4688	0.3798
NUDT3	0.9992	0.6614	0.999	0.595
TMEM14A	0.6564	0.6958	0.6376	0.6946
HSP90AB1	0.1432	0.1976	0.1164	0.1634
ADGRB3	0.523	0.279	0.425	0.2286
MTCH1	0.2568	0.363	0.243	0.327
SNX3	0.1118	0.0818	0.0357	0.0412
COX7A2	0.4324	0.6538	0.3908	0.6168
TMEM30A	0.3732	0.5414	0.2288	0.3962
FUT9	0.3344	0.7524	0.2116	0.684
HIVEP2	0.172	0.177	0.117	0.1356
SERINC1	0.1932	0.165	0.2122	0.1636
WASF1	0.2428	0.3192	0.123	0.1704
TSPYL1	0.0724	0.0598	0.0488	0.0448
MARCKS	0.3858	0.3198	0.3848	0.3242
PCMT1	0.9984	0.9734	0.9992	0.9692
PRKAR1B	0.9912	0.528	0.9852	0.3766
ACTB	0.9684	0.9422	0.9726	0.9462
SNX10	0.9318	0.7456	0.9274	0.7466
TSPAN13	0.5634	0.4508	0.5426	0.402
RAC1	0.8724	0.8708	0.858	0.847
CYCS	0.5552	0.632	0.504	0.5846
NDUFA4	0.0105	0.048	0.0018	0.0141
NUDCD3	0.6858	0.7992	0.6994	0.7726
CAMK2B	0.2508	0.1186	0.1082	0.0538
CHCHD2	4e-04	4e-04	2e-04	5e-04
SEPTIN7	0.7836	0.8902	0.7538	0.8714
ADCY1	0.7858	0.7156	0.683	0.6372
PPIA	0.2996	0.436	0.118	0.277
RHBDD2	0.8742	0.9654	0.839	0.9536
STX1A	0.7032	0.5636	0.686	0.5202
CACNA2D1	0.615	0.8458	0.5696	0.8184
YWHAG	0.8764	0.9734	0.8452	0.9572
GALNT17	0.8914	0.6442	0.8382	0.6234
PCLO	0.0457	0.066	0.032	0.0476
BCAP29	0.6074	0.5914	0.6294	0.622
NRCAM	0.7346	0.7308	0.6342	0.6548
SLC26A3	0.5314	0.5002	0.4096	0.4148
VGF	0.8026	0.9164	0.7094	0.8922
SRPK2	0.6836	0.8024	0.6914	0.7878
DYNC1I1	0.201	0.2546	0.227	0.2962
TMEM130	0.0783	0.0629	0.0476	0.0338
MTPN	0.5966	0.8658	0.4796	0.841
ATP6V1F	0.2182	0.2524	0.112	0.1214
DNAJB6	0.5814	0.8324	0.6326	0.8476
EPHB6_ENSG00000106123	0.1056	0.0915	0.1012	0.101
RHEB	0.8044	0.9138	0.818	0.9122
DPP6	0.171	0.1778	0.1288	0.1538
ATP6V0E2	0.1124	0.1082	0.0852	0.0859
CNTNAP2_ENSG00000174469	0.274	0.2454	0.2278	0.1842
CDKL5	0.9688	0.959	0.9648	0.9564
GPM6B	0.4994	0.3734	0.5306	0.3986
CNKSR2	0.438	0.8694	0.4304	0.8682
TSPAN7	0.6438	0.851	0.6508	0.8568
IL1RAPL1	0.7606	0.5112	0.7746	0.4182
ATP6AP2	0.1436	0.0767	0.0399	0.0157
TMSB4X	0.0404	0.0352	0.0148	0.0087
SYN1	0.108	0.0528	0.0935	0.045
SYP	0.986	0.8102	0.9868	0.805
PCSK1N	0.4736	0.2456	0.1516	0.0256
USP11	0.2344	0.2648	0.1656	0.1628
ATRX	0.999	0.9782	0.998	0.9734
BEX4	0.0172	0.0151	0.0156	0.019
MORF4L2	0.9954	0.9242	0.9966	0.9258
BEX2	0.5424	0.656	0.4666	0.5752
BEX1	5e-04	5e-04	1e-04	1e-04
BEX3	0.0049	0.0133	0.0044	0.0115
BEX5	0.0304	0.0624	0.0309	0.0657
NAP1L3	0.2934	0.2134	0.1252	0.0756
NAP1L2	0.6196	0.6778	0.506	0.5832
TTC3P1	0.9434	0.8932	0.9294	0.8646
PAK3	0.4422	0.6706	0.3724	0.6512
PGRMC1	0.0193	0.0284	0.0193	0.0309
NDUFA1	0.0819	0.0923	0.0223	0.0285
GRIA3	0.344	0.5398	0.3722	0.5656
RTL8C	0.7282	0.642	0.6414	0.5726
SLC9A6	0.5872	0.679	0.53	0.6264
IDS	0.407	0.5032	0.3116	0.412
ATP6AP1	0.1868	0.1016	0.1928	0.1216
CD99L2	0.0252	0.0275	0.0326	0.0303
CSMD1	0.4086	0.257	0.322	0.1606
GDI1	0.0463	0.0584	0.0336	0.0466
STMN4	0.2826	0.3114	0.3038	0.3038
DPYSL2	0.2686	0.4136	0.2232	0.3772
NEFM	0.9428	0.7302	0.9174	0.6858
CLU	0.2928	0.2422	0.0811	0.0496
ATP6V1B2	0.2624	0.4302	0.1956	0.3702
PSD3	0.0067	0.0046	0.0102	0.0073
CTSB	0.664	0.641	0.69	0.659
PHYHIP	0.1364	0.3566	0.1076	0.2868
PNMA2	0.9802	0.9988	0.9792	0.9944
NEFL	0.4184	0.5492	0.374	0.4706
VDAC3	0.8464	0.808	0.8014	0.768
FZD3	0.1904	0.3458	0.1724	0.3242
SARAF	0.9572	0.9284	0.9434	0.9012
RAB2A	0.2604	0.3116	0.1288	0.2348
STMN2	0.8796	0.9844	0.8294	0.9768
NECAB1	0.1954	0.1796	0.1886	0.1622
NCALD	0.3968	0.6202	0.4046	0.624
UQCRB	0.8266	0.8454	0.7784	0.7902
OXR1	0.272	0.2836	0.2716	0.31
COX6C	0.1138	0.2086	0.0858	0.1712
YWHAZ	0.6644	0.625	0.653	0.638
PDP1	0.5706	0.4496	0.5094	0.3498
PTPRD	0.368	0.1518	0.2082	0.0678
LY6E_ENSG00000160932	0.1346	0.1564	0.1066	0.1288
LY6H_ENSG00000176956	0.204	0.1254	0.0219	0.0151
GRINA	0.9914	0.8188	0.98	0.6956
LYNX1	0.1428	0.1736	0.078	0.1056
SH3GL2	0.636	0.851	0.5788	0.8302
SLC24A2	0.9802	0.9704	0.9698	0.9652
ZFAND5	0.2522	0.3432	0.1012	0.1646
GDA	0.5732	0.7828	0.4614	0.7364
GNAQ	0.4132	0.5352	0.2532	0.4076
GABBR2	0.5464	0.6286	0.5666	0.6432
NTRK2	0.0843	0.127	0.0482	0.0867
DIRAS2	0.6668	0.7116	0.5872	0.6524
HNRNPK	0.885	0.8046	0.8596	0.7448
FRRS1L	0.3788	0.3058	0.2316	0.1932
DNM1	0.4494	0.685	0.4108	0.624
STXBP1	0.2334	0.2816	0.0802	0.126
ATP6V1G1	0.9808	0.9328	0.9738	0.915
C9orf16	0.1066	0.0528	0.0548	0.0183
ZNF483	0.465	0.3454	0.3996	0.293
SPTAN1	0.5316	0.603	0.4736	0.5474
TOLLIP	0.586	0.7586	0.4678	0.6934
OLFM1	0.3938	0.4968	0.3904	0.4942
GRIN1	0.8924	0.8612	0.6632	0.6348
RPLP2	0.003	0.0069	3e-04	0.0011
CEND1	0.0271	0.0156	9e-04	9e-04
TUBB4B	0.02	0.0403	0.012	0.0319
DKK3	0.162	0.18	0.0579	0.0619
EIF4G2	0.6868	0.5244	0.6426	0.4558
LDHA	0.4968	0.5982	0.3562	0.48
KIAA1549L	0.5652	0.5954	0.5286	0.5502
SLC1A2	0.8506	0.8494	0.8262	0.8312
DGKZ	0.0467	0.0278	0.0105	0.0052
C1QTNF4	0.6572	0.5756	0.4122	0.2502
NRXN2	0.5348	0.3812	0.3322	0.1866
RTN3	0.92	0.7224	0.9082	0.6618
GNG3	0.4766	0.5266	0.4378	0.494
FTH1	0.3586	0.4744	0.161	0.263
FKBP2	0.2622	0.2582	0.1402	0.1486
PAK1	0.231	0.2784	0.1532	0.1582
PGM2L1	0.3366	0.3934	0.272	0.3644
CFL1	0.0094	0.0275	0.0108	0.0234
B4GAT1	0.3044	0.4812	0.2594	0.4364
RAB6A	0.2374	0.2924	0.237	0.27
CCDC85B	0.8188	0.6476	0.6802	0.445
MALAT1				
DLG2	0.8302	0.5828	0.7912	0.492
GRIA4	0.0089	0.0064	0.0048	0.0037
GRM5	0.5402	0.4282	0.4552	0.3878
HSPA8	0.7404	0.7982	0.6862	0.7502
SORL1	0.9718	0.8862	0.97	0.8956
NCAM1	0.131	0.1072	0.1094	0.1016
THY1	0.4994	0.3142	0.401	0.2286
NRGN	0.7514	0.2406	0.6674	0.1366
SCN3B	0.4944	0.503	0.466	0.4754
ATP5MG	0.0399	0.0813	0.0131	0.0361
CELF2	0.5506	0.8534	0.406	0.8026
APLP2	0.3034	0.476	0.2652	0.4334
ARHGAP32	0.2038	0.3814	0.1714	0.363
NTM	0.1766	0.3566	0.1282	0.2854
OPCML	0.9984	0.7634	0.997	0.7386
SPOCK2	0.7014	0.861	0.6232	0.8304
PPP3CB	0.38	0.394	0.2392	0.2816
ANK3	0.6644	0.5724	0.6188	0.4826
KCNMA1	0.9162	0.5828	0.9078	0.5546
GHITM	0.912	0.9806	0.854	0.9722
NRG3	0.66	0.8274	0.598	0.7812
PSAP	0.0688	0.0281	0.0095	0.0032
GOT1	0.7796	0.7624	0.7738	0.7716
PGAM1	0.123	0.1312	0.127	0.1292
SNCG	0.0884	0.1288	0.0736	0.0937
SLIT1	0.8038	0.7174	0.737	0.6474
ATRNL1	0.8396	0.9578	0.8484	0.966
BNIP3	0.245	0.2104	0.2272	0.1694
LMO3	0.428	0.379	0.443	0.3974
GAPDH	0.474	0.4784	0.216	0.2724
TPI1	0.2164	0.0795	0.1522	0.0543
ENO2	0.3326	0.266	0.3718	0.283
GABARAPL1	0.0038	0.0035	0.0086	0.0103
CLSTN3	0.6548	0.964	0.5764	0.9566
PTMS	0.3194	0.1878	0.0938	0.0737
GRIN2B	0.2304	0.2016	0.1216	0.1302
CNTN1	0.3986	0.7836	0.367	0.79
LDHB	0.9434	0.995	0.8966	0.9894
TUBA1B	0.8506	0.7722	0.837	0.7772
KIF21A	0.4868	0.4356	0.4674	0.424
SLC2A13	0.0295	0.0476	0.0317	0.0481
NELL2	0.745	0.9762	0.495	0.941
ATP5F1B	0.1956	0.1138	0.2082	0.1322
FAIM2	0.3932	0.4206	0.3526	0.36
TMBIM6	0.2868	0.5292	0.2816	0.4916
KIF5A	0.2002	0.1834	0.2146	0.1734
TUBA1A	0.4308	0.3724	0.2738	0.2478
SCN8A	0.246	0.3264	0.28	0.3222
SYT1	0.1258	0.1104	0.1084	0.0979
ATP2B1	0.0941	0.1034	0.0983	0.0916
PPFIA2	0.5496	0.518	0.423	0.4088
KCNC2	0.7538	0.6914	0.721	0.6676
NAP1L1	0.492	0.62	0.4282	0.5232
NUAK1	0.1168	0.2394	0.129	0.2558
SLC25A3	0.1092	0.1418	0.0403	0.0358
RPH3A	0.2976	0.3034	0.3392	0.3558
HSP90B1	0.6066	0.9258	0.4996	0.9128
ATP2A2	0.5256	0.4616	0.5286	0.4438
ANKS1B	0.7596	0.779	0.7264	0.7566
DYNLL1	0.1824	0.1422	0.1042	0.0667
PEBP1	0.0502	0.205	0.0675	0.2148
RAN	0.727	0.918	0.6574	0.9026
UBC	0.3984	0.695	0.3336	0.634
WSB2	0.9892	0.8466	0.9898	0.8374
AKAP11	0.403	0.3118	0.2644	0.2012
HSPH1	0.2748	0.4814	0.2652	0.4714
DCLK1	0.6998	0.6802	0.7354	0.7162
NBEA	0.422	0.3772	0.3248	0.2578
HMGB1	0.255	0.203	0.1876	0.1362
MYCBP2	0.106	0.1128	0.0547	0.0384
NDFIP2	0.6632	0.8268	0.5632	0.7564
TSC22D1	0.5756	0.391	0.5274	0.3298
TPT1	0.1804	0.392	0.1066	0.2878
ITM2B	0.8732	0.994	0.8304	0.9924
PCDH9	0.2602	0.2366	0.1808	0.1418
HS6ST3	0.1958	0.106	0.1636	0.078
FAM155A	0.8414	0.8364	0.8366	0.8234
SLC22A17	0.0052	0.0044	0.002	0.0032
RTN1	0.2502	0.1504	0.1856	0.0999
ATL1	0.1016	0.1574	0.1094	0.1582
NRXN3	0.7884	0.5778	0.7042	0.5172
CALM1	0.2972	0.2292	0.1062	0.0906
CYP46A1	0.668	0.8168	0.5558	0.7392
HSP90AA1	0.301	0.3286	0.0285	0.0557
DDX24_ENSG00000089737	0.4946	0.4946	0.3142	0.3062
CHGA_ENSG00000100604	0.2458	0.1762	0.2464	0.1606
KLC1	0.991	0.7884	0.9834	0.6632
ATP5MPL	0.1456	0.383	0.1158	0.3748
CKB	0.647	0.4918	0.662	0.476
DYNC1H1	0.5318	0.816	0.5322	0.8174
MEG3	0.0757	0.0434	0.0101	0.0055
RPL3P4	0.6308	0.7674	0.575	0.7142
GABRB3	0.3364	0.6882	0.2964	0.6334
SNHG14	0.1858	0.2782	0.1774	0.2896
SERF2	0.7646	0.6806	0.7238	0.613
SRP14	0.7086	0.73	0.532	0.573
SCG5_ENSG00000166922	0.5414	0.5418	0.3366	0.2732
MAP1A	0.0462	0.037	0.0188	0.0191
OIP5-AS1	0.7022	0.5292	0.661	0.4898
SCG3	0.7424	0.8042	0.6626	0.7246
TMOD2	0.8078	0.7162	0.7868	0.673
ARPP19	0.9572	0.975	0.9446	0.9698
MYO5A	0.5996	0.3574	0.5918	0.3074
EID1	0.8106	0.9582	0.797	0.96
PKM	0.5012	0.6022	0.2992	0.4326
RCN2	0.6674	0.4386	0.5962	0.3662
RPLP1	0.141	0.136	0.0893	0.1008
NPTN	0.1442	0.2858	0.0509	0.1544
LINGO1	0.273	0.3212	0.1448	0.2036
MORF4L1	0.9078	0.6072	0.895	0.6016
SCAMP5	0.3476	0.6318	0.2956	0.564
NTRK3	0.2432	0.3492	0.2522	0.3442
TM2D3	0.5272	0.4348	0.519	0.44
SV2B	0.743	0.7062	0.7576	0.7134
ARHGDIG	0.0703	0.0629	0.0544	0.0436
RBFOX1	0.6118	0.8428	0.5464	0.8062
ELOB	0.139	0.3394	0.1184	0.3096
GRIN2A	0.337	0.3114	0.3608	0.3214
CRYM	0.4394	0.5704	0.2634	0.4162
PRKCB	0.7234	0.816	0.63	0.7404
SEZ6L2	0.0407	0.0954	0.022	0.074
MRTFB	0.5842	0.8476	0.518	0.8176
VPS35	0.13	0.2226	0.0848	0.137
ITFG1	0.9754	0.597	0.9508	0.5314
ALDOA	0.337	0.6278	0.2042	0.5192
CX3CL1	0.0511	0.0558	0.0345	0.0386
MT3	0.5398	0.763	0.403	0.6784
GNAO1	0.9126	0.8568	0.9194	0.8566
NDRG4	0.5548	0.754	0.5078	0.727
ATP6V0D1	0.4796	0.4248	0.4522	0.3954
GABARAPL2	0.0026	0.0452	5e-04	0.0137
COX4I1	0.002	0.0072	0.0013	0.0027
TERF2IP	0.3112	0.3002	0.221	0.2014
RPL13	0.6232	0.664	0.4162	0.507
PAFAH1B1	0.0738	0.0935	0.0764	0.104
_ENSG00000007237	0.9636	0.7696	0.9618	0.752
YWHAE_ENSG00000108953	0.5888	0.5986	0.6114	0.6218
ABR_ENSG00000159842	0.9666	0.731	0.9506	0.6528
MAP2K4	0.7214	0.937	0.6844	0.9358
USP22	0.6512	0.6366	0.5648	0.5752
UBB	0.181	0.212	0.111	0.1714
TAOK1	0.152	0.127	0.1478	0.1548
CDK5R1	0.412	0.8322	0.2454	0.7656
ATP6V0A1	0.4024	0.5864	0.372	0.5566
NSF_ENSG00000073969	0.1636	0.1576	0.1568	0.1404
RUNDC3A	0.4328	0.3728	0.426	0.3468
EIF1	0.0392	0.0977	0.0409	0.0806
MAPT_ENSG00000186868	0.8732	0.7722	0.8424	0.705
NFE2L1	0.6018	0.6946	0.5524	0.6752
CLTC	0.684	0.5906	0.6772	0.61
DYNLL2	0.441	0.5256	0.2846	0.399
PRKAR1A	0.5788	0.833	0.4	0.7838
DLGAP1	0.277	0.4204	0.1666	0.3318
ACTG1	0.459	0.4306	0.3808	0.3744
CELF4	0.7152	0.5542	0.6822	0.5224
SYT4	0.0086	0.0038	0.0092	0.0059
PTPRA	0.5326	0.416	0.5388	0.4128
ST8SIA3	0.0858	0.0684	0.0512	0.0472
TCF4	0.1782	0.2934	0.1208	0.253
SIRPA	0.1914	0.2622	0.1828	0.237
CHGB	0.0917	0.0903	0.0786	0.0695
NAPB	0.452	0.7468	0.3996	0.7144
TMX4	0.7286	0.6516	0.6738	0.6092
DSTN	0.0782	0.0956	0.0636	0.0517
SNAP25	0.1934	0.13	0.0842	0.04
PRNP	0.056	0.1496	0.0633	0.1626
PLCB1	0.7646	0.4602	0.7302	0.3958
MAP1LC3A	0.1176	0.0688	0.0014	0.0011
SLC12A5	0.0762	0.1454	0.0469	0.0924
DYNLRB1	0.251	0.2792	0.104	0.1126
VSTM2L	0.637	0.8806	0.5986	0.8706
SERINC3	0.1314	0.1262	0.0933	0.0835
KCNB1	0.3804	0.4658	0.3554	0.4084
YWHAB	0.254	0.1664	0.2104	0.1592
NORAD	0.1222	0.212	0.0602	0.12
ATP9A	0.1656	0.2602	0.1844	0.2754
GNAS	0.5116	0.4482	0.3234	0.2204
CIRBP	0.0944	0.1304	0.1076	0.1392
ATP5F1D	0.1464	0.0969	0.0733	0.0232
TLE5	0.592	0.6488	0.5198	0.5994
RPS15	0.0072	0.0189	0.0045	0.0113
ATP5F1E	0.5972	0.7076	0.5298	0.6132
GPX4	1e-04	1e-04	1e-04	1e-04
BSG	0.2138	0.1828	0.217	0.1794
STMN3	0.3214	0.4396	0.2732	0.381
TUBB4A	0.0317	0.0614	0.0117	0.0288
PIN1	0.3822	0.2146	0.3294	0.1794
RPL36	0.1196	0.1154	0.0763	0.0671
ATCAY	0.029	0.0311	0.0474	0.0689
EEF2	0.1462	0.125	0.194	0.1634
MAST3	0.3222	0.6064	0.2692	0.524
RAB3A	0.0028	0.0062	0.0027	0.0045
TMEM59L	0.1282	0.2004	0.0566	0.0779
FKBP8	0.0791	0.0902	0.0717	0.0673
JUND	0.7468	0.5314	0.4212	0.1704
