gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
HNRNPR	0.2318	0.313	0.1684	0.262
DNAJC8	0.724	0.932	0.6798	0.9306
AHDC1	0.7408	0.8898	0.5394	0.7828
UBR4	0.0859	0.0663	0.0411	0.0322
HP1BP3	0.2344	0.2362	0.056	0.0763
ATP5IF1	0.0576	0.1578	0.059	0.1644
EPHB2	0.5012	0.6008	0.4832	0.5834
SRRM1	0.2132	0.3052	0.1488	0.234
SH3BGRL3	0.2422	0.2818	0.1992	0.2402
RPL11	0.5414	0.6038	0.4394	0.4908
WDTC1	0.8686	0.6946	0.7714	0.5094
EXTL1	0.4254	0.3216	0.0841	0.0734
EYA3	0.2722	0.1208	0.2136	0.1152
NBL1	0.9052	0.8094	0.8414	0.719
PINK1	0.3292	0.7942	0.3362	0.8076
EPB41	0.2604	0.3264	0.034	0.0932
ATP13A2	0.1824	0.168	0.019	0.0141
CAMK2N1	0.2734	0.3178	0.0965	0.1288
LUZP1	0.0127	0.0112	7e-04	0.0012
OTUD3	0.2622	0.2402	0.0204	0.0476
TRNAU1AP	0.3828	0.2564	0.162	0.0661
TMEM50A	0.7516	0.9646	0.7582	0.945
TMEM222	0.8494	0.9214	0.7604	0.8898
SRSF10	0.2214	0.2578	0.16	0.263
DDI2	0.6492	0.6108	0.6158	0.5996
YTHDF2	0.6628	0.7724	0.5306	0.7284
HMGN2	0.7388	0.7808	0.709	0.775
PHACTR4	0.2534	0.133	0.1602	0.066
MACO1	0.9198	0.9076	0.9016	0.8868
CROCCP2	0.039	0.043	0.0186	0.0238
NBPF1	0.6176	0.6028	0.5566	0.5336
EMC1-AS1	0.9272	0.755	0.8842	0.6252
UQCRHL	0.9958	0.855	0.9914	0.7992
_ENSG00000235912	0.2384	0.3968	0.1436	0.329
ELOA-AS1	0.9858	0.9534	0.9832	0.9252
SCMH1	0.5684	0.4976	0.3994	0.3836
NCDN	0.4014	0.5546	0.2518	0.4292
KPNA6	0.5776	0.4112	0.348	0.2234
TRIT1	0.6012	0.4956	0.3948	0.2954
TRAPPC3	0.0229	0.105	0.0248	0.0894
THRAP3	0.5	0.7896	0.4156	0.7476
SNRNP40	0.0221	0.0367	0.0106	0.0222
NFYC	0.2188	0.1916	0.1022	0.1466
TESK2	0.7024	0.64	0.4744	0.4496
EIF2B3	0.7218	0.654	0.505	0.462
SMAP2	0.6232	0.5368	0.3588	0.3552
COL16A1	0.1582	0.119	0.0694	0.0547
POMGNT1	0.7168	0.5356	0.7156	0.5236
MAST2	0.084	0.0894	0.0206	0.0357
S100PBP	0.928	0.962	0.8602	0.9354
DLGAP3	0.2594	0.194	0.1992	0.129
SFPQ	0.8186	0.725	0.553	0.5494
MAP7D1	0.821	0.7474	0.7608	0.7016
HPCAL4	0.19	0.295	0.11	0.1742
RLF	0.0124	0.0106	0.0048	0.0055
RIMS3	0.3538	0.6668	0.2716	0.547
ATP6V0B	0.4764	0.306	0.3884	0.2242
B4GALT2	0.8752	0.9718	0.7394	0.9342
ERI3	0.807	0.8296	0.7102	0.7598
PTCH2	0.1296	0.328	0.0877	0.2676
PRDX1	0.848	0.9758	0.8352	0.9742
ADGRB2	0.8884	0.6282	0.789	0.3852
ZCCHC17	0.678	0.847	0.6324	0.82
FABP3	0.2052	0.3596	0.1848	0.3142
KHDRBS1	0.3202	0.3026	0.1252	0.1496
TMEM39B	0.706	0.523	0.6232	0.3988
CSMD2	0.868	0.8532	0.8706	0.8512
HPCA	0.528	0.6132	0.4218	0.5186
PSMB2	0.6846	0.9668	0.6538	0.9304
AGO3	0.1664	0.1228	0.127	0.0853
ST3GAL3	0.379	0.277	0.2874	0.187
HIVEP3	0.8154	0.6082	0.7694	0.4952
MACF1	0.1756	0.3908	0.1934	0.4366
CAP1	0.784	0.8932	0.739	0.8726
PPT1	0.414	0.5904	0.4386	0.5942
LRRC41	0.0464	0.0419	0.06	0.0486
NASP	0.2508	0.2848	0.2758	0.3146
PUM1	0.079	0.0635	0.0167	0.0176
YARS1	0.3966	0.351	0.1094	0.0822
PHC2	0.6246	0.8324	0.6226	0.8492
AGO4	0.5702	0.7154	0.2572	0.5148
KIAA0319L	0.1564	0.1796	0.067	0.0768
AZIN2	0.1022	0.1524	0.0259	0.0505
RPS8	0.6358	0.6848	0.5138	0.5816
PTPRF	0.6556	0.6576	0.604	0.5762
ZMYM4	0.6294	0.7012	0.4636	0.556
CCDC24	0.045	0.1386	0.0185	0.079
GPBP1L1	0.8546	0.782	0.7462	0.6498
BSDC1	0.2038	0.1174	0.0827	0.1368
ZSWIM5	0.6028	0.6692	0.5108	0.5986
SDC3	0.4516	0.4276	0.2508	0.2126
SYNC	0.8782	0.7634	0.811	0.623
RBBP4	0.581	0.533	0.5196	0.4592
SMIM12	0.2292	0.3136	0.0968	0.1622
GRIK3	0.0791	0.1088	0.066	0.0966
MEAF6	0.9214	0.8564	0.8756	0.8118
NDUFS5	0.9634	0.8958	0.9604	0.876
UQCRH	0.8268	0.7772	0.7818	0.7302
AKIRIN1	0.0715	0.037	0.042	0.0241
MARCKSL1	0.9278	0.8438	0.8888	0.7798
ZBTB8OS	0.6806	0.6812	0.4434	0.5654
RIMKLA	0.045	0.0385	0.022	0.0228
CCDC30	0.9662	0.8918	0.9412	0.842
RNF220	0.6088	0.771	0.5266	0.7436
STK40	0.0171	0.0185	0.019	0.0204
FOXJ3	0.7582	0.8054	0.6632	0.6984
INPP5B	0.4158	0.3868	0.138	0.133
_ENSG00000228436	0.723	0.6776	0.5838	0.5338
LRRC7	0.1019	0.1666	0.0354	0.073
LRRC40	0.6506	0.6736	0.4932	0.5752
NRDC	0.308	0.2944	0.0692	0.0714
MKNK1	0.0659	0.0151	0.0067	0.0075
HSPB11	0.7588	0.6792	0.5554	0.486
EPS15	0.7972	0.7902	0.792	0.7624
DHCR24	0.6318	0.8182	0.4286	0.705
SCP2	0.4824	0.4088	0.4636	0.325
TMEM59	0.4968	0.562	0.4024	0.4664
DOCK7	0.3392	0.5874	0.158	0.4276
DNAJC6	0.292	0.301	0.0795	0.1028
WLS	0.4098	0.3296	0.4306	0.3556
SRSF11	0.365	0.1516	0.0513	0.0237
OSBPL9	0.893	0.9504	0.8648	0.935
ANKRD13C	0.8146	0.9308	0.785	0.924
SGIP1	0.5528	0.575	0.5076	0.4944
RNF11	0.3962	0.4918	0.1824	0.2542
ATPAF1	0.3324	0.3302	0.336	0.324
ATG4C	0.2756	0.476	0.2726	0.4908
SPATA6	0.2036	0.2404	0.0185	0.0743
ZRANB2	0.7428	0.762	0.6444	0.658
PATJ	0.7792	0.8892	0.7246	0.8746
HOOK1	0.674	0.6606	0.5052	0.5312
BTF3L4	0.7684	0.772	0.7454	0.729
TUT4	0.567	0.509	0.4876	0.4772
ITGB3BP	0.2872	0.3328	0.116	0.1546
SERBP1	0.5864	0.6356	0.5222	0.5732
WDR78	0.0839	0.2716	0.0303	0.1664
ZFYVE9	0.3078	0.3462	0.168	0.2004
LRP8	0.1492	0.1718	0.0426	0.0855
SSBP3	0.386	0.3952	0.1732	0.1842
CMPK1	0.4116	0.6066	0.2426	0.5202
ELAVL4	0.1708	0.2976	0.107	0.2266
ZYG11B	0.2596	0.2122	0.1064	0.0827
ACOT11	0.5816	0.493	0.5286	0.451
USP24	0.9762	0.8004	0.9706	0.7532
PRKAA2	0.0512	0.0448	0.0185	0.0199
AK4	0.212	0.1868	0.1098	0.0909
JAK1	0.5028	0.7108	0.3328	0.6394
RAVER2	0.7394	0.2164	0.7052	0.3
NFIA	0.0856	0.058	0.1036	0.0657
MYSM1	0.1394	0.0331	4e-04	1e-04
TM2D1	0.5616	0.783	0.3772	0.6884
NEGR1	0.0805	0.1394	0.0136	0.0437
FGGY	0.884	0.9656	0.7736	0.948
DAB1	0.7738	0.8212	0.7516	0.7868
GLIS1	0.5082	0.5306	0.515	0.536
PDE4B	0.3846	0.3546	0.2602	0.2184
FAF1	0.765	0.7624	0.7622	0.739
AGBL4	0.6318	0.4884	0.6002	0.451
CYP4X1	0.5094	0.7258	0.4174	0.6496
MIER1	0.1002	0.1334	0.0928	0.1024
EFCAB7	0.251	0.1206	0.1288	0.0754
_ENSG00000229294	0.2902	0.3924	0.1454	0.1648
ZRANB2-AS2	0.976	0.642	0.9706	0.5224
_ENSG00000036549	0.4022	0.7042	0.2428	0.6238
COL11A1	0.4118	0.3282	0.3948	0.2942
PKN2	0.0507	0.0419	0.016	0.0228
EVI5	0.6798	0.8324	0.6834	0.85
USP33	0.1302	0.1028	0.0794	0.0508
SH3GLB1	0.8758	0.9862	0.6734	0.9788
CDC7	0.3778	0.6858	0.3846	0.696
ACADM	0.4832	0.2088	0.3084	0.1082
ST6GALNAC5	0.311	0.4626	0.2164	0.3872
ADGRL2	0.1015	0.1136	0.0488	0.0562
SSX2IP	0.1858	0.1196	0.0825	0.0436
ZNHIT6	0.8004	0.7196	0.7236	0.6192
ABCD3	0.7904	0.9558	0.6866	0.9368
PTBP2	0.43	0.773	0.3092	0.7036
PLPPR5	0.0505	0.0499	0.0133	0.0224
PLPPR4	0.3128	0.4826	0.1186	0.2564
OLFM3	0.1106	0.1058	0.0585	0.0655
RPL5	0.4306	0.5626	0.2542	0.4042
ODF2L	0.2628	0.4592	0.1812	0.3752
TRMT13	0.5244	0.4646	0.3238	0.2432
ZNF644	0.485	0.2096	0.1432	0.0153
RPAP2	0.3478	0.3118	0.0921	0.0881
BCAR3	0.9194	0.8804	0.8766	0.8346
TTLL7	0.532	0.3194	0.1496	0.0707
FNBP1L	0.1938	0.2192	0.1514	0.1664
KYAT3	0.4392	0.4914	0.1718	0.2464
GIPC2	0.413	0.4552	0.3614	0.416
ARHGAP29	0.0983	0.0975	0.1004	0.0787
SLC44A5	0.1166	0.0977	0.0842	0.0703
RPL7P9	0.393	0.5056	0.2672	0.351
DBT	0.0618	0.1572	0.0638	0.1602
PRKACB	0.232	0.202	0.1018	0.0714
PIGK	0.0385	0.0245	0.0468	0.0376
LMO4	0.5444	0.6182	0.3238	0.4156
MTF2	0.1548	0.1248	0.1454	0.1202
DDAH1	0.8756	0.8392	0.8264	0.769
HS2ST1	0.5644	0.8774	0.4852	0.8544
AK5	0.5298	0.9074	0.4434	0.8828
DIPK1A	0.0757	0.2382	0.0368	0.1708
MFSD14A	0.6596	0.8466	0.5152	0.7368
FUBP1	0.1304	0.1328	0.053	0.0756
TYW3	0.9436	0.9378	0.8982	0.8968
NTNG1	0.3908	0.4858	0.368	0.4364
C1orf52	0.3166	0.4792	0.2426	0.3008
ZNF326	0.2322	0.1858	0.0202	0.0313
AGL	0.732	0.6444	0.6316	0.6554
EXTL2	0.4326	0.7326	0.3712	0.7348
SLC30A7	0.22	0.3198	0.174	0.2752
COL24A1	0.0684	0.064	0.0465	0.0342
EPHX4	0.6612	0.5828	0.6442	0.5142
ALG14	0.8922	0.924	0.8012	0.868
GLMN	0.422	0.4862	0.1268	0.189
ERICH3	0.418	0.5674	0.115	0.2302
MIGA1	0.844	0.8842	0.8488	0.8816
SELENOF	0.2314	0.2894	0.2452	0.2602
ST6GALNAC3	0.1466	0.1124	0.0969	0.0771
RNPC3	0.432	0.3104	0.3816	0.2916
DPYD	0.1058	0.2746	0.0905	0.2394
LRRC8B	0.5992	0.3934	0.43	0.262
CCDC18-AS1	0.2768	0.4322	0.0629	0.1884
_ENSG00000224550	0.287	0.3736	0.1674	0.2106
MIR137HG	0.1348	0.2488	0.051	0.119
_ENSG00000232825	0.634	0.804	0.5668	0.7646
LINC01725	0.5044	0.5404	0.3524	0.3696
LINC02609	0.3064	0.22	0.1566	0.1032
AMY2B	0.334	0.501	0.3076	0.4546
ST7L	0.7724	0.9706	0.659	0.878
CSDE1	0.2214	0.2548	0.1312	0.1676
SARS1	0.403	0.4858	0.3208	0.3778
GNAI3	0.4374	0.4502	0.2426	0.2974
RSBN1	0.1916	0.1644	0.0554	0.0537
MAGI3	0.6892	0.7242	0.662	0.6944
WDR47	0.6028	0.7026	0.4302	0.6108
STXBP3	0.5448	0.7248	0.5106	0.706
KIAA1324	0.5448	0.2666	0.4682	0.1682
ATP5PB	0.3882	0.3728	0.3322	0.3216
RAP1A	0.2456	0.2404	0.1332	0.1624
CAPZA1	0.1012	0.0754	0.0641	0.04
BCAS2	0.117	0.1506	0.1022	0.1288
PHTF1	0.0494	0.1042	0.0223	0.0698
TTF2	0.0613	0.1128	0.0154	0.0594
GPR89A	0.1904	0.1364	0.0427	0.0254
CHD1L	0.0689	0.1282	0.0179	0.0295
PRPF38B	0.4848	0.4924	0.2104	0.3654
SORT1	0.4382	0.8652	0.4198	0.854
PTGFRN	0.0858	0.1007	0.0425	0.0462
LAMTOR5	0.5138	0.5552	0.4242	0.4464
CEPT1	0.014	0.0103	0.0063	0.0124
CTTNBP2NL	0.0826	0.1318	0.0602	0.1736
PSMA5	0.2482	0.331	0.0621	0.1652
CELSR2	0.7584	0.8496	0.6616	0.7746
FAM102B	0.702	0.922	0.5396	0.8822
HIPK1	0.332	0.4414	0.186	0.3288
SLC22A15	0.9844	0.9884	0.9792	0.9854
ATP1A1	0.6054	0.6268	0.5644	0.5838
AHCYL1	0.1938	0.2508	0.0935	0.1526
KCND3	0.8398	0.9066	0.8322	0.9042
SRGAP2C	0.5406	0.5808	0.361	0.4768
KCNA2	0.3354	0.3892	0.2966	0.3646
SRGAP2B	0.1154	0.0731	0.0181	0.0182
GDAP2	0.8786	0.9516	0.7484	0.9228
SLC6A17	0.4282	0.6016	0.2284	0.4142
TRIM33	0.883	0.9456	0.8324	0.8994
INKA2	0.4866	0.4552	0.5258	0.4844
MAN1A2	0.4488	0.2846	0.2798	0.1636
LRIG2	0.2294	0.4664	0.144	0.4242
_ENSG00000223804	0.6764	0.7074	0.3852	0.4268
_ENSG00000224363	0.2996	0.3986	0.2396	0.3304
LAMTOR5-AS1	0.9776	0.811	0.954	0.722
SLC16A1-AS1	0.7558	0.7742	0.6152	0.6638
WARS2-AS1	0.8694	0.8332	0.7672	0.7664
RBM8A	0.6414	0.6302	0.6274	0.6332
RNF115	0.4812	0.5844	0.3818	0.4942
SEC22B	0.0537	0.0397	0.0427	0.0274
NBPF12	0.9246	0.8472	0.8942	0.7886
_ENSG00000274642	0.2476	0.4962	0.1706	0.4642
_ENSG00000275131	0.0375	0.0677	0.0401	0.0838
HYDIN2	0.8842	0.7966	0.7696	0.6748
ASH1L	0.5304	0.4856	0.5456	0.475
GON4L	0.2988	0.3612	0.0618	0.0887
ARHGEF2	0.6406	0.6716	0.5852	0.6216
MEF2D	0.8792	0.824	0.7622	0.7024
PRPF3	0.3446	0.2288	0.1788	0.1106
C1orf61	0.2708	0.3404	0.2382	0.2982
DAP3	0.5396	0.5322	0.268	0.2984
KHDC4	0.1308	0.1386	0.0501	0.0423
ARHGEF11	0.2726	0.2808	0.1812	0.217
SYT11	0.455	0.589	0.4392	0.579
VPS45	0.4372	0.5142	0.3206	0.4008
PRCC	0.7432	0.9992	0.6794	0.9994
SNX27	0.0847	0.1009	0.0193	0.0284
SETDB1	0.5994	0.5244	0.363	0.3126
PI4KB	0.7666	0.9344	0.732	0.9322
PIP5K1A	0.8566	0.8094	0.7928	0.7534
ENSA	0.801	0.798	0.7702	0.7738
ARNT	0.31	0.3586	0.2716	0.3356
POGZ	0.0748	0.1214	0.0335	0.1206
GABPB2	0.8534	0.671	0.7546	0.5458
JTB	0.1676	0.0769	0.0566	0.0162
TPM3	0.199	0.2204	0.188	0.218
UBAP2L	0.4466	0.6478	0.2806	0.5964
C1orf43	0.6876	0.7306	0.5614	0.6058
GATAD2B_ENSG00000143614	0.7196	0.5136	0.689	0.4264
INTS3_ENSG00000143624	0.1294	0.0864	0.047	0.023
SV2A	0.412	0.366	0.2678	0.2348
PSMD4	0.8574	0.6858	0.8392	0.628
CELF3	0.7358	0.8552	0.4914	0.694
ADAR	0.0323	0.0107	0.0257	0.0065
FDPS	0.0606	0.0747	0.0245	0.0309
RUSC1	0.6556	0.7772	0.5684	0.7154
RPRD2	0.7118	0.7336	0.7092	0.709
YY1AP1	0.2706	0.1644	0.1278	0.0616
CCT3	0.8772	0.8712	0.8068	0.8138
PDE4DIP	0.0535	0.1027	0.0467	0.0973
GPR89B	0.2804	0.2292	0.1114	0.0787
S100A6	0.1186	0.0766	0.0305	0.02
SMG5	0.0456	0.0317	0.0578	0.0465
MLLT11	0.9212	0.9062	0.9116	0.889
_ENSG00000215861	0.608	0.3818	0.4758	0.2602
_ENSG00000227733	0.7534	0.7036	0.6596	0.5996
FLG-AS1	0.6326	0.4	0.622	0.353
OTUD7B	0.719	0.95	0.4844	0.8674
MRPS21	0.9498	0.9584	0.9308	0.9406
LINC01138	0.8258	0.725	0.7948	0.6652
_ENSG00000274265	0.8524	0.5542	0.7484	0.3576
KIFAP3	0.2362	0.078	0.1946	0.0407
KLHL20	0.3868	0.1996	0.0239	0.0235
SUCO	0.6266	0.3704	0.4374	0.2054
TNR	0.3024	0.357	0.3308	0.3744
CACYBP	0.4296	0.5156	0.4256	0.5024
RGS4	0.3734	0.4346	0.2698	0.3136
BLZF1	0.316	0.2364	0.1154	0.0691
PRRC2C	0.8892	0.7122	0.801	0.5174
ATF6	0.059	0.0377	0.0666	0.0469
COPA	0.1696	0.162	0.0989	0.0981
RC3H1	0.986	0.871	0.9766	0.7832
ATP1B1	0.5848	0.589	0.502	0.5098
TIPRL	0.7058	0.7448	0.6796	0.7112
NME7	0.5384	0.647	0.465	0.5798
MPC2	0.0845	0.1006	0.0838	0.1031
CREG1	0.4034	0.5744	0.3256	0.5348
DCAF6	0.1092	0.2168	0.0868	0.157
UCK2	0.9248	0.8618	0.9172	0.8456
TMCO1	0.7704	0.6774	0.6198	0.5004
POU2F1	0.247	0.2314	0.2048	0.2034
ILDR2	0.777	0.9498	0.6658	0.932
MGST3	0.5886	0.6938	0.424	0.5958
COP1	0.0712	0.0623	0.0399	0.0435
SDHC	0.2994	0.3518	0.2618	0.3048
PFDN2	0.8618	0.9872	0.8116	0.9888
RABGAP1L	0.0386	0.0692	0.0347	0.0573
UHMK1	0.5636	0.6018	0.3338	0.3752
NDUFS2	0.201	0.264	0.2218	0.269
CADM3	0.7734	0.9054	0.7006	0.85
KCNJ9	0.4836	0.397	0.4808	0.3844
IGSF8	0.4706	0.5536	0.3438	0.4358
PEA15	0.1694	0.249	0.111	0.177
PBX1	0.0012	0.0013	0.0014	0.0033
FAM78B	0.8278	0.8458	0.8278	0.8564
DNM3	0.8288	0.989	0.8034	0.987
MPZL1	0.0152	0.0226	0.0121	0.0425
RCSD1	0.1742	0.1284	0.0901	0.0607
NOS1AP	0.869	0.8636	0.8646	0.8564
LINC00970	0.863	0.8548	0.7938	0.775
_ENSG00000203739	0.8648	0.9078	0.7996	0.8788
GAS5	0.7152	0.6928	0.559	0.5382
TPR	0.6242	0.719	0.5492	0.6708
ATP2B4	0.7726	0.6726	0.7386	0.5668
ZC3H11A	0.4878	0.501	0.2938	0.355
RASAL2	0.1652	0.1922	0.0378	0.0756
PPP1R12B	0.2544	0.3104	0.2434	0.2822
RALGPS2	0.9546	0.8376	0.957	0.8516
ANGPTL1	0.7854	0.6946	0.6266	0.4124
FAM20B	0.0399	0.0204	0.0275	0.0164
EDEM3	0.6148	0.7676	0.4522	0.6872
C1orf21	0.806	0.8132	0.7904	0.7972
SWT1	0.188	0.2532	0.0653	0.1588
SMG7	0.618	0.7082	0.3326	0.5326
RO60	0.0917	0.0503	0.1122	0.0616
UCHL5	0.9364	0.834	0.9182	0.8422
KIF21B	0.5292	0.5794	0.3046	0.3652
TMEM9	0.355	0.3778	0.2286	0.2678
KDM5B	0.1304	0.1008	0.0488	0.0397
CAMSAP2	0.3718	0.215	0.2154	0.089
DSTYK	0.7084	0.4364	0.4636	0.2228
NAV1	0.0557	0.0479	0.0311	0.0189
CDC73	0.861	0.8244	0.8112	0.7228
TIMM17A	0.3698	0.3926	0.3568	0.4152
STX6	0.1005	0.236	0.0604	0.1974
DHX9	0.291	0.2536	0.171	0.1596
CEP350	0.191	0.1292	0.126	0.0578
LAMC1	0.8748	0.529	0.8498	0.53
ABL2	0.2828	0.4432	0.247	0.4264
XPR1	0.7682	0.9162	0.664	0.8672
RGL1	0.6076	0.1019	0.562	0.0552
PPFIA4	0.3648	0.4794	0.2294	0.3904
PLEKHA6	0.5006	0.4222	0.4758	0.3768
ARL8A	0.6708	0.958	0.4706	0.9158
ASTN1	0.3828	0.253	0.3268	0.1896
NMNAT2	0.3112	0.2824	0.1268	0.1356
ODR4	0.699	0.789	0.574	0.6952
B3GALT2	0.2174	0.3158	0.1938	0.3134
BRINP3	0.1286	0.1684	0.0298	0.0537
KCNT2	0.613	0.8854	0.5322	0.8554
ARPC5	0.5034	0.5572	0.3478	0.4138
ADORA1	0.8294	0.7102	0.6848	0.5244
NFASC	0.1868	0.2082	0.1134	0.118
TOR1AIP2	0.0033	0.0044	0.0027	0.0058
LRRN2	0.0337	0.0224	0.0274	0.0129
ZBTB41	0.1114	0.0908	0.0375	0.0382
CACNA1E	0.5834	0.823	0.607	0.8346
MDM4	0.23	0.1742	0.125	0.0833
IPO9	0.445	0.2764	0.3346	0.2534
COLGALT2	0.0169	0.0367	0.0152	0.0316
BRINP2	0.2024	0.2232	0.201	0.1938
DENND1B	0.27	0.1492	0.2388	0.1048
_ENSG00000229739	0.4848	0.2562	0.2606	0.1406
MIR181A1HG	0.929	0.9146	0.9032	0.8834
ACBD6	0.5024	0.6724	0.4458	0.6198
_ENSG00000231767	0.4996	0.5884	0.3786	0.4538
IPO9-AS1	0.266	0.2776	0.1258	0.113
PPP2R5A	0.499	0.394	0.4096	0.31
RRP15	0.2138	0.0782	0.017	0.0051
NUP133	0.0287	0.136	0.0084	0.0916
NUCKS1	0.2696	0.3524	0.1256	0.2198
PLXNA2	0.2528	0.2298	0.2848	0.2484
KCNK2	0.8144	0.6096	0.7844	0.4896
GPATCH2	0.0757	0.0536	0.0651	0.0366
MARK1	0.2156	0.345	0.0617	0.1404
CDK18	0.0847	0.0915	0.0513	0.0731
CD46	0.9974	0.9756	0.9954	0.933
RCOR3	0.522	0.4476	0.2862	0.2366
NSL1	0.0586	0.0667	0.0079	0.0232
RAB3GAP2	0.3246	0.4814	0.305	0.4568
LPGAT1	0.7118	0.8024	0.641	0.769
EPRS1	0.3382	0.5562	0.1028	0.3676
KCTD3	0.2376	0.377	0.1076	0.3166
RPS6KC1	0.6322	0.6014	0.5946	0.5648
LYPLAL1	0.3896	0.3552	0.276	0.2346
SYT14	0.2428	0.776	0.1418	0.7178
KCNH1	0.963	0.814	0.9612	0.8092
SMYD2	0.9044	0.9206	0.8952	0.9104
SUSD4	0.4462	0.3242	0.356	0.221
SNAP47	0.2224	0.2804	0.1712	0.196
SRP9	0.434	0.4946	0.3646	0.4296
NVL	0.1746	0.3784	0.0932	0.3516
FBXO28	0.3676	0.5314	0.2074	0.3956
ARF1	0.9242	0.9138	0.9036	0.8954
GUK1	0.1872	0.067	0.0255	0.0061
CDC42BPA	0.3906	0.3658	0.2444	0.2358
CNIH3	0.276	0.1928	0.1726	0.0821
PARP1	0.7944	0.9246	0.7794	0.9128
PTPN14	0.9534	0.6552	0.9152	0.5172
MIA3	0.876	0.8508	0.8484	0.8096
ENAH	0.1882	0.1686	0.1044	0.0768
CCSAP	0.3052	0.2482	0.167	0.1096
ELK4	0.6016	0.669	0.4516	0.5108
C1orf115	0.1782	0.2798	0.0721	0.1538
MRPL55	0.0787	0.1059	0.0403	0.0565
WDR26	0.7686	0.9454	0.6434	0.9054
COQ8A	0.491	0.6622	0.3354	0.6002
RAB4A	0.1202	0.0591	0.028	0.0179
RNF187	0.5088	0.689	0.3026	0.5978
MFSD4A	0.3198	0.108	0.3402	0.1352
ANGEL2	0.0652	0.0852	0.0679	0.0848
ACBD3	0.8252	0.9924	0.8254	0.99
DNAH14	0.6748	0.9166	0.693	0.9162
ESRRG	0.0068	0.0103	0.0028	0.0031
SLC30A10	0.3654	0.211	0.2864	0.1528
STUM	0.901	0.9946	0.847	0.9884
TATDN3	0.6298	0.607	0.3818	0.4372
MIR29B2CHG	0.7748	0.7478	0.7092	0.6892
