gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
CCDC88A	0.6018	0.5358	0.5582	0.5104
USP34	0.3808	0.377	0.3322	0.3336
EHBP1	0.1314	0.0854	0.1774	0.1146
SOS1	0.7122	0.5196	0.672	0.45
BCL11A	0.32	0.3064	0.1614	0.1586
ACTR2	0.5266	0.3416	0.3248	0.167
PREPL	0.8414	0.7204	0.8224	0.6826
FBXO11	0.6088	0.5492	0.6064	0.5804
WDPCP	0.5882	0.566	0.4288	0.4406
ACYP2	0.1902	0.1698	0.0691	0.1092
PRKCE	0.9882	0.9424	0.9874	0.945
NRXN1	0.0276	0.036	0.0159	0.0226
SLC8A1	0.0221	0.0206	0.0186	0.0253
EML6	0.0815	0.0505	0.0949	0.0735
LINC01122	0.0087	0.007	0.0073	0.0113
BCYRN1	0.0843	0.0837	0.0517	0.0482
TMSB10	0.0145	0.0231	0.0145	0.0249
CTNNA2	0.0804	0.0528	0.0867	0.0696
ZNF638	0.8218	0.828	0.7954	0.8128
AAK1	0.001	0.0046	0.0013	0.0055
EXOC6B	0.1114	0.1004	0.0874	0.0674
LRRTM4	0.0101	0.0088	0.01	0.0102
MAP4K4	0.2248	0.5542	0.1724	0.4972
RPL31	0.763	0.7116	0.7936	0.7224
ANKRD36	0.9394	0.7404	0.929	0.6946
AFF3	0.0337	0.0284	0.0343	0.032
LONRF2	0.0953	0.1378	0.0342	0.0569
ANKRD36C	0.3712	0.2512	0.2634	0.1586
CREG2	0.6586	0.881	0.589	0.839
KIAA1211L	0.0546	0.22	0.0686	0.2238
_ENSG00000230606	0.1628	0.2094	0.1282	0.171
R3HDM1	0.0129	0.0116	0.0264	0.0277
CLASP1	0.006	0.0079	0.0068	0.0105
PTPN4	0.454	0.538	0.4884	0.546
RAB3GAP1	0.3584	0.504	0.348	0.4944
GTDC1	0.061	0.1264	0.0521	0.1234
CNTNAP5	0.0661	0.0395	0.052	0.0286
ANKRD30BL	0.2918	0.284	0.2256	0.2124
LRP1B	0.5346	0.6032	0.5324	0.6134
ZEB2	0.5524	0.3634	0.4686	0.2714
DPP10	0.6548	0.4106	0.6694	0.4006
DYNC1I2	0.0054	0.0114	0.0095	0.0258
OSBPL6	0.5968	0.3784	0.5782	0.3552
RAPGEF4	0.7236	0.9644	0.6978	0.9712
SLC25A12	0.617	0.7176	0.5292	0.6674
BAZ2B	0.3988	0.7068	0.335	0.689
CHN1	0.7676	0.5134	0.7414	0.43
SCN2A	0.5574	0.84	0.4922	0.842
GALNT13	0.0087	0.0038	0.0142	0.008
PKP4	0.0583	0.0502	0.0673	0.0459
SCN1A	0.0387	0.0231	0.0372	0.0239
SLC4A10	0.108	0.2244	0.0711	0.176
ZNF385B	0.5812	0.4604	0.5918	0.4636
UBR3	0.8692	0.4722	0.8086	0.3088
SCN3A	0.0483	0.2656	0.0432	0.179
FMNL2	0.4002	0.4334	0.3652	0.3872
KCNJ3	0.0997	0.2622	0.0829	0.2474
KIF5C_ENSG00000168280	0.5578	0.5396	0.4958	0.4744
UBE2E3	0.57	0.5598	0.4546	0.4344
CERS6	0.4954	0.8634	0.4516	0.845
CSRNP3	0.1928	0.35	0.108	0.2876
CACNB4	0.1748	0.2118	0.1616	0.1788
KCNH7	0.259	0.3618	0.171	0.2552
TLK1	0.0794	0.0536	0.1004	0.0677
MBD5	0.0836	0.0763	0.0882	0.0641
_ENSG00000228222	0.495	0.3974	0.5144	0.419
NCKAP1	0.7642	0.9154	0.679	0.8792
MAP2	0.0804	0.1014	0.022	0.032
INO80D	0.4772	0.5732	0.382	0.5208
ADAM23	0.3886	0.7076	0.3098	0.6326
PDE1A	0.0633	0.105	0.0375	0.0674
GLS	0.4032	0.5402	0.2084	0.3866
PLCL1	0.8924	0.6672	0.8972	0.6372
SATB2	0.0192	0.0325	0.0038	0.0076
HECW2	0.0246	0.0315	0.0195	0.0253
ABI2	0.1246	0.1382	0.0698	0.1122
TMEFF2	0.9692	0.9644	0.9676	0.9554
GULP1	0.0592	0.1356	0.0542	0.1054
FAM171B	0.2578	0.4492	0.1168	0.312
UNC80	0.0681	0.0615	0.0459	0.0466
FAM126B	0.0954	0.1328	0.0525	0.0839
ICA1L	0.8204	0.4806	0.8126	0.472
ZNF804A	0.0183	0.0082	0.0253	0.0147
RAPH1	0.6624	0.8038	0.5698	0.7272
ERBB4	0.0365	0.0353	0.0153	0.0173
SLC39A10	0.4662	0.2008	0.3968	0.1454
BMPR2	0.0708	0.0833	0.0885	0.104
NGEF	0.2096	0.0956	0.0947	0.047
EPHA4	0.0609	0.0528	0.0245	0.0175
ACSL3	0.451	0.2812	0.387	0.2186
LRRFIP1	0.188	0.1099	0.1942	0.1023
SERPINE2	0.107	0.1964	0.0402	0.111
AGAP1	0.2326	0.1218	0.142	0.0839
PTMA	0.0707	0.1206	0.0747	0.1274
RPL37A	0.9602	0.9874	0.9426	0.9836
KIF1A	0.2788	0.1612	0.1188	0.0693
TBC1D5	0.0256	0.0097	0.0422	0.0164
RFTN1	0.6624	0.7694	0.6396	0.7698
CHL1	0.3042	0.5304	0.1646	0.4022
VGLL4	0.1554	0.153	0.1524	0.1658
CNTN4	0.0742	0.1582	0.0735	0.1366
RPL32	0.1372	0.2902	0.113	0.2138
ITPR1	0.0017	9e-04	8e-04	0.0027
THRB	0.1002	0.1234	0.0751	0.114
PLCL2	0.304	0.438	0.2094	0.325
ATP2B2	0.3662	0.2726	0.2742	0.2258
SYN2	0.2126	0.2826	0.0926	0.1492
NEK10	0.5086	0.9378	0.38	0.9324
SETD5	0.7862	0.465	0.7888	0.4926
UBE2E2	0.2052	0.367	0.2494	0.3904
SRGAP3	0.4328	0.5964	0.4314	0.5836
GRM7	0.22	0.3964	0.1872	0.379
ATG7	0.4234	0.4702	0.3568	0.4108
ANKRD28	0.3648	0.1138	0.4106	0.1424
RBM6	0.371	0.5004	0.3228	0.4402
NKTR	0.0529	0.0392	0.0415	0.0231
GOLGA4	0.217	0.328	0.2288	0.342
CTDSPL	0.109	0.1824	0.0988	0.1544
CLASP2	0.5768	0.342	0.5304	0.2926
CAMKV	0.7194	0.879	0.6384	0.8472
MYRIP	0.0815	0.1018	0.0919	0.1132
ARPP21	0.8978	0.8858	0.8362	0.8296
CCK	0.0235	0.0178	0.0106	0.0071
DOCK3	0.6356	0.6702	0.6298	0.6732
CNTN3	0.404	0.8298	0.2986	0.8054
FOXP1	0.804	0.6368	0.746	0.486
PDZRN3	0.7706	0.6172	0.7796	0.6148
PTPRG	0.9666	0.946	0.9632	0.9466
MAGI1	0.9442	0.8314	0.943	0.8188
CACNA1D	0.7198	0.522	0.712	0.5314
CACNA2D3	0.2994	0.3718	0.3496	0.4206
CADPS	0.8782	0.9258	0.882	0.929
PRICKLE2	0.3584	0.3054	0.3008	0.2442
ARHGEF3	0.3894	0.212	0.4022	0.1892
ROBO1	0.1642	0.2084	0.1074	0.1238
CADM2	0.0746	0.1242	0.0405	0.0723
TAFA1	0.0547	0.0785	0.0273	0.0469
ROBO2	0.6536	0.5724	0.5696	0.4576
ERC2	0.4888	0.5366	0.457	0.495
FHIT	0.2346	0.2058	0.1086	0.0858
EPHA6	0.0114	0.0098	0.012	0.0113
GSK3B	0.9152	0.8098	0.8634	0.704
TAGLN3	0.0446	0.0645	0.051	0.0725
STXBP5L	0.1328	0.1132	0.144	0.115
KALRN	0.0678	0.1718	0.0889	0.1896
ZNF148	0.3842	0.4822	0.2378	0.3942
ALCAM	0.7804	0.8384	0.797	0.8466
GAP43	0.0071	0.0064	0.0039	0.0044
NECTIN3	0.1006	0.1098	0.0406	0.0429
LSAMP	0.819	0.9312	0.8046	0.927
CD47	0.323	0.6134	0.127	0.4486
DZIP3	0.3374	0.347	0.2352	0.2548
_ENSG00000239268	0.4954	0.6752	0.4802	0.6922
LINC00882	0.755	0.5174	0.7426	0.4768
ATP2C1	0.5148	0.4736	0.3332	0.3334
TFDP2	0.5906	0.656	0.5378	0.6234
STAG1	0.3848	0.117	0.3336	0.1132
TMEM108	0.0549	0.0851	0.0612	0.0937
MED12L	0.0647	0.1378	0.0753	0.1592
MBNL1	0.0984	0.162	0.1108	0.1744
RASA2	0.947	0.5782	0.9358	0.5142
CLSTN2	0.1076	0.0509	0.1316	0.0617
TMCC1	0.344	0.412	0.3176	0.358
CPNE4	0.1098	0.214	0.1452	0.2542
SEC62	0.1526	0.295	0.108	0.2104
MCF2L2	0.72	0.497	0.656	0.4448
MAP3K13	0.2338	0.1068	0.1588	0.1104
PEX5L	0.537	0.5668	0.4366	0.4378
TNIK	0.049	0.0493	0.0492	0.0453
SERPINI1	0.3866	0.2728	0.3518	0.2374
PPM1L	0.4484	0.9546	0.3856	0.932
TTC14	0.807	0.747	0.7606	0.6898
NLGN1	0.3732	0.4578	0.2728	0.3346
TBL1XR1	0.6548	0.6814	0.4568	0.5136
PPP2R2C	0.6504	0.7064	0.6676	0.7264
DLG1	0.1474	0.1662	0.1626	0.1878
FGF12	0.173	0.258	0.2104	0.2778
ACAP2	0.1682	0.2368	0.2044	0.2784
LPP	0.3678	0.5484	0.3398	0.4972
EIF4A2	0.1712	0.1508	0.1732	0.1574
ZFYVE28	0.8966	0.9198	0.902	0.9262
KIAA0232	0.603	0.5642	0.5754	0.5176
ARAP2	0.537	0.6614	0.4828	0.6376
LIMCH1	0.1348	0.14	0.1488	0.1368
UBE2K	0.1066	0.424	0.0717	0.4146
GABRA4	0.12	0.149	0.0585	0.0898
OCIAD1	0.0997	0.2238	0.0986	0.2386
TBC1D19	0.8946	0.8842	0.8228	0.8398
PDS5A	0.8398	0.6848	0.7978	0.6358
ATP8A1	0.1017	0.2776	0.0741	0.237
SLIT2	0.1038	0.0606	0.141	0.0882
GABRA2	0.0118	0.0084	0.0133	0.0223
UCHL1	0.0172	0.0084	0.0133	0.0069
GABRB1	0.0215	0.0238	0.021	0.0246
APBB2	0.0102	0.0086	0.0068	0.0072
LDB2	0.1316	0.1068	0.1254	0.126
PCDH7	0.0049	0.0043	0.0013	0.0021
NWD2	0.4712	0.688	0.3588	0.5828
KCTD8	0.8084	0.9544	0.8112	0.957
KCNIP4_ENSG00000185774	0.0076	0.008	0.0116	0.0131
RUFY3	0.4074	0.2698	0.4386	0.3002
LNX1	0.4544	0.7132	0.3642	0.5834
ANKRD17	0.1072	0.1624	0.1358	0.174
RASGEF1B	0.3262	0.3512	0.256	0.3192
SEPTIN11	0.2678	0.2438	0.1454	0.1368
EPHA5	0.5678	0.685	0.4418	0.5724
SCD5	0.024	0.022	0.0223	0.0222
ADGRL3	0.009	0.015	0.0057	0.0097
HNRNPDL	0.0139	0.0109	0.0114	0.0088
UBE2D3	0.169	0.0849	0.0834	0.0802
MAPK10	0.078	0.0994	0.1094	0.119
RAP1GDS1	0.1374	0.0907	0.1538	0.114
PPP3CA	0.0369	0.0333	0.0087	0.0087
SNCA	0.6374	0.2532	0.5796	0.1832
TBCK	0.1416	0.097	0.1672	0.1306
ANK2	0.0489	0.0629	0.0361	0.0536
GRID2	0.2548	0.2296	0.1388	0.1322
SPARCL1	0.0126	0.0428	0.0072	0.0257
WDFY3	0.5144	0.38	0.4276	0.2582
NDST3	0.0015	0.001	0.0034	0.0046
TSPAN5	0.197	0.2208	0.1266	0.1248
UNC5C	0.7342	0.7256	0.7058	0.6798
CCSER1	0.0351	0.0338	0.0144	0.0165
LINC01378	0.0056	0.0032	0.0042	0.0026
_ENSG00000245958	0.0565	0.12	0.0469	0.1252
ARHGAP10	0.7164	0.5398	0.7134	0.5548
TRIM2	0.2428	0.2428	0.2616	0.2608
FBXW7	0.9458	0.8812	0.9172	0.8422
GRIA2	0.0043	0.0035	0.0014	0.0013
KIAA1109	0.0095	0.0023	0.0031	0.0022
LARP1B	0.875	0.5878	0.8696	0.5596
NR3C2	0.3558	0.3822	0.37	0.3556
RNF150	0.3224	0.7006	0.3112	0.6564
DCLK2	0.3304	0.2928	0.3396	0.2912
LRBA	0.352	0.324	0.348	0.3186
CPE	0.2076	0.0795	0.1484	0.0483
RAPGEF2	0.0683	0.0848	0.0324	0.0475
MARCHF1	0.4318	0.7288	0.3712	0.7064
GPM6A	0.0433	0.0381	0.0328	0.0297
WDR17	0.0685	0.1112	0.0522	0.103
SORBS2	0.0225	0.0135	0.0336	0.0204
FSTL5	0.1694	0.153	0.166	0.1378
STOX2	0.5416	0.7732	0.4624	0.7578
GALNTL6	0.0226	0.0188	0.0241	0.0243
TENM3	0.6314	0.7292	0.5806	0.669
TRIO	0.901	0.9794	0.9028	0.9776
CDH10	0.742	0.6436	0.7098	0.5696
ADCY2	0.203	0.1992	0.207	0.2134
WDR70	0.846	0.8348	0.846	0.8232
CDH9	0.0052	0.0011	0.0099	0.0031
SUB1	0.4164	0.5972	0.408	0.6054
PDZD2	0.072	0.0509	0.0791	0.0582
MARCHF6	0.5444	0.7238	0.507	0.6886
CDH18	0.0127	0.0128	0.0211	0.0198
CDH12	0.0301	0.0291	0.0363	0.0347
NIPBL	0.8862	0.8992	0.8848	0.9066
CTNND2	0.0409	0.0558	0.0405	0.0497
BASP1	0.9474	0.8124	0.941	0.7606
CPLANE1	0.0277	0.0105	0.0296	0.0104
BASP1-AS1	0.766	0.7266	0.765	0.7498
GPBP1	0.0063	0.0082	0.0049	0.0128
MAST4	0.3368	0.239	0.306	0.2102
PDE4D	0.011	0.0113	0.0106	0.0133
ZSWIM6	0.3212	0.4142	0.2656	0.3354
MAP1B	0.1144	0.0723	0.0957	0.0618
PIK3R1	0.4274	0.4402	0.3228	0.33
BDP1_ENSG00000145734	0.1154	0.0911	0.1009	0.0823
PARP8	0.4816	0.7038	0.4278	0.6636
RAB3C	0.2528	0.1608	0.1644	0.0887
HCN1	0.6498	0.982	0.634	0.9816
ARL15	0.6366	0.8132	0.6336	0.802
MEF2C	0.0713	0.0707	0.0812	0.0786
MAN2A1	0.1104	0.1542	0.0164	0.0375
PDE8B	0.0221	0.013	0.0292	0.0233
RASGRF2	0.0358	0.0147	0.0306	0.0173
FAM172A	0.0473	0.1054	0.0637	0.1302
ELL2	0.875	0.7974	0.8702	0.7908
COX7C	0.0313	0.1204	0.0247	0.0686
SSBP2	0.0239	0.0149	0.0181	0.0151
PAM	0.1688	0.2074	0.164	0.2036
FBXL17	0.0764	0.0965	0.0422	0.0499
FER	0.425	0.6266	0.4152	0.6196
HOMER1	0.6814	0.7132	0.6488	0.675
EDIL3	0.9354	0.8814	0.9408	0.8986
TENT2	0.7752	0.6564	0.783	0.6506
ENC1	0.2088	0.2114	0.0733	0.0654
MCTP1	0.196	0.2998	0.1912	0.2744
EFNA5	0.4674	0.8396	0.4384	0.826
KIAA0825	0.0387	0.0624	0.0428	0.0695
TMEM232	0.0112	0.0097	0.0156	0.0137
PJA2	0.886	0.8646	0.8532	0.8408
NR2F1-AS1	0.7264	0.9646	0.5904	0.9594
LINC00461	0.6142	0.4298	0.6016	0.4228
TMEM161B-AS1	0.0454	0.0374	0.0394	0.0386
FSTL4	0.3606	0.494	0.2988	0.456
UBE2B	0.103	0.1004	0.08	0.0781
KIF3A	0.191	0.0631	0.1142	0.0263
NREP	0.2356	0.168	0.1436	0.1022
SPOCK1	0.048	0.054	0.0459	0.0541
CAMK4	0.0695	0.0887	0.0505	0.082
CHSY3	0.1428	0.1432	0.0861	0.0905
CYFIP2	0.3988	0.2644	0.4024	0.2504
CAMK2A	0.4624	0.4762	0.271	0.3006
NR3C1	0.9824	0.9474	0.966	0.9362
NDFIP1	0.38	0.219	0.2942	0.1536
ARHGAP26	0.3584	0.3618	0.383	0.3584
GABRB2	0.5834	0.6612	0.5694	0.6586
GRIA1	0.3144	0.4868	0.2718	0.4518
PPP2R2B	0.7702	0.7084	0.655	0.576
SGCD	0.3362	0.2888	0.3598	0.2816
JAKMIP2	0.6324	0.8188	0.6218	0.7942
KCTD16	0.0027	0.0016	0.0062	0.0063
SPRY4-AS1	0.124	0.1716	0.123	0.2008
GABRA1	0.3474	0.2048	0.2902	0.17
SNCB	0.8012	0.5134	0.7266	0.3978
GMDS	0.2816	0.3518	0.2298	0.274
RNF130	0.9482	0.9526	0.919	0.9298
GABRG2	0.2874	0.465	0.1772	0.3592
CPEB4	0.197	0.2586	0.0885	0.1518
TUBB2A	0.0643	0.028	0.0382	0.0134
TENM2	0.0259	0.0489	0.0432	0.077
NSG2	0.353	0.215	0.3368	0.192
FAM153B	0.9548	0.7358	0.938	0.6454
SLIT3	0.1382	0.1166	0.1482	0.1182
CARMIL1	0.2718	0.2486	0.309	0.2396
PHACTR1	0.2164	0.2076	0.2146	0.1898
CAP2	0.4222	0.6694	0.2648	0.5516
ATXN1	0.1748	0.1436	0.1876	0.1452
FARS2	0.6944	0.6528	0.6962	0.6132
CDKAL1	0.3474	0.3988	0.2516	0.354
LY86-AS1	0.1236	0.1308	0.0776	0.0777
GABBR1_ENSG00000204681	0.3464	0.1994	0.2934	0.1614
FAM135A	0.5226	0.1946	0.566	0.2526
COL19A1	0.5994	0.6072	0.4966	0.524
HSP90AB1	0.4726	0.6566	0.4858	0.6608
KHDRBS2	0.3396	0.758	0.3156	0.7504
ADGRB3	0.0523	0.0917	0.0382	0.0714
MLIP	0.0025	0.0048	0.0028	0.0035
DST	0.1028	0.2236	0.0672	0.1658
ZFAND3	0.046	0.0347	0.0669	0.0467
RCAN2	0.921	0.886	0.9168	0.882
BTBD9	0.0082	0.0045	0.0138	0.0096
SUPT3H	0.3888	0.4184	0.431	0.4644
SNAP91	0.6154	0.731	0.5746	0.7002
RIMS1	0.6114	0.6132	0.4968	0.4928
DOP1A	0.8688	0.8136	0.8754	0.8014
SOBP	0.2054	0.249	0.17	0.2012
SENP6	0.0025	0.071	0.0037	0.0846
PNISR	0.7436	0.9068	0.648	0.885
PHIP	0.931	0.5792	0.9192	0.5228
GRIK2	0.8006	0.6878	0.7642	0.6572
FUT9	0.256	0.4044	0.1606	0.3282
KCNQ5	0.0059	0.0041	0.0052	0.0045
ZNF292	0.8414	0.9624	0.8124	0.9542
MYO6	0.0092	0.0169	0.0154	0.022
_ENSG00000271860	0.1023	0.0468	0.0999	0.0496
HIVEP2	0.819	0.665	0.7678	0.5492
EPB41L2	0.052	0.0291	0.0628	0.0368
MAN1A1	0.0123	0.0121	0.0083	0.0092
SERINC1	0.6996	0.3882	0.6782	0.354
NCOA7	0.0415	0.0151	0.0379	0.0137
WASF1	0.167	0.171	0.0373	0.0514
ARFGEF3	0.0165	0.0411	0.025	0.0605
MAP7	0.2632	0.3604	0.163	0.2634
AHI1	0.1196	0.0705	0.1188	0.0708
TBC1D32	0.144	0.1666	0.1484	0.1894
AIG1	0.4516	0.1326	0.269	0.1058
PTPRK_ENSG00000152894	0.4606	0.7396	0.4838	0.7512
CDK19	0.3338	0.2952	0.3622	0.3184
PDE7B	0.5264	0.526	0.5758	0.5776
NKAIN2	0.356	0.4956	0.2666	0.3874
TSPYL1	0.2886	0.5506	0.1814	0.4744
SLC35F1	0.1084	0.0592	0.1246	0.0672
MAP3K5	0.0287	0.0153	0.0331	0.0274
ARID1B	0.0395	0.0347	0.037	0.0381
RPS6KA2	0.3228	0.275	0.2602	0.2362
PACRG	0.3698	0.3512	0.3766	0.3668
QKI	0.1318	0.14	0.072	0.1009
PDE10A	0.3492	0.4396	0.3814	0.4666
PCMT1	0.0527	0.0331	0.0453	0.0266
SYNE1	0.228	0.2348	0.2734	0.2832
TIAM2	0.5896	0.2042	0.5	0.1506
GRM1	7e-04	8e-04	0.0011	0.0014
STXBP5	0.0175	0.0242	0.0061	0.0106
ZDHHC14	0.7852	0.6852	0.7812	0.682
PRKN	0.8598	0.8564	0.8156	0.8164
PRKAR1B	0.6922	0.5632	0.54	0.4102
THSD7A	0.0186	0.0098	0.0257	0.0221
HDAC9	0.1974	0.3438	0.1812	0.3168
ACTB	0.561	0.4334	0.503	0.3492
MPP6	0.005	0.0054	0.0051	0.0054
TAX1BP1	0.0127	0.0099	0.0046	0.0029
PHF14	0.5686	0.8108	0.4222	0.7714
RAPGEF5	0.1534	0.3072	0.1798	0.3474
DGKB	0.012	0.011	0.0116	0.0127
SDK1	0.0538	0.0363	0.0375	0.0268
JAZF1	0.9116	0.8976	0.9034	0.909
TRA2A	0.7892	0.7344	0.7924	0.735
_ENSG00000229618	0.039	0.0367	0.0148	0.0106
HECW1	0.6	0.6202	0.6096	0.6166
CAMK2B	0.84	0.749	0.7312	0.6324
CDK13	0.2274	0.342	0.2238	0.3096
AMPH	0.1288	0.2554	0.0712	0.1718
COBL	0.153	0.1426	0.1326	0.147
POU6F2	0.0356	0.0154	0.0165	0.0099
SEPTIN7	0.0147	0.0182	0.0229	0.0229
ELMO1	0.6702	0.5674	0.6484	0.5672
BMPER	0.7146	0.5494	0.6442	0.4356
ADCY1	0.0162	0.0228	0.0231	0.0392
DPY19L2P1	0.0943	0.1126	0.0931	0.121
PPIA	0.0296	0.0472	0.0402	0.0658
RHBDD2	0.9888	0.6808	0.9882	0.5766
ADAM22	0.33	0.588	0.257	0.5272
CACNA2D1	0.0058	0.0072	0.0039	0.0053
AUTS2	0.2606	0.306	0.2714	0.2756
YWHAG	0.9778	0.766	0.9796	0.7184
SRRM3	0.0552	0.0578	0.0682	0.0643
CALN1	0.1652	0.0834	0.1144	0.0648
GALNT17	0.6376	0.6102	0.653	0.6196
PCLO	0.6072	0.5614	0.4592	0.3922
MAGI2	0.6536	0.5886	0.6652	0.5822
GRM3	0.1078	0.092	0.0852	0.0762
_ENSG00000205485	0.0852	0.1272	0.0896	0.1224
