gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
NCKAP5	0.3914	0.53	0.3696	0.4716
WIPF1	0.5918	0.4928	0.537	0.4298
BAZ2B	0.5104	0.3494	0.4652	0.3218
CHN1	0.7008	0.5848	0.6582	0.4694
FMNL2	0.2038	0.1988	0.2318	0.2244
ARL5A	0.944	0.7344	0.9252	0.7274
CACNB4	0.667	0.9676	0.443	0.9524
MBD5	0.325	0.425	0.326	0.4132
_ENSG00000218175	0.0085	0.0113	0.0173	0.0201
ANKRD44	0.8494	0.5906	0.8148	0.4986
INO80D	0.683	0.7304	0.6488	0.7008
SP100	0.837	0.6304	0.8088	0.5664
DOCK10	0.4012	0.324	0.3502	0.2934
CAB39	0.7274	0.4552	0.7098	0.4388
INPP5D_ENSG00000168918	0.7654	0.56	0.7232	0.4682
SLC4A7	0.9434	0.6938	0.9424	0.6614
TBC1D5	0.5818	0.4266	0.5176	0.3536
SUMF1	0.6594	0.648	0.6512	0.5722
PLCL2	0.993	0.9096	0.9894	0.878
UBE2E1	0.9316	0.7772	0.9216	0.758
UBE2E2	0.7234	0.4512	0.6676	0.3664
ATG7	0.8882	0.408	0.8386	0.2412
RBM6	0.9244	0.2988	0.8938	0.1664
GOLGA4	0.5538	0.4482	0.5664	0.4164
TGFBR2	0.7214	0.5268	0.6764	0.462
CLASP2	0.6534	0.6	0.5762	0.5332
CX3CR1	0.6174	0.6432	0.57	0.5688
SETD2	0.6256	0.6776	0.6538	0.666
TRAK1	0.8422	0.9156	0.8158	0.892
FRMD4B	0.269	0.3812	0.281	0.388
CADM2	0.8976	0.9818	0.8434	0.9732
ROBO2	0.9972	0.989	0.9972	0.9816
FHIT	0.4772	0.4268	0.439	0.3504
GSK3B	0.4144	0.2686	0.4168	0.277
CD86	0.639	0.4738	0.591	0.4162
ZNF148	0.7244	0.2284	0.6788	0.1908
ZBTB20	0.2728	0.4876	0.3032	0.4646
LSAMP	0.9766	0.8446	0.954	0.7986
ATP2C1	0.9238	0.7528	0.908	0.7124
RNF13	0.2792	0.2242	0.303	0.2506
STAG1	0.7208	0.5794	0.6818	0.4902
MBNL1	0.705	0.4204	0.6636	0.3514
P2RY12	0.6112	0.6266	0.5664	0.5502
TMCC1	0.2782	0.26	0.2968	0.2934
SLC9A9	0.8008	0.5462	0.7536	0.4596
KBTBD12	0.6232	0.4892	0.5564	0.4176
MCF2L2	0.9716	0.8202	0.9416	0.7658
PLD1	0.3982	0.3198	0.363	0.286
GNB4	0.9234	0.973	0.9042	0.9796
B3GNT5	0.9842	0.7536	0.9856	0.7118
TBL1XR1	0.3676	0.2656	0.344	0.2914
NAALADL2	0.2902	0.4266	0.3368	0.4854
ST6GAL1	0.8618	0.59	0.8254	0.4786
P3H2	0.933	0.7442	0.9222	0.6692
ACAP2	0.9698	0.8746	0.9618	0.8446
LPP	0.973	0.8176	0.9534	0.7724
UBE2K	0.871	0.7808	0.8402	0.7022
PDS5A	0.5746	0.509	0.5334	0.4472
RBM47	0.8874	0.6506	0.8462	0.5638
KCNIP4_ENSG00000185774	0.89	0.7782	0.851	0.7152
ANKRD17	0.4308	0.3198	0.4142	0.309
RASGEF1B	0.6808	0.6138	0.6132	0.5462
BMP2K	0.9278	0.6974	0.9206	0.645
MANBA	0.7362	0.5544	0.6778	0.488
SPP1	0.66	0.517	0.5954	0.4516
ARHGAP24	0.9368	0.6506	0.933	0.575
PPP3CA	0.87	0.8544	0.8168	0.8054
SNCA	0.8474	0.7772	0.7622	0.6696
CAMK2D	0.654	0.3932	0.6104	0.3396
USP53	0.8956	0.6282	0.8488	0.552
GRID2	0.7936	0.7832	0.7502	0.732
WDFY3	0.7116	0.5974	0.6746	0.5452
TET2	0.7512	0.659	0.7034	0.5886
AFF1	0.7926	0.602	0.7398	0.5274
ELF2	0.4804	0.382	0.3982	0.3058
FBXW7	0.7612	0.7102	0.6928	0.6058
KIAA1109	0.8986	0.7702	0.8586	0.7222
MAML3	0.872	0.5968	0.8204	0.4964
LRBA	0.4386	0.555	0.4352	0.5158
RAPGEF2	0.9122	0.7356	0.8968	0.7198
MARCHF1	0.2464	0.12	0.2502	0.1276
GPM6A	0.8248	0.6528	0.793	0.562
TRIO	0.7462	0.8372	0.6418	0.7326
SLC1A3	0.8584	0.7836	0.861	0.765
WDR70	0.5464	0.4226	0.5086	0.3658
NIPBL	0.6312	0.4326	0.5832	0.3676
GPBP1	0.7322	0.7334	0.7494	0.7412
FYB1	0.7516	0.5212	0.6918	0.4166
ERBIN	0.2852	0.156	0.3074	0.188
PDE4D	0.5182	0.5094	0.4342	0.4284
ZSWIM6	0.8948	0.6814	0.8812	0.6252
IL6ST	0.8466	0.628	0.835	0.582
PIK3R1	0.941	0.8942	0.8956	0.8516
PARP8	0.7922	0.6048	0.7782	0.5502
ARL15	0.5466	0.372	0.4702	0.2984
MEF2C	0.1742	0.1444	0.1766	0.1578
FAM172A	0.4518	0.3334	0.4264	0.3052
AP3B1	0.4934	0.3758	0.4566	0.3382
LHFPL2	0.8412	0.6324	0.8036	0.552
SSBP2	0.8222	0.6688	0.781	0.6026
RASA1	0.3522	0.1964	0.3642	0.2258
FBXL17	0.1458	0.3088	0.1332	0.3274
FER	0.552	0.4292	0.5054	0.381
TENT2	0.5534	0.494	0.5572	0.4548
MEF2C-AS1	0.6562	0.5726	0.6202	0.542
COMMD10	0.5234	0.3558	0.481	0.3322
MARCHF3	0.9782	0.8286	0.9666	0.7822
CD74	0.9612	0.7154	0.9536	0.6604
NR3C1	0.2624	0.1732	0.2564	0.1746
HAVCR2	0.9798	0.8274	0.977	0.7894
ARHGAP26	0.9272	0.667	0.9042	0.5794
CSF1R	0.8326	0.6442	0.7972	0.5894
RNF130	0.5984	0.4522	0.518	0.3648
DOCK2	0.8532	0.6166	0.811	0.5162
RASGEF1C	0.7318	0.473	0.6454	0.3562
GMDS-DT	0.494	0.3544	0.4056	0.2714
PHACTR1	0.9018	0.8736	0.8664	0.8478
LY86	0.8662	0.6258	0.8494	0.54
ATXN1	0.8272	0.4752	0.8184	0.4624
CDKAL1	0.4822	0.3746	0.4208	0.3106
ANKS1A	0.7996	0.6144	0.7604	0.5308
HSPA1A_ENSG00000204389	0.7048	0.8786	0.6776	0.8202
RUNX2	0.8136	0.645	0.7718	0.5562
ADGRB3	0.9546	0.9944	0.9288	0.9888
FGD2	0.7686	0.5846	0.7188	0.5036
DST	0.7388	0.6044	0.6842	0.5464
ZFAND3	0.8228	0.634	0.7526	0.5274
BTBD9	0.4378	0.3192	0.4566	0.339
SUPT3H	0.5902	0.6374	0.5562	0.6226
SENP6	0.989	0.9332	0.9908	0.9318
FOXO3	0.495	0.4236	0.4736	0.4126
PNISR	0.8718	0.7174	0.8432	0.6106
PHIP	0.4278	0.2882	0.4414	0.3266
ZNF292	0.4798	0.4806	0.5008	0.4894
IFNGR1	0.8828	0.6298	0.859	0.562
EPB41L2	0.861	0.581	0.8264	0.4934
STX7	0.6298	0.4758	0.5718	0.4066
AIG1	0.5406	0.5324	0.4902	0.4536
MAP3K5	0.945	0.7012	0.927	0.6424
ARID1B	0.56	0.456	0.4666	0.3714
TAB2	0.7428	0.5212	0.6978	0.4148
QKI	0.3278	0.273	0.3146	0.2628
MTHFD1L	0.9616	0.7594	0.9524	0.7024
PRKN	0.4214	0.4766	0.3792	0.4344
SKAP2	0.7932	0.531	0.7542	0.4734
HDAC9	0.9534	0.7862	0.9224	0.728
ACTB	0.5138	0.2274	0.3358	0.072
CHN2	0.3022	0.3364	0.2882	0.3238
HNRNPA2B1	0.541	0.358	0.3018	0.1892
SDK1	0.961	0.8038	0.9302	0.756
JAZF1	0.775	0.5374	0.7102	0.4248
ZNRF2	0.802	0.611	0.7726	0.5518
TNRC18	0.8496	0.7704	0.8394	0.722
CDK13	0.4734	0.379	0.4134	0.3142
TNS3	0.9044	0.735	0.8902	0.6916
AOAH	0.7686	0.5178	0.7074	0.4294
ELMO1	0.5982	0.342	0.5222	0.2708
IKZF1	0.8148	0.596	0.795	0.5434
AUTS2	0.4724	0.4164	0.4044	0.3404
KMT2E	0.6588	0.682	0.6862	0.6834
SLC26A3	0.6728	0.6372	0.6386	0.6318
DOCK4	0.9574	0.857	0.9336	0.792
COG5	0.6808	0.5814	0.609	0.5038
IMMP2L	0.6096	0.4628	0.5416	0.3834
CUX1	0.9822	0.804	0.9778	0.757
TBXAS1	0.7116	0.489	0.6468	0.3906
CTTNBP2	0.5882	0.4378	0.576	0.4034
CPED1	0.737	0.55	0.7148	0.4956
CHCHD3	0.597	0.6962	0.6146	0.6706
FOXP2	0.6974	0.4866	0.6498	0.387
MKLN1	0.6756	0.711	0.6262	0.6546
EXOC4	0.485	0.3494	0.432	0.3036
BRAF	0.4784	0.4664	0.4726	0.4772
LINC-PINT	0.7308	0.6074	0.6568	0.5354
KMT2C	0.6258	0.5088	0.6066	0.467
CNTNAP2_ENSG00000174469	0.9856	0.9854	0.973	0.9836
CSF2RA	0.8402	0.6156	0.8192	0.5416
ARHGAP6	0.7692	0.6252	0.7216	0.5618
SAT1	0.9232	0.9402	0.8622	0.8996
SH3KBP1	0.7394	0.535	0.6752	0.4262
RPS6KA3	0.8444	0.7738	0.7968	0.7164
TMSB4X	0.0461	0.0539	0.0728	0.0926
ATRX	0.7448	0.6128	0.5942	0.4854
SH3BGRL	0.7358	0.5674	0.675	0.4916
HDAC8	0.5072	0.5106	0.4582	0.4334
DIAPH2	0.868	0.721	0.8372	0.6424
FTX	0.344	0.5162	0.3322	0.506
DOCK11	0.943	0.7484	0.9328	0.7054
CSMD1	0.8456	0.8078	0.7964	0.762
ADAM28	0.7506	0.5506	0.7094	0.4664
PCM1	0.7612	0.8808	0.7718	0.8716
DPYSL2	0.885	0.9146	0.8422	0.8768
CSGALNACT1	0.7974	0.5818	0.7622	0.5018
PSD3	0.9994	0.9836	0.9988	0.9798
CTSB	0.0639	0.0795	0.1006	0.1196
_ENSG00000253535	0.82	0.54	0.7746	0.4534
KAT6A	0.8218	0.7472	0.795	0.7018
SPIDR	0.9438	0.7768	0.9178	0.7164
LYN	0.8836	0.6678	0.8484	0.583
PAG1	0.9154	0.863	0.8884	0.8352
NCOA2	0.465	0.3246	0.4312	0.2988
CHD7	0.686	0.7636	0.7132	0.745
PABPC1	0.5832	0.4736	0.5574	0.45
STK3	0.6778	0.5804	0.6138	0.5098
VPS13B	0.5442	0.4028	0.485	0.3446
NSMCE2	0.3442	0.2364	0.2988	0.2196
OXR1	0.8748	0.7214	0.8008	0.7036
MTSS1	0.556	0.4476	0.4968	0.3736
RFX3	0.835	0.927	0.8236	0.957
SMARCA2	0.0495	0.0556	0.0642	0.0538
JAK2	0.7638	0.5456	0.7224	0.4922
DOCK8	0.7062	0.4756	0.625	0.36
KHDRBS3	0.9026	0.891	0.853	0.8602
FAM49B	0.7912	0.4964	0.7408	0.3962
PTPRD	0.8468	0.9566	0.7954	0.9432
TRAPPC9	0.5812	0.5306	0.533	0.4438
PTK2	0.2592	0.154	0.2584	0.1826
KCNQ3	0.9714	0.6548	0.954	0.5538
ZCCHC7	0.204	0.2922	0.2244	0.2926
BNC2	0.8784	0.6616	0.8496	0.5656
TLE4	0.6562	0.8008	0.6766	0.7986
GNAQ	0.6602	0.5172	0.5908	0.434
_ENSG00000233926	0.6868	0.7212	0.6516	0.6662
FRG1HP	0.6676	0.5306	0.5256	0.3622
SPIN1	0.1242	0.0813	0.137	0.0801
TGFBR1	0.9086	0.6858	0.8886	0.6186
SYK	0.6418	0.4686	0.5936	0.3994
RAPGEF1	0.8212	0.6016	0.7684	0.5018
SETX	0.7716	0.5496	0.7388	0.4904
DENND1A	0.6022	0.6088	0.5386	0.538
PRRC2B	0.9682	0.9556	0.9626	0.9572
GSN	0.355	0.274	0.33	0.2688
KCNQ1	0.6774	0.5074	0.587	0.4154
RPLP2	0.0396	0.0377	0.0304	0.0518
PSMA1	0.875	0.7162	0.8224	0.6542
SBF2	0.8332	0.7004	0.7852	0.6306
PDE3B	0.872	0.719	0.8652	0.6802
NAV2	0.939	0.877	0.894	0.8048
TTC17	0.6682	0.5542	0.614	0.4684
LRP4	0.9778	0.8352	0.9726	0.8148
PTPRJ	0.9886	0.791	0.9742	0.7304
CELF1	0.1746	0.1478	0.1936	0.1568
FTH1	0.4206	0.2862	0.2636	0.1128
NEAT1	0.9644	0.6934	0.9478	0.6224
PPP6R3	0.5638	0.4986	0.5488	0.4456
FCHSD2	0.8718	0.652	0.8288	0.5644
SLCO2B1	0.747	0.514	0.6848	0.4384
KDM2A	0.8144	0.7672	0.728	0.6518
PACS1	0.7114	0.5482	0.645	0.4582
UVRAG	0.5536	0.371	0.5104	0.3048
MALAT1	0.9136	0.914	0.843	0.8004
GAB2	0.6914	0.4608	0.6084	0.366
PICALM	0.7704	0.506	0.7112	0.4296
ATM	0.7484	0.5138	0.6884	0.397
DLG2	0.6832	0.675	0.6108	0.612
MAML2	0.8496	0.7408	0.8084	0.6374
_ENSG00000254420	0.7644	0.5662	0.6736	0.4586
SORL1	0.8914	0.5304	0.852	0.4322
IL18	0.895	0.697	0.8976	0.6262
NRGN	0.6734	0.4554	0.605	0.2888
SIK3	0.247	0.1706	0.261	0.1724
LINC02712	0.8482	0.713	0.8262	0.6746
CELF2	0.9128	0.7638	0.8796	0.731
MLLT10	0.5444	0.5216	0.5364	0.4918
ARHGAP21	0.2452	0.1698	0.2752	0.196
PLXDC2	0.8224	0.5384	0.7768	0.4418
USP6NL	0.7948	0.6118	0.755	0.5418
PIP4K2A	0.3624	0.4634	0.4072	0.5052
FRMD4A	0.873	0.8258	0.8048	0.757
FLI1	0.6476	0.4892	0.5926	0.411
CAMK1D	0.8656	0.8516	0.8024	0.8
SFMBT2	0.8808	0.5606	0.8532	0.4726
_ENSG00000229751	0.9676	0.749	0.9624	0.6526
LINC02642	0.9452	0.8048	0.9278	0.7576
MRC1	0.7672	0.5702	0.7118	0.497
APBB1IP	0.7238	0.516	0.6726	0.4034
WAC	0.7216	0.6548	0.6816	0.609
CCNY	0.3742	0.352	0.3126	0.2956
EPC1	0.4652	0.436	0.3964	0.3462
ARHGAP22	0.6516	0.4224	0.5874	0.3348
WDFY4	0.7028	0.5538	0.6506	0.4808
ARHGAP12	0.8426	0.6278	0.8268	0.5748
SGMS1	0.5416	0.4226	0.5056	0.369
PALD1	0.7344	0.5116	0.698	0.4376
VSIR	0.809	0.6508	0.7858	0.598
HERC4	0.5416	0.451	0.5176	0.4104
LRMDA	0.7804	0.5034	0.7378	0.411
ADK	0.5322	0.4264	0.4612	0.3498
KCNMA1	0.9312	0.955	0.8998	0.9276
JMJD1C	0.988	0.9498	0.987	0.9352
NRG3	0.9526	0.9284	0.9452	0.92
PSAP	0.4412	0.3988	0.3534	0.285
BLNK	0.7686	0.5582	0.7326	0.473
CPEB3	0.2498	0.2836	0.2824	0.3302
ENTPD1	0.9444	0.7266	0.9276	0.6536
PTEN	0.631	0.7948	0.6078	0.8154
LCOR	0.4932	0.3992	0.4528	0.3642
ENTPD1-AS1	0.6246	0.4846	0.525	0.3696
WNK1	0.1648	0.1104	0.1984	0.151
ERC1	0.7134	0.7256	0.663	0.6818
PTPRE	0.8544	0.6546	0.8054	0.57
RGS10	0.8202	0.6494	0.799	0.5994
VTI1A	0.5722	0.4218	0.4882	0.3364
HTRA1	0.823	0.826	0.7692	0.758
CTBP2	0.764	0.662	0.7092	0.609
SHTN1	0.1348	0.0961	0.1558	0.1128
GAPDH	0.5168	0.2736	0.4562	0.1762
ETV6	0.9986	0.8082	0.9982	0.7342
A2M	0.731	0.5384	0.6948	0.4658
LRMP	0.895	0.7214	0.8614	0.661
RASSF8	0.7462	0.5944	0.6958	0.5358
BHLHE41	0.9168	0.7496	0.9006	0.683
ITPR2	0.9482	0.7562	0.9328	0.692
CCDC91	0.5892	0.6438	0.5956	0.6534
TUBA1B	0.7018	0.5124	0.6568	0.3646
FGD4	0.7282	0.5224	0.6496	0.406
SCAF11	0.7832	0.6326	0.7448	0.5658
DIP2B	0.6172	0.4254	0.5614	0.3618
NCKAP1L	0.7644	0.5896	0.738	0.5442
FMNL3	0.9828	0.7354	0.9642	0.67
R3HDM2	0.7728	0.8756	0.7572	0.8664
SYT1	0.8256	0.652	0.7988	0.5492
NAV3	0.7928	0.488	0.7434	0.407
ATP2B1	0.7178	0.6568	0.6374	0.5572
USP15	0.818	0.751	0.7688	0.711
SRGAP1	0.789	0.6256	0.7324	0.5466
MED13L	0.8302	0.5992	0.782	0.51
APPL2	0.7972	0.6088	0.7488	0.5362
WASHC4	0.7858	0.5996	0.7604	0.5438
CHST11	0.8222	0.9764	0.7496	0.9546
TAOK3	0.9572	0.4586	0.948	0.3846
UBC	0.3492	0.1368	0.2194	0.0455
SPPL3	0.1816	0.1382	0.2138	0.1788
ELF1	0.692	0.5598	0.6376	0.4962
ZMYM2	0.4826	0.3246	0.4794	0.2766
PAN3	0.695	0.564	0.6616	0.4938
NBEA	0.8878	0.877	0.833	0.8198
N4BP2L2	0.8106	0.8712	0.7716	0.8224
MYCBP2	0.4212	0.3902	0.3968	0.2966
RUBCNL	0.9866	0.7792	0.9894	0.721
TBC1D4	0.6472	0.4476	0.6068	0.392
LRCH1	0.7366	0.5258	0.6848	0.4462
ITM2B	0.179	0.135	0.1926	0.1332
WDFY2	0.589	0.4682	0.5204	0.397
LPAR6	0.9786	0.9228	0.9572	0.8906
RB1	0.691	0.5068	0.659	0.4396
DLEU1	0.918	0.8776	0.8684	0.816
PCDH9	0.9056	0.9318	0.8448	0.9138
DLEU2	0.676	0.4954	0.62	0.4208
ABCC4	0.7216	0.5154	0.6582	0.4248
UBAC2	0.8192	0.6902	0.79	0.632
MIS18BP1	0.8952	0.8582	0.8844	0.8226
NRXN3	0.727	0.786	0.6452	0.7282
FOXN3	0.8372	0.6148	0.7682	0.5154
SPTLC2	0.5406	0.3698	0.476	0.3138
SUSD6	0.824	0.68	0.7838	0.6014
NUMB	0.686	0.5448	0.599	0.4316
GPHN	0.3274	0.4426	0.3688	0.4828
RAD51B	0.4558	0.3196	0.371	0.2286
ZFP36L1	0.9256	0.8126	0.9278	0.7858
CALM1	0.6492	0.4558	0.5754	0.2956
_ENSG00000259124	0.8526	0.688	0.812	0.6262
HSP90AA1	0.5966	0.5514	0.487	0.4346
_ENSG00000100599	0.9768	0.8456	0.9618	0.799
EVL	0.5192	0.5204	0.442	0.4102
SNHG14	0.997	0.9996	0.9874	0.9992
CYFIP1_ENSG00000273749	0.8914	0.608	0.846	0.5076
SPRED1	0.6884	0.9468	0.6682	0.9292
B2M_ENSG00000166710	0.7076	0.896	0.587	0.8644
FMN1	0.318	0.218	0.304	0.2274
HERC1	0.714	0.491	0.6856	0.4232
RAB11A	0.4914	0.2258	0.2592	0.0789
ATP8B4	0.8806	0.6126	0.8666	0.5434
VPS13C	0.7182	0.56	0.6984	0.5174
ADAM10	0.4532	0.3008	0.4306	0.289
ZNF280D	0.3146	0.2662	0.349	0.318
TCF12	0.4948	0.3562	0.4556	0.2998
RNF111	0.7384	0.6264	0.7058	0.5508
TLN2	0.8498	0.846	0.8188	0.7966
DENND4A	0.6318	0.5242	0.592	0.4704
ZNF609	0.5472	0.4042	0.4608	0.3016
PIAS1	0.7626	0.5478	0.7394	0.4776
RPLP1	0.0111	0.0099	0.0164	0.0171
LINGO1	0.8828	0.5732	0.8964	0.5718
PEAK1	0.4536	0.3716	0.4322	0.3592
MEF2A	0.957	0.73	0.9328	0.68
ZNF710	0.8022	0.5758	0.7602	0.4894
LRRK1	0.7038	0.5224	0.643	0.4248
AKAP13	0.9766	0.781	0.963	0.7218
CREBBP	0.6338	0.5878	0.6148	0.517
SNX29	0.6478	0.4636	0.5734	0.3732
RBFOX1	0.9882	0.9524	0.9822	0.948
PRKCB	0.6148	0.4784	0.5098	0.3588
HS3ST4	0.751	0.5024	0.687	0.4108
FUS	0.6392	0.704	0.631	0.6934
ITFG1	0.9268	0.9344	0.872	0.9096
LPCAT2	0.5928	0.396	0.5188	0.3264
NFAT5	0.4754	0.7626	0.4608	0.8004
FTO	0.357	0.7668	0.4136	0.7424
CHD9	0.9182	0.8652	0.9026	0.8052
ZFHX3	0.8996	0.6672	0.8728	0.5812
CMIP	0.9358	0.84	0.9022	0.7542
ANKRD11	0.9412	0.769	0.92	0.7236
MAF	0.6814	0.5044	0.664	0.4832
WWOX	0.442	0.4186	0.403	0.387
PLCG2	0.743	0.5786	0.6876	0.4994
PAFAH1B1	0.6158	0.5492	0.5222	0.446
PIK3R5	0.8302	0.6244	0.8172	0.5672
ABR_ENSG00000159842	0.661	0.8112	0.5424	0.7366
WSB1	0.5342	0.3988	0.47	0.3138
SPECC1	0.6464	0.4872	0.5794	0.4154
NCOR1	0.6312	0.7684	0.6712	0.7802
SSH2	0.6348	0.4064	0.552	0.3094
ADAP2	0.9122	0.7282	0.8946	0.6596
NF1	0.4492	0.4588	0.4654	0.485
SUZ12P1	0.6762	0.6014	0.6418	0.5306
TAF15_ENSG00000270647	0.541	0.47	0.4636	0.3758
KANSL1_ENSG00000120071	0.4702	0.3202	0.4088	0.2552
GPATCH8	0.4686	0.6772	0.492	0.667
LUC7L3	0.2888	0.137	0.3134	0.1552
BCAS3	0.2454	0.1846	0.2258	0.187
DDX5	0.9562	0.7884	0.9364	0.7416
SMURF2	0.8898	0.8782	0.8618	0.8598
RHBDF2	0.9298	0.692	0.8986	0.6182
PRKCA	0.9296	0.938	0.8942	0.886
BPTF	0.5538	0.7526	0.554	0.728
RNF213	0.9732	0.889	0.953	0.8126
GRB2	0.9356	0.726	0.9208	0.6632
HELZ	0.7102	0.682	0.6504	0.6214
EPB41L3	0.9064	0.7758	0.8752	0.6454
L3MBTL4	0.7742	0.7654	0.7584	0.7516
RAB31	0.9634	0.955	0.9338	0.9438
LDLRAD4	0.8342	0.971	0.7576	0.952
SETBP1	0.4906	0.4424	0.4602	0.4318
NEDD4L	0.2794	0.2722	0.2974	0.2974
C20orf194	0.4504	0.588	0.4284	0.5716
SOCS6	0.6226	0.4542	0.5984	0.4016
TCF4	0.1664	0.2996	0.0807	0.1934
HCK	0.8154	0.6336	0.7624	0.5524
SYNDIG1	0.7226	0.4776	0.653	0.3754
SNAP25	0.7816	0.6452	0.741	0.5424
RIN2	0.9302	0.8156	0.9084	0.7736
MACROD2	0.486	0.7036	0.5148	0.7
PREX1	0.82	0.6604	0.7632	0.5758
NCOA3	0.9804	0.9032	0.9794	0.8956
RBM39	0.7184	0.728	0.6182	0.6698
GNAS	0.6822	0.641	0.6162	0.5486
NFATC2	0.8566	0.6952	0.8302	0.631
GNG7	0.8324	0.896	0.8246	0.8708
C3	0.7226	0.5058	0.6594	0.4054
MYO1F	0.7092	0.4996	0.6664	0.4294
