gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
PLPPR5	0.681	0.5324	0.704	0.5718
PLPPR4	0.3416	0.468	0.2056	0.3372
OLFM3	0.8494	0.5636	0.8242	0.4876
RPL5	0.7708	0.4894	0.7122	0.3792
ODF2L	0.5708	0.6746	0.5862	0.6994
ZNF644	0.8344	0.8332	0.7958	0.7804
RPAP2	0.153	0.1116	0.086	0.0568
TTLL7	0.4366	0.3156	0.3616	0.2278
GIPC2	0.918	0.9696	0.9304	0.9774
SLC44A5	0.5462	0.5106	0.546	0.4888
RPL7P9	0.9422	0.8124	0.9304	0.7902
PRKACB	0.3792	0.4282	0.2772	0.3322
LMO4	0.5368	0.3498	0.494	0.2764
MTF2	0.8318	0.7632	0.788	0.7292
DDAH1	0.2576	0.251	0.2436	0.2048
HS2ST1	0.4486	0.919	0.3642	0.9102
AK5	0.3254	0.2466	0.2878	0.2134
DIPK1A	0.8942	0.5402	0.8916	0.5294
FUBP1	0.3838	0.3704	0.3664	0.372
ZNF326	0.6432	0.7078	0.6254	0.671
AGL	0.9198	0.593	0.9098	0.5592
GLMN	0.2394	0.2208	0.169	0.1622
ERICH3	0.5756	0.8256	0.5246	0.8168
MIGA1	0.2998	0.171	0.3494	0.2078
SELENOF	0.964	0.943	0.955	0.9466
ST6GALNAC3	0.5552	0.7748	0.4754	0.7426
RNPC3	0.3548	0.4874	0.2944	0.4184
DPYD	0.205	0.1602	0.1272	0.1062
LRRC8B	0.198	0.4214	0.1314	0.3328
CCDC18-AS1	0.2822	0.3094	0.2298	0.2938
_ENSG00000224550	0.1702	0.1778	0.1546	0.1492
MIR137HG	0.5836	0.7846	0.5824	0.7772
_ENSG00000232825	0.0215	0.016	0.021	0.0161
ST7L	0.9156	0.7042	0.9306	0.7154
CSDE1	0.0969	0.0794	0.0488	0.0359
SARS1	0.4746	0.5888	0.4734	0.587
MAGI3	0.9162	0.9972	0.9184	0.998
WDR47	0.7096	0.8408	0.693	0.833
KIAA1324	0.4518	0.5126	0.3646	0.4024
RAP1A	0.2472	0.2144	0.2808	0.2438
CAPZA1	0.2808	0.3574	0.262	0.319
PHTF1	0.0664	0.0876	0.0772	0.0948
PRPF38B	0.386	0.3992	0.396	0.4118
SORT1	0.2474	0.3594	0.2216	0.3294
CTTNBP2NL	0.8014	0.9986	0.79	0.9986
SLC22A15	0.163	0.1944	0.1356	0.179
ATP1A1	0.3828	0.3416	0.355	0.3536
AHCYL1	0.6056	0.742	0.6232	0.7544
KCND3	0.8642	0.9818	0.8582	0.979
SRGAP2C	0.322	0.3652	0.2366	0.2704
SRGAP2B	0.533	0.5148	0.4788	0.459
SLC6A17	0.2784	0.4954	0.2084	0.4464
TRIM33	0.6902	0.575	0.5456	0.4794
MAN1A2	0.479	0.4366	0.487	0.4614
_ENSG00000223804	0.9246	0.7306	0.9346	0.7368
_ENSG00000224363	0.7468	0.679	0.7382	0.6572
LINC02798	0.7348	0.5188	0.759	0.533
_ENSG00000259834	0.1604	0.3004	0.1176	0.265
RNF115	0.6714	0.7222	0.6724	0.7384
_ENSG00000274642	0.9552	0.9432	0.9498	0.9256
HYDIN2	0.4258	0.4696	0.3154	0.3538
LINC01632	0.0593	0.0399	0.0727	0.0601
ASH1L	0.7812	0.9678	0.7812	0.9662
GON4L	0.8372	0.6818	0.822	0.613
MEF2D	0.822	0.8194	0.8362	0.8302
C1orf61	0.1516	0.1262	0.1982	0.1662
DAP3	0.2152	0.329	0.171	0.2762
ARHGEF11	0.493	0.6138	0.4898	0.5802
SYT11	0.2266	0.2198	0.2488	0.2032
VPS45	0.823	0.8074	0.7726	0.7896
SNX27	0.0428	0.0674	0.0307	0.0661
PIP5K1A	0.9262	0.6644	0.9318	0.6552
ENSA	0.6116	0.59	0.6476	0.6182
ARNT	0.142	0.1786	0.1192	0.1492
POGZ	0.6914	0.5908	0.6164	0.5368
TPM3	0.7744	0.5936	0.7746	0.6084
GATAD2B_ENSG00000143614	0.8258	0.7736	0.8148	0.7188
SV2A	0.0727	0.0617	0.0422	0.0376
CELF3	0.4542	0.703	0.2784	0.5874
ADAR	0.7162	0.857	0.7464	0.8728
FDPS	0.158	0.1722	0.1676	0.157
RPRD2	0.734	0.634	0.7538	0.6652
CCT3	0.5942	0.7344	0.5924	0.7648
PDE4DIP	0.09	0.1036	0.1424	0.1512
MLLT11	0.3992	0.3332	0.3872	0.3382
MRPS21	0.7952	0.9574	0.7398	0.9586
LINC01138	0.5582	0.3714	0.5598	0.4134
_ENSG00000274265	0.018	0.0241	0.0062	0.0112
LINC00869	0.5676	0.6494	0.5496	0.648
KIFAP3	0.3488	0.424	0.2892	0.365
SUCO	0.8482	0.7692	0.8474	0.7654
TNR	0.2892	0.116	0.3206	0.1288
RGS4	0.2566	0.2978	0.221	0.2566
PRRC2C	0.5856	0.2784	0.559	0.2842
ATF6	0.7294	0.6706	0.7404	0.6654
COPA	0.213	0.1894	0.2304	0.173
RC3H1	0.7374	0.9876	0.7368	0.9868
ATP1B1	0.403	0.5114	0.3464	0.4754
TIPRL	0.6028	0.4682	0.545	0.3638
NME7	0.8108	0.6414	0.8236	0.6676
DCAF6	0.607	0.5606	0.5988	0.543
TMCO1	0.5058	0.4328	0.4972	0.4308
POU2F1	0.7532	0.8582	0.725	0.8256
ILDR2	0.346	0.4482	0.26	0.3672
MGST3	0.4492	0.6854	0.3812	0.6152
COP1	0.757	0.9242	0.7256	0.9118
SDHC	0.716	0.537	0.747	0.5864
PFDN2	0.7074	0.6194	0.5634	0.5244
RABGAP1L	0.8038	0.9162	0.8048	0.8968
NDUFS2	0.3222	0.2996	0.3468	0.2792
CADM3	0.49	0.5332	0.3254	0.3826
IGSF8	0.8916	0.8576	0.8826	0.8394
PEA15	0.1806	0.1788	0.1622	0.1244
PBX1	0.0248	0.0332	0.0253	0.0311
DNM3	0.5708	0.7876	0.5736	0.7918
NOS1AP	0.3668	0.4796	0.343	0.4514
_ENSG00000203739	0.2806	0.49	0.3032	0.4822
PCP4L1	0.8106	0.9336	0.8048	0.9326
TPR	0.1362	0.1292	0.0802	0.0886
ZC3H11A	0.6046	0.6436	0.4752	0.5624
RASAL2	0.678	0.6884	0.6622	0.6666
PPP1R12B	0.9802	0.8128	0.976	0.7894
RALGPS2	0.44	0.4706	0.4048	0.4506
EDEM3	0.7752	0.5926	0.7938	0.6172
C1orf21	0.1762	0.1364	0.133	0.114
IVNS1ABP	0.9436	0.938	0.9376	0.9298
SMG7	0.1376	0.161	0.0694	0.0713
RO60	0.6644	0.936	0.6802	0.944
KDM5B	0.4162	0.4222	0.433	0.4248
CAMSAP2	0.587	0.5902	0.4886	0.5298
NAV1	0.5012	0.432	0.4736	0.3716
CDC73	0.3734	0.6232	0.425	0.6432
CRB1	0.2698	0.244	0.2114	0.1818
DHX9	0.4848	0.4998	0.476	0.4846
CEP350	0.1602	0.158	0.1362	0.1392
ABL2	0.443	0.4608	0.4554	0.4702
XPR1	0.6998	0.8342	0.6948	0.829
RGL1	0.98	0.7256	0.981	0.7538
PLEKHA6	0.8826	0.901	0.796	0.8834
ASTN1	0.7494	0.9056	0.7342	0.8956
NMNAT2	0.7662	0.8554	0.7082	0.8184
BRINP3	0.1076	0.1324	0.0775	0.1152
NFASC	0.8708	0.7736	0.8534	0.7628
LRRN2	0.1112	0.1178	0.0576	0.0631
CACNA1E	0.8272	0.8176	0.8192	0.7896
MDM4	0.1716	0.1636	0.1266	0.1034
IPO9	0.9712	0.8916	0.9758	0.8734
COLGALT2	0.3626	0.454	0.3318	0.4046
BRINP2	0.0427	0.2358	0.0746	0.287
DENND1B	0.1122	0.0971	0.116	0.1096
_ENSG00000229739	0.3042	0.264	0.2586	0.2394
MIR181A1HG	0.0733	0.0966	0.0934	0.1194
ACBD6	0.82	0.998	0.8214	0.9974
_ENSG00000231767	0.4446	0.3914	0.4096	0.3532
IPO9-AS1	0.327	0.2406	0.2342	0.1242
NUP133	0.0733	0.0719	0.0686	0.063
NUCKS1	0.1746	0.2478	0.1204	0.1732
PLXNA2	0.0143	0.0171	0.0104	0.0131
KCNK2	0.5496	0.5406	0.51	0.4674
GPATCH2	0.78	0.8304	0.7602	0.832
MARK1	0.3566	0.4518	0.2592	0.3394
CD46	0.8074	0.5634	0.7872	0.5308
RCOR3	0.8106	0.9528	0.7672	0.9352
NSL1	0.5886	0.6376	0.5616	0.5494
RAB3GAP2	0.6594	0.6456	0.5638	0.581
LPGAT1	0.7526	0.3842	0.6224	0.2226
EPRS1	0.1592	0.1292	0.1342	0.1046
KCTD3	0.6224	0.77	0.5708	0.7448
RPS6KC1	0.845	0.6836	0.8338	0.6572
SYT14	0.992	0.994	0.9858	0.9954
KCNH1	0.5568	0.649	0.5658	0.6374
SRP9	0.798	0.7746	0.6724	0.7214
FBXO28	0.1004	0.106	0.0709	0.0639
ARF1	0.4178	0.4756	0.3314	0.396
GUK1	0.2864	0.1782	0.1202	0.0569
CDC42BPA	0.9674	0.9174	0.9446	0.9038
CNIH3	0.8154	0.967	0.7862	0.9656
MIA3	0.9358	0.8266	0.9396	0.8396
ENAH	0.5214	0.7806	0.524	0.7746
CCSAP	0.4314	0.5156	0.3396	0.4502
WDR26	0.3292	0.405	0.3098	0.3884
ESRRG	0.3148	0.3078	0.2462	0.2426
MIR29B2CHG	0.9992	0.7072	0.999	0.658
SRGAP2	0.3446	0.311	0.2862	0.2382
SH3YL1	0.7158	0.298	0.6858	0.263
ARID4B	0.3484	0.482	0.3554	0.4908
SDCCAG8_ENSG00000054282	0.2828	0.1954	0.225	0.1556
TARBP1	0.8298	0.743	0.8226	0.7278
ERO1B	0.4568	0.4084	0.3964	0.3376
MTR	0.1758	0.1442	0.1764	0.1722
SIPA1L2	0.712	0.954	0.708	0.9388
AKT3_ENSG00000117020	0.9494	0.9888	0.9484	0.9832
TRIM67	0.9818	0.8422	0.9782	0.8362
CHRM3	0.2088	0.3638	0.181	0.3426
PCNX2	0.4694	0.5966	0.4774	0.5818
KCNK1	0.6998	0.9912	0.7106	0.9948
EGLN1	0.2862	0.1982	0.3008	0.2216
GALNT2	0.1298	0.099	0.1584	0.1212
TTC13	0.0914	0.1048	0.0735	0.1098
LYST	0.6606	0.6878	0.6658	0.7096
CEP170_ENSG00000143702	0.9986	0.755	0.9984	0.701
AHCTF1	0.5954	0.3648	0.5836	0.322
FMN2	0.4826	0.4524	0.3872	0.4138
KIF26B_ENSG00000162849	0.1992	0.1294	0.1198	0.0631
CNST	0.9036	0.8466	0.9088	0.8514
GNG4	0.6822	0.9018	0.703	0.8878
TRAPPC12_ENSG00000171853	0.879	0.5156	0.8508	0.5282
RPS7	0.7122	0.8044	0.6864	0.7816
TOMM20	0.595	0.8738	0.431	0.8374
PGBD5	0.1368	0.1316	0.1348	0.1326
PLD5	0.2082	0.2264	0.1304	0.1474
RGS7	0.4764	0.3444	0.4882	0.3418
SLC35F3	0.3908	0.4538	0.3736	0.4298
SMYD3	0.8384	0.907	0.8196	0.8996
MYT1L	0.8248	0.8148	0.8078	0.8126
OR2L13	0.4102	0.3068	0.4322	0.3264
ZNF124	0.7954	0.7172	0.831	0.75
RYR2	0.16	0.2564	0.179	0.2878
EFCAB2	0.3012	0.2946	0.227	0.1864
CHRM3-AS2	0.3756	0.3554	0.2674	0.2266
LINC01250	0.5514	0.6786	0.4858	0.6224
SPAST	0.516	0.4694	0.558	0.4992
PUM2	0.284	0.2712	0.225	0.1894
DDX1	0.993	0.6264	0.994	0.6454
NCOA1	0.9002	0.9004	0.9038	0.9
EFR3B	0.9424	0.9274	0.9532	0.923
KIF3C	0.9086	0.9648	0.9154	0.9606
RAB10	0.9798	0.7098	0.9804	0.7038
MAPRE3	0.2638	0.5272	0.1432	0.456
CLIP4	0.882	0.909	0.8674	0.8998
BIRC6	0.4998	0.4944	0.441	0.4114
NOL10	0.5222	0.5182	0.4972	0.4648
LDAH	0.5646	0.6054	0.3966	0.4634
ITGB1BP1	0.0142	0.0204	0.0075	0.0123
KLHL29	0.787	0.7742	0.7618	0.7618
DNMT3A	0.998	0.8008	0.9972	0.7866
ATAD2B	0.3242	0.4802	0.3274	0.4912
YIPF4	0.6824	0.779	0.6288	0.7348
YWHAQ	0.905	0.731	0.8772	0.6754
KIDINS220	0.1182	0.0819	0.0996	0.0537
ROCK2	0.5984	0.7558	0.5722	0.7402
LPIN1	0.3808	0.2612	0.3106	0.2094
IFT172	0.7034	0.7156	0.6478	0.621
SELENOI	0.3316	0.2642	0.2678	0.2268
ADCY3	0.9538	0.8658	0.9384	0.8404
DTNB	0.172	0.2506	0.1162	0.2116
MBOAT2	0.0155	0.0172	0.0184	0.0204
ASXL2	0.227	0.2208	0.2684	0.255
RNF144A	0.8522	0.964	0.8394	0.9668
ADAM17	0.8224	0.6236	0.8306	0.622
NBAS	0.2134	0.2838	0.142	0.22
DPYSL5	0.4262	0.6884	0.362	0.6216
BABAM2	0.4878	0.2188	0.4994	0.2176
GALNT14	0.6458	0.3972	0.6698	0.4224
DPY30	0.8212	0.7086	0.8134	0.6812
LRATD1	0.0819	0.2074	0.0561	0.1634
SMC6	0.1446	0.266	0.1394	0.2848
VSNL1	0.7446	0.5802	0.7298	0.5428
ALK	0.8208	0.7796	0.827	0.807
LCLAT1	0.4034	0.296	0.4184	0.2964
UBXN2A	0.1416	0.2134	0.0898	0.1454
GREB1	0.9502	0.959	0.9206	0.9594
FAM49A	0.7936	0.9904	0.7292	0.9856
ITSN2	0.024	0.04	0.0174	0.0283
LINC00486	0.9976	0.8468	0.9964	0.8286
SILC1	0.8474	0.8696	0.8598	0.8534
MRPL33	0.4608	0.5604	0.4076	0.5228
BIRC6-AS2	0.2356	0.1584	0.1002	0.04
HEATR5B	0.523	0.5236	0.4504	0.4592
MAP4K3	0.778	0.7202	0.7716	0.7122
MDH1	0.9626	0.9908	0.9466	0.9918
EIF2AK2	0.6176	0.6396	0.6026	0.6566
MTA3	0.8618	0.849	0.8412	0.8512
PSME4	0.794	0.9524	0.7962	0.9506
ERLEC1	0.339	0.2576	0.3916	0.286
XPO1	0.476	0.4754	0.4922	0.5138
MSH2	0.1068	0.129	0.1352	0.1532
SPTBN1	0.1208	0.0773	0.0958	0.0653
RTN4	0.6574	0.6568	0.5978	0.6092
CCDC88A	0.4698	0.495	0.4838	0.5072
FANCL	0.9118	0.7254	0.9018	0.6786
USP34	0.8218	0.6286	0.8126	0.6082
CCT4	0.153	0.2102	0.1592	0.1948
EHBP1	0.3328	0.4692	0.3442	0.4318
STRN	0.9256	0.81	0.8968	0.7386
SRSF7	0.9824	0.984	0.9788	0.9816
SOS1	0.0293	0.025	0.0279	0.0295
COX7A2L	0.4498	0.4974	0.3188	0.3816
THADA	0.738	0.5604	0.6996	0.5144
ATL2	0.9092	0.8974	0.9106	0.8938
AFTPH	0.7946	0.951	0.7616	0.9056
BCL11A	0.4784	0.645	0.4148	0.6084
PPM1B	0.903	0.9886	0.8792	0.9858
PNPT1	0.1142	0.081	0.128	0.0829
DYNC2LI1	0.9082	0.8266	0.9014	0.8132
THUMPD2	0.0159	0.0419	0.0104	0.0241
RAB1A	0.0016	0.0024	0.0032	0.0064
ACTR2	0.9734	0.8552	0.9504	0.826
PREPL	0.1622	0.1558	0.0356	0.0431
FBXO11	0.9128	0.8266	0.895	0.7686
LRPPRC	0.4452	0.3928	0.4344	0.3726
HNRNPLL	0.5934	0.9198	0.455	0.9092
CAMKMT	0.534	0.4532	0.5122	0.4022
EML4	0.1086	0.1392	0.1146	0.1498
RPS27A	0.4782	0.5682	0.4766	0.5322
WDPCP	0.3128	0.2286	0.1972	0.1384
VPS54	0.0448	0.0377	0.0563	0.0454
TMEM178A	0.4668	0.6784	0.3708	0.6172
PPP1R21	0.6816	0.8548	0.6668	0.847
KIAA1841	0.2854	0.3184	0.31	0.3086
CFAP36	0.2228	0.5202	0.2316	0.529
DHX57	0.8854	0.8918	0.8734	0.868
UGP2	0.741	0.9054	0.7584	0.9072
ACYP2	0.7284	0.557	0.7058	0.5134
FEZ2	0.646	0.7008	0.6316	0.6852
PRKCE	0.1254	0.203	0.1316	0.2006
SOCS5	0.7158	0.8118	0.5978	0.6952
COMMD1	0.6328	0.742	0.5164	0.6612
NRXN1	0.0871	0.2354	0.0665	0.1762
SLC8A1	0.0183	0.0314	0.0232	0.0373
EML6	0.5824	0.5636	0.547	0.5738
SLC8A1-AS1	0.138	0.1304	0.0474	0.0544
MAP4K3-DT	0.9814	0.8482	0.976	0.8084
LINC01122	0.6312	0.7398	0.5758	0.7096
BCYRN1	0.0282	0.0118	0.0067	0.0018
PPP4R3B	0.404	0.2428	0.412	0.2584
GCFC2	0.195	0.1072	0.1104	0.0521
TMSB10	0.7836	0.9088	0.7696	0.9006
MXD1	0.1778	0.1954	0.1528	0.1744
CTNNA2	0.303	0.2278	0.3094	0.2274
REEP1	0.265	0.2222	0.2166	0.1758
ZNF638	0.1598	0.1316	0.1508	0.1276
ADD2	0.4272	0.421	0.3234	0.3442
GMCL1	0.519	0.4246	0.5208	0.4346
MRPL19	0.1029	0.1006	0.1296	0.1292
ST3GAL5	0.2954	0.1966	0.3112	0.2008
AAK1	0.0031	0.0055	0.0013	0.0026
ALMS1	0.2532	0.2808	0.2886	0.3192
PTCD3	0.3738	0.7256	0.4	0.7218
IMMT	0.5134	0.5656	0.48	0.5414
EXOC6B	0.4554	0.494	0.5006	0.5124
SFXN5	0.4594	0.4462	0.4544	0.4358
TGOLN2	0.995	0.8974	0.9938	0.8866
USP39	0.9938	0.9866	0.9948	0.9844
MAT2A	0.2102	0.3242	0.2148	0.3604
ANTXR1	0.1534	0.1294	0.0844	0.0929
LRRTM4	0.2748	0.1784	0.2648	0.152
KCMF1	0.9488	0.8638	0.9374	0.8538
PCBP1-AS1	0.1226	0.1366	0.0622	0.0785
TET3	0.5154	0.8474	0.503	0.8312
SPRED2	0.4142	0.7876	0.4618	0.788
GFPT1	0.268	0.1948	0.1996	0.1416
_ENSG00000204929	0.0418	0.0449	0.0315	0.0385
_ENSG00000224731	0.707	0.6438	0.6496	0.5776
INPP4A	0.122	0.1178	0.0871	0.0727
MAP4K4	0.9488	0.5874	0.9094	0.5086
MGAT4A	0.781	0.7354	0.7876	0.721
RPL31	0.53	0.52	0.4448	0.442
TMEM131	0.928	0.934	0.9204	0.932
SLC9A2	0.6184	0.9652	0.651	0.9692
COX5B	0.0014	0.0092	2e-04	0.002
REV1	0.4648	0.3896	0.393	0.3142
TSGA10	0.2114	0.1994	0.1898	0.1602
GCC2	0.7004	0.746	0.6972	0.7554
MRPS9	0.8266	0.845	0.809	0.7998
ANKRD36	0.6096	0.5524	0.6318	0.5738
LSP1P4	0.4942	0.3326	0.3612	0.2022
MRPS5	0.0115	0.0143	0.0078	0.016
ZC3H8	0.5782	0.587	0.5306	0.5358
AFF3	0.5424	0.8582	0.4666	0.822
RANBP2	0.3086	0.2422	0.1906	0.1312
EIF5B	0.6894	0.4992	0.6876	0.5228
CCDC138	0.1032	0.1396	0.0946	0.1336
RNF149	0.2398	0.1528	0.224	0.1264
LONRF2	0.3544	0.5956	0.3032	0.6026
MIR4435-2HG	0.363	0.618	0.3496	0.608
SH3RF3	0.7436	0.8702	0.7234	0.8438
ANKRD36C	0.0095	0.0115	0.0133	0.0237
CREG2	0.1936	0.264	0.1838	0.2746
ZC3H6	0.7966	0.8232	0.8286	0.83
KIAA1211L	0.7882	0.8274	0.7862	0.8038
ANKRD36B	0.0054	0.0087	0.0106	0.012
TBC1D8	0.3174	0.1562	0.3362	0.1942
_ENSG00000230606	0.1	0.0829	0.065	0.0602
PANTR1	0.0128	0.0118	0.0197	0.024
LINC01102	0.1966	0.3708	0.1464	0.3352
_ENSG00000241962	0.6396	0.881	0.6414	0.877
_ENSG00000278766	0.6606	0.5018	0.6032	0.4938
R3HDM1	0.2544	0.3184	0.274	0.3336
CLASP1	0.0546	0.2088	0.0713	0.222
CCNT2	0.8946	0.7154	0.8856	0.6678
