gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
SGIP1	0.759	0.8836	0.7312	0.871
ECHDC2	0.6352	0.4732	0.6714	0.5156
RNF11	0.0197	0.0134	0.0029	0.0017
ATPAF1	0.8038	0.6722	0.7952	0.625
ATG4C	0.0253	0.0218	0.0207	0.023
SPATA6	0.6562	0.5302	0.5608	0.4612
ZRANB2	0.8228	0.896	0.7516	0.8418
PATJ	0.4056	0.331	0.351	0.2898
HOOK1	0.4748	0.3412	0.3424	0.231
BTF3L4	0.785	0.829	0.7938	0.8428
TUT4	0.149	0.2512	0.1788	0.2958
ITGB3BP	0.2866	0.3788	0.1906	0.2666
SERBP1	0.1322	0.2558	0.1256	0.2692
ZFYVE9	0.113	0.2746	0.087	0.2432
LRP8	0.7814	0.9242	0.7956	0.9274
SSBP3	0.1015	0.2202	0.0868	0.21
EFCAB14	0.2538	0.3944	0.205	0.319
CMPK1	0.82	0.5848	0.7834	0.5398
ELAVL4	0.0063	0.0101	0.0039	0.0112
ZYG11B	0.2784	0.1356	0.2118	0.0764
USP24	0.7544	0.5728	0.7654	0.5952
PRKAA2	0.491	0.3934	0.407	0.2756
JAK1	0.2122	0.2814	0.1	0.1528
RAVER2	0.9282	0.861	0.9298	0.8574
NFIA	0.8344	0.5774	0.8414	0.5788
MYSM1	0.5266	0.6922	0.4664	0.643
TM2D1	0.505	0.402	0.4878	0.3792
NEGR1	0.1284	0.237	0.115	0.214
FGGY	0.7928	1	0.7116	0.9998
DAB1	0.3384	0.3254	0.3268	0.2878
GLIS1	0.1958	0.2632	0.1926	0.2744
PDE4B	0.415	0.4664	0.3962	0.3928
FAF1	0.8308	0.7886	0.7922	0.7332
AGBL4	0.806	0.9452	0.824	0.9468
MIER1	0.6672	0.6298	0.662	0.6018
EFCAB7	0.2452	0.1762	0.2896	0.2148
ZRANB2-AS2	0.9638	0.8474	0.9638	0.841
GNG12-AS1	0.4216	0.6608	0.325	0.5726
_ENSG00000036549	0.425	0.3198	0.4544	0.3722
PKN2	0.0044	0.0027	0.0107	0.0093
EVI5	0.4166	0.4012	0.3782	0.3438
USP33	0.0668	0.1198	0.0829	0.1514
SH3GLB1	0.2892	0.6028	0.231	0.5452
ACADM	0.7166	0.5692	0.6944	0.591
ST6GALNAC5	0.5782	0.2296	0.5558	0.1692
ADGRL2	0.6402	0.5664	0.5828	0.4792
SSX2IP	0.0656	0.0692	0.0094	0.0105
ABCD3	0.5232	0.349	0.5424	0.3722
PTBP2	0.3194	0.325	0.307	0.2802
PLPPR5	0.8974	0.7918	0.8888	0.7768
PLPPR4	0.8004	0.8858	0.7642	0.8636
SLC35A3	0.3652	0.2372	0.3826	0.255
OLFM3	0.0665	0.0449	0.0285	0.0119
RPL5	0.7	0.6752	0.6284	0.6322
ODF2L	0.3754	0.735	0.3332	0.6858
TRMT13	0.1774	0.2076	0.2082	0.207
LRRC39	0.3646	0.5666	0.2314	0.4744
ZNF644	0.0049	0.0048	0.0056	0.0062
RPAP2	0.459	0.2988	0.4144	0.2662
VAV3	0.084	0.1524	0.0494	0.0835
TTLL7	0.9094	0.6494	0.8866	0.6208
FNBP1L	0.8492	0.9096	0.846	0.9262
GIPC2	0.9596	0.9446	0.9498	0.9298
ARHGAP29	0.5936	0.6656	0.6132	0.6598
SLC44A5	0.8864	0.6892	0.8942	0.735
RPL7P9	0.4562	0.6364	0.3434	0.564
PRKACB	0.1668	0.0991	0.0678	0.0323
PIGK	0.0748	0.0392	0.0624	0.0475
LMO4	0.7568	0.8594	0.6386	0.7932
MTF2	0.901	0.7816	0.8816	0.7308
DDAH1	0.8908	0.5582	0.8634	0.5526
HS2ST1	0.8378	0.996	0.8092	0.9952
AK5	0.8998	0.7756	0.886	0.7362
DIPK1A	0.5668	0.7516	0.5414	0.7472
MFSD14A	0.6894	0.7192	0.6116	0.6732
FUBP1	0.381	0.5134	0.3532	0.4822
NTNG1	0.899	0.8878	0.8726	0.8646
C1orf52	0.7642	0.7198	0.739	0.7238
ZNF326	0.656	0.6074	0.6678	0.6112
AGL	0.0161	0.0086	0.0111	0.007
EXTL2	0.4796	0.6646	0.4976	0.6702
SLC30A7	0.8222	0.5358	0.8078	0.4844
GLMN	0.153	0.2334	0.0915	0.2018
ERICH3	0.6116	0.4914	0.5412	0.406
MIGA1	0.9086	0.5658	0.901	0.5052
SELENOF	0.172	0.2688	0.2236	0.323
ST6GALNAC3	0.145	0.1364	0.2004	0.1774
RNPC3	0.2782	0.2486	0.251	0.2558
BTBD8	0.2602	0.6462	0.2722	0.6514
LRRC8B	0.3124	0.1992	0.328	0.2118
CCDC18-AS1	0.1416	0.0897	0.1246	0.0756
_ENSG00000224550	0.3796	0.4872	0.219	0.3392
MIR137HG	0.984	0.9374	0.9828	0.9278
_ENSG00000232825	0.1068	0.1306	0.1302	0.1518
AMY2B	0.2392	0.4042	0.2476	0.4144
ST7L	0.2596	0.2404	0.2746	0.281
CSDE1	0.209	0.1656	0.183	0.125
SARS1	0.77	0.9616	0.7516	0.9572
GNAI3	0.1194	0.1736	0.0714	0.1154
RSBN1	0.0145	0.0105	0.0064	0.0067
MAGI3	0.882	0.8112	0.8756	0.7826
WDR47	0.0305	0.0129	0.0353	0.019
KIAA1324	0.6966	0.4222	0.7102	0.4678
ATP5PB	0.3858	0.2852	0.3736	0.2618
RAP1A	0.929	0.973	0.9148	0.96
CAPZA1	0.7788	0.596	0.7178	0.4786
PHTF1	0.0697	0.0699	0.0676	0.0626
PRPF38B	0.9758	0.8922	0.9678	0.8772
SORT1	0.472	0.6296	0.4882	0.6464
LAMTOR5	0.174	0.1622	0.1794	0.1854
CEPT1	0.7446	0.9888	0.7584	0.9894
CTTNBP2NL	0.368	0.64	0.4144	0.6614
CELSR2	0.6278	0.856	0.6332	0.852
FAM102B	0.0491	0.0808	0.0482	0.0799
HIPK1	0.138	0.0769	0.0585	0.0285
ATP1A1	0.5216	0.3978	0.4458	0.3546
AHCYL1	0.5958	0.4826	0.5648	0.4586
KCND3	0.6774	0.509	0.698	0.5406
SRGAP2C	0.5574	0.422	0.5574	0.4278
SRGAP2B	0.7146	0.8986	0.6246	0.825
SLC6A17	0.321	0.518	0.1946	0.4174
TRIM33	0.3978	0.4644	0.314	0.3604
MAN1A2	0.745	0.676	0.6798	0.6272
LRIG2	0.4938	0.3876	0.5118	0.4388
_ENSG00000223804	0.1152	0.1436	0.1138	0.1492
_ENSG00000224363	0.2662	0.18	0.2452	0.18
SLC16A1-AS1	0.6036	0.3752	0.6072	0.3798
LINC02798	0.3506	0.332	0.3716	0.3282
RNF115	0.1726	0.3332	0.1544	0.3012
NBPF12	0.2152	0.4264	0.1974	0.4018
_ENSG00000274642	0.6334	0.4308	0.5898	0.4164
_ENSG00000275131	0.9864	0.733	0.9868	0.7166
HYDIN2	0.9664	0.7672	0.9428	0.6564
PLEKHO1	0.8258	0.4436	0.829	0.4612
ASH1L	0.2636	0.373	0.1726	0.2558
GON4L	0.1638	0.1168	0.1154	0.0769
MEF2D	0.7812	0.7288	0.6954	0.6226
C1orf61	0.5812	0.6388	0.515	0.564
DAP3	0.1694	0.184	0.1856	0.1954
KHDC4	0.12	0.0856	0.0604	0.0602
ARHGEF11	0.837	0.7438	0.82	0.716
SYT11	0.4194	0.2868	0.404	0.2754
VPS45	0.7416	0.5388	0.7318	0.5452
PRCC	0.9028	0.8642	0.9012	0.8602
SNX27	0.0785	0.0581	0.056	0.0378
SETDB1	0.0116	0.0106	0.0106	0.0174
PI4KB	0.6464	0.5354	0.643	0.5514
PIP5K1A	0.536	0.7268	0.5652	0.711
ENSA	0.1722	0.3164	0.1442	0.267
ARNT	0.9624	0.629	0.9692	0.6608
POGZ	0.497	0.4522	0.5172	0.4588
GABPB2	0.0475	0.046	0.0512	0.0518
TPM3	0.4066	0.798	0.4248	0.7978
NUP210L	0.4844	0.7334	0.2768	0.5728
UBAP2L	0.3232	0.2364	0.3378	0.2362
C1orf43	0.2942	0.5352	0.2116	0.405
GATAD2B_ENSG00000143614	0.38	0.372	0.3672	0.3318
INTS3_ENSG00000143624	0.1776	0.4106	0.1662	0.3714
SV2A	0.2398	0.1564	0.07	0.0497
PSMD4	0.6118	0.6238	0.646	0.6086
ADAR	0.0308	0.0384	0.0413	0.0587
FDPS	0.7438	0.8924	0.751	0.8974
RUSC1	0.0728	0.0458	0.0927	0.0584
RPRD2	0.5142	0.7396	0.483	0.7078
YY1AP1	0.8794	0.6132	0.864	0.548
CCT3	0.8072	0.8058	0.7788	0.787
PDE4DIP	0.1758	0.1574	0.221	0.1654
GPR89B	0.1374	0.074	0.1606	0.0983
MLLT11	0.5296	0.4466	0.5052	0.3886
_ENSG00000227733	0.7682	0.9248	0.7734	0.9176
FLG-AS1	0.7232	0.675	0.6708	0.6496
OTUD7B	0.5026	0.833	0.525	0.8588
MRPS21	0.1914	0.1716	0.0982	0.08
LINC01138	0.3794	0.2118	0.407	0.212
_ENSG00000274265	0.1628	0.1912	0.1252	0.102
KIFAP3	0.0859	0.0719	0.0753	0.053
KLHL20	0.831	0.523	0.8082	0.5034
SUCO	0.1242	0.1146	0.14	0.1382
TNR	0.813	0.94	0.7934	0.9274
CACYBP	0.21	0.431	0.1722	0.35
PRRC2C	0.471	0.5138	0.4736	0.4752
ATF6	0.0394	0.0178	0.0341	0.0217
COPA	0.0955	0.0762	0.1118	0.0816
RC3H1	0.8598	0.5804	0.8374	0.5312
ATP1B1	0.042	0.0339	0.0212	0.0146
TIPRL	0.6232	0.3968	0.6562	0.4274
NME7	0.6806	0.5024	0.6864	0.4876
MPC2	0.3032	0.3008	0.2726	0.2584
DCAF6	0.96	0.8122	0.9604	0.7944
UCK2	0.6208	0.509	0.5524	0.4976
TMCO1	0.6696	0.9688	0.5944	0.972
POU2F1	0.3984	0.3222	0.3772	0.3154
MGST3	0.558	0.9068	0.4746	0.8908
COP1	0.2206	0.1764	0.2004	0.147
SDHC	0.5368	0.547	0.4864	0.4908
PFDN2	0.4388	0.3334	0.3614	0.2912
RABGAP1L	0.3952	0.571	0.404	0.536
UHMK1	0.4228	0.3132	0.2686	0.1656
NDUFS2	0.0018	0.0018	0.0024	0.0064
CADM3	0.0778	0.0379	0.0232	0.0135
IGSF8	0.6048	0.4698	0.543	0.3864
DDR2	0.8012	0.5724	0.7848	0.599
PEA15	0.0301	0.0322	0.0107	0.0114
KIRREL1	0.9942	0.7534	0.9922	0.7248
PBX1	0.0639	0.0906	0.08	0.1078
FAM78B	0.152	0.1466	0.1336	0.1146
DNM3	0.0788	0.143	0.055	0.1078
MPZL1	0.4656	0.5704	0.4358	0.537
NOS1AP	0.1864	0.169	0.128	0.1336
_ENSG00000203739	0.2296	0.156	0.2164	0.1506
GAS5	0.4144	0.5806	0.2772	0.4622
PCP4L1	0.8528	0.9668	0.8454	0.9666
TPR	0.8746	0.897	0.8812	0.9048
ATP2B4	0.6878	0.9058	0.6402	0.9024
ZC3H11A	0.931	0.9402	0.9118	0.9366
RASAL2	0.4166	0.384	0.4478	0.4072
PPP1R12B	0.7428	0.9354	0.6986	0.913
RALGPS2	0.6948	0.5508	0.6982	0.5526
FAM20B	0.4856	0.5872	0.4082	0.5482
EDEM3	0.3268	0.3498	0.2326	0.2586
C1orf21	0.445	0.3296	0.4786	0.3556
SMG7	0.301	0.2564	0.279	0.22
RO60	0.2438	0.3052	0.2018	0.28
UCHL5	0.0947	0.0781	0.0307	0.0358
TMEM9	0.0299	0.0282	0.0289	0.0303
KDM5B	0.9374	0.9314	0.9254	0.9226
CAMSAP2	0.1508	0.105	0.0839	0.0669
PIK3C2B	0.1214	0.1324	0.1274	0.122
DSTYK	0.1124	0.215	0.1438	0.2364
NAV1	0.173	0.1322	0.1914	0.1492
CDC73	0.9124	0.981	0.8488	0.9714
CRB1	0.5438	0.4986	0.5674	0.5398
GLUL	0.227	0.3012	0.2516	0.3344
DHX9	0.0422	0.0318	0.023	0.0177
CEP350	0.1628	0.1212	0.1172	0.0882
LAMC1	0.2638	0.3302	0.2968	0.355
ABL2	0.7768	0.9284	0.7672	0.926
XPR1	0.102	0.0692	0.1148	0.0819
RGL1	0.9596	0.938	0.9472	0.923
SOX13	0.0612	0.2992	0.0705	0.2976
PLEKHA6	0.987	0.8266	0.9836	0.8106
ARL8A	0.8136	0.677	0.6308	0.5426
ASTN1	0.9956	0.802	0.993	0.7898
NMNAT2	0.4168	0.275	0.4094	0.2364
ODR4	0.9418	0.7168	0.9464	0.7186
B3GALT2	0.705	0.5406	0.6742	0.4558
KCNT2	0.0861	0.1382	0.1138	0.1626
NFASC	0.3128	0.2042	0.3424	0.247
TOR1AIP2	0.5746	0.5786	0.5358	0.5482
LRRN2	0.0283	0.0402	0.045	0.0459
ZBTB41	0.3406	0.6722	0.3478	0.6736
CACNA1E	0.0039	0.0027	0.0024	0.0017
MDM4	0.1402	0.0971	0.1466	0.1104
IPO9	0.3146	0.304	0.2336	0.1952
COLGALT2	0.0385	0.0284	0.0347	0.0257
BRINP2	0.0091	0.0089	0.0141	0.0145
DENND1B	0.0114	0.0135	0.0044	0.0057
LINC01344	0.4526	0.4168	0.3982	0.3486
_ENSG00000229739	0.1886	0.1904	0.1936	0.2
MIR181A1HG	0.9274	0.8708	0.9278	0.8666
ACBD6	0.12	0.1006	0.1386	0.0961
_ENSG00000231767	0.8146	0.8744	0.781	0.8262
IPO9-AS1	0.4982	0.7178	0.4466	0.6668
IARS2	0.7918	0.6894	0.801	0.7022
NUP133	5e-04	8e-04	3e-04	7e-04
NUCKS1	0.1876	0.2234	0.0782	0.1138
PLXNA2	0.7172	0.3888	0.7438	0.4476
GPATCH2	0.6412	0.9298	0.641	0.9316
MARK1	0.7906	0.9818	0.7604	0.983
CD46	0.3934	0.5694	0.2756	0.4644
RCOR3	0.309	0.2344	0.2714	0.2102
NSL1	0.3478	0.4822	0.3248	0.4414
PROX1	0.1442	0.2036	0.117	0.1274
RAB3GAP2	0.389	0.24	0.4064	0.2548
LPGAT1	0.8936	0.8614	0.8356	0.783
ABCB10	0.6786	0.7258	0.6284	0.686
EPRS1	0.4386	0.2982	0.427	0.2978
KCTD3	0.5448	0.9162	0.5078	0.9112
RPS6KC1	0.6076	0.6964	0.5332	0.6694
LYPLAL1	0.4746	0.6744	0.2764	0.5396
SYT14	0.6794	0.776	0.6396	0.7226
KCNH1	0.4414	0.6418	0.2498	0.5156
INTS7	0.986	0.7738	0.9822	0.7236
SMYD2	0.7944	0.7056	0.767	0.596
SUSD4	0.559	0.7302	0.568	0.746
SRP9	0.5636	0.7002	0.5348	0.6836
NVL	0.7574	0.7086	0.7116	0.6466
FBXO28	0.8742	0.5936	0.8634	0.599
ARF1	0.8692	0.6992	0.869	0.673
GUK1	0.4628	0.3504	0.2204	0.101
CDC42BPA	0.3928	0.7866	0.3346	0.768
CNIH3	0.0055	0.014	0.0039	0.007
MIA3	0.197	0.5098	0.1538	0.4662
ENAH	0.0851	0.0526	0.0887	0.0592
CCSAP	0.1	0.1226	0.0585	0.111
FLVCR1	0.5092	0.326	0.5394	0.3702
WDR26	0.1222	0.3662	0.1606	0.3904
RAB4A	0.5674	0.423	0.5868	0.4372
RNF187	0.3484	0.485	0.212	0.35
ANGEL2	0.8574	0.673	0.8598	0.7006
ACBD3	0.0442	0.0648	0.062	0.078
DNAH14	0.959	0.8112	0.9212	0.7546
ESRRG	0.3622	0.314	0.2612	0.2064
SLC30A10	0.3078	0.3106	0.2956	0.3114
TATDN3	0.2678	0.2498	0.2934	0.28
MIR29B2CHG	0.7348	0.9564	0.6898	0.951
MORF4L1P1	0.9294	0.8026	0.8982	0.7062
PROX1-AS1	0.4442	0.6528	0.4486	0.6406
SRGAP2	0.0462	0.0283	0.0512	0.0365
EIPR1	0.1688	0.1178	0.1812	0.1102
SH3YL1	0.7748	0.8276	0.7526	0.812
ARID4B	0.0758	0.0698	0.0635	0.056
SDCCAG8_ENSG00000054282	0.7202	0.6016	0.7454	0.648
TARBP1	0.1664	0.1742	0.1858	0.1792
ERO1B	0.167	0.1122	0.1202	0.0742
LGALS8	0.7458	0.8864	0.7524	0.8768
MTR	0.4526	0.77	0.4408	0.76
SIPA1L2	0.5002	0.4348	0.494	0.4258
AKT3_ENSG00000117020	0.702	0.9516	0.6848	0.9508
HEATR1	0.6258	0.875	0.6618	0.8808
CHRM3	0.7134	0.5828	0.6468	0.5452
PCNX2	0.5728	0.8062	0.5594	0.7838
EGLN1	0.1178	0.1528	0.1018	0.1248
GALNT2	0.8642	0.5798	0.8528	0.5704
TTC13	0.5792	0.3816	0.6046	0.4112
LYST	0.4244	0.4158	0.4128	0.3716
MAP3K21	0.8442	0.768	0.8634	0.7834
CEP170_ENSG00000143702	0.644	0.497	0.621	0.454
GGPS1	0.2676	0.567	0.2168	0.511
AHCTF1	0.0514	0.135	0.0192	0.0761
FMN2	0.2482	0.2806	0.2292	0.2358
KIF26B_ENSG00000162849	0.4948	0.5312	0.3696	0.3842
CNST	0.8436	0.549	0.804	0.444
B3GALNT2	0.2716	0.5978	0.2924	0.5738
DISC1	0.8686	0.94	0.8212	0.9254
GNG4	0.6246	0.8538	0.6122	0.832
IRF2BP2	0.0582	0.0495	0.0589	0.0435
TRAPPC12_ENSG00000171853	0.246	0.2994	0.2306	0.255
RPS7	0.664	0.7276	0.5166	0.6168
TOMM20	0.626	0.8266	0.4814	0.7542
PGBD5	0.8484	0.722	0.8732	0.7566
PLD5	0.7276	0.3412	0.6464	0.3168
RGS7	0.11	0.3046	0.1078	0.2768
SLC35F3	0.0853	0.0948	0.0896	0.0911
SMYD3	0.0787	0.1304	0.0722	0.1098
MYT1L	0.9648	0.477	0.9616	0.476
OR2L13	0.892	0.8094	0.873	0.7838
RYR2	0.9526	0.9242	0.9638	0.9332
EFCAB2	0.5008	0.5624	0.4628	0.4652
COX20	0.2242	0.1458	0.2152	0.1178
LINC01250	0.6078	0.6512	0.61	0.633
TTC27	0.9342	0.4778	0.9282	0.4988
SPAST	0.416	0.3512	0.4398	0.3806
LTBP1	0.4546	0.5712	0.314	0.4192
PUM2	0.186	0.151	0.0811	0.0762
DDX1	0.3888	0.2654	0.4202	0.2606
NCOA1	0.4972	0.4326	0.5242	0.4478
EFR3B	0.0842	0.0596	0.0743	0.0617
KIF3C	0.123	0.1042	0.113	0.0783
RAB10	0.9518	0.5928	0.9504	0.5616
HADHA	0.4544	0.878	0.4832	0.8774
MAPRE3	0.9302	0.6282	0.8548	0.3706
NRBP1	0.5044	0.7294	0.4958	0.7096
PPM1G	0.0764	0.048	0.0642	0.0402
CLIP4	0.362	0.2694	0.2898	0.2406
ID2	0.4568	0.546	0.4344	0.522
TAF1B	0.1196	0.118	0.1438	0.1532
HPCAL1	0.5326	0.8954	0.3506	0.8214
BIRC6	0.047	0.1226	0.0754	0.1758
NOL10	0.5262	0.6178	0.4402	0.5258
LDAH	0.57	0.6748	0.5852	0.6996
ITGB1BP1	0.3048	0.4034	0.2638	0.3344
KLHL29	0.4234	0.375	0.3952	0.3582
DNMT3A	0.725	0.7286	0.7332	0.7168
ATAD2B	0.4252	0.3806	0.3662	0.3388
YPEL5	0.5014	0.4646	0.5144	0.4742
YIPF4	0.9266	0.8564	0.905	0.8408
YWHAQ	0.1846	0.1096	0.116	0.0656
KIDINS220	0.0112	0.0075	0.0045	0.0024
ROCK2	0.2706	0.146	0.251	0.1418
LPIN1	0.0721	0.065	0.0209	0.0196
IFT172	0.404	0.3132	0.3086	0.2214
