gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
JUN	0.6698	0.448	0.605	0.3344
PDE4B	0.0044	0.0115	0.003	0.0063
FAF1				
_ENSG00000036549	0.857	0.4768	0.8388	0.4306
PKN2	0.1048	0.175	0.1236	0.2042
USP33	0.215	0.1282	0.2166	0.0996
CDC14A	0.5282	0.3896	0.477	0.3154
PALMD	0.1556	0.1208	0.1602	0.129
ADGRL2	0.4798	0.832	0.31	0.7632
PTBP2	0.4708	0.4988	0.3832	0.3958
PLPPR4	0.4334	0.3804	0.227	0.1512
RPL5	0.0954	0.1314	0.0212	0.0305
ODF2L	0.0543	0.0281	0.0492	0.0255
ZNF644	0.7576	0.9158	0.7518	0.8986
IFI44L	0.6646	0.3246	0.6748	0.3428
ARHGAP29	0.576	0.7994	0.5724	0.8182
IFI44	0.7292	0.43	0.5228	0.199
RPL7P9	0.0723	0.1148	0.0286	0.0506
PRKACB	0.6056	0.7174	0.5306	0.6308
ADGRL4	0.6798	0.9672	0.6368	0.9616
ST6GALNAC3	0.571	0.9144	0.533	0.9074
DPYD	0.5426	0.4438	0.5928	0.493
CSDE1	0.4404	0.3836	0.4904	0.4634
MAGI3				
RAP1A	0.9704	0.8744	0.8772	0.8724
CAPZA1	0.8734	0.9694	0.8794	0.9688
SORT1				
SLC16A1_ENSG00000155380	0.2786	0.274	0.198	0.1314
ATP1A1				
SRGAP2C	0.4352	0.4032	0.3084	0.2498
SRGAP2B	0.2584	0.246	0.2908	0.2718
TRIM33	0.8068	0.9734	0.7592	0.9634
MAN1A2	0.662	0.6816	0.571	0.5948
RNF115	0.6816	0.8042	0.6288	0.8004
TXNIP	0.6342	0.5086	0.626	0.5158
ASH1L	0.5706	0.5866	0.5976	0.626
ENSA	0.8168	0.831	0.8206	0.8518
POGZ	0.5528	0.7958	0.4674	0.762
GATAD2B_ENSG00000143614	0.7026	0.452	0.6794	0.3632
RPRD2	0.6514	0.7858	0.6224	0.7812
ATP1A2	0.6508	0.7658	0.5232	0.6888
KIFAP3	0.605	0.4808	0.4546	0.2736
RGS4	0.9918	0.9442	0.9902	0.946
PRRC2C	0.4828	0.7116	0.4364	0.679
ATF6				
ATP1B1	0.306	0.2584	0.1832	0.1216
DCAF6	0.307	0.1688	0.3074	0.1196
POU2F1	0.0352	0.0452	0.0336	0.0416
MGST3	0.8238	0.8854	0.6162	0.6764
COP1	0.2358	0.1624	0.2506	0.1926
RGS5	0.7326	0.9038	0.6234	0.8668
RABGAP1L	0.8062	0.8348	0.7948	0.833
TAGLN2	0.4988	0.8506	0.4016	0.7982
IFI16	0.4732	0.4832	0.4226	0.3638
PBX1				
DNM3	0.8052	0.6448	0.695	0.5026
CFH	0.3998	0.4266	0.424	0.4272
TPR	0.3686	0.354	0.324	0.3294
RASAL2				
PPP1R12B	0.5796	0.6986	0.516	0.6518
SMG7	0.8918	0.6062	0.8626	0.593
RO60	0.3162	0.1144	0.3348	0.123
CAMSAP2	0.7512	0.8768	0.7346	0.8644
CDC73				
GLUL	0.4574	0.6138	0.4488	0.586
CEP350	0.0805	0.0796	0.1044	0.1134
LAMC1	0.0062	0.0083	0.0145	0.004
XPR1	0.9876	0.959	0.9844	0.9382
HMCN1	0.5112	0.5962	0.3014	0.3708
NEK7	0.0593	0.0398	0.0565	0.0294
KCNT2	0.2004	0.3302	0.1366	0.2672
MIR181A1HG	0.6222	0.4814	0.4738	0.3054
ACBD6	0.511	0.7004	0.5168	0.7022
_ENSG00000231767	0.4198	0.6752	0.4338	0.6568
NUCKS1	0.1806	0.1524	0.2188	0.1886
CD46	0.5734	0.2904	0.5746	0.285
RPS6KC1	0.2604	0.6098	0.2292	0.608
GUK1				
CDC42BPA	0.6946	0.8996	0.6578	0.8802
PTPN14	0.5116	0.4688	0.4572	0.4358
ENAH	0.5754	0.651	0.505	0.5274
SLC30A1	0.6948	0.814	0.6356	0.7736
CD34	0.79	0.989	0.6326	0.9758
SLC30A10	0.0295	0.047	0.0167	0.0314
SRGAP2	0.0736	0.046	0.0344	0.011
ARID4B	0.332	0.5526	0.2632	0.4892
SDCCAG8_ENSG00000054282	0.059	0.0364	0.0814	0.043
SIPA1L2	1	0.8152	0.9998	0.8132
AKT3_ENSG00000117020	0.172	0.5106	0.1292	0.4546
LYST	0.5306	0.5396	0.5114	0.514
DISC1				
RPS7	0.0802	0.0354	0.1015	0.0402
PUM2	0.6592	0.632	0.5798	0.6348
LAPTM4A	0.1306	0.4676	0.1268	0.445
NCOA1	0.8044	0.9846	0.752	0.9826
EFR3B	0.4204	0.4526	0.2156	0.2438
RAB10	0.922	0.8682	0.9102	0.8762
BIRC6	0.3514	0.2358	0.3128	0.149
ATAD2B				
YWHAQ	0.5404	0.6022	0.4634	0.5036
KIDINS220	0.7182	0.9868	0.7088	0.9784
ROCK2	0.8474	0.354	0.8594	0.3852
SLC5A6	0.4652	0.348	0.3544	0.2258
MBOAT2	0.0598	0.0682	0.0347	0.022
RHOB	0.2608	0.2938	0.2778	0.3476
ASAP2	0.9232	0.586	0.911	0.5958
NBAS	0.7906	0.3684	0.6998	0.3822
BABAM2	0.7532	0.7248	0.7256	0.694
VSNL1	0.0034	0.0027	2e-04	1e-04
ITSN2	0.6306	0.9052	0.6034	0.8974
LINC00486	0.4914	0.344	0.3436	0.1694
MAP4K3	0.6754	0.9062	0.6992	0.908
EIF2AK2	0.2112	0.138	0.253	0.1544
XPO1				
SPTBN1				
RTN4	0.4666	0.3436	0.3384	0.2596
CCDC88A	0.923	0.9636	0.8966	0.9578
USP34	0.5534	0.317	0.5836	0.3536
EHBP1	0.2208	0.118	0.1526	0.0778
PRKD3	0.0197	0.0208	0.0183	0.016
SOS1	0.3464	0.38	0.2658	0.2958
THADA				
EPAS1	0.8934	0.9654	0.8724	0.9516
RAB1A	0.0759	0.0496	0.0193	0.0068
ACTR2	0.5432	0.5368	0.3254	0.2178
PREPL	0.2168	0.0735	0.0723	0.0101
FBXO11	0.8508	0.8358	0.8046	0.7662
CAMKMT	0.496	0.3114	0.506	0.2876
RPS27A	0.8704	0.6852	0.8796	0.6712
WDPCP	0.5494	0.8688	0.561	0.8724
CRIM1_ENSG00000150938	0.6066	0.7532	0.5048	0.6162
ACYP2				
FEZ2	0.176	0.2542	0.186	0.2478
PRKCE	0.9342	0.6074	0.9194	0.6016
COMMD1				
NRXN1	0.2946	0.1606	0.2344	0.1038
SLC8A1	0.627	0.6824	0.5202	0.5382
PELI1	0.7478	0.5956	0.7336	0.5706
MAP4K3-DT	0.6226	0.4466	0.56	0.3848
TMSB10	0.8498	0.952	0.7878	0.9362
CTNNA2	0.0351	0.0756	0.0098	0.0134
ZNF638	0.4504	0.4256	0.432	0.427
AAK1				
EXOC6B	0.7762	0.9676	0.7762	0.9702
USP39	0.4926	0.9566	0.4922	0.9526
VAMP5				
LRRTM4	0.7266	0.5004	0.6976	0.465
MAP4K4				
RPL31	0.6746	0.9772	0.627	0.9714
TMEM131	0.7882	0.9992	0.7926	0.9986
COX5B	0.2074	0.1464	0.0873	0.0553
GCC2	0.3852	0.462	0.2864	0.3402
ANKRD36	0.9084	0.9344	0.914	0.9508
AFF3	0.4934	0.9122	0.4938	0.9196
RANBP2	0.6656	0.9408	0.5626	0.9332
EIF5B	0.0045	0.0051	0.0013	0.0013
LIMS1	0.919	0.739	0.9084	0.713
NPAS2	0.8016	0.7442	0.6964	0.5906
MIR4435-2HG	0.3014	0.3536	0.3122	0.3744
R3HDM1	0.7246	0.5304	0.5922	0.2842
LIMS2	0.4076	0.402	0.3604	0.3522
CLASP1	0.296	0.1484	0.221	0.1048
RAB3GAP1	0.2066	0.1458	0.2036	0.1448
GTDC1	0.9898	0.9806	0.9884	0.977
WDR33	0.9586	0.7376	0.9638	0.735
MGAT5	0.609	0.972	0.5754	0.9624
LRP1B	0.6206	0.3944	0.6002	0.4004
ZEB2	0.519	0.9648	0.542	0.96
MAP3K2	0.0025	0.0034	0.002	0.002
DPP10				
DYNC1I2	0.3036	0.1862	0.3114	0.217
COBLL1	0.7812	0.8846	0.7678	0.887
ITGA6	0.766	0.6336	0.6824	0.492
RAPGEF4	0.0028	0.0083	0.0011	0.0046
MAP3K20	0.812	0.9226	0.8144	0.9178
ACVR1	0.6164	0.3262	0.507	0.1784
TANC1	0.8582	0.7032	0.845	0.715
NFE2L2	0.6062	0.4762	0.5512	0.4098
BAZ2B	0.3812	0.4534	0.2492	0.371
CHN1	0.9528	0.915	0.9452	0.932
MARCHF7	0.8926	0.9092	0.8926	0.9226
TANK	0.9388	0.5598	0.9082	0.4456
PPIG				
ITPRID2	0.6676	0.5778	0.5756	0.4736
PKP4	0.6562	0.3672	0.5918	0.2844
ZNF385B	0.3602	0.3014	0.1936	0.1654
UBR3				
RBMS1				
TTN	0.4076	0.3556	0.3154	0.2306
FMNL2				
NOSTRIN_ENSG00000163072	0.4422	0.5118	0.411	0.4548
SLC38A11	0.6266	0.8974	0.5004	0.883
UBE2E3	0.2674	0.1828	0.246	0.1606
HNRNPA3	0.4288	0.361	0.3976	0.2914
SP3	0.449	0.4244	0.4602	0.4194
SESTD1				
TLK1	0.654	0.774	0.6876	0.796
STK39	0.0418	0.1066	0.0627	0.139
MBD5	0.439	0.3672	0.431	0.4014
_ENSG00000218175	0.954	0.98	0.9474	0.9776
_ENSG00000233762	0.4978	0.227	0.5004	0.2194
_ENSG00000236283	0.499	0.2118	0.3598	0.1106
CFLAR	0.8516	0.7418	0.8528	0.695
TFPI				
CLK1	0.8692	0.7648	0.8536	0.7934
NCKAP1				
ANKRD44	0.0426	0.0645	0.0431	0.0579
MAP2	0.7582	0.683	0.7198	0.6584
INO80D	0.4958	0.5768	0.512	0.5262
PIKFYVE	0.278	0.139	0.3228	0.1914
FN1				
GLS	0.4054	0.458	0.3908	0.4558
SF3B1	0.9924	0.8096	0.9926	0.8294
PLCL1	0.3054	0.5186	0.2862	0.3932
PARD3B	0.0262	0.0178	0.0418	0.0318
NRP2	0.3828	0.3502	0.2376	0.1614
KLF7	0.5716	0.56	0.5158	0.4836
MYO1B				
ABI2	0.5646	0.774	0.598	0.8038
ITGAV				
NBEAL1	0.93	0.9756	0.781	0.9716
KANSL1L	0.6592	0.7152	0.6198	0.6746
RAPH1	0.6774	0.5582	0.711	0.5942
ERBB4				
SPATS2L	0.1162	0.1118	0.1088	0.1012
SLC39A10	0.75	0.8102	0.6208	0.714
HIBCH	0.0384	0.038	0.0857	0.0484
BMPR2	0.1878	0.2178	0.252	0.2324
CUL3	0.8224	0.721	0.7668	0.6418
SP100	0.9348	0.6596	0.9232	0.661
XRCC5	0.6846	0.515	0.6126	0.3888
TNS1	0.8264	0.6192	0.7968	0.606
COL4A4	0.6206	0.2832	0.5756	0.218
NCL	0.7842	0.7648	0.7546	0.709
EPHA4	0.1618	0.1096	0.0594	0.0308
ACSL3	0.9282	0.8724	0.9164	0.8452
ITM2C	0.8554	0.456	0.8576	0.4836
SLC19A3	0.5022	0.6956	0.3536	0.5868
PID1	0.729	0.9744	0.6778	0.9766
TRIP12	0.0187	0.0186	0.0168	0.0151
AGAP1	0.2822	0.2358	0.2844	0.2818
SLC16A14	0.6856	0.5526	0.5286	0.327
SGPP2	0.7536	0.9406	0.7046	0.919
INPP5D_ENSG00000168918	0.0475	0.112	0.069	0.0926
COL4A3				
AGFG1	0.285	0.0932	0.2114	0.0379
PTMA	0.2754	0.1776	0.2268	0.1136
RPL37A	0.7402	0.8934	0.7212	0.8886
GIGYF2	0.8916	0.857	0.856	0.8182
TOP2B	0.8906	0.9	0.8664	0.8628
TBC1D5	0.0466	0.0569	0.0734	0.0944
SUMF1	0.7912	0.6364	0.7392	0.5512
VGLL4	0.7532	0.7752	0.7196	0.7568
CNTN4				
RBMS3	0.9708	0.8006	0.9668	0.8112
RPL32	0.8098	0.2804	0.822	0.2572
SLC6A1	0.4084	0.512	0.4134	0.5016
SNED1	0.6954	0.911	0.6212	0.8806
SETD5				
SEPTIN2	0.304	0.445	0.242	0.4088
RPL15	0.9574	0.9492	0.9418	0.9392
UBE2E2	0.8236	0.6688	0.8	0.6224
ATG7	0.8632	0.9444	0.8668	0.948
ANKRD28	0.8708	0.9572	0.8794	0.9566
SLC6A1-AS1				
RBMS3-AS3				
RBM5	0.5716	0.9434	0.5558	0.9436
RBM6	0.3172	0.2482	0.247	0.1874
MAP4	0.7032	0.9456	0.7256	0.9452
RHOA	0.4462	0.5652	0.3314	0.4806
LRRFIP2	0.5832	0.4592	0.6168	0.475
GNAI2	0.595	0.4084	0.4652	0.2466
NKTR	0.8426	0.6886	0.8314	0.69
GOLGA4	0.4736	0.9828	0.4528	0.9778
ANO10				
PTH1R	0.6826	0.9516	0.5818	0.9412
TGFBR2	0.9622	0.7832	0.9472	0.7046
CLASP2	0.7838	0.9444	0.7258	0.9356
SNRK	0.764	0.644	0.6778	0.5358
CTNNB1				
MYRIP	0.5118	0.5006	0.1996	0.2346
PDCD6IP	0.9164	0.9752	0.8962	0.9656
CMTM8	0.8148	0.7224	0.7918	0.693
SMARCC1	0.6748	0.8512	0.6598	0.8324
SETD2	0.6158	0.4394	0.5864	0.375
TRAK1	0.504	0.3044	0.529	0.3342
CCK	0.2674	0.1726	0.1836	0.0843
RPL14	0.4598	0.3898	0.4084	0.3376
TMA7	0.5644	0.9262	0.5442	0.9046
EPHA3	0.7892	0.9376	0.7278	0.9186
GBE1	0.2526	0.1884	0.2466	0.167
FOXP1	0.5818	0.427	0.5148	0.4136
PDZRN3	0.9036	0.9248	0.8888	0.9078
FLNB	0.6362	0.5706	0.603	0.6324
PTPRG	0.4116	0.413	0.3074	0.3126
MAGI1	0.787	0.7808	0.7734	0.7844
CACNA2D3	0.4516	0.9328	0.4548	0.9318
RPL29	0.205	0.1312	0.1442	0.059
RYBP	0.6646	0.6402	0.5618	0.5664
PRICKLE2	0.6782	0.9224	0.6758	0.9182
SLMAP				
PBRM1				
ARHGEF3	0.6068	0.8636	0.6374	0.865
CADM2	0.7002	0.3608	0.6606	0.2962
ROBO2	0.6964	0.7672	0.7114	0.7774
FHIT	0.5838	0.7914	0.5848	0.7858
ADAMTS9-AS2	0.754	0.3534	0.7672	0.3986
ARHGAP31	0.7146	0.8056	0.6848	0.779
ST3GAL6	0.51	0.3272	0.3368	0.1392
GSK3B	0.7478	0.5156	0.5414	0.237
RPL24				
CBLB	0.3416	0.3878	0.3714	0.4072
BBX	0.6296	0.6178	0.5684	0.5272
SENP7	0.272	0.292	0.3066	0.3304
PHLDB2	0.2162	0.2034	0.2724	0.2314
KALRN	0.3598	0.4748	0.2862	0.4538
ZNF148	0.1462	0.3522	0.1512	0.3632
PARP14	0.397	0.2254	0.2488	0.0894
GOLGB1				
HEG1	0.5776	0.491	0.4516	0.355
ZBTB20	0.0127	0.0107	0.0193	0.0207
CMSS1	0.0457	0.039	0.0288	0.0213
LSAMP	0.84	0.7298	0.838	0.7426
_ENSG00000242299	0.7166	0.8214	0.6298	0.7842
ATP2C1	0.8474	0.6722	0.8108	0.5918
WWTR1	0.1486	0.3174	0.0976	0.1916
ATP1B3	0.632	0.7428	0.5054	0.6632
MGLL	0.5624	0.582	0.4986	0.5732
RAB7A				
XRN1	0.6604	0.7436	0.5728	0.7394
STAG1	0.7736	0.853	0.7134	0.8344
MBNL1	0.5926	0.8834	0.5452	0.8464
ZIC1	0.7174	0.9392	0.6282	0.925
RASA2	0.2136	0.4008	0.2548	0.4428
U2SURP	0.3368	0.409	0.3064	0.3754
TMCC1	0.8892	0.7312	0.911	0.7546
P2RY14	0.8144	0.6174	0.832	0.6258
ZBTB38				
_ENSG00000243620	0.9238	0.238	0.8004	0.2844
SEC62				
FNDC3B	0.1616	0.1414	0.1906	0.178
MECOM	0.9432	0.9738	0.898	0.9528
PIK3CA	0.93	0.857	0.9204	0.825
TRA2B	0.4416	0.3816	0.4606	0.4194
PPM1L				
CCNL1	0.437	0.5022	0.4474	0.5232
TTC14	0.3234	0.2328	0.333	0.2378
NLGN1	0.9634	0.5592	0.959	0.5024
PHC3	0.796	0.9014	0.8404	0.913
GOLIM4	0.5748	0.4324	0.4682	0.3288
RSRC1	0.3748	0.239	0.311	0.1502
TBL1XR1	0.0667	0.0746	0.0873	0.074
NAALADL2	0.5982	0.6248	0.5486	0.5794
TFRC	0.538	0.342	0.328	0.1184
ST6GAL1	0.4324	0.4504	0.417	0.4298
DLG1	0.3114	0.285	0.334	0.3146
ADD1	0.7902	0.781	0.7938	0.7812
FGF12	0.1028	0.1002	0.0351	0.0288
HES1	0.1378	0.2946	0.1442	0.2842
ACAP2	0.7702	0.987	0.7292	0.9812
LPP	0.7168	0.7882	0.5864	0.7276
CCDC50	0.855	0.6328	0.8336	0.6012
EIF4A2	0.6056	0.724	0.539	0.6522
ATP5ME	0.895	0.6464	0.8916	0.6254
RPL35A				
LRCH3	0.7284	0.7838	0.6086	0.7352
LIMCH1	0.8872	0.7544	0.8346	0.6154
TBC1D1	0.9176	0.6788	0.9164	0.6392
FRYL	0.6884	0.5806	0.5288	0.4844
UBE2K	0.9	0.4958	0.6674	0.4544
OCIAD1	0.7314	0.7892	0.7428	0.7972
KLHL5				
PDS5A	0.758	0.5696	0.7434	0.5494
UCHL1	0.8502	0.7762	0.7962	0.684
APBB2	0.3956	0.2442	0.3464	0.246
RBPJ	0.4736	0.4952	0.4834	0.5216
LDB2	0.7408	0.4226	0.7556	0.4276
LCORL	0.0772	0.06	0.0478	0.0234
RELL1	0.968	0.8188	0.9658	0.7842
KCNIP4_ENSG00000185774				
RUFY3	0.1554	0.1352	0.1804	0.1458
YTHDC1_ENSG00000083896	0.755	0.6236	0.752	0.6438
CCNI				
ANKRD17				
TMEM165				
CLOCK	0.2422	0.1496	0.261	0.147
HNRNPD	0.146	0.1486	0.0523	0.0872
RASGEF1B	0.4748	0.4968	0.3158	0.3658
SEPTIN11	0.134	0.3518	0.1676	0.3576
SCARB2				
CNOT6L	0.3126	0.4174	0.3116	0.4398
SCD5	0.2692	0.286	0.1834	0.1706
ADGRL3	0.7638	0.8346	0.7528	0.8298
HNRNPDL	0.2406	0.2324	0.235	0.2242
MT2P1_ENSG00000162840	0.484	0.5294	0.496	0.5218
IGFBP7	0.7392	0.5186	0.6916	0.4362
UBE2D3	0.8526	0.962	0.8686	0.9694
MAPK10	0.393	0.4402	0.3678	0.4376
RPL34				
PKD2	0.1752	0.2212	0.1768	0.216
ABCG2	0.2242	0.139	0.0612	0.0285
SEC31A	0.8656	0.863	0.8538	0.8642
RAP1GDS1	0.972	0.6904	0.968	0.716
PDE5A	0.5062	0.5576	0.4974	0.5516
PPA2	0.3232	0.13	0.2172	0.0452
LEF1	0.4836	0.7214	0.4626	0.5604
SEC24B	0.2178	0.3604	0.136	0.257
PPP3CA	0.6802	0.524	0.5694	0.3614
SLC39A8	0.9226	0.8956	0.8788	0.8378
TBCK	0.9392	0.5798	0.9338	0.6008
CAMK2D	0.76	0.9156	0.5936	0.7856
ANK2	0.4808	0.768	0.465	0.7674
USP53	0.6418	0.8728	0.6684	0.8808
SPARCL1	0.7862	0.2608	0.6084	0.2342
PDLIM5	0.8288	0.7556	0.8414	0.7822
WDFY3	0.139	0.2502	0.1134	0.238
DNAJB14	0.8702	0.6578	0.8576	0.6502
EMCN	0.251	0.4856	0.1802	0.4004
TSPAN5	0.8616	0.9752	0.8538	0.9726
AFF1	0.144	0.1338	0.1002	0.0847
UNC5C	0.0671	0.3278	0.0958	0.356
CCSER1	0.92	0.9844	0.8854	0.974
ARHGAP10	0.433	0.255	0.4046	0.257
ELF2	0.4586	0.4036	0.4026	0.3046
INPP4B	0.847	0.8608	0.8574	0.8676
GAB1	0.959	0.7594	0.9654	0.7654
FBXW7	0.0207	0.0376	0.0048	0.0045
SH3D19	0.7042	0.778	0.7018	0.777
GRIA2	0.3212	0.1718	0.269	0.1228
KIAA1109	0.928	0.4522	0.9394	0.4942
TRPC3				
SLC7A11	0.3564	0.4444	0.3008	0.3888
NR3C2	0.4704	0.4476	0.4048	0.3696
ARFIP1				
DCLK2	0.559	0.4386	0.5184	0.3902
MAML3	0.6552	0.8066	0.5296	0.6448
LRBA	0.8188	0.706	0.84	0.7394
CPE	0.611	0.716	0.5194	0.5782
RAPGEF2	0.861	0.6486	0.8394	0.6032
SLC12A7_ENSG00000113504	0.839	0.9364	0.7326	0.91
GPM6A	0.5266	0.7324	0.4952	0.7246
WWC2	0.391	0.424	0.3994	0.4348
SH3RF1	0.2818	0.363	0.2024	0.2868
SORBS2	0.6648	0.7558	0.5404	0.701
STOX2				
SPOCK3	0.734	0.8458	0.5998	0.7608
TRIO	0.4634	0.5798	0.4722	0.5798
ZFR				
SLC1A3	0.2626	0.5706	0.203	0.5636
WDR70	0.5104	0.2038	0.533	0.2272
SEMA5A	0.6724	0.2202	0.6238	0.2774
CDH6	0.7848	0.1044	0.7954	0.1134
SUB1	0.6538	0.576	0.547	0.4556
LIFR	0.1846	0.1742	0.0287	0.0278
PDZD2	0.5942	0.9152	0.5256	0.8558
MARCHF6	0.7562	0.7048	0.724	0.6792
MYO10	0.2266	0.4592	0.1894	0.4136
ANKH	0.4106	0.2402	0.3068	0.1338
NIPBL	0.2342	0.2964	0.2498	0.3306
CTNND2	0.5628	0.8858	0.511	0.8718
BASP1	0.2794	0.2606	0.1218	0.1078
FBXL7	0.3128	0.4426	0.3302	0.41
GUSBP1	0.3404	0.1312	0.3396	0.1252
GPBP1	0.7824	0.3776	0.8002	0.4188
PLPP1	0.1208	0.6408	0.0957	0.5388
MAST4				
TNPO1	0.0536	0.0306	0.0461	0.0117
MAP3K1	0.2262	0.0675	0.0681	0.0106
ERBIN	0.8556	0.9052	0.8554	0.8852
PDE4D	0.2174	0.3138	0.255	0.3376
ZSWIM6	0.5538	0.5258	0.5812	0.5314
MAP1B	0.0528	0.0245	0.0339	0.015
IL6ST	0.659	0.5954	0.6542	0.5706
PIK3R1	0.5732	0.3958	0.5742	0.435
BDP1_ENSG00000145734	0.7514	0.6866	0.6478	0.6438
FCHO2	0.971	0.548	0.9684	0.5688
ELOVL7	0.9572	0.7114	0.946	0.6266
RICTOR				
ARL15	0.5012	0.816	0.391	0.7418
ITGA1				
RPL26P19	0.3096	0.2614	0.324	0.256
MEF2C	0.1528	0.282	0.0688	0.1316
SCAMP1	0.7884	0.9226	0.757	0.917
MAN2A1	0.8944	0.9056	0.8548	0.8968
CERT1	0.0775	0.0453	0.0371	0.0146
PDE8B	0.5314	0.6832	0.4234	0.6564
RASGRF2	0.9014	0.5494	0.9036	0.533
FAM172A	0.9558	0.8504	0.9534	0.8652
COX7C	0.3978	0.272	0.3438	0.216
AP3B1	0.2444	0.2534	0.2104	0.2174
LHFPL2				
SSBP2	0.9932	0.9628	0.9904	0.947
RASA1	0.6724	0.7084	0.6654	0.6896
PAM				
FBXL17	0.957	0.6302	0.9484	0.5726
FER	0.684	0.691	0.702	0.6988
CAST	0.214	0.423	0.1752	0.3868
CHD1	0.759	0.6788	0.573	0.5446
EDIL3	0.9154	0.8028	0.8702	0.8054
SERINC5	0.2764	0.219	0.2398	0.1874
TENT2	0.8248	0.9934	0.8366	0.9932
TBCA	0.819	0.9482	0.8274	0.9488
ENC1	0.9578	0.7874	0.9342	0.6404
RPS23	0.8806	0.3296	0.8608	0.2994
TTC37	0.6404	0.4926	0.6606	0.5508
PJA2	0.1838	0.2554	0.1454	0.1478
NR2F1-AS1	0.953	0.5246	0.958	0.5586
MEF2C-AS1	0.489	0.5484	0.4714	0.5316
FAM13B	0.2638	0.2778	0.2142	0.2336
CTNNA1	0.6304	0.4586	0.586	0.471
SLC12A2				
AFF4	0.9222	0.8994	0.912	0.887
SEMA6A	0.0958	0.0653	0.0572	0.0283
SKP1	0.0732	0.0646	0.0584	0.0522
UBE2B	0.5572	0.793	0.5598	0.7882
EPB41L4A	0.4588	0.3568	0.257	0.1288
COMMD10	1	0.2252	0.9998	0.2484
UQCRQ	0.0035	0.0059	0.0033	0.0057
HINT1	0.5044	0.7828	0.399	0.7348
MCC	0.9246	0.6334	0.9326	0.6694
DMXL1	0.829	0.515	0.8006	0.4002
AP3S1	0.9936	0.986	0.9944	0.9824
PTMAP2	0.1828	0.127	0.1282	0.071
LINC01184	0.6996	0.7842	0.7246	0.8028
LINC02147				
SPARC	0.8888	0.9612	0.8936	0.9612
NR3C1				
CSNK1A1	0.0324	0.1148	0.0357	0.0951
PDGFRB	0.9076	0.9112	0.7498	0.8518
NDFIP1	0.308	0.1888	0.266	0.187
ARHGAP26	0.0211	0.0096	0.0371	0.0171
PPP2R2B	0.1802	0.2452	0.138	0.2028
EBF1	0.6258	0.458	0.5168	0.4536
RPS14	0.2134	0.2752	0.2356	0.2862
ABLIM3	0.519	0.7496	0.5258	0.7584
PURA				
PRELID2				
FBXW11	0.8074	0.928	0.7922	0.9086
