gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
ASH1L	0.8046	0.729	0.8274	0.7424
MEF2D	0.9102	0.9634	0.8994	0.949
C1orf61	0.5332	0.6492	0.4706	0.6616
SYT11	0.4898	0.4144	0.4196	0.3584
ENSA	0.7064	0.936	0.7128	0.9342
TPM3	0.6294	0.482	0.6684	0.5108
SV2A	0.784	0.8308	0.7004	0.766
ADAR	0.565	0.2926	0.5824	0.324
CCT3	0.0809	0.085	0.08	0.0741
S100A6	0.0073	0.0064	0.0028	0.0017
MLLT11	0.8308	0.6124	0.7872	0.5284
MRPS21	0.6068	0.6658	0.564	0.6004
KIFAP3	0.6308	0.7884	0.467	0.7138
TNR	0.1118	0.203	0.0715	0.1136
CACYBP	0.1802	0.3096	0.1808	0.3036
RGS4	0.1892	0.1974	0.209	0.1656
ATP1B1	0.5412	0.542	0.56	0.5632
TIPRL	0.3216	0.3442	0.235	0.2992
MPC2	0.2078	0.2302	0.2054	0.2406
DCAF6	0.2934	0.3346	0.2922	0.293
MGST3	0.9766	0.7126	0.9716	0.571
PFDN2	0.0642	0.0591	0.0589	0.0492
RABGAP1L	0.2	0.232	0.208	0.2214
UHMK1	0.6212	0.9896	0.6594	0.989
NDUFS2	0.7218	0.5658	0.662	0.4338
CADM3	0.8472	0.9588	0.812	0.9516
KCNJ9	0.6808	0.7656	0.6136	0.7186
IGSF8	0.6252	0.4194	0.6312	0.4402
PEA15	0.2444	0.4286	0.2572	0.423
PBX1	0.593	0.9048	0.5462	0.8836
DNM3	0.1648	0.2062	0.1494	0.1742
ATP2B4	0.174	0.2056	0.1516	0.1748
RASAL2	0.2714	0.3932	0.2598	0.393
UCHL5	0.3868	0.1922	0.3242	0.1326
TMEM9	0.552	0.4966	0.5016	0.4578
CAMSAP2	0.9386	0.9454	0.9278	0.945
TIMM17A	0.9088	0.7928	0.8862	0.7646
DHX9	0.802	0.6202	0.8148	0.6232
ARL8A	0.1708	0.1058	0.1454	0.0942
ASTN1	0.7594	0.8648	0.7512	0.8514
NMNAT2	0.2534	0.357	0.162	0.2134
B3GALT2	0.5266	0.4014	0.4654	0.3686
ARPC5	0.8712	0.6252	0.8454	0.648
NFASC	0.1724	0.2974	0.1916	0.3108
CACNA1E	0.8012	0.9552	0.7206	0.9532
NUCKS1	0.8742	0.8324	0.7994	0.7808
LPGAT1	0.685	0.863	0.716	0.8836
KCNH1	0.8654	0.9646	0.848	0.955
SRP9	0.943	0.8884	0.9452	0.8968
ARF1	0.6814	0.4258	0.691	0.4434
GUK1	0.5162	0.4042	0.406	0.2748
CDC42BPA	0.5076	0.5676	0.5034	0.5416
CCSAP	0.3596	0.2498	0.2946	0.1898
C1orf115	0.6358	0.5378	0.5912	0.446
RNF187	0.9654	0.992	0.9558	0.987
MFSD4A	0.7612	0.6148	0.6356	0.4338
MORF4L1P1	0.857	0.7524	0.8214	0.6722
AKT3_ENSG00000117020	0.7304	0.9392	0.7352	0.948
CHRM3	0.0895	0.1226	0.0179	0.0302
KCNK1	0.4842	0.3422	0.4292	0.3088
FMN2	0.5644	0.8876	0.5152	0.8924
RPS7	0.8622	0.5358	0.8166	0.4478
TOMM20	0.2186	0.1904	0.192	0.179
PGBD5	0.4586	0.5186	0.3856	0.4772
ZBTB18	0.3888	0.2744	0.3322	0.2346
RGS7	0.4704	0.5376	0.4354	0.4942
MYT1L	0.4304	0.2778	0.336	0.1718
RYR2	0.8496	0.8566	0.8106	0.8142
EHD3	0.5016	0.8418	0.502	0.8256
PUM2	0.751	0.6884	0.6796	0.5604
DDX1	0.5552	0.4214	0.518	0.3728
NCOA1	0.995	0.5928	0.9962	0.5602
EFR3B	0.8384	0.476	0.8042	0.4764
KIF3C	0.5892	0.4382	0.6048	0.38
RAB10	0.4652	0.2314	0.4726	0.2498
MAPRE3	0.249	0.459	0.2032	0.3954
SLC30A3	0.1692	0.2338	0.1498	0.1914
ID2	0.1578	0.2656	0.1008	0.164
HPCAL1	0.0862	0.0405	0.0332	0.0134
BIRC6	0.2802	0.5912	0.2434	0.559
YPEL5	0.962	0.9852	0.9528	0.9774
YWHAQ	0.9142	0.9844	0.9214	0.981
KIDINS220	0.086	0.0933	0.0583	0.0583
ROCK2	0.274	0.3798	0.241	0.3134
SELENOI	0.8888	0.7606	0.8804	0.7346
RHOB	0.8462	0.6446	0.8372	0.6578
KCNF1	0.1944	0.1426	0.151	0.1122
LRATD1	0.2036	0.2142	0.1804	0.1628
VSNL1	0.581	0.6638	0.5294	0.5816
FAM49A	0.3166	0.3382	0.2212	0.2522
LINC00486	0.8736	0.7304	0.8378	0.6046
MDH1	0.6616	0.8086	0.53	0.6982
ERLEC1	0.0351	0.0316	0.0425	0.0347
XPO1	0.7038	0.7534	0.707	0.7284
SPTBN1	0.9894	0.741	0.9848	0.7112
RTN4	0.5114	0.6772	0.344	0.5284
CCDC88A	0.9858	0.9828	0.9868	0.9816
USP34	0.7784	0.9482	0.787	0.9486
CCT4	0.1404	0.0871	0.169	0.0964
COX7A2L	0.4782	0.2412	0.4994	0.27
BCL11A	0.7286	0.8826	0.7062	0.8954
RAB1A	0.0753	0.1264	0.0476	0.0748
ACTR2	0.0578	0.0715	0.0447	0.067
PREPL	0.105	0.2412	0.1392	0.291
FBXO11	0.4438	0.3948	0.4218	0.3662
LRPPRC	0.3444	0.4352	0.2716	0.4164
CALM2	0.0775	0.0586	0.0889	0.066
RPS27A	0.7458	0.9578	0.7298	0.9534
TMEM178A	0.7174	0.624	0.6854	0.5802
UGP2	0.529	0.3068	0.5644	0.3382
FEZ2	0.4472	0.4692	0.4548	0.4812
PRKCE	0.9536	0.8956	0.9422	0.8758
NRXN1	0.0757	0.0871	0.0695	0.0832
SLC8A1	0.583	0.4616	0.468	0.328
BCYRN1	0.1008	0.0994	0.1036	0.0852
TMSB10	0.9178	0.985	0.8994	0.9822
CTNNA2	0.183	0.1604	0.1586	0.1746
REEP1	0.7034	0.4726	0.7028	0.4014
ZNF638	0.8042	0.8956	0.7796	0.8772
ADD2	0.8446	0.5898	0.8428	0.538
ST3GAL5	0.715	0.993	0.6866	0.9918
AAK1	0.5128	0.5408	0.4712	0.5102
PCYOX1	0.7718	0.5018	0.728	0.412
CNRIP1	0.1028	0.0684	0.0987	0.063
IMMT	0.887	0.8518	0.8886	0.8628
CCT7	0.1904	0.2426	0.1498	0.194
TGOLN2	0.8222	0.9794	0.8158	0.9782
PCBP1	0.9596	0.9924	0.9638	0.993
LRRTM4	0.5186	0.6708	0.4984	0.646
C1D	0.2774	0.1502	0.2502	0.1282
INPP4A	0.5448	0.7106	0.5414	0.6916
MAP4K4	0.7486	0.6434	0.73	0.6092
RPL31	0.7844	0.607	0.7834	0.5998
ACTR1B	0.7902	0.7442	0.8174	0.771
COX5B	7e-04	0.0046	4e-04	0.0013
GCC2	0.7736	0.8694	0.7198	0.8384
RANBP2	0.577	0.6386	0.5658	0.6308
EIF5B	0.1364	0.2824	0.0601	0.1472
LONRF2	0.974	0.8848	0.9416	0.8078
CREG2	0.186	0.197	0.1796	0.2058
R3HDM1	0.6332	0.6226	0.6192	0.5958
ACTR3	0.6972	0.9492	0.6756	0.9482
PLEKHB2	0.9854	0.6222	0.9716	0.4896
RAB3GAP1	0.8768	0.8976	0.883	0.9034
ARHGEF4	0.54	0.2312	0.5138	0.23
BIN1	0.6646	0.9012	0.5594	0.8574
HS6ST1	0.8704	0.8272	0.8772	0.8386
MZT2B	0.07	0.0453	0.0159	0.0097
FAM168B	0.45	0.2546	0.462	0.284
LRP1B	0.4988	0.67	0.4356	0.6514
ZEB2	0.9634	0.8578	0.9502	0.8484
DPP10				
DYNC1I2	0.4744	0.5026	0.4032	0.4054
RIF1	0.352	0.297	0.2216	0.1684
MTX2	0.7874	0.9462	0.7834	0.9364
CHN1	0.3798	0.7714	0.2914	0.7588
SCN2A	0.4148	0.5504	0.2522	0.4102
OLA1	0.1292	0.1244	0.1276	0.0791
SCN1A	0.5338	0.5828	0.5168	0.53
SLC4A10	0.7064	0.896	0.6264	0.8708
LNPK	0.8322	0.9638	0.8108	0.9554
UBR3	0.0855	0.0671	0.0951	0.0765
SCN3A	0.6462	0.7202	0.6702	0.7548
ATP5MC3	0.4586	0.436	0.3828	0.329
FMNL2	0.5952	0.6558	0.6256	0.646
KCNJ3	0.3184	0.42	0.3206	0.3998
GPR155	0.8974	0.9334	0.8904	0.9264
KIF5C_ENSG00000168280	0.8662	0.8626	0.8004	0.8106
UBE2E3	0.0248	0.0198	0.0322	0.0257
HNRNPA3	0.269	0.177	0.2552	0.1744
CERS6	0.014	0.0068	0.0052	0.006
CSRNP3	0.298	0.2466	0.1862	0.1352
CACNB4	0.4542	0.5076	0.3658	0.4588
_ENSG00000218175	0.0341	0.0512	0.0139	0.0222
_ENSG00000233762	0.0041	0.009	4e-04	0.0018
NDUFS1	0.8978	0.813	0.9066	0.8348
NCKAP1	0.119	0.0842	0.0862	0.0484
ZC3H15	0.7652	0.5862	0.659	0.4616
MAP2	0.506	0.3676	0.4786	0.345
INO80D	0.6506	0.6146	0.5216	0.5002
ADAM23	0.8072	0.5924	0.8178	0.61
PDE1A	0.497	0.3364	0.5452	0.364
LANCL1	0.2988	0.232	0.238	0.2276
GLS	0.9834	0.7288	0.9844	0.7024
PLCL1	0.3746	0.44	0.3376	0.3574
SUMO1	0.221	0.2552	0.1384	0.1644
SATB2	0.4036	0.5456	0.3482	0.4938
HECW2	0.3276	0.1624	0.3154	0.1638
ABI2	0.7602	0.754	0.7088	0.6918
TMEFF2	0.4102	0.2208	0.3474	0.1842
FAM171B	0.7296	0.9874	0.583	0.9792
HSPD1	0.333	0.3726	0.2006	0.283
UNC80	0.5732	0.7168	0.6046	0.716
MFSD6	0.7712	0.9432	0.7748	0.9428
FAM126B	0.8218	0.4924	0.813	0.4716
ERBB4	0.533	0.7052	0.5214	0.6814
SLC39A10	0.6774	0.646	0.568	0.5658
BMPR2	0.4912	0.3802	0.3872	0.302
CUL3	0.6828	0.6458	0.6774	0.65
PTPRN	0.1832	0.1696	0.113	0.1018
NGEF	0.0466	0.0394	0.0678	0.0597
XRCC5	0.3748	0.6498	0.301	0.5874
NCL	0.6808	0.704	0.6822	0.681
EPHA4	0.0245	0.0429	0.0184	0.0331
ACSL3	0.575	0.3386	0.449	0.2102
CHPF	0.217	0.17	0.217	0.1732
TUBA4A	0.3588	0.5704	0.3562	0.5804
PNKD	0.0093	0.0055	0.0115	0.0077
ITM2C	0.0251	0.0276	0.0303	0.0335
SERPINE2	0.1632	0.1724	0.1612	0.1846
DNAJB2	0.7668	0.9672	0.6816	0.9674
ARMC9	0.8758	0.9226	0.8676	0.9066
CAB39	0.53	0.7554	0.5564	0.7792
RETREG2	0.159	0.1112	0.1414	0.1058
TRIP12	0.57	0.6316	0.5664	0.6252
AGAP1	0.6286	0.7614	0.5046	0.7758
ARPC2	0.1442	0.1622	0.0736	0.0812
CDK5R2	0.859	0.5796	0.7196	0.4538
SCG2	0.5962	0.3114	0.5836	0.3272
PSMD1	0.3792	0.444	0.373	0.4336
PTMA	0.0065	0.0376	0.0026	0.0154
DNER	0.0523	0.1029	0.0613	0.1202
RPL37A	0.433	0.6798	0.3754	0.652
COPS8	0.7666	0.7722	0.7354	0.7348
ATG9A	0.2282	0.3742	0.2406	0.344
TOP2B	0.62	0.45	0.5718	0.408
HDLBP	0.2822	0.1832	0.2324	0.1484
STK25	0.9714	0.7876	0.9722	0.7652
KIF1A	0.826	0.8266	0.799	0.767
NDUFA10	0.8566	0.6814	0.86	0.6798
CAMK1	0.2272	0.1424	0.2622	0.1956
ARL8B	0.7824	0.4592	0.7352	0.3894
CHL1	0.6958	0.948	0.7036	0.9448
CNTN4	0.5582	0.7112	0.5902	0.7298
IQSEC1	0.5378	0.6482	0.5044	0.6162
RPL32	0.4388	0.6984	0.3588	0.647
ITPR1	0.3212	0.3166	0.3118	0.3192
THRB	0.6664	0.917	0.6138	0.894
LHFPL4	0.2556	0.2938	0.2844	0.3456
ATP2B2	0.8012	0.7628	0.7816	0.7448
SYN2	0.0174	0.0295	0.0045	0.0084
NEK10	0.6184	0.6478	0.601	0.622
COPS9	0.0876	0.1316	0.0398	0.0779
NR1D2	0.2654	0.3662	0.2334	0.286
RPL15	0.1038	0.2214	0.0375	0.0824
UBE2E2	0.902	0.8988	0.913	0.9034
SRGAP3	0.7932	0.8312	0.7372	0.7996
GRM7	0.1142	0.1902	0.086	0.1926
BRK1	0.0747	0.0835	0.0697	0.0743
UQCRC1	0.6568	0.5018	0.6564	0.5004
MAP4	0.0871	0.0628	0.0327	0.0206
TUSC2	0.5346	0.3144	0.5034	0.274
CSPG5	0.879	0.7704	0.8906	0.7782
EIF1B	0.9246	0.8102	0.9128	0.8016
CLASP2	0.7782	0.8038	0.743	0.745
BSN	0.6024	0.5386	0.619	0.5266
CAMKV	0.6824	0.4066	0.6382	0.3518
RPSA	0.8148	0.8352	0.787	0.8256
ARPP21	0.168	0.2242	0.1576	0.2024
P4HTM	0.3896	0.538	0.2524	0.474
EPM2AIP1	0.6196	0.5044	0.553	0.4116
CCK	0.0251	0.0527	0.0099	0.0184
RPL14	0.4426	0.6068	0.3598	0.5306
TMA7	0.2814	0.249	0.286	0.2644
GPX1	0.0566	0.0757	0.0403	0.0641
NISCH	0.852	0.873	0.7926	0.8484
DOCK3	0.6046	0.6004	0.573	0.5608
SELENOK	0.9658	0.927	0.9436	0.8954
FOXP1	0.8022	0.9214	0.7572	0.9182
SPCS1	0.0021	0.0126	0.0012	0.0044
ARL6IP5	0.7108	0.8952	0.5384	0.8304
MAGI1	0.767	0.4056	0.7406	0.4264
APPL1	0.586	0.4806	0.6196	0.5128
RPL29	0.0207	0.0189	0.0135	0.0112
CADPS	0.984	0.6654	0.9816	0.6944
SYNPR	0.5	0.6892	0.482	0.6822
PRICKLE2	0.5288	0.7884	0.4424	0.7548
TKT	0.3852	0.5056	0.2968	0.3868
ARHGEF3	0.3656	0.6024	0.3808	0.6368
WDR82	0.1728	0.2598	0.1442	0.2346
CADM2	0.3206	0.3528	0.2722	0.2758
TAFA1	0.1764	0.2832	0.0982	0.1494
ROBO2	0.5714	0.7342	0.5252	0.6922
ERC2	0.6424	0.4806	0.5906	0.4148
PCNP	0.256	0.3358	0.1766	0.2448
GSK3B	0.6866	0.5554	0.5776	0.4286
CD200	0.9074	0.6734	0.896	0.679
RPL24	0.9256	0.9746	0.9134	0.9658
ATP6V1A	0.9054	0.742	0.9032	0.7256
TAGLN3	0.3296	0.6244	0.2856	0.5416
STXBP5L	0.4708	0.3428	0.4484	0.2928
KALRN	0.5596	0.504	0.5642	0.4792
ZNF148	0.9166	0.6734	0.9162	0.6688
ALCAM	0.8566	0.799	0.8696	0.82
GAP43	0.8516	0.5804	0.7994	0.4108
LSAMP	0.26	0.208	0.2682	0.2054
CD47	0.9386	0.929	0.9334	0.924
DZIP3	0.6948	0.7668	0.6182	0.7286
HACD2	0.364	0.2688	0.3692	0.269
_ENSG00000242299	0.3504	0.5726	0.264	0.488
ATP2C1	0.0606	0.0679	0.0645	0.0745
PIK3CB	0.8352	0.7616	0.8256	0.7506
ATP1B3	0.9396	0.8588	0.9348	0.8318
MGLL	0.3786	0.2246	0.2892	0.199
RAB7A	0.0399	0.0617	0.0195	0.0247
SLC25A36	0.518	0.6998	0.5172	0.6976
PODXL2	0.5032	0.7434	0.3286	0.6098
MBNL1	0.8678	0.7738	0.8524	0.7552
RAB6B	0.4122	0.3422	0.3694	0.2516
MRAS	0.6662	0.7514	0.6108	0.7402
CLSTN2	0.6084	0.6254	0.4666	0.5294
DHX36_ENSG00000174953	0.664	0.73	0.6244	0.6922
ZBTB38	0.523	0.8242	0.4724	0.812
SELENOT	0.1008	0.11	0.1058	0.1174
SEC62	0.8648	0.879	0.8158	0.813
DNAJB11	0.5052	0.6164	0.4136	0.4832
PEX5L	0.9516	0.958	0.9418	0.9486
NDUFB5	0.323	0.2946	0.2388	0.203
NCEH1	0.1288	0.2394	0.1024	0.2246
SERPINI1	0.9426	0.4156	0.8708	0.2528
PRKCI	0.0682	0.1624	0.085	0.1796
PPM1L	0.9226	0.639	0.9056	0.5698
NLGN1	0.9036	0.8882	0.8518	0.8696
ZMAT3	0.067	0.0306	0.0628	0.0318
TBL1XR1	0.3454	0.4836	0.2666	0.4222
CRMP1	0.3944	0.343	0.2296	0.1968
PPP2R2C	0.2226	0.159	0.1758	0.151
ADD1	0.221	0.2594	0.243	0.2356
FGF12	0.7122	0.7214	0.675	0.6714
JAKMIP1	0.8834	0.8228	0.8664	0.7894
EIF4A2	0.4202	0.4982	0.2672	0.2674
CTBP1	0.385	0.4386	0.3138	0.3712
LRPAP1	0.008	0.0292	0.006	0.0174
NSG1	0.3924	0.4124	0.3474	0.36
CPLX1	0.3352	0.2424	0.1782	0.1124
ATP5ME	0.1072	0.1776	0.0967	0.1164
KIAA0232	0.387	0.4566	0.3796	0.49
MRFAP1	0.0042	0.0347	9e-04	0.0055
RPL35A	0.6934	0.8262	0.5676	0.7452
NAT8L	0.8488	0.9414	0.8144	0.9324
OPA1	0.4352	0.3552	0.4298	0.3236
C4orf48	0.9776	0.9678	0.9724	0.9564
SLC30A9	0.318	0.3508	0.2988	0.3436
ARAP2	0.0285	0.0449	0.0184	0.0186
LIMCH1	0.9954	0.5898	0.993	0.5974
UBE2K	0.971	0.9768	0.9706	0.975
TMEM33	0.9842	0.9614	0.9866	0.9574
GABRA4	0.3588	0.2128	0.1944	0.0875
OCIAD1	0.0954	0.131	0.0597	0.0826
ATP8A1	0.7384	0.6304	0.7192	0.6114
QDPR	0.0736	0.0659	0.0426	0.0418
GABRA2	0.9998	0.723	0.9986	0.7222
UCHL1	0.0117	0.0112	0.0112	0.0231
GABRB1	0.5672	0.8162	0.5754	0.8156
LDB2	0.5356	0.3772	0.4976	0.347
PCDH7	0.3344	0.3528	0.3652	0.3556
KCNIP4_ENSG00000185774	0.8648	0.777	0.8744	0.7636
_ENSG00000260918	0.0571	0.0247	0.0651	0.0215
RUFY3	0.9218	0.9804	0.8986	0.9784
LNX1	0.5672	0.4558	0.594	0.4706
CCNI	0.4742	0.5518	0.4168	0.37
ANKRD17	0.78	0.6306	0.6944	0.62
RASGEF1B	0.9998	0.5514	1	0.3514
G3BP2	0.4778	0.7	0.4364	0.6876
SEPTIN11	0.956	0.9786	0.9386	0.9712
SCARB2	0.6484	0.5022	0.6576	0.5146
EPHA5	0.6354	0.3598	0.572	0.2924
SCD5	0.9616	0.7954	0.9316	0.7762
ENOPH1	0.836	0.6626	0.851	0.6936
ADGRL3	0.1778	0.2622	0.1682	0.222
HNRNPDL	0.6338	0.5056	0.4816	0.3674
PARM1	0.35	0.3758	0.3378	0.317
HOPX	0.2042	0.4938	0.2002	0.4726
TMEM150C	0.3672	0.3434	0.2694	0.2482
UBE2D3	0.3288	0.411	0.332	0.43
MAPK10	0.6406	0.8392	0.6342	0.8248
RPL34	0.6842	0.8474	0.6634	0.8352
RAP1GDS1	0.4742	0.8348	0.3204	0.7502
PAPSS1	0.7966	0.9516	0.7806	0.9482
PPP3CA	0.2284	0.305	0.1912	0.2498
SNCA	0.7876	0.8272	0.7548	0.792
CAMK2D	0.0406	0.2384	0.0594	0.2742
ANK2	0.4526	0.6518	0.4862	0.6614
SPARCL1	0.9352	0.9924	0.8916	0.9836
CDS1	0.8524	0.9282	0.8442	0.9242
WDFY3	0.3646	0.4414	0.3774	0.4186
PPM1K	0.6042	0.8058	0.6014	0.7818
DNAJB14	0.4304	0.882	0.4108	0.8812
H2AZ1	0.849	0.7136	0.7964	0.6516
C4orf3	0.892	0.9816	0.8666	0.9834
TSPAN5	0.3866	0.3212	0.3024	0.2344
NAP1L5	0.3858	0.234	0.3966	0.2336
HSP90AB3P	0.6112	0.9396	0.434	0.8888
CCSER1	0.8702	0.6378	0.8128	0.6006
_ENSG00000251095	0.7176	0.7078	0.7128	0.693
FNIP2	0.354	0.4724	0.2932	0.4104
GUCY1B1	0.5534	0.6672	0.4542	0.5984
NDUFC1	0.0268	0.0306	0.0174	0.0137
TBC1D9	0.858	0.7326	0.873	0.7556
TRIM2	0.3728	0.5324	0.2452	0.4228
FBXW7	0.8652	0.7132	0.8748	0.728
GLRB	0.4102	0.6256	0.3548	0.589
GRIA2	0.2552	0.353	0.2624	0.355
PCDH10	0.6678	0.6632	0.6802	0.6824
KIAA1109	0.857	0.835	0.839	0.8048
SCOC	0.3264	0.5496	0.357	0.5716
SMARCA5	0.7144	0.9198	0.7138	0.9214
TMEM155	0.9498	0.689	0.9396	0.6574
MAP9	0.5008	0.3794	0.5412	0.4178
RNF150	0.8366	0.685	0.8512	0.7198
RTN3P1	0.1114	0.1054	0.1208	0.1188
MSMO1	0.8142	0.714	0.7888	0.6998
KLHL2	0.9212	0.834	0.915	0.8392
CPE	0.7936	0.861	0.7564	0.8472
CLCN3	0.518	0.5182	0.4902	0.5
RAPGEF2	0.2166	0.292	0.2052	0.2368
SPCS3	0.2464	0.1786	0.2768	0.165
MARCHF1	0.5492	0.6506	0.459	0.6288
NDUFS6	0.0195	0.0456	0.0147	0.0307
GPM6A	0.9814	0.5886	0.9726	0.4204
SLC25A4	0.244	0.3634	0.1744	0.2534
SORBS2	0.0602	0.0346	0.0382	0.0159
TPPP	0.2694	0.7076	0.2768	0.6856
STOX2	0.1006	0.1436	0.0719	0.0932
TENM3	0.1636	0.2884	0.0596	0.2084
TRIO	0.9824	0.7906	0.9758	0.7712
CDH10	0.2882	0.4644	0.3288	0.5096
ZFR	0.2988	0.382	0.2326	0.3248
ADCY2	0.1692	0.1266	0.1824	0.1252
SUB1	0.292	0.3646	0.1598	0.2482
MED10	0.2892	0.2142	0.204	0.1154
PDZD2	0.691	0.556	0.5768	0.5382
MARCHF6	0.9274	0.8138	0.911	0.8314
CDH18	0.4336	0.196	0.3866	0.1534
CCT5	0.8412	0.7808	0.7638	0.651
ANKH	0.4198	0.273	0.4356	0.279
RETREG1	0.1354	0.1892	0.1828	0.2196
LMBRD2	0.536	0.4154	0.4468	0.3104
CTNND2	0.5394	0.9536	0.5126	0.9698
BASP1	0.4732	0.3528	0.3694	0.2246
