gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
ADGRV1	0.4844	0.487	0.5186	0.5278
EFNA5	0.2166	0.3006	0.2316	0.2608
LINC00461	0.166	0.1732	0.134	0.1324
TMEM161B-AS1	0.2608	0.3564	0.2998	0.3644
APC	0.3712	0.5874	0.2578	0.4888
SPOCK1	0.4362	0.5828	0.4466	0.5826
GRAMD2B	0.1714	0.242	0.201	0.2294
ACSL6	0.2464	0.3254	0.2588	0.2912
ARHGAP26	0.207	0.2472	0.2176	0.2358
PSD2	0.3366	0.204	0.336	0.1906
PPP2R2B	0.2502	0.3726	0.2686	0.3838
SGCD	0.482	0.3416	0.5156	0.3686
CPEB4	0.226	0.293	0.1068	0.1758
TENM2	0.0223	0.0133	0.0305	0.0212
GMDS-DT	0.3978	0.1914	0.3984	0.2142
JARID2	0.0955	0.0617	0.1062	0.0729
CARMIL1	0.6754	0.9664	0.6912	0.9658
PHACTR1	0.5408	0.4508	0.5954	0.479
ATXN1	0.4056	0.4046	0.4348	0.4326
GABBR1_ENSG00000204681	0.5984	0.9852	0.552	0.9854
HSP90AB1	0.2788	0.2206	0.1982	0.159
ADGRB3	0.9186	0.9774	0.8774	0.973
DAAM2	0.934	0.8546	0.9168	0.8504
DST	0.0893	0.0757	0.1022	0.0758
ZFAND3	0.2282	0.3194	0.1228	0.1708
PAQR8	0.7228	0.8922	0.7184	0.8978
BTBD9	0.3418	0.1938	0.2934	0.1092
BCKDHB	0.0613	0.105	0.0758	0.1052
SOBP	0.4374	0.3544	0.4572	0.3766
PNISR	0.5974	0.7544	0.4162	0.61
PHIP	0.6482	0.9842	0.6028	0.9874
FUT9	0.5904	0.6914	0.4334	0.5314
MYO6	0.3156	0.8284	0.2824	0.7892
_ENSG00000271860	0.9752	0.828	0.9678	0.797
REV3L	0.4984	0.734	0.5416	0.767
FYN	0.217	0.3722	0.2016	0.2976
EPB41L2	0.3154	0.6718	0.3352	0.6712
CEP85L	0.984	0.9792	0.9768	0.9752
FAM184A	0.8574	0.5796	0.8342	0.5136
TPD52L1	0.0961	0.0855	0.1478	0.0837
NHSL1	0.453	0.7088	0.4294	0.6646
AHI1	0.1078	0.0855	0.0745	0.0572
REPS1	0.2384	0.1736	0.1768	0.106
GJA1	0.3832	0.289	0.2836	0.203
PDE7B	0.69	0.892	0.6562	0.8892
NKAIN2	0.3172	0.1648	0.253	0.122
SLC35F1	0.892	0.6432	0.8912	0.6534
MAP3K5	0.8624	0.6834	0.8522	0.665
ARID1B	0.1894	0.1312	0.1504	0.0932
RPS6KA2	0.5742	0.9716	0.568	0.9696
SASH1	0.8898	0.8768	0.8858	0.8726
QKI	0.0099	0.0038	0.032	0.0094
SYNE1	0.6242	0.4584	0.6744	0.4734
STXBP5	0.0714	0.1074	0.0751	0.0828
MICALL2	0.0446	0.057	0.0186	0.0369
PRKN	0.1508	0.094	0.1822	0.1224
ACTB	0.3176	0.2288	0.2352	0.1416
HNRNPA2B1	0.226	0.2828	0.2334	0.2858
MMD2				
GLI3	0.1676	0.1814	0.2158	0.2298
SEPTIN7	0.1964	0.1562	0.1578	0.1114
AUTS2	0.9326	0.8446	0.936	0.831
MAGI2	0.131	0.2048	0.1118	0.163
GRM3	0.883	0.6604	0.8384	0.5952
NRCAM	0.0033	0.0039	0.0057	0.011
SLC26A3	0.653	0.6396	0.5614	0.562
PON2	0.2946	0.69	0.2578	0.6552
AKAP9	0.6882	0.803	0.424	0.6308
DOCK4	0.3182	0.2856	0.2678	0.2596
SRPK2	0.4978	0.577	0.4486	0.5276
PPP1R9A	0.686	0.6274	0.6472	0.5592
_ENSG00000236197	0.5438	0.9886	0.523	0.9926
PTN	0.5782	0.417	0.4926	0.3302
PTPRZ1	0.3322	0.2032	0.2328	0.1142
MKLN1	0.1846	0.4324	0.1868	0.4172
EXOC4	0.2082	0.1766	0.2376	0.2288
AHCYL2	0.2002	0.2336	0.208	0.2332
LINC-PINT	0.2292	0.1202	0.1076	0.0333
TMEM178B	0.4202	0.6148	0.2928	0.4174
KMT2C	0.3418	0.3466	0.3752	0.3858
DPP6	0.5124	0.3436	0.4932	0.2938
CNTNAP2_ENSG00000174469	0.57	0.6538	0.4602	0.548
GPM6B	0.1352	0.159	0.1746	0.2008
SAT1	0.7128	0.5092	0.7144	0.5244
DMD	0.3486	0.4158	0.274	0.3632
TMSB4X	0.1372	0.1052	0.077	0.0536
OPHN1	0.811	0.5592	0.8222	0.5296
ATRX	0.1992	0.2192	0.2424	0.2338
FTX	0.2344	0.2332	0.27	0.277
DANT2	0.6502	0.5496	0.5242	0.431
RBMX				
CSMD1	0.3906	0.2076	0.3974	0.2218
PCM1	0.166	0.1978	0.2032	0.196
DPYSL2	0.3336	0.162	0.3054	0.1476
CLU	0.927	0.9206	0.937	0.9202
CSGALNACT1	0.1634	0.1844	0.2136	0.2294
PSD3	0.2184	0.1854	0.2372	0.2202
DLC1	0.1486	0.418	0.1406	0.3958
RGS20	0.1846	0.1782	0.2256	0.2064
PREX2	0.4316	0.5338	0.334	0.4284
ZFHX4	0.3466	0.3496	0.2226	0.2308
NCOA2	0.164	0.1604	0.1356	0.112
NKAIN3	0.2226	0.233	0.2238	0.2502
ASPH	0.8824	0.975	0.874	0.975
TOX	0.389	0.9946	0.3838	0.9922
TRPS1	0.1782	0.1844	0.2242	0.2316
UBR5	0.7636	0.7044	0.7094	0.6146
OXR1	0.9488	0.6958	0.9426	0.6484
BAALC	0.7188	0.491	0.6876	0.4568
ZHX2	0.0856	0.0769	0.104	0.0792
RFX3	0.0512	0.0377	0.0411	0.0321
SMARCA2	0.1504	0.1498	0.156	0.1554
KANK1	0.3636	0.302	0.3624	0.314
GLIS3	0.5476	0.7096	0.3944	0.5686
ASAP1	0.4714	0.0066	0.3484	0.027
PTPRD	0.7276	0.6344	0.6304	0.5474
PTK2	0.9048	0.692	0.9062	0.7322
NFIB	0.0158	0.0134	0.0194	0.0162
TRPM3	0.2614	0.472	0.1864	0.3716
PCSK5	0.9388	0.9266	0.938	0.9322
GNA14	0.871	0.7382	0.9026	0.7298
GNAQ	0.0681	0.0635	0.0529	0.0615
ALDH1A1	0.6032	0.7802	0.5886	0.7694
RORB	0.6902	0.8462	0.6652	0.823
NTRK2	0.249	0.347	0.2536	0.3094
DENND1A				
ASTN2	0.0588	0.0731	0.105	0.0785
FNBP1	0.4352	0.3466	0.264	0.1654
SPTAN1	0.2248	0.2134	0.2374	0.2336
PTGDS	0.0411	0.0592	0.0357	0.0524
NSMF	0.0211	0.0349	0.0234	0.0321
EHMT1	0.326	0.1832	0.3522	0.2376
B4GALNT4	0.1414	0.1182	0.0938	0.0766
LCNL1	0.5872	0.5524	0.44	0.3774
SOX6	0.5552	0.42	0.5426	0.4204
SBF2	0.5018	0.5314	0.4892	0.5124
NAV2	0.3186	0.2342	0.2888	0.2426
TEAD1	0.937	0.7172	0.934	0.6742
SPON1	0.0153	0.012	0.055	0.0284
SLC1A2	0.6578	0.6872	0.6126	0.6504
LRP4	0.2666	0.2234	0.268	0.2344
PHF21A	0.8444	0.8488	0.8242	0.813
LRRC4C	0.7872	0.8554	0.7662	0.8558
PAMR1	0.363	0.2738	0.3836	0.3162
RTN3	0.668	0.417	0.4948	0.268
FTH1	0.9962	0.7448	0.9954	0.698
NEAT1	0.9326	0.7486	0.9366	0.748
CHKA	0.7696	0.95	0.749	0.9508
MALAT1	0.2622	0.4188	0.0731	0.1962
DLG2	0.3566	0.3554	0.2532	0.2542
FAT3	0.8036	0.706	0.7694	0.6386
MAML2	0.1478	0.1032	0.1554	0.1096
DYNC2H1	0.2138	0.1908	0.2284	0.2064
SORL1	0.4838	0.7722	0.4682	0.7724
NCAM1	0.8154	0.502	0.8346	0.5102
NRGN	0.5642	0.209	0.4844	0.0578
SIK3	0.811	0.9156	0.8102	0.8972
HEPACAM	0.2672	0.1912	0.3004	0.2116
CADM1	0.863	0.8912	0.8452	0.8816
ARHGEF12	0.2114	0.2034	0.1868	0.1844
MIR100HG	0.4334	0.586	0.4808	0.6238
CELF2	0.9032	0.6928	0.8724	0.5784
NEBL	0.3874	0.5554	0.2752	0.4012
ARHGAP21	0.2528	0.21	0.2936	0.2564
PLXDC2	0.0361	0.0429	0.04	0.0646
ARHGAP32	0.6428	0.2684	0.4938	0.1214
FAM171A1	0.6388	0.5938	0.626	0.5884
DIP2C	0.092	0.0758	0.083	0.0545
FRMD4A	0.8238	0.383	0.8152	0.39
CACNB2	0.552	0.5282	0.5	0.4924
NTM	0.3908	0.4294	0.4198	0.4708
CAMK1D				
SFMBT2	0.7146	0.924	0.5034	0.917
ABI1	0.1088	0.1584	0.1662	0.1784
PARD3	0.0879	0.1078	0.1564	0.16
ZEB1	0.5026	0.5886	0.4456	0.539
CAMK2G	0.5146	0.6704	0.523	0.6894
KCNMA1	0.8392	0.8732	0.8322	0.8652
PHYHIPL	0.0767	0.2146	0.0768	0.1994
JMJD1C	0.0604	0.105	0.0735	0.125
PRKG1	0.0209	0.0183	0.0193	0.0138
NRG3	0.0458	0.0652	0.0437	0.0522
PSAP	0.275	0.4102	0.2606	0.3858
SORBS1	0.1712	0.208	0.217	0.2306
CPEB3	0.4612	0.523	0.3428	0.4246
LGI1	0.7214	0.5618	0.7582	0.556
GLUD1	0.2136	0.4156	0.2586	0.4632
HPSE2	0.901	0.9876	0.8618	0.9774
ZNF518A	0.6642	0.6168	0.634	0.6006
GRID1	0.5876	0.4272	0.6098	0.4436
FGFR2	0.46	0.4132	0.382	0.3418
ABLIM1	0.3004	0.2896	0.3214	0.341
ADD3	0.1522	0.2508	0.1164	0.2284
TCF7L2	0.5628	0.4888	0.549	0.4496
DOCK1	0.124	0.1262	0.1486	0.1484
HTRA1	0.931	0.7442	0.917	0.7358
EMX2				
LMO3	0.8372	0.984	0.8224	0.974
GAPDH	0.2024	0.1624	0.2274	0.1806
SLCO1C1	0.2124	0.2348	0.135	0.1576
CNTN1	0.202	0.1124	0.2296	0.1448
RAPGEF3	0.4626	0.4192	0.461	0.384
ITPR2	0.26	0.2684	0.2858	0.2698
SOX5	0.1192	0.1006	0.0454	0.0361
KIF21A	0.486	0.421	0.508	0.413
FGD4	0.3732	0.8164	0.311	0.794
BICD1	0.1892	0.202	0.2244	0.235
DENND5B	0.6544	0.8024	0.55	0.7824
LRP1	0.5774	0.9354	0.5838	0.9382
ITGA7	0.0837	0.0529	0.1146	0.0704
SYT1	0.4958	0.3744	0.3768	0.2348
NAV3	0.804	0.5858	0.8122	0.5404
WIF1	0.692	0.973	0.6692	0.9728
TMTC2	0.057	0.0869	0.0752	0.0944
MGAT4C	0.1922	0.2672	0.2314	0.2696
ACACB	0.8184	0.623	0.8408	0.6158
CHPT1	0.1532	0.1312	0.1884	0.1548
RFX4	0.3426	0.3026	0.3198	0.2982
MED13L	0.5292	0.6232	0.4946	0.5784
ANKS1B	0.9372	0.7322	0.937	0.692
TPCN1	0.1982	0.3108	0.2354	0.3328
ATXN2	0.002	0.0022	0.0022	0.002
DYNLL1	0.7222	0.536	0.677	0.4822
PEBP1	0.03	0.0174	0.0362	0.0233
CLIP1	0.599	0.6886	0.5748	0.7026
HIP1R				
TAOK3	0.2446	0.175	0.2732	0.1864
TMEM132B	0.5268	0.5206	0.374	0.3998
UBC	0.5186	0.4112	0.547	0.4116
ENOX1	0.6014	0.6758	0.405	0.5164
DCLK1	0.5996	0.6138	0.5844	0.5858
STARD13	0.1098	0.1664	0.0516	0.0849
FOXO1	0.5832	0.4858	0.582	0.4696
HMGB1	0.44	0.6134	0.33	0.503
N4BP2L2	0.315	0.2766	0.332	0.2974
MYCBP2	0.211	0.233	0.1814	0.1404
KLF12	0.4386	0.2732	0.4366	0.2714
ITM2B	0.167	0.1188	0.0875	0.0547
RBM26	0.2904	0.7804	0.2494	0.729
PCDH9	0.0364	0.0299	0.0278	0.0174
OBI1-AS1	0.4936	0.7366	0.5102	0.7336
ARGLU1	0.12	0.0738	0.0714	0.0367
FARP1	0.6448	0.5802	0.6672	0.595
GPC5	0.7718	0.585	0.755	0.5242
FAM155A	0.2834	0.3352	0.2188	0.2854
ARHGAP5	0.5632	0.823	0.5028	0.7756
AKAP6	0.4094	0.2018	0.4196	0.1694
NPAS3	0.1936	0.1372	0.2358	0.1852
NDRG2	0.4306	0.55	0.4168	0.5504
PRKD1	0.4274	0.4204	0.448	0.4412
SAMD4A	0.2942	0.2396	0.2826	0.2064
TRIM9	0.5526	0.4748	0.5498	0.4928
NRXN3	0.1386	0.0852	0.059	0.0344
FUT8	0.0824	0.1608	0.133	0.1158
SRSF5	0.6088	0.5238	0.6126	0.5024
STON2	0.0642	0.0626	0.0878	0.086
GPHN	0.4152	0.3434	0.3944	0.3024
FLRT2	0.5742	0.8826	0.5856	0.8928
ZFP36L1	0.1468	0.3118	0.1624	0.2766
SIPA1L1	0.6948	0.5966	0.6342	0.5098
CALM1	0.2346	0.1616	0.1802	0.1334
MARK3	0.3478	0.4436	0.3024	0.3508
HSP90AA1	0.4048	0.236	0.3914	0.241
CKB	0.9138	0.661	0.9102	0.6306
MEG3	0.192	0.174	0.1002	0.0799
SNHG14	0.0854	0.0517	0.1496	0.113
TJP1_ENSG00000104067	0.2798	0.3834	0.287	0.3676
MEIS2	0.1446	0.1752	0.1342	0.1528
DPH6	0.0633	0.0669	0.0695	0.0784
RYR3	0.1914	0.2122	0.223	0.212
RORA	0.8588	0.7434	0.8704	0.7588
SCG3	0.462	0.3418	0.455	0.3286
ARPP19	0.5526	0.3696	0.4876	0.3004
VPS13C	0.135	0.1334	0.1212	0.1294
ZNF280D	0.6056	0.9362	0.6124	0.9214
TCF12	0.1554	0.1714	0.1932	0.1798
ZNF609	0.0861	0.1032	0.0908	0.0785
NEO1	0.6904	0.9444	0.6154	0.9282
PKM	0.7768	0.9624	0.512	0.9262
ACSBG1	0.4076	0.5244	0.2692	0.434
SCAPER	0.3284	0.4468	0.2672	0.3144
LINGO1	0.7096	0.8072	0.5812	0.7238
ARNT2	0.1124	0.0903	0.1278	0.1178
NTRK3	0.961	0.7424	0.9564	0.701
MFGE8	0.2616	0.2452	0.2598	0.2498
RGMA	0.982	0.731	0.976	0.7188
RBFOX1	0.0682	0.0493	0.024	0.018
SRRM2	0.2424	0.1892	0.2292	0.169
TNRC6A	0.16	0.2348	0.195	0.24
GPRC5B	0.6928	0.7454	0.641	0.7458
IQCK	0.2064	0.2374	0.2082	0.245
ITFG1	0.728	0.9024	0.7028	0.8864
ALDOA	0.104	0.0577	0.1148	0.0485
MT3	0.183	0.4744	0.2044	0.475
GNAO1	0.5774	0.467	0.5874	0.4162
NFAT5	0.0594	0.1418	0.1114	0.1406
MT2A	0.7266	0.6108	0.6834	0.5716
FTO	0.0467	0.0158	0.118	0.0429
CHD9	0.352	0.471	0.342	0.4824
ADGRG1	0.7166	0.5508	0.6596	0.4692
MTSS2	0.5244	0.8966	0.3638	0.7468
WWOX	0.1478	0.1194	0.152	0.1066
ACADVL	0.2378	0.1424	0.228	0.1466
YWHAE_ENSG00000108953	0.4388	0.325	0.4474	0.2954
ATP1B2	0.8528	0.7432	0.8162	0.708
ABR_ENSG00000159842	0.7878	0.9326	0.7452	0.9304
WSB1	0.9556	0.6356	0.9518	0.5062
TOM1L2	0.1656	0.1814	0.1844	0.1922
NF1	0.7814	0.7116	0.7572	0.6514
ACACA_ENSG00000278540	0.4518	0.6364	0.3246	0.5896
KANSL1_ENSG00000120071	0.7894	0.9426	0.7972	0.9482
GFAP	0.8642	0.7602	0.849	0.7538
GPATCH8	0.1424	0.3734	0.097	0.337
MAPT_ENSG00000186868	0.4436	0.58	0.4388	0.5894
SPAG9	0.044	0.0457	0.0286	0.0353
LUC7L3	0.1938	0.1234	0.1588	0.113
BCAS3	0.5814	0.3338	0.5332	0.222
MSI2	0.3704	0.2642	0.3128	0.196
DDX5	0.2158	0.2052	0.2384	0.2332
SLC39A11	0.1007	0.098	0.0783	0.0566
PITPNC1	0.808	0.6026	0.7664	0.532
PRKCA	0.2446	0.154	0.186	0.1012
GRIN2C	0.6866	0.9014	0.6634	0.8822
BPTF	0.4864	0.6988	0.3358	0.5146
LINC00511	0.7804	0.9386	0.7272	0.9334
LDLRAD4	0.432	0.4618	0.4278	0.4368
DLGAP1	0.9488	0.9508	0.95	0.955
ACTG1	0.3058	0.2152	0.2326	0.1532
CABLES1	0.811	0.913	0.826	0.923
DTNA	0.4204	0.5064	0.4154	0.4738
GAREM1	0.5326	0.4316	0.5492	0.4522
MAPK4	0.9576	0.7332	0.957	0.733
CDH2	0.061	0.0584	3e-04	0.0021
AQP4	0.0782	0.0371	0.0872	0.045
PHLPP1	0.7826	0.5598	0.8072	0.6086
C20orf194	0.1886	0.2064	0.2006	0.2098
CDH20	0.0019	0.0017	0.0021	0.0026
PTPRA	0.2202	0.2184	0.1782	0.1866
BCL2	0.7744	0.8246	0.76	0.833
TCF4	0.1766	0.271	0.1346	0.2234
CST3	0.4824	0.5768	0.499	0.561
SNAP25	0.085	0.0287	0.0248	0.0043
ACSS1	0.7612	0.721	0.7566	0.7726
PRNP	0.7076	0.5466	0.6162	0.4506
MACROD2	0.115	0.0675	0.0729	0.0488
PLCB1	0.9354	0.6472	0.9272	0.6172
RALGAPA2	0.38	0.3218	0.383	0.3026
ZHX3	0.2818	0.327	0.12	0.2166
PHACTR3	0.3004	0.2538	0.2522	0.2044
CIRBP	0.1692	0.1852	0.1262	0.1474
APC2	0.421	0.2318	0.4594	0.2406
ATP5F1E	0.53	0.38	0.5502	0.4086
COL5A3	0.1626	0.1948	0.1858	0.217
OLFM2	0.5822	0.7748	0.5884	0.7966
NCAN	0.7964	0.6536	0.6878	0.5488
SLC27A1	0.608	0.6376	0.5546	0.5846
LGI4	0.0605	0.0379	0.0283	0.0267
ZNF98	0.8784	0.5474	0.886	0.5216
HIF3A	0.7004	0.652	0.5882	0.5544
APOE	0.9268	0.5748	0.9106	0.383
SELENOW	0.3486	0.2518	0.3518	0.2596
