gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
RNF220	0.3372	0.458	0.3484	0.4988
FOXJ3	0.234	0.229	0.2622	0.323
LRRC7	0.341	0.3304	0.3004	0.3294
EPS15	0.9344	0.8454	0.9898	0.8912
TMEM59	0.5092	0.4744	0.4238	0.3806
LEPR	0.5978	0.9	0.5296	0.894
SRSF11	0.7022	0.1084	0.7114	0.0846
OSBPL9	0.1982	0.1572	0.0617	0.0581
SGIP1	0.6288	0.8272	0.6564	0.8458
ZRANB2	0.9126	0.9666	0.9586	0.9522
PATJ	0.6624	0.9142	0.6206	0.875
TUT4	0.4282	0.3758	0.1878	0.2004
LRP8	0.572	0.4334	0.3934	0.2404
CACHD1	0.346	0.431	0.3754	0.4614
JAK1	0.677	0.8574	0.6276	0.8208
NFIA	0.5482	0.5994	0.5878	0.6832
NEGR1	0.1878	0.381	0.1282	0.3294
DAB1	0.7446	0.7764	0.8648	0.7952
JUN	0.451	0.81	0.3918	0.7426
PDE4B	0.7502	0.8758	0.7144	0.8824
FAF1	0.3266	0.3216	0.1496	0.164
_ENSG00000036549	0.3366	0.4434	0.1872	0.3532
PKN2	0.466	0.5896	0.2142	0.3692
USP33	0.8886	0.4956	0.9014	0.3372
CDC14A	0.3976	0.481	0.427	0.5348
PALMD	0.9908	0.87	0.991	0.7952
ADGRL2	0.8284	0.556	0.7776	0.4214
PTBP2	0.8412	0.835	0.862	0.8406
PLPPR4	0.559	0.4472	0.3314	0.2506
RPL5	0.4278	0.4688	0.4542	0.4976
ODF2L	0.471	0.7058	0.3716	0.7282
ZNF644	0.3118	0.5104	0.263	0.5004
IFI44L	0.9168	0.7032	0.917	0.6946
ARHGAP29	0.3234	0.381	0.3224	0.479
IFI44	0.508	0.7132	0.3404	0.684
RPL7P9	0.9368	0.8876	0.9734	0.8924
PRKACB	0.4854	0.7564	0.3114	0.7216
ADGRL4	0.9446	0.8204	0.9282	0.6966
ST6GALNAC3	0.8216	0.992	0.7878	0.9946
DPYD	0.5964	0.5492	0.571	0.6102
CSDE1	0.4952	0.6182	0.347	0.5216
MAGI3	0.662	0.9656	0.7356	0.9916
RAP1A	0.4568	0.6832	0.4336	0.705
CAPZA1	0.0289	0.0236	0.0345	0.0183
SORT1	0.0299	0.0275	0.0308	0.0258
SLC16A1_ENSG00000155380	0.193	0.6468	0.085	0.506
ATP1A1	0.31	0.6512	0.2496	0.6662
SRGAP2C	0.958	0.917	0.9834	0.926
SRGAP2B	0.728	0.5842	0.7346	0.523
TRIM33	0.5972	0.4714	0.4068	0.34
MAN1A2	1	0.9796	0.9982	0.9464
RNF115	0.2654	0.3626	0.2644	0.3818
TXNIP	0.6876	0.2752	0.7172	0.3108
ASH1L	0.3158	0.4246	0.1258	0.2454
ENSA	0.7782	0.6004	0.77	0.5928
POGZ	0.4188	0.2934	0.1886	0.1104
GATAD2B_ENSG00000143614	0.2656	0.305	0.0845	0.1632
RPRD2	0.291	0.0850999999999999	0.1442	0.1156
ATP1A2	0.8008	0.5656	0.8504	0.6264
KIFAP3	0.3382	0.6106	0.1474	0.484
RGS4	0.4612	0.8034	0.3376	0.7836
PRRC2C	0.4846	0.69	0.559	0.7604
ATF6	0.356	0.4788	0.3644	0.4428
ATP1B1	0.335	0.6196	0.3028	0.5962
DCAF6	0.324	0.2264	0.2828	0.2484
POU2F1	0.6356	0.5408	0.4492	0.3948
MGST3	0.704	0.8866	0.7534	0.9584
COP1	0.7368	0.8644	0.6462	0.8222
RGS5	0.581	0.432	0.4514	0.3446
RABGAP1L	0.5298	0.7386	0.3898	0.6176
TAGLN2	0.3734	0.6974	0.3026	0.6058
IFI16	0.3978	0.4162	0.4008	0.3642
PBX1	0.9642	0.8254	0.9584	0.9124
DNM3	0.8316	0.8454	0.6228	0.6816
CFH	0.794	0.649	0.872	0.8062
TPR	0.219	0.3068	0.1854	0.3182
RASAL2	0.8656	0.9288	0.7986	0.92
PPP1R12B	0.6344	0.5282	0.689	0.6044
SMG7	0.5842	0.4758	0.3692	0.251
RO60	0.867	0.7384	0.8756	0.7598
CAMSAP2	0.5884	0.886	0.4374	0.8864
CDC73	0.488	0.6528	0.4992	0.5938
GLUL	0.8762	0.8962	0.9012	0.8836
CEP350	0.0475	0.041	0.0056	0.0269
LAMC1	0.3942	0.4552	0.573	0.6262
XPR1	0.9536	0.8976	0.9102	0.8506
HMCN1	0.3906	0.5816	0.1528	0.426
NEK7	0.2566	0.421	0.2088	0.3932
KCNT2	0.7206	0.6536	0.678	0.6364
MIR181A1HG	0.615	0.7394	0.5344	0.6788
ACBD6	0.6618	0.4866	0.618	0.3694
_ENSG00000231767	0.4942	0.9532	0.476	0.932
NUCKS1	0.3174	0.459	0.1912	0.3552
CD46	0.9378	0.9496	0.9198	0.9314
RPS6KC1	0.298	0.4962	0.1628	0.4092
GUK1	0.6558	0.6972	0.522	0.6074
CDC42BPA	0.532	0.6722	0.5602	0.6794
PTPN14	0.8632	0.738	0.8462	0.6414
ENAH	0.2414	0.248	0.1064	0.1834
SLC30A1	0.6926	0.9678	0.5044	0.9286
CD34	0.9702	0.6934	0.9754	0.5814
SLC30A10	0.6862	0.782	0.6802	0.8068
SRGAP2	0.97	0.9906	0.9766	0.9986
ARID4B	0.2282	0.4774	0.1762	0.3532
SDCCAG8_ENSG00000054282	0.4124	0.3126	0.1408	0.1148
SIPA1L2	0.9436	0.9352	0.8988	0.8726
AKT3_ENSG00000117020	0.7074	0.6902	0.7268	0.7104
LYST	0.8796	0.7538	0.8248	0.6682
DISC1	0.1188	0.1054	0.006	0.0101
RPS7	0.4304	0.0969	0.4156	0.1194
PUM2	0.3312	0.2034	0.1052	0.0558
LAPTM4A	0.3776	0.6166	0.2732	0.5634
NCOA1	0.2212	0.2998	0.272	0.375
EFR3B	0.4058	0.265	0.1236	0.0849
RAB10	0.4146	0.8244	0.3788	0.7874
BIRC6	0.6504	0.7154	0.5556	0.6838
ATAD2B	0.214	0.3384	0.1836	0.303
YWHAQ	0.5324	0.4934	0.3252	0.365
KIDINS220	0.8484	0.9688	0.719	0.9046
ROCK2	0.5142	0.4842	0.422	0.3872
SLC5A6	0.473	0.2704	0.3578	0.1364
MBOAT2	0.902	0.8532	0.8216	0.7944
RHOB	0.4348	0.919	0.3086	0.7892
ASAP2	0.6326	0.6862	0.6078	0.7284
NBAS	0.5074	0.4446	0.5216	0.542
BABAM2	0.3488	0.2346	0.2384	0.1682
VSNL1	0.3152	0.5816	0.2554	0.524
ITSN2	0.3198	0.3262	0.249	0.2672
LINC00486	0.6902	0.818	0.6604	0.819
MAP4K3	0.8784	0.9282	0.8494	0.8928
EIF2AK2	0.9972	0.906	0.9928	0.8188
XPO1	0.4652	0.7236	0.2446	0.6404
SPTBN1	0.8262	0.4862	0.61	0.2364
RTN4	0.4754	0.723	0.4268	0.7172
CCDC88A	0.8402	0.8208	0.8092	0.8032
USP34	0.2942	0.6612	0.2012	0.6064
EHBP1	0.8144	0.8102	0.8488	0.7448
PRKD3	0.616	0.4762	0.5356	0.4084
SOS1	0.7076	0.9566	0.6146	0.9726
THADA	0.4316	0.4378	0.1448	0.2882
EPAS1	0.6314	0.65	0.497	0.5228
RAB1A	0.97	0.7928	0.9554	0.7044
ACTR2	0.4118	0.4622	0.2152	0.2752
PREPL	0.4338	0.7204	0.336	0.6996
FBXO11	0.6404	0.6754	0.4538	0.5358
CAMKMT	0.253	0.7118	0.2812	0.8442
RPS27A	0.2218	0.5936	0.1916	0.5376
WDPCP	0.8226	0.6718	0.8206	0.6534
CRIM1_ENSG00000150938	0.437	0.5602	0.3952	0.4772
ACYP2	0.3436	0.2066	0.2696	0.1666
FEZ2	0.3884	0.3174	0.3732	0.2914
PRKCE	0.1254	0.1652	0.043	0.0728
COMMD1	0.365	0.5984	0.1494	0.469
NRXN1	0.361	0.719	0.2942	0.7
SLC8A1	0.4544	0.5782	0.5834	0.725
PELI1	0.1076	0.7124	0.1464	0.7558
MAP4K3-DT	0.7204	0.4712	0.5328	0.2488
TMSB10	0.8804	0.7862	0.8518	0.744
CTNNA2	0.2682	0.748	0.251	0.7328
ZNF638	0.2954	0.4414	0.1902	0.3456
AAK1	0.6086	0.5182	0.5686	0.4788
EXOC6B	0.9984	0.9604	0.9968	0.9118
USP39	0.596	0.4148	0.3504	0.253
VAMP5	0.6022	0.7816	0.5458	0.7828
LRRTM4	0.6478	0.7016	0.7292	0.7818
MAP4K4	0.6424	0.6252	0.4936	0.4716
RPL31	0.019	0.0299	0.0048	0.0116
TMEM131	0.196	0.4044	0.166	0.4304
COX5B	0.9148	0.8444	0.8674	0.79
GCC2	0.7416	0.6612	0.6672	0.6102
ANKRD36	0.6496	0.6706	0.5268	0.601
AFF3	0.6488	0.908	0.6532	0.8686
RANBP2	0.4436	0.5212	0.3908	0.4636
EIF5B	0.8536	0.7546	0.8342	0.755
LIMS1	0.2528	0.6232	0.258	0.587
NPAS2	0.9592	0.7212	0.8258	0.5052
MIR4435-2HG	0.3942	0.4214	0.3348	0.3814
R3HDM1	0.1906	0.2358	0.2466	0.214
LIMS2	0.2338	0.3022	0.144	0.1562
CLASP1	0.2076	0.1742	0.1828	0.2204
RAB3GAP1	0.6558	0.3706	0.4658	0.189
GTDC1	0.1756	0.1048	0.1242	0.0149
WDR33	0.3704	0.9158	0.4958	0.9854
MGAT5	0.869	0.6122	0.845	0.521
LRP1B	0.6142	0.7574	0.5786	0.774
ZEB2	0.5132	0.7442	0.3926	0.6886
MAP3K2	0.192	0.5214	0.1778	0.4824
DPP10	0.117	0.3514	0.1422	0.4684
DYNC1I2	0.429	0.3582	0.333	0.2674
COBLL1	0.6332	0.6042	0.5252	0.4652
ITGA6	0.3786	0.3458	0.1136	0.1168
RAPGEF4	0.6288	0.5386	0.4544	0.3886
MAP3K20	0.7788	0.9214	0.7538	0.9068
ACVR1	0.6328	0.4048	0.4136	0.1666
TANC1	0.482	0.5622	0.4698	0.6012
NFE2L2	0.4194	0.3216	0.3602	0.2912
BAZ2B	0.0724	0.1055	0.0194	0.0741
CHN1	0.462	0.8976	0.4392	0.9304
MARCHF7	0.638	0.5056	0.5924	0.4686
TANK	0.2778	0.2978	0.174	0.2202
PPIG	0.89	0.6854	0.848	0.6482
ITPRID2	0.9618	0.7778	0.932	0.702
PKP4	0.9444	0.987	0.9104	0.9878
ZNF385B	0.4448	0.2306	0.2074	0.082
UBR3	0.7778	0.372	0.641	0.3246
RBMS1	0.4198	0.5598	0.4226	0.551
TTN	0.7558	0.8362	0.7188	0.6916
FMNL2	0.6184	0.6228	0.5204	0.5264
NOSTRIN_ENSG00000163072	0.7984	0.986	0.8214	0.9736
SLC38A11	0.7138	0.8656	0.694	0.8182
UBE2E3	0.508	0.6382	0.3758	0.6434
HNRNPA3	0.5736	0.6158	0.4948	0.5592
SP3	0.3908	0.6626	0.2104	0.569
SESTD1	0.807	0.863	0.7022	0.8704
TLK1	0.7558	0.9082	0.7352	0.8892
STK39	0.8676	0.6982	0.8244	0.655
MBD5	0.4888	0.6956	0.4826	0.7396
_ENSG00000218175	0.359	0.4028	0.3586	0.42
_ENSG00000233762	0.7776	0.4922	0.8146	0.534
_ENSG00000236283	0.6062	0.8588	0.4138	0.7322
CFLAR	0.547	0.9482	0.599	0.8756
TFPI	0.6194	0.8018	0.6336	0.8216
CLK1	0.5514	0.7102	0.4408	0.6656
NCKAP1	0.4332	0.3918	0.1262	0.134
ANKRD44	0.3768	0.2358	0.1902	0.114
MAP2	0.2674	0.6118	0.1604	0.6294
INO80D	0.5324	0.521	0.446	0.4336
PIKFYVE	0.5926	0.8478	0.661	0.9636
FN1	0.8434	0.7286	0.7804	0.643
GLS	0.4882	0.5012	0.2798	0.3352
SF3B1	0.3286	0.162	0.2514	0.0681
PLCL1	0.9408	0.9778	0.9628	0.9878
PARD3B	0.1772	0.1852	0.2592	0.25
NRP2	0.7224	0.937	0.7126	0.9802
KLF7	0.898	0.8316	0.8362	0.794
MYO1B	0.9056	0.7708	0.8934	0.8144
ABI2	0.3604	0.8622	0.2346	0.84
ITGAV	0.3544	0.4332	0.4162	0.4744
NBEAL1	0.1036	0.1074	0.0734	0.1138
KANSL1L	0.4162	0.5286	0.1154	0.2424
RAPH1	0.8522	0.9522	0.8614	0.9378
ERBB4	0.5516	0.7618	0.4934	0.7254
SPATS2L	0.565	0.6888	0.613	0.7524
SLC39A10	0.685	0.5618	0.5194	0.3356
HIBCH	0.2626	0.3442	0.1066	0.1794
BMPR2	0.739	0.9308	0.6196	0.8884
CUL3	0.608	0.0909	0.4282	0.0352
SP100	0.3484	0.513	0.3358	0.53
XRCC5	0.924	0.7276	0.9676	0.6606
TNS1	0.9128	0.9846	0.9652	0.9802
COL4A4	0.6708	0.7742	0.657	0.7682
NCL	0.9014	0.8792	0.9278	0.8366
EPHA4	0.6744	0.5006	0.4358	0.2884
ACSL3	0.6576	0.5316	0.4642	0.327
ITM2C	0.3536	0.592	0.3068	0.6034
SLC19A3	0.7726	0.8992	0.7626	0.9052
PID1	0.6348	0.9446	0.5438	0.8906
TRIP12	0.5778	0.2332	0.6626	0.2458
AGAP1	0.4396	0.3984	0.3324	0.302
SLC16A14	0.9782	0.5872	0.9682	0.4062
SGPP2	0.7704	0.9566	0.7588	0.9206
INPP5D_ENSG00000168918	0.9368	0.9382	0.9488	0.9202
COL4A3	0.6492	0.8232	0.7054	0.833
AGFG1	0.9634	0.9244	0.9482	0.8678
PTMA	0.9816	0.6406	0.9856	0.6606
RPL37A	0.804	0.8346	0.7608	0.7098
GIGYF2	0.3602	0.177	0.1054	0.0426
TOP2B	0.4444	0.4206	0.234	0.3042
TBC1D5	0.0771	0.1814	0.0267	0.0717
SUMF1	0.5108	0.6906	0.3588	0.5894
VGLL4	0.3092	0.1836	0.3244	0.0868
CNTN4	0.0368000000000001	0.0636	0.0681	0.1054
RBMS3	0.6092	0.3962	0.7	0.5018
RPL32	0.5414	0.54	0.4484	0.4478
SLC6A1	0.6044	0.8302	0.6498	0.8532
SNED1	0.9022	0.8552	0.9298	0.7428
SETD5	0.5828	0.3946	0.5262	0.3504
SEPTIN2	0.293	0.496	0.1714	0.4546
RPL15	0.6878	0.9404	0.654	0.9708
UBE2E2	0.5506	0.6262	0.4548	0.531
ATG7	0.455	0.434	0.135	0.1864
ANKRD28	0.1708	0.1662	0.1584	0.1568
SLC6A1-AS1	0.2632	0.2456	0.2544	0.2488
RBMS3-AS3	0.4722	0.4	0.4212	0.3314
RBM5	0.7154	0.663	0.6622	0.7348
RBM6	0.597	0.544	0.316	0.2942
MAP4	0.5202	0.345	0.3928	0.2478
RHOA	0.5312	0.5786	0.4954	0.5198
LRRFIP2	0.1314	0.4048	0.1318	0.4334
GNAI2	0.8496	0.949	0.8622	0.9396
NKTR	0.2092	0.4926	0.1654	0.5216
GOLGA4	0.6804	0.7232	0.4906	0.6068
ANO10	0.5874	0.7718	0.6404	0.8618
PTH1R	0.8678	0.945	0.8374	0.9332
TGFBR2	0.3432	0.3996	0.269	0.354
CLASP2	0.4086	0.486	0.3324	0.4186
SNRK	0.7986	0.898	0.8642	0.917
CTNNB1	0.7112	0.7214	0.506	0.5784
MYRIP	0.7856	0.7466	0.7222	0.594
PDCD6IP	0.8028	0.6596	0.675	0.5374
CMTM8	0.4834	0.8258	0.269	0.663
SMARCC1	0.788	0.6802	0.6842	0.5372
SETD2	0.468	0.5794	0.2712	0.4422
TRAK1	0.5852	0.4766	0.3278	0.2598
CCK	0.3394	0.6432	0.2704	0.6228
RPL14	0.81	0.9894	0.8734	0.998
TMA7	0.613	0.7864	0.5698	0.7764
EPHA3	0.947	0.731	0.8064	0.4926
GBE1	0.5442	0.8462	0.6364	0.9194
FOXP1	0.4032	0.5252	0.1308	0.2378
PDZRN3	0.6192	0.56	0.7606	0.632
FLNB	0.8618	0.96	0.7888	0.9172
PTPRG	0.8404	0.5208	0.7016	0.2414
MAGI1	0.5724	0.2936	0.3274	0.1144
CACNA2D3	0.4688	0.5298	0.3628	0.458
RPL29	0.6616	0.8038	0.6448	0.8116
RYBP	0.5922	0.8828	0.4148	0.8032
PRICKLE2	0.3884	0.2312	0.138	0.0907
SLMAP	0.599	0.645	0.5314	0.6026
PBRM1	0.2116	0.1672	0.0442	0.0659
ARHGEF3	0.6812	0.5338	0.6426	0.5032
CADM2	0.343	0.4868	0.2554	0.4256
ROBO2	0.5014	0.6246	0.583	0.7502
FHIT	0.1372	0.137	0.1084	0.126
ADAMTS9-AS2	0.8068	0.5986	0.6956	0.5322
ARHGAP31	0.4546	0.3714	0.3556	0.294
ST3GAL6	0.5368	0.3454	0.4016	0.2184
GSK3B	0.9714	0.8612	0.9268	0.7174
RPL24	0.794	0.9406	0.7734	0.9294
CBLB	0.0991	0.0507	0.1492	0.0748
BBX	0.1658	0.4814	0.0939	0.338
SENP7	0.128	0.1308	0.0817	0.0775
PHLDB2	0.9468	0.999	0.9254	0.9918
KALRN	0.5686	0.6798	0.6064	0.7376
ZNF148	0.4736	0.5622	0.383	0.52
PARP14	0.7038	0.6474	0.7504	0.634
GOLGB1	0.1768	0.0225	0.1682	0.0204
HEG1	0.7992	0.9624	0.7268	0.9704
ZBTB20	0.1106	0.118	0.125	0.1222
CMSS1	0.5694	0.3544	0.5056	0.3254
LSAMP	0.3584	0.6396	0.2962	0.6424
_ENSG00000242299	0.2558	0.3706	0.3446	0.5222
ATP2C1	0.704	0.903	0.6392	0.8706
WWTR1	0.6796	0.9486	0.7226	0.9544
ATP1B3	0.5344	0.489	0.6204	0.5336
MGLL	0.9798	0.96	0.9938	0.9706
RAB7A	0.6598	0.8858	0.6154	0.8664
XRN1	0.1116	0.2864	0.1068	0.34
STAG1	0.371	0.5162	0.2504	0.4318
MBNL1	0.2274	0.4984	0.2006	0.4228
ZIC1	0.3366	0.4272	0.3316	0.4434
RASA2	0.8408	0.6852	0.6632	0.447
U2SURP	0.505	0.6266	0.2814	0.4916
TMCC1	0.4046	0.2762	0.3486	0.284
P2RY14	0.6398	0.7182	0.6342	0.6946
ZBTB38	0.691	0.7422	0.651	0.6842
_ENSG00000243620	0.326	0.4274	0.3102	0.4906
SEC62	0.8848	0.8876	0.824	0.8706
FNDC3B	0.4722	0.4964	0.5382	0.524
MECOM	0.9876	0.8108	0.9928	0.744
PIK3CA	0.4922	0.5508	0.3814	0.4872
TRA2B	0.0828	0.1174	0.1122	0.1498
PPM1L	0.9182	0.7138	0.923	0.72
CCNL1	0.4068	0.5774	0.3636	0.5216
TTC14	0.6958	0.718	0.579	0.643
NLGN1	0.4078	0.4694	0.3966	0.454
PHC3	0.3056	0.2756	0.0859	0.1204
GOLIM4	0.7854	0.854	0.5656	0.677
RSRC1	0.1046	0.12	0.0402	0.115
TBL1XR1	0.1048	0.0465	0.0254	0.0088
NAALADL2	0.92	0.701	0.8702	0.5356
TFRC	0.9036	0.5148	0.9424	0.5062
ST6GAL1	0.8978	0.8882	0.8984	0.878
DLG1	0.5288	0.5374	0.491	0.514
ADD1	0.2304	0.4102	0.2678	0.4096
FGF12	0.2306	0.2316	0.2218	0.244
HES1	0.8532	0.4808	0.8644	0.4894
ACAP2	0.1886	0.2836	0.2214	0.2484
LPP	0.7684	0.6382	0.7184	0.5738
CCDC50	0.8184	0.8368	0.7268	0.7556
EIF4A2	0.5972	0.771	0.5368	0.7678
ATP5ME	0.8526	0.7666	0.9554	0.8348
RPL35A	0.275	0.1972	0.2478	0.1674
LRCH3	0.1664	0.1476	0.0384	0.0475
LIMCH1	0.9152	0.9016	0.8688	0.859
TBC1D1	0.8126	0.9306	0.8232	0.875
FRYL	0.9644	0.9312	0.9874	0.9408
UBE2K	0.2126	0.3646	0.215	0.3724
OCIAD1	0.9086	0.7752	0.8728	0.741
KLHL5	0.5666	0.5656	0.4408	0.4252
PDS5A	0.7726	0.8254	0.6558	0.7832
UCHL1	0.4136	0.718	0.3536	0.6712
APBB2	0.8258	0.7362	0.6014	0.4834
RBPJ	0.2772	0.1776	0.1126	0.0892
LDB2	0.0134	0.0218	0.006	0.0058
LCORL	0.2296	0.342	0.2208	0.319
RELL1	0.428	0.937	0.461	0.9462
KCNIP4_ENSG00000185774	0.4346	0.966	0.3754	0.9772
RUFY3	0.9792	0.6484	0.9916	0.6288
YTHDC1_ENSG00000083896	0.986	0.8878	0.9946	0.7996
CCNI	0.4788	0.2694	0.2838	0.0931
ANKRD17	0.169	0.4322	0.1548	0.3708
TMEM165	0.3032	0.324	0.2042	0.2738
CLOCK	0.4166	0.4788	0.307	0.3342
HNRNPD	0.114	0.0306	0.0925	0.0114
RASGEF1B	0.544	0.544	0.4832	0.522
SEPTIN11	0.2868	0.4316	0.1504	0.2874
SCARB2	0.761	0.856	0.6304	0.8442
CNOT6L	0.7838	0.789	0.6976	0.7032
SCD5	0.8212	0.7764	0.7988	0.707
ADGRL3	0.4248	0.6024	0.3622	0.5714
HNRNPDL	0.9844	0.9466	0.9854	0.9616
MT2P1_ENSG00000162840	0.4454	0.8724	0.5182	0.8634
IGFBP7	0.607	0.9112	0.4156	0.9206
UBE2D3	0.41	0.3826	0.3352	0.3248
MAPK10	0.8508	0.9496	0.9046	0.9558
RPL34	0.2546	0.195	0.364	0.2844
PKD2	0.3498	0.2652	0.2774	0.2382
ABCG2	0.858	0.5326	0.8106	0.3616
SEC31A	0.1016	0.3002	0.0921	0.2824
RAP1GDS1	0.9518	0.8642	0.9784	0.7602
PDE5A	0.4026	0.573	0.277	0.4822
PPA2	0.2642	0.0791	0.1828	0.0501
LEF1	0.7212	0.7674	0.7442	0.771
SEC24B	0.8538	0.6692	0.8666	0.6704
PPP3CA	0.3342	0.4584	0.1472	0.2798
SLC39A8	0.6108	0.825	0.4722	0.6912
TBCK	0.1962	0.447	0.211	0.4384
CAMK2D	0.7598	0.6678	0.7964	0.5984
ANK2	0.9034	0.9938	0.852	0.99
USP53	0.6742	0.8018	0.6308	0.7868
SPARCL1	0.7398	0.8158	0.5662	0.7366
PDLIM5	0.7434	0.884	0.7022	0.889
WDFY3	0.1348	0.4118	0.1904	0.476
DNAJB14	0.4906	0.613	0.3808	0.5752
EMCN	0.8236	0.6576	0.6798	0.4244
TSPAN5	0.7764	0.547	0.5392	0.3302
AFF1	0.1962	0.2014	0.192	0.1952
UNC5C	0.5618	0.6596	0.596	0.7196
CCSER1	0.177	0.307	0.1364	0.2302
ARHGAP10	0.7324	0.772	0.7224	0.7416
ELF2	0.2302	0.4588	0.1914	0.4912
INPP4B	0.2308	0.2748	0.2748	0.319
GAB1	0.9758	0.9502	0.8242	0.8394
FBXW7	0.2616	0.3144	0.0785	0.1388
SH3D19	0.5416	0.5654	0.404	0.4528
GRIA2	0.2184	0.2468	0.1768	0.226
KIAA1109	0.8148	0.9226	0.8456	0.9342
TRPC3	0.9258	0.9862	0.935	0.9784
SLC7A11	0.1888	0.2398	0.2152	0.352
NR3C2	0.4644	0.2516	0.2308	0.0995
ARFIP1	0.535	0.8732	0.5718	0.8544
DCLK2	0.186	0.2956	0.1144	0.2364
MAML3	0.8654	0.8638	0.8104	0.8224
LRBA	0.295	0.4982	0.3018	0.5444
CPE	0.4108	0.5286	0.3528	0.478
RAPGEF2	0.934	0.7322	0.8648	0.5888
SLC12A7_ENSG00000113504	0.9376	0.9424	0.9674	0.9872
GPM6A	0.4828	0.7526	0.4264	0.8036
WWC2	0.826	0.8694	0.7884	0.7938
SH3RF1	0.8496	0.9194	0.8282	0.8822
SORBS2	0.9108	0.6334	0.8322	0.3962
STOX2	0.3096	0.1416	0.0899	0.064
SPOCK3	0.7386	0.9018	0.6538	0.9598
TRIO	0.9958	0.8424	0.9898	0.8372
ZFR	0.17	0.1926	0.226	0.2306
SLC1A3	0.2122	0.2702	0.0617	0.1274
WDR70	0.4994	0.4614	0.2926	0.3388
SEMA5A	0.7352	0.8398	0.764	0.8478
CDH6	0.6808	0.62	0.7104	0.68
SUB1	0.5788	0.9692	0.5566	0.9826
LIFR	0.9994	0.9896	0.9974	0.9998
PDZD2	0.5442	0.3512	0.4966	0.3114
MARCHF6	0.554	0.8636	0.3354	0.784
MYO10	0.8442	0.9394	0.8434	0.9024
ANKH	0.5392	0.6682	0.5274	0.6596
NIPBL	0.341	0.5956	0.2466	0.579
CTNND2	0.7486	0.7998	0.708	0.7234
BASP1	0.268	0.5522	0.1694	0.4738
FBXL7	0.1558	0.1258	0.1834	0.1518
GUSBP1	0.8388	0.6044	0.7496	0.4706
GPBP1	0.0186	0.0107	0.0102	0.0046
PLPP1	0.2118	0.368	0.2642	0.356
MAST4	0.1046	0.0919	0.0719	0.0781
TNPO1	0.4368	0.5828	0.4466	0.5438
MAP3K1	0.7194	0.4372	0.5478	0.2884
ERBIN	0.2564	0.28	0.1758	0.2584
PDE4D	0.7532	0.9678	0.7148	0.9552
ZSWIM6	0.4042	0.4776	0.3954	0.4644
MAP1B	0.2674	0.5798	0.2074	0.5396
IL6ST	0.9934	0.9346	0.9812	0.9196
PIK3R1	0.4552	0.7878	0.4758	0.8394
BDP1_ENSG00000145734	0.5626	0.5446	0.5332	0.5636
FCHO2	0.6642	0.875	0.57	0.8722
ELOVL7	0.3144	0.734	0.2868	0.666
RICTOR	0.453	0.3496	0.4986	0.3952
ARL15	0.3916	0.728	0.436	0.7016
