geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer
varDE	0.109	0.059	0.002	0.002	0.114	0.067	0.003	0.002	0.203825707130108	4.03211703270838e-23	0.110864547927815
meanDE	0.84	0.89	0.866	0.859	0.866	0.879	0.854	0.86	0.735738337626377	2.68785325369989e-07	0.952777367281171
meanDE	0.533	0.889	0.446	0.448	0.574	0.934	0.477	0.449	0.341859906608773	6.34244365459543e-06	0.171653688693423
varDE	0.808	0.716	0.566	0.502	0.788	0.741	0.591	0.531	0.237132037149115	9.5432375212221e-10	0.512366016687941
EE	0.774	0.952	0.735	0.931	0.763	0.962	0.715	0.931	0.357114845983246	0.0111126965668152	0.318520309427103
EE	0.19	0.229	0.278	0.972	0.199	0.257	0.284	0.966	0.440818735687693	8.28261286968869e-05	0.733205918004171
EE	0.308	0.184	0.15	0.029	0.343	0.203	0.161	0.035	0.482598913598499	3.15677767649743e-07	0.792621962383415
EE	0.755	0.691	0.578	0.741	0.776	0.664	0.546	0.772	0.525450089009556	0.153057866588771	0.601936497638421
varDE	0.168	0.087	0.068	0.782	0.151	0.079	0.066	0.788	0.765890680746696	3.48169141659896e-27	1.14011497748808e-05
meanDE	0.062	0.052	0.111	0.3	0.073	0.065	0.106	0.35	0.110501909028619	1.41931365304109e-11	0.0863433921124065
EE	0.448	0.489	0.678	0.018	0.472	0.474	0.702	0.011	0.312509590037806	0.000423190034630519	0.373996752800349
EE	0.115	0.089	0.14	0.413	0.117	0.084	0.132	0.41	0.0260754877788468	2.37746051036373e-39	0.128145587705397
EE	0.301	0.342	0.35	0.353	0.296	0.358	0.355	0.346	0.147510352840295	0.560098750483841	0.190885739224689
EE	0.569	0.7	0.731	0.78	0.511	0.661	0.672	0.765	0.768845925700445	0.027404665801697	0.40138826542964
EE	0.949	0.71	0.917	0.825	0.951	0.704	0.908	0.837	0.901810386445744	0.19622852074633	0.972795583003574
EE	0.831	0.775	0.785	0.507	0.798	0.813	0.781	0.531	0.685904739735083	0.215982566291273	0.134333480789058
EE	0.922	0.991	0.832	0.049	0.923	0.982	0.819	0.056	0.8370885736621	0.947482630956241	0.932360525091515
EE	0.857	0.913	0.653	0.378	0.868	0.9	0.637	0.374	0.505598323418036	0.00270928412177433	0.43590332849895
EE	0.306	0.281	0.27	0.303	0.34	0.29	0.286	0.336	0.848103492999073	0.541452317973184	0.301262288008775
EE	0.01	0.02	0.01	0.012	0.014	0.024	0.009	0.01	0.0079447284214001	2.07062799661194e-87	0.0370095582319726
EE	0.689	0.562	0.83	0.707	0.692	0.602	0.838	0.698	0.77268549800271	0.0450639473280095	0.904370666267349
EE	0.024	0.014	0.02	0.055	0.015	0.011	0.027	0.054	0.00489589528602421	8.68451204567161e-30	0.00154800062492626
EE	0.949	0.784	0.984	0.777	0.93	0.808	0.979	0.801	0.757608534920967	0.210336997588628	0.894193149812078
EE	0.782	0.762	0.509	0.978	0.767	0.763	0.511	0.975	0.612559026860716	0.46855168317346	0.873847998244127
EE	0.646	0.59	0.631	0.847	0.605	0.543	0.6	0.847	0.615465263406658	0.0166987130074685	0.818922497851648
EE	0.273	0.31	0.418	0.653	0.312	0.344	0.409	0.681	0.214075030966372	0.170014585387255	0.366688374760759
EE	0.451	0.511	0.4	0.632	0.428	0.466	0.379	0.609	0.289251877143537	0.000217364780904569	0.612196305623542
EE	0.91	0.85	0.969	0.459	0.925	0.83	0.973	0.424	0.65781010754065	1.45290438358674e-05	0.816083507491303
EE	0.811	0.689	0.65	0.574	0.812	0.664	0.648	0.549	0.759731712830629	5.09425108304445e-11	0.73777663311582
EE	0.361	0.301	0.585	0.956	0.369	0.328	0.626	0.963	0.815172713157388	0.531589978975031	0.807384723351062
meanDE	0.086	0.05	0.051	0.18	0.087	0.062	0.062	0.186	0.101500190849553	0.0224851375726854	0.0818810121435972
EE	0.03	0.027	0.14	0.722	0.027	0.025	0.184	0.717	0.19713560351208	0.00562051494073023	0.52147822866844
EE	0.127	0.224	0.175	0.539	0.144	0.232	0.197	0.563	0.115160032776577	1.57637769602409e-79	0.195576077453139
EE	0.174	0.34	0.244	0.073	0.196	0.39	0.297	0.092	0.110248047997486	0.0168491866099855	0.165110156275187
EE	0.767	0.898	0.848	0.99	0.758	0.888	0.846	0.981	0.775075638312443	0.483771307845022	0.646699630629612
EE	0.599	0.562	0.869	0.826	0.561	0.513	0.845	0.804	0.644379408277888	6.7370692949273e-06	0.558208052712188
meanDE	0.518	0.427	0.344	0.438	0.538	0.461	0.382	0.472	0.794196325220212	0.718939390934057	0.812954577946614
EE	0.851	0.987	0.62	0.729	0.855	0.993	0.603	0.705	0.852837033956252	0.581263488332859	0.757290788162731
EE	0.877	0.665	0.929	0.256	0.844	0.664	0.915	0.257	0.541747400418727	1.07972163697841e-08	0.287640411296528
EE	0.958	0.697	0.999	0.652	0.969	0.707	0.998	0.644	0.997880059682217	0.565967500826645	0.563997578190805
EE	0.085	0.151	0.05	0.013	0.047	0.092	0.018	0.007	0.677135351548422	0.0701363191506885	0.708389698518695
EE	0.885	0.843	0.846	0.441	0.904	0.846	0.852	0.455	0.983132784684617	0.149771588451332	0.457710650582537
meanDE	0.075	0.114	0.072	0.196	0.095	0.126	0.091	0.214	0.0192021942085775	1.2520905845235e-57	0.00303590203018057
EE	0.29	0.463	0.335	0.285	0.315	0.438	0.371	0.297	0.39664694688641	6.12271947842048e-07	0.619814760786509
meanDE	0.254	0.263	0.205	0.17	0.3	0.313	0.269	0.181	0.222957815191227	5.69805295700595e-12	0.286688345989195
EE	0.242	0.249	0.161	0.265	0.255	0.282	0.13	0.238	0.169706388049789	0.081951045714411	0.582208756170157
EE	0.763	0.659	0.816	0.943	0.788	0.686	0.803	0.95	0.708923724002607	0.00972331292468738	0.778569884913224
EE	0.293	0.159	0.471	0.578	0.255	0.174	0.45	0.582	0.409077820842576	6.17959643265826e-13	0.31158986200416
varDE	0.516	0.256	0.316	0.105	0.507	0.29	0.34	0.091	0.782114774478896	2.61532109028997e-11	0.112225369956446
EE	NA	NA	0.911	0.589	NA	NA	0.911	0.543	0.95649302150132	0.243508292247395	0.927238785596102
EE	0.112	0.117	0.142	0.55	0.111	0.116	0.124	0.537	0.601955513435618	0.0366781599122237	0.166142688787681
EE	0.49	0.706	0.058	0.06	0.498	0.745	0.041	0.071	0.676038661564181	0.474414015276231	0.615854095664905
varDE	0.128	0.018	0.161	0.1	0.158	0.029	0.157	0.089	0.640498393643474	2.92569370578868e-14	2.60148359878884e-05
varDE	0.357	0.212	0.185	0.115	0.304	0.175	0.156	0.099	0.341433122021056	6.51760980598613e-191	0.196982465828995
EE	0.639	0.764	0.779	0.922	0.632	0.768	0.737	0.918	0.645722875803352	0.795898636054432	0.711615350977206
EE	0.776	0.831	0.941	0.984	0.801	0.827	0.943	0.991	0.924351289062451	0.00158471299918754	0.658485595781988
meanDE	0.881	0.802	0.93	0.869	0.874	0.755	0.934	0.853	0.663004243633913	0.133118431127217	0.816124470799568
EE	0.221	0.343	0.484	0.444	0.202	0.293	0.465	0.459	0.709122268075048	0.0476066886338092	0.194113133528849
EE	0.468	0.617	0.776	0.677	0.408	0.564	0.738	0.64	0.485576902010688	1.82153297121107e-06	0.853399814465352
varDE	0.48	0.554	0.81	0.433	0.45	0.48	0.792	0.422	0.960395802749423	1.10002243616396e-06	0.0987658096084305
EE	0.923	0.935	0.698	0.286	0.923	0.925	0.692	0.27	0.704803237588482	0.268490972739601	0.959230591279907
EE	0.747	0.708	0.713	0.872	0.699	0.685	0.664	0.855	0.466468568324117	0.495718600739647	0.457043739599574
EE	0.898	0.954	0.7	0.441	0.888	0.955	0.719	0.427	0.672378112097602	0.765061047999927	0.524095428237415
EE	0.205	0.195	0.178	0.582	0.184	0.204	0.165	0.528	0.285722070503923	8.41993292386074e-05	0.441212246512126
EE	0.538	0.785	0.488	0.8	0.561	0.795	0.499	0.843	0.511627377441112	2.54558916394215e-05	0.94731358964169
EE	0.139	0.095	0.188	0.516	0.138	0.1	0.198	0.547	0.0441539989773025	3.97893566867265e-06	0.0213801673196027
varDE	0.559	0.639	0.51	0.799	0.589	0.67	0.517	0.73	0.382711284301665	5.76597901281228e-22	0.334648487657589
EE	0.9	0.927	0.814	0.522	0.906	0.927	0.866	0.559	0.966148793629479	0.136364786996302	0.471409902262749
EE	0.678	0.739	0.291	0.654	0.654	0.735	0.287	0.671	0.286775483345285	0.101825138697173	0.542712288424094
meanDE	0.147	0.187	0.012	0.272	0.179	0.201	0.03	0.265	0.00401536840196113	3.10518127069331e-09	0.00169847932988729
EE	0.86	0.741	0.994	0.419	0.862	0.755	0.986	0.261	0.788704775269073	0.106284883401083	0.851797966733788
EE	0.099	0.128	0.118	0.104	0.075	0.092	0.092	0.093	0.0448296559394568	1.52165923834e-41	0.0408212653739102
meanDE	0.142	0.068	0.141	0.033	0.174	0.087	0.128	0.049	0.0319966502024581	6.74101005163389e-15	0.00488059426328122
EE	0.101	0.154	0.159	0.127	0.106	0.137	0.157	0.113	0.0336040798052525	1.4823694291824e-57	0.0527982543246514
EE	0.651	0.675	0.944	0.921	0.638	0.663	0.96	0.898	0.840064596824316	4.16406838011834e-11	0.405958979258815
EE	0.88	0.93	0.695	0.878	0.878	0.939	0.689	0.857	0.879040655906187	0.373504121255124	0.668131145067103
varDE	0.163	0.025	0.149	0.01	0.1	0.009	0.08	0.002	0.37325136108075	4.83783841880827e-20	0.0867265099876882
EE	0.512	0.298	0.401	0.151	0.512	0.312	0.411	0.14	0.60599619692724	4.31274683721865e-05	0.520298141342064
EE	0.544	0.813	0.987	0.914	0.543	0.791	0.991	0.886	0.582445485313044	0.0729262768994215	0.294897511049659
EE	0.951	0.995	1	0.782	0.95	0.981	0.999	0.808	0.883707040774276	0.197023117922566	0.821186949841176
EE	0.959	0.983	0.964	0.905	0.961	0.981	0.959	0.909	0.844408344616447	0.000254376644625811	0.965164904395933
varDE	0.015	0.001	0.02	0.001	0.015	0.001	0.016	0.001	0.624518086041972	3.88055437733873e-21	3.23261744198885e-05
EE	0.102	0.122	0.074	0.336	0.1	0.117	0.095	0.351	0.490172515882261	0.0448190661626906	0.32968993141154
EE	0.317	0.351	0.564	0.667	0.308	0.346	0.567	0.644	0.930202746148202	0.385765549385792	0.310954402532134
EE	0.466	0.554	0.615	0.514	0.475	0.563	0.616	0.542	0.355632089479936	3.32776077451541e-29	0.442437169955306
EE	0.29	0.195	0.382	0.869	0.334	0.2	0.419	0.866	0.270550029391609	0.0684499268886732	0.13663419603191
EE	0.543	0.341	0.757	0.664	0.525	0.331	0.754	0.698	0.64271175439944	1.69808743654785e-05	0.921943632397582
EE	0.443	0.672	0.526	0.765	0.36	0.634	0.439	0.711	0.585958389944635	8.13360750426468e-12	0.697496034551189
EE	0.254	0.135	0.19	0.753	0.224	0.112	0.173	0.711	0.070569158726639	1.07135040892926e-56	0.0147994437873381
EE	0.349	0.165	0.461	0.22	0.385	0.196	0.49	0.198	0.409047485256251	0.000842484811772	0.191424196929976
EE	0.48	0.75	0.532	0.581	0.464	0.739	0.522	0.55	0.433180288416755	0.00961381663435493	0.663510992659321
varDE	0.37	0.352	0.359	0.172	0.396	0.404	0.36	0.2	0.0289053400978603	1.30846665887377e-23	0.000106502422404351
EE	0.205	0.357	0.191	0.275	0.197	0.33	0.178	0.275	0.048620407966347	9.05219019336881e-57	0.226033935197212
EE	0.6	0.466	0.23	0.06	0.573	0.468	0.255	0.041	0.406095958970365	0.000769051579603421	0.377947795405122
meanDE	0.207	0.105	0.164	0.781	0.166	0.099	0.166	0.815	0.153915370700311	1.85493487404511e-24	0.0609899342179849
EE	0.605	0.462	0.467	0.663	0.633	0.46	0.464	0.678	0.770690037528764	0.012594021317123	0.578525574113599
EE	0.083	0.057	0.078	0.064	0.102	0.062	0.087	0.072	0.0770601901403552	6.5458231459124e-21	0.032093965482393
EE	0.569	0.365	0.444	0.415	0.575	0.368	0.447	0.374	0.697186910033241	0.285299268449024	0.591199786924827
meanDE	0.008	0.011	0.006	0.019	0.007	0.011	0.007	0.016	0.00133191111919925	2.1562035958186e-62	0.000297228008747512
meanDE	0.734	0.648	0.471	0.664	0.723	0.681	0.496	0.696	0.623497830905036	0.00128893860320884	0.672466392286874
varDE	0.056	0.052	0.024	0.16	0.042	0.031	0.014	0.185	0.0819173972295663	3.65594823372808e-28	2.2617430011675e-05
EE	0.421	0.39	0.438	0.626	0.339	0.312	0.34	0.611	0.290599066201773	2.70926865707451e-08	0.362146179964815
varDE	0.327	0.372	0.207	0.254	0.311	0.364	0.195	0.272	0.339604763478324	4.47031496119908e-18	4.31250254162809e-07
EE	0.253	0.304	0.308	0.532	0.232	0.239	0.264	0.527	0.185723888367413	5.24834794598879e-23	0.174494989023501
EE	0.259	0.286	0.234	0.632	0.286	0.298	0.24	0.684	0.0697613133498309	2.15586873712957e-16	0.0714820346141041
EE	0.078	0.134	0.248	0.087	0.076	0.119	0.248	0.108	0.050266213277733	7.54010603785785e-44	0.00670684760496914
meanDE	0.102	0.074	0.087	0.922	0.094	0.063	0.085	0.921	0.0409230628151066	2.50550373210781e-16	0.101161981676919
meanDE	0.32	0.38	0.039	0.639	0.335	0.366	0.048	0.65	0.0505198297631251	5.07903281290423e-07	0.389512942803318
varDE	0.125	0.029	0.15	0.03	0.119	0.013	0.135	0.029	0.283504669687601	4.44172924065071e-12	0.00905688505037092
EE	0.822	0.99	0.918	0.745	0.807	0.981	0.887	0.711	0.996706257534619	0.208145799097079	0.973636379388526
EE	0.114	0.13	0.145	0.101	0.117	0.132	0.145	0.092	0.0994023699401807	3.68665788244088e-10	0.0243669972126131
EE	0.441	0.475	0.184	0.265	0.469	0.5	0.232	0.311	0.127440133470116	1.0413133521033e-15	0.0869412051440231
EE	0.659	0.848	0.617	0.934	0.674	0.838	0.647	0.945	0.317328031158202	0.0935028455940392	0.347898136914925
EE	0.096	0.126	0.114	0.039	0.116	0.123	0.121	0.034	0.19684532786336	0.000138496730734224	0.0786924560301795
EE	0.392	0.466	0.29	0.292	0.397	0.511	0.321	0.295	0.28777843333241	0.0175884202935741	0.60491321867434
EE	0.317	0.635	0.403	0.674	0.268	0.607	0.383	0.695	0.15694463260718	6.11238104773371e-07	0.127329301789975
EE	0.451	0.525	0.472	0.791	0.463	0.474	0.485	0.776	0.816204935044056	0.0665281407887977	0.0804461910320182
EE	0.477	0.47	0.331	0.529	0.416	0.398	0.267	0.416	0.260648128473418	5.02416384064296e-09	0.18705262747732
EE	0.484	0.408	0.252	0.232	0.41	0.354	0.194	0.204	0.172328923012634	0.514957695552905	0.140064231341242
EE	0.218	0.184	0.31	0.332	0.205	0.192	0.3	0.279	0.487261516809787	0.224861738872605	0.535541409704749
EE	0.256	0.153	0.348	0.644	0.284	0.195	0.377	0.674	0.491816098997187	0.00552096328527078	0.690140256734746
varDE	0.545	0.67	0.594	0.66	0.593	0.665	0.614	0.659	0.714986435738009	0.00210763903149594	0.58103568820643
meanDE	0.529	0.621	0.25	0.397	0.509	0.596	0.254	0.398	0.270763306059926	0.345987432591693	0.491727243555587
EE	0.772	0.845	0.764	0.894	0.739	0.833	0.721	0.906	0.302538736491412	2.23635411842851e-06	0.331295294412326
EE	0.289	0.222	0.213	0.189	0.274	0.217	0.195	0.184	0.111892173682641	5.28429101486806e-24	0.0959070959456755
EE	0.783	0.512	0.594	0.575	0.78	0.489	0.597	0.575	0.837250898193941	3.51857211140361e-64	0.335936174831999
meanDE	0.996	0.952	0.954	0.795	0.999	0.937	0.963	0.798	0.985942905889666	3.12731520203025e-14	0.767833733213573
meanDE	0.82	0.927	0.908	0.218	0.811	0.927	0.907	0.22	0.94277358760366	0.983883713164574	0.973627322725341
EE	0.427	0.649	0.335	0.587	0.447	0.658	0.324	0.625	0.560352145167437	0.0106479944786399	0.920011186571478
EE	0.353	0.432	0.373	0.881	0.379	0.435	0.373	0.857	0.880503974049317	0.777116797837666	0.987208479203518
EE	0.626	0.614	0.564	0.745	0.665	0.634	0.579	0.762	0.998428365781917	0.045542993306812	0.977935620083782
EE	0.118	0.107	0.22	0.134	0.096	0.076	0.202	0.117	0.0846160798950386	1.28167744228855e-29	0.115276510695037
EE	0.294	0.233	0.309	0.048	0.25	0.182	0.291	0.089	0.0879280589529953	7.27156533174927e-05	0.0480490694614029
EE	0.655	0.379	0.352	0.927	0.678	0.416	0.359	0.904	0.3336105198178	0.0799280370607952	0.286110880037006
varDE	0.282	0.104	0.452	0.914	0.321	0.125	0.457	0.915	0.77028408613487	9.86730334578467e-10	0.00183449561168999
EE	0.753	0.524	0.903	0.924	0.75	0.561	0.919	0.934	0.825696248236181	0.0169921412243577	0.862957993722637
EE	0.934	0.976	0.47	0.386	0.927	0.964	0.495	0.395	0.0413974481113694	1.17429917651844e-11	0.0275263859185462
varDE	0.213	0.228	0.399	0.41	0.232	0.26	0.426	0.456	0.46624355571366	1.1222522712475e-24	0.000156182750496866
varDE	0.57	0.615	0.369	0.421	0.515	0.534	0.269	0.245	0.229412604947294	2.84253250938107e-13	0.0378421360299853
EE	0.311	0.328	0.719	0.519	0.318	0.297	0.732	0.522	0.83987811966602	0.693452071983117	0.99317308671328
EE	0.297	0.413	0.326	0.82	0.356	0.434	0.339	0.856	0.323346768320631	0.0701126606192349	0.443571168242629
EE	0.044	0.031	0.042	0.204	0.04	0.038	0.03	0.224	0.036633229053387	7.52748333657142e-11	0.0136111668109441
EE	0.969	0.774	0.728	0.753	0.97	0.782	0.726	0.724	0.938731191907112	0.0148223491839529	0.902435252101375
EE	0.981	0.704	0.959	0.964	0.971	0.755	0.96	0.963	0.843767271644559	0.257239623162736	0.944327000365846
EE	0.519	0.429	0.643	0.897	0.481	0.356	0.629	0.538	0.456224636358649	0.00174429753839196	0.601941274929042
EE	0.367	0.271	0.135	0.233	0.369	0.26	0.138	0.217	0.0531711072475312	1.47940014144503e-154	0.0979890522978628
EE	0.377	0.249	0.642	0.839	0.375	0.25	0.65	0.858	0.78344138969646	0.323128778028583	0.891244389641995
EE	0.499	0.47	0.451	0.257	0.555	0.49	0.478	0.254	0.322681509732332	1.67269591186978e-08	0.282973615099908
EE	0.848	0.797	0.605	0.508	0.78	0.686	0.49	0.404	0.1932383141279	0.000106279298811351	0.557321928051219
EE	0.606	0.402	0.827	0.959	0.571	0.406	0.842	0.965	0.78992711793901	0.0446226572981258	0.861414625608905
meanDE	0.057	0.082	0.026	0.927	0.067	0.101	0.018	0.934	0.0426818636455355	5.96041780772465e-05	0.147051071360248
EE	0.742	0.945	0.927	0.984	0.759	0.947	0.916	0.983	0.905448835690663	0.448720008867483	0.808048564557778
EE	0.44	0.47	0.452	0.954	0.44	0.476	0.476	0.955	0.349728058735411	0.00533949840546594	0.518227436732126
meanDE	0.668	0.755	0.168	0.493	0.666	0.754	0.178	0.471	0.0737845621914345	0.000203380186194042	0.0648443606704294
EE	0.811	0.898	0.737	0.778	0.806	0.905	0.754	0.775	0.714447156987036	1.45430587735535e-09	0.879608046436426
EE	0.942	0.524	0.946	0.95	0.932	0.511	0.939	0.976	0.884271109311991	0.661457135721266	0.67624256759361
EE	0.069	0.087	0.048	0.835	0.085	0.094	0.066	0.872	0.0215460682846679	7.68183460257003e-13	0.0354526190050913
meanDE	0.36	0.247	0.39	0.812	0.347	0.247	0.389	0.788	0.254832025502661	1.41666540335046e-06	0.402130425406564
EE	0.133	0.163	0.178	0.899	0.136	0.17	0.186	0.904	0.21026870868222	6.0812803781482e-06	0.179153476021697
EE	0.439	0.294	0.371	0.467	0.476	0.318	0.416	0.528	0.037923922584593	2.23636598507043e-31	0.162294911450129
EE	0.638	0.723	0.523	0.329	0.603	0.689	0.519	0.354	0.391805565312347	0.000277540267528771	0.100399294406184
EE	0.588	0.584	0.166	0.661	0.604	0.575	0.161	0.638	0.181671064730205	0.235394503488326	0.538398113305614
EE	0.995	0.883	0.899	0.795	0.993	0.876	0.912	0.81	0.668930635307934	0.449019836870768	0.972497356264559
varDE	0.004	0.001	0.001	0.011	0.002	0.001	0.002	0.015	0.254074414335657	6.36819798256139e-26	0.024187733389073
EE	0.452	0.574	0.534	0.654	0.466	0.591	0.569	0.68	0.26037455755883	2.36757617220128e-09	0.369688314686541
EE	0.941	0.822	0.714	0.012	0.935	0.847	0.732	0.021	0.718634110097097	1.48066454133831e-17	0.994075792516647
meanDE	0.346	0.467	0.801	0.138	0.354	0.426	0.786	0.129	0.721044671411002	0.00124724854294955	0.53939196809025
EE	0.348	0.285	0.634	0.249	0.371	0.291	0.622	0.263	0.951869832195963	0.168149666373827	0.864995124889267
EE	0.688	0.465	0.726	0.703	0.688	0.484	0.723	0.737	0.65154407802066	0.481127183376968	0.538665232002676
EE	0.258	0.448	0.137	0.134	0.239	0.429	0.133	0.127	0.155318691497983	4.90074130914173e-18	0.0797998633735176
EE	0.289	0.279	0.446	0.819	0.304	0.288	0.443	0.834	0.384486062906118	0.00975467370684221	0.386823589928883
EE	0.937	0.969	0.616	0.349	0.935	0.976	0.6	0.305	0.263009103637653	0.0141872300941923	0.482455721507388
EE	0.707	0.799	0.977	0.837	0.675	0.795	0.973	0.811	0.98822386485581	0.0936181315691988	0.980488276811405
EE	0.864	0.938	0.735	0.8	0.861	0.947	0.718	0.811	0.991202045972053	0.0771421114464666	0.93767472399733
EE	0.291	0.303	0.581	0.12	0.28	0.328	0.601	0.121	0.156649863300433	2.53252415344072e-11	0.206210947254971
varDE	0.062	0.002	0.021	0.001	0.06	0.002	0.014	0.003	0.720310968717319	4.64113581170938e-27	0.0361638469870693
EE	0.8	0.865	0.772	0.529	0.796	0.869	0.788	0.535	0.99257852009917	0.0166210351157089	0.931404595082051
EE	0.16	0.177	0.178	0.187	0.151	0.143	0.17	0.173	0.108669414845743	4.26447056696614e-11	0.0949365231419352
EE	0.653	0.761	0.505	0.567	0.644	0.739	0.501	0.491	0.323448983956571	2.07706693245431e-18	0.329213630836927
EE	0.865	0.986	0.749	0.954	0.823	0.986	0.764	0.958	0.67999267493306	0.235472197922122	0.875953051130256
EE	0.306	0.234	0.447	0.532	0.26	0.187	0.371	0.541	0.453696468995737	0.0420323817610072	0.843512321594758
EE	0.464	0.576	0.233	0.155	0.463	0.549	0.206	0.14	0.12437350012716	3.97675248736358e-05	0.334764989827114
meanDE	0.023	0.025	0.038	0.152	0.019	0.013	0.021	0.15	0.0157596351737583	2.74496960648493e-27	0.0111518964203257
varDE	0.298	0.03	0.088	0.083	0.313	0.034	0.081	0.092	0.345278741912215	8.96206749103631e-42	2.28235668254003e-07
