gene	DDcategory	Clusters.combined	Clusters.c1	Clusters.c2	nonzero.pvalue	nonzero.pvalue.adj	zero.pvalue	zero.pvalue.adj	combined.pvalue	combined.pvalue.adj
gene30	DM	1	2	3	0	0	5.43376833775992e-06	1.25636262144738e-05	0	0
gene31	NS	2	2	2	0	0	0.101276423385592	0.133874981342488	0	0
gene32	NS	2	2	2	0	0	0.100622999639373	0.133099205872187	0	0
gene33	DB	2	3	1	0	0	0.00386966887268604	0.0063816431625414	0	0
gene34	DE	1	1	1	0	0	0.654924556493222	0.701579599885615	0	0
gene35	DE	1	1	1	0	0	0.891488060865279	0.909913815631824	0	0
gene36	DB	2	2	1	0	0	4.08956150582247e-13	1.70044137456236e-12	0	0
gene37	DZ	2	2	2	0	0	0.00507541377247576	0.00823930807220091	0	0
gene38	DB	2	2	1	0	0	0.0619922117489072	0.0853446384428252	0	0
gene39	NS	1	1	1	0	0	0.921094910990241	0.934508268769511	0	0
gene40	DB	1	2	3	0	0	0.143522036802981	0.183561358021398	0	0
gene41	DZ	1	1	1	0	0	1.19591835396238e-15	5.83374806810915e-15	0	0
gene42	DE	1	1	1	0	0	1.09788161834389e-28	1.10617795299133e-27	0	0
gene43	NS	2	2	2	0	0	0.440926754585266	0.498644901990688	0	0
gene44	DE	1	1	1	7.2136805417955e-09	7.48501223532607e-09	8.64693511689492e-137	1.2352764452707e-134	2.07740432737235e-142	2.50856371607227e-142
gene45	DB	1	2	1	0	0	1.96786075789031e-05	4.32022120283273e-05	0	0
gene46	DE	1	1	1	2.03882466465188e-11	2.18934192177383e-11	9.90948236288133e-17	5.18821066119441e-16	1.26205458544374e-25	1.45001244916702e-25
gene47	NS	2	3	3	0	0	0.0280802564269844	0.0409557067303327	0	0
gene48	DB	2	3	1	0	0	3.37611244127608e-15	1.5981597355153e-14	0	0
gene49	DB	1	2	1	0	0	0.00825179477505216	0.0130488946828261	0	0
gene50	DZ	2	2	2	0	0	1.18991105217078e-18	7.0828038819689e-18	0	0
gene51	DB	2	2	1	0	0	0.344075341114846	0.400087605947495	0	0
gene52	DZ	1	3	3	0	0	3.93621902337815e-10	1.30662872145333e-09	0	0
gene53	DM	2	3	2	1.11022302462516e-16	1.32662945436912e-16	3.97297478652989e-35	5.21045873643265e-34	5.15843497358184e-49	6.15106272002604e-49
gene54	DZ	1	3	3	0	0	0.00045592449867357	0.000852793076780117	0	0
gene55	DE	1	1	1	1.11022302462516e-16	1.32662945436912e-16	0.47237352259873	0.529492529184509	2.01840084521e-15	2.18441649914502e-15
gene56	NS	2	2	2	0	0	0.0289094570504467	0.0420424752596935	0	0
gene57	DZ	2	2	2	0	0	0.000257382625548683	0.000496877655499388	0	0
gene58	NS	1	1	1	0	0	0.161470739188636	0.204102688182823	0	0
gene59	DM	2	2	3	0	0	1.40870614991635e-09	4.48632531820492e-09	0	0
gene60	DE	1	1	1	0	0	0.864736589608752	0.886568334854545	0	0
gene61	NS	2	2	2	0	0	0.755737532267687	0.793633086660721	0	0
gene62	DE	1	1	1	0	0	0.0146115319317182	0.0222101948420569	0	0
gene63	DZ	2	2	2	0	0	0.00634878158505727	0.0101927057355927	0	0
gene64	DZ	2	2	2	0	0	3.59769712358227e-05	7.6914957211807e-05	0	0
gene65	NS	2	2	2	3.44169137633799e-15	3.98978858291608e-15	0.283133293445834	0.33576435629509	3.46562377172609e-14	3.69962505655307e-14
gene66	DZ	2	2	2	0	0	0.00205179717836739	0.00351335133282087	0	0
gene67	DE	1	1	1	7.85593812224761e-13	8.66623069194441e-13	1.0182927514738e-21	7.33244105471685e-21	6.17640547209881e-32	7.21858930267209e-32
gene68	DB	1	2	1	0	0	2.80004381364881e-17	1.51251522681907e-16	0	0
gene69	DM	2	2	3	0	0	0.000225601075084302	0.000438805883947097	0	0
gene70	DM	2	2	3	0	0	2.73599045759966e-15	1.30674171109237e-14	0	0
gene71	DZ	1	1	1	0	0	2.09119672733571e-14	9.44106874643662e-14	0	0
gene72	NS	1	3	3	0	0	0.0725852521408457	0.0987722430901115	0	0
gene73	DZ	1	1	1	1.11022302462516e-16	1.32662945436912e-16	1.93457196579605e-18	1.13631246155421e-17	1.68653155413872e-32	1.97428335281091e-32
gene74	DM	2	2	3	0	0	0.89235107930858	0.910446197483566	0	0
gene75	DB	1	1	3	4.71989533012973e-08	4.86023460432975e-08	0.802884813598422	0.833624725345538	6.85467202716931e-07	6.95200002755508e-07
gene76	DZ	1	1	1	0	0	9.81901034158942e-12	3.66551949289386e-11	0	0
gene77	DZ	2	2	2	0	0	7.17379306979956e-06	1.637852299041e-05	0	0
gene78	NS	1	1	1	0	0	0.602852881890944	0.652791425978283	0	0
gene79	DB	1	2	1	0	0	3.82179354936498e-15	1.80379636548199e-14	0	0
gene80	DM	1	2	3	0	0	1.4423578628109e-05	3.20702137367626e-05	0	0
gene81	DZ	1	1	1	0	0	1.96269971334546e-23	1.54088299379428e-22	0	0
gene82	DM	2	3	2	0	0	0.00284214780491287	0.00478576772033318	0	0
gene83	DE	1	1	1	0	0	1.58354950826287e-55	4.38352805055466e-54	0	0
gene84	DE	1	1	1	0	0	1.70046937953998e-25	1.48674918429725e-24	0	0
gene85	DB	1	2	3	0	0	6.07177599554193e-23	4.66163224225868e-22	0	0
gene86	NS	2	2	2	0	0	0.524247703567797	0.578400445254776	0	0
gene87	DB	3	2	3	0	0	0.0106332348606511	0.0165626711225095	0	0
gene88	DE	1	1	1	0	0	2.89466573673445e-11	1.04500568113157e-10	0	0
gene89	DE	1	1	1	0	0	0.0903080428370643	0.120752856877238	0	0
gene90	DB	1	3	2	6.44659881032794e-11	6.85899594129851e-11	5.024349266032e-35	6.53573888264325e-34	3.35045239282939e-43	3.97797850142997e-43
gene91	DB	2	2	1	0	0	0.769351279840971	0.805181873198295	0	0
gene92	NS	2	2	2	0	0	0.460191976721638	0.517796879574276	0	0
gene93	DE	1	1	1	3.74145159298678e-12	4.06900662641303e-12	3.36714519414857e-05	7.22369577720262e-05	4.73816319984096e-15	5.11128716271948e-15
gene94	DE	1	1	1	0	0	0.00560215952632826	0.00904851124785506	0	0
gene95	DZ	2	3	3	0	0	0.0158323993670357	0.0239160111284528	0	0
gene96	DM	1	3	2	0	0	2.1696624267942e-37	3.07208839192099e-36	0	0
gene97	DE	1	1	1	0	0	2.65162325036435e-37	3.72157649173944e-36	0	0
gene98	DM	1	2	3	0	0	1.65689736744871e-10	5.64530619232952e-10	0	0
gene99	DE	1	1	1	5.59752244555511e-12	6.07106555917041e-12	0.600300928305885	0.650116072349679	9.21333381428673e-11	9.53637864074186e-11
gene100	DE	1	1	1	0	0	7.60310266225242e-12	2.85696671197836e-11	0	0
gene101	DB	1	2	1	0	0	6.58133960446087e-23	5.01435398435114e-22	0	0
gene102	NS	1	3	3	0	0	0.917322494838627	0.931410072180355	0	0
gene103	DB	2	2	1	0	0	3.44612696782901e-16	1.74377076170981e-15	0	0
gene104	NS	1	1	1	1.21014309684142e-14	1.38519742090877e-14	0.903399360357064	0.919958615434892	3.6237756419242e-13	3.82708978685064e-13
gene105	DM	1	2	3	0	0	0.000973396743016737	0.00175137581048077	0	0
gene106	DE	1	1	1	0	0	0.330381716981327	0.385959949744541	0	0
gene107	DE	1	1	1	0	0	1.01652367191632e-105	7.89532949061218e-104	0	0
gene108	DM	1	2	3	0	0	0.607650006712142	0.657128226781169	0	0
gene109	NS	2	2	2	0	0	0.0552243602746233	0.0766206871656238	0	0
gene110	DZ	2	2	2	0	0	1.2833648626971e-08	3.77877029870329e-08	0	0
gene111	DZ	1	1	1	0	0	6.03982674305248e-10	1.97460620941642e-09	0	0
gene112	DE	1	1	1	0	0	3.07363413477591e-32	3.56363377945033e-31	0	0
gene113	DB	2	2	1	0	0	3.44122925306188e-13	1.43834033565805e-12	0	0
gene114	DZ	1	1	1	0	0	4.34872582854113e-84	2.30396070386285e-82	0	0
gene115	DB	1	2	1	0	0	4.11329848468955e-63	1.40625589220156e-61	0	0
gene116	DB	2	2	1	1.53987933515509e-13	1.72246010643746e-13	0.0774913895838309	0.104859796459852	3.94490271062773e-13	4.16348571042505e-13
gene117	DB	1	1	2	1.18816068095384e-11	1.28000073358884e-11	6.61657129727618e-11	2.33183129419425e-10	3.89892686890395e-20	4.37589996509983e-20
gene118	DE	1	1	1	0	0	0.0527185503115062	0.0733858365220202	0	0
gene119	DE	1	1	1	0	0	0.000166217038757313	0.0003284110422471	0	0
gene120	DZ	2	2	2	0	0	9.96761358676919e-07	2.46646794599918e-06	0	0
gene121	DB	2	3	1	0	0	0.0812169233131896	0.109549045102937	0	0
gene122	DB	1	2	1	0	0	1.07448905849064e-09	3.45078782333405e-09	0	0
gene123	DZ	2	2	2	0	0	0.0015642515968444	0.00272458366530703	0	0
gene124	DZ	2	2	2	0	0	0.012461038735628	0.0191487341308153	0	0
gene125	NS	1	1	1	0	0	0.509747984456373	0.564895951745531	0	0
gene126	DZ	2	2	2	0	0	0.00172825468466547	0.00298941350861054	0	0
gene127	DM	2	2	3	0	0	0.409187629815867	0.466111496301713	0	0
gene128	DE	1	1	1	0	0	1.35165363581645e-26	1.25298135417516e-25	0	0
gene129	DZ	2	2	2	0	0	2.77479877689495e-09	8.61070217810691e-09	0	0
gene130	DB	1	2	3	0	0	6.32513210726228e-21	4.3434383569183e-20	0	0
gene131	NS	1	1	1	0	0	0.305884957954552	0.360607082763987	0	0
gene132	DB	1	3	1	0	0	1.18596283962415e-37	1.71258171786881e-36	0	0
gene133	DZ	1	2	2	6.52056186822847e-12	7.06070586705844e-12	0.000209549613723033	0.000409576572143724	4.81329791868739e-14	5.1321315939623e-14
gene134	DZ	2	2	2	0	0	1.29486008921884e-14	5.91260314711797e-14	0	0
gene135	DZ	2	2	2	2.29816166097407e-14	2.61377499115618e-14	1.34620789327096e-43	2.4476507150381e-42	4.05653152542845e-55	4.85376192094341e-55
gene136	DB	2	2	1	0	0	0.588205999369753	0.639007060695006	0	0
gene137	DB	3	3	1	0	0	0.000367787935208418	0.000697228313191314	0	0
gene138	DZ	2	2	2	0	0	0.00247514531052197	0.00420139242184931	0	0
gene139	DE	1	1	1	8.24905199703352e-09	8.55488928911954e-09	2.53364682095053e-40	4.0216616205564e-39	2.31546687752216e-46	2.75568804227571e-46
gene140	DE	1	1	1	0	0	1.12722177129727e-35	1.50296236172969e-34	0	0
gene141	DB	1	1	2	0	0	0.2869980985847	0.339944446058277	0	0
gene142	DE	1	1	1	0	0	4.90793859976627e-29	5.02090905346933e-28	0	0
gene143	DM	1	2	3	0	0	0.0358110046461824	0.0514341179837449	0	0
gene144	DB	1	3	1	0	0	8.55623173816572e-16	4.2122987018662e-15	0	0
gene145	NS	1	1	1	0	0	0.814790983695638	0.844015003180772	0	0
gene146	DB	1	2	1	0	0	0.0199544439802046	0.0298105605679994	0	0
gene147	DZ	2	2	2	0	0	8.50909298532725e-13	3.46602565593778e-12	0	0
gene148	DM	2	3	2	0	0	4.01171139714674e-18	2.29897501269154e-17	0	0
gene149	DE	3	1	1	0	0	5.98792790706943e-10	1.95843921735713e-09	0	0
gene150	DZ	2	2	2	0	0	5.02226736453771e-07	1.27996619676017e-06	0	0
gene151	DE	1	1	1	0	0	5.49746407012968e-06	1.26852358122404e-05	0	0
gene152	DZ	1	1	1	0	0	0.000432562095103483	0.000812132541851177	0	0
gene153	NS	2	2	2	0	0	0.165451413498538	0.20844272566745	0	0
gene154	DE	1	1	1	0	0	0.196592189715277	0.242856318363529	0	0
gene155	NS	2	2	2	0	0	0.124824177308997	0.161820356258625	0	0
gene156	DE	1	1	1	0	0	1.66079489155437e-26	1.53533229083105e-25	0	0
gene157	DB	2	3	1	0	0	0.000743903962839656	0.00136028153204966	0	0
gene158	DE	1	1	1	2.22044604925031e-16	2.63985263694494e-16	3.20254355690233e-18	1.85789328899337e-17	5.49872704601478e-32	6.4275009304673e-32
gene159	DE	1	1	1	0	0	2.50940120597043e-05	5.45670281265655e-05	0	0
gene160	DB	1	2	1	0	0	0.186474111830843	0.231788827633117	0	0
gene161	NS	1	1	1	0	0	0.941617516709453	0.952039637264969	0	0
gene162	DE	1	1	1	0	0	2.21395886307438e-43	3.98911506860248e-42	0	0
gene163	DB	1	3	1	0	0	1.7122925768362e-08	4.99210663800643e-08	0	0
gene164	DE	1	1	1	1.10599085445529e-10	1.17284289974049e-10	0.816880829064917	0.845960729128717	2.17981806983824e-09	2.23714490810852e-09
gene165	DB	1	2	1	0	0	2.06634886546044e-24	1.6989507629685e-23	0	0
gene166	DE	1	1	1	0	0	4.85148170897313e-58	1.44820349521586e-56	0	0
gene167	NS	1	1	1	0	0	0.0327187577043573	0.0471961885385608	0	0
gene168	DZ	2	2	2	0	0	0.00171192640699023	0.00296437473071901	0	0
gene169	NS	1	1	1	0	0	0.742094430618915	0.781714172812384	0	0
gene170	DM	1	2	3	0	0	0.175090901947992	0.21924044695319	0	0
gene171	DB	1	2	1	0	0	0.000116912687923186	0.00023523679662613	0	0
gene172	DB	1	1	2	4.93505236676128e-12	5.35545563403286e-12	0.916450253548747	0.930760699300492	1.22665054669239e-10	1.26916766341686e-10
gene173	DB	1	3	1	0	0	6.70957821425163e-66	2.45098747552571e-64	0	0
gene174	DZ	1	1	1	2.55573340268711e-13	2.84721727078358e-13	1.89031271199959e-05	4.15802351955031e-05	1.9745550731505e-16	2.16300706356347e-16
gene175	DE	1	1	1	3.35287353436797e-14	3.79875205706611e-14	3.44301185461151e-06	8.10597258295823e-06	5.14925580941791e-18	5.71345998271058e-18
gene176	DE	1	1	1	0	0	6.49338624786232e-87	3.76428188281874e-85	0	0
gene177	DE	1	1	1	0	0	0.220529136332072	0.269102057757257	0	0
gene178	DB	1	2	1	0	0	7.18475826277598e-13	2.93554985200244e-12	0	0
gene179	DE	1	1	1	0	0	4.20265707732067e-49	9.55149335754697e-48	0	0
gene180	DZ	2	2	2	0	0	2.41278338748806e-08	6.92582242551292e-08	0	0
gene181	DE	1	1	1	0	0	0.157960776477657	0.19998199269208	0	0
gene182	DE	1	1	1	0	0	7.33022171871379e-27	6.88283729456694e-26	0	0
gene183	DE	1	1	1	0	0	2.91461406831843e-09	9.02008222303575e-09	0	0
gene184	DE	1	1	1	0	0	4.02367726722867e-07	1.03370000442612e-06	0	0
gene185	DM	2	2	3	0	0	0.255810027226334	0.306175975136246	0	0
gene186	DE	1	1	1	0	0	1.56968448013194e-45	3.08537489952223e-44	0	0
gene187	DB	2	2	1	0	0	0.00010823140137433	0.0002187045241209	0	0
gene188	DB	1	2	1	0	0	1.8369450678238e-48	4.05954711121281e-47	0	0
gene189	NS	1	1	1	1.92068583260152e-14	2.18694657853859e-14	0.833420205700543	0.859914231382876	5.24493556773525e-13	5.52825883292253e-13
gene190	DZ	1	1	1	1.11022302462516e-16	1.32662945436912e-16	2.11442356725104e-09	6.62569077086107e-09	1.35476185113234e-23	1.54476835932992e-23
gene191	NS	2	2	2	0	0	0.318675375261715	0.373953534110751	0	0
gene192	NS	2	2	2	0	0	0.71915529907289	0.761212277399196	0	0
gene193	DE	1	1	1	0	0	3.16438474442232e-05	6.80878912194153e-05	0	0
gene194	DZ	2	2	2	0	0	0.00336964084101598	0.00560672352914472	0	0
gene195	DE	1	1	1	0	0	5.55641104727745e-16	2.77647022974513e-15	0	0
gene196	DE	1	1	1	0	0	0.000406702759857533	0.000765918568469931	0	0
gene197	NS	2	2	2	0	0	0.766434574522836	0.802864553644454	0	0
gene198	DE	1	1	1	0	0	0.895497382319241	0.91307405793448	0	0
gene199	DM	1	3	2	5.67323965583455e-14	6.40139876539865e-14	0.988191872595639	0.990544415582648	1.76665862988058e-12	1.85549022437241e-12
gene200	DB	1	2	1	0	0	9.67978248205365e-15	4.46330027990946e-14	0	0
gene201	DZ	1	1	1	0	0	7.38772627623743e-05	0.000151971741347131	0	0
gene202	NS	1	3	3	0	0	0.765492909318357	0.802027831972838	0	0
gene203	DB	2	3	1	0	0	8.72625620812336e-07	2.17003573717709e-06	0	0
gene204	DE	1	1	1	0	0	5.9917688611486e-39	8.95965437181099e-38	0	0
gene205	NS	1	1	1	0.360569400738605	0.360569400738605	0.894940158095514	0.912622213481723	0.687670553137894	0.687670553137894
gene206	DZ	2	2	2	0	0	1.85067921393871e-37	2.64855701458133e-36	0	0
gene207	DB	2	2	1	1.55431223447522e-15	1.8173776491964e-15	0.0958771767161288	0.127263549648089	5.5797859039071e-15	6.0127003274861e-15
gene208	DB	2	2	1	0	0	0.169682281013503	0.213202174981628	0	0
gene209	DE	1	1	1	0	0	0.0134068129151295	0.0205075532162592	0	0
gene210	DE	1	1	1	0	0	0.171951810975488	0.215714989462742	0	0
gene211	DE	1	1	1	5.97299987248334e-14	6.73773251267156e-14	1.65913605497345e-09	5.24835446413112e-09	5.12010180942031e-21	5.77563655884975e-21
gene212	NS	1	1	1	0	0	0.204898805313338	0.252028050815914	0	0
gene213	DE	1	1	1	0	0	4.09364742683229e-05	8.67757801130321e-05	0	0
gene214	DB	2	3	1	0	0	1.03044947118771e-07	2.7982334587582e-07	0	0
gene215	DB	1	3	1	0	0	2.05436011845021e-08	5.93745698974049e-08	0	0
gene216	DE	1	1	1	4.55191440096314e-15	5.26308934928532e-15	2.97523865330203e-30	3.20780447795368e-29	1.38153085056022e-42	1.63882663174403e-42
gene217	DM	1	2	3	0	0	0.454112722640376	0.511860440511315	0	0
gene218	DE	1	1	1	0	0	0.256893631050984	0.307289032357636	0	0
gene219	DE	1	1	1	0	0	7.13274968892946e-10	2.31770907844986e-09	0	0
gene220	NS	2	2	2	1.04471986617227e-12	1.14914875971101e-12	0.764504935893473	0.801788081692158	2.30469390418669e-11	2.3947981859324e-11
gene221	DZ	2	2	2	0	0	0.0106515283338503	0.0165847074096541	0	0
gene222	NS	1	3	3	0	0	0.973435584661558	0.977958643387224	0	0
gene223	DE	1	1	1	3.574918139293e-14	4.04860491426161e-14	3.61804052619613e-11	1.29795175827664e-10	7.24376596772144e-23	8.23974516447768e-23
gene224	DE	1	1	1	5.18696197104873e-13	5.74732628371051e-13	1.32676255506795e-06	3.24292711290669e-06	2.94683102207723e-17	3.25212417942031e-17
gene225	DE	1	1	1	2.94461053318429e-08	3.03881375973611e-08	0.000800109929693011	0.00145805909739045	6.00110818614826e-10	6.17636247127056e-10
gene226	DE	1	1	1	0	0	0.00297229799434869	0.00498812333853357	0	0
gene227	DB	2	2	1	0	0	3.98664056436108e-08	1.12537489466791e-07	0	0
gene228	DE	1	1	1	0	0	0.0450656423838641	0.0635622600618676	0	0
gene229	NS	1	1	1	2.87547763377916e-14	3.26434242517855e-14	0.498968132973844	0.555334594294763	4.71683860748553e-13	4.97294528991621e-13
gene230	DB	2	2	3	0	0	2.92295691274952e-75	1.2848162253844e-73	0	0
gene231	DM	2	2	3	0	0	1.26568325692869e-05	2.83150616762571e-05	0	0
gene232	DM	1	3	2	3.81631870549626e-09	3.97222868123472e-09	8.3645646602031e-05	0.000171273399748208	9.5040591011373e-12	9.91167680994634e-12
gene233	DB	1	2	1	0	0	3.22313139088915e-13	1.3521264356116e-12	0	0
gene234	DE	1	1	1	0	0	0.00708860554045792	0.0113146137916327	0	0
gene235	NS	1	1	1	1.15962794922098e-12	1.27326703181002e-12	0.678325442129805	0.722872457311635	2.27101163655199e-11	2.36041225054124e-11
gene236	DB	2	2	1	0	0	1.94404646343919e-07	5.13958086831246e-07	0	0
gene237	DM	2	2	3	0	0	1.49181741462629e-06	3.6352541325039e-06	0	0
gene238	NS	2	2	2	0	0	0.681609942511499	0.725985826133935	0	0
gene239	DE	1	1	1	0	0	0.00219564837498844	0.00374923948770704	0	0
gene240	DE	1	1	1	0	0	3.84695909159359e-05	8.1843838890268e-05	0	0
gene241	DE	1	1	1	0	0	1.85761507600163e-18	1.0919118742111e-17	0	0
gene242	DZ	2	2	2	1.11022302462516e-16	1.32662945436912e-16	1.48112339182109e-22	1.11572383564677e-21	1.44706635202283e-36	1.70594323845898e-36
gene243	DE	1	1	1	0	0	0.0297335218708595	0.043185943167552	0	0
gene244	DE	1	1	1	0	0	0.000183792932509137	0.000361263749403708	0	0
gene245	DE	1	1	1	0	0	1.3190154802764e-55	3.67669820286104e-54	0	0
gene246	DE	1	1	1	1.38715644526499e-08	1.43579396585845e-08	2.15923279880543e-08	6.23155208890456e-08	1.10056453144562e-14	1.18197291603771e-14
gene247	DB	1	2	1	0	0	5.36285591848321e-14	2.35859523627629e-13	0	0
gene248	DB	1	2	1	0	0	1.18721487816773e-05	2.66266302925198e-05	0	0
gene249	DB	1	2	1	0	0	0.000250584002154627	0.000484430431820311	0	0
gene250	DB	1	2	1	0	0	0.479830493193125	0.536723146748462	0	0
gene251	DB	2	2	1	0	0	0.726209792319693	0.767359442419435	0	0
gene252	DZ	2	2	2	1.55425028403045e-09	1.62429814137734e-09	1.64948184499729e-14	7.47217143826634e-14	1.35922657679755e-21	1.5373692371526e-21
gene253	DB	2	2	1	0	0	0.175653197479264	0.21984129847217	0	0
gene254	DZ	1	1	1	0	0	3.48559690096492e-14	1.54829401486504e-13	0	0
gene255	DB	2	3	1	0	0	0.097504362476266	0.129187628322313	0	0
gene256	DE	1	1	1	9.76996261670138e-15	1.1207298671295e-14	8.7910012614966e-12	3.29250983576652e-11	5.04305029875045e-24	5.75608537451899e-24
gene257	DE	1	1	1	0	0	0.148367357038787	0.189183751404255	0	0
gene258	NS	1	1	1	0	0	0.246479132143017	0.296438900591183	0	0
gene259	DB	1	2	1	0	0	6.54587225064927e-08	1.81012713464204e-07	0	0
gene260	DE	1	1	1	0	0	0.00195462351171246	0.00335701762423779	0	0
gene261	DB	1	3	1	0	0	2.17207940219643e-13	9.24289107317631e-13	0	0
gene262	NS	2	2	2	0	0	0.994435837103435	0.995182223771263	0	0
gene263	DB	2	2	1	0	0	0.0103436537313352	0.0161335991130204	0	0
gene264	DB	2	2	1	0	0	0.0223109669102936	0.0331023247927204	0	0
gene265	DM	2	3	2	0	0	0.0959537880096262	0.127344111492536	0	0
gene266	DB	2	2	1	0	0	0.626938261596205	0.675034467398336	0	0
gene267	DZ	2	2	2	0	0	0.000924090283979002	0.00166884465258206	0	0
gene268	NS	1	1	1	8.50272555552589e-05	8.57345657224693e-05	0.575759064742195	0.62735937318681	0.00053481635129346	0.000537099022137545
gene269	DZ	1	3	3	0	0	0.0053614765711821	0.00868079590557717	0	0
gene270	DE	1	1	1	0	0	0.00049963088250998	0.000930657654140099	0	0
gene271	DB	2	3	1	0	0	2.71861999506003e-07	7.08204492363408e-07	0	0
gene272	DB	1	1	3	9.30307089053173e-06	9.41725510872502e-06	5.26510117091472e-61	1.71921670887011e-59	7.41492206425745e-64	8.90815085058711e-64
gene273	DB	1	2	1	0	0	6.2593870147442e-12	2.37097992982735e-11	0	0
gene274	DZ	1	1	1	1.67421632113474e-13	1.87115543015897e-13	9.18130947259483e-14	3.99621739830025e-13	9.2901157701389e-25	1.06431227496937e-24
gene275	DB	1	2	1	0	0	2.37838723557594e-05	5.18026079079977e-05	0	0
gene276	DE	1	1	1	0	0	0.0674405326296219	0.0922736892486703	0	0
gene277	DM	1	2	3	0	0	6.94174871424456e-50	1.62380086882914e-48	0	0
gene278	DE	1	1	1	1.01687547271467e-11	1.09695304499965e-11	2.31712101659743e-06	5.549990458916e-06	9.2568686221872e-16	1.00645486514675e-15
gene279	DB	1	1	2	0	0	0	0	0	0
gene280	DB	2	2	1	0	0	0.0495172841280457	0.0691582180559297	0	0
gene281	DB	1	2	1	0	0	3.03492384114953e-99	2.07516160078601e-97	0	0
gene282	DE	1	1	1	0	0	4.93747223019985e-34	6.16221183176269e-33	0	0
gene283	DB	1	2	1	0	0	2.50964494230129e-23	1.95683816163844e-22	0	0
gene284	DB	1	3	1	0	0	7.36860146806042e-06	1.67945332605366e-05	0	0
gene285	DZ	1	1	1	2.88336021725399e-12	3.14091526933986e-12	1.50441477060523e-102	1.09411983316744e-100	1.1366142571862e-111	1.37127342142808e-111
gene286	DE	1	1	1	0	0	3.24484926095869e-17	1.74571580952721e-16	0	0
gene287	DB	1	2	1	0	0	0.187185991966565	0.232637554098574	0	0
gene288	DE	1	1	1	6.66133814775094e-16	7.8460991139587e-16	5.10512529262214e-20	3.28303877339045e-19	2.73302075267762e-33	3.20119561074977e-33
gene289	DZ	2	2	2	0	0	1.61904505367779e-33	1.96247885294277e-32	0	0
gene290	DZ	1	1	1	0	0	1.26744616208267e-11	4.70077389738588e-11	0	0
gene291	DE	1	1	1	0	0	4.23006916282596e-21	2.93754802974025e-20	0	0
gene292	DB	2	2	1	0	0	1.02278382645929e-18	6.13823751813528e-18	0	0
