geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.446	0.727	0.703	0.376	0.461	0.759	0.694	0.398	0.893854130699297	0.00257616503779958	0.417219222313745
varDE	0.021	0.003	0.001	0.001	0.018	0.002	0.001	0.001	0.806662874320853	9.33891123299436e-70	1.03165704895834e-05
meanDE	0.573	0.462	0.546	0.498	0.556	0.419	0.525	0.47	0.649052950410239	6.21796139054521e-29	0.7434174765996
meanDE	0.59	0.598	0.645	0.134	0.561	0.595	0.658	0.121	0.411109218595086	1.02233520096163e-06	0.60309432350314
varDE	0.283	0.1	0.185	0.079	0.284	0.1	0.164	0.086	0.310453058232431	3.90162979251258e-169	0.0563796947175665
EE	0.536	0.413	0.751	0.555	0.548	0.443	0.738	0.536	0.527867656941195	0.0119347526928623	0.811375834970865
EE	0.57	0.969	0.577	0.202	0.571	0.968	0.598	0.158	0.639595574352687	0.00272901275756369	0.929859300631747
EE	0.418	0.371	0.481	0.669	0.407	0.35	0.475	0.674	0.70629700066704	0.00500771568155743	0.772872981594019
EE	0.034	0.019	0.041	0.082	0.023	0.005	0.033	0.061	0.087187744554178	2.15506306147548e-21	0.776233584175469
varDE	0.001	0.001	0.003	0.007	0.001	0.001	0.003	0.013	0.890115266911163	2.71238119163178e-100	2.79300519453024e-06
meanDE	0.136	0.319	0.063	0.097	0.136	0.337	0.084	0.113	0.0894406345212739	1.96910097299079e-43	0.0911342889377907
EE	0.2	0.15	0.284	0.158	0.18	0.137	0.274	0.202	0.334519981336676	7.83987601175698e-05	0.675209359221277
EE	0.032	0.014	0.024	0.135	0.032	0.018	0.024	0.135	0.0130116453884085	4.86288870426821e-125	0.0114775116856701
EE	0.535	0.472	0.71	0.547	0.51	0.473	0.7	0.518	0.602714975996074	0.00229739310206794	0.896523922544692
EE	0.407	0.485	0.571	0.876	0.44	0.486	0.571	0.863	0.43007380655468	1.05927523759855e-18	0.471885164460118
EE	0.425	0.626	0.752	0.264	0.462	0.631	0.763	0.269	0.937465020715844	0.00869323977612725	0.564085298947524
EE	0.023	0.008	0.029	0.053	0.029	0.017	0.043	0.045	0.22160695155274	3.24563306729116e-06	0.363163266250506
EE	0.272	0.24	0.028	0.053	0.27	0.25	0.023	0.06	0.0161179396527307	6.25296506734055e-05	0.850893840838426
EE	0.12	0.079	0.122	0.262	0.125	0.079	0.14	0.212	0.124179351611813	0.000364974583003635	0.662952222139668
EE	0.911	0.782	0.854	0.85	0.899	0.798	0.834	0.839	0.964320967937294	0.14571382311648	0.698412822418437
EE	0.292	0.506	0.318	0.417	0.286	0.489	0.325	0.428	0.286304173541959	1.0689814127115e-15	0.81232904191191
EE	0.548	0.446	0.513	0.71	0.535	0.445	0.488	0.722	0.427932501669888	1.9078217776637e-07	0.399035007245656
EE	0.226	0.128	0.186	0.197	0.208	0.106	0.176	0.161	0.270426691184021	4.45818522488035e-27	0.192614696049486
EE	0.995	0.822	0.897	0.515	0.99	0.812	0.897	0.469	0.840740428404145	0.024500186319523	0.52995931284555
EE	0.941	0.868	0.633	0.08	0.948	0.854	0.619	0.091	0.651837066657683	0.493813414203838	0.680691663894713
EE	0.361	0.217	0.437	0.687	0.316	0.191	0.392	0.666	0.481386706146798	2.2920741036788e-06	0.601338382226186
EE	0.669	0.422	0.234	0.036	0.672	0.423	0.233	0.029	0.762763357919492	0.000109725183336956	0.425732114652954
EE	0.785	0.877	0.712	0.374	0.746	0.833	0.668	0.266	0.366462959241696	4.21752951492537e-12	0.518793877298015
EE	0.279	0.227	0.417	0.515	0.276	0.213	0.32	0.444	0.360438806101363	1.11140245560158e-10	0.346790898806148
EE	0.614	0.669	0.452	0.016	0.6	0.669	0.455	0.027	0.622626899288889	1.45253971443648e-07	0.83873342951679
EE	0.591	1	0.47	0.812	0.555	0.997	0.47	0.803	0.299214559390636	1.25402905634503e-16	0.234213619431308
meanDE	0.002	0.003	0.001	0.213	0.001	0.001	0.001	0.221	9.0185435695071e-08	2.80200381052867e-45	2.12957183600477e-06
EE	0.945	0.782	0.948	0.795	0.97	0.785	0.947	0.808	0.804113057361089	0.572973800313509	0.67861537691138
EE	0.828	0.789	0.903	0.934	0.807	0.783	0.911	0.896	0.818219654066995	0.186795285848892	0.972677103311722
EE	0.385	0.414	0.208	0.283	0.362	0.39	0.213	0.286	0.0663652878210053	1.17217999155305e-20	0.0434612299653749
EE	0.852	0.857	0.723	0.785	0.842	0.862	0.699	0.752	0.825903804289192	0.237841948510328	0.820931191733305
EE	0.919	0.662	0.814	0.94	0.921	0.653	0.768	0.933	0.726631946708608	7.26439834620543e-08	0.738244480713849
meanDE	0.583	0.612	0.134	0.496	0.597	0.571	0.129	0.486	0.131786214280154	1.01769560276877e-16	0.130784979067725
EE	0.31	0.309	0.365	0.388	0.27	0.265	0.354	0.352	0.294310042501656	6.08925983082388e-08	0.502872541941169
EE	0.713	0.915	0.658	0.867	0.716	0.887	0.647	0.851	0.795542770319825	0.00194690271979412	0.881942267650027
EE	0.54	0.495	0.602	0.674	0.505	0.509	0.591	0.668	0.822858895100533	0.948920619658327	0.742725251552458
EE	0.193	0.17	0.27	0.355	0.192	0.149	0.257	0.28	0.401215893040974	3.35117887090172e-09	0.69665157437594
EE	0.041	0.128	0.115	0.051	0.049	0.137	0.108	0.047	0.0723402999886334	3.04725900249779e-09	0.177723235143088
meanDE	0.087	0.171	0.127	0.226	0.106	0.172	0.11	0.265	0.117561528198345	3.70407878333777e-44	0.277104206856183
EE	0.132	0.095	0.12	0.091	0.142	0.098	0.111	0.09	0.0923526578302111	5.86457754916617e-94	0.0442836349681732
meanDE	0.344	0.386	0.488	0.308	0.268	0.332	0.431	0.293	0.450379108129657	3.83602763767815e-08	0.943597059484776
EE	0.781	0.937	0.964	0.394	0.752	0.935	0.958	0.407	0.9911598046942	0.0185096752563721	0.544828230085053
EE	0.274	0.345	0.454	0.369	0.306	0.329	0.48	0.394	0.321895251929816	2.69960830521197e-06	0.81432819119158
EE	0.985	0.843	0.948	0.986	0.981	0.841	0.945	0.987	0.716690947992389	0.251422557747739	0.936626701210941
varDE	0.163	0.037	0.315	0.014	0.171	0.034	0.304	0.02	0.306520630151089	1.82339638647768e-38	0.0417469987825702
EE	0.07	0.03	0.058	0.637	0.053	0.03	0.043	0.659	0.0435215040140886	3.1641819123815e-111	0.00508126320216239
EE	0.446	0.379	0.36	0.254	0.441	0.399	0.376	0.268	0.448342609615813	4.60918422891812e-05	0.403412331018552
EE	0.607	0.633	0.482	0.232	0.53	0.541	0.386	0.232	0.238066471972968	0.0421529580345127	0.814983476889507
varDE	0.001	0.005	0.001	0.001	0.001	0.003	0.001	0.001	0.22864187645144	2.04489154384412e-89	2.92912714814635e-07
varDE	0.029	0.008	0.006	0.161	0.018	0.013	0.005	0.16	0.00721413870938729	0	0.000810852569251393
EE	0.624	0.475	0.317	0.716	0.588	0.486	0.308	0.697	0.243247840818051	6.24918769166596e-10	0.220747608485253
EE	0.898	0.805	0.981	0.798	0.914	0.834	0.981	0.809	0.972186769614131	0.234293066045752	0.881444571190287
meanDE	0.002	0.001	0.002	0.003	0.003	0.003	0.003	0.003	0.000740030210253211	1.07392400987308e-191	5.49932642017252e-06
EE	0.838	0.419	0.832	0.234	0.825	0.413	0.828	0.229	0.63540783800512	8.98327082597153e-07	0.324131549419419
EE	0.568	0.759	0.686	0.763	0.569	0.756	0.695	0.783	0.509704515429062	2.66069292898477e-11	0.537716450725114
varDE	0.197	0.133	0.142	0.458	0.204	0.133	0.15	0.445	0.878894160797346	3.43571204204954e-57	0.000192691967662279
EE	0.158	0.284	0.217	0.476	0.165	0.28	0.224	0.436	0.129097910853491	1.55230276926501e-31	0.351458531423994
EE	0.388	0.556	0.173	0.086	0.421	0.57	0.163	0.092	0.0936038245313208	3.09244718049747e-16	0.109306846284695
EE	0.626	0.484	0.686	0.491	0.567	0.446	0.556	0.522	0.295205853771981	0.000297848439836275	0.30652274923005
EE	0.404	0.343	0.365	0.738	0.421	0.365	0.362	0.721	0.267552541179653	1.85824520609872e-28	0.141908684228026
EE	0.412	0.252	0.503	0.097	0.412	0.24	0.491	0.132	0.360278070251929	2.19359252117588e-05	0.584102368903885
EE	0.877	0.98	0.808	0.841	0.865	0.978	0.801	0.848	0.551879303500839	7.59296373142181e-05	0.684811728307479
varDE	0.817	0.373	0.494	0.353	0.812	0.361	0.469	0.3	0.973199286995386	8.89198450510027e-136	0.39398161942929
EE	0.624	0.783	0.794	0.361	0.599	0.787	0.784	0.399	0.609490496867559	0.578479754579441	0.772561177415074
EE	0.995	0.837	0.952	0.989	0.99	0.823	0.931	0.983	0.815896084175487	0.000195122131381181	0.470105015412414
meanDE	0.043	0.1	0.084	0.493	0.053	0.098	0.071	0.472	0.0169097351362515	3.29034258001645e-08	0.0897205403752969
EE	0.556	0.999	0.56	0.692	0.525	0.998	0.518	0.688	0.623563312463524	2.84710578092209e-07	0.672489707657352
EE	0.514	0.812	0.579	0.544	0.513	0.788	0.55	0.521	0.34740862858335	3.9366700062754e-60	0.393316564201574
meanDE	0.162	0.203	0.158	0.09	0.132	0.169	0.133	0.068	0.157895361770111	4.02551022333565e-23	0.211403388257526
EE	0.704	0.744	0.702	0.642	0.732	0.715	0.688	0.644	0.632918396448032	5.41256603547597e-31	0.696300652950512
EE	0.516	0.462	0.617	0.313	0.558	0.481	0.599	0.335	0.510079271206823	2.04995711599956e-09	0.792881542402752
EE	0.94	0.97	0.984	0.895	0.932	0.964	0.984	0.915	0.945903589485395	0.226819126162275	0.795633700551513
varDE	0.085	0.004	0.004	0.001	0.075	0.003	0.006	0.001	0.509593150422334	4.98146000690852e-83	0.518252329200105
EE	0.874	0.891	0.88	0.942	0.872	0.881	0.844	0.934	0.718922206960891	9.24810326954786e-06	0.936238101945766
EE	0.177	0.088	0.195	0.674	0.18	0.08	0.183	0.692	0.0789208433919996	6.05649326960325e-12	0.376010595174241
EE	0.931	0.965	0.614	0.228	0.93	0.971	0.613	0.195	0.512957825805461	0.000187683966146577	0.584754519866152
EE	0.689	0.552	0.597	0.706	0.681	0.516	0.569	0.697	0.420856355338737	1.35675272162708e-13	0.489194166642546
varDE	0.006	0.001	0.001	0.001	0.011	0.001	0.001	0.001	0.221588812971133	3.71954228587144e-146	0.000215744251555442
EE	0.96	0.932	0.96	0.974	0.948	0.928	0.961	0.965	0.993924932650749	0.000421148520264428	0.639969139593706
EE	0.43	0.682	0.587	0.752	0.411	0.648	0.59	0.777	0.363716649675725	8.9504909631013e-05	0.475408810324057
EE	0.565	0.981	0.606	0.714	0.577	0.984	0.601	0.701	0.89843845554942	0.277840051722722	0.972262390777976
EE	0.016	0.013	0.027	0.818	0.014	0.017	0.019	0.816	0.0207935280170215	5.36691171170106e-20	0.0541425090032331
EE	0.177	0.18	0.115	0.225	0.169	0.164	0.097	0.229	0.0429280787360367	3.97558417920403e-19	0.18341951322403
EE	0.713	0.331	0.398	0.252	0.704	0.326	0.391	0.252	0.649015579957106	1.95937020763676e-81	0.385300501943799
EE	0.964	0.726	0.759	0.604	0.979	0.717	0.758	0.578	0.792881185518665	3.94049031357393e-06	0.574626771928916
EE	0.75	0.872	0.639	0.543	0.737	0.882	0.604	0.541	0.527848305639919	3.7504700371335e-07	0.547694310289653
EE	0.251	0.239	0.213	0.366	0.243	0.23	0.215	0.355	0.170013869438483	5.11866325862414e-32	0.0449036729974101
varDE	0.089	0.06	0.109	0.009	0.072	0.057	0.1	0.007	0.906424129916208	2.39902961320272e-101	9.33689547805608e-06
EE	0.045	0.109	0.074	0.11	0.012	0.038	0.029	0.103	0.0755191049063774	1.27397844481301e-54	0.227838050045163
EE	NA	NA	0.859	0.198	NA	NA	0.873	0.2	0.831751127438581	0.183770311229169	0.583155901180488
meanDE	0.355	0.266	0.241	0.457	0.288	0.196	0.188	0.458	0.389947763516981	2.62635469509959e-20	0.27007836880567
EE	0.178	0.2	0.296	0.307	0.156	0.187	0.31	0.346	0.470747708709258	0.0764910102442062	0.742919818552211
EE	0.969	0.982	0.733	0.828	0.958	0.985	0.653	0.785	0.864923758510156	7.64597318448234e-06	0.55362551933085
EE	0.372	0.453	0.36	0.219	0.366	0.45	0.382	0.231	0.706512407346989	0.00993896800769494	0.34517227516857
meanDE	0.366	0.328	0.312	0.754	0.347	0.326	0.288	0.738	0.474647390765175	4.93367550057118e-14	0.63778970056633
meanDE	0.001	0.001	0.002	0.001	0.002	0.003	0.002	0.001	0.000182271887368235	0	1.25589722841395e-05
varDE	0.02	0.05	0.012	0.232	0.026	0.044	0.014	0.248	0.701398348953993	6.07683515598574e-77	0.000612198226673462
EE	0.513	0.63	0.545	0.46	0.519	0.613	0.522	0.441	0.809322151372193	0.00387500136037665	0.914826105661027
varDE	0.126	0.059	0.139	0.471	0.108	0.044	0.102	0.443	0.705384209191721	1.98294218855011e-91	2.01157897417641e-05
EE	0.626	0.476	0.734	0.883	0.686	0.517	0.763	0.872	0.613474269804155	2.72648923116653e-09	0.750277329477746
EE	0.017	0.022	0.023	0.023	0.026	0.018	0.024	0.025	0.0147401686253434	4.30864729438561e-61	0.0493825163207979
EE	0.609	0.715	0.746	0.637	0.565	0.675	0.732	0.66	0.581665787424602	0.0585026736144406	0.940898852796488
meanDE	0.518	0.525	0.701	0.583	0.526	0.525	0.68	0.596	0.624422875893081	2.80247081297675e-06	0.38092545019602
meanDE	0.003	0.004	0.003	0.265	0.005	0.003	0.002	0.273	9.42550859494259e-05	6.04983553602839e-28	0.269015997048891
varDE	0.161	0.174	0.049	0.034	0.219	0.203	0.057	0.035	0.940203581430854	2.71664045621062e-42	0.697529496704474
EE	NA	NA	0.548	0.466	NA	NA	0.544	0.463	0.591935422307358	2.46952007015691e-06	0.358925395236993
EE	0.011	0.011	0.006	0.026	0.008	0.007	0.008	0.017	0.00289547662438555	1.10213959030849e-98	4.4979768520995e-05
EE	0.379	0.578	0.274	0.444	0.377	0.579	0.297	0.43	0.236403730910956	8.114265663991e-26	0.248342449692128
EE	0.931	0.779	0.778	0.117	0.91	0.748	0.776	0.118	0.89266163296164	8.853955431234e-07	0.376307333609182
EE	0.124	0.101	0.148	0.212	0.137	0.095	0.167	0.166	0.151029587974984	1.74538374746749e-23	0.0954930412180399
EE	0.824	0.684	0.773	0.218	0.876	0.669	0.766	0.209	0.444577109194162	2.02138997030142e-07	0.558754960525808
EE	0.808	0.915	0.801	0.556	0.778	0.918	0.76	0.499	0.785566707036612	0.113755151745519	0.864818463107069
EE	0.253	0.407	0.076	0.241	0.25	0.414	0.088	0.203	0.0712411756628231	2.42101219370188e-08	0.88488781387207
EE	0.091	0.046	0.092	0.106	0.069	0.053	0.106	0.105	0.120734120839156	4.19787549615415e-44	0.0325792861532622
EE	0.941	0.912	0.779	0.946	0.93	0.907	0.798	0.931	0.796587027902906	7.21620839305865e-11	0.842691192222823
EE	0.272	0.536	0.193	0.622	0.273	0.548	0.182	0.621	0.137376603828983	3.60536377417062e-09	0.282606195162996
EE	0.984	0.854	0.968	0.559	0.986	0.857	0.967	0.53	0.639723504674938	1.26421854485539e-06	0.43844428609602
varDE	0.164	0.117	0.476	0.094	0.15	0.1	0.495	0.089	0.0864838462240986	9.82573130917568e-213	0.118045875299103
meanDE	0.037	0.017	0.042	0.521	0.04	0.03	0.05	0.516	0.0390921861519257	1.98109956231216e-82	0.00725274128803698
EE	0.752	0.729	0.575	0.823	0.76	0.74	0.574	0.822	0.815228675848866	1.39271620633049e-11	0.71323782952218
EE	0.301	0.2	0.365	0.318	0.32	0.188	0.381	0.308	0.363990160825858	2.34845851218315e-11	0.280729951183085
EE	0.007	0.008	0.004	0.005	0.006	0.006	0.006	0.006	9.95217469606722e-05	0	0.00015555024826883
meanDE	0.006	0.003	0.007	0.002	0.006	0.004	0.004	0.001	0.00435502507018889	1.98568392618685e-140	0.00456666184217118
meanDE	0.174	0.17	0.09	0.368	0.178	0.185	0.089	0.353	0.0868777641376228	2.98972077871854e-09	0.219521097477983
EE	0.212	0.22	0.335	0.507	0.212	0.224	0.334	0.547	0.145992399932534	0.00027217202925102	0.7215448658493
EE	0.274	0.332	0.72	0.566	0.246	0.289	0.693	0.571	0.572128170622027	0.0146222367648307	0.518587389616223
EE	0.731	0.964	0.629	0.914	0.721	0.959	0.613	0.929	0.725354020474361	2.582058639777e-05	0.481957831735962
EE	0.821	0.88	0.74	0.95	0.805	0.873	0.742	0.928	0.852651629981686	0.0317736550109059	0.990563384108043
EE	0.139	0.248	0.096	0.244	0.136	0.257	0.118	0.253	0.177889735558223	3.92939272435147e-21	0.487371671907096
EE	0.947	0.913	0.785	0.051	0.963	0.898	0.797	0.083	0.813238472105061	4.31980322446341e-05	0.503350834037361
varDE	0.038	0.032	0.052	0.308	0.026	0.022	0.028	0.263	0.0126994996214117	1.52056452782159e-53	0.000237498131512455
EE	0.514	0.439	0.486	0.157	0.496	0.437	0.461	0.148	0.454501000768997	2.12074193292072e-23	0.326046061797467
EE	0.927	0.983	0.308	0.379	0.931	0.975	0.337	0.363	0.716857814991817	1.11136505140789e-05	0.426235256370282
varDE	0.039	0.021	0.037	0.059	0.041	0.014	0.03	0.057	0.367096681539609	8.48257568966088e-121	5.02556524734333e-06
varDE	0.224	0.134	0.2	0.178	0.214	0.114	0.193	0.157	0.410943821199091	1.30979681947482e-97	0.000443523207156632
EE	0.421	0.527	0.181	0.142	0.406	0.546	0.176	0.159	0.494484305212141	0.0132555433159759	0.450018576472639
EE	0.779	0.866	0.792	0.761	0.75	0.877	0.788	0.76	0.990911341383111	0.0065025733669673	0.60350201514884
EE	0.953	0.695	0.967	0.25	0.953	0.687	0.98	0.228	0.971444442082028	0.0425364926597316	0.713433227892222
EE	0.231	0.162	0.199	0.205	0.231	0.124	0.182	0.171	0.0860803981600498	2.76023426840663e-83	0.138763828125443
EE	0.923	0.907	0.814	0.298	0.917	0.904	0.805	0.247	0.531361409411612	2.88001839844366e-05	0.407368936534737
EE	0.125	0.077	0.148	0.472	0.1	0.084	0.128	0.44	0.201647158616467	4.63722522704909e-08	0.712480343008226
EE	0.092	0.154	0.17	0.189	0.054	0.117	0.117	0.126	0.0950758466570479	8.8644140329304e-131	0.152217229596929
EE	0.209	0.149	0.074	0.532	0.216	0.154	0.081	0.504	0.0615974583508136	7.53418990379267e-11	0.757614876153423
EE	0.289	0.262	0.318	0.146	0.245	0.187	0.287	0.145	0.35734977766075	8.94101258498983e-32	0.16682906233548
EE	0.461	0.462	0.481	0.163	0.498	0.462	0.502	0.177	0.296452618484722	8.19058119819245e-38	0.761148863360268
EE	0.897	0.724	0.881	0.94	0.881	0.684	0.858	0.943	0.484047688925838	0.126078771621177	0.975121878487408
meanDE	0.363	0.179	0.001	0.003	0.354	0.187	0.001	0.01	0.000355052547592543	5.58640800978926e-22	0.117140354725578
EE	0.801	0.725	0.849	0.352	0.776	0.749	0.815	0.392	0.889929508041918	0.0344795300867311	0.461977617018788
EE	0.366	0.426	0.31	0.423	0.4	0.454	0.297	0.395	0.156826130830436	3.37632934787357e-21	0.0701355778047449
meanDE	0.181	0.208	0.09	0.209	0.194	0.201	0.088	0.21	0.0219581540454385	2.53182263706582e-19	0.585303746694059
EE	0.953	0.832	0.902	0.659	0.962	0.845	0.886	0.65	0.915531724877129	1.01132843282569e-09	0.931587485855947
EE	0.027	0.013	0.025	0.109	0.025	0.013	0.024	0.088	0.0218180872675542	1.44762653781004e-49	0.0368515148978543
EE	0.165	0.255	0.151	0.093	0.168	0.237	0.162	0.1	0.076920377170722	5.39158149840676e-32	0.887378637869841
meanDE	0.037	0.034	0.033	0.211	0.046	0.048	0.029	0.232	0.0135333205282606	9.5678863281671e-45	0.00717123036302596
EE	0.571	0.749	0.566	0.209	0.541	0.739	0.575	0.218	0.741474624067449	1.68948224524638e-05	0.711469134057953
EE	0.762	0.915	0.989	0.643	0.745	0.938	0.995	0.674	0.749249920378535	1.24162241592529e-09	0.980212582820905
EE	0.507	0.358	0.384	0.528	0.508	0.369	0.384	0.529	0.354329199602076	4.21131979175348e-14	0.164507396286836
EE	0.972	0.65	0.451	0.92	0.978	0.669	0.467	0.914	0.3620102595406	1.00144674308837e-09	0.246872178562759
EE	0.561	0.463	0.696	0.51	0.542	0.454	0.649	0.453	0.840529522433157	0.000466577004461976	0.336282450288302
varDE	0.003	0.001	0.001	0.013	0.001	0.001	0.001	0.006	0.885479487668062	3.06891360286716e-109	0.00235226812071678
EE	0.358	0.256	0.582	0.299	0.352	0.246	0.564	0.288	0.545402169326254	0.732093463431849	0.982581569769655
EE	0.179	0.174	0.167	0.525	0.191	0.191	0.186	0.534	0.021785020789119	2.83256225309107e-215	0.121645401577869
meanDE	0.151	0.142	0.2	0.622	0.179	0.158	0.2	0.632	0.121572525812994	1.95677612021011e-29	0.584195604735931
EE	0.014	0.019	0.026	0.238	0.013	0.024	0.024	0.23	0.0488836487853412	2.07722238780667e-10	0.141940385839736
EE	0.245	0.19	0.344	0.824	0.233	0.153	0.315	0.825	0.370567881211763	3.08914283387651e-07	0.481740769232959
EE	0.06	0.107	0.098	0.089	0.028	0.103	0.069	0.08	0.0341983218633217	1.83173762279914e-42	0.0402521558808499
EE	0.366	0.531	0.541	0.794	0.343	0.522	0.507	0.823	0.333101954348218	1.08018721041483e-10	0.368196732772085
EE	0.554	0.423	0.601	0.497	0.583	0.442	0.606	0.458	0.462376891723793	0.00039031988496654	0.768623862500566
EE	0.398	0.22	0.418	0.216	0.38	0.24	0.448	0.227	0.324244639656298	1.4762915215111e-13	0.641164767061292
EE	0.532	0.402	0.889	0.951	0.53	0.374	0.892	0.929	0.703264728951892	0.00526715407121048	0.592865839150935
EE	0.098	0.207	0.087	0.473	0.1	0.195	0.09	0.46	0.0306836411682872	7.27867268992354e-39	0.142531607985792
varDE	0.02	0.022	0.003	0.001	0.014	0.025	0.002	0.001	0.39218129551173	1.60001434726113e-112	1.68087650090007e-05
EE	0.424	0.639	0.416	0.674	0.361	0.604	0.34	0.652	0.354290381956225	2.12149314429825e-37	0.259016878275288
EE	0.161	0.184	0.163	0.208	0.151	0.193	0.188	0.227	0.2442242128254	1.8930710562766e-09	0.394970960624965
EE	0.185	0.14	0.24	0.131	0.209	0.144	0.245	0.139	0.23084041060429	5.62870148176002e-39	0.165246384454915
EE	0.598	0.78	0.635	0.138	0.599	0.781	0.645	0.112	0.708996850904773	2.29100458149766e-08	0.483223208561823
EE	0.614	0.49	0.962	0.94	0.623	0.458	0.953	0.963	0.901608766718974	0.000796648291405369	0.741330789779192
EE	0.843	0.955	0.936	0.784	0.857	0.955	0.929	0.782	0.887157156611306	0.0487742379101267	0.514200974327729
