geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.295	0.366	0.423	0.988	0.223	0.261	0.367	0.964	0.478564964065162	0.00136519368606601	0.497828990991439	0.859633825125193
EE	0.546	0.407	0.931	0.342	0.624	0.448	0.95	0.341	0.691118704079686	0.172829257208417	0.527982340730288	0.425531486620685
meanDE	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	1.01286436826621e-10	1.10480048104462e-166	4.28649595274296e-10	1.6708175189226e-154
EE	0.55	0.58	0.534	0.631	0.564	0.588	0.551	0.617	0.54002034203592	1.24859021969852e-05	0.526594488316457	8.38371548363252e-22
meanDE	0.003	0.00600000000000001	0.003	0.105	0.004	0.006	0.004	0.1	0.000818592668604368	4.17007175415262e-53	0.00401000492222902	3.44326934166719e-40
EE	0.219	0.203	0.477	0.634	0.221	0.252	0.412	0.595	0.371571958778321	0.167278971042246	0.526494660942365	0.658728567385864
EE	0.792	0.759	0.775	0.76	0.782	0.769	0.8	0.773	0.765399596417899	0.456336098864982	0.875851616104255	0.04125965966034
EE	0.23	0.308	0.294	0.56	0.235	0.33	0.339	0.65	0.333767167757607	0.00285888556715321	0.385156115331951	0.1343497556499
varDE	0.182	0.03	0.123	0.011	0.197	0.031	0.123	0.02	0.806543856630484	2.93694480998911e-25	0.00628541401966984	8.50383536979006e-06
EE	0.381	0.48	0.315	0.674	0.305	0.386	0.247	0.644	0.218971691710506	5.58537009071876e-09	0.147235750597524	6.88582868616434e-27
EE	0.524	0.534	0.448	0.246	0.558	0.579	0.47	0.269	0.35595815461462	0.00254469886544272	0.181859975709175	0.000282794338475462
EE	0.793	0.664	0.617	0.252	0.783	0.724	0.66	0.258	0.460378862939891	0.304340906241167	0.643401536657789	0.173120485383741
varDE	0.004	0.001	0.001	0.014	0.005	0.001	0.002	0.01	0.70237489281159	2.83298982135323e-52	2.53503939014182e-10	4.14067006382096e-09
varDE	0.051	0.042	0.098	0.0590000000000001	0.035	0.036	0.086	0.045	0.00522712799353762	1.09179902140093e-120	0.00136737101936263	7.51598507189946e-104
EE	0.826	0.708	0.599	0.134	0.832	0.717	0.616	0.133	0.3249482710206	0.139698687169061	0.93015658208936	0.0161888936271969
EE	0.323	0.168	0.391	0.976	0.267	0.131	0.352	0.964	0.327287754392079	8.44248925272370e-09	0.122526603368089	3.50833955863552e-17
meanDE	0.619	0.558	0.575	0.543	0.538	0.539	0.522	0.531	0.525805394348263	0.0188353982188915	0.547653233216526	0.000214285064364067
EE	0.141	0.153	0.205	0.518	0.171	0.148	0.235	0.514	0.288441617694832	9.8562212334645e-05	0.282842636228017	4.29064215533988e-05
EE	0.951	0.914	0.659	0.953	0.975	0.885	0.611	0.906	0.85837490152927	9.83915919489203e-06	0.176659043192276	0.0982126700377277
varDE	0.305	0.099	0.251	0.41	0.295	0.085	0.23	0.419	0.541350621692246	6.01289561043811e-15	0.00711701413146913	5.53948271736511e-11
EE	0.727	0.823	0.898	0.782	0.557	0.704	0.787	0.697	0.716807250878342	0.244989370521161	0.766604041530546	0.0805960706398665
EE	0.702	0.667	0.951	0.616	0.787	0.741	0.93	0.6	0.683338836654742	0.00279617952725389	0.536914542304739	0.34204918201654
EE	0.358	0.375	0.496	0.385	0.372	0.362	0.493	0.375	0.936226662650266	0.826593749668996	0.977220329652545	0.231217075532195
EE	0.127	0.196	0.162	0.469	0.094	0.183	0.138	0.49	0.240873933586892	2.22626642908313e-10	0.0799357377822461	8.90236586824677e-14
EE	0.326	0.328	0.347	0.584	0.335	0.321	0.342	0.593	0.352614709064966	0.00165722668367631	0.415965153173677	0.350538296899076
EE	0.875	0.956	0.917	0.943	0.805	0.947	0.891	0.929	0.888063704716181	0.164758726607862	0.806132347553891	0.651192361851115
varDE	0.246	0.245	0.375	0.783	0.26	0.227	0.338	0.782	0.0395819607902975	3.84196173468452e-65	0.0549267718310717	6.09746088854039e-11
EE	0.446	0.2	0.631	0.15	0.43	0.214	0.617	0.143	0.914898704584946	0.0457914146968201	0.457543847488342	0.80838793142817
EE	0.52	0.408	0.751	0.115	0.551	0.437	0.801	0.071	0.829189319873536	0.71856753516243	0.884730530306452	0.247954292414127
meanDE	0.013	0.102	0.002	0.004	0.012	0.121	0.002	0.004	2.62459748927952e-09	2.00624036480645e-41	1.97651769527154e-07	6.59492597414293e-46
EE	0.441	0.478	0.454	0.908	0.4	0.483	0.428	0.894	0.378317409713978	2.55360928809781e-05	0.530465307784311	4.38078214344425e-10
EE	0.557	0.435	0.463	0.511	0.548	0.456	0.469	0.479	0.605837074303662	2.06923311497736e-06	0.551114788161728	1.59658568368843e-15
meanDE	0.136	0.146	0.081	0.465	0.122	0.123	0.057	0.477	0.0379555620464942	4.7753068345005e-14	0.0753253315789787	6.4701670310165e-17
EE	0.428	0.323	0.384	0.304	0.45	0.343	0.454	0.345	0.523422748929928	1.21784843890865e-06	0.71803009856619	0.443036093779118
EE	0.935	0.813	0.9	0.862	0.962	0.815	0.938	0.882	0.983574924294899	0.705308385370301	0.935441662917525	0.880232018468506
EE	0.00600000000000001	0.021	0.012	0.627	0.007	0.016	0.009	0.605	0.00263835716619896	1.22454374520903e-20	0.00557511854810911	1.53555305341504e-30
varDE	0.084	0.001	0.023	0.001	0.054	0.001	0.024	0.001	0.670957839190026	9.32420161623342e-32	0.00130577153729121	9.18436459857801e-07
EE	0.409	0.325	0.437	0.494	0.336	0.266	0.368	0.594	0.347722694688275	4.88179002823393e-12	0.423609210323307	0.346515836103446
EE	0.581	0.611	0.962	0.939	0.619	0.611	0.975	0.937	0.702427818350858	0.589389875936883	0.820107330669822	0.530577220439307
EE	0.631	0.546	0.281	0.285	0.607	0.537	0.223	0.253	0.382377349293289	0.105769297953873	0.608691327137511	0.0380799510173639
EE	0.296	0.403	0.166	0.625	0.353	0.453	0.17	0.666	0.631353829919167	0.399200022930502	0.852792193696621	0.206533540278854
varDE	0.00800000000000001	0.002	0.003	0.1	0.002	0.001	0.001	0.103	0.681393565129628	5.3812110045234e-45	4.53068859567358e-07	7.3036873017223e-20
EE	0.088	0.341	0.12	0.933	0.095	0.402	0.103	0.897	0.0517220444802984	1.96467027915437e-09	0.0503075203374557	1.79604766861279e-10
EE	0.513	0.711	0.753	0.168	0.468	0.721	0.766	0.165	0.784481189051923	0.88134368817463	0.990458232728063	0.546870018996752
EE	0.926	0.822	0.949	0.867	0.939	0.813	0.95	0.85	0.938598672652606	0.370405533697658	0.928566475199061	2.65691181334817e-05
EE	0.663	0.696	0.526	0.762	0.721	0.756	0.539	0.745	0.347720623804255	0.00945639026862332	0.508583646629431	0.031004066589076
EE	0.858	0.616	0.764	0.493	0.851	0.572	0.719	0.489	0.52290269291523	0.0301074441145589	0.695326763918997	0.801813080616552
EE	0.706	0.583	0.689	0.616	0.6	0.417	0.595	0.637	0.466683125318626	0.00285704713074727	0.766991224509106	0.00250958705848607
EE	0.756	0.523	0.94	0.234	0.761	0.537	0.951	0.229	0.827595569303515	0.226455140957163	0.854572904302585	0.209654649624499
EE	0.562	0.439	0.841	0.741	0.531	0.429	0.842	0.702	0.908745799468607	0.756136060620493	0.59666021739252	0.229459297869748
EE	0.791	0.537	0.966	0.819	0.804	0.588	0.975	0.938	0.852975512272602	0.937610723851727	0.995057420622624	0.0899001049990898
varDE	0.004	0.001	0.001	0.011	0.008	0.002	0.002	0.008	0.938077509991381	2.64633076990402e-33	1.41671268385515e-07	2.71399584481236e-08
EE	0.134	0.15	0.145	0.0580000000000001	0.114	0.134	0.134	0.065	0.0672949294168658	2.08879732366425e-30	0.26899643011771	1.15090743774209e-42
EE	0.357	0.253	0.479	0.253	0.341	0.281	0.48	0.057	0.956278400631017	0.758890854067369	0.955975611957692	0.585215664644795
meanDE	0.666	0.785	0.687	0.562	0.604	0.777	0.638	0.532	0.912168517053325	0.715755991789642	0.842345308778284	0.00485622047129966
EE	0.38	0.526	0.443	0.495	0.385	0.517	0.46	0.545	0.445299601906262	0.134138178645198	0.509022234462614	0.0108697419215158
EE	0.419	0.273	0.409	0.332	0.445	0.271	0.435	0.355	0.398873638645697	2.67675801010379e-05	0.319090463008973	0.225511104323672
EE	0.25	0.504	0.282	0.393	0.247	0.474	0.285	0.437	0.521222559738036	0.420176044055768	0.902920340720927	0.0157304178999563
meanDE	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	1.18116109047968e-05	2.57384833583069e-73	2.5029210426014e-06	5.47257569472414e-51
meanDE	0.095	0.077	0.0610000000000001	0.103	0.039	0.042	0.037	0.05	0.0186482492108067	2.8951058930279e-58	0.00979562445451828	4.62701124516253e-97
varDE	0.026	0.005	0.018	0.04	0.04	0.005	0.024	0.034	0.509311547668349	1.75565200851233e-46	1.0931007923999e-06	1.08982522306812e-18
EE	0.713	0.611	0.469	0.313	0.658	0.59	0.454	0.41	0.415176836111532	0.000172342143587361	0.445932130847579	0.00613671052132115
varDE	0.158	0.313	0.18	0.26	0.153	0.327	0.136	0.197	0.829842250682275	2.83583390351482e-16	0.000228039085185735	2.00048010270648e-17
EE	0.358	0.364	0.271	0.438	0.235	0.242	0.163	0.412	0.0622346321023697	8.05234465352985e-27	0.105782612975261	0.246143405058272
EE	0.255	0.237	0.31	0.434	0.264	0.225	0.302	0.437	0.36402324609792	6.77974813695293e-05	0.372283005741168	0.542791176107202
EE	0.0570000000000001	0.084	0.0570000000000001	0.029	0.064	0.103	0.06	0.034	0.0351483305609149	8.85814673920115e-16	0.0370981418129552	2.59173130053983e-06
meanDE	0.05	0.049	0.017	0.51	0.041	0.032	0.007	0.49	0.00061100814602132	1.69674744086945e-19	0.00287071906343017	1.7636809417133e-24
meanDE	0.001	0.004	0.001	0.001	0.001	0.003	0.001	0.001	1.91462160370318e-07	7.2852551783446e-24	0.00501559231121987	1.99753534556846e-26
varDE	0.054	0.005	0.015	0.017	0.03	0.004	0.012	0.007	0.716563923036237	2.26486302842304e-25	2.62456359510597e-05	0.19925956370108
EE	0.883	0.755	0.895	0.093	0.857	0.741	0.937	0.123	0.923209751005059	0.455299951657065	0.813205817970531	0.70906672769861
EE	0.076	0.074	0.0580000000000001	0.0639999999999999	0.09	0.066	0.041	0.054	0.153586863850439	6.29950156187746e-08	0.0752490296277227	3.75306707821916e-07
EE	0.372	0.428	0.258	0.498	0.418	0.449	0.316	0.495	0.471238747674604	0.0298344871175942	0.626953008358178	0.755012010609448
EE	0.443	0.524	0.427	0.833	0.382	0.476	0.359	0.867	0.281373104994168	0.00106206342535294	0.518017300473719	5.56652724121401e-05
EE	0.759	0.779	0.692	0.151	0.773	0.809	0.743	0.162	0.99437828461515	0.783293119242717	0.95732494453177	0.730296982736572
EE	0.86	0.826	0.774	0.696	0.87	0.786	0.77	0.696	0.58102846307512	0.000147540554063325	0.560811862583908	0.00380638970014098
EE	0.385	0.621	0.303	0.338	0.346	0.609	0.272	0.34	0.256276772701542	8.08882932710982e-07	0.199978560113216	0.00317894028194809
EE	0.255	0.106	0.233	0.271	0.261	0.136	0.224	0.418	0.0535688935009082	4.84931256027134e-07	0.0946465408077278	0.00244176358981465
EE	0.188	0.125	0.169	0.072	0.181	0.137	0.165	0.082	0.114724391559235	4.2607625415615e-12	0.182854798645379	5.63970109820226e-10
EE	0.245	0.179	0.158	0.141	0.269	0.21	0.192	0.173	0.225386095329821	5.0285525671603e-19	0.224261126987848	1.78355446500452e-14
EE	0.693	0.701	0.591	0.155	0.719	0.701	0.613	0.147	0.737455798543175	0.110632859841088	0.656802022992689	0.571457232895144
EE	0.806	0.558	0.935	0.687	0.764	0.581	0.937	0.693	0.597426999778215	0.211423194580704	0.539517614047692	0.000453208379443688
varDE	0.278	0.453	0.546	0.203	0.298	0.469	0.538	0.209	0.263628214716388	6.71432075482188e-32	0.0765276865005374	5.01469757083651e-06
meanDE	0.029	0.118	0.043	0.018	0.027	0.119	0.052	0.018	0.0207030436162094	2.08102052531633e-27	0.0199540024690807	8.84380892815369e-19
EE	0.543	0.527	0.773	0.794	0.511	0.488	0.743	0.755	0.449986840738243	0.138020369689192	0.832318537480532	0.247912840257589
EE	0.028	0.075	0.076	0.732	0.051	0.086	0.092	0.779	0.10719686276237	6.46672274782478e-11	0.126387748002376	3.03935804537913e-09
EE	0.561	0.706	0.563	0.798	0.506	0.627	0.507	0.797	0.739917762018037	2.10270620154215e-15	0.616241719099862	5.74599898283502e-77
meanDE	0.01	0.01	0.00700000000000001	0.014	0.014	0.007	0.011	0.012	0.00674794832805212	5.72644521290845e-54	0.00048594188125423	1.19206730095438e-61
meanDE	0.001	0.003	0.003	0.912	0.003	0.005	0.001	0.923	4.02742718027229e-05	1.91972092987753e-24	0.000348839752578555	2.73199630308824e-20
EE	0.673	0.51	0.573	0.812	0.63	0.468	0.568	0.795	0.860390761244151	0.356705390897738	0.809190019329008	0.504745977436369
EE	0.768	0.707	0.831	0.186	0.714	0.638	0.868	0.074	0.908861546798804	0.901388422697608	0.834993214316972	0.955246330159762
EE	0.585	0.726	0.508	0.652	0.602	0.759	0.544	0.696	0.469111225455307	0.00641724163113496	0.52334441688822	0.0339054217272415
EE	0.642	0.868	0.784	0.796	0.702	0.911	0.829	0.816	0.499384559614846	0.078987126707896	0.656677532321646	0.000846080149699298
EE	0.379	0.441	0.282	0.081	0.38	0.453	0.281	0.063	0.0443762395300982	1.54418004307747e-19	0.0855715648018179	3.2980579916337e-18
EE	0.595	0.591	0.421	0.799	0.617	0.616	0.428	0.822	0.851871460070933	0.33910821957725	0.956975431671769	0.00665375180863616
varDE	0.129	0.167	0.072	0.271	0.137	0.198	0.066	0.259	0.911516709486435	3.23998618954662e-36	8.34193143766822e-06	4.27441958054813e-08
EE	0.754	0.865	0.773	0.37	0.75	0.867	0.775	0.312	0.685557546513634	0.00039031283076752	0.74097939448816	3.80923646243346e-07
EE	0.97	0.782	0.903	0.674	0.979	0.74	0.894	0.594	0.664385592452055	0.131004430709333	0.74020536065298	6.55002840955008e-08
varDE	0.038	0.011	0.00700000000000001	0.013	0.048	0.009	0.009	0.006	0.697929206935589	3.86600949817204e-37	6.21995659768278e-07	5.54561035195468e-20
varDE	0.042	0.011	0.018	0.001	0.04	0.005	0.012	0.002	0.609763522966091	2.23759414733105e-36	2.56413447404463e-06	4.37140108983237e-15
EE	0.674	0.722	0.995	0.68	0.713	0.785	0.997	0.667	0.92830387597057	0.260247345165348	0.493438351195438	0.611791847631153
EE	0.975	0.634	0.865	0.647	0.975	0.662	0.9	0.677	0.475169154982985	0.00215990348060041	0.395853513547252	0.000186339650747547
EE	0.484	0.263	0.375	0.45	0.526	0.248	0.41	0.471	0.532145124538649	0.0123920050519562	0.421623788618138	0.00243170845091135
EE	0.158	0.204	0.17	0.138	0.171	0.176	0.18	0.151	0.0952645187566158	1.50606459022376e-15	0.0752702451442112	1.55483308399291e-14
EE	0.858	0.975	0.965	0.836	0.827	0.963	0.954	0.84	0.984308871070239	0.7424621835456	0.964995529313117	0.225751211789328
EE	0.056	0.142	0.029	0.776	0.07	0.154	0.043	0.672	0.0487201985495292	8.66640815698024e-14	0.0162878267633519	3.04953310759865e-07
EE	0.418	0.284	0.272	0.27	0.436	0.242	0.257	0.231	0.171870328348885	8.43119297263529e-51	0.19828030037623	2.28187513801361e-05
EE	0.198	0.124	0.28	0.299	0.17	0.133	0.279	0.284	0.987508876876363	0.138235938926953	0.832301473377855	0.363309331522932
EE	0.368	0.212	0.347	0.072	0.371	0.193	0.353	0.093	0.31488575142631	3.33850933575307e-07	0.329007453147003	2.06958859955664e-10
EE	0.841	0.868	0.868	0.632	0.861	0.867	0.876	0.638	0.816535516022789	0.929229736382023	0.921193002237702	0.000279618850758941
EE	0.432	0.352	0.465	0.733	0.511	0.403	0.51	0.715	0.238278680110281	4.75397797926971e-05	0.25447488344113	9.10601585196619e-05
meanDE	0.001	0.012	0.002	0.287	0.001	0.005	0.001	0.298	1.38679899540065e-08	2.76358765854212e-24	7.39515201696379e-06	1.68925473649733e-28
