geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
varDE	0.559	0.639	0.51	0.799	0.589	0.67	0.517	0.73	0.382711284301665	5.76597901281228e-22	0.334648487657589	3.33972965654153e-22
EE	0.9	0.927	0.814	0.522	0.906	0.927	0.866	0.559	0.966148793629479	0.136364786996302	0.471409902262749	0.0996857560883518
EE	0.678	0.739	0.291	0.654	0.654	0.735	0.287	0.671	0.286775483345285	0.101825138697173	0.542712288424094	0.000258182045351716
meanDE	0.147	0.187	0.012	0.272	0.179	0.201	0.03	0.265	0.00401536840196113	3.10518127069331e-09	0.00169847932988729	3.61698799995836e-08
EE	0.86	0.741	0.994	0.419	0.862	0.755	0.986	0.261	0.788704775269073	0.106284883401083	0.851797966733788	0.234453948964622
EE	0.099	0.128	0.118	0.104	0.075	0.092	0.092	0.093	0.0448296559394568	1.52165923834e-41	0.0408212653739102	1.4002459688181e-17
meanDE	0.142	0.068	0.141	0.033	0.174	0.087	0.128	0.049	0.0319966502024581	6.74101005163389e-15	0.00488059426328122	1.22090120492962e-09
EE	0.101	0.154	0.159	0.127	0.106	0.137	0.157	0.113	0.0336040798052525	1.4823694291824e-57	0.0527982543246514	3.69488586654909e-67
EE	0.651	0.675	0.944	0.921	0.638	0.663	0.96	0.898	0.840064596824316	4.16406838011834e-11	0.405958979258815	5.91675686505621e-08
EE	0.88	0.93	0.695	0.878	0.878	0.939	0.689	0.857	0.879040655906187	0.373504121255124	0.668131145067103	0.0783230895590041
varDE	0.163	0.025	0.149	0.01	0.1	0.009	0.08	0.002	0.37325136108075	4.83783841880827e-20	0.0867265099876882	3.9076437441316e-13
EE	0.512	0.298	0.401	0.151	0.512	0.312	0.411	0.14	0.60599619692724	4.31274683721865e-05	0.520298141342064	1.8766260342446e-05
EE	0.544	0.813	0.987	0.914	0.543	0.791	0.991	0.886	0.582445485313044	0.0729262768994215	0.294897511049659	0.0221662523776322
EE	0.951	0.995	1	0.782	0.95	0.981	0.999	0.808	0.883707040774276	0.197023117922566	0.821186949841176	0.985876845633325
EE	0.959	0.983	0.964	0.905	0.961	0.981	0.959	0.909	0.844408344616447	0.000254376644625811	0.965164904395933	2.61244494208879e-10
varDE	0.015	0.001	0.02	0.001	0.015	0.001	0.016	0.001	0.624518086041972	3.88055437733873e-21	3.23261744198885e-05	0.325610884525206
EE	0.102	0.122	0.074	0.336	0.1	0.117	0.095	0.351	0.490172515882261	0.0448190661626906	0.32968993141154	0.0785428044122857
EE	0.317	0.351	0.564	0.667	0.308	0.346	0.567	0.644	0.930202746148202	0.385765549385792	0.310954402532134	0.157128833648973
EE	0.466	0.554	0.615	0.514	0.475	0.563	0.616	0.542	0.355632089479936	3.32776077451541e-29	0.442437169955306	2.47558450945559e-22
EE	0.29	0.195	0.382	0.869	0.334	0.2	0.419	0.866	0.270550029391609	0.0684499268886732	0.13663419603191	0.673262267737458
EE	0.543	0.341	0.757	0.664	0.525	0.331	0.754	0.698	0.64271175439944	1.69808743654785e-05	0.921943632397582	1.44674730312124e-08
EE	0.443	0.672	0.526	0.765	0.36	0.634	0.439	0.711	0.585958389944635	8.13360750426468e-12	0.697496034551189	2.23144028394765e-16
EE	0.254	0.135	0.19	0.753	0.224	0.112	0.173	0.711	0.070569158726639	1.07135040892926e-56	0.0147994437873381	8.21117276761228e-44
EE	0.349	0.165	0.461	0.22	0.385	0.196	0.49	0.198	0.409047485256251	0.000842484811772	0.191424196929976	0.00315693940064048
EE	0.48	0.75	0.532	0.581	0.464	0.739	0.522	0.55	0.433180288416755	0.00961381663435493	0.663510992659321	0.198587925813999
varDE	0.37	0.352	0.359	0.172	0.396	0.404	0.36	0.2	0.0289053400978603	1.30846665887377e-23	0.000106502422404351	0.00190779745536111
EE	0.205	0.357	0.191	0.275	0.197	0.33	0.178	0.275	0.048620407966347	9.05219019336881e-57	0.226033935197212	8.55030775226151e-24
EE	0.6	0.466	0.23	0.06	0.573	0.468	0.255	0.041	0.406095958970365	0.000769051579603421	0.377947795405122	0.000296230215173725
meanDE	0.207	0.105	0.164	0.781	0.166	0.099	0.166	0.815	0.153915370700311	1.85493487404511e-24	0.0609899342179849	1.7186451123306e-22
EE	0.605	0.462	0.467	0.663	0.633	0.46	0.464	0.678	0.770690037528764	0.012594021317123	0.578525574113599	0.0968608026758279
EE	0.083	0.057	0.078	0.064	0.102	0.062	0.087	0.072	0.0770601901403552	6.5458231459124e-21	0.032093965482393	2.73462746254459e-19
EE	0.569	0.365	0.444	0.415	0.575	0.368	0.447	0.374	0.697186910033241	0.285299268449024	0.591199786924827	0.948176390578389
meanDE	0.008	0.011	0.006	0.019	0.007	0.011	0.007	0.016	0.00133191111919925	2.1562035958186e-62	0.000297228008747512	6.33225937151031e-40
meanDE	0.734	0.648	0.471	0.664	0.723	0.681	0.496	0.696	0.623497830905036	0.00128893860320884	0.672466392286874	2.27563202956743e-09
varDE	0.056	0.052	0.024	0.16	0.042	0.031	0.014	0.185	0.0819173972295663	3.65594823372808e-28	2.2617430011675e-05	6.73542213873109e-21
EE	0.421	0.39	0.438	0.626	0.339	0.312	0.34	0.611	0.290599066201773	2.70926865707451e-08	0.362146179964815	0.00380604405702478
varDE	0.327	0.372	0.207	0.254	0.311	0.364	0.195	0.272	0.339604763478324	4.47031496119908e-18	4.31250254162809e-07	0.165804439798249
EE	0.253	0.304	0.308	0.532	0.232	0.239	0.264	0.527	0.185723888367413	5.24834794598879e-23	0.174494989023501	7.35455356385155e-09
EE	0.259	0.286	0.234	0.632	0.286	0.298	0.24	0.684	0.0697613133498309	2.15586873712957e-16	0.0714820346141041	2.5497033042893e-14
EE	0.078	0.134	0.248	0.087	0.076	0.119	0.248	0.108	0.050266213277733	7.54010603785785e-44	0.00670684760496914	5.6543362736927e-39
meanDE	0.102	0.074	0.087	0.922	0.094	0.063	0.085	0.921	0.0409230628151066	2.50550373210781e-16	0.101161981676919	9.79912829886053e-13
meanDE	0.32	0.38	0.039	0.639	0.335	0.366	0.048	0.65	0.0505198297631251	5.07903281290423e-07	0.389512942803318	1.0911756926387e-07
varDE	0.125	0.029	0.15	0.03	0.119	0.013	0.135	0.029	0.283504669687601	4.44172924065071e-12	0.00905688505037092	0.0717942906012767
EE	0.822	0.99	0.918	0.745	0.807	0.981	0.887	0.711	0.996706257534619	0.208145799097079	0.973636379388526	0.0034670626935711
EE	0.114	0.13	0.145	0.101	0.117	0.132	0.145	0.092	0.0994023699401807	3.68665788244088e-10	0.0243669972126131	6.17554956354889e-11
EE	0.441	0.475	0.184	0.265	0.469	0.5	0.232	0.311	0.127440133470116	1.0413133521033e-15	0.0869412051440231	8.869166099281e-20
EE	0.659	0.848	0.617	0.934	0.674	0.838	0.647	0.945	0.317328031158202	0.0935028455940392	0.347898136914925	0.537897191716501
EE	0.096	0.126	0.114	0.039	0.116	0.123	0.121	0.034	0.19684532786336	0.000138496730734224	0.0786924560301795	0.000669658451501838
EE	0.392	0.466	0.29	0.292	0.397	0.511	0.321	0.295	0.28777843333241	0.0175884202935741	0.60491321867434	0.0352871273070608
EE	0.317	0.635	0.403	0.674	0.268	0.607	0.383	0.695	0.15694463260718	6.11238104773371e-07	0.127329301789975	7.80765381717064e-06
EE	0.451	0.525	0.472	0.791	0.463	0.474	0.485	0.776	0.816204935044056	0.0665281407887977	0.0804461910320182	0.756813268712185
EE	0.477	0.47	0.331	0.529	0.416	0.398	0.267	0.416	0.260648128473418	5.02416384064296e-09	0.18705262747732	1.47674271310909e-11
EE	0.484	0.408	0.252	0.232	0.41	0.354	0.194	0.204	0.172328923012634	0.514957695552905	0.140064231341242	0.0355713753231858
EE	0.218	0.184	0.31	0.332	0.205	0.192	0.3	0.279	0.487261516809787	0.224861738872605	0.535541409704749	0.00361953551937896
EE	0.256	0.153	0.348	0.644	0.284	0.195	0.377	0.674	0.491816098997187	0.00552096328527078	0.690140256734746	7.35624283633296e-06
varDE	0.545	0.67	0.594	0.66	0.593	0.665	0.614	0.659	0.714986435738009	0.00210763903149594	0.58103568820643	0.810531699762168
meanDE	0.529	0.621	0.25	0.397	0.509	0.596	0.254	0.398	0.270763306059926	0.345987432591693	0.491727243555587	0.29834954814474
EE	0.772	0.845	0.764	0.894	0.739	0.833	0.721	0.906	0.302538736491412	2.23635411842851e-06	0.331295294412326	9.37878078869342e-14
EE	0.289	0.222	0.213	0.189	0.274	0.217	0.195	0.184	0.111892173682641	5.28429101486806e-24	0.0959070959456755	3.40076965695122e-20
EE	0.783	0.512	0.594	0.575	0.78	0.489	0.597	0.575	0.837250898193941	3.51857211140361e-64	0.335936174831999	1.92926692760022e-08
meanDE	0.996	0.952	0.954	0.795	0.999	0.937	0.963	0.798	0.985942905889666	3.12731520203025e-14	0.767833733213573	2.08605152191386e-15
meanDE	0.82	0.927	0.908	0.218	0.811	0.927	0.907	0.22	0.94277358760366	0.983883713164574	0.973627322725341	0.608055248425339
EE	0.427	0.649	0.335	0.587	0.447	0.658	0.324	0.625	0.560352145167437	0.0106479944786399	0.920011186571478	7.43672074865004e-05
EE	0.353	0.432	0.373	0.881	0.379	0.435	0.373	0.857	0.880503974049317	0.777116797837666	0.987208479203518	0.969938220635545
EE	0.626	0.614	0.564	0.745	0.665	0.634	0.579	0.762	0.998428365781917	0.045542993306812	0.977935620083782	0.00115264783174276
EE	0.118	0.107	0.22	0.134	0.096	0.076	0.202	0.117	0.0846160798950386	1.28167744228855e-29	0.115276510695037	1.70305705771902e-16
EE	0.294	0.233	0.309	0.048	0.25	0.182	0.291	0.089	0.0879280589529953	7.27156533174927e-05	0.0480490694614029	0.280363596534063
EE	0.655	0.379	0.352	0.927	0.678	0.416	0.359	0.904	0.3336105198178	0.0799280370607952	0.286110880037006	0.941117017835374
varDE	0.282	0.104	0.452	0.914	0.321	0.125	0.457	0.915	0.77028408613487	9.86730334578467e-10	0.00183449561168999	0.0412661623235135
EE	0.753	0.524	0.903	0.924	0.75	0.561	0.919	0.934	0.825696248236181	0.0169921412243577	0.862957993722637	0.30148480111005
EE	0.934	0.976	0.47	0.386	0.927	0.964	0.495	0.395	0.0413974481113694	1.17429917651844e-11	0.0275263859185462	1.5023638348338e-06
varDE	0.213	0.228	0.399	0.41	0.232	0.26	0.426	0.456	0.46624355571366	1.1222522712475e-24	0.000156182750496866	0.000565607952492288
varDE	0.57	0.615	0.369	0.421	0.515	0.534	0.269	0.245	0.229412604947294	2.84253250938107e-13	0.0378421360299853	2.24980395258697e-05
EE	0.311	0.328	0.719	0.519	0.318	0.297	0.732	0.522	0.83987811966602	0.693452071983117	0.99317308671328	0.381685942446146
EE	0.297	0.413	0.326	0.82	0.356	0.434	0.339	0.856	0.323346768320631	0.0701126606192349	0.443571168242629	0.00106403954889658
EE	0.044	0.031	0.042	0.204	0.04	0.038	0.03	0.224	0.036633229053387	7.52748333657142e-11	0.0136111668109441	8.79338620591991e-09
EE	0.969	0.774	0.728	0.753	0.97	0.782	0.726	0.724	0.938731191907112	0.0148223491839529	0.902435252101375	0.0214466630479969
EE	0.981	0.704	0.959	0.964	0.971	0.755	0.96	0.963	0.843767271644559	0.257239623162736	0.944327000365846	0.798916434979944
EE	0.519	0.429	0.643	0.897	0.481	0.356	0.629	0.538	0.456224636358649	0.00174429753839196	0.601941274929042	8.27754279709882e-07
EE	0.367	0.271	0.135	0.233	0.369	0.26	0.138	0.217	0.0531711072475312	1.47940014144503e-154	0.0979890522978628	5.20127174878068e-157
EE	0.377	0.249	0.642	0.839	0.375	0.25	0.65	0.858	0.78344138969646	0.323128778028583	0.891244389641995	0.472390149284098
EE	0.499	0.47	0.451	0.257	0.555	0.49	0.478	0.254	0.322681509732332	1.67269591186978e-08	0.282973615099908	1.05191266512622e-05
EE	0.848	0.797	0.605	0.508	0.78	0.686	0.49	0.404	0.1932383141279	0.000106279298811351	0.557321928051219	9.77407041611018e-12
EE	0.606	0.402	0.827	0.959	0.571	0.406	0.842	0.965	0.78992711793901	0.0446226572981258	0.861414625608905	0.0553242293868172
meanDE	0.057	0.082	0.026	0.927	0.067	0.101	0.018	0.934	0.0426818636455355	5.96041780772465e-05	0.147051071360248	5.87563812803204e-05
EE	0.742	0.945	0.927	0.984	0.759	0.947	0.916	0.983	0.905448835690663	0.448720008867483	0.808048564557778	0.594124480869433
EE	0.44	0.47	0.452	0.954	0.44	0.476	0.476	0.955	0.349728058735411	0.00533949840546594	0.518227436732126	0.000859463568966053
