gene	DDcategory	Clusters.combined	Clusters.c1	Clusters.c2	nonzero.pvalue	nonzero.pvalue.adj	zero.pvalue	zero.pvalue.adj	combined.pvalue	combined.pvalue.adj
gene123	DZ	1	1	1	3.58194131022671e-08	1.28846809720385e-07	5.1212582014632e-06	2.01030743923972e-05	5.56317805538145e-12	2.06521691151051e-11
gene124	NS	1	1	2	0.0344095449762347	0.0353371450333604	0.0194088578793445	0.0373157565572593	0.00555079961963023	0.00604415366231685
gene125	DE	1	1	1	4.09621428376639e-06	8.55829570909665e-06	0.00115524965510848	0.00295460269848715	9.5442197450977e-08	2.01407960856718e-07
gene126	DB	1	1	2	0.000991159304810418	0.00122384232728559	0.687248419452699	0.755737093556233	0.00564807580663248	0.00614923876606694
gene127	NS	1	1	1	0.010066965637952	0.0107956736063828	0.779343378881948	0.832383945719744	0.0458796301923175	0.0470138390596311
gene128	DB	1	3	1	5.61105234722081e-05	8.96513256995536e-05	0.222801244872726	0.308315055909983	0.000153639146185411	0.000201560047471841
gene129	DB	1	1	2	1.23678844943242e-13	1.49460839810565e-12	0.032507848251864	0.0587845357176564	1.37290599527943e-13	6.18078107047576e-13
gene130	NS	1	1	1	0.000332306943916949	0.000447853024146832	0.867583951054525	0.899633390594452	0.00263841403414187	0.00296575976860123
gene131	NS	1	1	1	0.0125876516157478	0.0133822209868415	0.19596799984943	0.276644432467874	0.0172793846623475	0.0181101896107402
gene132	DE	1	1	1	1.05971255104365e-08	4.32756529267441e-08	0.0263630354644599	0.0488543626860503	6.42513918916076e-09	1.58890613642306e-08
gene133	DE	1	1	1	0	0	1.29842316334956e-39	1.26675430570688e-37	0	0
gene134	DB	1	1	2	8.55192583415487e-09	3.58383481787527e-08	0.596052273450577	0.678295617013458	1.02429785279719e-07	2.15075664629331e-07
gene135	DB	1	1	2	0.00359605847615807	0.00407831979150334	0.799328668420008	0.848197024322703	0.0196953248714698	0.0205856544253669
gene136	NS	1	1	1	0.000230459416049045	0.000320974117059951	0.360693131367204	0.455852298726324	0.000864099302128559	0.00102578934812709
gene137	NS	2	2	2	0.0052654546112727	0.00582945431638273	0.879880924571557	0.908967897284666	0.0295331485380866	0.0305607538875556
gene138	DB	1	1	2	0.0106745795930213	0.0114212433789181	0.0257306175703459	0.0478709164099459	0.00252689447669618	0.00284600250789377
gene139	DZ	1	1	1	0.000150416787784935	0.000218311738439673	3.76476174572957e-05	0.000129707553685773	1.13196315941185e-07	2.35948548079593e-07
gene140	DE	1	1	1	0	0	3.27226921674753e-12	3.09434441300003e-11	0	0
gene141	DB	1	1	2	6.00872189326918e-06	1.20808683453514e-05	4.55208497445263e-13	4.8297983813821e-12	1.13348442671076e-16	7.29515318880616e-16
gene142	DZ	1	2	1	0.0295802866435678	0.0304833560670543	0.000284579840282194	0.000824570344895889	0.000106782947807606	0.000143020857602686
gene143	DB	1	1	3	4.66524370246191e-06	9.59186574651639e-06	3.25857548525558e-12	3.08504187953191e-11	6.03902929578154e-16	3.58665437017464e-15
gene144	DZ	1	1	1	0.00119544075275413	0.00145585721145274	2.26379162090693e-06	9.35451083019391e-06	5.60939243035132e-08	1.22208985410704e-07
gene145	NS	1	1	1	4.67096634170217e-05	7.60779961592537e-05	0.324467042374515	0.418846253572185	0.000183341045861609	0.000237526861035283
gene146	DE	1	1	1	7.59738539655164e-05	0.0001180634871259	7.64744373612189e-05	0.000248495328549858	1.15990106286328e-07	2.41269071838436e-07
gene147	DE	1	1	1	0.00799086607500821	0.00865514874086998	2.54276065101406e-07	1.19879794230985e-06	4.26986644829839e-08	9.46230791866678e-08
gene148	DB	1	1	2	3.37035562980592e-06	7.16525246836231e-06	0.0192838120858569	0.0371199462672894	1.14056630561009e-06	2.0431102653114e-06
gene149	DB	1	1	2	6.71871476565222e-06	1.3330783265183e-05	0.000908499901594072	0.00238060897895597	1.21556105201278e-07	2.51408697417328e-07
gene150	NS	1	1	1	2.54213292916194e-06	5.56240800636784e-06	0.964866493285315	0.973874835513817	3.41390019499499e-05	4.93694894431669e-05
gene151	DB	2	2	1	1.14652428786499e-05	2.14654675940087e-05	0.000175046912895116	0.000528443510626767	4.21995421489226e-08	9.36986780991898e-08
gene152	NS	1	1	1	2.11042456070842e-05	3.72373102904001e-05	0.230263569367315	0.316133268395146	6.43138934392121e-05	8.92938471908534e-05
gene153	DB	1	1	2	3.38849071005454e-05	5.69135538115396e-05	1.19503288979118e-05	4.43220357827048e-05	9.16260048803278e-09	2.20985239385777e-08
gene154	NS	1	1	1	3.37985784137906e-07	9.34307627195318e-07	0.949550359522147	0.96260077064801	5.11955672346035e-06	8.33125585591594e-06
gene155	DE	1	1	1	1.06405995126124e-11	8.87641252355573e-11	0.0855628800709773	0.136982797792239	2.61522603993678e-11	8.93712444232987e-11
gene156	NS	1	1	1	4.68152605609395e-05	7.62308333986396e-05	0.0419985850604422	0.0736655734451956	2.78005712495304e-05	4.0755831042009e-05
gene157	DB	1	1	2	0.0058874265183031	0.00647325620484123	1.22995499137283e-05	4.55117480618994e-05	1.26294145044557e-06	2.24522924523657e-06
gene158	DE	1	1	1	3.90600389810203e-08	1.39003697441353e-07	2.74199288841186e-07	1.2873206048882e-06	3.55232536557593e-13	1.51162781513869e-12
gene159	DE	2	1	1	1.20841295858654e-08	4.86527612918585e-08	0.00189853436356161	0.00462916028908652	5.84979618860043e-10	1.67017735577457e-09
gene160	DB	1	1	2	2.69489570092762e-06	5.8616545969062e-06	0.470104467034285	0.563167974883839	1.84698184943389e-05	2.78474459017548e-05
gene161	NS	1	1	1	0.000180663189595753	0.000257676148469607	0.939529853148396	0.95541360432022	0.00164328076727332	0.00188801466870408
gene162	DE	1	1	1	2.79238856171204e-06	6.05231874659885e-06	2.00555995511405e-06	8.34780418361726e-06	1.5069406716498e-10	4.68721826329641e-10
gene163	DZ	1	1	1	0.00113662031769979	0.00139099931797435	0.00596997474709579	0.0129994006469152	8.75389787683125e-05	0.000118777447446828
gene164	NS	1	1	1	0.232866346712272	0.233362241475407	0.27893550868876	0.370986545221959	0.242545063755216	0.243458031372864
gene165	DB	1	1	3	1.42953085995323e-05	2.62118883328578e-05	6.20451512706678e-06	2.39672240543381e-05	2.14162390309606e-09	5.63585237656858e-09
gene166	DE	1	1	1	0	0	3.75811111469983e-42	4.35723027791284e-40	0	0
gene167	NS	1	1	1	2.56039784922724e-05	4.44224306957664e-05	0.277208707161965	0.369119450282244	9.12455413006552e-05	0.000123490521014258
gene168	DZ	1	1	1	1.10624076565813e-09	5.73553216154571e-09	0.00115203758612508	0.00294827277319278	3.61792099969001e-11	1.21355840660461e-10
gene169	NS	1	1	1	0.00378181994251581	0.00428049795417748	0.0391753404236094	0.0694136707395073	0.0014544668216334	0.00167903817793177
gene170	DB	1	1	2	6.46314380309265e-05	0.000102022790893333	0.47399023597867	0.566804467538021	0.000349032386708091	0.000436017972152519
gene171	DB	1	1	2	2.24587572983381e-08	8.47500275408986e-08	0.257208799527731	0.346817865535453	1.15355338493704e-07	2.40011107399125e-07
gene172	DE	1	1	1	0.00485263763685051	0.00539556651769341	0.223435259345712	0.308985665473759	0.0084862826829604	0.00909935148957019
gene173	DB	1	1	2	1.37732325544704e-09	6.96937763667066e-09	1.41299157197761e-09	9.51509476079199e-09	8.13113107497976e-17	5.32752240784915e-16
gene174	NS	1	1	1	0.00323671666722125	0.00369441955832997	0.150283040968045	0.222106840521774	0.00419707250698507	0.00462933683384539
gene175	DE	1	1	1	8.73856542682461e-13	8.92829162383102e-12	3.03565270485159e-05	0.000105864087353151	1.03902884711381e-15	5.99728050282141e-15
gene176	DZ	1	1	1	2.36932053865324e-07	6.83540003938908e-07	0.00282377243610867	0.00663636295207677	1.48026751360166e-08	3.48298238494508e-08
gene177	NS	1	1	1	6.56221483819053e-08	2.20116220987523e-07	0.161632571581628	0.235715629253093	2.05364161757048e-07	4.11757717808617e-07
gene178	DE	1	1	1	0.000336292247287373	0.000452690220141172	2.65595896410143e-05	9.3767306764393e-05	1.74470341346767e-07	3.52781950950227e-07
gene179	DE	1	1	1	0.000153499437758886	0.000222100832351436	9.25115618063403e-08	4.78333868109364e-07	3.6889627152332e-10	1.08272712162325e-09
gene180	DB	1	1	2	3.66162885760968e-05	6.09834784875987e-05	0.752612008190761	0.810131332821056	0.000316893955045644	0.000398420814138795
gene181	NS	1	1	1	2.59617823529235e-05	4.49846781077296e-05	0.0725063032984495	0.118281082052935	2.66979154957913e-05	3.926885897524e-05
gene182	NS	1	1	1	1.86797352297319e-06	4.23696858060264e-06	0.836126342477632	0.874380488865497	2.24433802108413e-05	3.33668540581175e-05
gene183	DE	1	1	1	1.63866334057516e-07	4.93387531975962e-07	1.12673579571859e-11	9.81904832870235e-11	7.72385700691827e-17	5.08148487297254e-16
gene184	DB	1	1	2	7.0172566922988e-05	0.000109923739060878	0.917501798344725	0.937661521047241	0.000685725907010748	0.000824809390480527
gene185	DB	1	1	2	1.57883731866093e-07	4.7753113607892e-07	1.45429773501009e-09	9.76038748328922e-09	8.49789874753186e-15	4.40590991446888e-14
gene186	NS	1	1	1	0.000148415892936238	0.000216034778655368	0.172982977884319	0.249659719118627	0.000297042897594343	0.000374640261824806
gene187	DB	1	1	2	2.10013706680723e-06	4.700922365545e-06	0.405766178154289	0.501797716066519	1.27615790301306e-05	1.96740183790796e-05
gene188	DB	1	1	2	4.93401174389563e-05	7.98868527649565e-05	7.29940383533178e-09	4.4071872213324e-08	1.06793585549588e-11	3.8414958830787e-11
gene189	DE	1	1	1	9.09205329913121e-08	2.9285580736171e-07	0.590378485195402	0.673534477911048	9.52253890155877e-07	1.72666163219561e-06
gene190	DZ	1	1	1	0.00939502171669127	0.0101021738889153	9.97568979437896e-06	3.73971501195088e-05	1.6104159592949e-06	2.81602790696376e-06
gene191	DZ	1	1	1	9.58918735527448e-08	3.06824260997818e-07	9.54555164055449e-07	4.16836316181419e-06	2.83957627528197e-12	1.0921447212623e-11
gene192	NS	1	1	1	0.000361613190009491	0.00048433040684345	0.900001423885216	0.924738169930867	0.00293893085362748	0.00329430388524868
