geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.352	0.722	0.699	0.713	0.327	0.695	0.697	0.728	0.589980340862771	0.531542131728558	0.565883907315643
EE	0.144	0.221	0.272	0.942	0.154	0.252	0.266	0.955	0.314689209926947	8.8992188346345e-05	0.581353335686154
EE	0.854	0.615	0.375	0.028	0.862	0.662	0.402	0.051	0.356902475704567	0.00167175018885835	0.38366800939762
EE	0.614	0.671	0.496	0.594	0.582	0.658	0.439	0.59	0.412483822693072	0.000210752507719265	0.519047663889694
varDE	0.01	0.001	0.006	0.071	0.015	0.001	0.004	0.081	0.729861960357391	1.45043233973977e-20	3.40126230128125e-07
meanDE	0.101	0.072	0.099	0.946	0.108	0.092	0.109	0.937	0.101439927536787	4.68819328988907e-13	0.123622149491449
EE	0.661	0.571	0.59	0.027	0.637	0.584	0.618	0.023	0.255820950248413	0.000457635716871126	0.206385534774823
EE	0.174	0.173	0.172	0.215	0.165	0.161	0.176	0.244	0.03946839751783	1.89284578621415e-23	0.227776509236482
EE	0.322	0.55	0.333	0.231	0.339	0.497	0.344	0.253	0.168747680689144	4.28688739874029e-08	0.238258649652383
EE	0.568	0.65	0.589	0.956	0.509	0.583	0.538	0.948	0.843762852575808	0.00058564726547237	0.671888991599876
EE	0.776	0.541	0.998	0.755	0.78	0.54	0.994	0.76	0.832130293389304	0.720383790979752	0.773742443801522
EE	0.909	0.831	0.994	0.697	0.905	0.805	0.994	0.706	0.872903432842634	0.319358110663302	0.437762527711313
EE	0.566	0.377	0.769	0.254	0.577	0.401	0.778	0.27	0.67691207663713	0.366913878793769	0.502620971355644
EE	0.84	0.819	0.582	0.327	0.843	0.825	0.549	0.257	0.333104599999835	0.0157397959714223	0.29170681776181
EE	0.235	0.194	0.158	0.436	0.225	0.191	0.185	0.473	0.597669785474042	0.345538225491083	0.787461465089491
EE	0.007	0.02	0.008	0.015	0.012	0.018	0.01	0.012	0.00490379774435678	6.3529577179988e-95	0.039125193203737
EE	0.934	0.935	0.986	0.797	0.941	0.937	0.995	0.781	0.788866682738252	0.818929233241617	0.930669816220858
EE	0.008	0.012	0.017	0.007	0.01	0.009	0.012	0.005	0.00329987528827222	2.98312127207252e-37	0.000854001004891526
EE	0.726	0.514	0.985	0.913	0.727	0.517	0.981	0.913	0.736152220019863	0.48007185292726	0.447118037072241
EE	1	1	0.665	0.392	0.998	0.999	0.663	0.405	0.542521904697399	0.108612663480111	0.433034066438886
EE	0.809	0.906	0.649	0.296	0.769	0.881	0.632	0.301	0.655689148422339	0.404754428561272	0.880895907555558
EE	0.407	0.508	0.609	0.173	0.421	0.518	0.619	0.198	0.291854724161285	0.140151257968076	0.585357748756885
EE	0.48	0.543	0.386	0.478	0.437	0.51	0.357	0.441	0.272718945664384	1.76382659819524e-06	0.601496624376636
EE	0.815	0.931	0.932	0.634	0.831	0.939	0.934	0.61	0.785349838336356	0.314833890036723	0.940331915803407
EE	NA	NA	0.51	0.964	NA	NA	0.491	0.937	0.505498265913427	0.00316341630242535	0.491135747942126
EE	0.645	0.682	0.873	0.61	0.689	0.703	0.897	0.663	0.935254328201917	0.171859266629259	0.80552565339955
meanDE	0.132	0.091	0.166	0.378	0.142	0.117	0.187	0.385	0.104975710575597	7.03169377644313e-05	0.0613734634539886
EE	0.266	0.29	0.577	0.661	0.315	0.311	0.621	0.685	0.383662046316974	0.0980089593202521	0.612170579772734
EE	0.141	0.237	0.196	0.703	0.165	0.256	0.216	0.711	0.122504616066971	5.8967464075015e-44	0.208840695816704
EE	0.411	0.569	0.259	0.291	0.404	0.556	0.312	0.317	0.169822582624982	0.00144574830313615	0.532852031579359
EE	0.779	0.745	0.87	0.868	0.766	0.753	0.865	0.864	0.846021191594087	0.256782412658012	0.814861425467837
EE	0.468	0.432	0.498	0.564	0.402	0.424	0.475	0.524	0.476077388272981	0.000497456449804851	0.61928671006188
meanDE	0.867	0.769	0.982	0.626	0.873	0.758	0.988	0.607	0.772667902757225	0.872971869441103	0.665761953337765
EE	0.955	0.971	0.874	0.877	0.969	0.957	0.896	0.87	0.8720414771492	0.440166136839125	0.892758064355596
EE	0.978	0.899	0.848	0.692	0.966	0.863	0.802	0.691	0.61585131942688	0.0969174711203663	0.648655339368695
EE	0.794	0.536	0.897	0.306	0.761	0.533	0.878	0.317	0.821667004032051	0.401671271674163	0.781325740322377
EE	0.463	0.528	0.313	0.158	0.337	0.354	0.163	0.105	0.984790008321815	0.0804274458190386	0.547516275068025
EE	0.817	0.61	0.911	0.633	0.842	0.643	0.921	0.639	0.993318550951388	0.832654756903685	0.570602344457657
meanDE	0.04	0.02	0.018	0.022	0.053	0.037	0.032	0.024	0.0171214966620434	6.18168772079592e-34	0.00281347765237553
EE	0.373	0.49	0.482	0.335	0.388	0.479	0.494	0.338	0.424518314234619	1.01420587390094e-07	0.66654908811802
meanDE	0.285	0.21	0.232	0.387	0.335	0.253	0.276	0.455	0.182296029212235	4.52950088992446e-13	0.211658804834222
EE	0.074	0.075	0.272	0.167	0.072	0.08	0.219	0.153	0.275241278020724	0.0540617607045583	0.401559404946889
EE	0.9	0.892	0.827	0.931	0.918	0.901	0.849	0.939	0.730108828218446	0.0483946683794464	0.794526374757793
EE	0.998	0.963	0.882	0.583	0.997	0.961	0.899	0.584	0.880636084952343	0.540051754724709	0.882034044490597
varDE	0.555	0.373	0.495	0.093	0.547	0.33	0.462	0.082	0.887857731558323	1.05602199604747e-08	0.114965558376028
EE	NA	NA	0.777	0.02	NA	NA	0.788	0.017	0.907535551424963	0.0585979389315149	0.743022552918224
EE	0.224	0.242	0.348	0.558	0.244	0.264	0.394	0.529	0.688488923234229	0.0691684107476937	0.239955897703851
EE	0.258	0.202	0.399	0.706	0.227	0.148	0.377	0.713	0.812757670610834	0.210610678946845	0.467277261990271
varDE	0.131	0.036	0.057	0.099	0.109	0.031	0.052	0.097	0.92038578159908	5.09721074942012e-18	8.97367892912035e-05
varDE	0.405	0.204	0.26	0.115	0.355	0.187	0.211	0.096	0.346537176528717	8.97569881411881e-52	0.194413893695526
EE	0.763	0.8	0.663	0.439	0.741	0.774	0.655	0.474	0.699573282143119	0.713220982213727	0.8553675112352
EE	0.726	0.524	0.789	0.28	0.712	0.519	0.815	0.294	0.90201539181533	0.33814961421477	0.819843810227177
meanDE	0.929	0.93	0.843	0.96	0.919	0.922	0.831	0.961	0.507091980200628	0.00863573881789949	0.410576979660472
EE	0.299	0.483	0.475	0.125	0.287	0.421	0.428	0.099	0.97281204250197	0.153129887865367	0.263188516187179
EE	0.609	0.776	0.955	0.82	0.563	0.719	0.951	0.797	0.58192987261053	1.08379412985065e-06	0.849400682500468
varDE	0.33	0.181	0.298	0.473	0.301	0.142	0.287	0.496	0.695624771676543	2.12193591318089e-07	0.028494115525373
EE	0.978	0.943	0.938	0.633	0.98	0.934	0.917	0.626	0.76096495917453	0.389121132417655	0.996592961413405
EE	0.719	0.639	0.902	0.811	0.661	0.665	0.882	0.774	0.410198897970298	0.322683113755319	0.708403003465528
EE	0.848	0.781	0.889	0.741	0.846	0.762	0.873	0.645	0.82341822036516	0.641366377378005	0.816592951366161
EE	0.18	0.265	0.174	0.292	0.157	0.237	0.162	0.282	0.237251689786257	5.36356029235368e-05	0.262631532710676
EE	0.929	0.967	0.538	0.24	0.946	0.979	0.571	0.241	0.411547207439267	0.0714459699699013	0.526221361051277
EE	0.462	0.33	0.239	0.08	0.445	0.305	0.218	0.074	0.0444847124920789	2.77284551743155e-09	0.0446850566210324
varDE	0.522	0.561	0.438	0.777	0.546	0.586	0.487	0.789	0.479445991836787	4.82785487527381e-11	0.375239907725023
EE	0.32	0.26	0.309	0.387	0.334	0.269	0.312	0.395	0.554751507317541	0.0162206477875745	0.334411672000708
EE	0.764	0.843	0.272	0.468	0.765	0.834	0.276	0.492	0.322792303205968	0.0826872265495986	0.568507942774058
meanDE	0.001	0.002	0.002	0.005	0.002	0.001	0.002	0.006	0.000232086948916583	2.012463226617e-12	0.0753132554281658
EE	0.958	0.911	0.972	0.615	0.951	0.904	0.964	0.489	0.863836781982857	0.181279069708911	0.891851111316143
EE	0.161	0.18	0.188	0.2	0.152	0.163	0.155	0.2	0.0542471742789874	2.05330538165012e-50	0.0744821026374133
meanDE	0.09	0.058	0.084	0.329	0.083	0.056	0.072	0.344	0.0374679492752802	3.17543703367621e-11	0.0144489406053995
EE	0.09	0.095	0.134	0.083	0.08	0.081	0.118	0.077	0.0330927061338331	2.06315056647889e-59	0.046411891804745
EE	0.732	0.802	0.871	0.88	0.734	0.808	0.869	0.854	0.701726920882715	8.7316847819999e-07	0.605038837661895
EE	0.832	0.831	0.922	0.586	0.825	0.835	0.93	0.582	0.975687303064251	0.161899251284891	0.627639329856258
varDE	0.259	0.087	0.312	0.009	0.211	0.059	0.244	0.006	0.492935368657791	7.78611466381812e-13	0.216456051299145
EE	0.521	0.264	0.456	0.119	0.497	0.3	0.469	0.144	0.624044707968431	8.92553874161157e-08	0.537061371368404
EE	0.256	0.142	0.422	0.51	0.241	0.139	0.387	0.479	0.446130347547769	0.012493646691482	0.327538386317889
EE	0.842	0.608	0.866	0.99	0.876	0.647	0.891	0.978	0.525348503466468	0.287173565288067	0.488544679436623
EE	0.978	0.995	0.937	0.444	0.978	0.998	0.925	0.438	0.761126279585769	0.676784302316513	0.959947375718145
varDE	0.16	0.011	0.097	0.036	0.149	0.01	0.057	0.03	0.513085961113039	1.59042350101526e-19	0.000149208340094571
EE	0.056	0.068	0.04	0.43	0.066	0.084	0.053	0.441	0.203647712428331	0.00410240828081761	0.16390460648976
EE	0.169	0.29	0.118	0.791	0.155	0.261	0.133	0.793	0.965120497141087	0.355502552940264	0.507491566714111
EE	0.481	0.326	0.456	0.327	0.468	0.315	0.46	0.332	0.355929593138939	7.27131928434077e-08	0.464778542275429
EE	0.38	0.476	0.549	0.991	0.411	0.481	0.547	0.987	0.41827968218358	0.0232244579310617	0.272424054926998
EE	0.644	0.809	0.811	0.713	0.655	0.773	0.808	0.665	0.984812102211993	0.954831233625775	0.808831417942465
EE	0.461	0.52	0.591	0.837	0.379	0.443	0.468	0.843	0.427066481048004	5.59283776119375e-14	0.528298818414323
EE	0.353	0.209	0.246	0.391	0.336	0.2	0.229	0.387	0.113841948459786	3.4634287144306e-16	0.0466230097161887
EE	0.215	0.107	0.253	0.111	0.226	0.123	0.251	0.109	0.226094679978803	2.25273350400015e-05	0.0629493219908514
EE	0.289	0.322	0.296	0.373	0.253	0.301	0.274	0.329	0.309056223739587	9.55152649409752e-05	0.581085042973488
varDE	0.163	0.077	0.33	0.222	0.189	0.075	0.386	0.25	0.10594050045728	4.31885445811362e-17	6.4865838539422e-05
EE	0.248	0.382	0.275	0.257	0.244	0.327	0.243	0.216	0.0758201053252179	7.87954785307288e-22	0.27219993234686
EE	0.72	0.721	0.607	0.144	0.746	0.723	0.596	0.086	0.531426100617378	0.152506179571592	0.409253192782148
meanDE	NA	NA	0.181	0.14	NA	NA	0.172	0.155	0.159417594344623	1.04977581388661e-09	0.105464902240476
EE	0.504	0.312	0.241	0.631	0.501	0.314	0.234	0.661	0.499116060666731	0.0393629122024751	0.625994944915916
EE	0.156	0.102	0.139	0.116	0.141	0.096	0.154	0.113	0.079888251612456	2.82247910219445e-17	0.0627343227781026
EE	0.792	0.584	0.691	0.861	0.774	0.576	0.64	0.856	0.835085014600892	0.719160886443281	0.817824957667949
meanDE	0.009	0.011	0.005	0.005	0.004	0.007	0.005	0.005	0.000577813664934678	5.19161690391006e-68	7.08050587382029e-05
meanDE	0.745	0.77	0.7	0.865	0.724	0.781	0.676	0.873	0.700500808730086	0.0926952304600369	0.86929877549463
varDE	0.01	0.006	0.005	0.047	0.006	0.002	0.006	0.043	0.0724618886260331	3.38453226102365e-25	3.49610333434309e-05
EE	0.239	0.401	0.328	0.376	0.187	0.393	0.244	0.373	0.157826803668669	2.31554169188363e-10	0.0783109189336521
varDE	0.273	0.241	0.259	0.552	0.248	0.226	0.276	0.557	0.395362389667119	1.55821443097363e-17	6.07101731053315e-06
EE	0.207	0.242	0.25	0.416	0.178	0.182	0.199	0.344	0.149104590721927	2.12360558992852e-45	0.133314467419824
EE	0.126	0.176	0.171	0.245	0.166	0.207	0.184	0.266	0.0611776784822453	9.54487743718649e-19	0.0697574774435901
EE	0.073	0.048	0.089	0.085	0.061	0.044	0.092	0.084	0.0244052166494071	1.0571724439899e-21	0.00377130547780316
meanDE	0.056	0.026	0.073	0.513	0.035	0.018	0.046	0.53	0.0185076857294151	1.14066597621153e-15	0.463755948303283
meanDE	0.037	0.088	0.024	0.225	0.053	0.103	0.021	0.27	0.0214669868511008	2.86831080233719e-06	0.0614127258209347
varDE	0.408	0.096	0.285	0.102	0.387	0.089	0.277	0.094	0.405413581864877	4.13287350519086e-13	0.266064048836329
EE	0.817	0.526	0.886	0.844	0.832	0.513	0.893	0.867	0.738129819995523	0.477779793268011	0.811050751558146
EE	0.092	0.072	0.114	0.055	0.092	0.075	0.099	0.055	0.0817903872100545	3.270150892854e-14	0.0283951899160254
EE	0.482	0.371	0.312	0.203	0.448	0.381	0.353	0.258	0.122466542219281	2.67988715185996e-08	0.118653985523344
EE	0.615	0.711	0.679	0.565	0.633	0.725	0.694	0.583	0.389026781840736	0.0164920506074503	0.284986546531993
EE	0.087	0.092	0.117	0.06	0.089	0.107	0.128	0.072	0.128801796001405	2.10079845388722e-09	0.074571583289464
EE	0.296	0.499	0.25	0.99	0.293	0.503	0.264	0.996	0.200410232116335	3.45557080404557e-08	0.50536118465418
EE	0.303	0.474	0.29	0.64	0.234	0.36	0.257	0.649	0.227021303097963	3.51253884695723e-05	0.273049619755596
EE	0.301	0.314	0.262	0.588	0.262	0.33	0.258	0.633	0.934211573196238	0.209564846708601	0.474347529351492
EE	0.334	0.249	0.286	0.303	0.253	0.182	0.215	0.215	0.209741411702143	2.56030954716008e-10	0.12494003422872
EE	0.216	0.202	0.16	0.155	0.214	0.171	0.13	0.121	0.133655524745779	8.90056587226757e-15	0.19000466025112
EE	0.115	0.11	0.325	0.362	0.136	0.119	0.342	0.356	0.293467625014438	0.000927518029512662	0.212072553592523
EE	0.597	0.596	0.681	0.803	0.607	0.626	0.71	0.824	0.668606031344601	0.0768829658483199	0.396863031657742
varDE	0.638	0.669	0.629	0.666	0.677	0.674	0.633	0.65	0.810988675104006	3.14079704140802e-07	0.591696923274015
meanDE	0.415	0.555	0.159	0.383	0.422	0.575	0.176	0.422	0.181070798635021	2.18544473672771e-07	0.281642041768519
EE	0.248	0.191	0.209	0.159	0.224	0.172	0.217	0.14	0.285222137880325	6.83114052009068e-08	0.464975246445301
EE	0.17	0.098	0.152	0.157	0.153	0.087	0.126	0.13	0.094637315010632	6.98097071385397e-16	0.0914450766562348
EE	0.83	0.592	0.67	0.609	0.818	0.57	0.632	0.608	0.86411159907321	3.50296003824148e-13	0.511009043977626
meanDE	0.786	0.888	0.912	0.955	0.778	0.918	0.912	0.952	0.928145142201175	0.859755226581697	0.962662796682314
meanDE	0.776	0.69	0.755	0.699	0.765	0.607	0.701	0.732	0.714809978930018	0.421147619603847	0.890402818646169
EE	0.604	0.868	0.615	0.822	0.6	0.87	0.565	0.846	0.719060346633567	0.395110135551957	0.824001645497998
EE	0.954	0.91	0.984	0.982	0.961	0.911	0.982	0.985	0.99003758471369	0.504113420881302	0.4938410414711
EE	0.993	0.915	0.813	0.88	0.991	0.933	0.841	0.884	0.875759550423546	0.136324588481406	0.854679319542985
EE	0.167	0.108	0.255	0.115	0.151	0.094	0.244	0.123	0.119038592835272	7.01894237792998e-20	0.202260492263335
EE	0.211	0.156	0.265	0.04	0.208	0.124	0.244	0.069	0.111346104441153	4.22267572830196e-15	0.142213455985661
EE	0.556	0.533	0.584	0.93	0.544	0.486	0.563	0.924	0.467127498683615	0.0077253693633244	0.427698487808885
varDE	0.239	0.074	0.37	0.636	0.26	0.084	0.366	0.613	0.959844250459677	2.51651606876117e-11	0.00236036103041509
EE	0.732	0.545	0.799	0.672	0.733	0.554	0.818	0.72	0.869319533348755	0.102711980769011	0.852453346966088
EE	0.486	0.508	0.35	0.249	0.525	0.49	0.339	0.293	0.0843241695112467	3.93736818994482e-09	0.0751824977771711
varDE	0.253	0.086	0.495	0.765	0.289	0.104	0.529	0.771	0.412271572965965	3.22421246897036e-16	0.000687578294480318
varDE	0.503	0.595	0.663	0.437	0.425	0.529	0.602	0.261	0.350407098932442	1.60197282168358e-06	0.0109649582888273
EE	0.596	0.647	0.971	0.669	0.657	0.696	0.981	0.691	0.971459327129364	0.941075554042209	0.919438163591813
EE	0.205	0.325	0.252	0.517	0.244	0.339	0.281	0.544	0.469802215913642	0.0179196918078654	0.689641605760483
EE	0.061	0.068	0.057	0.141	0.081	0.077	0.066	0.139	0.0879943346011974	3.42704150504932e-10	0.0266705974149892
EE	0.978	0.854	0.892	0.656	0.967	0.827	0.893	0.624	0.940975155909585	0.136134101324451	0.994903480979783
EE	0.895	0.712	0.84	0.722	0.891	0.728	0.856	0.734	0.615380095305812	0.113491363023149	0.455486291887215
EE	0.763	0.539	0.868	0.746	0.709	0.451	0.847	0.538	0.493882981328699	0.0670653776888955	0.446238488959998
EE	0.38	0.277	0.163	0.246	0.388	0.249	0.153	0.245	0.0652761697309854	6.71126378287828e-92	0.142575611081238
EE	0.742	0.524	0.879	0.354	0.736	0.507	0.895	0.384	0.917433531563428	0.803117056764935	0.810080761428447
EE	0.407	0.587	0.608	0.221	0.418	0.596	0.622	0.208	0.597245616076478	0.00607306608680851	0.827856957511693
EE	0.952	0.848	0.719	0.933	0.921	0.765	0.559	0.89	0.205599965513142	8.83030815202674e-06	0.534339247724985
EE	0.453	0.448	0.825	0.951	0.423	0.392	0.827	0.923	0.811316366059976	0.286623824721125	0.868668008769765
meanDE	0.034	0.02	0.006	0.851	0.032	0.014	0.014	0.838	0.00573039429484655	2.23454123443319e-06	0.00748595043185016
EE	0.898	0.839	0.756	0.489	0.875	0.852	0.736	0.484	0.797393687309657	0.982107080855146	0.875223174811502
EE	0.538	0.753	0.397	0.822	0.575	0.759	0.382	0.808	0.353577131937784	0.157544095594314	0.509499255473982
meanDE	0.219	0.215	0.061	0.791	0.271	0.234	0.061	0.809	0.0455352346764725	1.07405431632696e-06	0.029028914046755
EE	0.818	0.836	0.75	0.822	0.812	0.829	0.767	0.83	0.765977577789539	0.00560644151094229	0.893322450367064
EE	0.979	0.783	0.988	0.588	0.985	0.795	0.988	0.64	0.987139897183344	0.963796775161068	0.991896768476241
EE	0.119	0.164	0.028	0.608	0.119	0.144	0.036	0.553	0.0247448393192607	3.86632475876004e-11	0.0408855127657944
meanDE	0.12	0.127	0.169	0.428	0.098	0.114	0.119	0.445	0.165145370606688	0.00011177014914421	0.238455016310747
EE	0.186	0.279	0.187	0.988	0.194	0.336	0.192	0.981	0.144175478871807	2.58940835549254e-05	0.135897080560956
EE	0.382	0.247	0.283	0.43	0.413	0.281	0.34	0.453	0.030017180408026	2.72636606746253e-42	0.140223175699651
EE	0.564	0.752	0.455	0.284	0.561	0.76	0.446	0.285	0.421731804244318	0.00319586414687274	0.301061413719498
EE	0.721	0.858	0.169	0.431	0.761	0.863	0.168	0.429	0.180050613014452	0.000712632818327063	0.163573824325533
EE	0.946	0.932	0.792	0.582	0.93	0.925	0.772	0.53	0.795123963004856	0.864943035745488	0.981682792683608
varDE	0.005	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.443262825787621	9.31589650911565e-32	0.00347442752991124
EE	0.258	0.361	0.362	0.519	0.296	0.429	0.381	0.57	0.23908660393556	1.3495685646035e-06	0.0565864338792859
EE	0.88	0.762	0.948	0.782	0.89	0.781	0.953	0.739	0.762904028611583	0.425896613081708	0.998792076865752
meanDE	0.856	0.758	0.795	0.592	0.838	0.724	0.767	0.582	0.948584688789831	0.0326249512673013	0.595454452069103
EE	0.812	0.596	0.678	0.634	0.819	0.561	0.679	0.633	0.985462644848525	0.96188021330081	0.934257281187497
EE	0.457	0.347	0.624	0.236	0.481	0.348	0.657	0.231	0.670907383806289	0.129103183556754	0.48059210161547
EE	0.103	0.159	0.098	0.038	0.099	0.135	0.082	0.04	0.0859170502699734	1.62928199389852e-08	0.0460853042830385
EE	0.227	0.351	0.213	0.508	0.245	0.366	0.248	0.473	0.180813988377187	6.01388321312747e-05	0.0977812574657523
EE	0.951	0.884	0.608	0.555	0.951	0.862	0.602	0.474	0.505036440659769	0.0555477826735239	0.788417565084263
EE	0.768	0.491	0.543	0.34	0.749	0.471	0.522	0.326	0.842548209292363	0.257772178791663	0.914186100298278
EE	0.521	0.591	0.698	0.933	0.449	0.534	0.711	0.948	0.810463684749242	0.291955351946404	0.863021719053924
EE	0.104	0.162	0.122	0.294	0.096	0.133	0.105	0.321	0.0826306018516889	2.8297183225936e-06	0.111313291256081
varDE	0.017	0.001	0.013	0.001	0.014	0.001	0.014	0.001	0.35219263944134	4.62735064688032e-24	0.00425772886357688
EE	1	0.867	0.835	0.131	1	0.865	0.854	0.134	0.750667456362884	0.657661836538227	0.994571977842611
EE	0.254	0.265	0.39	0.349	0.258	0.237	0.364	0.332	0.197856572846004	6.23597427873405e-14	0.20196016231415
EE	0.413	0.313	0.352	0.316	0.413	0.279	0.356	0.31	0.261305292014385	8.39208417214984e-07	0.250052652803165
EE	0.956	0.871	0.991	0.908	0.957	0.898	0.988	0.909	0.975683829404107	0.334550154505845	0.3382519679637
EE	0.195	0.102	0.251	0.58	0.127	0.052	0.149	0.563	0.310084081620213	0.0382676291980443	0.640679186920957
EE	0.388	0.557	0.305	0.396	0.394	0.579	0.33	0.362	0.120273527760218	0.000848203143006104	0.202477040689942
meanDE	0.022	0.024	0.038	0.022	0.011	0.009	0.021	0.037	0.0177284246309006	1.57435924485499e-20	0.0149858157319248
varDE	0.026	0.001	0.002	0.001	0.036	0.002	0.003	0.001	0.288951611235059	6.84178801129894e-34	3.35636305799047e-06
