geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.656	0.442	0.68	0.904	0.642	0.45	0.675	0.87	0.667209398911122	0.191474003907813	0.814168867812084	0.45305380329996
EE	0.314	0.273	0.394	0.289	0.24	0.197	0.312	0.237	0.429900720422865	0.26986402807977	0.636745426232617	0.849702565421527
EE	0.622	0.564	0.829	0.934	0.674	0.586	0.855	0.946	0.76188157173339	0.506033516698275	0.761480038765426	0.161841801181606
EE	0.283	0.438	0.194	0.075	0.199	0.375	0.168	0.09	0.125663407988836	0.000692821006153227	0.179423209855556	2.37740157973575e-06
EE	0.566	0.592	0.73	0.739	0.575	0.575	0.708	0.767	0.677823596362958	0.563937704695891	0.806420592881089	0.132873096324595
EE	0.68	0.525	0.851	0.586	0.618	0.554	0.811	0.581	0.88060190622537	0.953658049641988	0.952411032123353	0.454728688353024
EE	0.517	0.692	0.711	0.863	0.555	0.722	0.722	0.88	0.5796355387365	5.54876964317753e-05	0.661498607761804	0.00502514629457386
EE	0.549	0.61	0.581	0.697	0.542	0.579	0.534	0.673	0.43356165892212	0.163062284883277	0.522064713460383	0.540117928196423
varDE	0.033	0.029	0.005	0.101	0.041	0.031	0.009	0.104	0.286119901228366	7.64091131189809e-07	0.00168170265646377	3.10596584443456e-05
EE	0.677	0.685	0.546	0.317	0.726	0.709	0.522	0.302	0.279707617546487	0.171040556588643	0.386974099903257	0.241107657925783
EE	0.755	0.63	0.937	0.98	0.724	0.6	0.918	0.982	0.421860865343184	0.223763918191792	0.762534838876226	0.389978131517821
EE	0.421	0.675	0.467	0.072	0.414	0.72	0.409	0.074	0.546759208349154	0.438331383567774	0.581126138065868	0.508684031216696
EE	0.34	0.161	0.478	0.955	0.366	0.176	0.438	0.956	0.292905661880622	0.241060032091682	0.3636870489521	0.199168898074132
EE	0.147	0.23	0.377	0.402	0.174	0.285	0.426	0.432	0.433842330966291	0.202263153130097	0.482415815432744	0.0301254478959367
EE	0.735	0.596	0.238	0.175	0.724	0.654	0.228	0.186	0.821648595175788	0.0504999879894783	0.174478330040961	0.170721299060976
meanDE	0.65	0.906	0.945	0.279	0.708	0.928	0.925	0.214	0.540437583056619	6.37188068240458e-09	0.85351879456263	1.15717777716201e-07
EE	0.323	0.796	0.151	0.222	0.31	0.774	0.186	0.238	0.25078530024063	0.0158545539926789	0.0780368156556816	0.0922381685638697
EE	0.918	0.942	0.981	0.984	0.951	0.953	0.991	0.962	0.860786198048239	0.946498723355957	0.949288036434701	0.308233860643583
EE	0.267	0.477	0.108	0.1	0.289	0.487	0.086	0.072	0.0151235546763261	2.96847029778154e-09	0.0187493219704697	1.13975736942249e-11
EE	0.714	0.631	0.848	0.971	0.713	0.632	0.867	0.968	0.165994378698844	0.102030271224714	0.44488444388864	0.0944223877964808
EE	0.032	0.095	0.037	0.107	0.039	0.109	0.044	0.11	0.0728103659173637	0.00172995612475141	0.0970122015129773	0.133220550122737
varDE	0.196	0.055	0.127	0.0639999999999999	0.2	0.07	0.125	0.026	0.570758825819549	8.48121069569698e-06	0.000898346142551862	0.857064077040676
meanDE	0.738	0.558	0.397	0.43	0.705	0.555	0.433	0.501	0.592744909124317	7.47044174089792e-11	0.501502025543411	1.58184533139335e-05
meanDE	0.276	0.188	0.278	0.66	0.276	0.199	0.244	0.639	0.245514926526589	0.0174418255323082	0.217545793878856	0.0705243682467356
varDE	0.579	0.603	0.844	0.748	0.562	0.581	0.766	0.776	0.482137055840659	0.0381442102977294	0.693433940040848	0.65988009269243
EE	0.29	0.347	0.25	0.854	0.308	0.367	0.263	0.853	0.288906957385526	0.0301657362492188	0.375741390059681	0.00582758390226129
EE	0.841	0.631	0.679	0.571	0.874	0.666	0.725	0.609	0.62202245860541	0.0312879890886101	0.538738894858287	0.943120130601036
EE	0.516	0.628	0.343	0.461	0.556	0.637	0.362	0.459	0.669030915370524	0.570442471040309	0.827676443439829	0.937439528793973
EE	0.00700000000000001	0.00600000000000001	0.018	0.014	0.003	0.005	0.02	0.027	0.021963385138968	3.07717375290977e-06	0.0396284173319125	0.000204242233502235
varDE	0.312	0.162	0.031	0.291	0.341	0.159	0.046	0.336	0.507773215940889	8.66366412892983e-07	0.000299779235278078	0.000709833452319215
meanDE	0.169	0.112	0.379	0.897	0.183	0.135	0.349	0.915	0.174190203887262	0.0252562756988837	0.223686997431835	0.177332992865372
EE	0.649	0.494	0.566	0.54	0.663	0.52	0.605	0.521	0.887431061918802	0.896702161007444	0.892288500642773	0.512570281918673
EE	0.0590000000000001	0.056	0.052	0.158	0.055	0.062	0.052	0.135	0.00970687656561346	1.11877587235566e-07	0.00162243833781331	0.0029620209740212
EE	0.294	0.615	0.367	0.557	0.316	0.623	0.36	0.521	0.738042557345964	0.0757019689289273	0.632996911621035	0.785067744708167
EE	0.315	0.479	0.36	0.753	0.166	0.372	0.185	0.707	0.391235293996559	0.00771455392817628	0.545550114290869	2.95041394778651e-08
EE	0.621	0.0600000000000001	0.768	0.291	0.627	0.061	0.764	0.295	0.242750440722637	0.0902694420703057	0.195592472341299	0.357192075658819
EE	0.681	0.476	0.54	0.79	0.708	0.493	0.547	0.791	0.490870743198819	0.699982779019298	0.907555202051811	0.708825054448596
EE	0.295	0.27	0.246	0.145	0.284	0.233	0.226	0.161	0.718281927398078	0.176274877388377	0.220655105914691	0.916250190624644
EE	0.363	0.336	0.225	0.247	0.292	0.282	0.19	0.195	0.708902601061861	0.716419741550192	0.797812525781642	0.900129312249753
EE	0.91	0.738	0.642	0.559	0.936	0.789	0.679	0.561	0.164645224558615	0.0825327173091901	0.317694025127732	0.0154476697283089
EE	0.816	0.725	0.871	0.982	0.796	0.649	0.88	0.969	0.772826199748812	0.177115456593305	0.222021621307178	0.0761221149497676
EE	0.374	0.433	0.208	0.805	0.256	0.343	0.164	0.8	0.084362705687147	0.00108938058418615	0.0812475598958162	0.276194252979099
EE	0.586	0.904	0.845	0.993	0.611	0.906	0.858	0.994	0.806924192806749	0.479492026145292	0.752163027750152	0.868583508529882
EE	0.767	0.869	0.698	0.552	0.821	0.858	0.718	0.617	0.670478868165587	0.460276077463875	0.532206922288366	0.515642522529941
EE	0.881	0.985	0.885	0.66	0.799	0.961	0.857	0.605	0.562084578303909	0.465244778796567	0.704020733411794	0.708793501684351
EE	0.1	0.134	0.261	0.558	0.047	0.042	0.159	0.524	0.474747173310275	0.180402176101934	0.337291458901769	0.613071551749267
EE	0.753	0.879	0.952	0.541	0.695	0.81	0.962	0.502	0.849946531852654	0.163580871944966	0.226434216050305	0.617605851446917
EE	0.089	0.125	0.17	0.184	0.052	0.083	0.112	0.164	0.026256073640578	4.34908417824946e-20	0.00982914291910304	2.854177790067e-06
EE	0.159	0.146	0.245	0.025	0.104	0.085	0.174	0.031	0.101169754568947	0.000718465665573365	0.0972464309466412	4.79702991622275e-09
EE	0.819	0.994	0.571	0.241	0.914	0.997	0.562	0.25	0.603383583616731	0.404345731574395	0.656830822527175	0.650392850256766
EE	0.621	0.74	0.873	0.694	0.632	0.731	0.852	0.645	0.556305023892396	0.191790822772607	0.637887125468931	0.16689827392092
meanDE	0.097	0.533	0.016	0.073	0.067	0.54	0.014	0.102	0.0103681595478762	0.000430201216215702	0.0104538598968118	0.00171305362608183
EE	0.445	0.554	0.542	0.452	0.421	0.533	0.507	0.417	0.2898612796282	0.159794952882696	0.473272742428253	0.0510950200174294
EE	0.44	0.439	0.692	0.64	0.393	0.351	0.62	0.566	0.386171695641372	0.00018857887678597	0.362647244733799	0.161389738366594
EE	0.805	0.814	0.953	0.256	0.828	0.825	0.95	0.252	0.950696966077853	0.773010980148402	0.799412903766297	0.823426443451032
EE	0.085	0.231	0.035	0.026	0.068	0.195	0.042	0.033	0.176245436368859	0.00913445235711084	0.175478011843977	4.35508294268347e-05
EE	0.918	0.777	0.637	0.889	0.931	0.789	0.603	0.879	0.551164159133095	0.364722674768727	0.712698026501529	0.800860908677602
meanDE	0.405	0.364	0.327	0.677	0.423	0.404	0.253	0.714	0.0722591499006199	0.100282324542207	0.127636045698532	0.0140233912950796
EE	0.325	0.686	0.629	0.431	0.321	0.693	0.582	0.404	0.455732803100647	0.0303496527712301	0.294216294206914	0.344838350068627
EE	0.271	0.31	0.081	0.079	0.281	0.294	0.107	0.089	0.0790229970455296	4.61650982413611e-05	0.0899587828412746	0.000531356121626931
EE	0.289	0.783	0.044	0.00600000000000001	0.263	0.796	0.024	0.006	0.000656255222787481	1.66710039630443e-08	0.0566035842924185	5.00777998529597e-05
EE	0.429	0.41	0.806	0.975	0.419	0.413	0.76	0.965	0.829932058599441	0.39404478073879	0.780093567231271	0.2156475849481
EE	0.209	0.192	0.349	0.185	0.22	0.223	0.318	0.246	0.884921477134025	0.85916845080484	0.841007306916126	0.892600833324695
meanDE	0.025	0.026	0.013	0.023	0.014	0.016	0.01	0.017	0.00030068195795282	2.3235403139682e-23	0.000123220704015534	3.51851208986046e-17
EE	0.631	0.772	0.857	0.957	0.598	0.788	0.9	0.976	0.514350836446032	0.0199995403382783	0.581900274008106	1.31481867543714e-08
meanDE	NA	NA	0.034	0.349	NA	NA	0.031	0.371	0.0299872555799533	1.35656243945089e-09	0.0673964573071692	1.922351679126e-05
EE	0.338	0.295	0.847	0.989	0.341	0.292	0.845	0.99	0.597352919753192	0.736740090252052	0.886450424186028	0.629926546343281
EE	0.622	0.488	0.721	0.772	0.622	0.465	0.728	0.744	0.742588152695157	0.666487367593659	0.816754345312762	0.143268202944831
EE	0.701	0.785	0.705	0.865	0.706	0.853	0.726	0.88	0.622679494168275	0.364653607054968	0.820269360213642	0.962556908427925
varDE	0.653	0.507	0.45	0.657	0.647	0.513	0.43	0.668	0.904096274651709	0.126876430950818	0.575691748730465	0.125806942018335
EE	0.883	0.808	0.534	0.767	0.865	0.821	0.488	0.765	0.16855371330294	0.000683247679999389	0.188995458149507	1.94355142312549e-11
EE	0.229	0.355	0.503	0.318	0.209	0.385	0.519	0.345	0.64297789557015	0.593078333915287	0.843909414444842	0.345561162462623
EE	0.682	0.617	0.911	0.498	0.721	0.606	0.908	0.482	0.974004206601946	0.955473511035665	0.957890530920162	0.785463855100662
varDE	0.145	0.158	0.092	0.106	0.107	0.137	0.063	0.09	0.673294438442766	3.98524506493626e-05	0.0011316384031913	0.24574452922341
varDE	0.048	0.03	0.094	0.045	0.022	0.027	0.058	0.034	0.00510380795378478	1.15468174106052e-47	0.00185464728894108	1.23433598669097e-54
EE	NA	NA	0.362	0.116	NA	NA	0.439	0.127	0.585793335131515	0.786602212255479	0.862652209615329	0.555597145681224
EE	0.524	0.47	0.568	0.563	0.508	0.479	0.575	0.571	0.530360734513827	0.0231463517228807	0.192068046943004	5.66097707584736e-05
meanDE	0.454	0.471	0.34	0.971	0.411	0.474	0.354	0.969	0.298077965973041	0.00911969730158069	0.25888740749034	0.00547803320925862
EE	0.485	0.417	0.666	0.542	0.452	0.419	0.64	0.52	0.70695588409731	0.786786654669111	0.919857210395549	0.350425438108081
EE	0.953	0.757	0.608	0.705	0.964	0.752	0.604	0.712	0.826668375432356	0.0279236767605693	0.966650230189558	0.585868747351894
varDE	0.619	0.45	0.786	0.592	0.574	0.429	0.736	0.568	0.980289207660643	0.00484055702928286	0.121975982582237	0.0863279247675998
EE	0.175	0.118	0.159	0.248	0.089	0.058	0.092	0.169	0.364956392182444	0.145404849505512	0.380968804154734	0.590159165030006
EE	0.828	0.728	0.971	0.942	0.805	0.707	0.976	0.938	0.981858628130695	0.223415331803923	0.593279109769136	0.885789204199444
EE	0.817	0.928	0.719	0.658	0.839	0.944	0.734	0.607	0.89470058153798	0.0840129855739593	0.486038079146253	0.0676367087475961
EE	0.958	0.964	0.633	0.252	0.927	0.926	0.544	0.225	0.414345785012272	0.035973475836435	0.414031664358795	0.000775973795107195
EE	0.464	0.339	0.649	0.121	0.477	0.388	0.644	0.159	0.859573099603488	0.993559397316569	0.984890947523057	0.496793731143488
EE	0.788	0.585	0.816	0.877	0.769	0.577	0.81	0.863	0.763458496456744	0.100239997093938	0.430704071674121	0.501721509809149
varDE	0.238	0.227	0.272	0.71	0.229	0.209	0.252	0.657	0.0245783459407524	1.77194770460393e-22	0.0828579274033408	1.4997461931154e-08
EE	0.568	0.41	0.796	0.175	0.55	0.372	0.735	0.191	0.580236312808701	0.703306910958642	0.79048315339824	0.613801297461027
EE	0.871	0.811	0.555	0.229	0.898	0.778	0.591	0.245	0.285299668675458	0.14308701330772	0.788587687190574	0.0161933287741328
meanDE	0.033	0.364	0.031	0.823	0.037	0.397	0.023	0.858	0.0280284826849593	0.000243729419216152	0.023781003071589	3.75612964268066e-06
EE	0.26	0.312	0.469	0.865	0.269	0.318	0.509	0.849	0.240085047918768	0.000709263744165892	0.226510087635009	5.54384745429355e-05
EE	0.802	0.51	0.572	0.479	0.825	0.529	0.591	0.521	0.70113315970215	0.0240910867380519	0.604439575293093	1.11527740994666e-05
meanDE	0.58	0.434	0.623	0.86	0.631	0.433	0.668	0.882	0.987670600597827	0.370813667378939	0.646445408427953	0.803648518993342
EE	0.667	0.785	0.571	0.707	0.706	0.817	0.583	0.77	0.607288806532461	0.0256099764433388	0.770573085649302	0.627868944772445
EE	0.607	0.639	0.891	0.965	0.649	0.651	0.873	0.948	0.843446851839853	0.306987431172588	0.914822457026659	0.628749952290018
EE	0.205	0.366	0.054	0.322	0.194	0.344	0.053	0.265	0.0428210832129832	8.1754050834922e-05	0.0548294304986181	1.49195000416478e-07
varDE	0.322	0.075	0.176	0.193	0.322	0.089	0.167	0.198	0.987437179624532	3.92546460483878e-05	0.0320796939635779	0.0212032923960537
EE	0.256	0.154	0.231	0.722	0.208	0.113	0.19	0.732	0.427416859808466	0.000243723042101197	0.654044261851472	0.614163765925311
EE	0.559	0.882	0.417	0.938	0.548	0.885	0.393	0.892	0.664357743837499	0.259533449583601	0.825205222892109	0.108788483700772
EE	0.82	0.98	0.442	0.183	0.821	0.987	0.467	0.189	0.370107940337477	0.0608968182984981	0.428500006357991	0.115438112783267
EE	0.347	0.317	0.631	0.915	0.388	0.343	0.638	0.912	0.979390512301036	0.263854083693214	0.728371694576191	0.989682499624119
varDE	0.501	0.234	0.54	0.761	0.497	0.285	0.58	0.777	0.904603865693634	0.000938301187626068	0.0508635559697216	0.0373459204271089
EE	0.119	0.053	0.162	0.772	0.139	0.051	0.136	0.775	0.0649604442743638	0.00429156892416381	0.289397101538916	0.0067085703610985
EE	0.468	0.435	0.118	0.213	0.454	0.445	0.126	0.222	0.0145173945423731	0.000712478730902091	0.0144704608456741	0.0345850195807831
EE	0.751	0.745	0.729	0.781	0.695	0.676	0.677	0.741	0.978126147630776	0.380253810545946	0.851571765067562	0.00120017056888151
EE	0.854	0.865	0.983	0.916	0.821	0.889	0.978	0.908	0.916763066702219	0.575434801963369	0.50333140136706	0.296975863501512
EE	0.47	0.322	0.59	0.541	0.495	0.364	0.57	0.555	0.413820132775331	0.298609898954064	0.731590129969576	0.952991844261507
EE	0.581	0.327	0.645	0.442	0.492	0.291	0.569	0.399	0.395881434885053	0.00901208000444208	0.63892095509051	0.628439506011776
EE	0.866	0.619	0.871	0.886	0.885	0.644	0.882	0.879	0.935900697898141	0.936409323392225	0.807545455552053	0.202253346728826
EE	0.342	0.259	0.714	0.994	0.337	0.275	0.692	0.994	0.724361895704071	0.627352316429363	0.849324792175635	0.506305903761232
EE	0.357	0.277	0.606	0.851	0.358	0.286	0.582	0.915	0.475820309345764	0.413649695117659	0.773949027348255	0.610426224299467
varDE	0.646	0.664	0.282	0.052	0.646	0.643	0.258	0.054	0.718284813321107	0.000937409091763657	0.00947500324620523	0.102606690559346
EE	0.183	0.158	0.189	0.861	0.187	0.155	0.197	0.856	0.0442320323835798	2.54261875742037e-14	0.0873964247858682	1.5378491036688e-17
EE	0.939	0.965	0.42	0.672	0.942	0.979	0.369	0.691	0.527555502089596	0.454179049048232	0.665095496428078	0.948117950744427
meanDE	0.269	0.277	0.516	0.391	0.288	0.276	0.483	0.451	0.672472776542452	0.455576241285313	0.927211020436202	0.76413263097069
EE	0.749	0.784	0.913	0.934	0.802	0.817	0.937	0.959	0.757268825367874	0.795002386174684	0.839731546302155	0.115688186333629
EE	0.58	0.582	0.951	0.653	0.579	0.66	0.955	0.645	0.654346304850417	0.184056863121799	0.596659961826139	0.788241681335905
EE	0.477	0.598	0.228	0.191	0.446	0.569	0.198	0.147	0.301288816875618	0.0609353609421781	0.19612876671866	0.0315341943304834
meanDE	0.127	0.0669999999999999	0.206	0.145	0.1	0.064	0.195	0.164	0.072528803900908	9.2477906270008e-06	0.0842410681939154	0.0453665159462815
meanDE	0.503	0.452	0.458	0.438	0.453	0.417	0.404	0.383	0.646389110235332	0.0197298106605888	0.640167960392595	1.21857828621769e-08
varDE	0.191	0.0610000000000001	0.281	0.62	0.16	0.044	0.242	0.698	0.884991299877828	1.1795753689294e-08	0.000136198641613635	0.00123988513917078
EE	0.343	0.665	0.236	0.65	0.322	0.659	0.232	0.562	0.399853904744601	0.0019144761610529	0.254195449008221	0.0222005492460471
varDE	0.121	0.088	0.207	0.724	0.103	0.053	0.172	0.746	0.598875700309805	0.000169912118104756	0.0299524728881969	3.98950238922745e-05
EE	0.474	0.645	0.419	0.165	0.348	0.572	0.296	0.124	0.0553861381585783	1.12641681687136e-09	0.0922126146519828	0.504081667364838
EE	0.407	0.319	0.327	0.429	0.4	0.342	0.35	0.482	0.408542389595836	0.0890127082374816	0.817204548546964	0.650865238202208
EE	0.131	0.27	0.0620000000000001	0.543	0.122	0.258	0.058	0.602	0.073532800195431	0.000137506635208039	0.122173320389895	0.0363033267141381
meanDE	0.511	0.572	0.21	0.033	0.482	0.536	0.168	0.041	0.250731322856804	0.0498593181766309	0.327529394202634	0.0228351816945736
meanDE	0.054	0.076	0.04	0.626	0.043	0.084	0.046	0.698	0.58440107715805	0.543624494206162	0.712405517852666	0.362084979375726
varDE	0.394	0.301	0.216	0.167	0.385	0.339	0.2	0.201	0.911452093944697	0.040066724963497	0.126251381523278	0.414213668284078
EE	0.187	0.19	0.909	0.7	0.214	0.201	0.884	0.642	0.859228642620706	0.704162022139926	0.826680528768292	0.977513463492613
EE	0.622	0.921	0.482	0.895	0.658	0.929	0.497	0.902	0.157486733303934	0.000329881557888193	0.131538314030999	6.68409325632189e-05
EE	0.865	0.942	0.547	0.46	0.877	0.978	0.587	0.473	0.91034547114925	0.714415582134572	0.956040475631124	0.703295736606762
EE	0.605	0.517	0.638	0.307	0.53	0.494	0.608	0.298	0.420894411695732	0.248849067048833	0.679089849125025	0.0103335251464529
EE	0.809	0.735	0.552	0.595	0.775	0.762	0.584	0.676	0.94150010478749	0.976066995786595	0.994661823678323	0.852837581781147
EE	0.934	0.917	0.541	0.314	0.939	0.918	0.561	0.273	0.551259954140228	0.0399323961003683	0.417185121391608	0.279711549153461
EE	0.465	0.42	0.231	0.58	0.443	0.415	0.209	0.604	0.239574048257009	0.00340777529906006	0.128876957353409	0.00831998619898873
EE	0.748	0.679	0.473	0.35	0.732	0.67	0.513	0.371	0.229660745980454	0.0476788546969687	0.808332290607168	0.0448439643781555
EE	0.578	0.472	0.584	0.595	0.548	0.459	0.517	0.568	0.224722868697061	0.00455532610526522	0.215362835768033	0.00788573842913094
EE	0.507	0.474	0.19	0.355	0.524	0.476	0.225	0.395	0.352353145644329	2.76728105652225e-06	0.111756309614561	9.09609308678196e-05
EE	0.834	0.886	0.738	0.863	0.766	0.9	0.726	0.833	0.990981647110023	0.943246264157662	0.97628812946633	0.445133603403282
EE	0.57	0.859	0.443	0.41	0.631	0.887	0.484	0.452	0.755833501476683	0.748536029050021	0.860118777397662	0.641127278117725
varDE	0.685	0.271	0.64	0.611	0.642	0.289	0.635	0.615	0.214639713876308	8.01846611919547e-08	0.290651433850795	0.196955558009037
meanDE	0.301	0.326	0.54	0.352	0.072	0.116	0.575	0.344	0.44445981847406	0.0349594955463705	0.555929639879927	0.0501483258727921
EE	0.654	0.551	0.376	0.481	0.625	0.575	0.36	0.464	0.544969732807828	0.735185422149739	0.832034247500057	0.227569165679078
EE	0.194	0.127	0.144	0.329	0.234	0.152	0.166	0.317	0.110651646808932	0.000237054332830091	0.0473456517604208	0.00273641149858316
EE	0.451	0.554	0.445	0.636	0.425	0.468	0.36	0.61	0.590943023526632	6.61571029745915e-09	0.397039073671876	7.97585030990945e-33
meanDE	0.633	0.541	0.558	0.407	0.661	0.569	0.574	0.44	0.637450875001341	0.08731925740744	0.629866866965476	0.00717426946086292
meanDE	0.435	0.706	0.423	0.003	0.47	0.743	0.433	0.003	0.239438560521706	0.0679172859801335	0.226181859190287	0.0806389768165547
EE	0.511	0.295	0.339	0.358	0.48	0.305	0.316	0.371	0.797567390996985	0.0386104586646807	0.35121476049483	0.417142530719622
EE	0.29	0.282	0.756	0.0659999999999999	0.273	0.236	0.677	0.028	0.430890103254455	0.447033030896067	0.531074786426953	0.238218833100303
EE	0.364	0.929	0.382	0.069	0.344	0.952	0.356	0.06	0.26705420525631	0.00714170158244048	0.302001516197282	0.0941163942475898
EE	0.946	0.771	0.89	0.896	0.922	0.721	0.886	0.929	0.478335260530034	0.390313086944975	0.899278518513017	0.00498263571149798
EE	0.599	0.866	0.626	0.971	0.586	0.885	0.593	0.992	0.2437322694155	0.00155750709684087	0.447006974892115	1.84760691851343e-05
EE	0.956	0.819	0.93	0.87	0.983	0.871	0.939	0.847	0.99252189158133	0.412182914983917	0.716691947404695	0.127897401199073
varDE	0.679	0.307	0.728	0.71	0.674	0.335	0.743	0.721	0.777801626927635	0.00012667366120529	0.00774094404727908	0.539399302724769
EE	0.664	0.714	0.573	0.677	0.682	0.73	0.563	0.682	0.753253592843336	0.0788480331226491	0.775897410889574	0.00057880711569977
EE	0.897	0.796	0.816	0.742	0.828	0.708	0.779	0.66	0.882737818282134	0.992124929233331	0.998628238373509	0.062489559244
varDE	0.459	0.343	0.077	0.368	0.497	0.375	0.076	0.26	0.825811832728049	2.21809433902214e-05	0.013753511992181	0.00218166298358903
varDE	0.273	0.032	0.302	0.084	0.326	0.029	0.283	0.07	0.953067339346166	5.791364676276e-05	0.076178720369684	0.000269433890212521
EE	0.432	0.374	0.957	0.942	0.455	0.424	0.972	0.93	0.990584894299155	0.986756462022076	0.988599439923902	0.909273845894265
EE	0.718	0.347	0.353	0.507	0.672	0.343	0.339	0.562	0.401348726640521	0.022258550566129	0.207892207935182	0.0948157741551577
EE	0.922	0.959	0.91	0.214	0.899	0.969	0.905	0.177	0.641849815348784	0.186200456647343	0.529144509619194	0.133550894581412
EE	0.418	0.236	0.424	0.277	0.422	0.255	0.435	0.27	0.186295604937464	0.00111989390414652	0.222986457661452	0.00051947906473809
EE	0.895	0.997	0.933	0.997	0.841	0.989	0.895	0.994	0.850625520490152	0.841561940170547	0.96055884583585	0.527147430606168
EE	0.936	0.74	0.441	0.659	0.969	0.78	0.466	0.595	0.200219663105066	0.0197848237568048	0.400354348212439	0.00224585482077738
EE	0.581	0.425	0.393	0.414	0.594	0.411	0.403	0.409	0.213511226812707	4.33542903886207e-13	0.27095023068718	0.260524718293415
EE	0.321	0.309	0.598	0.865	0.339	0.331	0.628	0.889	0.279326693057849	0.315561711318703	0.542898349727314	0.367982525070375
EE	0.565	0.522	0.491	0.154	0.594	0.57	0.518	0.218	0.486917458862728	0.0629901273863734	0.517764186361714	0.00838268590525413
EE	0.931	0.644	0.925	0.615	0.901	0.583	0.913	0.634	0.554827743354928	0.651583761964948	0.907689399447409	0.101317308894719
EE	0.962	0.955	0.608	0.346	0.944	0.949	0.611	0.419	0.27835493200135	0.0741670489484514	0.513189508025482	0.0376900538928664
meanDE	0.036	0.046	0.028	0.015	0.039	0.051	0.03	0.012	0.0269251829093409	0.00158004037253275	0.0609942074319511	0.00162206413353043
EE	0.386	0.52	0.142	0.138	0.359	0.521	0.164	0.186	0.155180044550917	0.066693095175157	0.10795126778551	0.00686695486407447
EE	0.789	0.693	0.556	0.763	0.79	0.673	0.536	0.759	0.986144483155815	0.419909084921146	0.751417326761206	0.165589111883538
meanDE	0.273	0.603	0.283	0.977	0.274	0.622	0.303	0.968	0.632865501455706	0.557906180044032	0.654692570687918	0.297537410347647
EE	0.345	0.188	0.303	0.188	0.368	0.193	0.324	0.23	0.154907863154535	1.66297204758579e-08	0.42198267484541	0.000838788513658679
EE	0.0600000000000001	0.086	0.013	0.13	0.05	0.077	0.011	0.083	0.0105549016948765	1.34100587759403e-06	0.00596075600665951	1.38414127991948e-06
EE	0.57	0.465	0.719	0.866	0.616	0.484	0.735	0.828	0.887233077504792	0.909755285900517	0.921087570916809	0.00399483958635876
