geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.832	0.956	0.713	0.954	0.806	0.976	0.686	0.954	0.459033706179323	0.160303731012911	0.528018260639123
EE	0.682	0.617	0.849	0.941	0.639	0.613	0.874	0.939	0.940744543948536	0.53596007926766	0.698778995244584
EE	0.003	0.003	0.006	0.053	0.004	0.01	0.01	0.051	0.000239836505507405	5.36538934501845e-86	0.000547697665989891
EE	0.647	0.628	0.653	0.973	0.653	0.607	0.644	0.968	0.80371529880923	0.209972955701054	0.599478206328307
varDE	0.351	0.161	0.141	0.025	0.354	0.179	0.148	0.044	0.459654339485205	3.47513982037841e-08	0.0547395462003124
EE	0.749	0.909	0.924	0.988	0.748	0.893	0.913	0.989	0.843738882610647	0.804911772617923	0.71262286625487
EE	0.408	0.271	0.767	0.45	0.379	0.26	0.767	0.434	0.392909993335283	0.180364508556241	0.393517325968122
EE	0.046	0.025	0.108	0.225	0.055	0.037	0.12	0.248	0.08268684101351	0.000337371002199045	0.0389160618450613
EE	0.414	0.313	0.891	0.615	0.406	0.307	0.879	0.571	0.713389881936957	0.159400805059518	0.353616546096814
EE	0.194	0.408	0.345	0.326	0.201	0.408	0.338	0.344	0.168960484376511	0.130306212052367	0.135758352985067
EE	0.094	0.08	0.048	0.114	0.067	0.086	0.039	0.111	0.0118727960102947	5.35486363975041e-07	0.00154483099891796
meanDE	0.733	0.823	0.817	0.743	0.763	0.844	0.82	0.745	0.372646228010452	4.08457688344154e-07	0.815611714094989
EE	0.9	0.599	0.224	0.868	0.89	0.644	0.243	0.869	0.198122372005374	0.00134494568165366	0.0958324004382253
EE	0.097	0.058	0.124	0.052	0.097	0.052	0.112	0.084	0.924008678765904	0.575354782495466	0.620984717164409
EE	0.229	0.179	0.202	0.345	0.209	0.15	0.173	0.311	0.0602113129273539	2.40539097797678e-06	0.0634400491100335
EE	0.741	0.666	0.9	0.458	0.757	0.72	0.901	0.436	0.683808636517754	0.82781367480821	0.643059080150573
EE	0.668	0.656	0.483	0.875	0.67	0.662	0.475	0.88	0.680529139429253	0.03155616670236	0.111553799822915
varDE	0.271	0.072	0.02	0.001	0.242	0.074	0.016	0.001	0.582804280447195	7.23104929246984e-10	0.0816996019046879
meanDE	0.865	0.723	0.789	0.687	0.868	0.717	0.793	0.689	0.801704200893279	0.000456045129125266	0.956550376517131
meanDE	0.806	0.552	0.595	0.634	0.799	0.564	0.592	0.615	0.615466739482644	0.0927212385182006	0.17698454205109
varDE	0.754	0.639	0.602	0.277	0.76	0.645	0.638	0.253	0.264206793658151	1.59368607911625e-05	0.428664447192622
EE	0.385	0.454	0.696	0.674	0.31	0.393	0.656	0.705	0.694450296763657	0.822603614337397	0.652400308909046
EE	0.194	0.34	0.354	0.377	0.18	0.343	0.326	0.403	0.452278476870422	0.0651766433155895	0.962339189998466
EE	0.775	0.464	0.269	0.067	0.763	0.516	0.305	0.106	0.375492971076017	0.145713804532723	0.996552122978023
EE	0.487	0.456	0.367	0.689	0.485	0.46	0.321	0.68	0.615535437968603	0.129752511455218	0.895477120272598
varDE	0.178	0.012	0.091	0.912	0.174	0.015	0.074	0.909	0.62233422077874	1.94093830074402e-06	0.000339172005545239
meanDE	0.54	0.37	0.226	0.018	0.509	0.368	0.252	0.027	0.172839504603108	0.00087320416047559	0.070073985692826
EE	0.27	0.139	0.516	0.7	0.263	0.139	0.508	0.711	0.332823476612175	0.150249437164293	0.322251771682389
EE	0.158	0.126	0.127	0.608	0.144	0.11	0.139	0.586	0.0258141755737133	2.93330798694915e-08	0.354493145197988
EE	0.157	0.225	0.21	0.155	0.156	0.236	0.227	0.145	0.14282149884968	0.0011454345203819	0.105241161408198
EE	0.428	0.493	0.38	0.844	0.386	0.421	0.316	0.813	0.528496373844358	0.00664192681744762	0.518935171005313
EE	0.752	0.91	0.784	0.913	0.765	0.914	0.772	0.933	0.892158117076592	0.68784292160209	0.627335909474988
EE	0.316	0.351	0.482	0.177	0.323	0.345	0.508	0.205	0.954894404895144	0.53105205005223	0.518149190948858
EE	0.908	0.683	0.437	0.599	0.883	0.66	0.423	0.623	0.288569835258853	0.244449288459904	0.390736768841604
EE	0.385	0.259	0.288	0.054	0.401	0.273	0.303	0.05	0.886396416513475	0.761718117782935	0.899868638187066
EE	0.051	0.05	0.038	0.027	0.059	0.065	0.048	0.035	0.499205856442253	0.543726996391043	0.342319399423785
EE	0.019	0.059	0.012	0.026	0.023	0.065	0.012	0.025	0.00980396877878481	2.75903545633236e-28	0.0466108997272391
EE	0.9	0.999	0.943	0.854	0.907	0.999	0.944	0.87	0.784624237539437	0.939267171164494	0.932921516119482
EE	0.029	0.03	0.043	0.034	0.023	0.018	0.032	0.02	0.00860712020471252	5.37397820231589e-12	0.00527619968010083
EE	0.579	0.458	0.824	0.471	0.575	0.473	0.818	0.49	0.408639480990751	0.610463569635238	0.567923504268672
EE	0.727	0.735	0.693	0.664	0.7	0.747	0.697	0.679	0.720703619995269	0.571012346239101	0.700808929005472
EE	0.539	0.786	0.689	0.663	0.465	0.762	0.639	0.634	0.905825487589698	0.226537063819303	0.627049287163475
EE	0.722	0.759	0.708	0.382	0.736	0.767	0.717	0.401	0.201335543211687	0.201041600939771	0.377352377793021
EE	0.472	0.394	0.377	0.553	0.426	0.361	0.346	0.523	0.309229586552687	0.00979106081637618	0.591098731427103
EE	0.964	0.823	0.982	0.258	0.966	0.83	0.982	0.253	0.990857907034192	0.876829869884225	0.972863723509278
EE	0.74	0.813	0.557	0.423	0.726	0.79	0.557	0.439	0.336652671958277	0.02288789058004	0.321004581347946
EE	0.106	0.047	0.211	0.846	0.113	0.047	0.24	0.843	0.752324176422773	0.372233630827966	0.865661607806339
meanDE	0.027	0.019	0.059	0.199	0.042	0.03	0.078	0.226	0.0396157633940331	0.000451062065882612	0.047864701764175
EE	0.179	0.145	0.334	0.993	0.214	0.164	0.345	0.98	0.395442984934895	0.415057882491679	0.81827891632586
EE	0.137	0.259	0.191	0.433	0.139	0.269	0.195	0.462	0.0993217043155637	3.38800251188435e-16	0.154753703471678
EE	0.026	0.107	0.062	0.591	0.029	0.116	0.068	0.654	0.0379701190837991	0.00218572077340589	0.0140287727519959
EE	0.876	0.934	0.926	0.997	0.878	0.918	0.927	0.996	0.819954911484471	0.661856091880386	0.821640568747373
EE	0.312	0.244	0.491	0.197	0.296	0.246	0.447	0.198	0.519877981064994	0.00613774266911652	0.261221045609755
meanDE	0.938	0.989	0.599	0.842	0.916	0.992	0.614	0.85	0.699845424485109	0.746373318694621	0.990549424090512
EE	0.766	0.543	0.797	0.823	0.794	0.546	0.805	0.821	0.905817723352649	0.188623052196506	0.570986504595695
EE	0.41	0.268	0.57	0.175	0.415	0.263	0.523	0.164	0.406768304329835	0.0513032386807527	0.153499294144161
EE	0.574	0.413	0.904	0.387	0.601	0.448	0.892	0.411	0.86586326910028	0.873830306772556	0.959220335857128
EE	0.26	0.726	0.112	0.341	0.207	0.668	0.06	0.235	0.749511437997085	0.221946695103193	0.359333188204319
EE	0.842	0.493	0.838	0.47	0.839	0.497	0.849	0.467	0.935747803216806	0.926716816397432	0.863903824438798
meanDE	0.035	0.025	0.031	0.032	0.048	0.044	0.042	0.042	0.0275005044533672	4.51064522102347e-11	0.0697971571267873
EE	0.225	0.406	0.266	0.171	0.21	0.371	0.253	0.164	0.259363753108946	0.000189644150407055	0.458608760884412
meanDE	0.239	0.274	0.33	0.26	0.263	0.302	0.337	0.302	0.276896187892116	0.00303614169501449	0.34563541769208
EE	0.616	0.523	0.831	0.348	0.629	0.504	0.834	0.347	0.588578574366801	0.398640067490826	0.443080449045671
EE	0.983	0.878	0.904	0.833	0.98	0.897	0.917	0.832	0.712882275792568	0.247813605881753	0.604180873638928
EE	0.495	0.549	0.588	0.924	0.51	0.554	0.619	0.927	0.998335895334231	0.51534390667769	0.782590683391742
varDE	0.433	0.496	0.232	0.238	0.443	0.497	0.229	0.218	0.766789978427871	7.72757362554822e-05	0.0688488562968014
EE	0.662	0.503	0.678	0.36	0.646	0.407	0.618	0.309	0.859062617892338	0.826167980429805	0.927805070722803
EE	0.149	0.109	0.088	0.074	0.164	0.102	0.09	0.069	0.522546898140226	0.577318974865525	0.716492192921989
EE	0.294	0.444	0.063	0.112	0.316	0.489	0.045	0.118	0.656251744286595	0.0420717756637553	0.142381393300918
varDE	0.045	0.055	0.146	0.041	0.032	0.043	0.089	0.035	0.65319532502366	0.00395950028106735	0.0284266461616371
varDE	0.426	0.301	0.233	0.098	0.349	0.239	0.185	0.089	0.313423117475271	6.13374551246898e-16	0.230616146166714
EE	0.429	0.341	0.416	0.331	0.398	0.324	0.358	0.307	0.940280380323402	0.899820897524763	0.670028353902003
EE	0.852	0.74	0.785	0.473	0.869	0.722	0.781	0.471	0.777887988459405	0.434172436605532	0.700161958185053
meanDE	0.811	0.732	0.745	0.737	0.815	0.738	0.767	0.74	0.550623484164984	0.0464458414478201	0.519079190670009
EE	0.425	0.419	0.61	0.267	0.436	0.399	0.59	0.261	0.891113571628175	0.545820196312404	0.597371270077543
EE	0.5	0.684	0.824	0.801	0.456	0.626	0.757	0.754	0.507056152310205	0.00149263418804264	0.837366216664331
varDE	0.528	0.291	0.551	0.586	0.447	0.233	0.561	0.604	0.795389408872709	0.000647354537754583	0.0487886363752467
EE	0.97	0.651	0.856	0.696	0.957	0.619	0.838	0.68	0.678000917385028	0.346416494624683	0.854550125142246
EE	0.92	0.909	0.723	0.84	0.881	0.9	0.709	0.815	0.821772805897278	0.924939531405181	0.704855094188786
EE	0.944	0.844	0.944	0.702	0.945	0.851	0.955	0.659	0.869210711154418	0.839421112685877	0.747871617448613
EE	0.262	0.358	0.161	0.592	0.262	0.374	0.179	0.595	0.354732144353549	0.159303567441465	0.507889257094032
EE	0.92	0.58	0.603	0.749	0.934	0.614	0.606	0.666	0.290366190875109	0.287694632934973	0.428925774582044
EE	0.496	0.391	0.282	0.2	0.468	0.369	0.274	0.171	0.05919498748424	5.05809383496864e-05	0.020755352234368
varDE	0.839	0.854	0.614	0.236	0.843	0.876	0.658	0.218	0.53146078737245	0.0114097279667651	0.539704070165965
EE	0.973	0.893	0.762	0.272	0.981	0.891	0.765	0.243	0.798322865122613	0.651812126553728	0.62869965769848
EE	0.933	0.928	0.871	0.914	0.945	0.913	0.876	0.883	0.507491354831517	0.711711978334942	0.666684928375235
meanDE	0.123	0.119	0.035	0.674	0.116	0.114	0.051	0.694	0.0152202478054178	0.00359483663901942	0.00784342292870134
EE	0.931	0.834	0.815	0.915	0.929	0.831	0.811	0.937	0.952356270960378	0.225227317766187	0.357848083627494
EE	0.116	0.107	0.142	0.163	0.089	0.097	0.135	0.139	0.0333894531940074	2.58168352168546e-22	0.03244750725045
meanDE	0.285	0.375	0.223	0.36	0.268	0.36	0.203	0.373	0.0391943409873037	0.000243318055053804	0.0240783772086584
EE	0.113	0.158	0.265	0.17	0.112	0.13	0.217	0.149	0.0409110412258548	5.96635481987903e-20	0.0640421194021058
EE	0.613	0.786	0.911	0.531	0.571	0.771	0.91	0.514	0.7204101691689	0.00388491951191157	0.494758475969556
EE	0.493	0.597	0.687	0.816	0.489	0.59	0.69	0.795	0.654578817716274	0.402383823448614	0.865589622393539
varDE	0.178	0.088	0.339	0.043	0.142	0.056	0.301	0.026	0.59799523066608	0.000198915235790808	0.0448002059412636
EE	0.48	0.319	0.344	0.115	0.496	0.339	0.384	0.123	0.556728295250187	0.00039226654579939	0.51236047335441
EE	0.152	0.161	0.336	0.393	0.114	0.086	0.238	0.248	0.30479615127469	0.135226300447477	0.204104162012629
EE	0.388	0.355	0.718	0.722	0.405	0.405	0.732	0.697	0.417562465487472	0.261541945197399	0.890681243310952
EE	0.836	0.783	0.877	0.54	0.841	0.82	0.89	0.515	0.775139190550545	0.46198657021817	0.661227497376778
varDE	0.127	0.057	0.147	0.063	0.086	0.038	0.103	0.045	0.304217152716498	5.64979460698459e-08	2.46637986728897e-05
EE	0.159	0.108	0.17	0.139	0.158	0.117	0.187	0.114	0.162142887892224	0.0277034602498808	0.135235828070055
EE	0.509	0.545	0.459	0.58	0.487	0.52	0.432	0.592	0.539099683478275	0.315062333464276	0.410545626709485
EE	0.28	0.182	0.391	0.291	0.267	0.177	0.418	0.283	0.4485408049843	0.00496219603919526	0.566126031141177
EE	0.204	0.253	0.317	0.413	0.209	0.28	0.394	0.417	0.141939846501347	0.00261780561535181	0.0807219214139938
EE	0.324	0.294	0.731	0.46	0.319	0.277	0.716	0.494	0.971953843349824	0.908059772896122	0.969413550448343
EE	0.407	0.563	0.489	0.978	0.324	0.494	0.373	0.968	0.498440964765321	0.000280831333244565	0.650567224077877
EE	0.465	0.269	0.38	0.752	0.446	0.265	0.367	0.742	0.230627022711758	0.000193133168930399	0.2411345610605
EE	0.199	0.159	0.31	0.328	0.191	0.195	0.314	0.283	0.250341276795387	0.0328838770062654	0.157051847709174
EE	0.819	0.935	0.445	0.192	0.833	0.934	0.393	0.141	0.2949322884762	0.0411042134564963	0.346583381910747
varDE	0.738	0.529	0.431	0.894	0.751	0.516	0.443	0.86	0.140232946499388	2.189079833866e-05	0.00310197415108937
EE	0.226	0.461	0.205	0.301	0.198	0.439	0.204	0.309	0.0504907380763295	2.28079253491022e-10	0.082101928313807
EE	0.534	0.72	0.143	0.123	0.543	0.717	0.155	0.156	0.222482259207498	0.0353965231699728	0.230942677122448
meanDE	0.227	0.161	0.188	0.318	0.242	0.15	0.17	0.36	0.246833458474771	0.0028234314011152	0.496323508323243
EE	0.301	0.233	0.406	0.104	0.307	0.235	0.426	0.112	0.812154272546392	0.124780874160738	0.198368537691796
EE	0.207	0.14	0.274	0.279	0.217	0.153	0.251	0.266	0.129455838961685	1.48664122019514e-05	0.12185348357299
EE	0.233	0.158	0.481	0.629	0.197	0.127	0.482	0.616	0.987221627860732	0.544006639227759	0.445890475928345
meanDE	0.027	0.021	0.009	0.013	0.009	0.011	0.008	0.008	0.000693841172262612	7.2864394272077e-27	0.00874459460365843
meanDE	0.632	0.504	0.465	0.326	0.634	0.525	0.49	0.358	0.573329135419943	0.174553554383173	0.749722828043011
varDE	0.171	0.193	0.083	0.008	0.117	0.125	0.044	0.012	0.115212424216183	8.89740385828006e-07	0.00387063040880836
EE	0.321	0.288	0.409	0.845	0.246	0.26	0.391	0.862	0.240758044765076	0.00565795689186479	0.242281966597468
varDE	0.209	0.26	0.254	0.136	0.2	0.259	0.247	0.118	0.391169842887736	4.92864552710359e-05	4.64865206521222e-05
EE	0.233	0.244	0.253	0.61	0.21	0.215	0.199	0.553	0.218735747943364	6.22786693013938e-12	0.262753510607939
EE	0.162	0.13	0.153	0.676	0.193	0.163	0.149	0.622	0.0738111189246874	9.67328714897972e-06	0.327393197331354
EE	0.027	0.028	0.096	0.063	0.023	0.023	0.096	0.072	0.0182692864201343	9.71310807021047e-10	0.0160933551203019
meanDE	0.016	0.029	0.036	0.819	0.014	0.021	0.028	0.811	0.0328988291081748	6.64645238134064e-07	0.955629173646569
meanDE	0.53	0.534	0.097	0.893	0.503	0.524	0.097	0.862	0.103451469597792	0.0175224820013148	0.59943895479521
varDE	0.216	0.119	0.224	0.063	0.195	0.122	0.237	0.054	0.32940751209629	4.03133421940724e-05	0.107733500232151
EE	0.72	0.624	0.966	0.757	0.719	0.622	0.96	0.735	0.836693253372192	0.828508421635886	1
EE	0.059	0.047	0.032	0.056	0.073	0.062	0.037	0.059	0.154966679101569	0.000150239859725276	0.0769747249212927
EE	0.253	0.274	0.164	0.108	0.261	0.276	0.174	0.117	0.0686003544338961	5.00671013022043e-05	0.162476049109467
EE	0.978	0.988	0.441	0.207	0.983	0.98	0.458	0.218	0.243549735152784	0.0272630353326044	0.194212245296354
EE	0.029	0.023	0.037	0.003	0.053	0.035	0.063	0.008	0.117462927507162	6.44092264850107e-05	0.0290532343846732
EE	0.873	0.976	0.781	0.226	0.891	0.974	0.768	0.231	0.529845487532608	0.191358995293949	0.83127976392891
EE	0.449	0.481	0.41	0.307	0.394	0.407	0.392	0.309	0.317968454090476	0.0146002294965361	0.7160088305195
EE	0.83	0.729	0.559	0.789	0.82	0.75	0.591	0.829	0.640790595510823	0.167878082604203	0.362457525268118
EE	0.489	0.459	0.506	0.571	0.421	0.417	0.439	0.517	0.361485476512003	0.0108810254326587	0.283583088549139
EE	0.267	0.254	0.14	0.175	0.262	0.239	0.142	0.172	0.221081683204769	7.27394325001443e-05	0.290682519950074
EE	0.275	0.314	0.458	0.206	0.281	0.351	0.452	0.201	0.713800447695054	0.552977932858159	0.614176821734821
EE	0.338	0.332	0.469	0.561	0.38	0.384	0.516	0.6	0.55726003506452	0.285468883044968	0.632131960296349
varDE	0.587	0.666	0.565	0.834	0.62	0.672	0.591	0.818	0.614402269848977	0.000217769022974357	0.495224523303428
meanDE	0.925	0.96	0.364	0.216	0.926	0.962	0.398	0.234	0.448117722143261	0.0571310446065548	0.563293687232335
EE	0.343	0.495	0.413	0.574	0.302	0.433	0.409	0.585	0.0912692762084951	5.40163297433221e-06	0.0895237943338744
EE	0.226	0.162	0.378	0.29	0.211	0.175	0.404	0.279	0.235823897223299	0.00207922964390307	0.308990238803731
EE	0.759	0.578	0.649	0.694	0.736	0.533	0.607	0.657	0.94618265096201	0.000870682316292291	0.504306633609876
meanDE	0.582	0.632	0.495	0.514	0.569	0.618	0.512	0.52	0.932647098533414	0.31767762874979	0.472981705417765
meanDE	0.991	0.552	0.827	0.814	0.985	0.452	0.801	0.817	0.91008141330865	0.42017590984784	0.753435410457143
EE	0.496	0.798	0.361	0.225	0.519	0.824	0.376	0.213	0.549297780685154	0.480539573591288	0.576162587622604
EE	0.715	0.446	0.752	0.82	0.688	0.427	0.713	0.799	0.379934070887782	0.274307709368219	0.395233040441504
EE	0.599	0.424	0.585	0.267	0.594	0.452	0.597	0.291	0.934655927357196	0.711580028304904	0.607978994354189
EE	0.336	0.201	0.496	0.256	0.335	0.206	0.498	0.27	0.112536632532016	8.66889402578868e-09	0.0512411092146975
EE	0.192	0.084	0.278	0.519	0.136	0.06	0.252	0.5	0.0947616738966079	2.38205109090703e-05	0.175131695206108
EE	0.688	0.621	0.412	0.453	0.683	0.609	0.393	0.435	0.651399622660542	0.286255087972759	0.573015752900036
varDE	0.394	0.136	0.26	0.725	0.402	0.159	0.28	0.739	0.705927845765194	8.05219874575901e-05	0.00990579872024794
EE	0.756	0.826	0.905	0.586	0.758	0.837	0.915	0.606	0.549269220379121	0.241128569159396	0.656776667057923
EE	0.582	0.498	0.468	0.7	0.637	0.527	0.471	0.694	0.0542900223577341	0.000196329150517704	0.0821586667109618
varDE	0.072	0.041	0.395	0.694	0.068	0.053	0.42	0.695	0.36408736463855	7.00969019196849e-11	7.92212147384824e-05
varDE	0.634	0.613	0.207	0.223	0.549	0.484	0.124	0.096	0.29526780980457	0.0356055403547054	0.145394113572333
EE	0.507	0.529	0.573	0.99	0.536	0.515	0.593	0.986	0.536532712953097	0.405653564237124	0.558829603572824
EE	0.079	0.06	0.088	0.259	0.082	0.063	0.092	0.252	0.0916213638448183	0.0014660351881444	0.171151554190097
EE	0.154	0.198	0.092	0.278	0.115	0.173	0.081	0.264	0.0395679189549629	3.94329143204911e-05	0.00838247530679909
EE	0.977	0.917	0.727	0.812	0.972	0.888	0.722	0.78	0.942384037367459	0.182952500639103	0.866292415437004
EE	0.689	0.39	0.738	0.455	0.702	0.424	0.753	0.484	0.493413915296997	0.0461396131550877	0.228423848529827
EE	0.753	0.682	0.669	0.158	0.728	0.645	0.598	0.088	0.405280188900498	0.0802249925053383	0.190123254813997
EE	0.461	0.288	0.152	0.253	0.461	0.287	0.154	0.233	0.0840167786563191	6.03679369946329e-29	0.104537158189983
EE	0.37	0.259	0.183	0.197	0.427	0.301	0.183	0.189	0.5816523535079	0.648445586611711	0.653757907622705
EE	0.342	0.466	0.517	0.731	0.39	0.506	0.506	0.741	0.472781818555397	0.00901232593752915	0.160993606766665
EE	0.847	0.845	0.618	0.969	0.757	0.764	0.46	0.957	0.204454601365126	0.00241243768615133	0.51836653141438
EE	0.62	0.358	0.649	0.573	0.565	0.318	0.611	0.546	0.729574861344052	0.155737866763777	0.584279729972596
meanDE	0.219	0.156	0.146	0.266	0.227	0.165	0.123	0.322	0.5755349919969	0.408844883574022	0.551192876933283
EE	0.628	0.592	0.672	0.475	0.628	0.577	0.684	0.491	0.62225466426573	0.598029659002286	0.684205066850377
EE	0.344	0.365	0.401	0.826	0.369	0.372	0.418	0.827	0.484774130727662	0.341760478753925	0.716273617338809
meanDE	0.912	0.935	0.475	0.87	0.886	0.908	0.486	0.853	0.0388998690716197	0.00363479254193119	0.0144951766741369
EE	0.784	0.857	0.846	0.805	0.781	0.844	0.852	0.823	0.732335706768582	0.273902401162131	0.612121158409987
EE	0.436	0.522	0.682	0.808	0.47	0.56	0.664	0.816	0.853183766828876	0.29628280909351	0.480917526075054
EE	0.069	0.062	0.046	0.723	0.074	0.058	0.054	0.719	0.00488782445259786	8.67039499783089e-08	0.00757978720948227
meanDE	0.838	0.832	0.824	0.589	0.853	0.856	0.836	0.6	0.713809544939126	0.672793996878115	0.869617643484075
EE	0.266	0.411	0.633	0.84	0.232	0.397	0.618	0.827	0.461595391565367	0.219940225233466	0.303376466042443
EE	0.419	0.311	0.299	0.592	0.461	0.309	0.343	0.624	0.0387088573951134	1.36960657600533e-13	0.160270010495225
EE	0.576	0.812	0.615	0.09	0.549	0.804	0.563	0.108	0.394722458548486	0.13976856309952	0.304637763606057
EE	0.987	0.843	0.468	0.955	0.99	0.834	0.5	0.957	0.2861701390539	0.132492668736916	0.286167571671197
EE	0.441	0.327	0.36	0.727	0.397	0.326	0.329	0.743	0.341248847271521	0.224168011005165	0.389181725628763
varDE	0.061	0.001	0.034	0.001	0.045	0.001	0.031	0.001	0.813038045409965	2.62409598840686e-11	0.00945292181083947
EE	0.179	0.176	0.312	0.323	0.193	0.223	0.354	0.359	0.339203852945917	0.11574292514552	0.715427406569131
EE	0.947	0.881	0.808	0.477	0.962	0.879	0.788	0.497	0.552871334417055	0.177483851585289	0.891051091147319
meanDE	0.604	0.49	0.804	0.284	0.516	0.414	0.779	0.279	0.670129311169794	0.0269847161362603	0.16432220302891
EE	0.852	0.701	0.862	0.997	0.84	0.688	0.889	0.994	0.810981991674373	0.454707838434114	0.378553998091016
EE	0.641	0.957	0.819	0.783	0.651	0.934	0.85	0.717	0.865602743549966	0.58252034186125	0.699986513857541
EE	0.363	0.295	0.348	0.483	0.32	0.281	0.35	0.486	0.310054335360108	0.112017132689431	0.341641559806835
EE	0.226	0.22	0.327	0.704	0.256	0.228	0.342	0.687	0.402511031786755	0.283437399623227	0.562735995639869
EE	0.618	0.496	0.554	0.209	0.602	0.502	0.556	0.237	0.802604034649789	0.933159769526763	0.993643948952156
EE	0.381	0.249	0.186	0.19	0.382	0.232	0.199	0.174	0.468977363502275	0.0146418699954987	0.355620891843936
EE	0.749	0.752	0.578	0.714	0.738	0.761	0.58	0.717	0.82321609828983	0.915767252977123	0.836730799240652
EE	0.28	0.164	0.307	0.173	0.254	0.147	0.272	0.175	0.183480110913192	0.0390419551003562	0.41215275756248
varDE	0.096	0.002	0.06	0.001	0.085	0.001	0.062	0.001	0.606067798751122	5.09752803334892e-09	0.0213266593798388
EE	0.814	0.841	0.915	0.889	0.804	0.873	0.903	0.891	0.924836248176947	0.853162163410877	0.898770831294886
EE	0.156	0.183	0.146	0.149	0.166	0.165	0.143	0.145	0.1333917849923	1.01133348030427e-06	0.0976153365061507
EE	0.798	0.801	0.423	0.548	0.772	0.761	0.4	0.448	0.240968810123686	0.00903453074380721	0.464183241531357
EE	0.669	0.718	0.929	0.29	0.656	0.715	0.953	0.303	0.565537561861145	0.621767535286546	0.860725258979397
EE	0.497	0.309	0.367	0.405	0.524	0.27	0.387	0.417	0.491574937619187	0.31208040792574	0.793240210441949
EE	0.811	0.813	0.679	0.229	0.831	0.828	0.675	0.231	0.618072053715318	0.259276555193285	0.588713884644193
meanDE	0.02	0.031	0.024	0.267	0.023	0.017	0.014	0.199	0.0171599357026436	1.33590707901863e-07	0.0902844859226752
varDE	0.184	0.109	0.016	0.002	0.196	0.12	0.012	0.001	0.167340310950158	2.69746625016475e-14	0.00520802219459614
EE	0.203	0.14	0.315	0.279	0.224	0.18	0.331	0.26	0.0742939709251416	4.43860333080505e-06	0.0672673841241227
EE	0.991	0.881	0.844	0.748	0.994	0.9	0.826	0.734	0.674806624938545	0.311829775322687	0.767122723034134
meanDE	0.964	0.929	0.532	0.23	0.968	0.929	0.514	0.213	0.363675121135883	0.364653919627958	0.659547373231502
