gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
TTLL7	0.997905020985436	0.249	0.2208	0.1964	0.1924	0.323	0.1288	0.0366	0.0183
SLC44A5	0.481672350395261	0.5032	0.496	0.5	0.431	0.489	0.4892	0.313	0.302
PRKACB	0.586082566767263	0.5468	0.446	0.4926	0.4028	0.8472	0.7754	0.5958	0.5764
DDAH1	0.626493778668473	0.6304	0.541	0.548	0.4206	0.8722	0.5768	0.854	0.5804
DIPK1A	0.440391588946991	0.995	0.9766	0.993	0.97	0.3128	0.2232	0.1126	0.1588
NTNG1	0.773660125350432	0.8224	0.7808	0.8118	0.7756	0.3788	0.3438	0.254	0.2436
RNPC3	0.627494587607778	0.9222	0.8246	0.8864	0.7558	0.4082	0.5398	0.335	0.507
CCDC18-AS1	0.952251563328962	0.4242	0.2914	0.4288	0.2968	0.4674	0.2568	0.1926	0.1798
MAGI3	0.225046877420518	0.0148	0.0162	0.0153	0.016	0.4568	0.3304	0.4698	0.3602
GPSM2	0.17002208315367	0.2424	0.421	0.1798	0.3182	0.6904	0.7154	0.3946	0.491
ATP1A1	0.766389639957532	0.2056	0.2	0.2288	0.2074	0.3442	0.2056	0.2268	0.0959
TRIM33	0.296199624211839	0.9724	0.8832	0.9696	0.8214	0.5038	0.6424	0.2454	0.5648
MAN1A2	0.449770958806495	0.9892	0.9534	0.9844	0.9412	0.6	0.6016	0.2366	0.3022
HYDIN2	0.360700594175336	0.2824	0.4306	0.1096	0.3002	0.9598	0.8058	0.9142	0.7124
ASH1L	0.519556487786627	0.7892	0.856	0.7656	0.844	0.0029	0.0092	0.003	0.0133
C1orf61	0.964006774431748	0.9594	0.97	0.956	0.9672	0.527	0.8048	0.4908	0.7788
BCAN	0.444434440035856	0.9326	0.5216	0.8384	0.4934	0.3468	0.119	0.2018	0.041
SYT11	0.0949040220305763	0.2642	0.3634	0.264	0.3698	0.1954	0.2548	0.198	0.2576
VPS45	0.465870397943045	0.9234	0.742	0.9212	0.753	0.268	0.2152	0.1522	0.1334
POGZ	0.126958405896987	0.9354	0.915	0.927	0.8988	0.1404	0.1218	0.0122	0.0176
GATAD2B_ENSG00000143614	0.438749755593808	0.7172	0.9258	0.7096	0.9326	0.3138	0.1978	0.0806	0.05
RPRD2	0.181588518308452	0.6458	0.442	0.6516	0.4544	0.0549	0.0609	0.0197	0.0261
LINC01138	0.0848239199711042	0.3658	0.4192	0.333	0.364	0.3918	0.2088	0.0344	0.02
ATP1A2	0.0177165272006985	0.2766	0.1606	0.1632	0.0709	0.7806	0.5094	0.7396	0.4392
PRRX1	0.643184572385509	0.8822	0.7244	0.8158	0.5354	0.3012	0.1862	0.214	0.1532
TNR	0.350675291828323	0.5744	0.714	0.4424	0.645	0.0393	0.0302	0.039	0.033
ATP1B1	0.581761026221508	0.9398	0.934	0.8918	0.8812	0.4284	0.2378	0.277	0.1044
POU2F1	0.0243304032234519	0.4936	0.6102	0.4748	0.5992	0.0382	0.0457	0.0177	0.0209
ILDR2	0.547986416252463	0.3472	0.2334	0.3046	0.2024	0.7968	0.6498	0.6792	0.5132
COP1	0.52505345468666	0.376	0.3316	0.284	0.2106	0.1432	0.1166	0.0542	0.074
RABGAP1L	0.823125231513939	0.8072	0.8768	0.804	0.8856	0.0312	0.0279	0.0142	0.0134
PBX1	0.0287904493546425	0.133	0.191	0.173	0.2096	0.0965	0.0451	0.0729	0.0317
DNM3	0.831825467955162	0.9256	0.505	0.9086	0.4586	0.3122	0.4178	0.295	0.4174
MPZL1	0.57166087153483	0.6004	0.3814	0.589	0.3606	0.4208	0.597	0.3726	0.5156
ATP2B4	0.725870033007151	0.3646	0.284	0.2998	0.2366	0.655	0.444	0.322	0.1972
RASAL2	0.414398279070302	0.6388	0.5698	0.6524	0.5906	0.1834	0.0656	0.0961	0.036
PPP1R12B	0.577830064530358	0.2696	0.3252	0.29	0.3236	0.5616	0.4324	0.5782	0.4476
RALGPS2	0.874683670896985	0.387	0.317	0.3834	0.3066	0.3154	0.262	0.2428	0.2192
C1orf21	0.829263276825909	0.2658	0.2284	0.1974	0.183	0.3462	0.5228	0.3362	0.5382
CAMSAP2	0.745382622407882	0.3562	0.2964	0.3708	0.3282	0.7796	0.703	0.5738	0.5334
NAV1	0.492249832871414	0.7256	0.7314	0.7028	0.717	0.6216	0.5962	0.5296	0.519
CRB1	0.396166911098793	0.6372	0.7106	0.585	0.6652	0.0514	0.0274	0.0333	0.0234
CEP350	0.433872011437387	0.3002	0.5998	0.2948	0.576	0.2172	0.0692	0.0921	0.0487
NEK7	0.432350804468828	0.9362	0.8626	0.9316	0.8418	0.2902	0.3264	0.1502	0.1354
ASTN1	0.0543865463938061	0.2372	0.217	0.2438	0.2038	0.0668	0.148	0.0262	0.0816
NMNAT2	0.77259113005492	0.3228	0.3736	0.1712	0.2708	0.8232	0.7748	0.7272	0.7372
BRINP3	0.0537140167973149	0.2548	0.4912	0.2204	0.4402	0.4688	0.4248	0.2768	0.2286
KCNT2	0.565654707181839	0.7868	0.5848	0.7926	0.5612	0.8404	0.8888	0.7784	0.8458
GPR37L1	0.178982017477695	0.1628	0.1492	0.1874	0.1714	0.2578	0.4748	0.2448	0.3934
MDM4	0.153087819613726	0.782	0.7354	0.432	0.4686	0.0787	0.3064	0.0278	0.2354
COLGALT2	0.269167614400586	0.0886	0.112	0.0313	0.041	0.7536	0.5392	0.6426	0.4674
MIR181A1HG	0.639806021864496	0.5058	0.3192	0.4784	0.285	0.666	0.9168	0.4136	0.8286
ACBD6	0.058758828072151	0.1808	0.3244	0.1936	0.3402	0.2784	0.6602	0.2674	0.6398
IPO9-AS1	0.0170733204196132	0.0378	0.039	0.0147	0.0192	0.3932	0.5292	0.2074	0.3108
NUCKS1	0.498013971123935	0.7356	0.5776	0.6742	0.4814	0.7898	0.6836	0.5888	0.463
MARK1	0.0391481448287805	0.354	0.2186	0.245	0.144	0.692	0.4476	0.4844	0.2042
RPS6KC1	0.967936720085586	0.9522	0.678	0.9468	0.697	0.7422	0.9614	0.734	0.9
SYT14	0.532547149160517	0.6504	0.7282	0.633	0.6982	0.3258	0.2204	0.2738	0.1562
SUSD4	0.244132338519448	0.8902	0.7788	0.8506	0.7206	0.1912	0.0672	0.0269	0.0131
CDC42BPA	0.276453826322854	0.498	0.3986	0.3464	0.2548	0.6092	0.5346	0.4702	0.4168
ENAH	0.342357258518857	0.1588	0.1968	0.1492	0.1726	0.2036	0.193	0.1804	0.1886
ESRRG	0.777628584343893	0.492	0.6266	0.5032	0.6256	0.6478	0.7562	0.6688	0.7618
ARID4B	0.836351449418712	0.2354	0.3086	0.1966	0.2718	0.3722	0.6026	0.2354	0.4678
SDCCAG8_ENSG00000054282	0.439825433300032	0.5136	0.4264	0.4544	0.3556	0.2374	0.2896	0.0313	0.1542
AKT3_ENSG00000117020	0.448497106756412	0.9568	0.752	0.943	0.7158	0.5552	0.8182	0.5126	0.8074
PCNX2	0.869771949383259	0.678	0.976	0.6568	0.9778	0.0907	0.0192	0.017	0.0048
CEP170_ENSG00000143702	0.305298588354803	0.5264	0.401	0.384	0.3078	0.0934	0.0305	0.0246	0.0474
FMN2	0.0536637031425631	0.5032	0.4488	0.384	0.34	0.6052	0.2172	0.5506	0.1592
KIF26B_ENSG00000162849	0.657958697168938	0.938	0.647	0.9208	0.5734	0.0155	0.0179	0.002	0.0031
DISC1	0.45246477477949	0.9024	0.9696	0.8472	0.9466	0.0118	0.0193	0.009	0.011
PLD5	0.907802972865355	0.3216	0.3314	0.2178	0.2358	0.2208	0.0858	0.0014	0.0022
RGS7	0.587152520490457	0.0878	0.0564	0.0672	0.0398	0.4872	0.8652	0.4842	0.8584
SLC35F3	0.909736979669349	0.8718	0.819	0.8646	0.7938	0.0078	0.0372	0.0127	0.0237
MYT1L	0.506728551365136	0.8408	0.8086	0.8364	0.7976	0.7004	0.7702	0.5148	0.6856
PUM2	0.38070089220856	0.8048	0.7398	0.7722	0.7176	0.5908	0.7266	0.3538	0.5774
NCOA1	0.795813904762839	0.989	0.9454	0.9886	0.9316	0.24	0.1748	0.235	0.1726
RAB10	0.0346704594830296	0.523	0.319	0.4732	0.3254	0.1644	0.0693	0.2014	0.0892
CLIP4	0.948459193526213	0.5986	0.5186	0.5952	0.4976	0.4426	0.7572	0.3942	0.7212
BIRC6	0.728782495160678	0.5654	0.4342	0.5334	0.429	0.7776	0.7624	0.4986	0.601
ATAD2B	0.684216470546187	0.4676	0.4278	0.4108	0.3888	0.2008	0.187	0.0771	0.1322
KIDINS220	0.319754588710928	0.248	0.259	0.14	0.1252	0.3256	0.1786	0.1096	0.1122
ROCK2	0.567488827565209	0.1624	0.305	0.0657	0.1284	0.9884	0.92	0.9804	0.841
DTNB	0.377802475467207	0.6738	0.9102	0.593	0.9102	0.0483	0.0108	0.001	0.0035
MBOAT2	0.884615593924126	0.5034	0.437	0.436	0.3386	0.0149	8e-04	0.0036	0.0012
RNF144A	0.468739704500557	0.103	0.1056	0.1198	0.1128	0.7962	0.7534	0.7788	0.7504
NBAS	0.72199580661388	0.7134	0.832	0.668	0.8108	0.2454	0.1296	0.1562	0.0844
BABAM2	0.131372155869005	0.5784	0.6416	0.5294	0.593	0.2318	0.2008	0.1698	0.1438
ALK	0.895117417647273	0.4808	0.3146	0.2038	0.2022	0.228	0.0956	0.0054	0.0079
ITSN2	0.967462985969055	0.3882	0.5096	0.333	0.4438	0.2996	0.0944	0.3322	0.0836
MIR3681HG	0.055666388269943	0.2668	0.221	0.191	0.125	0.6954	0.8406	0.5742	0.732
LINC00486	0.421730213125625	0.7636	0.5422	0.6766	0.404	0.643	0.5126	0.5398	0.443
MAP4K3	0.578177757739967	0.379	0.3212	0.1978	0.1862	0.9998	0.6898	0.9996	0.6398
MTA3	0.667313084956906	0.8128	0.552	0.8062	0.4936	0.3772	0.201	0.1328	0.048
XPO1	0.0496386619811721	0.1038	0.1622	0.1428	0.1866	0.0078	0.0073	0.0051	0.0049
SPTBN1	0.314074768070465	0.263	0.2246	0.2188	0.2074	0.933	0.9216	0.8874	0.8766
RTN4	0.0223962833772683	0.3036	0.2482	0.101	0.101	0.3154	0.2124	0.1968	0.1166
CCDC88A	0.788363383136461	0.5432	0.3864	0.531	0.3646	0.2436	0.15	0.0754	0.0582
USP34	0.899989988226264	0.9184	0.7618	0.924	0.773	0.486	0.52	0.2178	0.2734
EHBP1	0.178620612578798	0.1198	0.1236	0.1252	0.1322	0.2298	0.1836	0.2196	0.161
SOS1	0.342135155694913	0.7822	0.7242	0.8056	0.7524	0.3216	0.2912	0.3202	0.3256
PPM1B	0.40497009669858	0.7432	0.9078	0.743	0.9148	0.804	0.8578	0.705	0.8076
PREPL	0.677990983495277	0.7644	0.4524	0.622	0.2392	0.3506	0.1404	0.1418	0.039
FBXO11	0.150040137528	0.2738	0.295	0.3104	0.3316	0.1008	0.2112	0.0555	0.2472
CAMKMT	0.665720714550044	0.6336	0.6488	0.62	0.6318	0.3142	0.2058	0.227	0.138
WDPCP	0.602781101562485	0.119	0.0923	0.112	0.0969	0.8742	0.5758	0.811	0.4804
VPS54	0.880555763180948	0.184	0.1528	0.1556	0.163	0.148	0.1158	0.0209	0.0243
PLEKHH2	0.557262267195262	0.3568	0.6904	0.2552	0.5742	0.6554	0.6448	0.4354	0.4634
ACYP2	0.488114365076773	0.9586	0.8326	0.9374	0.7692	0.1122	0.1016	0.1014	0.0972
FOXN2	0.365378486655796	0.491	0.4074	0.4586	0.3912	0.8006	0.9082	0.6438	0.8428
PRKCE	0.43364531718215	0.8842	0.8078	0.8396	0.7536	0.0407	0.0504	0.0098	0.0167
COMMD1	0.451714385922971	0.8798	0.8534	0.8794	0.8528	0.807	0.9168	0.6042	0.7636
NRXN1	0.0938776998166601	0.2628	0.2078	0.1332	0.0962	0.271	0.306	0.171	0.2012
SLC8A1	0.188616823893288	0.8962	0.7234	0.8628	0.6942	0.3194	0.2614	0.169	0.131
EML6	0.387646970393371	0.8614	0.9236	0.872	0.921	0.6132	0.2708	0.5972	0.2742
_ENSG00000226994	0.538007012586095	0.7334	0.8854	0.7308	0.87	0.5996	0.3206	0.5076	0.2498
TMSB10	0.110679649933048	0.3708	0.4276	0.3252	0.3796	0.248	0.1726	0.1744	0.0779
CTNNA2	0.432874755319459	0.5744	0.45	0.5028	0.3544	0.5646	0.3146	0.5274	0.2264
ZNF638	0.490503277878171	0.7082	0.6134	0.5468	0.4416	0.789	0.9962	0.5756	0.992
ST3GAL5	0.621497502001858	0.6726	0.7264	0.6018	0.6278	0.7366	0.5876	0.46	0.3454
AAK1	0.24938133313789	0.1158	0.0803	0.09	0.0632	0.126	0.2888	0.0752	0.253
EXOC6B	0.930092480748998	0.2768	0.254	0.222	0.189	0.3962	0.5364	0.376	0.5604
USP39	0.153327306436822	0.3924	0.26	0.344	0.2176	0.489	0.2288	0.1102	0.0366
ANTXR1	0.502176623698146	0.0628	0.0848	0.0835	0.1164	0.149	0.0852	0.08	0.0308
LRRTM4	0.470379946912238	0.8018	0.9828	0.792	0.9836	0.5976	0.758	0.4608	0.6672
PCBP1-AS1	0.449602122404989	0.5462	0.6486	0.5256	0.6098	0.4898	0.3052	0.1242	0.0936
SPRED2	0.117955398868371	0.7556	0.9014	0.7442	0.9022	0.3768	0.1108	0.2394	0.03
MAP4K4	0.499364822506691	0.7234	0.8652	0.7404	0.8956	0.1772	0.093	0.1376	0.0728
ANKRD36	0.422954061019259	0.994	0.9834	0.9936	0.9762	0.5618	0.3952	0.294	0.159
AFF3	0.333751529981132	0.0246	0.0201	0.051	0.0481	0.1436	0.05	0.0276	0.0046
ANKRD36C	0.602230427802466	0.3104	0.4546	0.17	0.328	0.603	0.5028	0.3294	0.316
PANTR1	0.0185075550654738	0.0097	0.0152	0.0164	0.0254	0.0476	0.0494	0.0241	0.0213
LINC01965	0.0210541232786097	0.4404	0.1264	0.3514	0.0916	0.4312	0.4226	0.4738	0.4712
R3HDM1	0.353152487532765	0.0975	0.1998	0.0843	0.1766	0.5742	0.8134	0.3954	0.7552
CLASP1	0.187452031872628	0.225	0.271	0.1372	0.1642	0.4044	0.6154	0.351	0.6036
PTPN4	0.85095238296146	0.4268	0.6742	0.4232	0.6646	0.9492	0.8984	0.9022	0.8392
EPB41L5	0.401072589201014	0.8044	0.9996	0.7422	0.9998	0.418	0.2506	0.1258	0.0799
GTDC1	0.065037664377447	0.527	0.5592	0.4014	0.4664	0.6734	0.7126	0.5768	0.5992
ARHGEF4	0.242283496653191	0.8446	0.9912	0.802	0.984	0.911	0.879	0.897	0.8542
GPR17	0.635240447255404	0.3552	0.3698	0.3498	0.3862	0.611	0.2844	0.6242	0.2756
MGAT5	0.659550248197655	0.5422	0.5242	0.3904	0.3938	0.0814	0.1424	0.028	0.0687
TMEM163	0.611180133614954	0.706	0.4576	0.5908	0.3858	0.1992	0.0997	0.1118	0.0524
CNTNAP5	0.0509876140983738	0.3152	0.3718	0.2098	0.2866	0.2696	0.2212	0.1828	0.1502
ANKRD30BL	0.852131192896116	0.3724	0.5732	0.2644	0.4932	0.51	0.4034	0.121	0.0543
LRP1B	0.298065220943775	0.5988	0.6772	0.5446	0.6378	0.6392	0.7956	0.5912	0.7734
ZEB2	0.0825333918038637	0.0416	0.0509	0.0277	0.0366	0.345	0.4124	0.2502	0.3038
DPP10	0.741927199670446	0.6018	0.361	0.5194	0.2834	0.5346	0.0704	0.3254	0.0191
NCKAP5	0.682745366652	0.939	0.946	0.9186	0.9336	0.0235	0.008	0.0122	0.0033
OSBPL6	0.895726839734483	0.8302	0.964	0.8164	0.9538	0.22	0.0804	0.1112	0.0423
RAPGEF4	0.253588996967698	0.767	0.942	0.794	0.938	0.3802	0.295	0.378	0.2834
GPD2	0.0954525815610113	0.9876	0.764	0.9904	0.686	0.333	0.4496	0.1268	0.233
TANC1	0.372297713785708	0.1504	0.2434	0.1352	0.2156	0.692	0.7222	0.643	0.6704
SLC25A12	0.872649334698048	0.2868	0.468	0.2924	0.4576	0.4642	0.2908	0.1384	0.1416
WIPF1	0.0816742510760848	0.0876	0.0611	0.046	0.0232	0.0121	0.0032	0.0023	0.0019
BAZ2B	0.271901260658032	0.93	0.9548	0.931	0.956	0.3074	0.1958	0.1076	0.0637
CHN1	0.435836631017381	0.337	0.2726	0.2022	0.1596	0.443	0.2726	0.321	0.1528
GAD1	0.265480976851296	0.1106	0.1039	0.1286	0.0996	0.8172	0.7226	0.773	0.6892
EPC2	0.135574091411689	0.8862	0.539	0.8686	0.569	0.3	0.3006	0.0932	0.113
SCN2A	0.643545018449934	0.6768	0.5832	0.6884	0.5838	0.61	0.4682	0.388	0.3056
OLA1	0.925021453004898	0.787	0.5862	0.7912	0.59	0.3818	0.2376	0.1332	0.1005
GALNT13	0.36471095073649	0.2374	0.3912	0.2106	0.3402	0.2852	0.3436	0.169	0.2326
PKP4	0.446818783558145	0.3556	0.2196	0.243	0.1564	0.447	0.5656	0.3978	0.5226
SCN1A	0.972617890831911	0.6316	0.7606	0.616	0.74	0.6814	0.6086	0.4902	0.4186
SLC4A10	0.900753190281776	0.1768	0.201	0.1516	0.1814	0.397	0.2046	0.074	0.0402
UBR3	0.507834957836382	0.5754	0.5424	0.5618	0.5288	0.8698	0.9292	0.7284	0.8604
SCN3A	0.228916195201999	0.9312	0.9958	0.9172	0.9944	0.9372	0.7822	0.8798	0.6446
FMNL2	0.693798227019981	0.502	0.4042	0.444	0.4006	0.9616	0.882	0.962	0.8686
GPR155	0.160307031720372	0.1878	0.3226	0.1406	0.2728	0.3348	0.3938	0.134	0.2358
KIF5C_ENSG00000168280	0.119340089602524	0.0083	0.006	0.0107	0.0125	0.2894	0.2274	0.1798	0.184
UBE2E3	0.409565216132828	0.8144	0.7636	0.7654	0.707	0.8392	0.7924	0.6614	0.6386
CERS6	0.319529173148996	0.4424	0.514	0.3916	0.4542	0.965	0.7556	0.919	0.6064
CSRNP3	0.0177298402281387	0.3864	0.3186	0.3424	0.281	0.512	0.4684	0.3082	0.317
FIGN	0.0306742406094048	0.1632	0.1432	0.0787	0.0697	0.5738	0.783	0.4872	0.733
CACNB4	0.934980217201483	0.5228	0.4272	0.5226	0.387	0.4744	0.0861	0.4304	0.0839
STK39	0.52609490488552	0.8542	0.9294	0.8516	0.937	0.6204	0.4448	0.4618	0.3072
MBD5	0.946416206809217	0.518	0.3722	0.553	0.403	0.307	0.3788	0.3068	0.3854
NCKAP1	0.382335386666942	0.1646	0.1928	0.1558	0.2	0.8742	0.7412	0.6918	0.5472
CALCRL	0.229973294834391	0.693	0.7502	0.6514	0.6932	0.8122	0.402	0.7206	0.2468
ANKRD44	0.837898871178727	0.8022	0.7344	0.4886	0.557	0.0132	0.0249	0.0079	0.0317
MAP2	0.484704608385094	0.8358	0.6406	0.7614	0.4962	0.53	0.607	0.3276	0.452
INO80D	0.614088286619475	0.7136	0.6212	0.5898	0.5022	0.4876	0.3958	0.4422	0.37
ADAM23	0.72496658723842	0.3328	0.2726	0.3106	0.2378	0.4748	0.287	0.2408	0.1526
GLS	0.632087105223904	0.7636	0.986	0.6328	0.981	0.855	0.7858	0.5858	0.5124
PLCL1	0.76162713699343	0.3236	0.301	0.2888	0.2764	0.5896	0.9298	0.5382	0.912
HECW2	0.125983680437974	0.5332	0.633	0.5434	0.625	0.7132	0.7234	0.4244	0.589
ABI2	0.55605765220648	0.496	0.3442	0.5	0.3566	0.8376	0.374	0.8186	0.3844
ITGAV	0.406866213327847	0.658	0.8658	0.5138	0.7824	0.4906	0.634	0.3236	0.5366
TMEFF2	0.679003784542526	0.9534	0.8826	0.8582	0.788	0.408	0.4092	0.1634	0.1708
UNC80	0.611472197957334	0.9418	0.8256	0.9368	0.7656	0.7176	0.5144	0.5966	0.3934
NBEAL1	0.985800609774031	0.5494	0.646	0.5098	0.6322	0.4768	0.4344	0.2748	0.243
KANSL1L	0.0530977521196856	0.0632	0.0368	0.0495	0.0259	0.3544	0.2108	0.295	0.186
SPAG16	0.743174153501219	0.757	0.8726	0.796	0.8916	0.6704	0.429	0.582	0.3924
RFTN2	0.176420768782265	0.3786	0.2054	0.249	0.1202	0.0786	0.1066	0.0161	0.0591
ICA1L	0.450172408099705	0.4164	0.3112	0.396	0.2848	0.727	0.73	0.593	0.6346
ZNF804A	0.288453945822559	0.462	0.4614	0.4426	0.4326	0.2562	0.2012	0.161	0.1178
RAPH1	0.0871687572188417	0.2732	0.348	0.32	0.4106	0.4	0.3924	0.0964	0.092
ERBB4	0.0461903650254768	0.0396	0.0801	0.0298	0.0504	0.2246	0.2534	0.1326	0.1748
PGAP1	0.667240526018101	0.9578	0.8788	0.963	0.8652	0.2992	0.3576	0.2394	0.2932
HIBCH	0.257863047612477	0.4678	0.648	0.4668	0.6548	0.1256	0.1026	0.0953	0.0722
BMPR2	0.489557439267797	0.748	0.9576	0.7492	0.9646	0.3796	0.3558	0.2906	0.296
CUL3	0.366837792429662	0.8774	0.9392	0.8806	0.945	0.9576	0.7854	0.9044	0.6524
HDAC4	0.324552353047578	0.6408	0.4338	0.5744	0.389	0.5118	0.5508	0.318	0.432
XRCC5	0.934247674936141	0.668	0.7744	0.6144	0.726	0.5834	0.5872	0.5522	0.5456
ACSL3	0.187131001193301	0.1624	0.2644	0.0674	0.1172	0.6724	0.4732	0.3076	0.167
LRRFIP1	0.980430494637174	0.3206	0.3112	0.3196	0.3134	0.1134	0.1172	0.043	0.0757
DOCK10	0.116806153369235	0.296	0.548	0.2972	0.5494	0.0089	0.013	0.0021	0.0058
