gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
MACF1	0.818860155954266	0.5472	0.4278	0.522	0.4396	0.0932	0.1022	0.1388	0.1126
NASP	0.556542383270836	0.8656	0.3906	0.7962	0.3648	0.7404	0.8706	0.73	0.8448
PUM1	0.418308989182372	0.7614	0.827	0.4754	0.6814	0.318	0.359	0.1616	0.2376
KIAA0319L	0.595674718197557	0.3984	0.324	0.423	0.3404	0.8766	0.864	0.883	0.8742
ZMYM4	0.914363650313738	0.9462	0.8754	0.9496	0.8676	0.8724	0.8202	0.8018	0.7356
ZSWIM5	0.102158575493045	0.0921	0.0829	0.0444	0.026	0.291	0.2092	0.25	0.1692
RNF220	0.872289050481423	0.2312	0.3552	0.2262	0.3574	0.6042	0.4612	0.6186	0.4836
ARMH1	0.810937538655856	0.4554	0.35	0.3648	0.3406	0.6308	0.6032	0.5426	0.5058
FOXJ3	0.795107322274007	0.857	0.5642	0.8334	0.5384	0.571	0.6664	0.5188	0.6088
_ENSG00000228436	0.00125674099169669	0.049	0.06	0.0224	0.0355	0.4316	0.399	0.104	0.0914
LRRC7	0.666829929392393	0.823	0.8544	0.7604	0.8084	0.6684	0.5366	0.5614	0.4268
NRDC	0.297204462557271	0.4756	0.7306	0.3982	0.7616	0.3272	0.2786	0.193	0.1544
EPS15	0.327663471501898	0.824	0.7148	0.811	0.7184	0.3288	0.319	0.1366	0.1602
DOCK7	0.652282548007566	0.6042	0.626	0.5632	0.615	0.608	0.7166	0.5164	0.671
WLS	0.53122517281631	0.6522	0.3732	0.664	0.402	0.242	0.1474	0.181	0.1524
SRSF11	0.483775564017974	0.495	0.368	0.4766	0.3404	0.924	0.975	0.8724	0.9658
OSBPL9	0.691796063698432	0.8602	0.986	0.8294	0.9794	0.3518	0.3872	0.3806	0.411
SGIP1	0.682180949106266	0.6504	0.5348	0.5552	0.4472	0.7656	0.6716	0.6694	0.553
ECHDC2	0.439512331067477	0.5372	0.5688	0.4958	0.5088	0.4734	0.7764	0.5024	0.7882
SPATA6	0.8503750315862	0.5716	0.5146	0.5864	0.5326	0.9522	0.828	0.948	0.8236
ZRANB2	0.76774316966836	0.2162	0.2006	0.1866	0.172	0.6514	0.671	0.4786	0.5856
PATJ	0.261203057374786	0.7584	0.5464	0.6586	0.4996	0.3598	0.314	0.2982	0.269
TUT4	0.666375965695192	0.9736	0.7612	0.9634	0.6826	0.9096	0.9288	0.8398	0.8842
CACHD1	0.770745997323193	0.8528	0.7668	0.8464	0.7614	0.9514	0.9496	0.947	0.9532
ACOT11	0.554804733673478	0.3836	0.528	0.3598	0.5184	0.9264	0.9424	0.9274	0.95
USP24	0.373084807278496	0.9838	0.8444	0.965	0.7346	0.985	0.9478	0.9804	0.9286
PLPP3	0.395086207158773	0.7358	0.5096	0.638	0.3998	0.2106	0.16	0.1664	0.1418
NFIA	0.350471883739263	0.485	0.4788	0.3868	0.4054	0.3784	0.4746	0.366	0.4794
NEGR1	0.391682070123491	0.1868	0.1312	0.1562	0.111	0.6838	0.5954	0.4956	0.4124
FGGY	0.568760323358779	0.4654	0.2718	0.4638	0.2694	0.7764	0.7678	0.7566	0.7486
DAB1	0.786081781812454	0.4162	0.487	0.4602	0.5226	0.5692	0.2884	0.5852	0.3078
PDE4B	0.359410318904605	0.5066	0.436	0.4946	0.4348	0.5804	0.617	0.494	0.5762
FAF1	0.794651026078437	0.309	0.3322	0.2912	0.313	0.1222	0.1806	0.1316	0.1864
ROR1	0.435334137537481	0.997	0.9724	0.9964	0.9616	0.4398	0.4536	0.4566	0.4752
AGBL4	0.912542435661246	0.6988	0.5134	0.629	0.3614	0.2528	0.1296	0.2586	0.1474
LINC01748	0.048146754795586	0.0355	0.0292	0.054	0.0518	0.2886	0.1872	0.273	0.1826
_ENSG00000231252	0.4469925151376	0.414	0.359	0.4152	0.3372	0.9758	0.894	0.9758	0.9156
PKN2	0.146991171430366	0.136	0.1462	0.1416	0.1518	0.199	0.0299	0.1742	0.0261
EVI5	0.53317108142433	0.9092	0.8658	0.8896	0.8592	0.7518	0.6344	0.709	0.561
TGFBR3	0.798636107634218	0.604	0.4768	0.6026	0.4434	0.5074	0.3762	0.478	0.3536
CDC14A	0.389856253897783	0.4192	0.4458	0.399	0.4102	0.4868	0.4174	0.434	0.3666
CNN3	0.941401728717037	0.4378	0.4214	0.4392	0.411	0.5144	0.586	0.4938	0.562
F3	0.726253929850147	0.7812	0.815	0.6662	0.7196	0.9404	0.901	0.917	0.863
PTBP2	0.4634110526896	0.0563	0.0651	0.0769	0.0855	0.6324	0.3384	0.5652	0.3152
ZNF644	0.518112342291786	0.441	0.6524	0.3962	0.5794	0.5496	0.379	0.4014	0.2606
RPAP2	0.130935985170195	0.6408	0.3202	0.6584	0.3252	0.2806	0.2472	0.2624	0.2498
VAV3	0.867015547906677	0.8562	0.591	0.8364	0.526	0.6276	0.5746	0.5672	0.4966
BCAR3	0.261056520608594	0.5566	0.4612	0.5526	0.4368	0.288	0.197	0.221	0.1726
PRKACB	0.612831228942594	0.8428	0.7454	0.8206	0.752	0.9944	0.8804	0.988	0.8334
DDAH1	0.944226381148219	0.4944	0.2578	0.4884	0.2674	0.653	0.8758	0.614	0.867
HS2ST1	0.924779900799026	0.1498	0.1002	0.1706	0.114	0.7288	0.705	0.7406	0.6946
AGL	0.906079876449992	0.9838	0.7602	0.9822	0.7866	0.5808	0.493	0.4668	0.3468
RNPC3	0.707609562019649	0.9222	0.9376	0.8548	0.8548	0.4664	0.6244	0.3798	0.5924
CCDC18-AS1	0.253784684251995	0.0864	0.0618	0.0805	0.0593	0.2936	0.1582	0.253	0.1368
SLC44A3-AS1	0.972837513171525	0.5512	0.6908	0.5318	0.6728	0.5372	0.731	0.4164	0.608
MAGI3	0.544589626671776	0.1458	0.1266	0.1698	0.146	0.7648	0.5564	0.753	0.5458
CAPZA1	0.874941719818777	0.7794	0.9764	0.7718	0.9694	0.8188	0.9446	0.7648	0.9374
NOTCH2	0.727870993817273	0.4396	0.378	0.3718	0.3416	0.9972	0.7952	0.996	0.7802
AHCYL1	0.404609161649309	0.3674	0.2996	0.3118	0.2116	0.851	0.801	0.8618	0.812
_ENSG00000223804	0.0141450964010813	0.03	0.093	0.0201	0.0614	0.5116	0.3702	0.2278	0.214
RNF115	0.588446308265772	0.1348	0.1454	0.104	0.0936	0.6336	0.5254	0.6288	0.5194
_ENSG00000274642	0.28431455279467	0.1482	0.1564	0.1322	0.1162	0.3372	0.3634	0.2232	0.231
ASH1L	0.745499021686835	0.657	0.762	0.641	0.7502	0.5292	0.425	0.5292	0.434
C1orf61	0.66923520783247	0.5266	0.6486	0.5634	0.6902	0.43	0.7484	0.475	0.7686
BCAN	0.752185643855617	0.8784	0.7874	0.8834	0.812	0.5316	0.7272	0.4586	0.6938
SYT11	0.368653021473195	0.7094	0.9646	0.6462	0.9532	0.2926	0.2752	0.3148	0.2768
VPS45	0.930008335383509	0.2074	0.1824	0.2444	0.196	0.5156	0.5056	0.5196	0.5126
ENSA	0.956469995290916	0.7516	0.8116	0.742	0.806	0.3278	0.414	0.3718	0.4346
POGZ	0.112913537710594	0.6326	0.9154	0.6558	0.922	0.1042	0.0971	0.1044	0.0842
KCNN3	0.477008001701626	0.6952	0.6752	0.678	0.6702	0.647	0.4286	0.5788	0.3646
S100A1	0.338693745432081	0.8862	0.768	0.872	0.7494	0.519	0.7098	0.5254	0.7142
RPRD2	0.794286586129234	0.965	0.9122	0.9614	0.9118	0.5834	0.6854	0.5642	0.6292
PBXIP1	0.620282548831552	0.545	0.42	0.5398	0.4376	0.8644	0.8666	0.8256	0.8434
PDE4DIP	0.0110020458936574	0.022	0.0163	0.028	0.0225	0.1538	0.1274	0.131	0.1158
OTUD7B	0.940457727160706	0.9106	0.7394	0.8648	0.694	0.4638	0.5112	0.3484	0.4344
NBPF19	0.903352197500702	0.26	0.2676	0.1192	0.1432	0.6428	0.4998	0.474	0.331
LINC01138	0.0135147248783701	0.0492	0.023	0.0388	0.0254	0.2952	0.2868	0.1064	0.1196
ATP1A2	0.0849258112021254	0.3444	0.314	0.2786	0.2662	0.331	0.285	0.3452	0.3312
PRRX1	0.869962288266836	0.5376	0.4108	0.4834	0.3508	0.4524	0.4536	0.2758	0.263
PRRC2C	0.29773326278632	0.2624	0.3184	0.2888	0.3398	0.7954	0.8196	0.6944	0.739
PRDX6	0.220174899830004	0.223	0.1908	0.1964	0.1542	0.8758	0.8678	0.8444	0.8478
DCAF6	0.503642464427809	0.5162	0.3216	0.553	0.3564	0.8842	0.7776	0.8656	0.7284
POU2F1	0.444101535076642	0.3594	0.2608	0.4062	0.2678	0.138	0.178	0.1452	0.1688
COP1	0.35122159193108	0.659	0.5498	0.626	0.5382	0.1356	0.2122	0.1106	0.1592
RABGAP1L	0.638531805567368	0.2492	0.3092	0.2094	0.216	0.1524	0.1644	0.1516	0.1558
KCNJ10	0.585433707769197	0.905	0.8524	0.736	0.8002	0.874	0.9502	0.8732	0.9316
PBX1	0.321600117316152	0.9678	0.7286	0.9762	0.729	0.0458	0.0523	0.0612	0.0645
DNM3	0.217036971708482	0.1032	0.1084	0.1162	0.103	0.1094	0.1104	0.1066	0.0995
ATP2B4	0.894326566104301	0.8424	0.5426	0.77	0.4128	0.4118	0.3058	0.1672	0.1584
ZC3H11A	0.573248441993276	0.5922	0.4864	0.6024	0.4842	0.998	0.7766	0.9978	0.7234
PPP1R12B	0.983013575573027	0.9536	0.8706	0.9472	0.8534	0.2654	0.2134	0.248	0.2002
C1orf21	0.990656476670784	0.892	0.9316	0.8728	0.918	0.5818	0.4834	0.55	0.4616
CAMSAP2	0.426594568824399	0.214	0.129	0.171	0.1074	0.241	0.133	0.2172	0.128
NAV1	0.098385649893775	0.3096	0.2392	0.327	0.2356	0.1078	0.1356	0.0579	0.0731
CRB1	0.214758155903973	0.161	0.1446	0.1668	0.1718	0.179	0.1332	0.15	0.1306
GLUL	0.843344072660248	0.6992	0.9348	0.6366	0.9022	0.9508	0.8646	0.9348	0.8392
CEP350	0.239176494178024	0.92	0.8238	0.9	0.7736	0.6314	0.5204	0.5518	0.402
NPL	0.818284559014278	0.6548	0.6746	0.6212	0.6106	0.2036	0.1356	0.1864	0.1298
XPR1	0.4732091829859	0.7208	0.9876	0.6098	0.9752	0.219	0.2456	0.1412	0.164
RGL1	0.658269489390548	0.8942	0.93	0.8962	0.9312	0.325	0.3042	0.3194	0.305
ASTN1	0.316810439250199	0.7572	0.5572	0.6952	0.5008	0.8266	0.805	0.6916	0.6858
CSRP1	0.744356648817522	0.9808	0.8214	0.9734	0.771	0.853	0.7224	0.807	0.6806
BRINP3	0.417199797473937	0.6042	0.6894	0.5408	0.6562	0.3274	0.3554	0.1224	0.1612
GPR37L1	0.721782705710766	0.8442	0.8272	0.7994	0.7958	0.7648	0.8316	0.6916	0.7908
MDM4	0.0267906971913456	0.1346	0.379	0.1158	0.3372	0.0676	0.0903	0.0557	0.0632
BRINP2	0.361908876768243	0.8512	0.4002	0.773	0.3442	0.85	0.845	0.8354	0.7988
ACBD6	0.27003596457759	0.362	0.6246	0.3562	0.6388	0.3376	0.359	0.3256	0.3374
NUCKS1	0.760136920898531	0.9374	0.9908	0.9162	0.9894	0.9658	0.983	0.9508	0.9786
PLXNA2	0.123058403496447	0.1866	0.2196	0.1786	0.223	0.8682	0.7652	0.8822	0.7856
TGFB2	0.780505451204812	0.8108	0.748	0.817	0.7604	0.7032	0.9448	0.6338	0.9292
RPS6KC1	0.630624438244662	0.6126	0.5686	0.5842	0.491	0.5646	0.4936	0.5254	0.4458
LYPLAL1	0.454094285500804	0.556	0.5882	0.2896	0.4096	0.935	0.8022	0.9292	0.7524
TP53BP2	0.128669828323908	0.5628	0.4076	0.4876	0.3402	0.8924	0.6746	0.8648	0.6222
ITPKB	0.365432133259386	0.5176	0.774	0.4704	0.7682	0.8618	0.836	0.8258	0.778
CDC42BPA	0.620976509356074	0.242	0.339	0.2324	0.2754	0.8148	0.4986	0.7452	0.4042
EPHX1	0.399840633389062	0.1924	0.2188	0.2452	0.2494	0.2068	0.125	0.1238	0.0806
ENAH	0.594646480175481	0.5292	0.5664	0.486	0.5512	0.957	0.6692	0.954	0.6606
ESRRG	0.547448719112845	0.7286	0.5438	0.6866	0.465	0.2014	0.1542	0.1972	0.166
ARID4B	0.816536035050267	0.2146	0.3368	0.1652	0.2442	0.9516	0.7878	0.9536	0.8004
SDCCAG8_ENSG00000054282	0.25669702573461	0.1906	0.2622	0.1768	0.2218	0.3224	0.1986	0.2648	0.1746
AKT3_ENSG00000117020	0.245113940720659	0.142	0.1066	0.1342	0.099	0.365	0.3546	0.358	0.375
AGT	0.447080458660558	0.6282	0.5028	0.5874	0.463	0.78	0.9148	0.735	0.8938
GALNT2	0.86531549227965	0.2844	0.2712	0.2186	0.1706	0.5322	0.4052	0.4828	0.336
FMN2	0.939158404860866	0.6116	0.417	0.5742	0.363	0.4912	0.3808	0.5094	0.3786
PLD5	0.217309678852302	0.1736	0.35	0.1554	0.3216	0.4968	0.3164	0.3816	0.2448
RGS7	0.311252720947263	0.2148	0.3962	0.1916	0.3678	0.7572	0.9708	0.7092	0.9678
EFCAB2	0.0957050395035266	0.243	0.3546	0.2058	0.3548	0.616	0.5998	0.5876	0.563
LTBP1	0.110185551991471	0.2674	0.3294	0.1908	0.2678	0.297	0.38	0.1264	0.2432
PUM2	0.569986742488259	0.6562	0.8336	0.4708	0.7288	0.593	0.4546	0.3792	0.254
NCOA1	0.315662247053503	0.0503	0.0604	0.0532	0.0534	0.4908	0.5788	0.5298	0.587
EFR3B	0.736825974663324	0.2688	0.1654	0.2014	0.1068	0.1672	0.1626	0.1864	0.1802
RAB10	0.657337625612333	0.5426	0.7144	0.4568	0.5474	0.2122	0.1606	0.2098	0.1286
CLIP4	0.121491256512683	0.409	0.7306	0.4086	0.7308	0.149	0.246	0.1114	0.184
ID2	0.556246710369321	0.89	0.9422	0.8868	0.9416	0.5504	0.778	0.5008	0.6936
BIRC6	0.898735358912232	0.8694	0.9746	0.8738	0.9758	0.903	0.6614	0.8138	0.5156
ATAD2B	0.465309288753459	0.8398	0.7498	0.8218	0.6528	0.719	0.7148	0.6288	0.6348
KIDINS220	0.733708014150642	0.8746	0.9178	0.8666	0.9134	0.408	0.3222	0.2134	0.1526
ROCK2	0.823594943768176	0.9122	0.9436	0.875	0.9236	0.6952	0.688	0.4782	0.5548
LPIN1	0.529090242805421	0.9624	0.9262	0.9538	0.8864	0.447	0.2846	0.3488	0.2302
DTNB	0.20767569739968	0.6042	0.5312	0.5506	0.372	0.3386	0.4042	0.2648	0.3594
MBOAT2	0.287938377902294	0.1414	0.138	0.0973	0.087	0.9456	0.8936	0.9364	0.8622
RHOB	0.859106613838342	0.5472	0.7978	0.5306	0.7918	0.903	0.6938	0.7956	0.5616
ASAP2	0.930394065838473	0.7142	0.5704	0.7162	0.5274	0.6622	0.7026	0.693	0.7336
NBAS	0.671101706072522	0.2972	0.269	0.2446	0.201	0.5034	0.5792	0.4352	0.5266
BABAM2	0.454092984627779	0.7806	0.8542	0.68	0.8008	0.6338	0.3824	0.6158	0.3706
FAM49A	0.687068758529734	0.4088	0.4372	0.27	0.289	0.5638	0.4472	0.3614	0.3452
LINC00486	0.309395581287885	0.6254	0.5374	0.5072	0.4076	0.2538	0.217	0.255	0.2134
LINC00299	0.729970039511547	0.916	0.7788	0.8812	0.7458	0.579	0.3856	0.5992	0.4272
MAP4K3	0.4496018745758	0.5636	0.591	0.5868	0.6304	0.4266	0.3974	0.4682	0.3968
PSME4	0.424001588570737	0.9206	0.978	0.86	0.979	0.512	0.5614	0.5154	0.5776
XPO1	0.129646581571068	0.7988	0.6986	0.787	0.6718	0.1398	0.107	0.1314	0.0972
SPTBN1	0.322314043470276	0.6742	0.5202	0.633	0.5412	0.5218	0.5586	0.3502	0.3588
RTN4	0.389255447560306	0.6952	0.426	0.6648	0.439	0.1152	0.0871	0.0646	0.0626
CCDC88A	0.587052371057089	0.432	0.406	0.381	0.3724	0.8548	0.7036	0.7908	0.6272
EFEMP1	0.433510779708181	0.53	0.47	0.5006	0.407	0.819	0.6888	0.8398	0.7268
USP34	0.298202278997108	0.198	0.1662	0.1846	0.1586	0.5586	0.602	0.4576	0.5434
EHBP1	0.33333960873325	0.4192	0.3022	0.3548	0.2718	0.0995	0.0672	0.0891	0.0623
SLC1A4	0.284483872203819	0.6998	0.5784	0.6364	0.522	0.6852	0.5212	0.6414	0.4988
SOS1	0.308880730360355	0.1708	0.1772	0.1484	0.129	0.1016	0.086	0.1088	0.0886
THADA	0.0259236631513178	0.1006	0.0621	0.0862	0.0563	0.1052	0.0802	0.1122	0.0825
ATL2	0.244015070596592	0.9342	0.7558	0.9152	0.7342	0.6318	0.5192	0.557	0.4294
PPM1B	0.822934114496805	0.6048	0.772	0.6484	0.7728	0.6764	0.5244	0.601	0.4364
PREPL	0.376390748327376	0.2168	0.2256	0.173	0.2314	0.827	0.8406	0.7452	0.7864
FBXO11	0.131903035632448	0.9282	0.8594	0.813	0.8442	0.485	0.7438	0.485	0.7206
CAMKMT	0.721159008308896	0.6178	0.563	0.5598	0.5362	0.4518	0.447	0.4488	0.4596
WDPCP	0.521935442186182	0.8522	0.6096	0.8454	0.6268	0.1276	0.0744	0.1008	0.0623
CRIM1_ENSG00000150938	0.754711623474354	0.931	0.8558	0.9164	0.8338	0.5746	0.691	0.573	0.702
UGP2	0.805238439607476	0.4112	0.2336	0.424	0.2386	0.8614	0.983	0.7622	0.9788
ACYP2	0.841328446339889	0.2586	0.1664	0.2598	0.179	0.4868	0.507	0.4894	0.513
PRKCE	0.690430916866923	0.9948	0.6284	0.9976	0.675	0.4944	0.4976	0.4368	0.428
COMMD1	0.660217458760971	0.9154	0.9006	0.9038	0.8982	0.468	0.496	0.3886	0.4632
NRXN1	0.202303630535282	0.5338	0.3722	0.375	0.2398	0.2068	0.2462	0.0887	0.128
EML6	0.326887016010087	0.4594	0.5136	0.3516	0.319	0.2708	0.1898	0.215	0.1306
_ENSG00000226994	0.546639830931611	0.57	0.7222	0.591	0.7492	0.5532	0.742	0.5568	0.7518
BCYRN1	0.0446647436815257	0.5166	0.1326	0.3872	0.0518	0.0862	0.0882	0.0616	0.0703
TMSB10	0.0305043093593617	0.1964	0.1488	0.1288	0.0675	0.1964	0.176	0.1242	0.0871
CTNNA2	0.409985803151051	0.4306	0.3164	0.408	0.2894	0.1022	0.0953	0.0792	0.0858
ZNF638	0.552723257643995	0.3666	0.3542	0.354	0.3738	0.5818	0.6456	0.3314	0.4746
AAK1	0.0147757065372378	0.0915	0.0846	0.0768	0.068	0.4132	0.4752	0.4322	0.459
EXOC6B	0.390830104619918	0.172	0.2062	0.1342	0.1674	0.1976	0.1256	0.1824	0.1212
SFXN5	0.162444385187697	0.2526	0.1724	0.2684	0.181	0.9882	0.8114	0.9906	0.8208
TCF7L1	0.744223266221662	0.2474	0.1796	0.2944	0.2224	0.8512	0.791	0.8258	0.7958
USP39	0.149971681433578	0.1732	0.1606	0.1574	0.1182	0.1906	0.1472	0.2078	0.1744
MAT2A	0.718305028864947	0.5572	0.337	0.5232	0.3006	0.3194	0.3112	0.246	0.2486
ANTXR1	0.614756392545911	0.1318	0.252	0.1106	0.1894	0.144	0.1904	0.1526	0.2074
LRRTM4	0.804170928793804	0.7004	0.983	0.6266	0.9686	0.6942	0.5402	0.6472	0.4848
PCBP1-AS1	0.685328935768094	0.9652	0.6268	0.968	0.6334	0.7212	0.526	0.7568	0.5732
SPRED2	0.444340928572237	0.2334	0.3984	0.1978	0.3338	0.9272	0.7352	0.8746	0.6298
_ENSG00000204929	0.445847606388264	0.7932	0.6344	0.7714	0.5464	0.9642	0.8134	0.9676	0.828
_ENSG00000224731	0.705844471012098	0.9352	0.7702	0.9302	0.6758	0.563	0.5192	0.3906	0.385
MAP4K4	0.274593106902078	0.1912	0.1534	0.1672	0.1316	0.6464	0.6372	0.5964	0.5956
RPL31	0.583897169834604	0.5782	0.7854	0.4976	0.7474	0.7886	0.8718	0.7908	0.8662
TMEM131	0.586378504749404	0.3232	0.5394	0.2836	0.5006	0.8684	0.775	0.8178	0.7176
MERTK	0.937916068037912	0.3274	0.3506	0.2578	0.3128	0.6382	0.624	0.6684	0.6468
LIMS1	0.251762130236269	0.1866	0.1114	0.2016	0.1022	0.4644	0.5794	0.36	0.5334
NPAS2	0.707405843604395	0.4228	0.3602	0.3296	0.2328	0.7146	0.805	0.6744	0.7326
ANKRD36C	0.308333610096787	0.2978	0.2734	0.2306	0.1404	0.8212	0.6432	0.7248	0.5136
PANTR1	0.0263639488172546	0.2984	0.348	0.2336	0.2656	0.1992	0.176	0.157	0.1336
R3HDM1	0.879903626095633	0.6148	0.38	0.6232	0.4172	0.8472	0.9138	0.7908	0.9022
CLASP1	0.350504633613058	0.4308	0.638	0.383	0.682	0.0452	0.0307	0.0481	0.0396
PTPN4	0.400004991819479	0.4806	0.5072	0.4562	0.4092	0.4954	0.4222	0.3822	0.3066
RAB3GAP1	0.711168692789684	0.9858	0.8728	0.986	0.8642	0.5024	0.5844	0.3628	0.49
DARS1	0.910540168466281	0.9712	0.7156	0.9692	0.7016	0.5134	0.5466	0.526	0.5484
GTDC1	0.247311046230623	0.2946	0.2192	0.266	0.1674	0.2732	0.188	0.146	0.089
ARHGEF4	0.90784708528134	0.996	0.7056	0.9952	0.5696	0.9782	0.845	0.9752	0.808
MGAT5	0.330002484011135	0.187	0.1544	0.1284	0.1232	0.0982	0.2586	0.0527	0.139
LRP1B	0.030926477856448	0.0297	0.0565	0.0325	0.056	0.037	0.0551	0.0348	0.0465
ZEB2	0.964162798913766	0.9866	0.7998	0.9806	0.751	0.346	0.3296	0.1976	0.1974
DPP10	0.125790118233092	0.1612	0.1442	0.176	0.1994	0.6988	0.5434	0.6152	0.3666
NCKAP5	0.830084701538335	0.3982	0.2562	0.4334	0.2876	0.6924	0.5782	0.71	0.5776
OSBPL6	0.430919915897574	0.3844	0.348	0.3678	0.3832	0.734	0.9706	0.7138	0.9658
ITGA6	0.968480549076344	0.6496	0.7228	0.4246	0.623	0.9656	0.9584	0.9626	0.9482
GPD2	0.243814574858597	0.1478	0.099	0.0826	0.0608	0.5218	0.3642	0.3748	0.2558
SLC25A12	0.818292895142132	0.5328	0.4632	0.5248	0.4296	0.7178	0.6706	0.608	0.543
NFE2L2	0.214314005316471	0.437	0.5478	0.4798	0.5934	0.2426	0.1222	0.2354	0.1178
BAZ2B	0.897893676532823	0.2724	0.309	0.2972	0.3108	0.839	0.7016	0.7686	0.5868
CHN1	0.792988016636909	0.9878	0.959	0.9898	0.9624	0.376	0.3728	0.2928	0.3084
UBR3	0.647048937536827	0.7588	0.735	0.675	0.641	0.7392	0.6254	0.6392	0.5188
FMNL2	0.880495263358953	0.9634	0.8844	0.9442	0.8478	0.5744	0.4282	0.5082	0.3168
UBE2E3	0.671220242596577	0.7424	0.5824	0.7536	0.6022	0.5916	0.4916	0.2576	0.2744
HNRNPA3	0.893226987029332	0.253	0.2066	0.2252	0.1898	0.596	0.7366	0.3932	0.6568
CSRNP3	0.584547934437558	0.477	0.5918	0.3762	0.5066	0.3598	0.3644	0.1182	0.162
FIGN	0.0511176918125257	0.885	0.7144	0.7962	0.5766	0.2918	0.2732	0.2856	0.2392
TLK1	0.566087653062157	0.255	0.2612	0.2266	0.2116	0.1586	0.092	0.1636	0.1096
MBD5	0.616058576873891	0.5644	0.4066	0.477	0.3678	0.1124	0.1118	0.111	0.0905
_ENSG00000228222	0.0276170904261285	0.3026	0.6266	0.1902	0.5878	0.0176	0.0161	0.025	0.0262
TTN-AS1	0.638274838077289	0.9216	0.5844	0.9118	0.541	0.3156	0.3286	0.243	0.2438
CLK1	0.545042536410255	0.7188	0.6612	0.6456	0.5682	0.7258	0.5668	0.5578	0.4556
NCKAP1	0.848986956460719	0.3902	0.43	0.3314	0.3438	0.982	0.914	0.9456	0.8294
ANKRD44	0.21981292456275	0.96	0.814	0.9062	0.7638	0.4096	0.4604	0.419	0.4546
MAP2	0.422729916944168	0.5624	0.633	0.3874	0.4802	0.7458	0.7912	0.6284	0.7292
INO80D	0.60314973591096	0.826	0.719	0.7388	0.5992	0.3472	0.2846	0.311	0.2754
PARD3B	0.353061865244943	0.9096	0.8142	0.8974	0.7792	0.4142	0.2934	0.3452	0.2806
KLF7	0.363379046456813	0.4564	0.7618	0.4714	0.7582	0.6252	0.6264	0.5848	0.5838
DNAH7	0.748659911855393	0.9932	0.8638	0.99	0.8742	0.3906	0.3634	0.3198	0.2846
