gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
RAP1A	0.420074575576323	0.6668	0.3842	0.6546	0.3936	0.3032	0.5286	0.2272	0.4748
SORT1	0.031516279840298	0.024	0.0173	0.0111	0.0102	0.2128	0.1122	0.0169	0.0079
SLC22A15	0.230788367585895	0.07	0.0849	0.0524	0.0751	0.1234	0.1076	0.0305	0.0276
ASH1L	0.0560740458476706	0.681	0.6088	0.4058	0.4466	0.1696	0.3028	0.1142	0.2198
SYT11	0.38163550102095	0.8748	0.7216	0.8578	0.7178	0.0423	0.0488	0.0401	0.0475
POGZ	0.017908165662247	0.0578	0.0737	0.0378	0.0682	0.1334	0.086	0.0492	0.0298
GATAD2B_ENSG00000143614	0.616909587653518	0.375	0.2796	0.2162	0.1904	0.3266	0.4868	0.3178	0.4854
OTUD7B	0.693424876287389	0.3182	0.215	0.2298	0.1714	0.2634	0.2144	0.118	0.0736
COPA	0.046279873387244	0.8314	0.5372	0.8188	0.5202	0.7582	0.8492	0.6646	0.8276
ATP1B1	0.839096089156903	0.627	0.6588	0.6006	0.6374	0.3268	0.1738	0.1202	0.0492
POU2F1	0.962315896615655	0.4276	0.4388	0.2448	0.2484	0.0431	0.0569	0.0377	0.056
RABGAP1L	0.612851755402108	0.3928	0.3828	0.2774	0.229	0.5984	0.6244	0.5672	0.598
PBX1	0.556548194724825	0.9606	0.7418	0.9584	0.6776	0.2506	0.3292	0.0906	0.212
DNM3	0.594142094778769	0.8126	0.508	0.7552	0.3696	0.0431	0.0402	0.0276	0.0304
PPP1R12B	0.25883655576256	0.3276	0.2212	0.2004	0.1612	0.226	0.1932	0.144	0.1003
PIK3C2B	0.211622842610266	0.6244	0.984	0.6202	0.9782	0.1892	0.1548	0.1358	0.0998
NAV1	0.692933381083203	0.3368	0.3634	0.252	0.2912	0.6568	0.534	0.5242	0.4288
GLUL	0.109711686004345	0.1534	0.1266	0.1022	0.0797	0.6138	0.8692	0.558	0.8446
RGL1	0.988172859964415	0.3154	0.245	0.2624	0.1982	0.4874	0.2916	0.3196	0.1994
CSRP1	0.511881716839779	0.5314	0.443	0.4522	0.344	0.391	0.7188	0.3724	0.701
NFASC	0.860686101201354	0.2532	0.3048	0.2254	0.2512	0.407	0.4382	0.2908	0.398
CNTN2	0.656361012098183	0.6992	0.5762	0.4156	0.2284	0.408	0.5914	0.392	0.5846
MDM4	0.00431892738203698	0.0974	0.0882	0.0626	0.0619	0.12	0.099	0.0725	0.0571
COLGALT2	0.636843976537271	0.4054	0.3958	0.2218	0.2066	0.1094	0.1258	0.0651	0.0708
MIR181A1HG	0.0323911455120698	0.0361	0.035	0.0314	0.0275	0.0263	0.0174	0.0293	0.0239
NUCKS1	0.746332074355874	0.3424	0.3594	0.3754	0.336	0.5576	0.2962	0.1618	0.0697
CDK18	0.079727475834336	0.2448	0.2124	0.2704	0.2578	0.4382	0.5842	0.4146	0.5562
LPGAT1	0.280553064085433	0.6318	0.629	0.2968	0.3636	0.0382	0.0375	0.0296	0.0281
CDC42BPA	0.679316991724482	0.468	0.4474	0.3302	0.3286	0.0672	0.0822	0.0673	0.0888
ENAH	0.303760675649422	0.223	0.1418	0.174	0.1332	0.4902	0.4198	0.5488	0.4658
TMEM63A	0.830601266726616	0.4456	0.3194	0.3328	0.2076	0.7842	0.672	0.7522	0.6794
ARID4B	0.708177990354747	0.4194	0.3626	0.4128	0.327	0.0787	0.0749	0.0995	0.104
SDCCAG8_ENSG00000054282	0.540150668318722	0.4222	0.3722	0.3666	0.3176	0.2396	0.303	0.1754	0.2144
AKT3_ENSG00000117020	0.441677528167236	0.731	0.5428	0.7586	0.5622	0.6646	0.7254	0.5652	0.696
CEP170_ENSG00000143702	0.403217869304777	0.918	0.9874	0.647	0.9664	0.555	0.8526	0.585	0.8596
PLD5	0.852831442205835	0.956	0.987	0.9564	0.9842	0.0222	0.0179	0.023	0.0168
PUM2	0.146007518314532	0.3946	0.3776	0.2934	0.2556	0.6764	0.7168	0.5356	0.6634
NCOA1	0.675709076280576	0.9126	0.8078	0.8904	0.7558	0.0492	0.301	0.0472	0.2946
CLIP4	0.578213962257199	0.3046	0.264	0.2992	0.2176	0.0083	0.0074	0.0119	0.0114
BIRC6	0.676867521069743	0.594	0.4682	0.3156	0.2852	0.1808	0.2512	0.1602	0.2382
YWHAQ	0.000412200704278438	0.1716	0.699	0.1526	0.6686	0.4574	0.673	0.149	0.5782
KIDINS220	0.141930512767394	0.0653	0.071	0.0848	0.0968	0.156	0.1344	0.0887	0.1014
DTNB	0.238526086695405	0.8822	0.7072	0.843	0.6498	0.174	0.2178	0.1178	0.1752
MBOAT2	0.452703861338952	0.5622	0.713	0.5586	0.7584	0.7228	0.76	0.7186	0.7666
RNF144A	0.726810727835191	0.6988	0.9306	0.3996	0.8412	0.7296	0.8484	0.735	0.8464
RASGRP3	0.906416345055034	0.5508	0.6022	0.5624	0.6274	0.3968	0.467	0.4142	0.4754
DPYSL5	0.399982544806396	0.1612	0.1226	0.1808	0.148	0.5612	0.757	0.5614	0.7558
LINC00486	0.179796303849549	0.4644	0.497	0.3512	0.3734	0.881	0.7488	0.8114	0.7164
SILC1	0.76474109028496	0.9776	0.9846	0.9798	0.9856	0.396	0.3336	0.3242	0.2414
MAP4K3	0.894654473074028	0.8624	0.7364	0.7996	0.5866	0.697	0.8438	0.5986	0.8574
VRK2	0.603406116849557	0.4414	0.3066	0.4446	0.2612	0.281	0.2344	0.3092	0.2598
PSME4	0.587392002842138	0.6074	0.7898	0.5018	0.7322	0.0408	0.0558	0.0476	0.0753
SPTBN1	0.335263050712266	0.6642	0.7876	0.3356	0.5216	0.8258	0.7616	0.6174	0.6064
RTN4	0.579345149019241	0.296	0.3256	0.1416	0.1694	0.7662	0.7386	0.6868	0.7014
CCDC88A	0.0517099570165586	0.2664	0.5146	0.2438	0.4852	0.0766	0.0656	0.0258	0.0287
USP34	0.304274995642416	0.324	0.266	0.2728	0.1756	0.1074	0.5392	0.0956	0.56
STRN	0.387469538359792	0.8734	0.9458	0.4638	0.7878	0.2454	0.163	0.1054	0.0431
PPM1B	0.585004189815899	0.5188	0.5672	0.5308	0.4898	0.228	0.3182	0.2026	0.2988
PREPL	0.431530937686937	0.329	0.3618	0.1864	0.2102	0.5198	0.3708	0.3286	0.164
FBXO11	0.560571674451713	0.3894	0.3016	0.3294	0.2898	0.1564	0.5354	0.1406	0.5056
CAMKMT	0.956126306576345	0.3564	0.244	0.2396	0.1972	0.2468	0.2182	0.1808	0.1474
RPS27A	0.136939767774193	0.8142	0.7918	0.7886	0.7616	0.1	0.116	0.0869	0.1034
WDPCP	0.26954953081105	0.5566	0.4828	0.2942	0.303	0.0575	0.0382	0.0163	0.0106
PPP1R21	0.419691510754389					0.048	0.0416	0.0104	0.0188
ACYP2	0.0924817691425756	0.3672	0.5804	0.3172	0.575	0.0633	0.1134	0.0224	0.0362
FOXN2	0.381782426295199	0.3054	0.287	0.2768	0.2132	0.0078	0.0042	0.0158	0.0075
NRXN1	0.136783283662674	0.419	0.532	0.419	0.5176	0.799	0.7274	0.6028	0.5886
_ENSG00000226994	0.931125912929714	0.5814	0.4132	0.3164	0.2618	0.1	0.1308	0.1014	0.1084
BCYRN1	0.00318273490131705	0.0608	0.1182	0.0552	0.113	0.2868	0.281	0.0307	0.152
TMSB10	0.022096178243314	0.0858	0.0417	0.021	0.0063	0.4902	0.4202	0.3126	0.2038
ZNF638	0.387392042142252	0.2858	0.2166	0.2116	0.1448	0.0355	0.0311	0.0393	0.0304
AAK1	0.240964396570607	0.242	0.1198	0.1856	0.1396	0.1324	0.0934	0.0952	0.0696
MEIS1	0.60709128409422	0.6902	0.6916	0.6286	0.6404	0.2106	0.1614	0.2452	0.1632
EXOC6B	0.320332749765974	0.4644	0.5122	0.4644	0.5132	0.0223	0.016	0.0303	0.0295
USP39	0.45245793611514	0.4466	0.3562	0.3912	0.2848	0.6514	0.6926	0.5884	0.5976
LRRTM4	0.571360778597351	0.6436	0.3242	0.6298	0.2586	0.7002	0.537	0.5202	0.3678
MAP4K4	0.881162390924198	0.6124	0.6476	0.3284	0.4514	0.2012	0.1684	0.1734	0.1128
ANKRD36	0.0716278740551003	0.1084	0.0779	0.0772	0.0525	0.2248	0.2216	0.0866	0.1136
MAL	0.16562246663433	0.2782	0.2436	0.1834	0.179	0.8254	0.9428	0.8064	0.9066
ANKRD36C	0.642916482760219	0.2232	0.1778	0.0911	0.0703	0.371	0.3272	0.1614	0.165
R3HDM1	0.320589507963775	0.1766	0.1492	0.1414	0.1138	0.5574	0.4648	0.2826	0.2436
CLASP1	0.123059320923813	0.2068	0.2146	0.1666	0.1586	0.103	0.258	0.0722	0.1988
GTDC1	0.466000560961644	0.5344	0.382	0.5372	0.3952	0.1332	0.1728	0.1028	0.11
BIN1	0.0042218558245965	0.2212	0.143	0.0577	0.0367	0.9192	0.8202	0.8238	0.7348
MGAT5	0.711404790312638	0.3682	0.339	0.2208	0.2082	0.6342	0.6946	0.5992	0.5634
LRP1B	0.632988071444055	0.3242	0.272	0.0818	0.0783	0.1472	0.2472	0.0682	0.1528
ZEB2	0.967334904855205	0.5846	0.7826	0.492	0.7332	0.063	0.0411	0.0676	0.0509
DPP10	0.765963395189853	0.869	0.6872	0.8176	0.64	0.7578	0.5508	0.4804	0.3382
NCKAP5	0.388819964400514	0.2998	0.1896	0.2398	0.1708	0.1102	0.0778	0.0552	0.0364
DYNC1I2	0.00543852964994291	0.103	0.1576	0.0207	0.0268	0.0452	0.0451	0.0478	0.052
TANC1	0.520985188687426	0.2406	0.4002	0.2454	0.3442	0.4678	0.4244	0.3456	0.3298
WIPF1	0.368138316845711	0.147	0.1532	0.187	0.1914	0.148	0.1562	0.0825	0.1
BAZ2B	0.391114630731871	0.6974	0.7032	0.3506	0.443	0.0723	0.0783	0.0859	0.0857
CHN1	0.206231925443378	0.231	0.1098	0.157	0.0589	0.4912	0.391	0.3468	0.2016
ERMN	0.0601182125567906	0.2624	0.1778	0.1346	0.0578	0.298	0.4096	0.2386	0.32
GALNT13	0.628349629743455	0.68	0.4708	0.6724	0.4582	0.0355	0.0414	0.0429	0.0491
PKP4	0.981583166005223	0.955	0.6174	0.939	0.556	0.1888	0.1286	0.1368	0.0965
UBR3	0.822031310098786	0.691	0.5624	0.6676	0.4986	0.4702	0.4072	0.1862	0.2252
FMNL2	0.738376418063078	0.8788	0.714	0.8628	0.6806	0.1712	0.1696	0.1648	0.1422
KIF5C_ENSG00000168280	0.629881620848454	0.1624	0.212	0.1278	0.1668	0.1774	0.0922	0.0791	0.0364
SESTD1	0.0027567147808686	0.1354	0.0821	0.078	0.0493	0.7768	0.555	0.745	0.4992
STK39	0.977622587248461	0.678	0.6436	0.6054	0.5436	0.0746	0.0937	0.0697	0.0892
MBD5	0.378875328737618	0.1156	0.0664	0.0326	0.0278	0.2154	0.4386	0.2144	0.435
_ENSG00000218175	0.0381466919242102	0.3478	0.6628	0.324	0.6274	0.0782	0.0698	0.0847	0.0728
_ENSG00000233762	0.00359206877539304	0.0293	0.0762	0.0166	0.0618	0.0784	0.0645	0.0392	0.0346
ANKRD44	0.831291847157855	0.8586	0.6092	0.8382	0.6266	0.4284	0.3952	0.3638	0.3712
INO80D	0.718280633967465	0.773	0.7296	0.7026	0.6366	0.735	0.6686	0.6506	0.6572
PDE1A	0.199317112440535	0.7484	0.994	0.734	0.9942	0.2628	0.2228	0.1266	0.1142
LANCL1	0.765707840564254	0.6338	0.4788	0.4632	0.2776	0.3298	0.3312	0.2382	0.2118
PLCL1	0.0484057199177451	0.1784	0.2166	0.0918	0.1252	0.1256	0.1408	0.0808	0.0866
HECW2	0.0416561240050406	0.5186	0.3726	0.369	0.3194	0.0329	0.023	0.0234	0.0187
TMEFF2	0.295045355266527	0.872	0.5884	0.8418	0.5614	0.0646	0.0375	0.0507	0.0317
RFTN2	0.0689925959100564	0.35	0.4012	0.2044	0.1994	0.1552	0.1252	0.0432	0.0328
ERBB4	0.549028493297848	0.468	0.3948	0.342	0.2528	0.0614	0.0478	0.0469	0.0333
HIBCH	0.0347011840801658	0.0987	0.0952	0.0625	0.0531	0.051	0.0436	0.0354	0.0265
EFHD1	0.153491194058317	0.3396	0.6156	0.3876	0.6412	0.4446	0.5354	0.4154	0.5254
DOCK10	0.0140004999281392	0.3402	0.4314	0.2752	0.3666	0.1254	0.0895	0.105	0.0637
DNAJB2	0.776098346984309	0.8166	0.9222	0.7422	0.8986	0.9594	0.7276	0.8982	0.6032
DIS3L2	0.284621142270417	0.22	0.2104	0.1472	0.1194	0.0586	0.0449	0.0497	0.0343
TRIP12	0.25003801792213	0.7028	0.6932	0.6268	0.5284	0.178	0.1434	0.1126	0.0886
AGAP1	0.0338331186311803	0.1444	0.106	0.0463	0.0364	0.1524	0.1152	0.0512	0.0374
PTMA	0.000474194316535925	0.0307	0.2148	0.0351	0.2188	0.0603	0.0786	0.0514	0.081
DNER	0.994039511118049	0.7226	0.453	0.7346	0.444	0.0911	0.2162	0.1268	0.2256
RPL37A	0.977393686921425	0.7196	0.8974	0.6924	0.9006	0.4492	0.3868	0.3122	0.258
KAT2B	0.237524975235532	0.6312	0.485	0.4808	0.2504	0.0715	0.0483	0.0142	0.0128
TBC1D5	0.567753720699752	0.6638	0.546	0.4846	0.4912	0.0635	0.1019	0.0711	0.1032
SUMF1	0.456139815097489	0.7444	0.584	0.6828	0.4248	0.3262	0.494	0.3114	0.4852
SETD5	0.501397132666216	0.1906	0.1686	0.165	0.1532	0.2192	0.3344	0.1826	0.3414
UBE2E2	0.191281572456621	0.907	0.8946	0.8862	0.8842	0.1532	0.2176	0.1602	0.216
KCNH8	0.957561907671735	0.5964	0.9144	0.4316	0.8474	0.0703	0.0925	0.0714	0.1018
ATG7	0.244956218080096	0.7968	0.9992	0.6644	0.9996	0.2196	0.1102	0.0263	0.0091
ANKRD28	0.594401128276551	0.9024	0.6618	0.8674	0.4606	0.5488	0.5696	0.4978	0.5132
LMCD1-AS1	0.880351711045254	0.8494	0.5146	0.8766	0.5542	0.3806	0.3386	0.3176	0.2466
RBM6	0.00468760099962608	0.0075	0.0083	0.0097	0.0115	0.1274	0.2018	0.0954	0.176
SEMA3B	0.079197647636094	0.8958	0.6514	0.8358	0.5494	0.975	0.907	0.9488	0.8508
MAP4	0.582513974017591	0.3248	0.2848	0.3378	0.31	0.9886	0.9198	0.988	0.9276
LRRFIP2	0.350155923396594	0.9596	0.9778	0.925	0.947	0.0226	0.0158	0.03	0.0191
NKTR	0.86542227224552	0.5134	0.549	0.3596	0.3932	0.3798	0.352	0.2578	0.2426
GOLGA4	0.498922909170095	0.3798	0.3894	0.1982	0.1962	0.0844	0.4378	0.0902	0.4348
CLASP2	0.167827369568427	0.741	0.9946	0.7418	0.994	0.1898	0.1148	0.0358	0.0252
MOBP	0.111551238443457	0.0292	0.0266	0.0319	0.0271	0.2456	0.2476	0.1974	0.1832
_ENSG00000230084	0.468098085814094	0.1844	0.1232	0.1036	0.0698	0.2802	0.1812	0.0274	0.0139
DOCK3	0.626096385428695	0.6472	0.457	0.6302	0.379	0.1782	0.1352	0.175	0.0863
FRMD4B	0.999486831531897	0.221	0.235	0.1626	0.1676	0.5226	0.4664	0.4462	0.3852
FOXP1	0.203716633022367	0.2952	0.2342	0.327	0.265	0.381	0.3786	0.2818	0.3008
MAGI1	0.260339192220568	0.5098	0.8106	0.5388	0.8186	0.4798	0.4844	0.4486	0.4022
RYBP	0.728939344901339	0.4922	0.3596	0.442	0.2906	0.1884	0.1636	0.0979	0.0783
PXK	0.789976410686334	0.7976	0.7308	0.633	0.4884	0.3624	0.2734	0.1366	0.0912
ROBO1	0.856187457675171	0.7924	0.6816	0.757	0.5778	0.0337	0.1414	0.0474	0.171
CADM2	0.241532561358742	0.7326	0.5932	0.7382	0.5866	0.409	0.423	0.1572	0.2514
ROBO2	0.175122973328916	0.4518	0.5634	0.3894	0.5076	0.5662	0.3746	0.2592	0.1346
MITF	0.0456990682646464	0.1888	0.1168	0.2042	0.1288	0.0896	0.1258	0.0904	0.1148
FHIT	0.00751112051786262	0.0421	0.0329	0.0206	0.014	0.0423	0.0311	0.0515	0.0377
CLDND1	0.138303122114104	0.149	0.2332	0.1418	0.1872	0.9898	0.9132	0.988	0.8888
GSK3B	0.757609013730193	0.6216	0.5594	0.3318	0.3568	0.9242	0.8614	0.8804	0.7546
BBX	0.721105098319678	0.477	0.334	0.2526	0.199	0.0279	0.0229	0.0392	0.04
IGSF11	0.923838361946467	0.644	0.9354	0.623	0.9268	0.1836	0.1364	0.0578	0.0221
ALCAM	0.426009693344308	0.4246	0.362	0.3264	0.266	0.141	0.1118	0.0807	0.0682
ZBTB20	0.0460323595558291	0.2462	0.2288	0.1998	0.1878	0.0509	0.0308	0.0563	0.04
LSAMP	0.741130239806251	0.7382	0.7928	0.382	0.509	0.2074	0.2574	0.0666	0.1186
_ENSG00000239268	0.598587252080014	0.3404	0.1526	0.3268	0.1636	0.1682	0.257	0.0539	0.143
LINC00882	0.225322851551092	0.5376	0.603	0.5062	0.5662	0.0192	0.0197	0.0137	0.0188
DUBR	0.0104365964665853	0.0409	0.0478	0.017	0.0147	0.2844	0.1966	0.0536	0.0257
PPP2R3A	0.600469826982076	0.687	0.5022	0.7028	0.5156	0.1772	0.1292	0.0788	0.035
RNF13	0.771426612385267	0.2086	0.2072	0.2242	0.2118	0.2974	0.3096	0.3384	0.3328
TF	0.293386254678073	0.6008	0.5906	0.623	0.5532	0.4968	0.6468	0.4972	0.6644
STAG1	0.667805958581323	0.2366	0.155	0.195	0.1494	0.2042	0.4292	0.2036	0.442
MBNL1	0.00520924238123104	0.0105	0.0172	0.0158	0.0275	0.1564	0.403	0.1508	0.3838
U2SURP	0.755103677976422	0.3944	0.3028	0.3638	0.2466	0.2234	0.2788	0.0946	0.2524
TMCC1	0.243157804886803	0.0921	0.1298	0.119	0.1556	0.1814	0.3134	0.1776	0.3044
SLC9A9	0.741563239783598	0.3952	0.4092	0.2368	0.2382	0.155	0.2388	0.1002	0.1976
SEC62	0.0441861075947964	0.3168	0.587	0.2336	0.489	0.0305	0.0279	0.0272	0.0243
CLDN11	0.138306156292442	0.2064	0.1452	0.1624	0.1184	0.2884	0.353	0.206	0.2904
PLD1	0.38323099723185	0.417	0.358	0.4214	0.3008	0.0611	0.0521	0.0683	0.0568
PEX5L	0.0299854713374104	0.233	0.2206	0.253	0.2246	0.0435	0.054	0.0407	0.0543
KLHL24	0.855223285658326	0.82	0.8	0.5358	0.604	0.0608	0.0745	0.0722	0.0991
TNIK	0.0392418553159108	0.3146	0.3332	0.2504	0.3168	0.0104	0.0128	0.0112	0.0203
KCNAB1	0.201108912375103	0.4122	0.5856	0.2468	0.3172	0.351	0.2208	0.1084	0.053
NLGN1	0.474797346094787	0.5442	0.3456	0.4976	0.2688	0.1112	0.0651	0.0501	0.0344
TBL1XR1	0.987274848654827	0.7436	0.637	0.591	0.4414	0.851	0.5452	0.7092	0.3692
NAALADL2	0.307807476916735	0.7474	0.719	0.4668	0.5574	0.0315	0.0255	0.0375	0.0325
SOX2-OT	0.0696185234977439	0.2808	0.2418	0.1726	0.1746	0.0396	0.0185	0.0528	0.0319
DLG1	0.383665265524832	0.7846	0.601	0.571	0.4968	0.1294	0.1045	0.036	0.0325
ADD1	0.739988564243882	0.2214	0.2144	0.1914	0.1914	0.1736	0.2556	0.0788	0.195
LPP	0.897945222728492	0.4268	0.3768	0.3924	0.3306	0.4378	0.097	0.4344	0.0795
LRCH3	0.685066161630011	0.6016	0.5264	0.5534	0.4674	0.3318	0.225	0.1128	0.0492
APOD	0.700479738015012	0.8446	0.8752	0.8276	0.8478	0.2558	0.3284	0.207	0.249
ARAP2	0.170417608946722	0.7426	0.8708	0.5632	0.786	0.0308	0.0197	0.0272	0.02
LIMCH1	0.302549875740336	0.3418	0.3712	0.2684	0.2884	0.1188	0.103	0.0362	0.0422
FRYL	0.0211584926408643	0.9072	0.8948	0.7524	0.8204	0.0339	0.0235	0.0295	0.0257
OCIAD1	0.111595951450171	0.027	0.0254	0.0404	0.0338	0.0875	0.1266	0.0594	0.1208
TBC1D19	0.720686040877486	0.6296	0.5074	0.5824	0.4912	0.982	0.856	0.966	0.8108
ATP8A1	0.00460814301094718	0.0311	0.032	0.0068	0.0107	0.2668	0.247	0.2422	0.2208
CPEB2	0.130678139233125	0.838	0.7832	0.711	0.6452	0.515	0.5266	0.3164	0.3256
QDPR	0.63779826682798	0.2772	0.2934	0.2556	0.2682	0.9404	0.7442	0.938	0.7362
APBB2	0.57112336760954	0.221	0.2718	0.2494	0.2828	0.2616	0.2586	0.2002	0.1738
RBPJ	0.601885500497216	0.373	0.4722	0.3754	0.4922	0.6156	0.6374	0.6096	0.6284
KCTD8	0.321227550888918	0.8168	0.7504	0.6916	0.6736	0.0958	0.1318	0.0723	0.1
KCNIP4_ENSG00000185774	0.182461728715782	0.427	0.3572	0.291	0.242	0.5954	0.4118	0.3464	0.1902
RUFY3	0.122467885053072	0.5836	0.993	0.5958	0.9936	0.9506	0.5608	0.9244	0.456
ANKRD17	0.0879379714020709	0.6576	0.9954	0.5818	0.9962	0.1714	0.4974	0.1876	0.5386
TMEM165	0.142280511427487	0.393	0.3574	0.319	0.2202	0.427	0.351	0.1982	0.1768
RASGEF1B	0.217381530977662	0.4316	0.587	0.3106	0.4772	0.6444	0.5794	0.475	0.5278
SCARB2	0.694381494525008	0.4856	0.4346	0.462	0.3698	0.3712	0.4458	0.441	0.5384
SCD5	0.847891089348921	0.3756	0.2646	0.1674	0.1164	0.3274	0.3248	0.3498	0.3216
ADGRL3	0.389623746865167	0.5158	0.512	0.511	0.515	0.5704	0.5572	0.2516	0.3342
HNRNPDL	0.0203315069500381	0.3342	0.7768	0.2608	0.7434	0.2826	0.3336	0.1762	0.2684
UBE2D3	0.306968435964232	0.9046	0.7718	0.8946	0.7346	0.3054	0.149	0.1794	0.1266
MAPK10	0.787572318829098	0.6764	0.7864	0.6476	0.6814	0.7612	0.4716	0.621	0.299
PKD2	0.445500274515464	0.6626	0.7938	0.2996	0.3766	0.052	0.0371	0.039	0.0264
SPP1	0.997394647611933	0.1904	0.3474	0.1912	0.347	0.302	0.4612	0.177	0.3854
RAP1GDS1	0.785626407216491	0.4654	0.5454	0.2618	0.3382	0.0263	0.0192	0.0213	0.0182
PPP3CA	0.629866525337278	0.169	0.1228	0.0645	0.0226	0.7822	0.6286	0.6814	0.5534
ANK2	0.659288221399906	0.5056	0.3706	0.4656	0.2904	0.1736	0.2252	0.1538	0.204
