gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
PLPP3	0.154056190957619	0.0859	0.1132	0.0836	0.111	0.9174	0.8074	0.8784	0.757
NFIA	0.907481616797242	0.443	0.509	0.4828	0.5786	0.6676	0.7766	0.6022	0.684
NEGR1	0.7844000056009	0.7614	0.8154	0.5918	0.6426	0.9522	0.9184	0.8308	0.7994
DAB1	0.281919232203685	0.8474	0.6424	0.9096	0.6764	0.1398	0.0849	0.1472	0.0832
PDE4B	0.0439797919113738	0.262	0.2716	0.2002	0.1942	0.398	0.4142	0.2672	0.2736
FAF1	0.438384833088126	0.7736	0.6658	0.6754	0.6434	0.4152	0.375	0.352	0.3348
AGBL4	0.182357570043103	0.1448	0.154	0.1476	0.1976	0.4894	0.0733	0.4114	0.019
_ENSG00000036549	0.995021322203994	0.7486	0.6572	0.8652	0.744	0.3148	0.3136	0.2162	0.3708
COL11A1	0.755441259648497	0.7964	0.66	0.64	0.5484	0.9152	0.9934	0.8806	0.8932
PKN2	0.495595638870471	0.91	0.834	0.7656	0.6098	0.524	0.1184	0.3934	0.1244
EVI5	0.542636933599367	0.8116	0.9018	0.8158	0.8774	0.2998	0.0444	0.15	0.0373
USP33	0.746352617404361	0.7084	0.8802	0.7364	0.8654	0.3508	0.215	0.1374	0.0883
PTBP2	0.399094265239681	0.8604	0.9926	0.9088	0.912	0.3752	0.2652	0.2962	0.2846
PLPPR5	0.859810254804409	0.8862	0.7222	0.7968	0.627	0.6706	0.2178	0.6666	0.2282
PLPPR4	0.49136768349931	0.433	0.4796	0.3078	0.356	0.7942	0.7294	0.5568	0.5318
ZNF644	0.979367921999439	0.8338	0.8062	0.9222	0.904	0.9564	0.7738	0.8796	0.6284
RPAP2	0.650516519346462	0.0914	0.1844	0.0173	0.046	0.5132	0.5192	0.2406	0.3176
TTLL7	0.5329014526392	0.5952	0.7372	0.6086	0.8186	0.7574	0.4924	0.506	0.3098
SLC44A5	0.881888643486627	0.2334	0.2818	0.2056	0.2256	0.6584	0.8622	0.578	0.8918
PRKACB	0.836779577602575	0.7302	0.7712	0.6546	0.699	0.8154	0.794	0.5206	0.6282
DDAH1	0.891709891237462	0.4756	0.667	0.4932	0.7476	0.7822	0.5606	0.7656	0.4864
DIPK1A	0.569092800945928	0.4286	0.3338	0.2362	0.1726	0.9728	0.9734	0.9916	0.9718
NTNG1	0.527337834053125	0.533	0.4558	0.4588	0.392	0.8446	0.7318	0.7294	0.6512
RNPC3	0.34599055402356	0.9662	0.9984	0.9224	0.8646	0.6766	0.812	0.5212	0.7292
CCDC18-AS1	0.831227259599224	0.7118	0.7008	0.864	0.8698	0.3282	0.0901	0.0897	0.0509
MAGI3	0.468516078539832	0.167	0.2694	0.1284	0.2168	0.4876	0.3978	0.5112	0.4268
GPSM2	0.93102000383002	0.5712	0.618	0.5562	0.5376	0.8154	0.8704	0.739	0.6518
ATP1A1	0.490648999513685	0.2996	0.4014	0.3406	0.4354	0.5524	0.5294	0.44	0.4468
TRIM33	0.737245561584982	0.3428	0.4118	0.2314	0.2602	0.6762	0.7606	0.5356	0.847
MAN1A2	0.149674814122311	0.4962	0.5958	0.4022	0.477	0.9002	0.9302	0.6608	0.7632
HYDIN2	0.062568396721042	0.3662	0.3262	0.1896	0.1664	0.9612	0.856	0.969	0.7202
ASH1L	0.246371684509808	0.8828	0.519	0.992	0.6814	0.0382	0.0184	0.0378	0.0251
C1orf61	0.587505805326732	0.333	0.2544	0.2734	0.2138	0.9406	0.7632	0.869	0.7804
BCAN	0.718081585492472	0.7112	0.5652	0.8476	0.683	0.791	0.5518	0.7192	0.4296
SYT11	0.265156075348305	0.0773	0.11	0.0873	0.1176	0.5076	0.481	0.4398	0.4028
VPS45	0.43713263495011	0.5168	0.5706	0.4174	0.4554	0.7194	0.939	0.695	0.8648
POGZ	0.699645936801543	0.733	0.618	0.6666	0.5582	0.7094	0.5328	0.5716	0.4346
GATAD2B_ENSG00000143614	0.370370117768679	0.8388	0.8766	0.6976	0.74	0.845	0.5412	0.7304	0.368
RPRD2	0.130629814482517	0.8634	0.8662	0.9272	0.9144	0.486	0.4044	0.3848	0.3052
LINC01138	0.213856647886896	0.2848	0.3394	0.3194	0.4042	0.7256	0.6012	0.4188	0.3908
ATP1A2	0.0908781126468113	0.9882	0.9602	0.9294	0.896	0.4858	0.5484	0.4042	0.4614
PRRX1	0.383700262942162	0.953	0.9708	0.9838	0.9214	0.4762	0.1334	0.363	0.1064
TNR	0.176505192724849	0.2998	0.294	0.1422	0.1716	0.1086	0.1688	0.1034	0.1462
ATP1B1	0.271256207774146	0.943	0.868	0.9006	0.775	0.5966	0.5412	0.464	0.4476
POU2F1	0.422094378201083	0.9366	0.8294	0.981	0.881	0.463	0.3942	0.3818	0.305
ILDR2	0.82188575083878	0.9766	0.995	0.8014	0.8432	0.8284	0.9602	0.7824	0.8794
COP1	0.751403007859381	0.6502	0.3854	0.619	0.3164	0.293	0.0453	0.1424	0.0176
RABGAP1L	0.757610551229242	0.718	0.836	0.6916	0.7736	0.2908	0.249	0.2186	0.1744
PBX1	0.322946966454173	0.799	0.7406	0.8422	0.764	0.4448	0.2792	0.3524	0.1996
DNM3	0.79184669900188	0.945	0.5772	0.9676	0.6208	0.3518	0.2964	0.2888	0.2458
MPZL1	0.167436492478896	0.8982	0.8674	0.9064	0.8966	0.2848	0.3718	0.2148	0.2522
ATP2B4	0.183677474433002	0.7156	0.7634	0.5762	0.6112	0.5864	0.446	0.3126	0.2288
RASAL2	0.288035940034626	0.3244	0.5306	0.4784	0.7322	0.6264	0.301	0.4264	0.1686
PPP1R12B	0.363288734764523	0.6744	0.811	0.5626	0.6832	0.7596	0.624	0.7342	0.6236
RALGPS2	0.777409598130186	0.9708	0.9632	0.872	0.8468	0.8256	0.9494	0.8712	0.9126
C1orf21	0.91562208843622	0.5484	0.8436	0.5642	0.8484	0.3132	0.2794	0.2778	0.2526
CAMSAP2	0.0146844422634433	0.6866	0.671	0.692	0.6878	0.7082	0.5544	0.3572	0.2588
NAV1	0.7040326281982	0.6638	0.3634	0.5832	0.269	0.5566	0.466	0.4644	0.3924
CRB1	0.282887785472263	0.7656	0.7252	0.5244	0.5178	0.1048	0.1294	0.0598	0.093
CEP350	0.973357041086519	0.3298	0.1938	0.3146	0.1872	0.4988	0.1022	0.3146	0.074
NEK7	0.400175525538955	0.72	0.761	0.6498	0.7024	0.9564	0.9134	0.86	0.9514
ASTN1	0.0283793422006975	0.6356	0.722	0.641	0.7356	0.2382	0.3314	0.129	0.197
NMNAT2	0.323751551236431	0.3028	0.4312	0.1192	0.2836	0.5008	0.2692	0.4048	0.2062
BRINP3	0.314515059320445	0.6224	0.8598	0.553	0.7796	0.9788	0.8844	0.8594	0.7246
KCNT2	0.878880851295471	0.9152	0.7826	0.9824	0.875	0.8624	0.631	0.8574	0.6072
GPR37L1	0.116073539186665	0.0607	0.0715	0.0701	0.0942	0.4486	0.7634	0.4066	0.6256
MDM4	0.766846943271568	0.739	0.76	0.8266	0.7984	0.265	0.3502	0.16	0.3116
COLGALT2	0.960142196274856	0.9804	0.5712	0.9628	0.6054	0.8864	0.6534	0.7704	0.669
MIR181A1HG	0.745186481740392	0.9162	0.7034	0.9724	0.7734	0.9702	0.9938	0.979	0.9574
ACBD6	0.787237560043737	0.8458	0.9914	0.7664	0.98	0.9296	0.8734	0.9034	0.9494
IPO9-AS1	0.958458960821553	0.4168	0.3382	0.3366	0.3074	0.8918	0.8062	0.8968	0.762
NUCKS1	0.142129946659338	0.2538	0.3298	0.1972	0.2868	0.6128	0.6254	0.2914	0.397
MARK1	0.801368451739677	0.2794	0.4136	0.157	0.2638	0.3516	0.4712	0.111	0.3086
RPS6KC1	0.193283390792625	0.0839	0.2086	0.0711	0.1476	0.7682	0.6624	0.787	0.7892
SYT14	0.899804756136829	0.9116	0.9534	0.8886	0.9414	0.967	0.9736	0.8512	0.8338
SUSD4	0.273469730865758	0.9164	0.7658	0.8528	0.709	0.3874	0.1184	0.165	0.0385
CDC42BPA	0.310743587996165	0.7608	0.727	0.8686	0.8168	0.8618	0.5276	0.834	0.4824
ENAH	0.326612456423475	0.3068	0.412	0.2492	0.357	0.7566	0.5768	0.6872	0.5428
ESRRG	0.890347916424106	0.4818	0.8658	0.4522	0.7712	0.8112	0.3912	0.7712	0.3256
ARID4B	0.56559399971173	0.538	0.687	0.5432	0.7592	0.7484	0.957	0.6066	0.8872
SDCCAG8_ENSG00000054282	0.104153071341266	0.2654	0.2318	0.2314	0.201	0.4022	0.6152	0.131	0.5112
AKT3_ENSG00000117020	0.672841627429751	0.945	0.9768	0.761	0.8714	0.8656	0.9884	0.7898	0.901
PCNX2	0.757779602270997	0.8556	0.8754	0.7636	0.7454	0.8152	0.4366	0.7422	0.3318
CEP170_ENSG00000143702	0.53977013105423	0.5876	0.6622	0.5858	0.6518	0.3306	0.115	0.186	0.1288
FMN2	0.261941979990771	0.8456	0.9918	0.885	0.9728	0.306	0.4512	0.2312	0.4298
KIF26B_ENSG00000162849	0.0785390629634655	0.3676	0.441	0.3098	0.44	0.1308	0.1058	0.0671	0.05
DISC1	0.125714032537458	0.4578	0.6266	0.3054	0.5008	0.2128	0.1948	0.1802	0.1316
PLD5	0.192304040121632	0.2644	0.5232	0.1078	0.38	0.3954	0.2088	0.0378	0.0317
RGS7	0.310566330822886	0.0441	0.0897	0.0236	0.0476	0.7116	0.5988	0.7064	0.6196
SLC35F3	0.774621555824944	0.4522	0.5432	0.4254	0.4686	0.0176	0.0616	0.0226	0.0325
MYT1L	0.540932813463309	0.605	0.7438	0.5704	0.6948	0.6726	0.773	0.4858	0.688
PUM2	0.695797019869144	0.381	0.2124	0.3688	0.2546	0.7778	0.6708	0.5736	0.4752
NCOA1	0.821588573035379	0.716	0.9272	0.687	0.843	0.91	0.8418	0.8462	0.7504
RAB10	0.904674631204426	0.4356	0.2762	0.5496	0.4268	0.7194	0.5266	0.7768	0.5464
CLIP4	0.77784683681005	0.3682	0.3042	0.4224	0.3338	0.8116	0.9938	0.7308	0.9532
BIRC6	0.775795361064602	0.5868	0.641	0.5474	0.632	0.6814	0.2758	0.2858	0.0843
ATAD2B	0.704231957696609	0.6808	0.6212	0.7014	0.62	0.8568	0.9654	0.7326	0.946
KIDINS220	0.147198975388238	0.9432	0.954	0.7224	0.7152	0.3856	0.1056	0.1384	0.0419
ROCK2	0.99536754650739	0.8772	0.8898	0.9454	0.748	0.591	0.6556	0.1468	0.369
DTNB	0.084764979313966	0.495	0.8996	0.3482	0.7832	0.2328	0.1906	0.062	0.098
MBOAT2	0.546556430927257	0.6976	0.8526	0.7618	0.9348	0.2592	0.0392	0.1982	0.0736
RNF144A	0.0215268962730348	0.2658	0.267	0.249	0.2232	0.1624	0.0549	0.12	0.0274
NBAS	0.68788082948025	0.682	0.8158	0.658	0.8208	0.9924	0.981	0.938	0.9962
BABAM2	0.317939602783043	0.3558	0.3914	0.361	0.3962	0.7678	0.5888	0.7102	0.5456
ALK	0.935370817525483	0.7574	0.8972	0.6418	0.9338	0.4682	0.272	0.151	0.1326
ITSN2	0.96975261455671	0.9094	0.9694	0.9348	0.9994	0.91	0.4122	0.8996	0.3834
MIR3681HG	0.472722624178668	0.6078	0.644	0.7192	0.7638	0.5742	0.7006	0.3944	0.5062
LINC00486	0.797926057467991	0.7664	0.7178	0.7724	0.6762	0.8948	0.9496	0.8766	0.905
MAP4K3	0.987810145445544	0.5004	0.488	0.5612	0.537	0.431	0.3132	0.385	0.2322
MTA3	0.829990246359155	0.7012	0.6224	0.7406	0.6902	0.8858	0.674	0.8192	0.5472
XPO1	0.34509594083673	0.5118	0.5168	0.5878	0.5784	0.3164	0.1966	0.2978	0.173
SPTBN1	0.255914340424855	0.6926	0.9154	0.6118	0.8138	0.7808	0.836	0.6814	0.801
RTN4	0.609022099968163	0.5604	0.5458	0.364	0.3588	0.7022	0.6058	0.6202	0.5174
CCDC88A	0.874664648201604	0.6	0.7758	0.5318	0.7174	0.9516	0.8254	0.9604	0.8824
USP34	0.652444205707505	0.7704	0.7842	0.7482	0.7998	0.9124	0.9154	0.7356	0.7834
EHBP1	0.815587811917673	0.184	0.364	0.1418	0.2724	0.9602	0.7876	0.9818	0.7204
SOS1	0.184223026540526	0.488	0.3914	0.521	0.4126	0.7554	0.5952	0.7228	0.5672
PPM1B	0.30205758022148	0.845	0.8958	0.8386	0.8684	0.731	0.913	0.5868	0.8306
PREPL	0.095826368624525	0.3448	0.335	0.1422	0.1532	0.4894	0.3624	0.2826	0.1908
FBXO11	0.72038205752429	0.8978	0.9254	0.9474	0.9792	0.8764	0.986	0.8986	0.967
CAMKMT	0.512748133793741	0.607	0.6072	0.5734	0.5054	0.623	0.6676	0.519	0.5846
WDPCP	0.554645326341397	0.8808	0.9856	0.8718	0.94	0.8176	0.4412	0.7376	0.3608
VPS54	0.551401937323418	0.7698	0.9398	0.8016	0.9586	0.87	0.613	0.7796	0.5332
PLEKHH2	0.597648073991531	0.7176	0.7582	0.5428	0.5592	0.9246	0.8392	0.8114	0.739
ACYP2	0.940677210057152	0.5882	0.4852	0.5646	0.4338	0.146	0.146	0.1102	0.13
FOXN2	0.662056404363979	0.4278	0.4634	0.3344	0.3732	0.958	0.7622	0.8542	0.7038
PRKCE	0.192906672111024	0.791	0.956	0.681	0.8856	0.5082	0.7476	0.3994	0.6528
COMMD1	0.986177110183461	0.2516	0.357	0.2404	0.3052	0.7734	0.7534	0.5212	0.6092
NRXN1	0.52445968570267	0.9162	0.8124	0.9088	0.737	0.5812	0.4452	0.4348	0.3122
SLC8A1	0.70550774268505	0.4722	0.4226	0.414	0.3802	0.7342	0.4234	0.5538	0.2666
EML6	0.488128653159478	0.3656	0.5128	0.2998	0.4054	0.6418	0.0623	0.6128	0.0578
_ENSG00000226994	0.622114988943289	0.6092	0.611	0.702	0.6918	0.6778	0.3642	0.5652	0.2582
TMSB10	0.901431841015171	0.6034	0.7154	0.5634	0.6426	0.5924	0.5488	0.548	0.4924
CTNNA2	0.529223514616647	0.3988	0.6282	0.3054	0.5484	0.4672	0.3824	0.4652	0.3218
ZNF638	0.157950588619863	0.5468	0.5804	0.2806	0.3696	0.8274	0.8736	0.5858	0.7914
ST3GAL5	0.869864215239031	0.8692	0.9576	0.6634	0.7732	0.7782	0.7662	0.5962	0.6856
AAK1	0.770123389718534	0.0314	0.0657	0.0214	0.0494	0.2292	0.3652	0.1266	0.3086
EXOC6B	0.773452467408582	0.7238	0.7498	0.7376	0.6772	0.713	0.724	0.6654	0.7532
USP39	0.156636679979702	0.1794	0.2822	0.132	0.2378	0.4848	0.2164	0.1114	0.0477
ANTXR1	0.734703176853709	0.8032	0.912	0.8674	0.9356	0.9428	0.6878	0.9168	0.5494
LRRTM4	0.966054113465908	0.6364	0.419	0.6352	0.4334	0.7946	0.8658	0.663	0.7638
PCBP1-AS1	0.664557118218468	0.7452	0.6272	0.5998	0.4704	0.4474	0.1842	0.1012	0.0496
SPRED2	0.490267985244643	0.388	0.507	0.322	0.43	0.9532	0.809	0.9264	0.7464
MAP4K4	0.194948353223404	0.7684	0.845	0.704	0.7588	0.36	0.3708	0.3024	0.3718
ANKRD36	0.56677423857419	0.7056	0.792	0.6074	0.7336	0.874	0.5656	0.743	0.3046
AFF3	0.711282055884851	0.8874	0.8618	0.8938	0.7722	0.9088	0.755	0.8108	0.5878
ANKRD36C	0.309088804836615	0.4274	0.3822	0.2614	0.2242	0.9578	0.7826	0.97	0.5972
PANTR1	0.07948834606592	0.131	0.2302	0.139	0.2496	0.321	0.2528	0.2494	0.1798
LINC01965	0.5567029184501	0.9566	0.846	0.8964	0.8626	0.7818	0.7314	0.8218	0.7542
R3HDM1	0.484692879656119	0.1824	0.251	0.1558	0.1918	0.3726	0.8784	0.184	0.8596
CLASP1	0.292537141459184	0.935	0.9972	0.8704	0.978	0.6246	0.56	0.5212	0.486
PTPN4	0.912388855895434	0.0962	0.142	0.0979	0.1234	0.7124	0.7182	0.5418	0.5876
EPB41L5	0.082576045453551	0.0705	0.108	0.0345	0.0655	0.685	0.5056	0.4682	0.3614
GTDC1	0.706540136362481	0.4774	0.453	0.4654	0.4416	0.8856	0.7688	0.896	0.7194
ARHGEF4	0.0964958320560355	0.7444	0.723	0.814	0.792	0.3632	0.7938	0.3496	0.7994
GPR17	0.994981131633841	0.791	0.5362	0.5848	0.4324	0.2998	0.372	0.2144	0.294
MGAT5	0.381004649771781	0.9488	0.8388	0.8884	0.98	0.3486	0.1564	0.2374	0.076
TMEM163	0.0364464793734692	0.509	0.481	0.3218	0.3336	0.0956	0.1142	0.0234	0.0513
CNTNAP5	0.146390141483414	0.3338	0.3346	0.299	0.3278	0.4586	0.3674	0.3556	0.275
ANKRD30BL	0.563163451942255	0.3146	0.3896	0.2476	0.3922	0.872	0.8886	0.7234	0.728
LRP1B	0.910635573089303	0.5494	0.4906	0.5486	0.4898	0.8676	0.9614	0.7684	0.85
ZEB2	0.0393573390456814	0.381	0.3526	0.2724	0.2594	0.2194	0.2888	0.1028	0.1442
DPP10	0.731485014245739	0.3734	0.1992	0.26	0.1306	0.3242	0.1932	0.1412	0.0702
NCKAP5	0.106404849123606	0.8638	0.9106	0.6782	0.6948	0.0815	0.0647	0.0585	0.0408
OSBPL6	0.909113950774468	0.5254	0.686	0.5076	0.6156	0.6524	0.808	0.6348	0.784
RAPGEF4	0.627473337321277	0.2048	0.3112	0.1638	0.2416	0.892	0.7642	0.911	0.6634
GPD2	0.477477133800192	0.7712	0.757	0.544	0.5334	0.608	0.4636	0.352	0.1966
TANC1	0.137226822330023	0.2038	0.2928	0.216	0.3	0.5452	0.8022	0.4422	0.7302
SLC25A12	0.561662312424865	0.9248	0.6426	0.932	0.655	0.8286	0.6536	0.793	0.655
WIPF1	0.0116282268173041	0.4274	0.6094	0.355	0.636	0.0388	0.0239	0.0139	0.0143
BAZ2B	0.0668398880271727	0.3656	0.4696	0.377	0.4498	0.6718	0.4758	0.4608	0.308
CHN1	0.816988406965914	0.8386	0.8188	0.8284	0.8272	0.5454	0.5504	0.4294	0.4662
GAD1	0.0121155814963594	0.0168	0.0393	0.0107	0.0276	0.9054	0.7646	0.9052	0.7042
EPC2	0.918258675794211	0.5366	0.7958	0.6118	0.9314	0.983	0.7832	0.8666	0.6128
SCN2A	0.823829140198154	0.8402	0.7974	0.7804	0.7348	0.6634	0.76	0.4474	0.7024
OLA1	0.382334640775884	0.9822	0.951	0.986	0.8974	0.4292	0.3342	0.1626	0.1842
GALNT13	0.288709002877145	0.365	0.4656	0.3472	0.449	0.5186	0.4892	0.3532	0.333
PKP4	0.0914184203499751	0.9202	0.81	0.7492	0.7516	0.2122	0.2816	0.1208	0.186
SCN1A	0.627471036985126	0.8238	0.87	0.8442	0.8532	0.667	0.5024	0.4532	0.2976
SLC4A10	0.352208861840256	0.2162	0.3254	0.1802	0.286	0.3002	0.1678	0.0188	0.0265
UBR3	0.195851024032186	0.2702	0.3062	0.2694	0.2848	0.8142	0.5968	0.715	0.4144
SCN3A	0.2173313520744	0.7052	0.7164	0.6516	0.6354	0.7042	0.619	0.5692	0.4958
FMNL2	0.095207572434021	0.8334	0.7598	0.7176	0.6446	0.585	0.7906	0.533	0.785
GPR155	0.485265601294536	0.4172	0.4404	0.37	0.4094	0.6124	0.519	0.353	0.3146
KIF5C_ENSG00000168280	0.158986127453259	0.3246	0.422	0.3598	0.4764	0.1972	0.2194	0.0818	0.1192
UBE2E3	0.216986663097634	0.9076	0.7028	0.8142	0.508	0.9596	0.9712	0.9736	0.8436
CERS6	0.347278260775113	0.7542	0.7528	0.612	0.664	0.5378	0.451	0.2594	0.2232
CSRNP3	0.0817542211718518	0.3896	0.1536	0.3138	0.1024	0.7918	0.5836	0.6278	0.3908
FIGN	0.079608652766907	0.434	0.2254	0.2084	0.0842	0.4924	0.4484	0.359	0.3194
CACNB4	0.14882979462206	0.1336	0.2826	0.131	0.2822	0.4268	0.5976	0.3928	0.5574
STK39	0.641950300229456	0.995	0.958	0.9522	0.8756	0.6992	0.424	0.5278	0.308
MBD5	0.678229432797902	0.6474	0.5982	0.6632	0.5734	0.7998	0.8476	0.7348	0.8074
NCKAP1	0.673828178796543	0.2292	0.1416	0.331	0.2348	0.7312	0.5446	0.3698	0.253
CALCRL	0.190733091975672	0.5018	0.5902	0.3596	0.4214	0.9006	0.498	0.889	0.3998
ANKRD44	0.616560716470625	0.97	0.962	0.919	0.8644	0.0739	0.0509	0.0556	0.0559
MAP2	0.667052858319565	0.9348	0.8074	0.842	0.6736	0.6944	0.6534	0.4554	0.424
INO80D	0.487831556047658	0.4218	0.4162	0.3222	0.3284	0.7964	0.9536	0.8748	0.8412
ADAM23	0.67201175943713	0.1946	0.1236	0.2038	0.1352	0.3098	0.113	0.0813	0.0373
GLS	0.379046701356411	0.5954	0.4366	0.4894	0.2976	0.8646	0.8234	0.6536	0.6496
PLCL1	0.561217025935067	0.9016	0.9626	0.9834	0.9844	0.793	0.9744	0.7394	0.9814
HECW2	0.68016742523019	0.8676	0.8904	0.938	0.9216	0.388	0.332	0.0624	0.1098
ABI2	0.84138138253604	0.7104	0.739	0.6686	0.7262	0.7018	0.1732	0.6864	0.1352
ITGAV	0.496836792297939	0.6394	0.7078	0.4856	0.6286	0.9442	0.9124	0.8706	0.9134
TMEFF2	0.994550778710742	0.9648	0.9664	0.9902	0.8726	0.6032	0.5224	0.3056	0.255
UNC80	0.550054110657958	0.1356	0.2098	0.0546	0.0793	0.8778	0.9582	0.8718	0.9838
NBEAL1	0.519012724918103	0.0742	0.086	0.0538	0.0828	0.7276	0.6258	0.4962	0.3848
KANSL1L	0.135175200138683	0.39	0.4464	0.4374	0.5106	0.4764	0.4138	0.4096	0.3818
SPAG16	0.238809911520802	0.0322	0.0622	0.0319	0.0554	0.524	0.7996	0.3496	0.7768
RFTN2	0.0164464409952471	0.3022	0.305	0.1802	0.2096	0.2906	0.4652	0.1734	0.4006
ICA1L	0.886355131879354	0.687	0.5698	0.6314	0.5416	0.5958	0.4236	0.357	0.2336
ZNF804A	0.178047810992569	0.2838	0.234	0.2626	0.1854	0.9074	0.9216	0.792	0.8212
RAPH1	0.333768994700682	0.0284	0.0328	0.0252	0.0316	0.6724	0.6408	0.3282	0.277
ERBB4	0.345449222243775	0.5368	0.6634	0.4514	0.5594	0.4338	0.3242	0.3168	0.2022
PGAP1	0.770695722351043	0.8336	0.9538	0.736	0.9138	0.9388	0.858	0.8838	0.8476
HIBCH	0.219909596070668	0.2214	0.2392	0.1974	0.1958	0.5114	0.338	0.427	0.2896
BMPR2	0.337463452181795	0.902	0.842	0.7492	0.7064	0.0744	0.1584	0.0225	0.0566
CUL3	0.296818268011191	0.5988	0.4178	0.5578	0.3986	0.869	0.9446	0.6896	0.9182
HDAC4	0.983331493177976	0.909	0.7896	0.8206	0.658	0.3082	0.2712	0.1002	0.1246
XRCC5	0.846843998862165	0.9544	0.9274	0.9064	0.832	0.9752	0.9378	0.8538	0.8002
ACSL3	0.416041560113136	0.524	0.5786	0.5178	0.5954	0.832	0.6302	0.5944	0.358
LRRFIP1	0.904124633270744	0.2444	0.2386	0.2364	0.2702	0.6672	0.4462	0.64	0.4504
DOCK10	0.0856733292189493	0.4184	0.4712	0.512	0.644	0.0361	0.0613	0.0155	0.0372
