gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
AKT3_ENSG00000117020	0.702786242328844	0.9012	0.8806	0.9108	0.8744	0.0975	0.077	0.1016	0.0855
PCNX2	0.600841577824747	0.705	0.681	0.627	0.6128	0.3392	0.4032	0.204	0.2892
GALNT2	0.181355850489811	0.0025	0.0049	0.0444	0.0436	0.6088	0.9602	0.5512	0.9588
LYST	0.899008016662298	0.0441	0.2496	0.0616	0.1828	0.397	0.4692	0.2908	0.3844
CEP170_ENSG00000143702	0.856991911962632	0.8334	0.8686	0.8534	0.8894	0.1906	0.25	0.1796	0.243
DISC1	0.759152522630514					0.4492	0.509	0.3252	0.3956
PUM2	0.586314357229037	0.1172	0.2492	0.145	0.2718	0.141	0.1282	0.1672	0.1684
NCOA1	0.984519865828928	0.7204	0.8266	0.6784	0.7978	0.1682	0.1162	0.1662	0.1176
RAB10	0.173126654573243	0.5626	0.706	0.4868	0.6636	0.3282	0.4064	0.2346	0.299
BIRC6	0.644559251667265	0.7536	0.8432	0.5538	0.7396	0.1358	0.12	0.144	0.1406
DTNB	0.187893519405969	0.4328	0.3878	0.3998	0.3538	0.0687	0.0855	0.0713	0.0943
BABAM2	0.751608661945603	0.86	0.9806	0.7898	0.9946	0.2488	0.2442	0.1676	0.1742
ITSN2	0.831936772630262	0.7524	0.6758	0.7162	0.6468	0.2652	0.3092	0.2002	0.2416
LINC00486	0.215642657881724	0.2026	0.2278	0.1894	0.2166	0.807	0.7702	0.742	0.7434
RTN4	0.229154374878956	0.1846	0.0819	0.1388	0.0696	0.4966	0.647	0.3854	0.5616
CCDC88A	0.617606882310109	0.7106	0.8298	0.6168	0.7628	0.2066	0.2862	0.2156	0.2976
USP34	0.82879376944095	0.6784	0.7368	0.6176	0.5434	0.1834	0.1986	0.171	0.1948
SOS1	0.509967040707779					0.2076	0.154	0.1614	0.1296
RAB1A	0.524007741448834	0.476	0.5216	0.4874	0.5246	0.7946	0.98	0.7742	0.9714
ACTR2	0.589810687317105	0.6202	0.8028	0.587	0.809	0.5982	0.6824	0.4276	0.5336
FBXO11	0.923498206223756	0.6104	0.5154	0.5964	0.5184	0.2748	0.3132	0.1704	0.1974
EML4	0.860969841470579	0.6836	0.864	0.6164	0.816	0.4776	0.5494	0.3736	0.475
RPS27A	0.238030921923829	0.3866	0.5498	0.3266	0.4978	0.2858	0.5234	0.2576	0.4906
ZFP36L2	0.701568034619019	0.5246	0.7784	0.5306	0.7722	0.1968	0.2422	0.213	0.2776
NRXN1	0.733437300825905	0.0409	0.0556	0.0799	0.0959	0.5196	0.648	0.4192	0.577
SLC8A1	0.490924376973682	0.9124	0.9502	0.908	0.9598	0.2518	0.381	0.181	0.2922
PELI1	0.368790540135351	0.7464	0.639	0.6522	0.6346	0.5736	0.6226	0.5178	0.5848
TMSB10	0.122663138407717	0.5118	0.4802	0.4934	0.4558	0.4122	0.4644	0.3098	0.344
ZNF638	0.936340522238323	0.9262	0.7504	0.9236	0.7366	0.1434	0.2192	0.1556	0.2292
AAK1	0.00218165694515108	0.156	0.2806	0.1488	0.266	0.2916	0.417	0.2092	0.3858
EXOC6B	0.181748544321243	0.0405	0.042	0.065	0.0712	0.1738	0.3194	0.2038	0.3364
ARHGAP25	0.666786242774569	0.8774	0.8144	0.8298	0.806	0.3594	0.4316	0.287	0.3528
USP39	0.547459499562168	0.8786	0.8244	0.832	0.78	0.4198	0.4852	0.3034	0.3966
LRRTM4	0.539513941738648	0.6298	0.913	0.6122	0.9264	0.618	0.6982	0.5176	0.6476
MAP4K4	0.198302201845907	0.2562	0.3862	0.2956	0.4086	0.2218	0.258	0.1536	0.2016
MGAT4A	0.0562075738740698	0.4916	0.3384	0.5572	0.375	0.4652	0.5308	0.3926	0.4832
AFF3	0.886402388489737	0.9894	0.6916	0.9184	0.7644	0.1164	0.3134	0.1046	0.254
MERTK	0.249667368004564	0.3088	0.5552	0.274	0.5304	0.4598	0.5252	0.3358	0.4286
LIMS1	0.569442900506307	0.6224	0.5154	0.659	0.5378	0.4282	0.5086	0.3332	0.4366
SH3RF3	0.0173460881786598	0.9094	0.9268	0.914	0.9204	0.6194	0.625	0.5108	0.5374
R3HDM1	0.117979714972625	0.0591	0.0891	0.1032	0.1254	0.9358	0.9776	0.9228	0.9832
CLASP1	0.117362806651691	0.6846	0.6978	0.5006	0.51	0.1126	0.176	0.14	0.1984
ARHGAP15	0.3467289288923	0.7716	0.9026	0.5762	0.7436	0.6338	0.5774	0.523	0.5118
BIN1	0.856708749659114	0.0842	0.1194	0.1076	0.1372	0.3926	0.69	0.3712	0.6784
MGAT5	0.948487097080013	0.6844	0.7452	0.6242	0.666	0.5404	0.5546	0.4116	0.4824
LRP1B	0.40912949424032	0.7776	0.9652	0.733	0.9576	0.7954	0.8284	0.7616	0.8192
ZEB2	0.348468089166305					0.2452	0.3052	0.2104	0.292
DPP10	0.418212534021798					0.6018	0.6744	0.5172	0.6204
NCKAP5	0.904008705537063	0.4462	0.2258	0.469	0.3162	0.161	0.2312	0.141	0.2008
WIPF1	0.710498079597338	0.0112	0.0061	0.058	0.0553	0.2646	0.2982	0.1994	0.2312
BAZ2B	0.556696283282554					0.2372	0.254	0.1964	0.2208
CHN1	0.415807932836283	0.6968	0.8172	0.7044	0.8078	0.3594	0.466	0.2446	0.3572
FMNL2	0.358221542321763	0.4486	0.2916	0.4574	0.2864	0.1174	0.1872	0.1342	0.2034
ARL5A	0.572897057298746	0.0119	0.0147	0.0586	0.0631	0.3168	0.3704	0.3118	0.3588
CACNB4	0.983921860581901	0.9788	0.9992	0.9784	0.9986	0.4938	0.538	0.2466	0.3064
MBD5	0.919530724385093	0.4056	0.2622	0.342	0.2612	0.0721	0.0443	0.0764	0.0508
_ENSG00000218175	0.308636630270765	0.8746	0.8944	0.8896	0.8954	0.142	0.1314	0.1702	0.1688
ANKRD44	0.316014918444003	0.5404	0.5132	0.52	0.487	0.4668	0.4928	0.361	0.4038
INO80D	0.774442374206107	0.5548	0.47	0.5502	0.46	0.7508	0.8116	0.7656	0.8182
SP100	0.436326698788968					0.3154	0.381	0.2448	0.3076
DOCK10	0.231434892819408	0.9862	0.893	0.9452	0.9092	0.16	0.2014	0.1322	0.1778
CAB39	0.178098653286858	0.1818	0.2542	0.1132	0.1808	0.1582	0.2268	0.1614	0.223
INPP5D_ENSG00000168918	0.139344011151294					0.2646	0.2926	0.1854	0.2152
SLC4A7	0.155575238665992	0.966	0.8516	0.902	0.8332	0.4126	0.5034	0.3734	0.4626
TBC1D5	0.149902827239062	0.2316	0.3554	0.1732	0.3088	0.28	0.3128	0.2156	0.2572
SUMF1	0.442354840274925	0.3562	0.1978	0.2364	0.1214	0.3068	0.3232	0.1976	0.2078
PLCL2	0.0533481435648096	0.3688	0.4862	0.4128	0.5176	0.2312	0.2608	0.13	0.1462
UBE2E1	0.103950014210061	0.6996	0.8374	0.6256	0.774	0.318	0.4044	0.2462	0.3324
UBE2E2	0.655349729225898	0.3996	0.3542	0.3902	0.3218	0.39	0.4142	0.2776	0.3218
ATG7	0.0730977028840331	0.9574	0.8834	0.967	0.903	0.313	0.3764	0.1426	0.19
RBM6	0.75183439967849	0.1168	0.187	0.1736	0.2656	0.3066	0.4936	0.1772	0.3696
GOLGA4	0.321331334937674	0.6712	0.7236	0.6224	0.6466	0.2144	0.2214	0.1634	0.2046
TGFBR2	0.795961500687218					0.2732	0.3236	0.2176	0.266
CLASP2	0.625158713507132	0.4216	0.4682	0.3506	0.4576	0.9926	0.9998	0.9912	0.9992
CX3CR1	0.787905844519786	0.746	0.551	0.66	0.5696	0.134	0.1788	0.0662	0.1112
SETD2	0.468858778522285	0.5286	0.494	0.5596	0.49	0.187	0.1848	0.1412	0.1372
TRAK1	0.679073125660962	0.693	0.4824	0.6204	0.4112	0.4288	0.7282	0.2814	0.5826
FRMD4B	0.666912182436438	0.674	0.6592	0.6134	0.4604	0.0913	0.1232	0.1006	0.1318
CADM2	0.537346452032156	0.5346	0.6748	0.3918	0.6072	0.5752	0.7014	0.4568	0.6158
ROBO2	0.975781980752826	0.7824	0.8046	0.8174	0.8526	0.6174	0.5604	0.491	0.4276
FHIT	0.429096216573073	0.8396	0.5996	0.8542	0.5262	0.1652	0.1852	0.1134	0.1276
GSK3B	0.633122036750578	0.0141	0.0294	0.0601	0.0703	0.1938	0.2174	0.194	0.2266
CD86	0.902924888293553	0.7204	0.7742	0.5326	0.5604	0.1936	0.2486	0.1502	0.1912
ZNF148	0.952879150172194	0.6128	0.3524	0.6198	0.4042	0.5786	0.214	0.5282	0.1806
ZBTB20	0.15969279911707	0.7028	0.9612	0.7196	0.9684	0.1422	0.2174	0.1496	0.2118
LSAMP	0.282006121040208	0.782	0.9372	0.6264	0.92	0.5656	0.6482	0.486	0.581
ATP2C1	0.109376468211554	0.9996	0.5326	0.9524	0.5352	0.1816	0.3614	0.157	0.293
RNF13	0.838083462693527	0.7128	0.8888	0.6934	0.9076	0.103	0.1274	0.1188	0.147
STAG1	0.323912909174717	0.1844	0.2544	0.195	0.287	0.3182	0.389	0.2266	0.2872
MBNL1	0.400127170971439	0.0779	0.1124	0.104	0.1522	0.4536	0.4872	0.3862	0.4386
P2RY12	0.0453873620551034	0.935	0.7314	0.9214	0.6866	0.1166	0.2074	0.0762	0.137
TMCC1	0.87522988761517	0.6848	0.7048	0.6246	0.6364	0.0987	0.1284	0.1206	0.1538
SLC9A9	0.892558047407274	0.9408	0.9314	0.924	0.9256	0.3384	0.3652	0.2406	0.2824
KBTBD12	0.0150678132269751	0.0088	0.0296	0.0073	0.0175	0.2806	0.322	0.1928	0.2354
MCF2L2	0.413597668681574	0.7964	0.5536	0.6262	0.6014	0.6746	0.6568	0.561	0.5796
PLD1	0.325665099391922	0.9704	0.9236	0.921	0.9172	0.132	0.1506	0.1128	0.1352
GNB4	0.948924907527807	0.7884	0.715	0.8026	0.7386	0.7024	0.7652	0.6658	0.7498
B3GNT5	0.671830090502655	0.9484	0.6548	0.9514	0.6394	0.3496	0.4228	0.2686	0.3532
TBL1XR1	0.524272337911955	0.395	0.3904	0.4332	0.426	0.1828	0.1346	0.1498	0.1502
NAALADL2	0.925612037542137					0.1918	0.3126	0.2216	0.3526
ST6GAL1	0.51429056837276	0.4484	0.4722	0.4576	0.4578	0.4478	0.4328	0.3154	0.3132
P3H2	0.310649761469686	0.0464	0.0416	0.0795	0.0703	0.5244	0.5782	0.4316	0.5264
ACAP2	0.327501212417816	0.0324	0.0782	0.0759	0.1156	0.58	0.6998	0.503	0.67
LPP	0.790721767239055	0.6478	0.716	0.4632	0.5766	0.7748	0.7646	0.7032	0.726
UBE2K	0.472594622037471	0.8546	0.9756	0.8246	0.9682	0.5302	0.6672	0.464	0.5798
PDS5A	0.586404661524595	0.875	0.948	0.739	0.9294	0.22	0.2254	0.1596	0.1744
RBM47	0.118619878194118	0.037	0.0813	0.0668	0.0972	0.4878	0.5054	0.3542	0.4068
KCNIP4_ENSG00000185774	0.428513806279673	0.8172	0.738	0.836	0.7718	0.6566	0.6858	0.5686	0.6272
ANKRD17	0.989432815104404	0.9896	0.9334	0.9196	0.9282	0.1744	0.1798	0.1564	0.1836
RASGEF1B	0.792312328797096	0.0458	0.089	0.0563	0.1144	0.7396	0.7404	0.7114	0.742
BMP2K	0.136635202685933	0.5768	0.499	0.5806	0.4168	0.406	0.4692	0.3136	0.389
MANBA	0.870388410280714	0.6702	0.7614	0.6246	0.6936	0.397	0.4612	0.3104	0.3902
SPP1	0.638163811997645	0.4656	0.6418	0.4216	0.5698	0.3822	0.345	0.2946	0.2944
ARHGAP24	0.309327406148905	0.9862	0.7278	0.9242	0.7862	0.383	0.4046	0.2902	0.308
PPP3CA	0.899296710933101	0.6744	0.586	0.67	0.5754	0.5156	0.5304	0.3568	0.3818
SNCA	0.977280448681339	0.0076	0.0095	0.0513	0.0523	0.5948	0.6836	0.4296	0.5374
CAMK2D	0.320335336116042					0.8778	0.9866	0.8742	0.9854
USP53	0.989507118209513	0.149	0.3432	0.1718	0.3786	0.5106	0.5416	0.3982	0.4526
GRID2	0.83076731107815	0.2028	0.2192	0.2306	0.2452	0.2656	0.6782	0.199	0.6372
WDFY3	0.80102961813864	0.0993	0.144	0.135	0.1854	0.3684	0.5034	0.3008	0.4538
TET2	0.854244130655724	0.9808	0.9748	0.919	0.9354	0.3922	0.4816	0.2994	0.4174
AFF1	0.941356178522324					0.4818	0.5484	0.3718	0.4634
ELF2	0.902892951359136	0.6356	0.8118	0.5754	0.7882	0.2788	0.3008	0.205	0.2394
FBXW7	0.611473476623746	0.1908	0.2596	0.2308	0.3666	0.4594	0.5312	0.3192	0.395
KIAA1109	0.582175795542387	0.1254	0.2426	0.1418	0.2716	0.9262	0.8372	0.9076	0.8232
MAML3	0.052465283929472	0.9794	0.0157	0.9246	0.0196	0.6274	0.5646	0.526	0.4918
LRBA	0.0676409439141615	0.0311	0.0554	0.0179	0.0414	0.2124	0.361	0.2074	0.365
RAPGEF2	0.0174324763146184	0.2708	0.2356	0.2842	0.2636	0.2804	0.3818	0.2204	0.3626
MARCHF1	0.0788961855173656	0.5204	0.4272	0.305	0.2478	0.131	0.221	0.1358	0.2392
GPM6A	0.279216124860238	0.7332	0.8962	0.7128	0.8964	0.3522	0.505	0.2496	0.4072
TRIO	0.99391124946882	0.7868	0.8704	0.6286	0.8464	0.6282	0.8134	0.4928	0.7078
SLC1A3	0.128426082651404	0.4022	0.399	0.283	0.3486	0.4228	0.492	0.3354	0.4092
WDR70	0.972716171220011	0.9344	0.9558	0.8416	0.9554	0.2136	0.2492	0.1612	0.1942
NIPBL	0.856297856956883	0.5714	0.5028	0.5794	0.5212	0.2992	0.3634	0.2334	0.286
GPBP1	0.836204799757081	0.4802	0.4056	0.4318	0.3298	0.1564	0.1714	0.1578	0.1646
FYB1	0.659808337120294					0.4212	0.4332	0.3008	0.3296
ERBIN	0.229928968898564	0.6764	0.986	0.6534	0.986	0.1804	0.2164	0.2146	0.2536
PDE4D	0.970652748648738	0.6816	0.7196	0.493	0.7206	0.8908	0.9938	0.8544	0.9822
ZSWIM6	0.604219884491793	0.8804	0.9822	0.7334	0.9614	0.3548	0.4156	0.2876	0.3178
IL6ST	0.149511669414693	0.9698	0.6742	0.9678	0.6602	0.5118	0.5416	0.4672	0.514
PIK3R1	0.738333904925084	0.7132	0.6972	0.5222	0.5524	0.7804	0.702	0.6614	0.6012
PARP8	0.302540004095077	0.252	0.243	0.2204	0.245	0.2608	0.3338	0.242	0.32
ARL15	0.810409678783498	0.7488	0.627	0.723	0.6098	0.2202	0.2486	0.15	0.186
MEF2C	0.432646079017012	0.978	0.7048	0.9814	0.714	0.7502	0.7392	0.7168	0.6786
FAM172A	0.653099163935322	0.1564	0.1688	0.1576	0.1698	0.1726	0.2024	0.161	0.1942
AP3B1	0.259561893181155	0.5244	0.515	0.5338	0.5052	0.2048	0.2238	0.1722	0.1992
LHFPL2	0.817011133389599	0.6948	0.8036	0.4972	0.6316	0.3712	0.4416	0.2676	0.3416
SSBP2	0.967383230016195	1	0.857	1	0.8712	0.3904	0.5226	0.3136	0.4602
RASA1	0.506050984795057	0.0617	0.1022	0.0883	0.0945	0.2006	0.2262	0.2066	0.2534
FBXL17	0.542797162195453	0.8452	0.8334	0.8648	0.8498	0.2002	0.2954	0.1924	0.3092
FER	0.388296411139314	0.1934	0.0935	0.2228	0.1128	0.2316	0.2856	0.2052	0.259
TENT2	0.0756639169621084	0.7576	0.8592	0.7918	0.8622	0.1952	0.2088	0.1622	0.1828
MEF2C-AS1	0.412715278757355	0.354	0.412	0.3476	0.4176	0.3436	0.5318	0.3134	0.5144
COMMD10	0.344976225040637	0.3108	0.2568	0.2316	0.202	0.2004	0.2308	0.1676	0.202
MARCHF3	0.0362493579799589	0.1758	0.3294	0.1886	0.3284	0.4536	0.5232	0.3346	0.4456
CD74	0.130636120388194	0.2448	0.429	0.168	0.3054	0.3862	0.438	0.2792	0.3382
NR3C1	0.974812747786525	0.796	0.9562	0.6032	0.9338	0.137	0.2138	0.1508	0.225
HAVCR2	0.899598639473735	0.2152	0.1678	0.2236	0.1732	0.4514	0.515	0.3586	0.4534
ARHGAP26	0.197917107992833	0.7194	0.6034	0.7448	0.6234	0.6134	0.6124	0.5182	0.5526
CSF1R	0.324273560955103					0.1806	0.2304	0.1238	0.1534
RNF130	0.252719112660519	0.6834	0.553	0.7014	0.567	0.272	0.2992	0.1836	0.2214
DOCK2	0.432141483043178					0.4582	0.4732	0.308	0.3624
RASGEF1C	0.0126462061606554	0.0057	0.0278	0.0089	0.0347	0.4102	0.428	0.2848	0.3158
GMDS-DT	0.642405731124718	0.7262	0.8264	0.6388	0.772	0.2504	0.2822	0.1752	0.207
PHACTR1	0.903691792726156	0.673	0.8428	0.5892	0.8272	0.963	0.907	0.9464	0.8934
LY86	0.42362986031239	0.6978	0.597	0.6774	0.5722	0.3694	0.3866	0.2346	0.2678
ATXN1	0.559566795774529	0.4696	0.2498	0.5068	0.3028	0.3414	0.6792	0.2916	0.6526
CDKAL1	0.240732784308328	0.8794	0.756	0.798	0.6668	0.2468	0.2668	0.1822	0.2132
ANKS1A	0.146307981236386	0.6426	0.8568	0.5486	0.7916	0.4722	0.5128	0.3542	0.4408
HSPA1A_ENSG00000204389	0.853799633968079					0.6458	0.6554	0.6284	0.6178
RUNX2	0.934799905802652	0.7218	0.8406	0.6992	0.8022	0.5126	0.5582	0.4162	0.4846
ADGRB3	0.842756271666487	0.2996	0.584	0.1842	0.468	0.6588	0.7582	0.5728	0.6992
FGD2	0.348589353546248					0.2764	0.3314	0.1848	0.237
DST	0.536497427271077	0.2228	0.2344	0.1614	0.1898	0.8924	0.8446	0.853	0.807
ZFAND3	0.218622146869769	0.8598	0.873	0.8966	0.9008	0.599	0.62	0.4714	0.529
BTBD9	0.0997496795449696	0.8012	0.8494	0.8022	0.8448	0.0977	0.1628	0.1052	0.1836
SUPT3H	0.843444707616355	0.194	0.2442	0.2596	0.3266	0.158	0.132	0.1296	0.12
SENP6	0.0645274468080056	0.3754	0.3732	0.4248	0.3988	0.2204	0.2202	0.1878	0.1964
FOXO3	0.0859503336754329	0.7586	0.3848	0.695	0.396	0.166	0.1992	0.1502	0.1996
PNISR	0.60035354276428					0.4054	0.5384	0.2766	0.3806
PHIP	0.808996742444065	0.759	0.8486	0.6582	0.8352	0.1642	0.1838	0.181	0.2106
ZNF292	0.651722268865323	0.9004	0.9002	0.9054	0.9132	0.1522	0.1324	0.151	0.15
IFNGR1	0.243919813716636	0.7034	0.4254	0.6802	0.4588	0.5284	0.566	0.4528	0.502
EPB41L2	0.639771944368729	0.8786	0.8456	0.8994	0.8744	0.4182	0.4334	0.3306	0.3326
STX7	0.896679191162241	0.6858	0.781	0.622	0.6654	0.383	0.4476	0.3128	0.3984
AIG1	0.079345224933827	0.1284	0.1638	0.089	0.1156	0.2432	0.264	0.1628	0.176
MAP3K5	0.697104861895906	0.736	0.7528	0.6908	0.7142	0.333	0.4068	0.2306	0.3096
ARID1B	0.952041022506381	0.6998	0.9086	0.654	0.8938	0.3614	0.4346	0.2756	0.3614
TAB2	0.798275939037254	0.9504	0.9306	0.9228	0.9324	0.377	0.4402	0.2906	0.3732
QKI	0.215722301525112	0.92	0.6942	0.8796	0.6812	0.2056	0.2252	0.1972	0.239
MTHFD1L	0.60578643386917	0.0158	0.0411	0.0633	0.0694	0.4248	0.4704	0.2872	0.362
PRKN	0.280895394573634	0.7022	0.7608	0.6264	0.6832	0.129	0.1296	0.1084	0.1108
SKAP2	0.211625277184642					0.4294	0.5166	0.369	0.4662
HDAC9	0.745536427685956	0.7642	0.7398	0.6764	0.6782	0.7142	0.7044	0.6492	0.6534
ACTB	0.0302738041572814	0.9438	0.9518	0.96	0.9626	0.3746	0.3152	0.1978	0.1384
CHN2	0.968434704640743					0.093	0.1198	0.0816	0.1094
HNRNPA2B1	0.693258564188614	0.6856	0.7068	0.705	0.7286	0.889	0.5592	0.8312	0.418
SDK1	0.198934587813109	0.707	0.6854	0.6292	0.6016	0.611	0.646	0.514	0.5764
JAZF1	0.0395951180810661	0.6846	0.6512	0.6076	0.5584	0.4878	0.5462	0.366	0.4514
ZNRF2	0.255766374249346	0.8964	0.9534	0.9042	0.9702	0.3238	0.391	0.2658	0.349
TNRC18	0.641218773082272	0.0197	0.0256	0.0623	0.0725	0.2626	0.3362	0.2092	0.2914
CDK13	0.572501142574136	0.8776	0.7924	0.9104	0.8468	0.237	0.2434	0.1826	0.2002
TNS3	0.574010669327139					0.3372	0.3816	0.213	0.267
AOAH	0.128992093453185	0.9976	0.033	0.9302	0.0243	0.3274	0.3662	0.2362	0.2776
ELMO1	0.259826512069694	0.0337	0.249	0.075	0.2866	0.3846	0.4226	0.3082	0.3624
IKZF1	0.818905980309079	0.0225	0.0545	0.064	0.0702	0.2914	0.3276	0.2316	0.2816
AUTS2	0.970416639368451					0.1848	0.2336	0.1318	0.1792
KMT2E	0.388115431515853	1	0.7632	0.9208	0.8298	0.1482	0.1636	0.1694	0.1828
SLC26A3	0.774698377916229	0.5234	0.4274	0.521	0.4422	0.9276	0.9516	0.9254	0.9492
DOCK4	0.373146841739562	0.1936	0.1452	0.1936	0.1522	0.6352	0.5504	0.5412	0.4578
COG5	0.0776074958753326	0.8522	0.8538	0.8912	0.8834	0.3378	0.4234	0.238	0.3562
IMMP2L	0.660914297896711	0.997	0.4432	0.9974	0.4336	0.3084	0.382	0.2406	0.3282
CUX1	0.150658410246533	0.8654	0.7056	0.8258	0.6124	0.7476	0.7126	0.6562	0.6582
TBXAS1	0.680502247159535	0.8736	0.9526	0.9	0.9524	0.3034	0.3418	0.2132	0.25
CTTNBP2	0.935360824495397	0.759	0.7578	0.5694	0.5734	0.1958	0.2194	0.1552	0.1812
CPED1	0.287640611465162	0.4842	0.8078	0.4352	0.7344	0.193	0.267	0.164	0.2082
CHCHD3	0.251820208116724	0.2716	0.2998	0.3346	0.33	0.3192	0.3574	0.265	0.3064
FOXP2	0.373080101696076	0.6888	0.8362	0.6234	0.741	0.2678	0.3258	0.1938	0.2432
MKLN1	0.76750281246149	0.7964	0.8928	0.7962	0.8964	0.354	0.5086	0.2888	0.4444
EXOC4	0.782101459100991	0.5558	0.5838	0.5604	0.5952	0.2198	0.2346	0.1664	0.2056
BRAF	0.720868878395612	0.0161	0.0463	0.0433	0.0551	0.1622	0.143	0.1422	0.14
LINC-PINT	0.967455297921414	0.7584	0.5182	0.7388	0.5228	0.4314	0.5138	0.3204	0.4296
KMT2C	0.277504762321929	0.4654	0.4324	0.4924	0.4464	0.2426	0.2526	0.2004	0.2186
CNTNAP2_ENSG00000174469	0.271509149915711	0.7212	0.632	0.7168	0.6348	0.4878	0.5116	0.3632	0.3916
