gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
PPT1	0.972419364075167	0.6996	0.6434	0.585	0.5824	0.6638	0.7368	0.5838	0.6876
NASP	0.241983382802604	0.612	0.817	0.6534	0.8534	0.2856	0.4584	0.3506	0.5388
PUM1	0.520860787613722	0.924	0.9162	0.9474	0.8256	0.6718	0.7358	0.6684	0.7544
YARS1	0.606680956032011	0.67	0.5294	0.7078	0.573	0.3876	0.2134	0.3468	0.2038
PHC2	0.375195211264555	0.3492	0.6	0.509	0.776	0.6798	0.4318	0.671	0.4474
AGO4	0.878593600643787	0.104	0.1296	0.104	0.1078	0.842	0.8022	0.8346	0.7878
KIAA0319L	0.74340100203755	0.8288	0.6252	0.7576	0.5856	0.6354	0.7442	0.6542	0.7678
RPS8	0.135945994541934	0.2548	0.2488	0.279	0.2624	0.1974	0.1542	0.1352	0.0921
ZMYM4	0.523804863433194	0.6106	0.6122	0.497	0.5562	0.897	0.6916	0.9382	0.6406
GPBP1L1	0.658243782583425	0.5604	0.4978	0.5394	0.508	0.2422	0.39	0.3158	0.5254
BSDC1	0.101403144527859	0.7686	0.887	0.733	0.8814	0.7556	0.9938	0.6172	0.9018
ZSWIM5	0.550046026168848	0.4794	0.4304	0.6666	0.5986	0.2314	0.1906	0.1574	0.2358
SDC3	0.951949744716751	0.6622	0.7352	0.7986	0.8566	0.7988	0.9182	0.7466	0.9216
RBBP4	0.823468023726417	0.2454	0.3474	0.15	0.2864	0.4516	0.9172	0.4058	0.9972
GRIK3	0.199865855271132	0.5718	0.705	0.5952	0.7552	0.6112	0.9258	0.6434	0.9542
MEAF6	0.22132043322938	0.4118	0.388	0.5042	0.4342	0.2896	0.2922	0.166	0.213
NDUFS5	0.761927284029085	0.7228	0.9712	0.8978	0.8924	0.4284	0.4456	0.5136	0.5608
UQCRH	0.141848771965471	0.0789	0.1064	0.0954	0.116	0.5038	0.3934	0.5708	0.4566
ZBTB8OS	0.8423457736392	0.7096	0.7144	0.7592	0.7746	0.226	0.1726	0.0376	0.0554
CCDC30	0.916411472038052	0.3698	0.3126	0.3162	0.2346	0.4746	0.605	0.4374	0.7122
RNF220	0.76430102880095	0.3154	0.3206	0.4554	0.4876	0.0723	0.0712	0.0763	0.0877
FOXJ3	0.841855939284643	0.9752	0.9248	0.9918	0.9598	0.4894	0.3384	0.3344	0.1828
_ENSG00000228436	0.945466313134775	0.9668	0.9696	0.8638	0.9088	0.6202	0.9278	0.4834	0.9082
LRRC7	0.344047263415919	0.209	0.1696	0.2158	0.1906	0.9886	0.7424	0.9844	0.729
NRDC	0.365936592475102	0.7614	0.8306	0.5846	0.7026	0.8658	0.7424	0.7882	0.6602
MKNK1	0.944606070441791	0.4398	0.4148	0.412	0.451	0.1628	0.1092	0.0851	0.1006
EPS15	0.512372028870179	0.7288	0.7556	0.6848	0.7646	0.43	0.5144	0.2588	0.4796
SCP2	0.0572353741518163	0.0778	0.0981	0.021	0.0338	0.9082	0.806	0.8988	0.765
TMEM59	0.383305250036513	0.6562	0.5894	0.5624	0.5512	0.953	0.9556	0.8312	0.7958
DOCK7	0.338769550352869	0.347	0.4482	0.3144	0.4926	1	0.9676	0.951	0.936
DNAJC6	0.700324644804785	0.4108	0.2818	0.3576	0.3006	0.6796	0.7138	0.5774	0.6682
WLS	0.611305603861088	0.2384	0.2564	0.2832	0.285	0.0508	0.2022	0.0556	0.1998
SRSF11	0.643154223144901	0.666	0.9648	0.54	0.87	0.998	0.9524	0.9998	0.9184
OSBPL9	0.22888892487305	0.093	0.0437	0.128	0.0738	0.6776	0.7086	0.6152	0.6746
ANKRD13C	0.568103408106636	0.5848	0.6046	0.5872	0.6202	0.5216	0.5642	0.5384	0.6166
SGIP1	0.389924174158833	0.6568	0.6612	0.628	0.658	0.2352	0.2292	0.2538	0.2498
RNF11	0.324403421177838	0.447	0.456	0.301	0.3508	0.4376	0.4418	0.269	0.301
ATPAF1	0.547060580513843	0.8864	0.8386	0.9992	0.956	0.991	0.8172	0.9872	0.8166
ATG4C	0.711699175111188	0.989	0.972	0.9916	0.9676	0.2396	0.1784	0.272	0.2372
SPATA6	0.0775427588744382	0.4784	0.5144	0.4978	0.5286	0.9508	0.9992	0.991	0.918
ZRANB2	0.993321682508261	0.8428	0.9572	0.8054	0.9508	0.1948	0.1506	0.106	0.081
PATJ	0.21526685632636	0.614	0.6374	0.631	0.6866	0.334	0.5036	0.2514	0.5168
HOOK1	0.759428731678564	0.9794	0.5568	0.9832	0.5862	0.7618	0.7986	0.6266	0.664
BTF3L4	0.12668946704332	0.274	0.3292	0.3138	0.3454	0.377	0.3728	0.3816	0.4224
TUT4	0.206353922573242	0.0807	0.0431	0.047	0.0248	0.054	0.17	0.0619	0.2716
ZFYVE9	0.724901231751936	0.6052	0.9054	0.5958	0.8824	0.6706	0.8904	0.6552	0.8938
LRP8	0.321375673428475	0.6478	0.7836	0.6796	0.8104	0.5766	0.5754	0.4024	0.4468
SSBP3	0.145844014190159	0.588	0.7202	0.54	0.6696	0.5502	0.6578	0.3864	0.5034
ELAVL4	0.394405998285654	0.9374	0.8896	0.8008	0.8144	0.7956	0.919	0.8308	0.955
ZYG11B	0.664701478484678	0.9848	0.7936	0.9884	0.7582	0.4672	0.5692	0.346	0.4544
USP24	0.968234691915392	0.3866	0.465	0.3136	0.3778	0.7402	0.7328	0.666	0.6818
PRKAA2	0.81181892747883	0.9682	0.9106	0.9198	0.947	0.9002	0.7294	0.9216	0.6722
JAK1	0.997402598030668	0.7482	0.8504	0.581	0.6746	0.8148	0.4824	0.7262	0.3402
MYSM1	0.38424365495696	0.0923	0.244	0.0488	0.1352	0.7954	0.5534	0.797	0.59
RAB3B	0.625983675269428	0.517	0.515	0.4732	0.432	0.1148	0.124	0.0976	0.1138
NEGR1	0.430994279539669	0.4434	0.4902	0.4286	0.4756	0.9988	0.9314	0.9988	0.8754
DAB1	0.474116757451639	0.443	0.4078	0.4968	0.5158	0.4022	0.497	0.3808	0.4672
PDE4B	0.481930087305508	0.2832	0.3474	0.2166	0.2866	0.551	0.4024	0.4122	0.2688
FAF1	0.995354055975179	0.4168	0.3408	0.3376	0.2964	0.4338	0.6762	0.378	0.6342
AGBL4	0.91884353228056	0.8472	0.7442	0.8076	0.757	0.465	0.4238	0.488	0.4586
MIER1	0.525492257718973	0.5596	0.578	0.4826	0.466	0.0664	0.0323	0.067	0.0101
GNG12-AS1	0.821271610269959	0.6244	0.5676	0.5726	0.5116	0.5708	0.564	0.5244	0.4966
_ENSG00000036549	0.271564694315911	0.9734	0.9468	0.8924	0.8888	0.706	0.2696	0.5618	0.338
PKN2	0.769196656095739	0.5972	0.7888	0.6816	0.9162	0.5656	0.499	0.528	0.467
EVI5	0.291148868879839	0.9666	0.9826	0.9964	0.8846	0.246	0.0469	0.2654	0.047
USP33	0.631663803700511	0.2336	0.2324	0.2138	0.198	0.9652	0.9486	0.8804	0.8674
SH3GLB1	0.460419349255421	0.6526	0.814	0.5064	0.6688	0.9034	0.7696	0.885	0.794
ACADM	0.929049768036525	0.7044	0.7112	0.9308	0.8936	0.7338	0.8038	0.69	0.7848
ST6GALNAC5	0.224229048746885	0.4258	0.5436	0.418	0.5284	0.4936	0.5454	0.4172	0.4502
ADGRL2	0.0960170130311236	0.3112	0.2258	0.3102	0.2204	0.915	0.9722	0.9368	0.9444
SSX2IP	0.576847442623775	0.9282	0.9456	0.9142	0.8698	0.871	0.9368	0.8528	0.9448
PTBP2	0.998047036725089	0.6408	0.5752	0.606	0.5538	0.4964	0.3248	0.5124	0.4524
PLPPR5	0.332211435989621	0.401	0.7162	0.363	0.6596	0.8676	0.5608	0.8156	0.5442
PLPPR4	0.197082771091198	0.3686	0.2422	0.199	0.0998	0.8116	0.7652	0.7526	0.726
OLFM3	0.0694701434121131	0.3948	0.4386	0.2622	0.3222	0.5526	0.4842	0.4504	0.3842
RPL5	0.0339108641162813	0.1494	0.2598	0.0517	0.1594	0.2562	0.1922	0.1332	0.1008
ODF2L	0.607080789140067	0.7994	0.7592	0.7766	0.7414	0.8714	0.8922	0.8046	0.8992
ZNF644	0.43623659686055	0.348	0.243	0.3358	0.224	0.9748	0.5954	0.9616	0.437
RPAP2	0.908216660162284	0.9986	0.9974	0.9368	0.8844	0.52	0.6164	0.4292	0.5776
TTLL7	0.361440175077547	0.1012	0.0708	0.0304	0.0174	0.8234	0.7078	0.6182	0.5286
GIPC2	0.292649902027857	0.5294	0.4504	0.5484	0.4838	0.6616	0.8	0.6138	0.744
SLC44A5	0.843899636344426	0.7606	0.7822	0.8118	0.8694	0.7384	0.6656	0.701	0.6396
RPL7P9	0.368404120772262	0.3374	0.4176	0.3966	0.4474	0.1564	0.1532	0.0851	0.0737
PRKACB	0.652856096556516	0.5472	0.5422	0.4242	0.4508	0.895	0.9034	0.8904	0.8584
LMO4	0.00798464625638771	0.209	0.144	0.1882	0.1382	0.4514	0.5236	0.1888	0.2952
MTF2	0.792682041672299	0.2662	0.1978	0.1784	0.1688	0.46	0.4444	0.4336	0.4288
DDAH1	0.424470754049083	0.495	0.7106	0.5086	0.756	0.3028	0.4552	0.0677	0.4106
HS2ST1	0.81472485742795	0.7586	0.7504	0.7752	0.788	0.3314	0.4016	0.2774	0.3978
AK5	0.869311690262527	0.4916	0.5856	0.3176	0.4452	0.3704	0.4158	0.1084	0.229
DIPK1A	0.573224784534043	0.163	0.356	0.1216	0.2918	0.396	0.521	0.3594	0.492
FUBP1	0.22776150536582	0.1136	0.075	0.1146	0.091	0.9908	0.9822	0.9404	0.949
ZNF326	0.596094652974768	0.6362	0.6216	0.6778	0.6626	0.9088	0.8086	0.9136	0.8464
AGL	0.981504145199091	0.6048	0.5968	0.495	0.463	0.484	0.7182	0.2646	0.643
GLMN	0.764387133077317	0.6186	0.6872	0.5866	0.6702	0.637	0.584	0.5594	0.4626
ERICH3	0.731650687402947	0.4622	0.4712	0.339	0.3924	0.9358	0.664	0.8862	0.5816
MIGA1	0.969000595073682	0.5366	0.6156	0.5056	0.5938	0.7168	0.7028	0.6242	0.6384
SELENOF	0.888009835406768	0.6468	0.711	0.6386	0.7074	0.192	0.0531	0.1884	0.0545
ST6GALNAC3	0.435092935353338	0.2852	0.3658	0.2098	0.3364	0.0792	0.1402	0.1004	0.1806
RNPC3	0.109542398086809	0.2708	0.2978	0.3292	0.334	0.1542	0.1022	0.1	0.0838
DPYD	0.906323181793131	0.9752	0.908	0.964	0.9176	0.6182	0.5114	0.5918	0.5162
LRRC8B	0.0332639946651282	0.245	0.264	0.2262	0.2534	0.4282	0.4522	0.1948	0.4056
CCDC18-AS1	0.687632889471158	0.9414	0.808	0.8582	0.6896	0.3124	0.293	0.0554	0.0904
_ENSG00000224550	0.773845135188663	0.586	0.5266	0.6886	0.6258	0.8484	0.731	0.9264	0.7604
MIR137HG	0.972247288312686	0.6286	0.365	0.6914	0.4108	0.9494	0.8484	0.9906	0.802
_ENSG00000232825	0.392319911729223	0.3248	0.3922	0.315	0.3868	0.6982	0.5756	0.6472	0.5498
ST7L	0.269088675986714	0.2872	0.228	0.3406	0.2892	0.0033	0.0027	0.0039	0.0015
CSDE1	0.722321651331	0.9932	0.5784	0.988	0.5614	0.782	0.9406	0.758	0.9336
SARS1	0.518710938220269	0.5112	0.7758	0.5912	0.8566	0.8054	0.854	0.8922	0.9406
MAGI3	0.731665595406865	0.9354	0.9888	0.9196	0.9952	0.9262	0.8966	0.8498	0.8168
WDR47	0.823168866511923	0.5222	0.4792	0.4604	0.4588	0.5118	0.7184	0.2382	0.5628
KIAA1324	0.414468136993583	0.3488	0.4926	0.2826	0.4656	0.8104	0.834	0.84	0.8962
RAP1A	0.0885647577828476	0.0776	0.0668	0.1586	0.1504	0.3362	0.5926	0.2902	0.521
CAPZA1	0.697513989189811	0.9452	0.8978	0.8768	0.8374	0.6298	0.8366	0.5872	0.7736
PHTF1	0.929944559044668	0.9208	0.896	0.9538	0.844	0.8306	0.7868	0.8744	0.8876
PRPF38B	0.338184772284987	0.4654	0.6044	0.3514	0.5026	0.4154	0.2094	0.2806	0.28
SORT1	0.280314501107589	0.8248	0.633	0.8142	0.6236	0.9798	0.9716	0.8372	0.8736
CTTNBP2NL	0.73996436396598	0.9752	0.9108	0.873	0.9974	0.4336	0.3124	0.4234	0.3286
SLC22A15	0.0547414347456667	0.4574	0.6018	0.4412	0.5772	0.606	0.6094	0.4234	0.5052
ATP1A1	0.683445563770497	0.9986	0.95	0.999	0.9378	0.4378	0.4406	0.3126	0.3504
AHCYL1	0.338751163143054	0.2184	0.3006	0.1738	0.237	0.6494	0.7168	0.5552	0.6022
KCND3	0.53698597527153	0.6368	0.7428	0.6918	0.8406	0.4934	0.8694	0.478	0.8662
SRGAP2C	0.335094022684758	0.6604	0.5148	0.725	0.5208	0.9804	0.7818	0.995	0.6862
SRGAP2B	0.510464742615295	0.9136	0.9054	0.9558	0.9876	0.986	0.9342	0.914	0.8514
SLC6A17	0.632408439882904	0.4592	0.4216	0.4874	0.4434	0.3818	0.3934	0.1846	0.1802
TRIM33	0.184468855341773	0.5646	0.5788	0.7012	0.6222	0.7056	0.5906	0.6456	0.4472
MAN1A2	0.916436062486172	0.444	0.424	0.5468	0.532	0.7818	0.7674	0.7668	0.7802
_ENSG00000223804	0.822092123716766	0.6396	0.63	0.8738	0.8278	0.7156	0.6094	0.4168	0.234
_ENSG00000224363	0.989171733748578	0.97	0.9068	0.9948	0.9452	0.6944	0.7076	0.7052	0.7514
LINC02798	0.3219276894153	0.7396	0.581	0.7254	0.561	0.854	0.7614	0.7866	0.6668
_ENSG00000259834	0.570923091338465	0.3114	0.1524	0.2862	0.1742	0.5808	0.5436	0.5718	0.5104
RNF115	0.485064671409881	0.8614	0.977	0.7756	0.8674	0.83	0.9948	0.8364	0.9716
_ENSG00000274642	0.558354411076998	0.4758	0.5466	0.5038	0.6306	0.879	0.805	0.8702	0.7972
HYDIN2	0.782840891597444	0.9212	0.8482	0.9126	0.8746	0.697	0.8982	0.6428	0.9728
LINC01632	0.294134474732327	0.299	0.4392	0.3006	0.416	0.5046	0.6194	0.3696	0.5106
ASH1L	0.190207711317694	0.3724	0.5602	0.3564	0.5278	0.048	0.0411	0.0495	0.0568
GON4L	0.22083823785423	0.2866	0.3214	0.303	0.3786	0.914	0.8318	0.8966	0.7374
MEF2D	0.30169157203727	0.9206	0.859	0.8722	0.8674	0.6562	0.7478	0.4588	0.7078
C1orf61	0.21589170731206	0.3642	0.2852	0.446	0.3478	0.652	0.6272	0.681	0.6492
DAP3	0.18058665867981	0.3372	0.2454	0.3752	0.2562	0.8998	0.9828	0.9428	0.9098
ARHGEF11	0.289067844075071	0.4568	0.3292	0.4382	0.2956	0.5036	0.564	0.4628	0.5686
SYT11	0.671290678260353	0.4934	0.518	0.4142	0.4232	0.401	0.6746	0.3782	0.662
VPS45	0.28571709010587	0.4682	0.473	0.4106	0.3896	0.6254	0.7438	0.5564	0.6902
SNX27	0.697279515918825	0.6996	0.4052	0.7416	0.4568	0.7654	0.8796	0.771	0.897
PIP5K1A	0.852798867653682	0.6272	0.6488	0.5914	0.6252	0.8788	0.8392	0.8966	0.7856
ENSA	0.457795841150571	0.9892	0.8604	0.992	0.9184	0.5292	0.7136	0.587	0.7548
ARNT	0.749775520440783	0.7504	0.8548	0.7184	0.8266	0.5186	0.8526	0.5102	0.8644
POGZ	0.660529493030623	0.4006	0.5134	0.4872	0.551	0.4566	0.2646	0.3576	0.3236
TPM3	0.479900586898184	0.9086	0.681	0.9662	0.7608	0.8866	0.8352	0.9476	0.9396
GATAD2B_ENSG00000143614	0.113261073470804	0.3822	0.387	0.3776	0.446	0.4652	0.5216	0.3614	0.4648
SV2A	0.68334823138771	0.5512	0.6894	0.608	0.738	0.3616	0.456	0.231	0.3462
CELF3	0.524382967501084	0.8758	0.8904	0.9612	0.9318	0.5306	0.5146	0.3062	0.2198
ADAR	0.823398461064366	0.6648	0.4868	0.6302	0.4648	0.4454	0.4518	0.3768	0.409
FDPS	0.277412655356191	0.7924	0.894	0.7372	0.8204	0.7928	0.674	0.8162	0.7376
RPRD2	0.34950676048517	0.461	0.5278	0.508	0.586	0.4298	0.4348	0.3528	0.3836
CCT3	0.725066449632273	0.661	0.8596	0.6496	0.8522	0.744	0.6666	0.7536	0.6346
PDE4DIP	0.608584980486548	0.8154	0.752	0.9284	0.874	0.6666	0.452	0.6886	0.5062
MLLT11	0.824471381238377	0.9688	0.911	0.9812	0.9084	0.927	0.772	0.8638	0.6958
MRPS21	0.217520408788465	0.9494	0.9692	0.942	0.985	0.5524	0.441	0.5812	0.4778
LINC01138	0.386420830963999	0.4008	0.5634	0.3868	0.6338	0.4816	0.5914	0.3474	0.4892
_ENSG00000274265	0.31129094417359	0.3772	0.7534	0.2874	0.7176	0.7332	0.7702	0.6938	0.7722
LINC00869	0.788736991184677	0.9718	0.8868	0.9348	0.9686	0.367	0.48	0.2006	0.3106
KIFAP3	0.421090496898918	0.8948	0.9896	0.9942	0.949	0.9388	0.9006	0.9116	0.8568
SUCO	0.432917630621242	0.6744	0.6372	0.6764	0.6914	0.9016	0.3422	0.9178	0.2602
TNR	0.514783586606892	0.7208	0.7834	0.6928	0.7842	0.458	0.4304	0.5064	0.4998
RGS4	0.358975006511978	0.401	0.4238	0.4442	0.4698	0.4188	0.4646	0.2124	0.3208
PRRC2C	0.231313129316388	0.4526	0.3732	0.501	0.4306	0.28	0.0692	0.1212	0.0215
ATF6	0.566946111425986	0.2734	0.2846	0.258	0.266	0.9396	0.9562	0.996	0.932
COPA	0.846540238030278	0.3246	0.5196	0.2844	0.4524	0.4724	0.371	0.55	0.4516
RC3H1	0.370701891691709	0.6078	0.5562	0.6984	0.6634	0.687	0.357	0.441	0.193
ATP1B1	0.385002883206101	0.2332	0.185	0.2142	0.1604	0.2788	0.3704	0.1502	0.226
TIPRL	0.289166606513153	0.7	0.8502	0.4688	0.6688	0.8896	0.9184	0.7898	0.9318
NME7	0.890775950527291	0.9276	0.7674	0.8922	0.742	0.8674	0.6992	0.8224	0.661
DCAF6	0.500530885328178	0.6558	0.7672	0.638	0.7254	0.673	0.8946	0.6668	0.8928
TMCO1	0.340169237010342	0.4592	0.6502	0.529	0.72	0.9374	0.7702	0.8466	0.671
POU2F1	0.070578827150399	0.1536	0.1802	0.0918	0.1062	0.193	0.2692	0.211	0.284
ILDR2	0.716340956331773	0.585	0.6104	0.547	0.5732	0.8828	0.9696	0.8608	0.9726
MGST3	0.613428706680422	0.4826	0.418	0.4684	0.408	0.6922	0.5196	0.705	0.48
COP1	0.444500654505801	0.477	0.5474	0.3836	0.4868	0.7354	0.7518	0.7176	0.7408
SDHC	0.9138912769056	0.3792	0.3824	0.382	0.3826	0.3964	0.3258	0.3674	0.3116
PFDN2	0.8806826287585	0.8894	0.8092	0.8736	0.7874	0.7544	0.7858	0.5018	0.6274
