gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
ZNF644	0.855890520591449	0.6052	0.648	0.6242	0.668	0.6424	0.831	0.638	0.8552
IFI44L	0.963705518322509	0.0886	0.1128	0.0989	0.1042	0.8778	0.97	0.77	0.9678
ARHGAP29	0.23033440909103	0.277	0.428	0.4052	0.5902	0.9886	0.8248	0.9962	0.8034
IFI44	0.326660562454688	0.66	0.6108	0.5208	0.5464	0.4426	0.3438	0.3704	0.3046
RPL7P9	0.696974757140575	0.9746	0.8942	0.8032	0.6796	0.935	0.8102	0.9864	0.8014
PRKACB	0.471546107626521	0.9912	0.9118	0.985	0.8972	0.6668	0.5804	0.5276	0.4404
ADGRL4	0.125885758851218	0.5488	0.2144	0.4922	0.1196	0.7194	0.7842	0.5682	0.7732
ST6GALNAC3	0.34068105392662	0.7426	0.875	0.8276	0.9146	0.6512	0.84	0.539	0.7686
DPYD	0.900798446713326	0.3642	0.3606	0.4942	0.4792	0.4356	0.355	0.5176	0.4428
CSDE1	0.927374650932184	0.4894	0.4318	0.5864	0.4772	0.5662	0.4844	0.4198	0.363
MAGI3	0.357996543583986					0.1908	0.2044	0.1838	0.2002
RAP1A	0.894692789802173	0.8946	0.7932	0.8818	0.9324	0.6652	0.9408	0.6652	0.9798
CAPZA1	0.402765877397076	0.2478	0.174	0.2908	0.2284	0.7498	0.5152	0.6494	0.3344
SORT1	0.313164251061227					0.7432	0.5	0.8142	0.597
SLC16A1_ENSG00000155380	0.0870198356861078	0.3658	0.4648	0.2622	0.3144	0.7092	0.9496	0.5872	0.9106
ATP1A1	0.348601507042252					0.5578	0.4566	0.4138	0.2924
SRGAP2C	0.899104355472933	0.1844	0.2416	0.1322	0.1712	0.5252	0.571	0.4938	0.556
SRGAP2B	0.184519791254613	0.0345	0.0247	0.0252	0.0139	0.2692	0.2184	0.2722	0.234
TRIM33	0.887613275287236	0.6664	0.6908	0.557	0.6608	0.988	0.733	0.9766	0.7628
MAN1A2	0.574874502929778	0.5044	0.4234	0.4992	0.4182	0.9018	0.9086	0.7338	0.901
RNF115	0.58887617998732	0.4482	0.4264	0.5352	0.561	0.5052	0.2262	0.3802	0.2084
TXNIP	0.960089689204038	0.8682	0.6048	0.74	0.743	0.4122	0.2788	0.4388	0.3134
ASH1L	0.920679024589201	0.692	0.4616	0.7238	0.516	0.9278	0.777	0.933	0.7622
ENSA	0.85153270135011	0.3808	0.396	0.3248	0.365	0.7174	0.651	0.6554	0.5634
POGZ	0.763762297359035	0.5296	0.6144	0.462	0.4894	0.6782	0.6724	0.7296	0.7136
GATAD2B_ENSG00000143614	0.528687020077737	0.5752	0.8438	0.5052	0.8042	0.9414	0.9978	0.9794	0.9686
RPRD2	0.740292308120585	0.3688	0.4584	0.3964	0.5506	0.6512	0.5372	0.6818	0.6384
ATP1A2	0.862184016286825	0.6464	0.8512	0.751	0.852	0.9828	0.9294	0.958	0.904
KIFAP3	0.0773017674894654	0.578	0.643	0.398	0.4696	0.612	0.5824	0.4816	0.5128
RGS4	0.822807042789857	0.589	0.7542	0.5488	0.7126	0.47	0.3406	0.2392	0.16
PRRC2C	0.709032613721185	0.7074	0.6248	0.738	0.6826	0.9116	0.6236	0.9022	0.4204
ATF6	0.49060423356595					0.8974	0.8278	0.8292	0.7858
ATP1B1	0.053635033701879	0.3706	0.4102	0.225	0.248	0.2286	0.2018	0.1322	0.117
DCAF6	0.665621681934067	0.3068	0.2398	0.2418	0.1256	0.5984	0.6342	0.6388	0.685
POU2F1	0.430999800345419	0.7462	0.9796	0.645	0.8464	0.5834	0.3434	0.6076	0.4308
MGST3	0.25845048379398	0.605	0.7448	0.7414	0.8166	0.7144	0.6256	0.6368	0.5126
COP1	0.320628910723779	0.452	0.182	0.465	0.2312	0.644	0.4584	0.5284	0.307
RGS5	0.976136400852621	0.8344	0.346	0.8204	0.3894	0.9452	0.6626	0.9882	0.6004
RABGAP1L	0.953543524533154	0.81	0.635	0.8254	0.645	0.4776	0.2476	0.2358	0.046
TAGLN2	0.403441885388561	0.815	0.8472	0.7044	0.7548	0.8928	0.912	0.7728	0.9156
IFI16	0.810813417090068	0.9158	0.9194	0.8626	0.7764	0.8152	0.945	0.8198	0.8796
PBX1	0.586174897611429					0.5816	0.6276	0.6142	0.637
DNM3	0.370065560857652	0.7538	0.6526	0.7042	0.6338	0.453	0.6514	0.327	0.5764
CFH	0.656466278209511	0.8148	0.821	0.6754	0.6996	0.9532	0.8414	0.95	0.82
TPR	0.869960940926462	0.5384	0.472	0.5416	0.4666	0.6714	0.6406	0.5812	0.6092
RASAL2	0.137733088321816					0.72	0.587	0.555	0.4986
PPP1R12B	0.435661041318269	0.5304	0.3656	0.5354	0.366	0.5172	0.3998	0.535	0.3936
SMG7	0.329626396362541	0.8016	0.839	0.781	0.9048	0.9298	0.8676	0.9504	0.8016
RO60	0.938434229391774	0.0352	0.0292	0.0314	0.0233	0.7932	0.6106	0.6944	0.5004
CAMSAP2	0.791358251285204	0.2922	0.3066	0.3318	0.3482	0.7604	0.3656	0.772	0.4376
CDC73	0.784237718151435					0.9856	0.6192	0.945	0.573
GLUL	0.236700222901719	0.5792	0.7344	0.5966	0.7284	0.6604	0.871	0.7138	0.9308
CEP350	0.18942750571582	0.0242	0.0084	0.0403	0.0158	0.8946	0.7136	0.94	0.8346
LAMC1	0.8548105020703	0.8052	0.8248	0.7256	0.7522	0.6074	0.8296	0.7	0.8714
XPR1	0.912735568176122	0.7394	0.6734	0.514	0.4636	0.5974	0.7576	0.3654	0.5336
HMCN1	0.314138151665396	0.9362	0.9008	0.9276	0.9006	0.8424	0.9144	0.6838	0.9304
NEK7	0.603648825559109	0.927	0.7498	0.887	0.6976	0.445	0.2394	0.327	0.1416
KCNT2	0.461036434609344	0.0706	0.2552	0.0567	0.2506	0.424	0.3818	0.5038	0.4448
MIR181A1HG	0.886557161721081	0.6494	0.6546	0.5252	0.5238	0.8262	0.9324	0.7064	0.8772
ACBD6	0.199816108219102	0.9582	0.5904	0.8578	0.543	0.3024	0.0728	0.262	0.0662
_ENSG00000231767	0.608488145608896	0.7898	0.7754	0.886	0.8044	0.868	0.9098	0.7782	0.8476
NUCKS1	0.565816101562765	0.0408	0.0359	0.1102	0.0836	0.5806	0.4666	0.3848	0.3088
CD46	0.679096267415473	0.5174	0.3892	0.4974	0.3808	0.806	0.9894	0.5952	0.9982
RPS6KC1	0.275184815947823	0.2598	0.4642	0.2844	0.5592	0.0536	0.0372	0.0989	0.0808
GUK1	0.556068169985789					0.4912	0.3032	0.3054	0.1346
CDC42BPA	0.602665539605612	0.1268	0.1684	0.1514	0.135	0.576	0.7206	0.529	0.7734
PTPN14	0.657376830224178	0.9782	0.915	0.9974	0.981	0.4726	0.5068	0.3536	0.508
ENAH	0.596327314037561	0.5938	0.6048	0.7296	0.7078	0.0993	0.0091	0.1176	0.0117
SLC30A1	0.512337483216996	0.548	0.5516	0.5076	0.5494	0.9866	0.841	0.9422	0.892
CD34	0.268259049095934	0.375	0.5304	0.1484	0.262	0.854	0.6616	0.8926	0.6362
SLC30A10	0.780143823011454	0.5822	0.2848	0.625	0.3168	0.7384	0.8064	0.739	0.752
SRGAP2	0.092663527288543	0.1436	0.1166	0.1002	0.0721	0.3668	0.3182	0.3894	0.333
ARID4B	0.546620223630295	0.5116	0.3764	0.5382	0.4074	0.5988	0.3572	0.5538	0.2506
SDCCAG8_ENSG00000054282	0.838934740763401	0.593	0.515	0.5628	0.4748	0.6516	0.7702	0.5564	0.7146
SIPA1L2	0.787206595827337	0.8824	0.983	0.8338	0.9466	0.9616	0.7646	0.85	0.6546
AKT3_ENSG00000117020	0.566637976618162	0.4258	0.5208	0.415	0.5356	0.4694	0.616	0.4526	0.6074
LYST	0.579103180281552	0.3146	0.393	0.32	0.4132	0.978	0.7034	0.965	0.5918
DISC1	0.0564318846110109					0.9394	0.9988	0.8854	0.995
RPS7	0.585479778696743	0.4292	0.2374	0.5102	0.2666	0.9872	0.9686	0.957	0.9752
PUM2	0.632272777829454	0.5958	0.5544	0.7012	0.6144	0.5876	0.743	0.6468	0.8606
LAPTM4A	0.193630996691272	0.222	0.5002	0.2386	0.5652	0.7514	0.7298	0.7012	0.676
NCOA1	0.532787170952147	0.3532	0.5148	0.399	0.5738	0.2302	0.2698	0.2622	0.3086
EFR3B	0.0406592189302463	0.3698	0.3742	0.1458	0.1338	0.657	0.6034	0.5176	0.4602
RAB10	0.312193345144091	0.0901	0.1082	0.0732	0.114	0.8334	0.9916	0.848	0.9638
BIRC6	0.541062129050678	0.1794	0.1522	0.1318	0.086	0.7004	0.926	0.699	0.9656
ATAD2B	0.252575775951235					0.3688	0.1308	0.3354	0.1122
YWHAQ	0.757582523244398	0.9224	0.7666	0.9146	0.7638	0.5438	0.5314	0.3392	0.391
KIDINS220	0.558836917455857	0.8486	0.992	0.9376	0.8918	0.5896	0.1514	0.6214	0.2364
ROCK2	0.0714512584328299	0.6128	0.8278	0.6268	0.833	0.534	0.5042	0.5394	0.5404
SLC5A6	0.19822576224322	0.3876	0.527	0.3476	0.4978	0.971	0.793	0.899	0.8102
MBOAT2	0.731935586935636	0.2482	0.2086	0.208	0.1356	0.606	0.56	0.6534	0.6116
RHOB	0.0164013868861666	0.3308	0.387	0.269	0.3472	0.8404	0.9628	0.6614	0.9264
ASAP2	0.284931519582049	0.5088	0.2882	0.6286	0.3992	0.887	0.9774	0.905	0.8692
NBAS	0.637930986780574	0.5482	0.6814	0.5534	0.6834	0.5052	0.1482	0.5232	0.1894
BABAM2	0.816196187806872	0.528	0.786	0.5346	0.8558	0.4426	0.2302	0.2444	0.0941
VSNL1	0.242727589893591	0.3852	0.1998	0.3264	0.1316	0.4254	0.3422	0.2492	0.1972
ITSN2	0.440137727976009	0.4032	0.3164	0.5134	0.4072	0.6718	0.5436	0.4898	0.3518
LINC00486	0.579961610800278	0.9554	0.7912	0.8856	0.7304	0.475	0.2604	0.3178	0.12
MAP4K3	0.973325209443638	0.505	0.6148	0.5038	0.504	0.1978	0.203	0.2628	0.2624
EIF2AK2	0.503811428353004	0.2286	0.2578	0.304	0.3338	0.7086	0.7062	0.5838	0.581
XPO1	0.63479271577789					0.5898	0.757	0.6712	0.8342
SPTBN1	0.612125871654881					0.791	0.966	0.603	0.948
RTN4	0.810278012298458	0.6674	0.8346	0.473	0.7246	0.277	0.2232	0.1218	0.0934
CCDC88A	0.302957120136981	0.423	0.366	0.4276	0.3182	0.8764	0.6448	0.8444	0.7074
USP34	0.790090334713165	0.5108	0.3008	0.6632	0.4396	0.254	0.0665	0.2712	0.109
EHBP1	0.786775145821016	0.9526	0.825	0.7834	0.9428	0.513	0.4582	0.5632	0.4808
PRKD3	0.551448026236597	0.061	0.0499	0.0751	0.0604	0.9112	0.7022	0.8118	0.6166
SOS1	0.621988488008518	0.9168	0.901	0.8206	0.8002	0.6766	0.999	0.5354	0.989
THADA	0.748389531666535					0.627	0.3834	0.5476	0.35
EPAS1	0.915430623201108	0.7872	0.9352	0.5776	0.975	0.837	0.8842	0.6812	0.8892
RAB1A	0.734130356974464	0.7776	0.4002	0.748	0.2694	0.3238	0.6602	0.2946	0.6602
ACTR2	0.506111477864124	0.8766	0.7956	0.7942	0.7264	0.3672	0.3396	0.3612	0.3116
PREPL	0.188085773743691	0.592	0.3964	0.437	0.2448	0.4886	0.408	0.3174	0.281
FBXO11	0.577067490200004	0.8628	0.5386	0.693	0.3458	0.6244	0.8088	0.6342	0.8582
CAMKMT	0.765077496341674	0.9768	0.9936	0.8688	0.9314	0.6494	0.3608	0.6682	0.3926
RPS27A	0.143035660155123	0.4616	0.6834	0.4554	0.6452	0.965	0.8046	0.9332	0.8032
WDPCP	0.0316081985331768	0.654	0.2738	0.6758	0.2702	0.785	0.627	0.8738	0.7602
CRIM1_ENSG00000150938	0.709373475843372	0.6336	0.7728	0.7412	0.8214	0.5114	0.697	0.4432	0.6066
ACYP2	0.699155791406423					0.9786	0.7344	0.9414	0.86
FEZ2	0.943679746089759	0.3148	0.3276	0.3294	0.3378	0.293	0.3316	0.2558	0.3248
PRKCE	0.969516513620719	0.6248	0.6924	0.717	0.8092	0.5104	0.419	0.5302	0.4356
COMMD1	0.45806618804855					0.8624	0.8404	0.8942	0.902
NRXN1	0.235215631101721	0.7876	0.6394	0.7374	0.615	0.5848	0.6398	0.6546	0.668
SLC8A1	0.622348903123937	0.6748	0.5392	0.7656	0.6888	0.2774	0.6454	0.2218	0.5962
PELI1	0.513757726126593	0.0937	0.583	0.0988	0.6646	0.8378	0.8748	0.8886	0.7864
MAP4K3-DT	0.683326763276147	0.342	0.3972	0.2016	0.271	0.9744	0.9074	0.9528	0.9548
TMSB10	0.860952240030336	0.8484	0.5822	0.7188	0.4508	0.9058	0.4966	0.8672	0.376
CTNNA2	0.325105708393954	0.4448	0.3602	0.3428	0.1806	0.6572	0.6016	0.7248	0.6524
ZNF638	0.487802441151877	0.417	0.4216	0.3168	0.3604	0.8154	0.7504	0.7524	0.6456
AAK1	0.625320545985582					0.1686	0.284	0.2128	0.3418
EXOC6B	0.249118357943714	0.183	0.0983	0.1726	0.102	0.351	0.4318	0.3746	0.5324
USP39	0.935681445593427	0.6312	0.8426	0.563	0.8388	0.9486	0.8524	0.9138	0.8132
VAMP5	0.476208701690771					0.7622	0.5166	0.7262	0.4498
LRRTM4	0.414694347862038	0.8608	0.8918	0.858	0.8824	0.7072	0.642	0.7924	0.733
MAP4K4	0.890513850018918					0.8134	0.8504	0.6778	0.746
RPL31	0.0664562651702513	0.1436	0.414	0.1442	0.4306	0.5186	0.6058	0.4176	0.4638
TMEM131	0.427299055662254	0.2526	0.3176	0.2504	0.3154	0.8546	0.9496	0.8442	0.9584
COX5B	0.585757208436394	0.9092	0.7746	0.7974	0.6184	0.5132	0.2886	0.3894	0.1594
GCC2	0.551836985027097	0.6244	0.6796	0.5174	0.5458	0.3994	0.5736	0.3516	0.583
ANKRD36	0.535909371488056	0.2198	0.2106	0.2316	0.2304	0.1758	0.0599	0.1548	0.0595
AFF3	0.543878314956532	0.7094	0.6352	0.6738	0.6834	0.6024	0.4376	0.554	0.4136
RANBP2	0.112005872565514	0.1436	0.0078	0.0581	0.0051	0.463	0.6362	0.3264	0.6024
EIF5B	0.647693207099402	0.338	0.1862	0.328	0.146	0.638	0.5704	0.5892	0.5234
LIMS1	0.916545579647791	0.7334	0.6204	0.602	0.501	0.955	0.9538	0.8886	0.9354
NPAS2	0.231265338799922	0.9658	0.983	0.8858	0.9256	0.929	0.9402	0.9072	0.9274
MIR4435-2HG	0.115613262736014	0.0639	0.0894	0.0426	0.0594	0.6536	0.5884	0.7054	0.5862
R3HDM1	0.0191957891937586	0.3836	0.409	0.1518	0.12	0.7176	0.8476	0.7026	0.8428
LIMS2	0.0532600771232548	0.5444	0.655	0.5654	0.662	0.9	0.8906	0.7714	0.9072
CLASP1	0.460446499484858	0.445	0.3142	0.4806	0.3536	0.4256	0.2982	0.399	0.2668
RAB3GAP1	0.667739779702691	0.1936	0.1228	0.1408	0.075	0.6528	0.884	0.671	0.8802
GTDC1	0.0554502809314713	0.3462	0.4816	0.3556	0.4866	0.9136	0.7318	0.9656	0.7316
WDR33	0.625522078766082	0.647	0.722	0.6602	0.6994	0.8578	0.6846	0.674	0.4834
MGAT5	0.21193379731294	0.1466	0.0755	0.1636	0.0763	0.8866	0.706	0.8952	0.5396
LRP1B	0.677649339485911	0.9684	0.9808	0.972	0.9832	0.4778	0.6758	0.5588	0.7866
ZEB2	0.707198903944035	0.6398	0.8648	0.5532	0.796	0.3948	0.632	0.2426	0.5066
MAP3K2	0.694258921498203	0.4464	0.34	0.4396	0.3252	0.7504	0.2614	0.6522	0.1482
DPP10	0.600908833903393					0.5452	0.6446	0.603	0.7108
DYNC1I2	0.270677889532171	0.4084	0.215	0.4252	0.147	0.5796	0.5532	0.4748	0.4422
COBLL1	0.272744854484126	0.4194	0.6022	0.3066	0.4608	0.8806	0.8424	0.7158	0.8348
ITGA6	0.0605790148278333	0.655	0.5836	0.4324	0.338	0.9774	0.8368	0.8786	0.8556
RAPGEF4	0.500966830150369	0.2976	0.321	0.3008	0.258	0.9298	0.8946	0.8538	0.8398
MAP3K20	0.733839505062013	0.989	0.784	0.985	0.8348	0.6704	0.9032	0.6554	0.9062
ACVR1	0.226648027689016	0.1574	0.1512	0.0862	0.0576	0.954	0.941	0.821	0.9364
TANC1	0.897907347530128	0.7932	0.5872	0.693	0.5168	0.9496	0.6694	0.9202	0.6054
NFE2L2	0.696239279179996	0.7634	0.8388	0.711	0.8048	0.6134	0.3036	0.548	0.2746
BAZ2B	0.682252785989716	0.5068	0.7744	0.4634	0.8896	0.9222	0.8704	0.8914	0.8812
CHN1	0.469998826945132	0.804	0.8006	0.7458	0.7712	0.5858	0.4426	0.4212	0.2746
MARCHF7	0.472836884220561	0.2524	0.2274	0.2476	0.2212	0.8902	0.9296	0.948	0.8142
TANK	0.905302602013154	0.408	0.243	0.1982	0.082	0.2562	0.3056	0.1944	0.2368
PPIG	0.841493403762994					0.455	0.6816	0.4744	0.7326
ITPRID2	0.440550138350528	0.3536	0.4292	0.1914	0.3078	0.8596	0.9628	0.5828	0.9226
PKP4	0.88011590137629	0.674	0.772	0.5748	0.723	0.631	0.7078	0.4266	0.6236
ZNF385B	0.16147983112375	0.3166	0.3832	0.1414	0.2018	0.8052	0.782	0.755	0.7736
UBR3	0.623423393158379					0.8888	0.6118	0.9232	0.6422
RBMS1	0.298923621791815					0.9848	0.8536	0.9762	0.8104
TTN	0.841759842426012	0.9814	0.9098	0.952	0.8904	0.9532	0.982	0.8534	0.933
FMNL2	0.738639088161835					0.811	0.8604	0.7908	0.955
NOSTRIN_ENSG00000163072	0.585660565855158	0.7002	0.4408	0.602	0.334	0.7738	0.748	0.6172	0.7206
SLC38A11	0.706150639696984	0.521	0.4426	0.5406	0.3504	0.9112	0.8016	0.8786	0.7706
UBE2E3	0.820521964583418	0.9908	0.9048	0.99	0.8744	0.4876	0.6714	0.5738	0.7684
HNRNPA3	0.964418393913297	0.8522	0.8094	0.7932	0.7444	0.6282	0.7978	0.6102	0.8626
SP3	0.356974837293166	0.858	0.858	0.6936	0.7158	0.5106	0.6524	0.5492	0.7472
SESTD1	0.681870107325201					0.5162	0.6888	0.2286	0.468
TLK1	0.494248600109534	0.785	0.9104	0.734	0.88	0.8532	0.7952	0.894	0.8178
STK39	0.446319633346982	0.8204	0.654	0.8432	0.7382	0.9048	0.9244	0.8944	0.853
MBD5	0.854714065922786	0.5484	0.6246	0.762	0.8168	0.466	0.3404	0.4662	0.3912
_ENSG00000218175	0.510688990630741	0.7798	0.689	0.8364	0.7356	0.9116	0.7216	0.9762	0.7452
_ENSG00000233762	0.73455975100765	0.3998	0.2158	0.447	0.2362	0.7316	0.497	0.727	0.4432
_ENSG00000236283	0.0214300029873044	0.5662	0.607	0.5578	0.6048	0.9172	0.9672	0.9084	0.9204
CFLAR	0.909948520179386	0.5564	0.3644	0.4218	0.2028	0.9694	0.9978	0.8914	0.9932
TFPI	0.392384603248867					0.6954	0.6422	0.6802	0.6168
CLK1	0.302328942638058	0.5924	0.5852	0.6478	0.649	0.8592	0.6192	0.7964	0.5478
NCKAP1	0.250226021500508					0.9414	0.8732	0.9992	0.7294
ANKRD44	0.099017843725942	0.0102	0.0313	0.0084	0.0247	0.5286	0.855	0.4602	0.9286
MAP2	0.761819638272032	0.4996	0.719	0.485	0.7442	0.7616	0.6688	0.6752	0.6044
INO80D	0.643784621109248	0.994	0.946	0.9162	0.9906	0.4522	0.2464	0.3366	0.1196
PIKFYVE	0.978696569884626	0.4154	0.2276	0.419	0.2676	0.8184	0.4764	0.7746	0.4444
FN1	0.466403262726095					0.8136	0.7684	0.759	0.7296
GLS	0.0900951557862491	0.437	0.3474	0.4552	0.3646	0.7118	0.495	0.6516	0.348
