gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
KIF1A	0.127676454027479	0.4158	0.4492	0.2972	0.3352	0.5022	0.6824	0.4936	0.681
CHL1	0.865813672369108	0.5644	0.5716	0.5732	0.5804	0.5312	0.5286	0.547	0.5278
RPL32	0.415502862629691	0.6928	0.7776	0.7874	0.8784	0.7196	0.7582	0.7216	0.7754
ATP2B2	0.264099156050802	0.4754	0.5174	0.47	0.5328	0.8004	0.8608	0.7442	0.774
SYN2	0.743010733118249	0.6542	0.5444	0.672	0.597	0.7754	0.9294	0.767	0.9266
RPL15	0.799291591025177	0.9352	0.8198	0.836	0.699	0.6296	0.6344	0.5496	0.5264
BRK1	0.864267864716927	0.4628	0.8472	0.3974	0.8844	0.6332	0.638	0.5676	0.5206
EIF1B	0.143856518432945	0.1938	0.2394	0.1892	0.2294	0.7954	0.7888	0.8582	0.8308
CLASP2	0.521198349260666	0.4494	0.6348	0.4022	0.622	0.7384	0.971	0.7178	0.9706
BSN	0.358205079267754	0.3262	0.3512	0.2596	0.3242	0.5676	0.6134	0.582	0.6386
CAMKV	0.886248605587647	0.6642	0.5142	0.7334	0.5928	0.5788	0.6012	0.583	0.5994
ARPP21	0.801081945221698	0.714	0.718	0.648	0.6168	0.2528	0.2632	0.0292	0.0604
CCK	0.239874013681149	0.3328	0.3644	0.291	0.3004	0.7448	0.876	0.652	0.76
TMA7	0.178791173647987	0.3384	0.418	0.23	0.2938	0.5004	0.4718	0.329	0.3284
DOCK3	0.498835868192526	0.5536	0.5818	0.4318	0.4904	0.5904	0.6746	0.518	0.547
ARL6IP5	0.157077339657862	0.3398	0.4424	0.17	0.3254	0.368	0.4332	0.166	0.2206
CADM2	0.895216895637819	0.8876	0.8292	0.8154	0.8622	0.6046	0.5416	0.554	0.4454
ROBO2	0.305041350786329	0.4026	0.456	0.4382	0.5154	0.6042	0.7962	0.5056	0.7022
ATP6V1A	0.632853090543456	0.4722	0.3618	0.4408	0.3528	0.6356	0.4702	0.5498	0.4112
TAGLN3	0.226600657784199	0.766	0.9876	0.7708	0.9912	0.6546	0.5298	0.4834	0.369
KALRN	0.912976505446209	0.3026	0.1886	0.1818	0.1094	0.243	0.2892	0.1238	0.1762
GAP43	0.91132441384378	0.4214	0.3918	0.3846	0.3852	0.8076	0.7104	0.8236	0.667
LSAMP	0.796628117784345	0.7174	0.4376	0.6328	0.509	0.7768	0.7738	0.718	0.662
CD47	0.655303141427155	0.5734	0.513	0.5638	0.4936	0.4382	0.3334	0.31	0.2258
RAB6B	0.284793768436695	0.1258	0.3748	0.1858	0.4958	0.6392	0.4902	0.6288	0.5278
CLSTN2	0.437656130758017	0.3368	0.4154	0.2544	0.346	0.3208	0.3244	0.2568	0.2344
SEC62	0.0299638121370501	0.0795	0.109	0.01	0.0129	0.4706	0.4396	0.2722	0.2274
PEX5L	0.221364719618999	0.2496	0.3794	0.1246	0.2472	0.1866	0.1968	0.0389	0.0545
NCEH1	0.277639309515001	0.636	0.4454	0.6484	0.497	0.9428	0.867	0.9306	0.8426
SERPINI1	0.669175880972927	0.77	0.6366	0.607	0.4772	0.6792	0.7	0.6098	0.6256
NLGN1	0.680737487088741	0.3574	0.1904	0.2902	0.14	0.752	0.7772	0.695	0.657
CRMP1	0.426549974888937	0.879	0.7534	0.9774	0.7382	0.572	0.6096	0.5594	0.6198
PPP2R2C	0.552803805061893	0.6518	0.9072	0.7048	0.9114	0.6764	0.6052	0.661	0.5782
FGF12	0.999859722368107	0.6724	0.619	0.656	0.567	0.678	0.632	0.6316	0.5738
EIF4A2	0.421874344567509	0.3046	0.4188	0.1726	0.292	0.4346	0.7046	0.2992	0.6724
NAT8L	0.30303541119331	0.2944	0.1696	0.0652	0.0575	0.3408	0.239	0.196	0.1024
C4orf48	0.621638955415687	0.974	0.815	0.9958	0.7574	0.2208	0.1486	0.1332	0.0835
OCIAD1	0.424436120441387	0.43	0.4054	0.452	0.4382	0.4994	0.5942	0.2816	0.4204
ATP8A1	0.732379111813427	0.8958	0.6724	0.908	0.6642	0.4346	0.373	0.2848	0.209
UCHL1	0.241618431263047	0.4164	0.3982	0.4306	0.4312	0.5612	0.729	0.4696	0.6142
LDB2	0.399810767339046	0.3822	0.392	0.3412	0.333	0.2778	0.327	0.0423	0.1094
PCDH7	0.832675751875392	0.9998	0.9884	0.998	0.99	0.917	0.9216	0.8108	0.8756
KCNIP4_ENSG00000185774	0.573771686808324	0.8358	0.5466	0.8796	0.5504	0.699	0.9488	0.5978	0.889
RUFY3	0.900685469334391	0.671	0.523	0.6162	0.4894	0.3642	0.4282	0.1638	0.3204
CCNI	0.0946488859326889	0.123	0.1508	0.0346	0.0648	0.729	0.911	0.7974	0.9498
RASGEF1B	0.573342947528868	0.6482	0.7956	0.669	0.9036	0.6696	0.782	0.6234	0.7834
G3BP2	0.468086042565143	0.953	0.754	0.9606	0.7934	0.646	0.6418	0.6334	0.6382
SCD5	0.544227031324558	0.836	0.7744	0.8284	0.7714	0.9198	0.731	0.8124	0.6014
ADGRL3	0.390500231960652	0.8494	0.8704	0.7954	0.8016	0.7442	0.8428	0.6552	0.7488
PPP3CA	0.637263747732988	0.8184	0.7072	0.7384	0.7554	0.6404	0.7154	0.6294	0.6726
SNCA	0.721121772065279	0.4556	0.595	0.333	0.5128	0.45	0.5128	0.4208	0.447
ANK2	0.500701129889988	0.565	0.4622	0.4896	0.3708	0.3142	0.2298	0.1822	0.1122
SPARCL1	0.0901732414426586	0.0901	0.1294	0.0083	0.0259	0.516	0.6058	0.366	0.4172
GUCY1B1	0.449896635130525	0.7452	0.8924	0.7426	0.8216	0.5246	0.4288	0.4602	0.3244
TRIM2	0.736086940871248	0.5072	0.3414	0.4832	0.3484	0.939	0.887	0.9594	0.875
FBXW7	0.347224772526083	0.4572	0.508	0.3816	0.5072	0.255	0.2772	0.116	0.1816
GRIA2	0.0902537171733461	0.1134	0.3528	0.1588	0.4212	0.4176	0.4138	0.3842	0.4098
KIAA1109	0.766166975271739	0.9	0.9478	0.9716	0.9808	0.7944	0.7876	0.6254	0.6064
SCOC	0.656878612790043	0.8152	0.8918	0.683	0.7902	0.7556	0.6928	0.7454	0.6126
CPE	0.969661914086329	0.7606	0.9848	0.9096	0.9012	0.741	0.8324	0.6998	0.758
GPM6A	0.286797505472532	0.6812	0.7152	0.6442	0.6728	0.8618	0.7578	0.8342	0.5624
SUB1	0.708859407693907	0.829	0.81	0.9008	0.8896	0.5582	0.5328	0.5888	0.4836
MARCHF6	0.145996025627214	0.291	0.37	0.2182	0.2982	0.9876	0.869	0.995	0.827
LMBRD2	0.427457106797703	0.633	0.6972	0.5836	0.638	0.6218	0.6908	0.6352	0.7296
CTNND2	0.698800160876216	0.9526	0.9224	0.8474	0.834	0.5096	0.5614	0.3974	0.4688
BASP1	0.239721241218009	0.6632	0.9742	0.614	0.9694	0.3188	0.2356	0.1802	0.1098
PDE4D	0.552998585525535	0.5566	0.5998	0.682	0.712	0.571	0.829	0.3836	0.7344
MAP1B	0.0813360092948048	0.0835	0.1534	0.0361	0.0654	0.477	0.4274	0.2406	0.229
PIK3R1	0.0372136826550876	0.2926	0.3562	0.3266	0.3986	0.5046	0.3968	0.4724	0.362
RAB3C	0.202325409185182	0.3112	0.2264	0.2684	0.1746	0.7438	0.7268	0.7102	0.6594
MEF2C	0.280505117806622	0.5326	0.519	0.4646	0.4414	0.8628	0.7586	0.8846	0.7168
SCAMP1	0.858277140741904	0.7692	0.847	0.6424	0.6964	0.6466	0.603	0.611	0.5232
COX7C	0.231810353083215	0.3134	0.3854	0.252	0.2842	0.7312	0.8	0.7488	0.8052
TBCA	0.0994903618177278	0.172	0.213	0.0424	0.0678	0.9434	0.8064	0.9706	0.7982
ENC1	0.862496724105775	0.7346	0.6388	0.6944	0.637	0.8246	0.6252	0.6974	0.4496
PJA2	0.542870303126914	0.6062	0.2132	0.4756	0.1406	0.6028	0.6022	0.5464	0.5002
SKP1	0.0303888737278916	0.1386	0.2592	0.1846	0.3204	0.7638	0.783	0.7734	0.7606
UBE2B	0.741328821079138	0.6522	0.6542	0.5578	0.6116	0.25	0.272	0.1344	0.1624
REEP5	0.658388029729928	0.894	0.8542	0.7642	0.8258	0.5788	0.6936	0.4064	0.5838
KIF3A	0.657848217266565	0.5436	0.495	0.4944	0.3938	0.7946	0.762	0.7076	0.6792
NREP	0.289999078282334	0.4514	0.624	0.2644	0.477	0.178	0.1242	0.0186	0.0188
SPOCK1	0.963326695155832	0.9726	0.9272	0.9958	0.9144	0.2702	0.2382	0.1976	0.152
CAMK4	0.684622271370678	0.7772	0.8884	0.7844	0.9022	0.3936	0.4648	0.209	0.286
HINT1	0.952675384205975	0.5492	0.412	0.4596	0.3332	0.8234	0.8606	0.8824	0.8876
VDAC1	0.30416746196193	0.2488	0.4868	0.2714	0.5632	0.634	0.767	0.5068	0.6102
CYFIP2	0.830138345604833	0.7996	0.6658	0.7606	0.6076	0.8216	0.6744	0.838	0.66
CAMK2A	0.802851620120973	0.9996	0.5558	0.9364	0.6946	0.8476	0.7308	0.7832	0.499
NDFIP1	0.834412895028174	0.6808	0.673	0.6076	0.5872	0.7074	0.9062	0.6872	0.8826
GABRB2	0.98672951104546	0.807	0.837	0.8784	0.903	0.7102	0.7938	0.6808	0.7404
PPP2R2B	0.570052172979739					0.604	0.692	0.5956	0.6028
RPS14	0.767092160053638	0.49	0.4494	0.4536	0.4134	0.6008	0.6382	0.5428	0.5666
KCTD16	0.891843457044569	0.3086	0.1022	0.3222	0.0956	0.8072	0.956	0.5488	0.7178
ANXA6	0.283801314405527	0.3904	0.5664	0.4518	0.6506	0.531	0.419	0.5236	0.4248
GABRA1	0.959539338255925	0.9646	0.8434	0.96	0.8954	0.7276	0.877	0.69	0.8422
SNCB	0.0123301052712496	0.2384	0.1766	0.0407	0.0303	0.3976	0.3196	0.234	0.139
GABRG2	0.563135404463167	0.909	0.9146	0.9886	0.9996	0.6472	0.5224	0.6108	0.4936
CANX	0.828646782961496	0.802	0.5518	0.7798	0.4794	0.6434	0.5498	0.6042	0.4832
TUBB2A	0.0901390776801638	0.3072	0.5384	0.2822	0.53	0.2362	0.3632	0.2218	0.357
NSG2	0.180697832632532	0.2418	0.176	0.1538	0.1116	0.5916	0.5052	0.5978	0.5218
PHACTR1	0.374432575876235	0.0917	0.1506	0.1248	0.1712	0.3366	0.3812	0.1608	0.2184
CAP2	0.714117055516492	0.8908	0.7786	0.945	0.8766	0.5438	0.7542	0.5232	0.7476
NRN1	0.632260013808958	0.3238	0.4206	0.2778	0.3898	0.7246	0.7456	0.6082	0.6186
TUBB_ENSG00000196230	0.010002163338455	0.0394	0.0548	0.02	0.0397	0.3532	0.3048	0.2676	0.232
GABBR1_ENSG00000204681	0.643076064753006	0.3088	0.3852	0.2874	0.4114	0.6404	0.669	0.6296	0.6632
NUDT3	0.500049453075142	0.5272	0.5108	0.5942	0.555	0.6068	0.5638	0.5538	0.485
TMEM14A	0.493396040498329	0.6196	0.56	0.6	0.5388	0.998	0.9816	0.9678	0.916
HSP90AB1	0.694211946688449	0.9418	0.9038	0.9668	0.8694	0.4288	0.3582	0.404	0.2814
ADGRB3	0.853587258986447	0.9692	0.9774	0.94	0.988	0.4444	0.6458	0.2806	0.508
MTCH1	0.87733763747851	0.4926	0.4796	0.4764	0.4526	0.8022	0.9384	0.7648	0.8852
SNX3	0.932102111597883	0.7888	0.916	0.8468	0.9276	0.9864	0.9676	0.8674	0.8472
COX7A2	0.363376306828319	0.1988	0.2244	0.1726	0.1812	0.8252	0.8726	0.8842	0.917
TMEM30A	0.836157683086501	0.6196	0.4454	0.5444	0.3526	0.68	0.9718	0.6916	0.9708
FUT9	0.16425469203167	0.2702	0.4998	0.182	0.4354	0.2694	0.3612	0.0971	0.2464
HIVEP2	0.667697049060775	0.302	0.2608	0.2002	0.1672	0.2688	0.3484	0.064	0.139
SERINC1	0.492699853604278	0.9104	0.8658	0.912	0.899	0.7726	0.5214	0.647	0.4202
WASF1	0.951245860926129	0.892	0.8382	0.6706	0.6216	0.5596	0.4346	0.517	0.3164
TSPYL1	0.771711843326497	0.7762	0.7278	0.772	0.7264	0.604	0.699	0.5466	0.6712
MARCKS	0.387890345462276	0.3228	0.5358	0.4314	0.716	0.547	0.4388	0.453	0.3408
PCMT1	0.337822173422572	0.7922	0.881	0.6748	0.7688	0.9494	0.9858	0.8318	0.9262
PRKAR1B	0.0330112964028803	0.2342	0.1896	0.0831	0.0626	0.2848	0.1936	0.1432	0.0623
ACTB	0.222292763236001	0.4626	0.4342	0.4724	0.4086	0.3132	0.2976	0.0774	0.1172
SNX10	0.630479426849901	0.747	0.5952	0.828	0.6634	0.485	0.4156	0.4394	0.3522
TSPAN13	0.66204518037165	0.4956	0.7956	0.574	0.907	0.6892	0.2038	0.6808	0.2178
RAC1	0.523095894221703	0.6688	0.5738	0.743	0.6038	0.5286	0.4692	0.516	0.4554
CYCS	0.537281070294776	0.5478	0.5264	0.534	0.5458	0.8144	0.8914	0.894	0.9324
NDUFA4	0.644673545611341	0.856	0.87	0.7564	0.7238	0.8478	0.8786	0.919	0.9106
NUDCD3	0.0608545942974003	0.0643	0.1444	0.0599	0.1044	0.7016	0.8318	0.6118	0.7108
CAMK2B	0.264133129544354	0.4654	0.3544	0.42	0.3682	0.3764	0.3204	0.2396	0.1652
CHCHD2	0.276312497651921	0.077	0.0595	0.0784	0.063	0.6768	0.749	0.5522	0.5932
SEPTIN7	0.245463306803905	0.2514	0.2048	0.193	0.1546	0.8528	0.803	0.8434	0.7262
ADCY1	0.271682704140804	0.8934	0.8944	0.9214	0.8984	0.7442	0.618	0.7642	0.618
PPIA	0.954069158586843	0.5476	0.6462	0.2768	0.413	0.8486	0.8408	0.8732	0.8186
RHBDD2	0.665506990161824	0.5636	0.6228	0.6334	0.6644	0.4248	0.3788	0.3498	0.235
STX1A	0.0237268399810218	0.0433	0.0665	0.0345	0.0568	0.1142	0.0794	0.0176	0.011
CACNA2D1	0.682303719019125	0.324	0.2966	0.1934	0.1832	0.4772	0.5932	0.263	0.4584
YWHAG	0.361060774094059	0.4704	0.5336	0.3268	0.409	0.7206	0.9094	0.6748	0.8516
GALNT17	0.100483664048011	0.1846	0.2588	0.1332	0.2356	0.2444	0.2958	0.164	0.1698
PCLO	0.532637229062527	0.5744	0.97	0.5914	0.9978	0.423	0.347	0.2938	0.1892
BCAP29	0.759355773966105	0.9344	0.9594	0.9674	0.9884	0.9628	0.9914	0.9006	0.8874
NRCAM	0.807470087122754	0.8182	0.699	0.6218	0.5288	0.81	0.9324	0.6654	0.8818
SLC26A3	0.216063618472566	0.2012	0.2444	0.161	0.252	0.559	0.6066	0.4708	0.5276
VGF	0.0706494584158551	0.2786	0.2912	0.1326	0.1464	0.3692	0.2556	0.2398	0.124
SRPK2	0.91260333880489	0.8254	0.8804	0.6876	0.7422	0.5124	0.5836	0.2226	0.3104
DYNC1I1	0.674321198993714	0.3942	0.6034	0.537	0.7966	0.6668	0.5642	0.5178	0.452
TMEM130	0.862848121771656	0.9942	0.9786	0.9948	0.9894	0.7768	0.9444	0.7938	0.939
MTPN	0.11496993403892	0.2468	0.123	0.1206	0.0641	0.5332	0.5054	0.419	0.3582
ATP6V1F	0.47427114151264	0.6976	0.9278	0.6422	0.9476	0.8506	0.904	0.9516	0.9064
DNAJB6	0.985468829590632	0.6408	0.7658	0.8086	0.9094	0.4772	0.8312	0.4254	0.7868
EPHB6_ENSG00000106123	0.345733019392421	0.0774	0.0817	0.0746	0.0737	0.1862	0.1438	0.1054	0.0678
RHEB	0.734233092728898	0.7412	0.7708	0.7088	0.7412	0.3546	0.3302	0.3448	0.3494
DPP6	0.837920232678647	0.7196	0.7292	0.7862	0.7462	0.6202	0.724	0.4622	0.6088
ATP6V0E2	0.153072332407435	0.0711	0.0229	0.0433	0.015	0.3244	0.2818	0.243	0.229
CNTNAP2_ENSG00000174469	0.0112783925059689	0.0208	0.0308	0.01	0.0134	0.3832	0.4786	0.2434	0.3268
CDKL5	0.342177277707832	0.4376	0.4214	0.5174	0.5308	0.3654	0.2976	0.3118	0.2656
GPM6B	0.854399707971539	0.8064	0.8062	0.8046	0.8136	0.322	0.3824	0.22	0.2974
CNKSR2	0.433717676746894	0.2464	0.1736	0.2988	0.2604	0.447	0.4348	0.3284	0.3258
TSPAN7	0.915167026554156	0.4506	0.4312	0.4304	0.4366	0.778	0.5674	0.655	0.4356
IL1RAPL1	0.790157279253309	0.9808	0.9856	0.9556	0.9976	0.5054	0.733	0.4716	0.6298
ATP6AP2	0.697853020936227	0.6988	0.6808	0.596	0.5866	0.6788	0.911	0.5632	0.8636
TMSB4X	0.563861410407796	0.6066	0.7742	0.6668	0.8126	0.8624	0.879	0.936	0.8566
SYN1	0.744461268149402	0.9798	0.7226	0.9852	0.6778	0.4854	0.4134	0.397	0.2794
SYP	0.645981137519128	0.277	0.4058	0.2182	0.3602	0.688	0.6726	0.5692	0.5558
PCSK1N	0.410587267415031	0.9886	0.6618	0.9844	0.4524	0.8918	0.9058	0.7524	0.734
USP11	0.885675158161178	0.2226	0.2112	0.1606	0.1336	0.3714	0.279	0.2572	0.1458
