gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
AGO1	0.485102429518746	0.0857	0.0524	0.0929	0.0622	0.0463	0.043	0.0606	0.0516
S100PBP	0.257902378062907	0.5406	0.59	0.4478	0.5214	0.83	0.8704	0.6758	0.8034
DLGAP3	0.951272036484196	0.275	0.5268	0.3098	0.5276	0.3482	0.2976	0.3718	0.3244
SFPQ	0.0693484726980844	0.5288	0.4128	0.4306	0.3256	0.799	0.757	0.5702	0.6122
MAP7D1	0.859374316052783	0.7844	0.8622	0.7142	0.8294	0.9398	0.9078	0.9256	0.915
OSCP1	0.392356785820871	0.8036	0.9922	0.764	0.9926	0.2978	0.3092	0.1334	0.1716
HPCAL4	0.0113420342546823	0.0883	0.1346	0.0738	0.1096	0.1016	0.1698	0.0639	0.1264
RLF	0.0081640039364158	1e-04	2e-04	3e-04	3e-04	0.0036	0.0023	0.0018	0.003
RIMS3	0.247070644089826	0.362	0.4022	0.3386	0.4106	0.2724	0.45	0.2192	0.3898
EBNA1BP2	0.0344724564412939	0.1134	0.124	0.0796	0.0917	0.0773	0.1412	0.0576	0.11
IPO13	0.914986796555832	0.8524	0.7326	0.839	0.7174	0.9036	0.8174	0.8722	0.7836
ATP6V0B	0.0457878270599362	0.6936	0.456	0.6238	0.3464	0.694	0.5018	0.6682	0.4238
B4GALT2	0.925840000427624	0.7362	0.644	0.5184	0.3494	0.9762	0.992	0.9596	0.9912
ERI3	0.977124251379092	0.5194	0.4022	0.261	0.185	0.7642	0.7316	0.6312	0.618
PTCH2	0.30918160250473	0.1266	0.1586	0.1386	0.1902	0.0291	0.0729	0.0188	0.0646
PRDX1	0.792350520593865	0.502	0.4108	0.5278	0.4272	0.6938	0.6018	0.6874	0.5978
FAAH	0.0268085440929579	0.6262	0.7478	0.483	0.6604	0.3474	0.5302	0.164	0.3502
NSUN4	0.273744063336549	0.1598	0.38	0.0237	0.1742	0.5894	0.6104	0.2184	0.3644
ADGRB2	0.0239494199885532	0.5642	0.2772	0.326	0.0775	0.892	0.7214	0.821	0.586
ZCCHC17	0.970969664785275	0.8434	0.6548	0.82	0.5762	0.6558	0.7878	0.644	0.7788
FABP3	0.390070910604719	0.721	0.9312	0.685	0.911	0.439	0.5164	0.4076	0.5052
KHDRBS1	0.010105273217438	0.1176	0.2422	0.0996	0.2206	0.2556	0.345	0.1252	0.3476
TMEM39B	0.768782306474868	0.167	0.2496	0.154	0.2322	0.4168	0.3356	0.3548	0.2706
CSMD2	0.996985833500402	0.3868	0.469	0.337	0.4334	0.4542	0.568	0.4256	0.55
HPCA	0.40901298026798	0.5444	0.6266	0.4702	0.5804	0.458	0.5012	0.3696	0.4272
PSMB2	0.774028255048213	0.7906	0.932	0.7206	0.9134	0.5508	0.5904	0.517	0.5934
AGO3	0.975981107240693	0.2028	0.1448	0.16	0.1062	0.1266	0.0827	0.0815	0.0536
ST3GAL3	0.52301660323487	0.0325	0.0414	0.016	0.02	0.2794	0.196	0.2032	0.1536
HIVEP3	0.72808023545845	0.5552	0.4298	0.4434	0.314	0.8102	0.6888	0.7738	0.6448
MACF1	0.487537304059025	0.1526	0.1774	0.1556	0.1724	0.0784	0.1796	0.0772	0.1754
CAP1	0.452044055949266	0.3548	0.6324	0.3404	0.608	0.6218	0.7722	0.564	0.7366
PPT1	0.844277107268539	0.7352	0.5114	0.7378	0.5016	0.623	0.5084	0.6508	0.5234
LRRC41	0.733196712142937	0.4638	0.4474	0.455	0.4444	0.1342	0.1314	0.1882	0.1774
NASP	0.780000852687866	0.1438	0.1304	0.1146	0.127	0.3898	0.4684	0.4118	0.5034
PUM1	0.00698751651366911	0.0287	0.0468	0.0296	0.053	0.0178	0.0247	0.0037	0.011
YARS1	0.0923894704887135	0.1658	0.1468	0.0608	0.0585	0.3892	0.3318	0.2094	0.19
PHC2	0.661658175761043	0.0643	0.0713	0.0665	0.0719	0.1786	0.1512	0.2216	0.1798
AGO4	0.327804064904453	0.311	0.4664	0.1222	0.3142	0.3142	0.3016	0.0578	0.083
C1orf216	0.821364778137837	0.9972	0.8944	0.9982	0.8826	0.9842	0.8944	0.9862	0.8706
KIAA0319L	0.37838365643971	0.2456	0.1786	0.214	0.1518	0.1142	0.1776	0.0523	0.1122
AZIN2	0.290546345967235	0.1116	0.1352	0.0671	0.0925	0.1018	0.2348	0.0137	0.0876
RPS8	0.682993267817401	0.811	0.9018	0.7778	0.858	0.4756	0.5324	0.3914	0.4478
PTPRF	0.404255823505291	0.9276	0.8884	0.912	0.8618	0.4844	0.504	0.454	0.4962
ZMYM4	0.256486149945741	0.7766	0.9528	0.7078	0.9462	0.6264	0.6724	0.4984	0.5654
RHBDL2	0.963944935255586	0.868	0.7412	0.8264	0.6672	0.3828	0.2952	0.1438	0.0707
CCDC24	0.013317971135689	0.0326	0.0284	0.0299	0.0311	0.0289	0.0474	0.0142	0.0334
GPBP1L1	0.125768881258713	0.8026	0.9752	0.8046	0.9754	0.2964	0.5018	0.1027	0.3312
BSDC1	0.0930647244043869	0.7384	0.673	0.5924	0.5308	0.3706	0.3944	0.0432	0.0847
ZNF362	0.15058955128355	0.3196	0.2308	0.3228	0.2432	0.3412	0.323	0.2108	0.2472
ZSWIM5	0.841863713981548	0.5098	0.2642	0.4318	0.1942	0.7374	0.9132	0.688	0.9148
SDC3	0.752819624429616	0.7152	0.8372	0.6622	0.81	0.435	0.4368	0.2712	0.2792
PEF1	0.449744397829146	0.3308	0.348	0.254	0.2586	0.3758	0.492	0.3076	0.4164
SYNC	0.158402457910851	0.767	0.7602	0.7064	0.699	0.4544	0.4054	0.1866	0.1482
RBBP4	0.367800194744609	0.9224	0.6574	0.9006	0.5852	0.4902	0.589	0.3162	0.3202
SMIM12	0.139197714502917	0.1052	0.1098	0.0643	0.0642	0.3484	0.4488	0.2188	0.3238
MEAF6	0.62198536635554	0.5584	0.5814	0.4976	0.5198	0.9354	0.9768	0.9192	0.9634
NDUFS5	0.775145660142406	0.8262	0.8586	0.8042	0.8664	0.7304	0.6236	0.7258	0.6114
UQCRH	0.670187047383283	0.7996	0.7158	0.7704	0.6806	0.9104	0.8346	0.9074	0.8252
AKIRIN1	0.7769581920589	0.9472	0.654	0.9526	0.6562	0.2006	0.1034	0.1682	0.1082
ZBTB8OS	0.124938751071595	0.793	0.8304	0.7378	0.7704	0.7212	0.705	0.5972	0.6078
RIMKLA	0.533642862393253	0.4956	0.7694	0.4956	0.7412	0.086	0.0824	0.0864	0.1064
DMAP1	0.347909082785069	0.2608	0.1766	0.148	0.0741	0.7936	0.5944	0.6922	0.4548
EPHA10	0.920602400200344	0.3906	0.3042	0.4128	0.3368	0.0458	0.0359	0.0362	0.0366
SF3A3	0.291957583808736	0.7618	0.8988	0.634	0.8502	0.8464	0.8806	0.7698	0.8186
CCDC30	0.653902734766439	0.512	0.4642	0.4234	0.3816	0.7476	0.7062	0.652	0.616
RNF220	0.0864384218174947	0.0707	0.206	0.0564	0.188	0.4156	0.5322	0.2872	0.45
MTF1	0.254928786769831	0.7778	0.7246	0.6996	0.6026	0.7266	0.609	0.5878	0.513
STK40	0.0464148804494044	0.01	0.0144	0.0121	0.0194	0.006	0.0062	0.0096	0.0136
SZT2	0.0299811967616421	0.0054	0.0073	0.0032	0.0085	0.009	0.006	0.0072	0.0052
ARMH1	0.835839264497347	0.689	0.7114	0.6788	0.6968	0.3912	0.2326	0.193	0.1004
FOXJ3	0.166396283356626	0.9326	0.9746	0.9252	0.9772	0.4656	0.3608	0.3848	0.2196
INPP5B	0.726105196437531	0.5208	0.4528	0.3664	0.2698	0.216	0.21	0.073	0.0708
_ENSG00000228436	0.248676355761762	0.568	0.9904	0.5598	0.9914	0.4216	0.3798	0.2934	0.2464
_ENSG00000230955	0.858500425998973	0.8114	0.5702	0.7376	0.427	0.9844	0.9278	0.9826	0.8724
_ENSG00000238287	0.863262394974597	0.5514	0.51	0.4026	0.367	0.798	0.6914	0.6772	0.5616
LRRC7	0.0271702074799194	0.1602	0.1542	0.1236	0.1144	0.0665	0.0879	0.0299	0.0468
PTGER3	0.0775372441344731	0.3252	0.2036	0.125	0.0723	0.8872	0.754	0.83	0.693
NDC1	0.662931407148913	0.7286	0.5756	0.7178	0.5544	0.5578	0.445	0.429	0.3284
LRRC40	0.661597847094806	0.3056	0.2326	0.2418	0.1856	0.4874	0.5476	0.3044	0.4506
NRDC	0.153232448841479	0.2204	0.343	0.0764	0.17	0.2156	0.177	0.0281	0.024
MKNK1	0.00651502526572812	0.1556	0.159	0.0408	0.0359	0.5096	0.5594	0.2294	0.3314
HSPB11	0.742347382258816	0.3956	0.3272	0.2314	0.1622	0.9762	0.908	0.9554	0.8468
EPS15	0.664122687744559	0.7706	0.9698	0.7778	0.9676	0.9048	0.8636	0.8942	0.8462
ALG6	0.248342820745204	0.0195	0.0138	0.0136	0.0104	0.0684	0.0745	0.0335	0.0438
DHCR24	0.209907045682585	0.2888	0.3202	0.1608	0.2126	0.5454	0.728	0.4256	0.6676
SCP2	0.900951153516979	0.857	0.9924	0.808	0.989	0.7546	0.8622	0.7288	0.8412
TMEM59	0.379956770439232	0.362	0.395	0.2924	0.3074	0.9058	0.9012	0.8956	0.884
DOCK7	0.127117239135972	0.6586	0.9478	0.5514	0.9276	0.3032	0.552	0.0916	0.345
DNAJC6	0.0211861894200351	0.0915	0.0531	0.0178	0.0081	0.223	0.2068	0.0571	0.062
LEPR	0.659616905252412	0.5498	0.4666	0.5924	0.5122	0.3016	0.3998	0.3264	0.4336
SLC35D1	0.198633788230362	0.723	0.7312	0.742	0.745	0.0293	0.037	0.0159	0.0222
SRSF11	0.861694695714084	0.3766	0.3584	0.2068	0.2334	0.3806	0.2266	0.0706	0.0456
OSBPL9	0.588072521564343	0.63	0.6518	0.5786	0.6028	0.8016	0.7422	0.7658	0.6788
TXNDC12	0.203364441824961	0.0621	0.2112	0.0127	0.0692	0.472	0.4828	0.2128	0.2434
ANKRD13C	0.990505404476445	0.3234	0.3972	0.2806	0.3402	0.5166	0.5958	0.5032	0.5996
SGIP1	0.121237420301963	0.8442	0.8226	0.8598	0.8488	0.577	0.7502	0.5708	0.7238
ECHDC2	0.732990061726425	0.2944	0.5278	0.2224	0.432	0.1888	0.2818	0.1362	0.272
RNF11	0.0834907469820432	0.2398	0.2866	0.0906	0.1102	0.3384	0.3804	0.1498	0.196
ATPAF1	0.217212790632467	0.8536	0.7808	0.8354	0.7198	0.1598	0.1674	0.1514	0.147
