gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
_ENSG00000259834	0.0339972978111858	0.1604	0.3004	0.1176	0.265	0.0611	0.0769	0.0224	0.031
RNF115	0.439536093762124	0.6714	0.7222	0.6724	0.7384	0.2508	0.1582	0.1796	0.1262
_ENSG00000274642	0.315229453021141	0.9552	0.9432	0.9498	0.9256	0.5246	0.6358	0.5232	0.6406
HYDIN2	0.163476744641135	0.4258	0.4696	0.3154	0.3538	0.235	0.2498	0.0692	0.1024
LINC01632	0.471903575906308	0.0593	0.0399	0.0727	0.0601	0.6074	0.5598	0.4746	0.365
ASH1L	0.510901690915797	0.7812	0.9678	0.7812	0.9662	0.999	0.6464	0.9966	0.6504
GON4L	0.742596239800336	0.8372	0.6818	0.822	0.613	0.1456	0.1632	0.0784	0.1128
MEF2D	0.566553621766177	0.822	0.8194	0.8362	0.8302	0.8878	0.881	0.8124	0.8244
C1orf61	0.227855175679127	0.1516	0.1262	0.1982	0.1662	0.3332	0.6892	0.3468	0.6946
DAP3	0.660680424108482	0.2152	0.329	0.171	0.2762	0.0919	0.0915	0.0376	0.0309
ARHGEF11	0.792119286475636	0.493	0.6138	0.4898	0.5802	0.3182	0.4256	0.2512	0.3558
SYT11	0.509740862847875	0.2266	0.2198	0.2488	0.2032	0.5244	0.3812	0.5352	0.3756
VPS45	0.85370071343608	0.823	0.8074	0.7726	0.7896	0.6674	0.8586	0.6074	0.8166
SNX27	0.005952714665714	0.0428	0.0674	0.0307	0.0661	0.0478	0.0642	0.0109	0.0208
PIP5K1A	0.340511277650246	0.9262	0.6644	0.9318	0.6552	0.1332	0.1448	0.0738	0.1004
ENSA	0.582172547741432	0.6116	0.59	0.6476	0.6182	0.2302	0.3468	0.2226	0.3714
ARNT	0.753325236030829	0.142	0.1786	0.1192	0.1492	0.166	0.2128	0.166	0.1952
POGZ	0.261218594309809	0.6914	0.5908	0.6164	0.5368	0.0286	0.0339	0.0037	0.0365
TPM3	0.663363637952296	0.7744	0.5936	0.7746	0.6084	0.1514	0.2468	0.1788	0.2772
GATAD2B_ENSG00000143614	0.580913581928862	0.8258	0.7736	0.8148	0.7188	0.77	0.905	0.6918	0.8588
SV2A	0.0316889550698339	0.0727	0.0617	0.0422	0.0376	0.3188	0.3752	0.1854	0.2402
CELF3	0.0817855667705595	0.4542	0.703	0.2784	0.5874	0.3816	0.5632	0.1058	0.2282
ADAR	0.471818770945454	0.7162	0.857	0.7464	0.8728	0.902	0.8552	0.894	0.8356
FDPS	0.0821953652339165	0.158	0.1722	0.1676	0.157	0.0114	0.0067	0.016	0.0114
RPRD2	0.459265375330785	0.734	0.634	0.7538	0.6652	0.7712	0.8618	0.7366	0.8578
CCT3	0.0905127823663338	0.5942	0.7344	0.5924	0.7648	0.5022	0.643	0.3612	0.5112
PDE4DIP	0.0073884867510369	0.09	0.1036	0.1424	0.1512	0.0591	0.0732	0.0776	0.1086
MLLT11	0.466304371795449	0.3992	0.3332	0.3872	0.3382	0.2828	0.293	0.289	0.3156
MRPS21	0.762956881430402	0.7952	0.9574	0.7398	0.9586	0.2214	0.5846	0.1772	0.5454
LINC01138	0.658030240019848	0.5582	0.3714	0.5598	0.4134	0.631	0.4118	0.539	0.2998
_ENSG00000274265	0.110662893375207	0.018	0.0241	0.0062	0.0112	0.1292	0.0847	0.0427	0.0419
LINC00869	0.508623071325089	0.5676	0.6494	0.5496	0.648	0.5522	0.6792	0.4406	0.6234
KIFAP3	0.10463818517117	0.3488	0.424	0.2892	0.365	0.1858	0.3072	0.147	0.2632
SUCO	0.621979635048088	0.8482	0.7692	0.8474	0.7654	0.9662	0.5706	0.95	0.4216
TNR	0.716908071578466	0.2892	0.116	0.3206	0.1288	0.5042	0.4662	0.4442	0.383
RGS4	0.0846790260044647	0.2566	0.2978	0.221	0.2566	0.8754	0.9406	0.7886	0.9074
PRRC2C	0.833657447524212	0.5856	0.2784	0.559	0.2842	0.439	0.943	0.2882	0.9336
ATF6	0.41504522207705	0.7294	0.6706	0.7404	0.6654	0.0849	0.0679	0.1002	0.0885
COPA	0.617348564653543	0.213	0.1894	0.2304	0.173	0.5562	0.4146	0.5382	0.394
RC3H1	0.0416806449336723	0.7374	0.9876	0.7368	0.9868	0.3382	0.3662	0.1204	0.2272
ATP1B1	0.30344740957047	0.403	0.5114	0.3464	0.4754	0.674	0.7398	0.5762	0.6658
TIPRL	0.920927428126422	0.6028	0.4682	0.545	0.3638	0.6322	0.4214	0.6338	0.4108
NME7	0.666452853242207	0.8108	0.6414	0.8236	0.6676	0.3064	0.2104	0.2682	0.1704
DCAF6	0.782460341671774	0.607	0.5606	0.5988	0.543	0.1744	0.2644	0.126	0.2206
TMCO1	0.36752040514638	0.5058	0.4328	0.4972	0.4308	0.4216	0.474	0.3352	0.4368
POU2F1	0.0530039968308931	0.7532	0.8582	0.725	0.8256	6e-04	0.0022	0.0011	0.0026
ILDR2	0.0463772466046963	0.346	0.4482	0.26	0.3672	0.2222	0.227	0.1272	0.1872
MGST3	0.0715665581046764	0.4492	0.6854	0.3812	0.6152	0.1518	0.248	0.0755	0.138
COP1	0.530705943134133	0.757	0.9242	0.7256	0.9118	0.2214	0.3748	0.2408	0.378
SDHC	0.415877834911595	0.716	0.537	0.747	0.5864	0.4558	0.414	0.4272	0.3864
PFDN2	0.930216551368887	0.7074	0.6194	0.5634	0.5244	0.6402	0.752	0.3868	0.632
