geneType	pval_M_zinb	pval_M_kde	pval_S0_zinb	pval_S0_kde	pval_S1_zinb	pval_S1_kde	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.776	0.528	0.763	0.53	0.801	0.573	0.546195678550016	0.135608654556951	0.631907886231842
EE	0.259	0.355	0.258	0.346	0.266	0.355	0.286065804673874	1.31131285295975e-09	0.227523908271627
EE	0.108	0.113	0.104	0.096	0.124	0.121	0.0579535059055976	3.436088079314e-24	0.0137112206448567
EE	0.196	0.283	0.205	0.285	0.208	0.291	0.168199001850027	1.25911218884287e-08	0.085925780334947
multDE	0.535	0.161	0.547	0.116	0.574	0.122	0.548166087137791	0.0373250577768461	0.2005345814286
EE	0.169	0.127	0.163	0.143	0.176	0.145	0.145403712569698	1.79150554021278e-06	0.236179483417632
EE	0.382	0.364	0.359	0.34	0.341	0.337	0.576935136172555	0.000102438702320395	0.621113096377992
EE	0.108	0.258	0.122	0.25	0.123	0.241	0.038990332480958	2.69693731902661e-83	0.0408650941409632
EE	0.967	0.522	0.96	0.528	0.965	0.504	0.852715553611242	0.164433551698519	0.634777324920659
EE	0.035	0.026	0.022	0.021	0.022	0.017	0.027227143293345	9.66355154077299e-21	0.0933254780139778
EE	0.687	0.294	0.681	0.292	0.685	0.303	0.873899036436516	0.284218313313213	0.683426843042616
EE	0.34	0.94	0.343	0.945	0.336	0.943	0.87596937411465	0.828302407736313	0.970718928511302
EE	0.91	0.689	0.923	0.688	0.904	0.665	0.55800359174049	0.00131365981490872	0.511822760791783
EE	0.2	0.205	0.182	0.171	0.182	0.173	0.16745517948293	3.84723747526344e-40	0.151274610802964
EE	0.381	0.376	0.348	0.342	0.359	0.355	0.301164020182878	2.16604259630098e-20	0.252228705319266
EE	0.361	0.406	0.388	0.456	0.351	0.412	0.395028256551249	0.000799697207682582	0.478235756316769
EE	0.661	0.75	0.628	0.743	0.642	0.724	0.573697125167114	0.211970053604549	0.650495744603449
EE	0.763	0.751	0.739	0.748	0.731	0.739	0.545571233508398	1.52350937837568e-05	0.698242437645491
EE	0.698	0.618	0.681	0.624	0.688	0.631	0.778490618125651	0.112031906538893	0.636681450012634
EE	0.176	0.062	0.222	0.074	0.199	0.065	0.565965155866564	1.73839676990912e-60	0.122073206896745
EE	0.276	0.583	0.298	0.555	0.291	0.534	0.242277390537183	5.18670305530225e-05	0.217658182376294
multDE	0.081	0.018	0.069	0.022	0.072	0.03	0.081169060963626	9.34538142728724e-05	0.0772880509839165
dpDE	0.004	0.003	0.002	0.003	0.003	0.001	5.6522482565749e-07	1.56109617819646e-185	1.36652635647786e-07
multDE	0.627	0.669	0.608	0.664	0.621	0.665	0.534231095767458	0.0022027211016	0.321498440516206
EE	0.948	0.536	0.958	0.494	0.947	0.487	0.665643133275956	0.720356884318718	0.970644108366033
EE	0.239	0.269	0.269	0.275	0.26	0.264	0.203496118449533	2.97273593502048e-16	0.223080478993073
EE	0.865	0.85	0.841	0.857	0.834	0.832	0.370114644460809	0.0120549217083652	0.46399491848308
EE	0.224	0.081	0.26	0.115	0.238	0.085	0.578831607682383	0.36761713650945	0.342675416979939
EE	0.779	0.398	0.775	0.378	0.756	0.39	0.41716576529353	0.163404686152911	0.193796524836221
EE	0.87	0.891	0.878	0.896	0.851	0.889	0.811265185836166	0.00783012346250792	0.658420401464645
EE	0.036	0.037	0.04	0.038	0.028	0.03	0.0315094464227218	2.00892225979605e-12	0.0163817948634777
EE	0.597	0.866	0.563	0.87	0.6	0.851	0.66556717186912	0.149063690832324	0.853814558603436
EE	0.099	0.182	0.099	0.183	0.098	0.161	0.175043473482292	5.35191027700272e-09	0.0458887648440808
dpDE	0.011	0.022	0.008	0.019	0.014	0.023	3.84353259236371e-05	1.01288622837843e-148	0.000524223610269768
EE	0.511	0.561	0.498	0.576	0.492	0.583	0.776329924164716	0.245782667694526	0.951207297083145
EE	0.486	0.771	0.503	0.781	0.49	0.775	0.898909030131331	0.90915677796045	0.77903845304562
EE	0.451	0.714	0.443	0.712	0.443	0.705	0.402271183146551	0.00165971356070335	0.163190007451299
EE	0.891	0.848	0.914	0.87	0.894	0.825	0.844974254589508	0.624100145973628	0.904193117544433
EE	0.028	0.028	0.002	0.002	0.003	0.004	0.000527957302556939	1.62565685583955e-83	0.00174858507083579
EE	0.109	0.073	0.1	0.042	0.108	0.055	0.0609065183939477	3.89015360756888e-12	0.0300842946724955
EE	0.459	0.553	0.454	0.536	0.397	0.512	0.312664635199653	0.00244179897057433	0.534150952304756
EE	0.211	0.143	0.214	0.13	0.21	0.134	0.457867787295855	0.00179056673091077	0.540112881583317
EE	0.679	0.899	0.678	0.904	0.688	0.9	0.977361372692061	0.771419593793986	0.766642844035212
EE	0.311	0.25	0.284	0.247	0.263	0.23	0.266522781005668	3.45527349799082e-09	0.257807612133547
EE	0.698	0.211	0.69	0.201	0.666	0.193	0.8667102710699	0.034253541476602	0.602655927931454
EE	0.134	0.085	0.087	0.091	0.106	0.09	0.120444754960732	1.24629087004873e-22	0.0629328834071952
EE	0.844	0.45	0.839	0.494	0.834	0.466	0.668821437180578	0.00011511709941011	0.848846872793394
EE	0.39	0.688	0.401	0.698	0.344	0.663	0.65293651140633	0.469537505093347	0.982828675900866
EE	0.313	0.517	0.353	0.534	0.346	0.538	0.415980877378431	0.00187348951626258	0.27107539225556
multDE	0.247	0.355	0.249	0.316	0.245	0.311	0.267769568878759	0.000100407577361386	0.436757721981252
EE	0.551	0.708	0.562	0.724	0.564	0.716	0.814821170116131	0.224286848984436	0.829184690836307
EE	0.48	0.219	0.419	0.176	0.456	0.239	0.707652553692664	0.013376965391224	0.862629816079022
dpDE	0.075	0.06	0.066	0.05	0.077	0.052	0.000131592104947824	4.69064094260956e-62	0.000636432023028127
EE	0.78	0.988	0.773	0.986	0.793	0.985	0.868001950147348	0.361107275398906	0.748465333443069
EE	0.04	0.059	0.043	0.066	0.045	0.064	0.0925192792447002	5.98033767412804e-09	0.0620928853218477
EE	0.85	0.042	0.854	0.054	0.848	0.048	0.34664402459906	5.36173228582771e-05	0.355014758602711
EE	0.709	0.557	0.767	0.565	0.738	0.569	0.563333658171274	0.294111477370178	0.797344370548162
dpDE	0.016	0.01	0.019	0.015	0.017	0.004	0.000439732242827248	3.27895758567544e-70	0.0022578585024595
EE	0.541	0.739	0.538	0.768	0.547	0.783	0.990465747300542	0.239281484303405	0.715136219315903
EE	0.166	0.206	0.19	0.271	0.145	0.209	0.38934761919482	0.00019838207486334	0.385371236063008
EE	0.643	0.916	0.638	0.919	0.663	0.905	0.481461190164616	0.333043350501781	0.294996727661563
multDE	0.797	0.414	0.788	0.374	0.794	0.414	0.513468726280672	0.00385440674809021	0.119000398544905
EE	0.294	0.297	0.303	0.308	0.28	0.316	0.484774910790934	0.0102254229869639	0.438166577612287
EE	0.189	0.198	0.142	0.157	0.164	0.173	0.0983774440286051	3.97887656137102e-34	0.125751187501169
EE	0.302	0.281	0.175	0.186	0.158	0.165	0.202558150913993	9.464685389627e-11	0.055966983329939
EE	0.802	0.832	0.772	0.82	0.763	0.82	0.755007417507413	0.0141459719608473	0.305713351365252
multDE	0.725	0.363	0.681	0.328	0.683	0.32	0.568389028835102	1.31716780013709e-06	0.53607461255469
dpDE	0.001	0.001	0.001	0.001	0.001	0.001	1.48892249837583e-23	8.63666701557718e-83	9.22742641847866e-11
EE	0.956	0.931	0.953	0.951	0.964	0.954	0.984346324478207	0.495054013378398	0.979544861661446
multDE	0.359	0.074	0.333	0.056	0.333	0.08	0.910390419351453	0.80627998410061	0.97232548198217
multDE	0.513	0.217	0.495	0.247	0.51	0.231	0.593799244882989	0.906351256236179	0.964186379898525
dpDE	0.001	0.001	0.001	0.001	0.001	0.001	9.13358232680122e-13	0	3.33253674548602e-10
dpDE	0.143	0.057	0.17	0.053	0.184	0.064	0.0505972725395967	5.40969402079074e-30	0.0205617172529735
EE	0.457	0.412	0.414	0.371	0.427	0.394	0.497949566530875	0.0131180701947018	0.402783656965678
EE	0.004	0.004	0.002	0.002	0.003	0.002	7.4103031950754e-05	1.48013852447182e-79	7.01214880624276e-05
EE	0.159	0.402	0.117	0.422	0.124	0.416	0.171295914393437	5.09770935379299e-05	0.203657301018992
EE	0.726	0.801	0.713	0.787	0.73	0.809	0.719085746206138	4.26295282709139e-05	0.669578823328288
dpDE	0.006	0.009	0.004	0.008	0.006	0.008	8.04908067583165e-06	2.50504083508313e-143	0.000123709325553778
EE	0.334	0.554	0.259	0.52	0.236	0.493	0.281743829352958	0.000956947439208155	0.0826604523765085
EE	0.714	0.685	0.687	0.674	0.703	0.674	0.765404330888093	0.871874835983696	0.961173754201445
EE	0.607	0.502	0.611	0.472	0.574	0.505	0.331905962163449	0.00173150280054592	0.0520374841624084
EE	0.275	0.214	0.254	0.206	0.261	0.195	0.501823443372263	0.000857341461720302	0.571714450163127
EE	0.131	0.191	0.09	0.144	0.114	0.164	0.0745005740142054	5.96913109311924e-15	0.0431510428266184
EE	0.725	0.808	0.772	0.813	0.748	0.808	0.596150118488777	0.0101452231119071	0.723201481920217
EE	0.209	0.208	0.212	0.188	0.221	0.188	0.252148066150381	9.26482716952563e-09	0.162306024131063
EE	0.502	0.423	0.504	0.439	0.502	0.422	0.62856318724725	0.0122290193848762	0.127652407775889
EE	0.494	0.24	0.513	0.282	0.497	0.256	0.69102654443098	0.0341080994883765	0.872631756000995
EE	0.263	0.22	0.282	0.171	0.287	0.16	0.593877411581317	0.14749979210415	0.49389827735994
EE	0.634	0.707	0.614	0.716	0.604	0.669	0.739094005640845	6.66525137211714e-06	0.850966589325426
EE	0.045	0.234	0.046	0.243	0.044	0.234	0.0611769306572318	1.06364919506847e-06	0.0372131249010177
EE	0.146	0.39	0.094	0.357	0.083	0.335	0.00935478010594537	6.35355496975934e-13	0.00717283573285871
EE	0.429	0.341	0.371	0.285	0.356	0.272	0.069685299031243	2.68045894617312e-26	0.176353208537281
EE	0.826	0.766	0.848	0.77	0.845	0.773	0.988669037782388	8.31806497394798e-15	0.965361777532112
EE	0.654	0.585	0.672	0.578	0.66	0.556	0.498665511703713	0.00026319675988705	0.374137838876958
EE	0.085	0.097	0.101	0.097	0.1	0.095	0.0239823105582592	1.02471797377249e-68	0.0184374418278197
EE	0.065	0.085	0.049	0.084	0.062	0.105	0.0143450047017559	1.76605167445658e-09	0.0460570521603691
multDE	0.482	0.011	0.47	0.017	0.471	0.01	0.882744710650036	0.811321410345163	0.893844979164398
EE	0.905	0.609	0.906	0.586	0.901	0.609	0.882394426148859	0.318935574788557	0.90372288008462
EE	0.399	0.485	0.383	0.492	0.344	0.44	0.556991199182683	0.128458786937624	0.533461929048817
EE	0.695	0.715	0.63	0.687	0.562	0.615	0.594670287530435	0.0296528072443788	0.536853791360988
EE	0.217	0.271	0.23	0.266	0.229	0.27	0.214485058875279	2.61882374359112e-16	0.183736562923988
dpDE	0.001	0.001	0.001	0.003	0.001	0.003	1.78830393815372e-16	1.20682566788696e-63	2.6792183365854e-11
dpDE	0.002	0.002	0.002	0.001	0.002	0.002	1.64833332429993e-17	7.61063034810194e-217	1.51265941851589e-10
dpDE	0.004	0.004	0.002	0.002	0.001	0.001	2.411315153538e-07	1.13048904186207e-166	1.02397951290778e-05
EE	0.936	0.204	0.935	0.217	0.923	0.201	0.59739059390008	0.378320014302941	0.548712517736871
multDE	0.247	0.32	0.263	0.321	0.23	0.302	0.107520754466722	0.000588419816865787	0.284918142756645
EE	0.981	0.93	0.978	0.943	0.98	0.943	0.905411574746917	0.948240549870292	0.98299488084016
EE	0.679	0.952	0.689	0.93	0.683	0.933	0.870958248880369	0.239748008684958	0.709863225168227
EE	0.32	0.186	0.326	0.212	0.298	0.195	0.0777502131805361	2.70433785494375e-16	0.189269287076815
EE	0.424	0.571	0.483	0.602	0.43	0.547	0.169771779219875	1.13722772851362e-05	0.149139864131751
EE	0.572	0.83	0.518	0.85	0.56	0.841	0.529154075622058	7.47560433422424e-12	0.70480799639414
EE	0.486	0.545	0.484	0.548	0.473	0.527	0.082363660129535	3.24901041381267e-05	0.0404162106050775
multDE	0.148	0.226	0.178	0.248	0.153	0.23	0.425196963247309	0.00295323122002662	0.720442533723444
dpDE	0.002	0.013	0.001	0.007	0.002	0.007	2.39454671069695e-09	2.04067005510881e-70	1.62761658082264e-08
EE	0.245	0.522	0.243	0.552	0.249	0.52	0.248367529075441	0.000118376149478888	0.14729518192672
EE	0.039	0.151	0.051	0.139	0.054	0.143	0.0242423978964208	6.20683721895202e-15	0.0314907586866848
EE	0.996	0.92	0.994	0.922	0.985	0.888	0.808050317159889	0.287195895780563	0.897987216292735
EE	0.771	0.903	0.739	0.915	0.704	0.893	0.979980265350492	0.767688851488222	0.987194160457909
EE	0.119	0.158	0.133	0.151	0.112	0.132	0.0715563774602837	1.36501340386766e-09	0.0351253810619512
EE	0.334	0.158	0.346	0.159	0.343	0.17	0.715264508865838	0.360636492458307	0.676715615877802
multDE	0.72	0.645	0.716	0.643	0.718	0.657	0.739790011760443	0.0752945501982656	0.148281925333356
dpDE	0.097	0.136	0.081	0.158	0.098	0.157	0.013564078852642	1.3287281178853e-33	0.00123393841564446
EE	0.122	0.218	0.125	0.232	0.116	0.258	0.200128816617902	8.75041690965011e-06	0.828510137068657
EE	0.633	0.688	0.641	0.736	0.621	0.701	0.37922310047056	6.54206318801983e-05	0.59089061735098
EE	0.321	0.291	0.369	0.341	0.315	0.283	0.312062459025691	4.48295083348162e-05	0.476547726329299
EE	0.366	0.492	0.397	0.488	0.35	0.495	0.429913424069749	3.13567250011852e-06	0.418464812457422
EE	0.408	0.391	0.409	0.401	0.39	0.38	0.358710382696724	9.94699581371118e-10	0.365816865937269
EE	0.211	0.406	0.175	0.4	0.181	0.44	0.259137250480132	0.0113810222708315	0.331839247968969
EE	0.327	0.258	0.337	0.276	0.328	0.243	0.449913902810718	0.000101784526937327	0.531949404188592
EE	0.48	0.543	0.491	0.587	0.476	0.568	0.495907007579819	0.277212132544351	0.469141555754527
EE	0.924	0.958	0.918	0.971	0.932	0.952	0.728983181000918	0.561230810651249	0.945545420300776
EE	0.942	0.953	0.923	0.951	0.928	0.944	0.719689712957766	0.123082646798572	0.84108325639686
EE	0.328	0.913	0.333	0.888	0.335	0.869	0.443750228710354	3.32337335809407e-05	0.549741562350217
EE	0.659	0.619	0.568	0.577	0.573	0.565	0.453581338273318	0.00122201443146516	0.359023246983252
EE	0.385	0.288	0.386	0.345	0.374	0.322	0.33083701355283	4.43251437327963e-07	0.373557601976026
EE	0.407	0.394	0.357	0.345	0.371	0.355	0.366768997044065	1.14668381910079e-08	0.501874059481159
EE	0.282	0.12	0.27	0.122	0.3	0.125	0.123765166445632	5.3191991945427e-12	0.0475971396647946
EE	0.489	0.547	0.504	0.553	0.501	0.54	0.479006926121678	1.45912621472232e-07	0.608003452910435
EE	0.527	0.519	0.444	0.415	0.403	0.382	0.483909507987774	3.05265019472775e-05	0.530845256399385
EE	0.923	0.873	0.913	0.861	0.92	0.855	0.878218396268156	0.425741359311911	0.91629697027456
EE	0.715	0.486	0.719	0.475	0.658	0.437	0.766857859171502	0.141688036503868	0.994566882760669
dpDE	0.003	0.01	0.003	0.009	0.01	0.017	3.4264732912818e-05	4.77598061072019e-177	0.000169105399275221
EE	0.94	0.479	0.942	0.532	0.947	0.492	0.403594512288928	0.503829466764227	0.672080733970492
EE	0.084	0.079	0.089	0.082	0.109	0.087	0.215557737814045	0.000295555533955957	0.165632362906694
multDE	0.613	0.223	0.582	0.225	0.583	0.235	0.957517173417737	0.866271043144495	0.87774507486654
EE	0.679	0.38	0.637	0.376	0.639	0.368	0.339147559110329	0.000623905803395462	0.431384446132629
EE	0.861	0.183	0.869	0.204	0.832	0.188	0.254039684822284	6.00063175411891e-05	0.289465490130406
dpDE	0.026	0.029	0.028	0.033	0.029	0.03	0.00131223627696982	4.1528652046601e-102	0.000852507419003105
EE	0.689	0.698	0.668	0.694	0.677	0.699	0.654520784346233	0.0335720454673356	0.458487976080691
EE	0.483	0.781	0.463	0.759	0.467	0.75	0.639132452239524	0.0528637816271838	0.252795207433904
EE	0.131	0.213	0.11	0.173	0.136	0.201	0.222697205205735	1.18189957969679e-22	0.189249788705006
EE	0.048	0.058	0.073	0.069	0.08	0.067	0.188149589735869	0.000145265110409713	0.166329875650087
EE	0.953	0.402	0.947	0.449	0.946	0.425	0.721442235567773	0.585020189074469	0.631203120890167
EE	0.243	0.198	0.264	0.212	0.264	0.199	0.373423903386983	0.00254594454050738	0.494562052872083
EE	0.921	0.592	0.913	0.608	0.918	0.603	0.629586667943519	0.281462170590623	0.621247940019888
multDE	0.721	0.899	0.714	0.885	0.75	0.887	0.517151221652529	0.00885095298171837	0.129327478906131
EE	0.5	0.473	0.477	0.468	0.483	0.463	0.766280958538579	0.0259601922192161	0.838827911802182
EE	0.175	0.145	0.172	0.129	0.17	0.125	0.149693824165479	5.85427195257036e-06	0.14979398468174
EE	0.126	0.153	0.127	0.147	0.119	0.14	0.181599213560879	9.94464915132835e-15	0.230012317989371
EE	0.993	0.72	0.993	0.738	0.993	0.743	0.89385791429507	0.895366509321205	0.963076259316351
EE	0.163	0.092	0.128	0.088	0.116	0.08	0.066704637440425	4.34751225200642e-10	0.0212185622923172
EE	0.314	0.029	0.297	0.014	0.272	0.01	0.286260125297141	0.000456655978507732	0.437416147228704
EE	0.511	0.558	0.511	0.616	0.459	0.564	0.489424152485654	1.9044177038344e-05	0.500673228653506
EE	0.853	0.765	0.867	0.769	0.87	0.762	0.954238850497138	0.518754238240907	0.977037920140046
EE	0.341	0.698	0.341	0.691	0.327	0.684	0.740255939019308	0.723705472772354	0.985015809139192
EE	0.305	0.707	0.321	0.709	0.287	0.714	0.400338090547841	0.0215096448572032	0.483678595202046
EE	0.718	0.371	0.712	0.366	0.712	0.395	0.49660041531966	4.07398691157603e-06	0.571167699162893
EE	0.005	0.004	0.005	0.009	0.008	0.01	0.00405319428949602	2.04163943511272e-58	0.000356116797238851
EE	0.326	0.311	0.284	0.298	0.271	0.283	0.180137455948839	2.92560854510935e-47	0.309516738819367
EE	0.907	0.916	0.91	0.92	0.912	0.922	0.716512948623476	0.0598576083390948	0.966644178356296
EE	0.755	0.614	0.737	0.641	0.728	0.634	0.578676278556874	0.181457904073999	0.880660092371364
EE	0.322	0.287	0.316	0.28	0.315	0.27	0.176951530133574	3.15322224755458e-21	0.333100717713637
EE	0.776	0.735	0.789	0.742	0.79	0.744	0.643428634401818	0.0101619342263691	0.906942006264127
EE	0.958	0.706	0.956	0.732	0.948	0.727	0.883724092067093	0.291244186433119	0.942317290913927
EE	0.745	0.915	0.696	0.901	0.748	0.908	0.755679212692668	0.0357076776640546	0.857972610205212
multDE	0.054	0.013	0.052	0.01	0.038	0.015	0.330182301964124	0.0117062562710981	0.484507553645911
EE	0.186	0.446	0.187	0.489	0.196	0.474	0.283361701098511	0.00358544296774541	0.441340165852586
EE	0.961	0.499	0.967	0.442	0.965	0.428	0.676099514359362	3.35491324937903e-12	0.805574253614389
EE	0.764	0.551	0.789	0.588	0.751	0.564	0.668738746816452	0.00193343057626711	0.641955492996993
EE	0.646	0.799	0.577	0.773	0.614	0.79	0.399610212470881	0.0832947391398259	0.374617814705745
EE	0.462	0.422	0.461	0.454	0.478	0.47	0.412222668408116	9.18466434771432e-06	0.533281551434519
EE	0.073	0.045	0.097	0.068	0.088	0.055	0.12719675837422	1.97359881565515e-15	0.101105393996464
EE	0.907	0.48	0.921	0.468	0.896	0.457	0.762819578579585	0.718901027824304	0.713028753821106
EE	0.829	0.918	0.824	0.922	0.843	0.918	0.641490756704873	0.446629963761164	0.507775879465701
EE	0.894	0.938	0.894	0.936	0.889	0.94	0.805942180372788	0.413237248257908	0.836072741322804
EE	0.327	0.343	0.326	0.321	0.338	0.348	0.455407929176224	6.7819174591196e-07	0.511189635303086
EE	0.607	0.419	0.634	0.399	0.585	0.356	0.177343241207167	0.00163398062546176	0.17448312753169
EE	0.787	0.72	0.793	0.744	0.784	0.733	0.825339970553221	0.0469842522202132	0.6111150292663
EE	0.669	0.787	0.666	0.795	0.63	0.803	0.47049204739492	0.0173051359609577	0.861173393489129
EE	0.953	0.896	0.951	0.918	0.953	0.918	0.733643665753218	0.000884394389856108	0.376510140651233
EE	0.553	0.015	0.544	0.01	0.567	0.003	0.555821298143514	0.0513391037300422	0.953675870332697
EE	0.425	0.321	0.433	0.328	0.409	0.308	0.416599136661778	0.000302944902182371	0.440905743095527
EE	0.504	0.574	0.512	0.582	0.515	0.579	0.631960479748962	0.0176671359740918	0.503623797555666
EE	0.317	0.291	0.287	0.273	0.312	0.291	0.27988453231736	0.000640544490117394	0.33531921599594
EE	0.308	0.41	0.329	0.434	0.336	0.454	0.375830574341159	0.00568919701597238	0.524983190856799
