geneType	pval_M_zinb	pval_M_kde	pval_S0_zinb	pval_S0_kde	pval_S1_zinb	pval_S1_kde	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.385	0.825	0.395	0.831	0.373	0.76	0.987664821895069	0.0142634440905596	0.351121006410042
EE	0.536	0.698	0.546	0.708	0.527	0.713	0.39565221150334	0.00507552433423115	0.082289658712273
EE	0.547	0.849	0.54	0.835	0.508	0.812	0.556181206479163	0.0839163555021144	0.177244292077539
EE	0.442	0.966	0.472	0.966	0.43	0.962	0.94186243021317	0.0739332317780558	0.822856716179784
EE	0.454	0.781	0.446	0.808	0.403	0.766	0.665725487683837	0.0639450972199042	0.679083145971429
EE	0.972	0.326	0.97	0.293	0.974	0.28	0.704209180515682	0.00928397185950956	0.656580143328434
EE	0.222	0.602	0.219	0.617	0.236	0.646	0.0333652398676481	1.66811638423457e-67	0.00822863346099699
EE	0.973	0.98	0.972	0.981	0.967	0.988	0.95818828190741	0.0407972129211407	0.804699356552126
EE	0.427	0.879	0.471	0.86	0.43	0.857	0.158133803743332	9.01260793214876e-09	0.107033950232192
EE	0.878	0.302	0.868	0.26	0.876	0.273	0.935021584336923	0.0524532156634318	0.674679963193686
varDE	0.345	0.286	0.323	0.291	0.319	0.262	0.914183885669187	7.7511279786774e-14	1.18874406039149e-05
meanDE	0.654	0.076	0.682	0.066	0.664	0.057	0.293643059363591	0.0341218222688055	0.868066732742768
EE	0.818	0.215	0.821	0.261	0.821	0.257	0.256695563822679	0.000585898847335506	0.322154133726323
EE	0.81	0.557	0.826	0.549	0.816	0.58	0.619713755101057	0.87375259254718	0.791840258797905
EE	0.33	0.656	0.359	0.68	0.335	0.677	0.783018774918841	0.57102064553533	0.692393469460342
meanDE	0.346	0.135	0.387	0.122	0.373	0.142	0.519537750412211	0.211053871486823	0.639487339175284
meanDE	0.005	0.152	0.004	0.08	0.005	0.072	0.000197640454149813	2.24218816378127e-25	5.36092289832748e-06
EE	0.577	0.175	0.644	0.206	0.583	0.193	0.166428845244788	0.914913590162427	0.449262309313303
EE	0.785	0.791	0.778	0.759	0.77	0.756	0.667338958932984	3.67538013630084e-05	0.655591562428552
EE	0.91	0.979	0.876	0.968	0.875	0.976	0.901634961597659	0.285394396535405	0.597754524922411
EE	0.68	0.55	0.636	0.501	0.645	0.496	0.553561781237918	0.398941870375552	0.252507564196275
EE	0.813	0.956	0.831	0.967	0.819	0.958	0.622556043344066	6.6626777881019e-06	0.896186819284045
EE	0.218	0.349	0.178	0.284	0.176	0.297	0.552109921346094	0.896646899206812	0.936996914786087
varDE	0.17	0.025	0.19	0.018	0.188	0.02	0.80915965399681	5.21037691162971e-19	0.0354769619567636
EE	0.806	0.79	0.763	0.7	0.754	0.696	0.357038809622834	8.39687763315897e-22	0.664050443745538
EE	0.955	0.573	0.949	0.607	0.941	0.584	0.285148097329052	0.101459433612759	0.200331578921816
varDE	0.411	0.489	0.404	0.436	0.4	0.434	0.463815238920273	6.50862372456351e-39	0.116896788360675
varDE	0.127	0.412	0.145	0.388	0.135	0.391	0.455196010462276	3.13359794427876e-17	7.61894364100763e-06
EE	0.27	0.267	0.266	0.323	0.273	0.32	0.0213975452774382	1.26601395434161e-29	0.0048468833397737
EE	0.272	0.283	0.233	0.239	0.239	0.272	0.180823472183945	0.000726398339673849	0.224409078306444
EE	0.756	0.681	0.751	0.663	0.757	0.658	0.52480974364883	0.0740082694630533	0.548757372857178
EE	0.066	0.167	0.051	0.186	0.042	0.155	0.016603007377238	3.47463359873314e-44	0.0100681126769098
EE	0.937	0.757	0.928	0.74	0.919	0.752	0.427185066209982	2.28174288895111e-29	0.763293555666673
EE	0.155	0.234	0.117	0.248	0.096	0.231	0.10077753549312	1.00844506271527e-14	0.0517064981252136
EE	0.772	0.291	0.775	0.227	0.751	0.227	0.967782185140786	5.21853532786743e-11	0.534879433573982
EE	0.043	0.424	0.061	0.432	0.064	0.415	0.73989521779747	0.0404337857360806	0.773423451759775
EE	0.059	0.615	0.061	0.648	0.065	0.662	0.116684221126828	0.01731976569319	0.0402741709409742
EE	0.245	0.621	0.223	0.598	0.228	0.607	0.448522346312426	0.126043674577391	0.596754003479681
EE	0.035	0.417	0.035	0.414	0.035	0.373	0.05084587915017	4.79838667749354e-56	0.0672305119110186
meanDE	0.001	0.003	0.001	0.002	0.002	0.002	2.78772951528591e-07	3.3123561355335e-27	1.45638096752421e-05
EE	0.794	0.748	0.777	0.729	0.774	0.7	0.494195500615317	3.24040455142736e-06	0.180579130166128
EE	0.195	0.634	0.184	0.396	0.199	0.427	0.0437190686519788	9.11420456364242e-50	0.0477186352624525
meanDE	0.08	0.402	0.071	0.361	0.086	0.388	0.0599656080111245	2.01698430340991e-16	0.0344104276193449
EE	0.52	0.711	0.502	0.641	0.488	0.643	0.849687069648723	0.00342912816801151	0.945137413389082
EE	0.943	0.593	0.942	0.573	0.956	0.554	0.540729950228594	0.0164940901699181	0.678007591455649
EE	0.164	0.414	0.159	0.418	0.185	0.418	0.397255287077971	0.886058079728072	0.46826454790271
meanDE	0.04	0.052	0.034	0.043	0.034	0.048	0.112906102052381	0.0125304513250741	0.164253885623672
EE	0.178	0.104	0.148	0.089	0.129	0.096	0.176428823050455	2.44485633267599e-07	0.203634289996141
EE	0.975	0.83	0.976	0.821	0.965	0.8	0.569264221972979	0.681878151774012	0.702969332727267
EE	0.818	0.346	0.844	0.34	0.823	0.336	0.873050992526168	0.236376226322234	0.827835263957219
EE	0.174	0.3	0.17	0.297	0.167	0.298	0.284450448036073	0.319381132085087	0.396661502680593
EE	0.651	0.068	0.665	0.047	0.642	0.056	0.168555782603438	0.0041864978659914	0.0288075322918584
varDE	0.01	0.218	0.018	0.189	0.018	0.223	0.359523407524414	9.41400752446631e-14	1.20869795706503e-05
EE	0.872	0.833	0.857	0.832	0.864	0.854	0.836737164550189	0.792537775295465	0.816229242812609
EE	0.782	0.331	0.807	0.283	0.796	0.289	0.421387691898076	0.489669736944438	0.47103892058871
meanDE	0.781	0.981	0.816	0.977	0.818	0.976	0.642260626192793	0.000301254942644285	0.446232239875867
EE	0.323	0.863	0.288	0.85	0.278	0.853	0.102969344039735	0.012168691999479	0.0292513414399351
EE	0.452	0.794	0.467	0.753	0.47	0.793	0.806632107379693	0.0245995045953024	0.305447737236631
EE	0.11	0.127	0.115	0.105	0.128	0.124	0.497060563793384	2.20988781999592e-103	0.183113889013682
EE	0.506	0.603	0.502	0.595	0.464	0.584	0.8635869602555	0.000768668279308325	0.91543056369696
EE	0.902	0.549	0.921	0.491	0.908	0.502	0.942394428096607	0.103356128961695	0.790645302371432
EE	0.503	0.643	0.468	0.567	0.467	0.582	0.413072602899541	0.0392775323778138	1
EE	0.283	0.32	0.251	0.307	0.255	0.315	0.618934429016388	0.000779177200719087	0.635412363623123
EE	0.2	0.156	0.211	0.153	0.211	0.164	0.343931542253495	1.14159537642252e-10	0.380013951320663
varDE	0.47	0.948	0.473	0.935	0.519	0.927	0.606254703431718	1.60429184241684e-48	0.683481427889499
EE	0.686	0.923	0.654	0.924	0.681	0.923	0.69755248405122	0.0170301830589794	0.629624880014443
EE	0.87	0.816	0.864	0.842	0.859	0.846	0.744021762582063	2.17190117067114e-06	0.872374004380389
EE	0.514	0.674	0.557	0.704	0.529	0.655	0.710445931561235	0.0405427809875359	0.90481303541982
EE	0.556	0.344	0.572	0.368	0.55	0.389	0.91625776793614	0.951984002576627	0.898674066190775
EE	0.095	0.102	0.098	0.101	0.097	0.095	0.0414891303959592	1.52661276977318e-29	0.031332464430075
EE	0.347	0.409	0.308	0.366	0.302	0.372	0.438024923554906	0.0456419379642061	0.652572766732733
meanDE	0.39	0.78	0.351	0.781	0.341	0.772	0.115756643209782	0.961731514139703	0.369485283831313
varDE	0.262	0.645	0.3	0.657	0.299	0.665	0.859699951608007	1.24640741929032e-07	0.00248085653556704
EE	0.672	0.68	0.696	0.681	0.662	0.704	0.825805191130475	0.259503377273605	0.862216431999968
EE	0.785	0.947	0.795	0.952	0.784	0.956	0.982571043971189	0.957293152649123	0.989275241063348
meanDE	0.052	0.028	0.058	0.028	0.064	0.037	0.00124628365616354	9.4528178703634e-31	0.000105281244329032
EE	0.644	0.908	0.636	0.878	0.598	0.813	0.299218023127793	0.00399853034840039	0.3314401928415
EE	0.178	0.503	0.126	0.446	0.12	0.485	0.105853697329299	3.77074521123106e-18	0.151657792590894
EE	0.761	0.462	0.751	0.436	0.767	0.44	0.584996094632206	3.60613985459523e-21	0.591980904469815
EE	0.075	0.127	0.066	0.092	0.074	0.108	0.0796190639529252	4.84019281366897e-19	0.0147249883962628
varDE	0.211	0.926	0.19	0.927	0.214	0.928	0.443153231954361	3.061583241442e-21	2.88465841824416e-05
EE	0.525	0.386	0.45	0.419	0.466	0.388	0.988393781546029	0.391634805426877	0.403429049854295
EE	0.989	0.765	0.992	0.738	0.983	0.719	0.979120716693991	0.729598768762322	0.93161988438229
EE	0.439	0.704	0.451	0.718	0.435	0.723	0.321042808566733	0.198563156311799	0.480588983145937
EE	0.55	0.473	0.528	0.472	0.536	0.48	0.629042041769651	5.59084202943382e-69	0.796237496144457
meanDE	0.867	0.454	0.858	0.497	0.861	0.458	0.143615875644921	4.4148775518462e-06	1
EE	0.903	0.769	0.878	0.779	0.876	0.737	0.0525707275749492	6.65732473954557e-06	0.142039769172233
EE	0.5	0.628	0.503	0.613	0.477	0.595	0.639287565511321	0.177906300351697	0.391194336603839
EE	0.055	0.126	0.032	0.137	0.035	0.127	0.0369032776556784	2.97910811076874e-16	0.0239449918269164
EE	0.417	0.53	0.422	0.515	0.421	0.545	0.663060399940364	0.0186797215060431	0.0459660289014853
meanDE	0.049	0.025	0.03	0.022	0.033	0.03	0.0561823724131401	2.73841834774211e-23	0.0209676069616467
EE	0.523	0.803	0.543	0.777	0.498	0.76	0.881711376139467	0.865813316590614	0.999459057578964
EE	0.373	0.143	0.387	0.137	0.39	0.163	0.334336248845601	0.700514981208345	0.565860038554185
varDE	0.15	0.664	0.156	0.637	0.142	0.645	0.49239402120358	2.84446332613747e-10	0.143763783123701
EE	0.942	0.851	0.939	0.866	0.949	0.857	0.957700132626177	0.0201832083212797	0.959621578041209
EE	0.656	0.431	0.674	0.434	0.661	0.429	0.797110262343856	0.100137081317824	0.626748747349613
varDE	0.563	0.852	0.582	0.869	0.565	0.864	0.352121966346911	6.05668527771015e-10	0.000402976853692632
varDE	0.147	0.524	0.124	0.509	0.115	0.489	0.784861576669427	6.39175368390827e-26	4.71178109734837e-08
EE	0.077	0.109	0.082	0.098	0.073	0.122	0.629205610224997	0.163280271560626	0.0885475936857812
EE	0.314	0.392	0.318	0.402	0.329	0.393	0.572122985655009	0.551882844177849	0.572325141783366
meanDE	0.961	0.613	0.956	0.657	0.95	0.657	0.439435619754168	0.153804780129031	0.814164430279114
EE	0.903	0.901	0.926	0.88	0.891	0.868	0.134584919718035	2.10689836134921e-05	0.122391147234635
EE	0.955	0.644	0.947	0.671	0.949	0.602	0.472551604333637	0.0209159136525535	0.44110379834063
meanDE	0.081	0.189	0.079	0.18	0.085	0.18	0.22070466549632	2.67238072732792e-05	0.143333526877142
EE	0.4	0.444	0.419	0.478	0.376	0.459	0.279474446823498	2.12099599939886e-08	0.578940729021529
EE	0.095	0.112	0.115	0.122	0.125	0.134	0.178687964174041	6.46721612136782e-27	0.177049130885858
EE	0.801	0.719	0.775	0.694	0.777	0.676	0.773868405196854	0.141448237927187	0.263860323836961
